osmid,oneway,name,highway,maxspeed,width,reversed,length,geometry,lanes,ref
"[4777937, 119206378, 4777482]",True,"['Strandlinien', 'Toldergade', 'Kongevejen']",residential,50,5.3,False,284.104,"LINESTRING (12.6723319 55.594135, 12.6727067 55.5942293, 12.6727926 55.5942272, 12.6729541 55.5942232, 12.6731546 55.5942157, 12.6736421 55.5942387, 12.674297 55.5942915, 12.6743091 55.5942806, 12.6743729 55.5942233, 12.6744249 55.5939703, 12.6744264 55.5939467, 12.6744468 55.5936067, 12.6744503 55.593548, 12.674452 55.5933777, 12.6744556 55.5932929, 12.6744828 55.5931398, 12.6744894 55.5931129, 12.6745439 55.5928895)",,
34404196,False,Wismarstræde,residential,,,False,71.14500000000001,"LINESTRING (12.6723319 55.594135, 12.6722255 55.5945317, 12.6721784 55.5947688)",,
1880487,False,Badstuevælen,residential,,,False,96.16600000000001,"LINESTRING (12.6718933 55.5941422, 12.6718883 55.5941202, 12.6718652 55.5939105, 12.6719833 55.593716, 12.6723265 55.5936928, 12.6722651 55.5934638)",,
10610534,True,Kongevejen,residential,50,5.1,False,27.684,"LINESTRING (12.6718933 55.5941422, 12.6722454 55.5941274, 12.6723319 55.594135)",,
1880487,False,Badstuevælen,residential,,,True,28.145999999999997,"LINESTRING (12.6721709 55.5932175, 12.6722664 55.5934279, 12.6722651 55.5934638)",,
34403455,False,Strandstræde,residential,,,False,48.952,"LINESTRING (12.6738434 55.5935144, 12.6738684 55.5934752, 12.6739532 55.5932501, 12.6738281 55.5932301, 12.6738183 55.5931353)",,
368202611,False,Kongevejen,residential,50,,True,9.331,"LINESTRING (12.6707813 55.594197, 12.6709297 55.5942003)",2,
137199215,False,Vestgrønningen,residential,,,True,21.169,"LINESTRING (12.6707813 55.594197, 12.6707723 55.5940973, 12.6707694 55.5940645, 12.6707023 55.594021)",,
368202611,False,Kongevejen,residential,50,,False,31.055,"LINESTRING (12.6707813 55.594197, 12.6705642 55.5941937, 12.6702872 55.5941973)",2,
1880498,False,Vestgrønningen,tertiary,50,,False,210.197,"LINESTRING (12.6702872 55.5941973, 12.6703576 55.5940652, 12.6703686 55.5940446, 12.6703445 55.593588, 12.6703322 55.5933557, 12.6703298 55.5933108, 12.6703108 55.5930283, 12.6703023 55.5929026, 12.6702888 55.5926328, 12.6702715 55.5923146)",2,
4777465,False,Stationsvej,residential,50,,False,116.565,"LINESTRING (12.6702872 55.5941973, 12.6702472 55.594537, 12.6702328 55.5946403, 12.6702287 55.5946701, 12.6702029 55.5947715, 12.6701707 55.5948359, 12.6699574 55.5950951, 12.6699118 55.5952114)",,
237227739,False,Kirkevej,secondary,50,,True,80.218,"LINESTRING (12.6702872 55.5941973, 12.6698253 55.5942158, 12.6693836 55.5942358, 12.6690151 55.5942579)",2,221
368202611,False,Kongevejen,residential,50,,True,31.055,"LINESTRING (12.6702872 55.5941973, 12.6705642 55.5941937, 12.6707813 55.594197)",2,
228614596,False,Kirkevej,secondary,50,,True,119.987,"LINESTRING (12.6690151 55.5942579, 12.6688291 55.5942687, 12.668706 55.5942763, 12.6685441 55.5942862, 12.668115 55.5943126, 12.668025 55.5943182, 12.6678823 55.5943271, 12.6671491 55.5943726, 12.6671166 55.5943746)",2,221
237227739,False,Kirkevej,secondary,50,,False,80.218,"LINESTRING (12.6690151 55.5942579, 12.6693836 55.5942358, 12.6698253 55.5942158, 12.6702872 55.5941973)",2,221
1880497,True,Linde Alle,residential,50,,False,68.811,"LINESTRING (12.6692174 55.5952845, 12.669099 55.5946693)",,
237227738,False,Dragør Stationsplads,residential,50,,False,34.638,"LINESTRING (12.6692174 55.5952845, 12.6687853 55.5953333, 12.6686922 55.5953671)",,
"[712617144, 1880495]",False,Dragør Stationsplads,residential,50,,True,44.379000000000005,"LINESTRING (12.6692174 55.5952845, 12.6693565 55.5952695, 12.6694408 55.5952604, 12.6699118 55.5952114)",,
"[712617144, 1880495]",False,Dragør Stationsplads,residential,50,,False,44.379,"LINESTRING (12.6699118 55.5952114, 12.6694408 55.5952604, 12.6693565 55.5952695, 12.6692174 55.5952845)",,
