osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,width
4813402,Sydhavnsvej,residential,False,False,61.04299999999999,"LINESTRING (11.8508009 55.9632386, 11.8507226 55.9632261, 11.8500904 55.9631251, 11.8499607 55.9631044, 11.8498578 55.9630879)",,,,
919078887,Amtsvejen,secondary,False,False,43.982,"LINESTRING (11.845023 55.9659682, 11.8452337 55.9660099, 11.8453597 55.9659876, 11.8453994 55.9659806, 11.8457073 55.9659631)",50,2,225,
"[563890257, 114208484]",Amtsvejen,secondary,False,False,180.76000000000002,"LINESTRING (11.8457073 55.9659631, 11.8461804 55.9660104, 11.8466794 55.9660706, 11.8475294 55.966173, 11.8475451 55.9661749, 11.848273 55.9662561, 11.8485532 55.9662874)",50,2,225,
274815946,Havnegade,residential,False,False,171.34799999999998,"LINESTRING (11.8457073 55.9659631, 11.8458273 55.9658397, 11.8459943 55.9657478, 11.8461532 55.9656639, 11.8463382 55.965568, 11.8465906 55.9655109, 11.8466118 55.9655061, 11.8467097 55.9654839, 11.8477625 55.9657181, 11.8480222 55.965744)",,,,
919078887,Amtsvejen,secondary,False,True,43.982,"LINESTRING (11.8457073 55.9659631, 11.8453994 55.9659806, 11.8453597 55.9659876, 11.8452337 55.9660099, 11.845023 55.9659682)",50,2,225,
45864598,Amtsvejen,secondary,False,False,58.879,"LINESTRING (11.8485532 55.9662874, 11.8486529 55.9663006, 11.8494738 55.9664095)",50,2,16;225,
"[563890257, 114208484]",Amtsvejen,secondary,False,True,180.76,"LINESTRING (11.8485532 55.9662874, 11.848273 55.9662561, 11.8475451 55.9661749, 11.8475294 55.966173, 11.8466794 55.9660706, 11.8461804 55.9660104, 11.8457073 55.9659631)",50,2,225,
967530679,Strandvejen,tertiary,False,True,55.641999999999996,"LINESTRING (11.8485532 55.9662874, 11.8485667 55.966229, 11.8485796 55.9661729, 11.8485959 55.9661038, 11.8486553 55.9657903)",50,2,,
1018242844,Strandvejen,tertiary,False,True,49.742,"LINESTRING (11.8498578 55.9630879, 11.8500501 55.9626537)",50,2,,
4813402,Sydhavnsvej,residential,False,True,61.04299999999999,"LINESTRING (11.8498578 55.9630879, 11.8499607 55.9631044, 11.8500904 55.9631251, 11.8507226 55.9632261, 11.8508009 55.9632386)",,,,
563890245,Strandvejen,tertiary,False,False,213.746,"LINESTRING (11.8498578 55.9630879, 11.8496232 55.9635673, 11.8495129 55.9637926, 11.8494136 55.9639956, 11.8493459 55.964134, 11.8492447 55.9643408, 11.8491907 55.9644512, 11.8491692 55.964494, 11.8491523 55.9645311, 11.849021 55.9648198, 11.8489664 55.9649442)",50,2,,
563890260,Sydhavnsvej,residential,False,False,106.114,"LINESTRING (11.8498578 55.9630879, 11.8497406 55.9630629, 11.8496615 55.963046, 11.8495948 55.9630413, 11.8493671 55.9630251, 11.8481703 55.9630563)",,,,
4832075,Havlitvej,residential,False,True,36.314,"LINESTRING (11.8554053 55.9707208, 11.8556153 55.9704161)",,,,
44444475,Bogfinkevej,residential,False,False,86.504,"LINESTRING (11.8549615 55.9691147, 11.8554591 55.9683883)",,,,
44444475,Bogfinkevej,residential,False,True,86.504,"LINESTRING (11.8554591 55.9683883, 11.8549615 55.9691147)",,,,
4832076,Gærdesmuttevej,residential,False,False,76.083,"LINESTRING (11.8554591 55.9683883, 11.8550729 55.9683113, 11.8548275 55.9682497, 11.8543357 55.96812)",,,,
4832076,Gærdesmuttevej,residential,False,True,86.583,"LINESTRING (11.8554591 55.9683883, 11.8563041 55.9685651, 11.85655 55.9685973, 11.856785 55.968613)",,,,
4832076,Gærdesmuttevej,residential,False,False,118.676,"LINESTRING (11.8533909 55.9678503, 11.8526983 55.9688447)",,,,
4832076,Gærdesmuttevej,residential,False,True,66.002,"LINESTRING (11.8533909 55.9678503, 11.8543357 55.96812)",,,,
392504473,Gærdesmuttevej,residential,False,False,32.666,"LINESTRING (11.8533909 55.9678503, 11.8532764 55.9678188, 11.8532346 55.9677559, 11.8533435 55.9676131)",,,,
4832076,Gærdesmuttevej,residential,False,True,118.676,"LINESTRING (11.8526983 55.9688447, 11.8533909 55.9678503)",,,,
4832077,Vandværksvej,residential,False,False,139.925,"LINESTRING (11.8526983 55.9688447, 11.8516541 55.9685407, 11.851227 55.9684535, 11.8506358 55.968355)",,,,
4832077,Vandværksvej,residential,False,True,176.745,"LINESTRING (11.8526983 55.9688447, 11.8534979 55.9690612, 11.8535711 55.9690621, 11.8536355 55.9690513, 11.8536844 55.9690258, 11.8543357 55.96812)",,,,
44444558,Blåmejsevej,residential,False,False,79.32600000000001,"LINESTRING (11.8526983 55.9688447, 11.8522795 55.9694748, 11.8522932 55.9695152)",,,,
44444558,Blåmejsevej,residential,False,True,22.222,"LINESTRING (11.85214 55.9696913, 11.8522313 55.969548, 11.8522932 55.9695152)",,,,
44444639,Glentevej,residential,False,False,345.893,"LINESTRING (11.854733 55.9708584, 11.8505562 55.9698142, 11.8502591 55.9697598, 11.8495886 55.9697782)",,,,
44444639,Glentevej,residential,False,True,345.893,"LINESTRING (11.8495886 55.9697782, 11.8502591 55.9697598, 11.8505562 55.9698142, 11.854733 55.9708584)",,,,
139189006,Skansevej,tertiary,False,False,182.08800000000002,"LINESTRING (11.8495886 55.9697782, 11.8494928 55.9692819, 11.8494188 55.9688986, 11.8493718 55.9685681, 11.8493839 55.9682479, 11.8493878 55.9681469)",50,,,
"[440085306, 139189006]",Skansevej,tertiary,False,True,195.051,"LINESTRING (11.8495886 55.9697782, 11.8496422 55.9700032, 11.8497209 55.9701158, 11.849805 55.9701879, 11.8499222 55.9702615, 11.8502853 55.9704106, 11.8504496 55.9704783, 11.8507046 55.9705817, 11.8509698 55.9706895, 11.851257 55.9708141, 11.8514113 55.9709005, 11.8516242 55.971022)",50,,,
765241917,Nørregade,unclassified,False,False,11.472,"LINESTRING (11.8507354 55.9633742, 11.85068 55.9634726)",50,,,4
"[563890244, 86020134]",Jernbanegade,unclassified,False,True,191.06500000000003,"LINESTRING (11.8507354 55.9633742, 11.850785 55.9633813, 11.8521492 55.9635768, 11.8522108 55.9636136, 11.8522373 55.9636295, 11.8522401 55.9642018, 11.8522403 55.9642417, 11.8522189 55.9643449, 11.8521813 55.9644561)",,,,6.6
4832079,Amtsvejen,secondary,False,True,4.972,"LINESTRING (11.8507126 55.9666311, 11.8506366 55.9666173)",50,2,16;225,
4832079,Amtsvejen,secondary,False,False,63.254000000000005,"LINESTRING (11.8507126 55.9666311, 11.851095 55.9667044, 11.8513971 55.9667358, 11.8516993 55.9667586)",50,2,16;225,
86020130,Læssevejen,unclassified,False,False,43.173,"LINESTRING (11.8507126 55.9666311, 11.8507497 55.9665786, 11.8509675 55.96627)",,,,
"[984052922, 274815947]",Havnegade,residential,False,"[False, True]",59.150999999999996,"LINESTRING (11.8496004 55.9658467, 11.8491197 55.9658183, 11.8489174 55.9658059, 11.8486553 55.9657903)",,,,
114208510,Kajgaden,residential,False,False,80.469,"LINESTRING (11.8481703 55.9630563, 11.8481533 55.9634054, 11.8481351 55.9637797)",,,,
563890260,Sydhavnsvej,residential,False,True,106.11399999999999,"LINESTRING (11.8481703 55.9630563, 11.8493671 55.9630251, 11.8495948 55.9630413, 11.8496615 55.963046, 11.8497406 55.9630629, 11.8498578 55.9630879)",,,,
1018242844,Strandvejen,tertiary,False,False,49.742,"LINESTRING (11.8500501 55.9626537, 11.8498578 55.9630879)",50,2,,
4832079,Amtsvejen,secondary,False,False,156.532,"LINESTRING (11.8532114 55.9666123, 11.8534192 55.9665637, 11.8540844 55.9663772, 11.8544672 55.9662348, 11.8548298 55.9660603, 11.8549988 55.9659644, 11.8552317 55.9658053)",50,2,16;225,
4832079,Amtsvejen,secondary,False,True,34.638,"LINESTRING (11.8532114 55.9666123, 11.8527875 55.9666835, 11.8526753 55.9666948)",50,2,16;225,
93671511,Lille Karlsmindevej,tertiary,False,True,43.409,"LINESTRING (11.8532114 55.9666123, 11.8532418 55.96666, 11.8532724 55.9667078, 11.8533461 55.9667669, 11.8534642 55.9668257, 11.8536582 55.9668943)",50,2,,
93671524,Parallelvej,residential,False,False,109.839,"LINESTRING (11.8523519 55.9654674, 11.8518445 55.9664135)",,,,
93671524,Parallelvej,residential,False,True,82.038,"LINESTRING (11.8523519 55.9654674, 11.8527251 55.9647598)",,,,
96638946,Tjørnevej,residential,False,False,156.837,"LINESTRING (11.8523519 55.9654674, 11.8533199 55.9656551, 11.8538 55.9657572, 11.8544813 55.9659523, 11.8546709 55.9660111)",,,,
4832079,Amtsvejen,secondary,False,False,61.265,"LINESTRING (11.8516993 55.9667586, 11.8522125 55.9667418, 11.8526753 55.9666948)",50,2,16;225,
4832079,Amtsvejen,secondary,False,True,63.254000000000005,"LINESTRING (11.8516993 55.9667586, 11.8513971 55.9667358, 11.851095 55.9667044, 11.8507126 55.9666311)",50,2,16;225,
93671524,Parallelvej,residential,False,True,39.606,"LINESTRING (11.8516993 55.9667586, 11.8517028 55.9666923, 11.8518445 55.9664135)",,,,
274218244,Strandvejen,tertiary,False,True,96.15299999999999,"LINESTRING (11.8486553 55.9657903, 11.8487193 55.9655511, 11.84875 55.9654364, 11.8489664 55.9649442)",50,2,,
"[984052922, 274815947]",Havnegade,residential,False,"[False, True]",59.150999999999996,"LINESTRING (11.8486553 55.9657903, 11.8489174 55.9658059, 11.8491197 55.9658183, 11.8496004 55.9658467)",,,,
967530679,Strandvejen,tertiary,False,False,55.642,"LINESTRING (11.8486553 55.9657903, 11.8485959 55.9661038, 11.8485796 55.9661729, 11.8485667 55.966229, 11.8485532 55.9662874)",50,2,,
967530680,Havnegade,residential,False,True,39.741,"LINESTRING (11.8486553 55.9657903, 11.8483707 55.9657673, 11.8482456 55.9657578, 11.8480656 55.9657467, 11.8480222 55.965744)",,,,
96638955,Stendalsvej,residential,False,False,51.971,"LINESTRING (11.8551894 55.964927, 11.8555059 55.9650005, 11.8558546 55.9650696, 11.8559597 55.9651048)",,,,
4832079,Amtsvejen,secondary,False,False,27.246,"LINESTRING (11.8559597 55.9651048, 11.8561557 55.9648857)",50,2,16;225,
4832079,Amtsvejen,secondary,False,True,34.791,"LINESTRING (11.8559597 55.9651048, 11.8557095 55.9653846)",50,2,16;225,
96638955,Stendalsvej,residential,False,True,51.971000000000004,"LINESTRING (11.8559597 55.9651048, 11.8558546 55.9650696, 11.8555059 55.9650005, 11.8551894 55.964927)",,,,
93671524,Parallelvej,residential,False,False,74.963,"LINESTRING (11.8530517 55.9641109, 11.8527251 55.9647598)",,,,
93671524,Parallelvej,residential,False,True,63.028,"LINESTRING (11.8530517 55.9641109, 11.853341 55.9635677)",,,,
96638949,Poppelvej,residential,False,True,109.465,"LINESTRING (11.8530517 55.9641109, 11.8546573 55.9645128)",,,,
93671524,Parallelvej,residential,False,False,82.038,"LINESTRING (11.8527251 55.9647598, 11.8523519 55.9654674)",,,,
93671524,Parallelvej,residential,False,True,74.963,"LINESTRING (11.8527251 55.9647598, 11.8530517 55.9641109)",,,,
96638945,Ahornvej,residential,False,True,114.34,"LINESTRING (11.8527251 55.9647598, 11.8543928 55.9651912)",,,,
4832079,Amtsvejen,secondary,False,True,236.57,"LINESTRING (11.859043 55.9628782, 11.8590109 55.9628832, 11.8584843 55.9630378, 11.8580591 55.9632021, 11.8577587 55.9633612, 11.8574332 55.9635583, 11.8572735 55.9636869, 11.8570674 55.963855, 11.8566295 55.964351, 11.8565715 55.9644166)",50,2,16;225,
563890248,Overdrevsvej,residential,False,True,43.625,"LINESTRING (11.859043 55.9628782, 11.8589961 55.9628158, 11.8589874 55.9628042, 11.8589257 55.9627667, 11.8588667 55.9627426, 11.8587567 55.9627096, 11.858506 55.9626557)",,,,
96638945,Ahornvej,residential,False,False,114.34,"LINESTRING (11.8543928 55.9651912, 11.8527251 55.9647598)",,,,
4832079,Amtsvejen,secondary,False,False,34.638,"LINESTRING (11.8526753 55.9666948, 11.8527875 55.9666835, 11.8532114 55.9666123)",50,2,16;225,
4832079,Amtsvejen,secondary,False,True,61.265,"LINESTRING (11.8526753 55.9666948, 11.8522125 55.9667418, 11.8516993 55.9667586)",50,2,16;225,
96638954,Udsigten,residential,False,True,62.82900000000001,"LINESTRING (11.8526753 55.9666948, 11.8526547 55.9666369, 11.8526413 55.9664987, 11.852652 55.9664117, 11.8527432 55.9663321, 11.8528532 55.9662255, 11.8529578 55.966248)",,,,
96638949,Poppelvej,residential,False,False,109.465,"LINESTRING (11.8546573 55.9645128, 11.8530517 55.9641109)",,,,
93671524,Parallelvej,residential,False,False,63.028,"LINESTRING (11.853341 55.9635677, 11.8530517 55.9641109)",,,,
93671524,Parallelvej,residential,False,True,63.972,"LINESTRING (11.853341 55.9635677, 11.8536226 55.9630144)",,,,
1036342635,Lodsensvej,residential,False,True,215.497,"LINESTRING (11.853341 55.9635677, 11.8547334 55.963795, 11.854838 55.9638221, 11.8549694 55.9638656, 11.8552859 55.9639932, 11.8555474 55.9640718, 11.8564261 55.9642985, 11.8565076 55.9643195)",,,,
96638954,Udsigten,residential,False,False,62.82899999999999,"LINESTRING (11.8529578 55.966248, 11.8528532 55.9662255, 11.8527432 55.9663321, 11.852652 55.9664117, 11.8526413 55.9664987, 11.8526547 55.9666369, 11.8526753 55.9666948)",,,,
96683408,Svalevej,residential,False,True,32.703,"LINESTRING (11.8506309 55.9693274, 11.8507069 55.9691176, 11.8507348 55.9690391)",,,,
114208503,Ole Sørensvej,residential,False,False,142.874,"LINESTRING (11.8560472 55.9677273, 11.8570773 55.966579)",,,,
93671511,Lille Karlsmindevej,tertiary,False,False,98.20500000000001,"LINESTRING (11.8560472 55.9677273, 11.8552063 55.9674374, 11.8547036 55.9672641)",50,2,,
93671511,Lille Karlsmindevej,tertiary,False,True,51.68899999999999,"LINESTRING (11.8560472 55.9677273, 11.8565097 55.9678567, 11.8568034 55.9679181)",50,2,,
96683397,Godthåbsvej,residential,False,False,77.432,"LINESTRING (11.8502305 55.9676678, 11.8502671 55.9672025, 11.8503295 55.9670281, 11.8503666 55.9669796)",,,,
96683397,Godthåbsvej,residential,False,True,67.818,"LINESTRING (11.8502305 55.9676678, 11.8501871 55.9681477, 11.8501697 55.9682495, 11.8501651 55.9682765)",,,,
96683400,Mågevej,residential,False,False,143.007,"LINESTRING (11.8502305 55.9676678, 11.8505271 55.967718, 11.8523501 55.968162)",,,,
96683403,Drosselvej,residential,False,True,29.1,"LINESTRING (11.8511743 55.9691285, 11.8507348 55.9690391)",,,,
96683400,Mågevej,residential,False,True,143.007,"LINESTRING (11.8523501 55.968162, 11.8505271 55.967718, 11.8502305 55.9676678)",,,,
4832077,Vandværksvej,residential,False,False,20.654,"LINESTRING (11.8501651 55.9682765, 11.849847 55.9682235)",,,,
4832077,Vandværksvej,residential,False,True,30.565,"LINESTRING (11.8501651 55.9682765, 11.8506358 55.968355)",,,,
96683397,Godthåbsvej,residential,False,False,67.818,"LINESTRING (11.8501651 55.9682765, 11.8501697 55.9682495, 11.8501871 55.9681477, 11.8502305 55.9676678)",,,,
44444558,Blåmejsevej,residential,False,False,22.222,"LINESTRING (11.8522932 55.9695152, 11.8522313 55.969548, 11.85214 55.9696913)",,,,
44444558,Blåmejsevej,residential,False,True,79.32600000000001,"LINESTRING (11.8522932 55.9695152, 11.8522795 55.9694748, 11.8526983 55.9688447)",,,,
96683404,Blåmejsevej,residential,False,False,229.59000000000003,"LINESTRING (11.8522932 55.9695152, 11.8523329 55.9695446, 11.8525822 55.969606, 11.8530659 55.9697064, 11.8536742 55.9698069, 11.8541678 55.9699213, 11.8545683 55.9700145, 11.8557069 55.9702795)",,,,
96683403,Drosselvej,residential,False,False,29.1,"LINESTRING (11.8507348 55.9690391, 11.8511743 55.9691285)",,,,
96683408,Svalevej,residential,False,False,32.703,"LINESTRING (11.8507348 55.9690391, 11.8507069 55.9691176, 11.8506309 55.9693274)",,,,
96683408,Svalevej,residential,False,True,82.14699999999999,"LINESTRING (11.8507348 55.9690391, 11.8506091 55.9690209, 11.8506158 55.968712, 11.8506274 55.9684783, 11.8506358 55.968355)",,,,
96683410,Tværvej,residential,False,False,154.334,"LINESTRING (11.8503666 55.9669796, 11.8526508 55.9675201)",,,,
96683397,Godthåbsvej,residential,False,False,43.649,"LINESTRING (11.8503666 55.9669796, 11.8505886 55.9666818, 11.8506366 55.9666173)",,,,
96683397,Godthåbsvej,residential,False,True,77.432,"LINESTRING (11.8503666 55.9669796, 11.8503295 55.9670281, 11.8502671 55.9672025, 11.8502305 55.9676678)",,,,
4832079,Amtsvejen,secondary,False,False,4.972,"LINESTRING (11.8506366 55.9666173, 11.8507126 55.9666311)",50,2,16;225,
4832079,Amtsvejen,secondary,False,True,75.964,"LINESTRING (11.8506366 55.9666173, 11.8500141 55.966506, 11.8497191 55.9664533, 11.8494738 55.9664095)",50,2,16;225,
96683397,Godthåbsvej,residential,False,True,43.649,"LINESTRING (11.8506366 55.9666173, 11.8505886 55.9666818, 11.8503666 55.9669796)",,,,
4832075,Havlitvej,residential,False,False,16.224,"LINESTRING (11.8557069 55.9702795, 11.8556153 55.9704161)",,,,
4832075,Havlitvej,residential,False,True,175.112,"LINESTRING (11.8557069 55.9702795, 11.8567519 55.9688173)",,,,
96683404,Blåmejsevej,residential,False,True,229.59000000000003,"LINESTRING (11.8557069 55.9702795, 11.8545683 55.9700145, 11.8541678 55.9699213, 11.8536742 55.9698069, 11.8530659 55.9697064, 11.8525822 55.969606, 11.8523329 55.9695446, 11.8522932 55.9695152)",,,,
4832077,Vandværksvej,residential,False,False,30.565,"LINESTRING (11.8506358 55.968355, 11.8501651 55.9682765)",,,,
4832077,Vandværksvej,residential,False,True,139.925,"LINESTRING (11.8506358 55.968355, 11.851227 55.9684535, 11.8516541 55.9685407, 11.8526983 55.9688447)",,,,
96683408,Svalevej,residential,False,False,82.147,"LINESTRING (11.8506358 55.968355, 11.8506274 55.9684783, 11.8506158 55.968712, 11.8506091 55.9690209, 11.8507348 55.9690391)",,,,
96683410,Tværvej,residential,False,True,154.334,"LINESTRING (11.8526508 55.9675201, 11.8503666 55.9669796)",,,,
4832079,Amtsvejen,secondary,False,True,27.246,"LINESTRING (11.8561557 55.9648857, 11.8559597 55.9651048)",50,2,16;225,
4832079,Amtsvejen,secondary,False,False,58.227999999999994,"LINESTRING (11.8561557 55.9648857, 11.8562787 55.9647482, 11.8563074 55.9647157, 11.8565715 55.9644166)",50,2,16;225,
96885266,Peder Olsensvej,residential,False,False,173.236,"LINESTRING (11.8561557 55.9648857, 11.8562652 55.9649139, 11.8567132 55.9650291, 11.85708 55.9651014, 11.8587829 55.9653936)",,,,
96885255,Engtoften,residential,False,True,91.052,"LINESTRING (11.8587829 55.9653936, 11.8592343 55.9646147)",,,,
96885267,Engsvinget,residential,False,True,100.376,"LINESTRING (11.8587829 55.9653936, 11.8582349 55.9662426)",,,,
96885266,Peder Olsensvej,residential,False,True,173.23600000000002,"LINESTRING (11.8587829 55.9653936, 11.85708 55.9651014, 11.8567132 55.9650291, 11.8562652 55.9649139, 11.8561557 55.9648857)",,,,
96885265,Rørsangervej,residential,False,False,17.486,"LINESTRING (11.8569078 55.9677721, 11.8568034 55.9679181)",,,,
96885265,Rørsangervej,residential,False,True,132.803,"LINESTRING (11.8569078 55.9677721, 11.8578637 55.9667043)",,,,
96885287,Rørsangervej,residential,False,False,27.296999999999997,"LINESTRING (11.8569078 55.9677721, 11.8569813 55.9678272, 11.8571074 55.9679053, 11.8571303 55.9679756)",,,,
93671511,Lille Karlsmindevej,tertiary,False,False,21.324,"LINESTRING (11.8571303 55.9679756, 11.8568034 55.9679181)",50,2,,
93671511,Lille Karlsmindevej,tertiary,False,True,2.761,"LINESTRING (11.8571303 55.9679756, 11.8571726 55.9679831)",50,2,,
96885287,Rørsangervej,residential,False,True,27.297,"LINESTRING (11.8571303 55.9679756, 11.8571074 55.9679053, 11.8569813 55.9678272, 11.8569078 55.9677721)",,,,
96885265,Rørsangervej,residential,False,False,132.803,"LINESTRING (11.8578637 55.9667043, 11.8569078 55.9677721)",,,,
96885267,Engsvinget,residential,False,False,100.376,"LINESTRING (11.8582349 55.9662426, 11.8587829 55.9653936)",,,,
96885260,Højsgårdsvej,residential,False,True,159.92999999999998,"LINESTRING (11.8579441 55.9641253, 11.8575875 55.9647903, 11.8568902 55.9646747, 11.8568311 55.9646432, 11.8567775 55.9645846, 11.8567587 55.9645187, 11.8567507 55.9644796, 11.8567158 55.9644601, 11.8566982 55.9644548, 11.8565715 55.9644166)",,,,
4832079,Amtsvejen,secondary,False,False,236.57,"LINESTRING (11.8565715 55.9644166, 11.8566295 55.964351, 11.8570674 55.963855, 11.8572735 55.9636869, 11.8574332 55.9635583, 11.8577587 55.9633612, 11.8580591 55.9632021, 11.8584843 55.9630378, 11.8590109 55.9628832, 11.859043 55.9628782)",50,2,16;225,
4832079,Amtsvejen,secondary,False,True,58.227999999999994,"LINESTRING (11.8565715 55.9644166, 11.8563074 55.9647157, 11.8562787 55.9647482, 11.8561557 55.9648857)",50,2,16;225,
96885260,Højsgårdsvej,residential,False,False,159.93,"LINESTRING (11.8565715 55.9644166, 11.8566982 55.9644548, 11.8567158 55.9644601, 11.8567507 55.9644796, 11.8567587 55.9645187, 11.8567775 55.9645846, 11.8568311 55.9646432, 11.8568902 55.9646747, 11.8575875 55.9647903, 11.8579441 55.9641253)",,,,
96885255,Engtoften,residential,False,False,91.052,"LINESTRING (11.8592343 55.9646147, 11.8587829 55.9653936)",,,,
93671511,Lille Karlsmindevej,tertiary,False,True,21.324,"LINESTRING (11.8568034 55.9679181, 11.8571303 55.9679756)",50,2,,
96885265,Rørsangervej,residential,False,True,17.486,"LINESTRING (11.8568034 55.9679181, 11.8569078 55.9677721)",,,,
93671511,Lille Karlsmindevej,tertiary,False,False,51.68899999999999,"LINESTRING (11.8568034 55.9679181, 11.8565097 55.9678567, 11.8560472 55.9677273)",50,2,,
93671511,Lille Karlsmindevej,tertiary,False,False,83.852,"LINESTRING (11.8594175 55.9680629, 11.8580701 55.9680686)",50,2,,
4832079,Amtsvejen,secondary,False,False,55.545,"LINESTRING (11.8552317 55.9658053, 11.8553395 55.9657317, 11.8556635 55.9654361, 11.8557095 55.9653846)",50,2,16;225,
4832079,Amtsvejen,secondary,False,True,156.532,"LINESTRING (11.8552317 55.9658053, 11.8549988 55.9659644, 11.8548298 55.9660603, 11.8544672 55.9662348, 11.8540844 55.9663772, 11.8534192 55.9665637, 11.8532114 55.9666123)",50,2,16;225,
"[114208498, 96887499]","['L. O. Rasmussens Vej', 'Steffensvej']",residential,False,False,269.398,"LINESTRING (11.8552317 55.9658053, 11.8553264 55.9658397, 11.8559064 55.965994, 11.8563591 55.9661144, 11.8555368 55.9670218, 11.8554537 55.9670369, 11.8550473 55.9669175, 11.8547036 55.9672641)",,,,
93671511,Lille Karlsmindevej,tertiary,False,False,76.967,"LINESTRING (11.8547036 55.9672641, 11.8543253 55.967127, 11.8539171 55.9669859, 11.8536582 55.9668943)",50,2,,
93671511,Lille Karlsmindevej,tertiary,False,True,98.20500000000001,"LINESTRING (11.8547036 55.9672641, 11.8552063 55.9674374, 11.8560472 55.9677273)",50,2,,
"[114208498, 96887499]","['L. O. Rasmussens Vej', 'Steffensvej']",residential,False,True,269.398,"LINESTRING (11.8547036 55.9672641, 11.8550473 55.9669175, 11.8554537 55.9670369, 11.8555368 55.9670218, 11.8563591 55.9661144, 11.8559064 55.965994, 11.8553264 55.9658397, 11.8552317 55.9658053)",,,,
4832079,Amtsvejen,secondary,False,False,34.791,"LINESTRING (11.8557095 55.9653846, 11.8559597 55.9651048)",50,2,16;225,
4832079,Amtsvejen,secondary,False,True,55.545,"LINESTRING (11.8557095 55.9653846, 11.8556635 55.9654361, 11.8553395 55.9657317, 11.8552317 55.9658053)",50,2,16;225,
96887502,L. Frederiksens Vej,residential,False,False,121.925,"LINESTRING (11.8557095 55.9653846, 11.8557914 55.9654065, 11.8568233 55.9656819, 11.8574936 55.9658367)",,,,
96887502,L. Frederiksens Vej,residential,False,True,121.925,"LINESTRING (11.8574936 55.9658367, 11.8568233 55.9656819, 11.8557914 55.9654065, 11.8557095 55.9653846)",,,,
563890248,Overdrevsvej,residential,False,False,43.625,"LINESTRING (11.858506 55.9626557, 11.8587567 55.9627096, 11.8588667 55.9627426, 11.8589257 55.9627667, 11.8589874 55.9628042, 11.8589961 55.9628158, 11.859043 55.9628782)",,,,
93671511,Lille Karlsmindevej,tertiary,False,True,7.601,"LINESTRING (11.8579497 55.9680571, 11.8580701 55.9680686)",50,2,,
93671511,Lille Karlsmindevej,tertiary,False,False,49.108000000000004,"LINESTRING (11.8579497 55.9680571, 11.8575799 55.9680323, 11.8571726 55.9679831)",50,2,,
100715311,Fasanvej,residential,False,True,109.13799999999999,"LINESTRING (11.8579497 55.9680571, 11.8579575 55.9681109, 11.8579843 55.9682565, 11.8579897 55.9683331, 11.8580058 55.9685883, 11.8580228 55.9688201, 11.8580326 55.9689455, 11.8580353 55.9690371)",,,,
4832075,Havlitvej,residential,False,False,175.112,"LINESTRING (11.8567519 55.9688173, 11.8557069 55.9702795)",,,,
