osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,width
7724568,True,2,O1,Thomas B. Thriges Gade,secondary,50,False,11.957999999999998,"LINESTRING (10.390558 55.40279, 10.3905307 55.4027797, 10.3903956 55.4027347)",,
"[438154356, 1162407780]",True,2,O1,Thomas B. Thriges Gade,secondary,50,False,106.238,"LINESTRING (10.390558 55.40279, 10.3905207 55.4028238, 10.3904787 55.4028619, 10.3902748 55.4030366, 10.3901575 55.4031077, 10.3898933 55.4032647, 10.3894063 55.4034734)",,
495933172,True,1,,,secondary_link,,False,48.736000000000004,"LINESTRING (10.3894063 55.4034734, 10.3892147 55.4034801, 10.3889424 55.4035808, 10.3888466 55.4036163, 10.3888112 55.4036314, 10.3887301 55.4036609)",,
"[742329888, 528079430]",True,2,O1,Thomas B. Thriges Gade,secondary,50,False,47.031000000000006,"LINESTRING (10.3894063 55.4034734, 10.3889976 55.403632, 10.3889091 55.4036696, 10.3888772 55.403682, 10.388794 55.4037142)",,
263713759,False,2,O1,Skibhusvej,secondary,50,False,66.208,"LINESTRING (10.3917408 55.403517, 10.3916511 55.4034285, 10.3913742 55.4031554, 10.3912073 55.4030045)",,
502706783,False,2,O1,Bredstedgade,secondary,50,True,85.19,"LINESTRING (10.3917408 55.403517, 10.3918734 55.4034758, 10.3921683 55.4033824, 10.3929191 55.4031437)",,
941930324,False,,,Bredstedgade,residential,50,False,83.311,"LINESTRING (10.3917408 55.403517, 10.3916172 55.4035532, 10.3911894 55.4036879, 10.3905782 55.4038713)",,
242877014,True,2,O1,Skibhusvej,secondary,50,False,47.49699999999999,"LINESTRING (10.3912073 55.4030045, 10.3910148 55.4029499, 10.390812 55.4028716, 10.3907217 55.4028434, 10.3906355 55.4028153, 10.390558 55.40279)",,
263713759,False,2,O1,Skibhusvej,secondary,50,True,66.208,"LINESTRING (10.3912073 55.4030045, 10.3913742 55.4031554, 10.3916511 55.4034285, 10.3917408 55.403517)",,
413391294,True,2,O1,Thomas B. Thriges Gade,secondary,50,False,6.709,"LINESTRING (10.3903956 55.4027347, 10.3904437 55.4026809)",,
"[26353737, 495933169, 669497142]",True,"['1', '2']",,Thomas B. Thriges Gade,tertiary,50,False,98.12599999999999,"LINESTRING (10.3910511 55.4018861, 10.390985 55.402055, 10.3909351 55.4021988, 10.390844 55.4024196, 10.3907113 55.4026041, 10.3906606 55.4026695, 10.3906473 55.4026872, 10.3906154 55.4027296)",,
"[7974834, 669497141, 35310095]",True,1,,Kochsgade,tertiary_link,50,False,67.772,"LINESTRING (10.3910511 55.4018861, 10.3910467 55.4020557, 10.3910603 55.402194, 10.3910684 55.4022225, 10.3910856 55.4022498, 10.3911321 55.402307, 10.3912185 55.4023583, 10.391372 55.4024246)",,
244542227,False,2,,Kochsgade,tertiary,50,False,89.655,"LINESTRING (10.391372 55.4024246, 10.3919487 55.4025555, 10.3924605 55.4026668, 10.3926948 55.4027177)",,
382411981,False,,,Kochsgade,residential,,True,42.489999999999995,"LINESTRING (10.391372 55.4024246, 10.3912384 55.4024567, 10.3911352 55.4025065, 10.3910797 55.4025581, 10.3910535 55.4026272, 10.3911105 55.402713)",,
435954045,True,1,,Dannebrogsgade,unclassified,50,False,5.08,"LINESTRING (10.3886849 55.4036231, 10.3887301 55.4036609)",,
