osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,tunnel
23658064,O,Lille Sanct Mikkels Gade,secondary,50,False,False,350.069,"LINESTRING (9.4084544 56.4467391, 9.4079166 56.446504, 9.4076342 56.4463806, 9.4073248 56.4462453, 9.4068901 56.4460553, 9.406393 56.4457851, 9.4060272 56.4455023, 9.4059561 56.4454473, 9.4058983 56.4453905, 9.4057296 56.4452246, 9.4056773 56.4451506, 9.4055747 56.4450055, 9.4054531 56.4448336, 9.4054178 56.4447775, 9.4051144 56.4442952)",,,
39242808,O,,secondary,50,True,False,21.356,"LINESTRING (9.4084544 56.4467391, 9.4085274 56.4467131, 9.4086127 56.4467038, 9.4086981 56.4467125, 9.4087716 56.4467381)",roundabout,,
122139352,,Toldbodgade,tertiary,50,False,False,128.45399999999998,"LINESTRING (9.401976 56.446994, 9.4021571 56.4469951, 9.4022404 56.446997, 9.4023916 56.4470103, 9.4029105 56.4471095, 9.403104 56.4471465, 9.4035846 56.4472384, 9.4039722 56.4473125)",,,
455390437,,,tertiary,50,True,False,17.23,"LINESTRING (9.401976 56.446994, 9.4019719 56.4470327, 9.4019388 56.4470668, 9.4018828 56.4470901, 9.4018143 56.4470983)",roundabout,,
39242806,,Sanct Jørgens Vej,tertiary,50,False,True,168.808,"LINESTRING (9.4084251 56.4469049, 9.4080156 56.4469705, 9.4079043 56.4469883, 9.4073519 56.4471018, 9.4070877 56.4471561, 9.4068665 56.4472016, 9.4063987 56.4473182, 9.4062137 56.4473504, 9.4060005 56.4473875, 9.4058395 56.4474112)",,,
39242808,O,,secondary,50,True,False,20.071,"LINESTRING (9.4084251 56.4469049, 9.4083907 56.446864, 9.4083841 56.446819, 9.4084063 56.4467756, 9.4084544 56.4467391)",roundabout,,
23658201,,Jernbanegade,tertiary,50,False,False,106.358,"LINESTRING (9.4006512 56.448575, 9.4015046 56.4490304, 9.4018962 56.4492394)",,,
23658201,,Jernbanegade,tertiary,50,False,True,110.59199999999998,"LINESTRING (9.4006512 56.448575, 9.4000235 56.4482566, 9.3998444 56.4481658, 9.3994056 56.4479432, 9.3993254 56.4479025)",,,
23658208,,Dalbergsgade,residential,50,False,False,111.39399999999999,"LINESTRING (9.4006512 56.448575, 9.4003733 56.4487335, 9.3997724 56.4490762, 9.3995389 56.4492094, 9.3994399 56.4493144)",,,
24734175,,Dumpen,residential,50,False,False,74.08099999999999,"LINESTRING (9.4040589 56.4486547, 9.4039991 56.4488948, 9.4039886 56.4490085, 9.4039837 56.4491082, 9.4039911 56.4492328, 9.4040063 56.449318)",,,
"[804781985, 24734175]",,Dumpen,residential,50,False,True,133.357,"LINESTRING (9.4040589 56.4486547, 9.4041635 56.4483744, 9.4042962 56.4481186, 9.4044032 56.4479728, 9.4045698 56.4477458, 9.4046822 56.4476149, 9.4046924 56.447604, 9.4047606 56.447525)",,,
94204769,,Sparregade,residential,50,False,False,76.05,"LINESTRING (9.4040589 56.4486547, 9.4038278 56.4486254, 9.4037008 56.4486093, 9.4035465 56.4485663, 9.4033937 56.4485078, 9.4033676 56.4484915, 9.4033063 56.4484531, 9.4032823 56.4484381, 9.4031164 56.4482721)",,,
"[24734177, 94204767]",,"['Skansebakken', 'Slagterivej']",residential,50,False,"[False, True]",138.776,"LINESTRING (9.4031164 56.4482721, 9.4030986 56.448197, 9.4031497 56.4480205, 9.4031631 56.4479742, 9.4032422 56.4477008, 9.4032529 56.4476637, 9.4033393 56.4474433, 9.403707 56.447442, 9.4038036 56.4474264, 9.4038505 56.4474042, 9.4039722 56.4473125)",,,
94204769,,Sparregade,residential,50,False,False,102.269,"LINESTRING (9.4031164 56.4482721, 9.4025572 56.4483278, 9.4023702 56.4483464, 9.4022309 56.4483669, 9.4020185 56.4483981, 9.4014947 56.448475)",,,
94204769,,Sparregade,residential,50,False,True,76.05,"LINESTRING (9.4031164 56.4482721, 9.4032823 56.4484381, 9.4033063 56.4484531, 9.4033676 56.4484915, 9.4033937 56.4485078, 9.4035465 56.4485663, 9.4037008 56.4486093, 9.4038278 56.4486254, 9.4040589 56.4486547)",,,
"[94204768, 94204778]",,"['Langdammen', 'Trekronervej']",residential,50,False,True,135.264,"LINESTRING (9.4014947 56.448475, 9.4014758 56.4484483, 9.4012589 56.4481411, 9.4012164 56.4481102, 9.4011591 56.4480685, 9.4006786 56.4477903, 9.3999895 56.4477578)",,,
94204769,,Sparregade,residential,50,False,True,102.269,"LINESTRING (9.4014947 56.448475, 9.4020185 56.4483981, 9.4022309 56.4483669, 9.4023702 56.4483464, 9.4025572 56.4483278, 9.4031164 56.4482721)",,,
914016391,,Trekronervej,residential,50,True,False,88.67500000000001,"LINESTRING (9.4014947 56.448475, 9.401808 56.4489971, 9.4018367 56.4490619, 9.401867 56.4491305, 9.4018962 56.4492394)",,,
26003312,O,Lille Sanct Mikkels Gade,secondary,50,False,False,83.006,"LINESTRING (9.4117654 56.4483482, 9.411446 56.4482285, 9.4111909 56.4481017, 9.4110267 56.4480164, 9.4107379 56.4478664)",,,
26003312,O,Lille Sanct Mikkels Gade,secondary,50,False,True,117.095,"LINESTRING (9.4117654 56.4483482, 9.4120298 56.4484416, 9.4123272 56.4485268, 9.4126197 56.4486103, 9.4130398 56.4487302, 9.4134561 56.4488311)",,,
26003312,O,Lille Sanct Mikkels Gade,secondary,50,False,True,160.054,"LINESTRING (9.4087938 56.4469117, 9.4092819 56.447113, 9.4094426 56.4471869, 9.4095772 56.4472493, 9.4107379 56.4478664)",,,
39242808,O,,secondary,50,True,False,16.557000000000002,"LINESTRING (9.4087938 56.4469117, 9.4087442 56.4469369, 9.4086836 56.4469532, 9.4086171 56.4469591, 9.4085504 56.4469542)",roundabout,,
1055290751,,Sanct Mathias Gade,residential,,False,False,43.305,"LINESTRING (9.4126194 56.449848, 9.4119421 56.4499555)",,,
1055290751,,Sanct Mathias Gade,residential,,False,True,28.249,"LINESTRING (9.4126194 56.449848, 9.4130618 56.449779)",,,
147905353,,Sanct Leonis Stræde,residential,50,False,False,60.481,"LINESTRING (9.4126194 56.449848, 9.4125958 56.4498095, 9.4124238 56.4495456, 9.4127236 56.4493967)",,,
1055290751,,Sanct Mathias Gade,residential,,False,False,28.249,"LINESTRING (9.4130618 56.449779, 9.4126194 56.449848)",,,
60417195,,Sanct Leonis Gade,residential,50,True,False,47.873999999999995,"LINESTRING (9.4130618 56.449779, 9.4129852 56.4497414, 9.4127982 56.4494838, 9.4127236 56.4493967)",,,
"[1055338016, 95149942]",,Skolestræde,residential,,True,False,37.757999999999996,"LINESTRING (9.4130618 56.449779, 9.4131031 56.4498156, 9.4131943 56.4499587, 9.4132633 56.4500983)",,,
"[804781971, 370311124, 201150445, 60417197]",,"['Lille Sanct Peder Stræde', 'Store Sanct.Peder Stræde']",unclassified,50,False,False,340.32000000000005,"LINESTRING (9.4058754 56.4478522, 9.4063887 56.4477639, 9.4065276 56.4477383, 9.4066655 56.4477106, 9.4067526 56.4477035, 9.4068354 56.4477014, 9.4069351 56.4477177, 9.4070188 56.4477351, 9.4070837 56.4477575, 9.4071435 56.447778, 9.407224 56.4478245, 9.4072847 56.4478807, 9.4074162 56.4480686, 9.4074208 56.4480752, 9.4074963 56.4481931, 9.4076057 56.448333, 9.4076285 56.4483621, 9.4078221 56.4486019, 9.4078504 56.448633, 9.4081001 56.4488884, 9.4081703 56.4489338, 9.408306 56.4489635, 9.4088417 56.4490024, 9.4090661 56.4490135, 9.4092866 56.4490047, 9.4096032 56.4489603, 9.4098056 56.4489316, 9.40999 56.4489304)",,,
