osmid,oneway,name,highway,maxspeed,reversed,length,geometry,junction,lanes,ref
149912368,True,Holmeagervej,tertiary,50,False,117.49799999999999,"LINESTRING (12.2952403 55.5838184, 12.2950854 55.5836674, 12.2950444 55.5836353, 12.2946313 55.5832926, 12.2942623 55.582919)",,,
171208592,True,,tertiary,50,False,8.488,"LINESTRING (12.2952403 55.5838184, 12.2952868 55.5837907, 12.2953474 55.5837739)",roundabout,,
26486428,True,Lillevangsvej,tertiary,50,False,127.10300000000001,"LINESTRING (12.2955469 55.5839473, 12.2957128 55.5840955, 12.2960744 55.5844291, 12.2961492 55.5845143, 12.2963561 55.5848122, 12.2964672 55.5849608)",,1,
171208592,True,,tertiary,50,False,8.667000000000002,"LINESTRING (12.2955469 55.5839473, 12.2954938 55.5839722, 12.2954286 55.5839848)",roundabout,,
22987696,True,Greve Centervej,tertiary,50,False,138.28900000000002,"LINESTRING (12.2955077 55.5837884, 12.295748 55.5836806, 12.2962348 55.5834782, 12.2967264 55.5833144, 12.2971123 55.5831465, 12.2973323 55.5831056)",,,
171208592,True,,tertiary,50,False,8.354,"LINESTRING (12.2955077 55.5837884, 12.2955554 55.5838146, 12.2955843 55.5838484)",roundabout,,
726092771,True,Greve Centervej,tertiary,50,False,11.337,"LINESTRING (12.3036414 55.5797107, 12.3037541 55.5796311)",,,
22987698,True,Greve Centervej,tertiary,50,False,163.177,"LINESTRING (12.2953169 55.5839752, 12.2950488 55.5840806, 12.2945231 55.584297, 12.2933147 55.5849064)",,,
171208592,True,,tertiary,50,False,9.735,"LINESTRING (12.2953169 55.5839752, 12.2952738 55.5839591, 12.29524 55.583937, 12.2952178 55.5839107)",roundabout,,
171208592,True,,tertiary,50,False,7.183,"LINESTRING (12.2954286 55.5839848, 12.2953715 55.5839848, 12.2953169 55.5839752)",roundabout,,
171208592,True,,tertiary,50,False,10.67,"LINESTRING (12.2952178 55.5839107, 12.2952088 55.5838791, 12.2952166 55.5838474, 12.2952403 55.5838184)",roundabout,,
171208592,True,,tertiary,50,False,11.65,"LINESTRING (12.2955843 55.5838484, 12.2955913 55.5838831, 12.2955784 55.5839173, 12.2955469 55.5839473)",roundabout,,
22987697,True,Greve Centervej,tertiary,50,False,57.244,"LINESTRING (12.3038071 55.5797749, 12.3031917 55.5801544)",,,
1118043540,True,Greve Strandvej,secondary,50,False,12.627,"LINESTRING (12.3038071 55.5797749, 12.3036414 55.5797107)",,,151
169675675,True,Greve Centervej,tertiary,50,False,109.916,"LINESTRING (12.3019675 55.5808577, 12.3022923 55.5805492, 12.3030514 55.5800886)",,,
169675678,False,Greve Centervej,tertiary,50,False,223.224,"LINESTRING (12.3019675 55.5808577, 12.2998618 55.5818939, 12.2993982 55.5820976, 12.2992659 55.5821602)",,2,
22987703,False,Søagervej,residential,,True,91.827,"LINESTRING (12.2992659 55.5821602, 12.2993734 55.5822267, 12.2995806 55.5823676, 12.2998064 55.5825336, 12.3001378 55.5828211)",,,
169675678,False,Greve Centervej,tertiary,50,False,160.685,"LINESTRING (12.2992659 55.5821602, 12.298273 55.5826489, 12.2973323 55.5831056)",,2,
169675678,False,Greve Centervej,tertiary,50,True,223.224,"LINESTRING (12.2992659 55.5821602, 12.2993982 55.5820976, 12.2998618 55.5818939, 12.3019675 55.5808577)",,2,
24505544,False,Søagerparken,residential,,False,76.978,"LINESTRING (12.2929619 55.5869424, 12.2939837 55.5865606)",,,
24505661,False,Søagerparken,residential,,False,98.637,"LINESTRING (12.2929619 55.5869424, 12.2933971 55.5873187, 12.2938207 55.5876849)",,,
24505661,False,Søagerparken,residential,,True,66.384,"LINESTRING (12.2929619 55.5869424, 12.2924113 55.5864663, 12.2923839 55.5864427)",,,
26486430,False,Lillevangsvej,tertiary,60,False,61.598,"LINESTRING (12.2964672 55.5849608, 12.296984 55.5854315)",,2,
23240150,True,Lillevangsvej,tertiary,50,False,126.793,"LINESTRING (12.2964672 55.5849608, 12.2961572 55.5846856, 12.2956166 55.5841294, 12.2954286 55.5839848)",,1,
31664080,False,Søndervang,residential,,False,41.584,"LINESTRING (12.30197 55.5852175, 12.3022739 55.5855497)",,,
24505552,False,Østermarksvej,residential,,False,190.542,"LINESTRING (12.30197 55.5852175, 12.3002089 55.5857706, 12.2993197 55.5860498)",,,
31664080,False,Søndervang,residential,,True,224.921,"LINESTRING (12.30197 55.5852175, 12.3017707 55.585049, 12.3006204 55.5842526, 12.3005306 55.5842162, 12.3004344 55.5842182, 12.2994204 55.5845751)",,,
24505545,False,Søndervang,residential,,True,40.082,"LINESTRING (12.3029035 55.5862755, 12.3034614 55.5861008)",,,
31664080,False,Søndervang,residential,,False,58.326,"LINESTRING (12.3029035 55.5862755, 12.3033306 55.5867412)",,,
31664080,False,Søndervang,residential,,True,48.414,"LINESTRING (12.3029035 55.5862755, 12.3025719 55.5858825)",,,
"[26186337, 676111039]",False,Jerismosevej,unclassified,50,False,62.666000000000004,"LINESTRING (12.3040176 55.5875022, 12.3038242 55.5875608, 12.3034886 55.5876523, 12.3031282 55.5877569)",,2,
26186337,False,Jerismosevej,unclassified,50,True,47.382000000000005,"LINESTRING (12.3040176 55.5875022, 12.3042265 55.587446, 12.3046882 55.5873076)",,2,
31664080,False,Søndervang,residential,,True,94.99600000000001,"LINESTRING (12.3040176 55.5875022, 12.3034741 55.5869002, 12.3033306 55.5867412)",,,
24505545,False,Søndervang,residential,,False,40.082,"LINESTRING (12.3034614 55.5861008, 12.3029035 55.5862755)",,,
24505546,False,Søndervang,residential,,False,44.814,"LINESTRING (12.3029095 55.585367, 12.3022739 55.5855497)",,,
24505546,False,Søndervang,residential,,True,44.814,"LINESTRING (12.3022739 55.5855497, 12.3029095 55.585367)",,,
31664080,False,Søndervang,residential,,False,41.475,"LINESTRING (12.3022739 55.5855497, 12.3025719 55.5858825)",,,
31664080,False,Søndervang,residential,,True,41.584,"LINESTRING (12.3022739 55.5855497, 12.30197 55.5852175)",,,
24505549,False,Nørrevang,residential,,False,136.185,"LINESTRING (12.2983434 55.5849564, 12.2993197 55.5860498)",,,
31664080,False,Søndervang,residential,,False,47.152,"LINESTRING (12.2983434 55.5849564, 12.298981 55.5847329)",,,
31664080,False,Søndervang,residential,,True,87.801,"LINESTRING (12.2983434 55.5849564, 12.2971569 55.5853733)",,,
24505549,False,Nørrevang,residential,,False,46.766,"LINESTRING (12.2993197 55.5860498, 12.2996601 55.5864238)",,,
24505549,False,Nørrevang,residential,,True,136.185,"LINESTRING (12.2993197 55.5860498, 12.2983434 55.5849564)",,,
24505552,False,Østermarksvej,residential,,True,190.542,"LINESTRING (12.2993197 55.5860498, 12.3002089 55.5857706, 12.30197 55.5852175)",,,
24505549,False,Nørrevang,residential,,False,20.918,"LINESTRING (12.2999107 55.5866846, 12.3000569 55.5868536)",,,
24505549,False,Nørrevang,residential,,True,33.0,"LINESTRING (12.2999107 55.5866846, 12.2996601 55.5864238)",,,
24505554,False,Nørrevang,residential,,False,64.826,"LINESTRING (12.2999107 55.5866846, 12.3008179 55.5864071)",,,
24505554,False,Nørrevang,residential,,False,58.847,"LINESTRING (12.3008179 55.5864071, 12.3016481 55.5861623)",,,
24505554,False,Nørrevang,residential,,True,64.826,"LINESTRING (12.3008179 55.5864071, 12.2999107 55.5866846)",,,
24505558,False,Nørrevang,residential,,True,103.637,"LINESTRING (12.3008179 55.5864071, 12.3015042 55.5871485, 12.3013518 55.5871893)",,,
24505554,False,Nørrevang,residential,,True,65.866,"LINESTRING (12.3025719 55.5858825, 12.3016481 55.5861623)",,,
31664080,False,Søndervang,residential,,False,48.414,"LINESTRING (12.3025719 55.5858825, 12.3029035 55.5862755)",,,
31664080,False,Søndervang,residential,,True,41.475,"LINESTRING (12.3025719 55.5858825, 12.3022739 55.5855497)",,,
24505554,False,Nørrevang,residential,,False,65.866,"LINESTRING (12.3016481 55.5861623, 12.3025719 55.5858825)",,,
24505554,False,Nørrevang,residential,,True,58.847,"LINESTRING (12.3016481 55.5861623, 12.3008179 55.5864071)",,,
24505559,False,Nørrevang,residential,,True,105.03399999999999,"LINESTRING (12.3016481 55.5861623, 12.3023357 55.5869166, 12.3024857 55.5868714)",,,
24507376,False,Rosenvangsvej,residential,,True,159.58800000000002,"LINESTRING (12.3064779 55.5867975, 12.306295 55.5865754, 12.3061243 55.5864139, 12.3061046 55.5863952, 12.3058245 55.5862029, 12.3053466 55.5859809, 12.3049153 55.585813, 12.3047951 55.5857608)",,,
26186337,False,Jerismosevej,unclassified,50,False,126.022,"LINESTRING (12.3064779 55.5867975, 12.3059057 55.5869778, 12.3055097 55.5870901, 12.3047971 55.5872788, 12.3046882 55.5873076)",,2,
26186337,False,Jerismosevej,unclassified,50,True,47.96,"LINESTRING (12.3064779 55.5867975, 12.3068959 55.5866803, 12.307162 55.5866063)",,2,
24505661,False,Søagerparken,residential,,False,66.384,"LINESTRING (12.2923839 55.5864427, 12.2924113 55.5864663, 12.2929619 55.5869424)",,,
24505661,False,Søagerparken,residential,,True,98.637,"LINESTRING (12.2938207 55.5876849, 12.2933971 55.5873187, 12.2929619 55.5869424)",,,
24507416,False,Ole Larsensvej,residential,,False,235.835,"LINESTRING (12.3016257 55.5837856, 12.3048062 55.5826601)",,,
24505817,False,Metavang,residential,,False,55.948,"LINESTRING (12.2973802 55.5832247, 12.2976073 55.5834281, 12.2978553 55.5836502)",,,
24505817,False,Metavang,residential,,True,63.223,"LINESTRING (12.298981 55.5847329, 12.2984786 55.5842403)",,,
31664080,False,Søndervang,residential,,False,32.718,"LINESTRING (12.298981 55.5847329, 12.2994204 55.5845751)",,,
31664080,False,Søndervang,residential,,True,47.152,"LINESTRING (12.298981 55.5847329, 12.2983434 55.5849564)",,,
24505820,False,Metavang,residential,,False,129.021,"LINESTRING (12.300189 55.5835986, 12.2984786 55.5842403)",,,
24505817,False,Metavang,residential,,False,63.223,"LINESTRING (12.2984786 55.5842403, 12.298981 55.5847329)",,,
24505820,False,Metavang,residential,,True,129.021,"LINESTRING (12.2984786 55.5842403, 12.300189 55.5835986)",,,
24505817,False,Metavang,residential,,True,76.42,"LINESTRING (12.2984786 55.5842403, 12.2984543 55.5842173, 12.2978553 55.5836502)",,,
24505823,False,Metavang,residential,,False,104.294,"LINESTRING (12.2978553 55.5836502, 12.2992385 55.583132)",,2,
24505823,False,Metavang,residential,,True,123.477,"LINESTRING (12.2978553 55.5836502, 12.2962102 55.5842573)",,2,
24505817,False,Metavang,residential,,False,76.42,"LINESTRING (12.2978553 55.5836502, 12.2984543 55.5842173, 12.2984786 55.5842403)",,,
24505817,False,Metavang,residential,,True,55.948,"LINESTRING (12.2978553 55.5836502, 12.2976073 55.5834281, 12.2973802 55.5832247)",,,
24505823,False,Metavang,residential,,False,123.477,"LINESTRING (12.2962102 55.5842573, 12.2978553 55.5836502)",,2,
24505823,False,Metavang,residential,,True,104.294,"LINESTRING (12.2992385 55.583132, 12.2978553 55.5836502)",,2,
26186337,False,Jerismosevej,unclassified,50,False,47.96,"LINESTRING (12.307162 55.5866063, 12.3068959 55.5866803, 12.3064779 55.5867975)",,2,
24507363,False,Ved Engen,residential,,False,149.663,"LINESTRING (12.3069328 55.5851676, 12.3047951 55.5857608)",,,
24507363,False,Ved Engen,residential,,True,149.663,"LINESTRING (12.3047951 55.5857608, 12.3069328 55.5851676)",,,
24507376,False,Rosenvangsvej,residential,,False,159.588,"LINESTRING (12.3047951 55.5857608, 12.3049153 55.585813, 12.3053466 55.5859809, 12.3058245 55.5862029, 12.3061046 55.5863952, 12.3061243 55.5864139, 12.306295 55.5865754, 12.3064779 55.5867975)",,,
24507376,False,Rosenvangsvej,residential,,True,167.942,"LINESTRING (12.3047951 55.5857608, 12.3037252 55.5853464, 12.3036539 55.5852937, 12.3036355 55.5852364, 12.3036737 55.5851638, 12.3037589 55.5851089, 12.3045406 55.5848665)",,,
24507388,False,Åvangsvej,residential,,False,75.91,"LINESTRING (12.3038808 55.5822214, 12.3048062 55.5826601)",,,
22987703,False,Søagervej,residential,,False,305.25,"LINESTRING (12.3038808 55.5822214, 12.3008241 55.5833683, 12.3006051 55.5832172, 12.3004591 55.5830993, 12.3001378 55.5828211)",,,
22987703,False,Søagervej,residential,,True,231.24800000000002,"LINESTRING (12.3038808 55.5822214, 12.3046128 55.5816169, 12.3047782 55.5813872, 12.3058608 55.5807168, 12.3060899 55.5805758)",,,
24507376,False,Rosenvangsvej,residential,,False,117.711,"LINESTRING (12.3074996 55.5839713, 12.3058411 55.5844632)",,,
24507388,False,Åvangsvej,residential,,True,146.125,"LINESTRING (12.3074996 55.5839713, 12.3057353 55.5831154)",,,
24507388,False,Åvangsvej,residential,,True,75.91,"LINESTRING (12.3048062 55.5826601, 12.3038808 55.5822214)",,,
24507416,False,Ole Larsensvej,residential,,True,235.835,"LINESTRING (12.3048062 55.5826601, 12.3016257 55.5837856)",,,
24507388,False,Åvangsvej,residential,,False,77.28399999999999,"LINESTRING (12.3048062 55.5826601, 12.3055818 55.5830402, 12.3057353 55.5831154)",,,
