osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,access,geometry,bridge,junction
636084109,2,23,Gränicherstrasse,primary,50,False,True,47.422,,"LINESTRING (8.0816161 47.3690377, 8.0811428 47.369319)",,
48835240,,,Zelgweg,residential,30,False,True,187.86700000000002,yes,"LINESTRING (8.0816161 47.3690377, 8.0815692 47.3689921, 8.0815289 47.3689528, 8.0814844 47.3689185, 8.0814274 47.3688834, 8.0812941 47.3688597, 8.081139 47.3688434, 8.0810586 47.3688337, 8.0805423 47.3687776, 8.0804723 47.3687723, 8.0802214 47.3687646, 8.0798327 47.3687802, 8.0795093 47.3687878, 8.0793213 47.3687996, 8.0792469 47.3688043)",,
"[83077050, 24744859, 1217605804, 83077053]","['2', '4', '3']",23,Tramstrasse,primary,50,False,False,135.70399999999998,,"LINESTRING (8.0813694 47.3721833, 8.0812598 47.3722588, 8.0811718 47.3723566, 8.0810144 47.3725224, 8.0807173 47.372796, 8.0806749 47.3728446, 8.0805841 47.3729475, 8.0804904 47.3730512, 8.080439 47.3731082, 8.0803533 47.3731879)",yes,
38436373,1,1;23,Bernstrasse-West,primary,50,True,False,192.271,,"LINESTRING (8.0813694 47.3721833, 8.0811902 47.372096, 8.0810623 47.3720283, 8.0807097 47.3718753, 8.0806687 47.3718568, 8.0803318 47.3716715, 8.0800365 47.371482, 8.0798087 47.3712869, 8.0796278 47.3711236, 8.0795386 47.371008)",,
43339530,,,Bahnhofstrasse,residential,,False,False,65.003,,"LINESTRING (8.0813694 47.3721833, 8.0814771 47.3720668, 8.0816147 47.3719696, 8.0818458 47.3718676, 8.0819042 47.3718199, 8.0819374 47.3717603)",,
43354912,4,1,Bernstrasse Ost,primary,50,False,False,79.881,,"LINESTRING (8.0813694 47.3721833, 8.0814444 47.3722434, 8.0815473 47.3723308, 8.0816943 47.3724313, 8.0820598 47.3726339, 8.0821385 47.3726738)",,
272678230,2,23,Tramstrasse,primary,50,False,False,24.494,,"LINESTRING (8.0776962 47.3773305, 8.0776386 47.3775473)",,
43341428,,,Kapellenweg,residential,,False,False,94.32300000000001,,"LINESTRING (8.0776962 47.3773305, 8.0773749 47.3772185, 8.0771152 47.3771165, 8.0767958 47.3769974, 8.0767623 47.3769855, 8.0766566 47.3770913)",,
272678230,2,23,Tramstrasse,primary,50,False,True,100.717,,"LINESTRING (8.0776962 47.3773305, 8.0777219 47.3772256, 8.0777425 47.3771631, 8.0777648 47.3770977, 8.0780072 47.3764499)",,
48132600,,,Obere Dorfstrasse,residential,30,False,False,16.068,,"LINESTRING (8.0788824 47.372081, 8.0787582 47.3721985)",,
25729792,,,Suhrestrasse,residential,30,False,True,236.856,,"LINESTRING (8.0788824 47.372081, 8.0786954 47.3719797, 8.0785308 47.3719087, 8.0783345 47.3718548, 8.0775518 47.3717158, 8.0770979 47.3716195, 8.0767143 47.3715382, 8.0759342 47.3713854)",,
"[173869393, 71890292, 71890294]",,,Obere Dorfstrasse,residential,30,False,True,29.223,,"LINESTRING (8.0788824 47.372081, 8.0789483 47.3720218, 8.0789798 47.3719827, 8.0790457 47.3718762, 8.0790565 47.3718485)",yes,
164633186,,,Obere Dorfstrasse,residential,,False,True,11.049,,"LINESTRING (8.0775493 47.3730969, 8.0776701 47.3730405)",,
43339529,,,Galeggenweg,residential,30,False,False,173.37199999999999,,"LINESTRING (8.0775493 47.3730969, 8.0774112 47.3730188, 8.077208 47.372941, 8.076947 47.3727871, 8.0767982 47.3726883, 8.0766138 47.372593, 8.0763901 47.3725468, 8.0761252 47.3725193, 8.0758867 47.3725111, 8.075525 47.3725182)",,
"[173869392, 48759067]",,,Obere Dorfstrasse,residential,30,False,False,101.23,,"LINESTRING (8.0775493 47.3730969, 8.0774731 47.3731382, 8.0774522 47.3731596, 8.0774105 47.3732139, 8.0773273 47.3734117, 8.0772593 47.3735362, 8.0771574 47.3736728, 8.0770483 47.3738281, 8.0770147 47.3739193)",,
"[43339526, 160096127]",,,Alte Gasse,residential,30,False,False,162.66400000000002,,"LINESTRING (8.079793 47.3736993, 8.0798705 47.3737113, 8.0803022 47.3738614, 8.0804721 47.3739107, 8.0805717 47.3739389, 8.0809371 47.3740441, 8.0810342 47.374073, 8.0812403 47.3741063, 8.0814355 47.3741082, 8.0815994 47.3740964, 8.0818174 47.3740523)",,
43339528,,,Metzgergasse,residential,30,False,True,177.70700000000002,,"LINESTRING (8.079793 47.3736993, 8.0797132 47.3736885, 8.0796075 47.3736742, 8.0785428 47.3734022, 8.0784596 47.3733796, 8.0783687 47.3733549, 8.0781 47.3732724, 8.0779004 47.3731721, 8.0777865 47.3731131, 8.0776701 47.3730405)",,
83077050,2,23,Tramstrasse,primary,50,False,False,91.96100000000001,,"LINESTRING (8.079793 47.3736993, 8.0797188 47.3737959, 8.0796692 47.373875, 8.0795927 47.3740405, 8.0795128 47.3742351, 8.0794828 47.3742973, 8.0794372 47.3743872, 8.0793862 47.3744771)",,
83077050,2,23,Tramstrasse,primary,50,False,True,70.977,,"LINESTRING (8.079793 47.3736993, 8.0798529 47.3736225, 8.0799428 47.3735316, 8.0803533 47.3731879)",,
43352533,,,Augustinergasse,residential,,False,False,150.74,,"LINESTRING (8.0818174 47.3740523, 8.0818409 47.3740901, 8.0818463 47.3741773, 8.0817169 47.3743675, 8.0814629 47.3746486, 8.0812466 47.3748609, 8.0810807 47.3751551, 8.0810179 47.3752625)",,
"[43339526, 160096127]",,,Alte Gasse,residential,30,False,True,162.66400000000002,,"LINESTRING (8.0818174 47.3740523, 8.0815994 47.3740964, 8.0814355 47.3741082, 8.0812403 47.3741063, 8.0810342 47.374073, 8.0809371 47.3740441, 8.0805717 47.3739389, 8.0804721 47.3739107, 8.0803022 47.3738614, 8.0798705 47.3737113, 8.079793 47.3736993)",,
"[83077066, 83077051, 776559127]",,,Alte Gasse,residential,30,False,False,44.347,,"LINESTRING (8.0818174 47.3740523, 8.0818752 47.3740265, 8.0819518 47.3739665, 8.0819714 47.3739411, 8.0821062 47.3738242, 8.0822131 47.3737617)",yes,
48835250,,,Bachstrasse,residential,30,False,False,45.007,,"LINESTRING (8.0762478 47.3765505, 8.0763834 47.3761563)",,
43341435,,,Winkelweg,residential,30,False,True,141.22699999999998,,"LINESTRING (8.0762478 47.3765505, 8.0765058 47.3765543, 8.0766795 47.3765897, 8.0768593 47.3766441, 8.0769249 47.3766467, 8.0773005 47.376463, 8.0773912 47.3764516, 8.0774891 47.3764394, 8.0780072 47.3764499)",,
43341436,,,Bündtenweg,residential,30,False,False,141.35400000000004,,"LINESTRING (8.0762478 47.3765505, 8.0760898 47.3765925, 8.0758887 47.3767126, 8.0755249 47.3769151, 8.075287 47.3770404, 8.075164 47.3770164, 8.074883 47.3767471, 8.0748462 47.3767221)",,
48835250,,,Bachstrasse,residential,30,False,True,45.007,,"LINESTRING (8.0763834 47.3761563, 8.0762478 47.3765505)",,
"[164984977, 43341437, 164984974]",,,Länziweg,residential,,False,False,103.622,,"LINESTRING (8.0763834 47.3761563, 8.0763432 47.3761489, 8.0763129 47.3761408, 8.075852 47.3760299, 8.0757862 47.3760353, 8.075704 47.3760799, 8.0755386 47.3763316, 8.0753683 47.3764406)",yes,
48835250,,,Bachstrasse,residential,30,False,False,59.787,,"LINESTRING (8.0763834 47.3761563, 8.0764527 47.3760243, 8.0765292 47.375908, 8.0767147 47.3756687)",,
43339527,,,Junkerngasse,residential,30,False,False,35.429,,"LINESTRING (8.0767147 47.3756687, 8.0763539 47.3755446, 8.0763048 47.3755149)",,
48835250,,,Bachstrasse,residential,30,False,False,127.15899999999999,,"LINESTRING (8.0767147 47.3756687, 8.07682 47.3755133, 8.0770527 47.375271, 8.0773391 47.3749052, 8.0774997 47.3746586)",,
48835250,,,Bachstrasse,residential,30,False,True,59.787000000000006,,"LINESTRING (8.0767147 47.3756687, 8.0765292 47.375908, 8.0764527 47.3760243, 8.0763834 47.3761563)",,
43341433,,,Obere Dorfstrasse,residential,30,False,True,50.721999999999994,,"LINESTRING (8.0774997 47.3746586, 8.077479 47.3746524, 8.0774164 47.3746338, 8.0772677 47.3745914, 8.0770505 47.3745, 8.0769572 47.3744074)",,
48835250,,,Bachstrasse,residential,30,False,True,127.15900000000002,,"LINESTRING (8.0774997 47.3746586, 8.0773391 47.3749052, 8.0770527 47.375271, 8.07682 47.3755133, 8.0767147 47.3756687)",,
49533118,,,Mittlere Dorfstrasse,residential,30,False,False,68.817,,"LINESTRING (8.0774997 47.3746586, 8.0777518 47.3747069, 8.0780347 47.3747991, 8.0783273 47.3749136)",,
43339527,,,Junkerngasse,residential,30,False,True,138.319,,"LINESTRING (8.0769572 47.3744074, 8.0768316 47.3744269, 8.0767305 47.374515, 8.0766552 47.3746412, 8.0765754 47.3747656, 8.0764369 47.3751096, 8.0763906 47.3753395, 8.0763048 47.3755149)",,
43341433,,,Obere Dorfstrasse,residential,30,False,False,50.722,,"LINESTRING (8.0769572 47.3744074, 8.0770505 47.3745, 8.0772677 47.3745914, 8.0774164 47.3746338, 8.077479 47.3746524, 8.0774997 47.3746586)",,
273804634,,,Obere Dorfstrasse,residential,30,False,True,54.94800000000001,,"LINESTRING (8.0769572 47.3744074, 8.0769307 47.3743016, 8.0769519 47.3741966, 8.0769906 47.3740654, 8.0769932 47.3740344, 8.0769969 47.3740201, 8.0770147 47.3739193)",,
43339519,,,Storchenweg,residential,30,False,False,30.471,,"LINESTRING (8.075525 47.3725182, 8.075583 47.372247)",,
43339529,,,Galeggenweg,residential,30,False,False,122.719,,"LINESTRING (8.075525 47.3725182, 8.0748397 47.3725798, 8.074616 47.3725892, 8.0739055 47.3725401)",,
43339529,,,Galeggenweg,residential,30,False,True,173.372,,"LINESTRING (8.075525 47.3725182, 8.0758867 47.3725111, 8.0761252 47.3725193, 8.0763901 47.3725468, 8.0766138 47.372593, 8.0767982 47.3726883, 8.076947 47.3727871, 8.077208 47.372941, 8.0774112 47.3730188, 8.0775493 47.3730969)",,
43339519,,,Storchenweg,residential,30,False,False,47.44,,"LINESTRING (8.075583 47.372247, 8.0757455 47.3718348)",,
43339519,,,Storchenweg,residential,30,False,True,30.471,,"LINESTRING (8.075583 47.372247, 8.075525 47.3725182)",,
43339521,,,Flurweg,residential,30,False,True,113.753,,"LINESTRING (8.075583 47.372247, 8.0748975 47.3721611, 8.0741063 47.3720332)",,
43339519,,,Storchenweg,residential,30,False,False,51.952,,"LINESTRING (8.0757455 47.3718348, 8.0759342 47.3713854)",,
