osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,tunnel
760580333,2,17,Seestrasse,primary,60,False,True,79.682,"LINESTRING (8.5793239 47.318439, 8.5795157 47.3177343)",,,
70521298,,,Rennweg,residential,,False,True,42.684,"LINESTRING (8.5793239 47.318439, 8.5795076 47.3183499, 8.5795818 47.3182337, 8.5796289 47.3181346)",,,
"[918263025, 760580333]","['2', '3']",17,Seestrasse,primary,60,False,False,40.051,"LINESTRING (8.5793239 47.318439, 8.5792819 47.3186084, 8.5792685 47.3186657, 8.5792385 47.3187945)",,,
39212094,,,Theodor-Brunner-Weg,residential,,False,True,121.8,"LINESTRING (8.5786752 47.3153051, 8.5788368 47.3153304, 8.5789255 47.3152494, 8.5793133 47.3152331, 8.5794215 47.3152285, 8.5796253 47.3152541, 8.5801115 47.3153737, 8.5801863 47.3153921)",,,
8423268,,,Schiedhaldenstrasse,secondary,50,False,False,299.41600000000005,"LINESTRING (8.5866754 47.3215304, 8.5867358 47.3214797, 8.5869343 47.3212533, 8.5870356 47.3211458, 8.5871796 47.3210755, 8.5875638 47.3210085, 8.5877999 47.3209726, 8.5879818 47.3209321, 8.5881707 47.3208374, 8.588239 47.3207583, 8.5883399 47.3206031, 8.5885082 47.3204291, 8.5887516 47.3202663, 8.5890898 47.3201404, 8.5892631 47.3201135, 8.5894198 47.3201097, 8.5895929 47.3201496, 8.5896954 47.320191)",,,
8423268,,,Schiedhaldenstrasse,secondary,50,False,True,63.863,"LINESTRING (8.5866754 47.3215304, 8.5864784 47.3216383, 8.586371 47.3216972, 8.5862676 47.3217407, 8.5859832 47.3218596)",,,
15242342,,,Schiedhaldensteig,residential,30,False,False,76.959,"LINESTRING (8.5866754 47.3215304, 8.5869013 47.3216283, 8.5872807 47.3217501, 8.5875995 47.3218155)",,,
8423292,,,Rosenstrasse,residential,30,True,False,87.167,"LINESTRING (8.5839701 47.3203998, 8.5838718 47.3203339, 8.5837496 47.3202519, 8.5832701 47.3199302, 8.5831235 47.3198698)",,,
650705156,,,Alte Landstrasse,secondary,50,False,False,122.595,"LINESTRING (8.5839701 47.3203998, 8.5841801 47.3201188, 8.5842707 47.3199959, 8.5844224 47.319751, 8.584462 47.3196685, 8.584479 47.3196175, 8.5844927 47.3195402, 8.5844945 47.3194733, 8.5844927 47.3193726)",,,
650705156,,,Alte Landstrasse,secondary,50,False,True,23.750999999999998,"LINESTRING (8.5839701 47.3203998, 8.5839219 47.3204717, 8.583837 47.3205934)",,,
8423292,,,Rosenstrasse,residential,30,True,False,5.069,"LINESTRING (8.5831235 47.3198698, 8.5830621 47.3198512)",,,
39213004,,,Wangensbachstrasse,residential,30,False,True,126.05699999999999,"LINESTRING (8.5831235 47.3198698, 8.5831088 47.3198931, 8.5828124 47.3203793, 8.582687 47.3205778, 8.5824678 47.3209126)",,,
650705156,,,Alte Landstrasse,secondary,50,False,False,77.599,"LINESTRING (8.5833841 47.3212201, 8.583837 47.3205934)",,,
8423508,,,Rigistrasse,residential,30,False,False,77.092,"LINESTRING (8.5833841 47.3212201, 8.5833297 47.3212062, 8.5824678 47.3209126)",,,
650705156,,,Alte Landstrasse,secondary,50,False,True,102.66999999999999,"LINESTRING (8.5833841 47.3212201, 8.583213 47.3214881, 8.5830236 47.3219258, 8.5829456 47.3220928)",,,
8423508,,,Rigistrasse,residential,30,False,False,120.43,"LINESTRING (8.5824678 47.3209126, 8.581642 47.3207325, 8.5809463 47.3205822)",,,
8423508,,,Rigistrasse,residential,30,False,True,77.092,"LINESTRING (8.5824678 47.3209126, 8.5833297 47.3212062, 8.5833841 47.3212201)",,,
39213004,,,Wangensbachstrasse,residential,30,False,False,126.057,"LINESTRING (8.5824678 47.3209126, 8.582687 47.3205778, 8.5828124 47.3203793, 8.5831088 47.3198931, 8.5831235 47.3198698)",,,
8423296,,,Schiedhaldensteig,residential,30,False,False,48.821,"LINESTRING (8.583837 47.3205934, 8.5843937 47.3208178)",,,
650705156,,,Alte Landstrasse,secondary,50,False,True,77.599,"LINESTRING (8.583837 47.3205934, 8.5833841 47.3212201)",,,
650705156,,,Alte Landstrasse,secondary,50,False,False,23.750999999999998,"LINESTRING (8.583837 47.3205934, 8.5839219 47.3204717, 8.5839701 47.3203998)",,,
8423296,,,Schiedhaldensteig,residential,30,False,True,53.334,"LINESTRING (8.5849798 47.3210865, 8.5843937 47.3208178)",,,
39212928,,,Glärnischstrasse,residential,30,False,True,106.156,"LINESTRING (8.5849798 47.3210865, 8.5842016 47.3218822)",,,
8423296,,,Schiedhaldensteig,residential,30,False,False,88.025,"LINESTRING (8.5849798 47.3210865, 8.5852962 47.3211803, 8.5856301 47.3212388, 8.5859827 47.3213113, 8.5860763 47.3213493)",,,
39212928,,,Glärnischstrasse,residential,30,False,False,105.206,"LINESTRING (8.5849798 47.3210865, 8.5853539 47.3206351, 8.5857358 47.3202938)",,,
650705156,,,Alte Landstrasse,secondary,50,False,False,102.66999999999999,"LINESTRING (8.5829456 47.3220928, 8.5830236 47.3219258, 8.583213 47.3214881, 8.5833841 47.3212201)",,,
"[28573777, 25148850, 918358204, 918298202]",,,Dorfstrasse,residential,30,True,False,134.50900000000001,"LINESTRING (8.5818655 47.3182798, 8.5819138 47.3181546, 8.5819965 47.3179143, 8.5820021 47.3178981, 8.58204 47.3177984, 8.5821223 47.3176031, 8.5821628 47.317548, 8.582252 47.3174981, 8.5825591 47.3174499, 8.5827868 47.3174205)",,,
"[653923056, 650705154, 643180838]",,,Zürichstrasse,residential,30,False,True,145.99,"LINESTRING (8.5818655 47.3182798, 8.5818219 47.3183959, 8.5817206 47.3186888, 8.581677 47.3188148, 8.5815456 47.319195, 8.5814857 47.3193876, 8.5814267 47.3195585)",,,
"[760580332, 918298196]",3,,Oberwachtstrasse,secondary,50,False,True,44.75,"LINESTRING (8.5818655 47.3182798, 8.5820469 47.3183145, 8.5822761 47.3183687, 8.5824285 47.3184068)",,,
918298203,,,Oberwachtstrasse,secondary,50,True,False,34.409,"LINESTRING (8.5818655 47.3182798, 8.5817253 47.3182795, 8.5815533 47.3182541, 8.5814133 47.3182488)",,,
8423336,,,Alte Landstrasse,secondary,50,True,False,21.045,"LINESTRING (8.5844206 47.3189408, 8.5843751 47.3189472, 8.5843292 47.3189421, 8.5842891 47.3189261, 8.5842602 47.3189013, 8.5842464 47.3188712, 8.5842495 47.3188397)",roundabout,,
650705156,,,Alte Landstrasse,secondary,50,False,True,48.529,"LINESTRING (8.5844206 47.3189408, 8.5844343 47.3189674, 8.5844469 47.3189919, 8.584457 47.3190295, 8.5844707 47.3191067, 8.5844772 47.3191724, 8.5844841 47.3192839, 8.5844927 47.3193726)",,,
8423336,,,Alte Landstrasse,secondary,50,True,False,22.304,"LINESTRING (8.5844235 47.3187824, 8.5844549 47.3187957, 8.5844792 47.3188146, 8.5844945 47.3188374, 8.5844994 47.3188622, 8.5844936 47.318887, 8.5844775 47.3189096, 8.5844524 47.318928, 8.5844206 47.3189408)",roundabout,,
8423340,,,Alte Landstrasse,tertiary,50,False,False,88.1,"LINESTRING (8.5844235 47.3187824, 8.584438 47.318754, 8.5844675 47.318696, 8.5844958 47.3186404, 8.5845673 47.3182487, 8.5846203 47.3181032, 8.5846612 47.3180097)",,,
8423336,,,Alte Landstrasse,secondary,50,True,False,16.499000000000002,"LINESTRING (8.5842495 47.3188397, 8.5842676 47.3188127, 8.5842981 47.3187914, 8.5843375 47.3187784, 8.584381 47.3187753, 8.5844235 47.3187824)",roundabout,,
8423339,,,Oberwachtstrasse,secondary,50,False,False,11.567,"LINESTRING (8.5842495 47.3188397, 8.5842127 47.3188325, 8.5841383 47.3188179, 8.5841017 47.3188118)",,,
8423516,,,Allmendstrasse,residential,30,False,False,86.87599999999999,"LINESTRING (8.5852574 47.3171595, 8.5851887 47.3171398, 8.5850823 47.3171094, 8.5849308 47.3170782, 8.5847574 47.3170572, 8.5844628 47.3170587, 8.5842259 47.3170734, 8.5841384 47.3170476)",,,
"[63046691, 1214717423]",2,,Alte Landstrasse,tertiary,50,False,False,25.242,"LINESTRING (8.5852574 47.3171595, 8.58535 47.3170722, 8.585461 47.3169794)",,,
"[918298192, 918298194, 63046692, 8423340]",2,,Alte Landstrasse,tertiary,50,False,True,104.968,"LINESTRING (8.5852574 47.3171595, 8.5852446 47.3171723, 8.5851734 47.3172491, 8.5851581 47.3172675, 8.5850104 47.3174504, 8.584762 47.3178093, 8.5847068 47.3179168, 8.5846874 47.3179577, 8.5846612 47.3180097)",,yes,
39212848,,,Felseneggstrasse,residential,30,False,False,179.40800000000002,"LINESTRING (8.5844927 47.3193726, 8.5846118 47.3193769, 8.584711 47.3193805, 8.5851397 47.3194831, 8.5851703 47.3194889, 8.5853924 47.3195312, 8.5854528 47.319523, 8.5854884 47.3194946, 8.5855489 47.3194173, 8.5856414 47.3191794, 8.5858239 47.3186265)",,,
650705156,,,Alte Landstrasse,secondary,50,False,False,48.528999999999996,"LINESTRING (8.5844927 47.3193726, 8.5844841 47.3192839, 8.5844772 47.3191724, 8.5844707 47.3191067, 8.584457 47.3190295, 8.5844469 47.3189919, 8.5844343 47.3189674, 8.5844206 47.3189408)",,,
650705156,,,Alte Landstrasse,secondary,50,False,True,122.595,"LINESTRING (8.5844927 47.3193726, 8.5844945 47.3194733, 8.5844927 47.3195402, 8.584479 47.3196175, 8.584462 47.3196685, 8.5844224 47.319751, 8.5842707 47.3199959, 8.5841801 47.3201188, 8.5839701 47.3203998)",,,
8425756,2,,Bergstrasse,tertiary,50,False,False,24.069,"LINESTRING (8.5860886 47.3163876, 8.586262 47.3164114, 8.5864029 47.3163976)",,,
39211871,,,Obere Heslibachstrasse,tertiary,30,False,False,85.30199999999999,"LINESTRING (8.5860886 47.3163876, 8.5860978 47.3163651, 8.5861341 47.3162764, 8.5861926 47.3161569, 8.586298 47.3160228, 8.5865572 47.3156928)",,,
203881822,,,Obere Wiltisgasse,residential,30,False,True,98.10600000000001,"LINESTRING (8.5860886 47.3163876, 8.586022 47.3163574, 8.5859671 47.3163325, 8.5854329 47.3162594, 8.584951 47.3161935, 8.5848347 47.3161776)",,,
643180840,,,Alte Landstrasse,tertiary,50,False,True,81.063,"LINESTRING (8.5860886 47.3163876, 8.5859858 47.3164762, 8.5858172 47.3166369, 8.5857667 47.316685, 8.5855977 47.3168449, 8.5855192 47.3169221, 8.585461 47.3169794)",,,
8423508,,,Rigistrasse,residential,30,False,True,120.43,"LINESTRING (8.5809463 47.3205822, 8.581642 47.3207325, 8.5824678 47.3209126)",,,
650705154,,,Zürichstrasse,residential,30,False,False,119.501,"LINESTRING (8.5809463 47.3205822, 8.581188 47.3200731, 8.5812102 47.3200226, 8.5813012 47.3198096, 8.5813521 47.3197268, 8.5814267 47.3195585)",,,
"[653923056, 650705154, 643180838]",,,Zürichstrasse,residential,30,False,False,145.99,"LINESTRING (8.5814267 47.3195585, 8.5814857 47.3193876, 8.5815456 47.319195, 8.581677 47.3188148, 8.5817206 47.3186888, 8.5818219 47.3183959, 8.5818655 47.3182798)",,,
650705154,,,Zürichstrasse,residential,30,False,True,119.501,"LINESTRING (8.5814267 47.3195585, 8.5813521 47.3197268, 8.5813012 47.3198096, 8.5812102 47.3200226, 8.581188 47.3200731, 8.5809463 47.3205822)",,,
8423346,,,Obere Wiltisgasse,residential,30,True,False,86.47300000000001,"LINESTRING (8.5838279 47.316277, 8.5839173 47.3162277, 8.5839592 47.3161834, 8.5839929 47.3161313, 8.5840509 47.3161036, 8.5841659 47.3160877, 8.5843041 47.3161022, 8.5844699 47.3161268, 8.5846606 47.3161529, 8.5848347 47.3161776)",,,
15242358,,,Untere Heslibachstrasse,residential,30,False,False,61.452,"LINESTRING (8.5838279 47.316277, 8.5837506 47.3162098, 8.5836581 47.3161582, 8.5834239 47.3160862, 8.5833318 47.3160495, 8.5832638 47.3159999, 8.5832187 47.315935)",,,
15242358,,,Untere Heslibachstrasse,residential,30,False,True,89.157,"LINESTRING (8.5838279 47.316277, 8.5838799 47.3163674, 8.583943 47.3165638, 8.5839672 47.3166363, 8.5840283 47.3168075, 8.5840834 47.3169656, 8.5841032 47.3170094, 8.5841384 47.3170476)",,,
15242358,,,Untere Heslibachstrasse,residential,30,False,False,155.15899999999996,"LINESTRING (8.5832187 47.315935, 8.5832061 47.3158628, 8.5832292 47.3157914, 8.5832978 47.315688, 8.5836259 47.3153138, 8.5836522 47.3152838, 8.584026 47.3148231, 8.5840927 47.3147415, 8.5841262 47.3147005)",,,
15242358,,,Untere Heslibachstrasse,residential,30,False,True,61.452,"LINESTRING (8.5832187 47.315935, 8.5832638 47.3159999, 8.5833318 47.3160495, 8.5834239 47.3160862, 8.5836581 47.3161582, 8.5837506 47.3162098, 8.5838279 47.316277)",,,
69205726,,,Obere Wiltisgasse,residential,30,False,True,58.43300000000001,"LINESTRING (8.5832187 47.315935, 8.5831541 47.315943, 8.5826962 47.315898, 8.5824586 47.3159432)",,,
39211871,,,Obere Heslibachstrasse,tertiary,30,False,True,132.64600000000002,"LINESTRING (8.5874538 47.3146687, 8.5870563 47.3150566, 8.5865572 47.3156928)",,,
1185546944,2,17,Seestrasse,primary,60,False,True,5.36,"LINESTRING (8.5801699 47.315439, 8.5801863 47.3153921)",,,
39212563,,,Untere Wiltisgasse,residential,30,False,False,65.84,"LINESTRING (8.5801699 47.315439, 8.580242 47.3154566, 8.5803281 47.3154777, 8.5803579 47.3154858, 8.5806893 47.3155761, 8.5809845 47.3156524)",,,
1185546944,2,17,Seestrasse,primary,60,False,False,164.639,"LINESTRING (8.5801699 47.315439, 8.5799101 47.3163453, 8.5797865 47.3168092, 8.579764 47.3168938)",,,
8423339,,,Oberwachtstrasse,secondary,50,False,False,34.75,"LINESTRING (8.5841017 47.3188118, 8.5836706 47.3187011)",,,
8423339,,,Oberwachtstrasse,secondary,50,False,True,11.567,"LINESTRING (8.5841017 47.3188118, 8.5841383 47.3188179, 8.5842127 47.3188325, 8.5842495 47.3188397)",,,
140674973,,,Eigenstrasse,residential,,False,True,140.907,"LINESTRING (8.5841017 47.3188118, 8.5840663 47.3188618, 8.5839595 47.3190126, 8.5837835 47.3192612, 8.5836522 47.3193936, 8.5831602 47.3197505, 8.5830972 47.3198168, 8.5830621 47.3198512)",,,
