osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,lanes,junction,access
29065679,Avenue Veillon,residential,False,False,74.38999999999999,"LINESTRING (6.974509 46.3175709, 6.9745221 46.3174999, 6.9745819 46.3171729, 6.9746318 46.3169073)",,,,,,
37283347,Avenue des Ormonts,primary,False,False,49.565,"LINESTRING (6.974509 46.3175709, 6.9742596 46.3175809, 6.9738658 46.3176067)",11,50,,,,
37283347,Avenue des Ormonts,primary,False,True,81.482,"LINESTRING (6.974509 46.3175709, 6.9746109 46.3175685, 6.974694 46.3175714, 6.9747819 46.317578, 6.9748574 46.3175904, 6.9749141 46.3176021, 6.9749724 46.3176167, 6.9750349 46.3176378, 6.9750955 46.3176631, 6.9751425 46.3176856, 6.9751952 46.3177147, 6.9752347 46.3177401, 6.9752807 46.3177755, 6.9753277 46.3178153, 6.9753676 46.3178513, 6.9754019 46.3178859)",11,50,,,,
963175414,Avenue de Loës,secondary_link,True,False,6.706,"LINESTRING (6.9659365 46.314927, 6.9659787 46.3149798)",,,,,,
"[46944665, 46952621, 46952623]",Chemin du Châtelard,residential,False,True,127.329,"LINESTRING (6.9659365 46.314927, 6.9658643 46.3149354, 6.9657476 46.314912, 6.9650154 46.3147203, 6.9645289 46.3146055, 6.9644873 46.3145967, 6.9643693 46.314574)",,,yes,,,
34765020,Boulevard d'Yvorne,tertiary,False,True,16.384,"LINESTRING (6.9679428 46.3213705, 6.9680438 46.3214209, 6.9681091 46.3214624)",,50,,,,
"[27246222, 27246223, 58744506, 30199643, 46950047]",Route de Lausanne,primary,False,False,117.383,"LINESTRING (6.9679428 46.3213705, 6.9679964 46.3212688, 6.9680861 46.321069, 6.9682078 46.3207748, 6.9682405 46.3207054, 6.968282 46.3206278, 6.9683515 46.320515, 6.9684694 46.3203843)",11,50,yes,,,
186384296,,primary,True,False,7.245,"LINESTRING (6.9703159 46.3191319, 6.9702923 46.3191037, 6.9702827 46.3190718)",,50,,1,roundabout,
47047796,Rue du Collège,secondary,True,False,26.683,"LINESTRING (6.9703818 46.3189705, 6.9704009 46.3188091, 6.9704037 46.3187311)",,,,1,,
892957417,,primary,True,False,9.549,"LINESTRING (6.9703818 46.3189705, 6.9704224 46.3189649, 6.9704637 46.3189672, 6.9705025 46.3189774)",,50,,1,roundabout,
