osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,junction,bridge,access
27745858,Promenadenstrasse,residential,False,True,36.451,,,,"LINESTRING (7.5693739 46.9280816, 7.5695674 46.9277816)",,,
192586714,Enggisteinstrasse,secondary,False,False,59.339999999999996,2,221.2,50,"LINESTRING (7.5693739 46.9280816, 7.569849 46.9280192, 7.5701435 46.9279898)",,,
192586714,Enggisteinstrasse,secondary,False,True,372.18699999999995,2,221.2,50,"LINESTRING (7.5693739 46.9280816, 7.5692916 46.9280985, 7.5691441 46.928125, 7.56884 46.9281796, 7.5683412 46.9283338, 7.5676641 46.9286924, 7.5673235 46.9289313, 7.5667805 46.9294214, 7.5663313 46.929785, 7.5656515 46.9301439)",,,
192586714,Enggisteinstrasse,secondary,False,True,27.325,2,221.2,50,"LINESTRING (7.5656515 46.9301439, 7.565365 46.9302926)",,,
27745960,Zelgweg,residential,False,False,322.383,,,30,"LINESTRING (7.5656515 46.9301439, 7.5658961 46.9298035, 7.5662176 46.9294581, 7.5665049 46.929107, 7.566815 46.9287923, 7.5668937 46.9287124, 7.5671044 46.9284657, 7.5673069 46.9281667, 7.5673942 46.9280053, 7.5674102 46.9279187, 7.5674271 46.9278268, 7.5672657 46.9275847)",,,
192586714,Enggisteinstrasse,secondary,False,False,372.187,2,221.2,50,"LINESTRING (7.5656515 46.9301439, 7.5663313 46.929785, 7.5667805 46.9294214, 7.5673235 46.9289313, 7.5676641 46.9286924, 7.5683412 46.9283338, 7.56884 46.9281796, 7.5691441 46.928125, 7.5692916 46.9280985, 7.5693739 46.9280816)",,,
8503222,Bahnhofstrasse,secondary,False,False,143.523,,221.2,30,"LINESTRING (7.5642418 46.9265346, 7.5642618 46.9266056, 7.5642719 46.9269458, 7.5642814 46.9272671, 7.5642848 46.9275377, 7.5642593 46.9276661, 7.5642077 46.9278187)",,,
432928319,,primary,True,False,13.780999999999999,,,50,"LINESTRING (7.5642418 46.9265346, 7.564182 46.9265283, 7.564129 46.9265084, 7.5640892 46.9264773)",roundabout,,
"[192586715, 25491764]",Hauptstrasse,"['residential', 'living_street']",False,False,41.68,,,20,"LINESTRING (7.5633772 46.9296181, 7.5633066 46.9295891, 7.5632436 46.9295527, 7.5629977 46.9293513)",,,
55197466,Bahnhofstrasse,secondary,False,True,98.471,,221.2,30,"LINESTRING (7.5633772 46.9296181, 7.5634008 46.9295837, 7.5634274 46.92955, 7.5634644 46.9295163, 7.5634648 46.9295161, 7.5637739 46.9293171, 7.5641512 46.9290648, 7.5641965 46.9290309, 7.5642434 46.9289915, 7.5642558 46.928974)",,,
192586713,Bahnhofstrasse,secondary,False,False,27.456,2,221.2,30,"LINESTRING (7.5633772 46.9296181, 7.5633659 46.9296561, 7.5633587 46.9296925, 7.5633594 46.9297192, 7.563365 46.9297492, 7.5633881 46.9298024, 7.5634152 46.9298584)",,,
20788905,Mühlestrasse,tertiary,False,False,274.769,,,,"LINESTRING (7.5701435 46.9279898, 7.5701568 46.9281802, 7.5701443 46.9282523, 7.5701009 46.9283211, 7.56964 46.9286748, 7.5692351 46.9290231, 7.5690588 46.9292113, 7.5685856 46.9297163, 7.5685567 46.929826, 7.5685471 46.9299444, 7.5686304 46.9300958)",,,
27745856,Paradiesweg,residential,False,False,50.87,,,30,"LINESTRING (7.5701435 46.9279898, 7.5700414 46.927902, 7.5695674 46.9277816)",,,
192586714,Enggisteinstrasse,secondary,False,True,59.339999999999996,2,221.2,50,"LINESTRING (7.5701435 46.9279898, 7.569849 46.9280192, 7.5693739 46.9280816)",,,
20788905,Mühlestrasse,tertiary,False,True,94.711,,,,"LINESTRING (7.5697706 46.930259, 7.5695878 46.9302315, 7.5694502 46.9302133, 7.5690549 46.9302688, 7.5689137 46.9302547, 7.5688161 46.9302215, 7.568746 46.9301909, 7.5686828 46.9301456, 7.5686304 46.9300958)",,,
542962678,Bernstrasse,residential,False,True,175.17599999999996,,,30,"LINESTRING (7.5640892 46.9264773, 7.5639891 46.9265162, 7.563701 46.9266786, 7.5634308 46.9268627, 7.5633007 46.9269915, 7.5632057 46.9270982, 7.5630188 46.9273603, 7.5628921 46.927541, 7.562715 46.9277099)",,,
20788633,Bollstrasse,secondary,False,False,94.636,,234,,"LINESTRING (7.5635176 46.9302016, 7.5634927 46.9302032, 7.5634665 46.9302086, 7.5634414 46.930218, 7.5634221 46.9302301, 7.5634059 46.9302437, 7.5632532 46.9304097, 7.5631061 46.9305585, 7.5629585 46.9306918, 7.5629097 46.9307344, 7.5627259 46.9308393)",,,
