osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,width,ref,access,junction,tunnel
25996752,Rebenstrasse,residential,30,False,False,161.946,"LINESTRING (9.4289909 47.5141862, 9.428117 47.5141385, 9.4278349 47.5141231, 9.4269049 47.5140666, 9.4268478 47.5140489)",,,,,,,
25996752,Rebenstrasse,residential,30,False,True,144.965,"LINESTRING (9.4289909 47.5141862, 9.4306182 47.5142887, 9.4309128 47.5143073)",,,,,,,
79927643,Alemannenstrasse,residential,30,False,False,118.734,"LINESTRING (9.4289909 47.5141862, 9.4289892 47.5142264, 9.4289686 47.5146443, 9.4289389 47.515125, 9.4289373 47.5151485, 9.4289302 47.5152532)",,,4.9,,,,
79927643,Alemannenstrasse,residential,30,False,True,112.792,"LINESTRING (9.4289909 47.5141862, 9.4292005 47.513201, 9.4292023 47.513182)",,,4.9,,,,
672219584,Promenadenstrasse,residential,,True,False,129.992,"LINESTRING (9.4359698 47.5149917, 9.4358973 47.514947, 9.4358088 47.514912, 9.4347081 47.5147534, 9.4345252 47.5147281, 9.4344081 47.5147142, 9.4343112 47.5147283)",,,,,,,
"[256316018, 779074339]",Promenadenstrasse,residential,,False,True,58.3,"LINESTRING (9.4359698 47.5149917, 9.4361216 47.5150974, 9.436364 47.5152677, 9.4364296 47.5153125, 9.4365276 47.5153534)",,,,,,,
24585476,Brühlstrasse,residential,30,False,False,152.579,"LINESTRING (9.4251962 47.5122249, 9.4259412 47.5122973, 9.4261453 47.5123172, 9.4272064 47.5124233)",,,,,,,
79927658,Brühlstrasse,residential,,False,False,90.441,"LINESTRING (9.4251962 47.5122249, 9.4251424 47.5122196, 9.4240552 47.5121055, 9.4240062 47.5121004)",,,,,,,
333043524,Sonnenhügelstrasse,tertiary,50,False,False,38.57,"LINESTRING (9.4251962 47.5122249, 9.425224 47.5121168, 9.4252502 47.512015, 9.425278 47.5118825)",2,,,,,,
333043524,Sonnenhügelstrasse,tertiary,50,False,True,60.605999999999995,"LINESTRING (9.4251962 47.5122249, 9.4251085 47.5126176, 9.4250795 47.5127642)",2,,,,,,
"[256316017, 258207843]",Hauptstrasse,residential,30,False,False,48.406,"LINESTRING (9.4359319 47.5159194, 9.4359542 47.5158748, 9.4360559 47.5157751, 9.4361052 47.5157352, 9.4363051 47.5155676)",2,,,,,,
257899152,Hauptstrasse,residential,30,False,True,30.919,"LINESTRING (9.4359319 47.5159194, 9.4358641 47.5159408, 9.4358109 47.515959, 9.435739 47.5159706, 9.4356156 47.515991, 9.4355411 47.516002)",2,,,,,,
"[259194248, 259194251]",Sonnenhügelstrasse,tertiary,50,False,True,141.938,"LINESTRING (9.4247076 47.5144563, 9.4246875 47.514574, 9.4246737 47.5146913, 9.4246323 47.5151176, 9.4246274 47.5151686, 9.4245664 47.5155608, 9.424551 47.5156607, 9.424549 47.5157279)",,,,,,,
"[333043523, 260590855]",Rebenstrasse,residential,30,False,False,61.550999999999995,"LINESTRING (9.4247076 47.5144563, 9.4246542 47.5144546, 9.4246291 47.514454, 9.4240412 47.5144388, 9.4239671 47.5144389, 9.4238901 47.5144494)",,,,,,,
333043524,Sonnenhügelstrasse,tertiary,50,False,False,128.072,"LINESTRING (9.4247076 47.5144563, 9.4249375 47.5134094, 9.4249569 47.5133169)",2,,,,,,
787913096,Rebenstrasse,residential,30,False,True,65.235,"LINESTRING (9.4247076 47.5144563, 9.4247582 47.5144595, 9.4247822 47.5144613, 9.4250392 47.5144802, 9.4253692 47.5145045, 9.4254329 47.5145021, 9.4254669 47.5144992, 9.4255108 47.5144872, 9.4255654 47.5144745)",,,,,,,
79927655,Gartenstrasse,residential,30,False,True,69.90100000000001,"LINESTRING (9.4256381 47.5158246, 9.4256357 47.5158742, 9.4256845 47.5160612, 9.4257409 47.5162801, 9.42576 47.5163646, 9.4257835 47.5164445)",,,,,,,
259194247,Berglistrasse,residential,30,False,False,113.89999999999999,"LINESTRING (9.4256381 47.5158246, 9.4259111 47.5158498, 9.4261017 47.5158795, 9.4262186 47.5159032, 9.4265825 47.5160409, 9.4267083 47.5160814, 9.4270318 47.5161984)",,,,,,,
259194254,Berglistrasse,residential,30,False,False,76.047,"LINESTRING (9.4256381 47.5158246, 9.4253171 47.5158071, 9.4252613 47.5158041, 9.4247278 47.5157878, 9.4246274 47.5157842)",,,7,,,,
79927647,Säntisstrasse,residential,30,False,False,204.211,"LINESTRING (9.427111 47.5162297, 9.4271145 47.5162879, 9.4280694 47.5179451)",,,,,,,
259194247,Berglistrasse,residential,30,False,False,54.875,"LINESTRING (9.427111 47.5162297, 9.427152 47.5162166, 9.4278372 47.5162263)",,,,,,,
259194247,Berglistrasse,residential,30,False,True,6.916,"LINESTRING (9.427111 47.5162297, 9.4270734 47.5162118, 9.4270318 47.5161984)",,,,,,,
25996752,Rebenstrasse,residential,30,False,False,110.224,"LINESTRING (9.4268478 47.5140489, 9.426761 47.5140563, 9.4266751 47.5140585, 9.4265197 47.514077, 9.4263711 47.5141098, 9.4262691 47.5141485, 9.4258832 47.5143076, 9.4256045 47.5144261, 9.4255654 47.5144745)",,,,,,,
25996752,Rebenstrasse,residential,30,False,True,161.946,"LINESTRING (9.4268478 47.5140489, 9.4269049 47.5140666, 9.4278349 47.5141231, 9.428117 47.5141385, 9.4289909 47.5141862)",,,,,,,
79927657,Pestalozzistrasse,residential,30,False,False,74.618,"LINESTRING (9.4268478 47.5140489, 9.4268631 47.5140106, 9.4270066 47.5133867)",,,,,,,
333043524,Sonnenhügelstrasse,tertiary,50,False,True,62.143,"LINESTRING (9.4250795 47.5127642, 9.4249569 47.5133169)",2,,,,,,
98521728,Eichenstrasse,residential,,False,False,76.46300000000001,"LINESTRING (9.4250795 47.5127642, 9.4250003 47.5127559, 9.4240722 47.5126643)",,,,,,,
98521728,Eichenstrasse,residential,,False,True,152.372,"LINESTRING (9.4250795 47.5127642, 9.425149 47.5127717, 9.4270848 47.5129722)",,,,,,,
333043524,Sonnenhügelstrasse,tertiary,50,False,False,60.605999999999995,"LINESTRING (9.4250795 47.5127642, 9.4251085 47.5126176, 9.4251962 47.5122249)",2,,,,,,
747451112,Romanshornerstrasse,primary,50,False,True,24.721,"LINESTRING (9.4280694 47.5179451, 9.4277806 47.5180518)",2,,,13,,,
79927647,Säntisstrasse,residential,30,False,True,204.211,"LINESTRING (9.4280694 47.5179451, 9.4271145 47.5162879, 9.427111 47.5162297)",,,,,,,
747451112,Romanshornerstrasse,primary,50,False,False,45.501999999999995,"LINESTRING (9.4280694 47.5179451, 9.428356 47.517854, 9.4284175 47.5178344, 9.4286208 47.5177756)",2,,,13,,,
79927663,Thomas-Bornhauser-Strasse,residential,30,False,False,20.067,"LINESTRING (9.4267286 47.5152696, 9.4269953 47.5152806)",,,6.4,,,,
79927655,Gartenstrasse,residential,30,False,False,117.869,"LINESTRING (9.4264013 47.5175568, 9.4258236 47.5165712)",,,,,,,
79927629,Kronbergstrasse,residential,30,False,False,179.284,"LINESTRING (9.4264013 47.5175568, 9.4267397 47.5174566, 9.4261231 47.5164059, 9.425872 47.5164348, 9.4257835 47.5164445)",,,,,,,
79927655,Gartenstrasse,residential,30,False,True,102.913,"LINESTRING (9.4264013 47.5175568, 9.4266549 47.5179476, 9.4269039 47.5183519, 9.4269385 47.5184082)",,,,,,,
79927657,Pestalozzistrasse,residential,30,False,False,61.714,"LINESTRING (9.4270848 47.5129722, 9.4272064 47.5124233)",,,,,,,
79927657,Pestalozzistrasse,residential,30,False,True,46.464,"LINESTRING (9.4270848 47.5129722, 9.4270458 47.5131709, 9.4270066 47.5133867)",,,,,,,
98521728,Eichenstrasse,residential,,False,False,152.372,"LINESTRING (9.4270848 47.5129722, 9.425149 47.5127717, 9.4250795 47.5127642)",,,,,,,
98521728,Eichenstrasse,residential,,False,True,160.734,"LINESTRING (9.4270848 47.5129722, 9.4286893 47.5131318, 9.4292023 47.513182)",,,,,,,
79927651,Gäbrisstrasse,residential,30,False,True,98.47,"LINESTRING (9.4246229 47.5169023, 9.4246997 47.5168878, 9.4247669 47.5168751, 9.4249231 47.5168591, 9.4250608 47.5168343, 9.4251749 47.5167914, 9.4251923 47.5167848, 9.425476 47.5166585, 9.4258236 47.5165712)",,,,,,,
79927667,Grünaustrasse,residential,30,False,True,55.727000000000004,"LINESTRING (9.4246229 47.5169023, 9.4245434 47.5169201, 9.423993 47.5170434, 9.4239178 47.5170584)",,,,,,,
259194252,Sonnenhügelstrasse,tertiary,50,False,False,118.883,"LINESTRING (9.4246229 47.5169023, 9.4245644 47.5159578, 9.4245617 47.5159148, 9.4245503 47.5158344)",,,,,,,
747451111,Sonnenhügelstrasse,tertiary,,False,True,102.812,"LINESTRING (9.4246229 47.5169023, 9.4246354 47.5170258, 9.4247511 47.5178228)",,,,,,,
79927638,Römerstrasse,residential,30,False,False,126.551,"LINESTRING (9.4289302 47.5152532, 9.4290722 47.5153101, 9.4291481 47.5153406, 9.4292682 47.5154017, 9.4293172 47.5154676, 9.4293991 47.5162573)",,,,,,,
"[969777282, 79927638]",Römerstrasse,residential,30,False,True,271.478,"LINESTRING (9.4289302 47.5152532, 9.428845 47.5152119, 9.4288257 47.5152029, 9.4287367 47.5151613, 9.4285175 47.5150589, 9.4283306 47.5150077, 9.4276039 47.5148086, 9.4271173 47.5146753, 9.4269687 47.5146346, 9.4269307 47.5146274, 9.4268999 47.5146215, 9.4257299 47.5145346, 9.4256927 47.5145301, 9.4256545 47.514522, 9.4256223 47.5145093, 9.4255654 47.5144745)",,,,,,,
79927643,Alemannenstrasse,residential,30,False,True,118.734,"LINESTRING (9.4289302 47.5152532, 9.4289373 47.5151485, 9.4289389 47.515125, 9.4289686 47.5146443, 9.4289892 47.5142264, 9.4289909 47.5141862)",,,4.9,,,,
79927663,Thomas-Bornhauser-Strasse,residential,30,False,True,38.483999999999995,"LINESTRING (9.4289302 47.5152532, 9.4289215 47.5152904, 9.428889 47.5153235, 9.4288632 47.515343, 9.4288346 47.5153539, 9.4287988 47.5153602, 9.42851 47.5153485)",,,6.4,,,,
79927655,Gartenstrasse,residential,30,False,False,14.407,"LINESTRING (9.4258236 47.5165712, 9.4257835 47.5164445)",,,,,,,
79927655,Gartenstrasse,residential,30,False,True,117.869,"LINESTRING (9.4258236 47.5165712, 9.4264013 47.5175568)",,,,,,,
79927651,Gäbrisstrasse,residential,30,False,False,98.47,"LINESTRING (9.4258236 47.5165712, 9.425476 47.5166585, 9.4251923 47.5167848, 9.4251749 47.5167914, 9.4250608 47.5168343, 9.4249231 47.5168591, 9.4247669 47.5168751, 9.4246997 47.5168878, 9.4246229 47.5169023)",,,,,,,
79927663,Thomas-Bornhauser-Strasse,residential,30,False,True,114.005,"LINESTRING (9.42851 47.5153485, 9.4269953 47.5152806)",,,6.4,,,,
79927663,Thomas-Bornhauser-Strasse,residential,30,False,False,38.48400000000001,"LINESTRING (9.42851 47.5153485, 9.4287988 47.5153602, 9.4288346 47.5153539, 9.4288632 47.515343, 9.428889 47.5153235, 9.4289215 47.5152904, 9.4289302 47.5152532)",,,6.4,,,,
79927658,Brühlstrasse,residential,,False,True,90.441,"LINESTRING (9.4240062 47.5121004, 9.4240552 47.5121055, 9.4251424 47.5122196, 9.4251962 47.5122249)",,,,,,,
79927655,Gartenstrasse,residential,30,False,False,102.913,"LINESTRING (9.4269385 47.5184082, 9.4269039 47.5183519, 9.4266549 47.5179476, 9.4264013 47.5175568)",,,,,,,
747451112,Romanshornerstrasse,primary,50,False,False,74.637,"LINESTRING (9.4269385 47.5184082, 9.4275221 47.518166, 9.4277806 47.5180518)",2,,,13,,,
747451112,Romanshornerstrasse,primary,50,False,True,59.373000000000005,"LINESTRING (9.4269385 47.5184082, 9.4268501 47.5184436, 9.4262571 47.518679)",2,,,13,,,
162174644,Seilerstrasse,residential,,False,False,105.544,"LINESTRING (9.4270066 47.5133867, 9.4283842 47.5135743)",,,,,,,
79927657,Pestalozzistrasse,residential,30,False,False,46.464,"LINESTRING (9.4270066 47.5133867, 9.4270458 47.5131709, 9.4270848 47.5129722)",,,,,,,
79927657,Pestalozzistrasse,residential,30,False,True,74.618,"LINESTRING (9.4270066 47.5133867, 9.4268631 47.5140106, 9.4268478 47.5140489)",,,,,,,
162174644,Seilerstrasse,residential,,False,True,154.521,"LINESTRING (9.4270066 47.5133867, 9.4266126 47.5133453, 9.4264112 47.5133346, 9.4262098 47.5133376, 9.4256373 47.5133457, 9.425257 47.5133412, 9.42503 47.5133228, 9.4249569 47.5133169)",,,,,,,
79932297,Zelgstrasse,residential,,False,False,144.59900000000002,"LINESTRING (9.4307973 47.5170712, 9.4308249 47.517114, 9.4314056 47.5180142, 9.4315399 47.5181332, 9.4316495 47.5182304)",,,,,,,
958391917,Romanshornerstrasse,primary,50,False,False,96.57800000000002,"LINESTRING (9.4307973 47.5170712, 9.4312556 47.5169032, 9.4312999 47.516887, 9.4314024 47.5168498, 9.4315052 47.5168114, 9.4315603 47.5167919, 9.4316809 47.5167507, 9.4317765 47.5167177, 9.4318671 47.5166947, 9.4319451 47.516687)",2,,,13,,,
958391917,Romanshornerstrasse,primary,50,False,True,78.173,"LINESTRING (9.4307973 47.5170712, 9.4304163 47.5172204, 9.4303499 47.5172446, 9.4298764 47.5173979)",2,,,13,,,
98642924,Promenadenstrasse,residential,30,False,False,94.35600000000001,"LINESTRING (9.4338887 47.5155035, 9.4338979 47.5154011, 9.4339502 47.5152728, 9.4340749 47.5149378, 9.4341364 47.5148508, 9.434214 47.5147835, 9.4343112 47.5147283)",,,,,,,
98642924,Promenadenstrasse,residential,30,False,True,79.027,"LINESTRING (9.4338887 47.5155035, 9.4338797 47.5156076, 9.4338726 47.5157651, 9.4338592 47.5161286, 9.4338721 47.5162134)",,,,,,,
98642942,,residential,30,False,False,35.129000000000005,"LINESTRING (9.4338887 47.5155035, 9.4339661 47.5155022, 9.4341327 47.5154824, 9.4343475 47.5154468)",,,,,,,
82889400,Walhallastrasse,residential,30,True,False,40.275000000000006,"LINESTRING (9.4358056 47.5165503, 9.4359627 47.516438, 9.4361056 47.5163283, 9.4361219 47.5162677)",,,,,,,
"[82889401, 26766300]",Weitegasse,residential,30,True,False,155.96800000000002,"LINESTRING (9.4358056 47.5165503, 9.4358368 47.5165678, 9.4360823 47.5167612, 9.4362703 47.5169696, 9.436717 47.5174526, 9.4369197 47.5177274)",,,4.9,,,,
"[257575712, 258207841]","['Storchenplatz', 'Walhallastrasse']",residential,,False,False,75.84700000000001,"LINESTRING (9.4358056 47.5165503, 9.4356799 47.5166303, 9.4356307 47.5166807, 9.435543 47.5167199, 9.4354433 47.5167457, 9.4353108 47.5167655, 9.4349187 47.5168197)",,,,,,,
257575714,Gerbergasse,residential,30,True,False,164.446,"LINESTRING (9.4349187 47.5168197, 9.4350033 47.5170863, 9.4351259 47.517357, 9.4351799 47.5174665, 9.4352407 47.5175787, 9.4353933 47.5178542, 9.435558 47.5181534, 9.4355892 47.5182253)",,,,,,,
"[257575712, 258207841]","['Storchenplatz', 'Walhallastrasse']",residential,,False,True,75.847,"LINESTRING (9.4349187 47.5168197, 9.4353108 47.5167655, 9.4354433 47.5167457, 9.435543 47.5167199, 9.4356307 47.5166807, 9.4356799 47.5166303, 9.4358056 47.5165503)",,,,,,,
747451112,Romanshornerstrasse,primary,50,False,False,3.055,"LINESTRING (9.4262221 47.518693, 9.4262571 47.518679)",2,,,13,,,
489944710,Hochkreuzweg,residential,30,False,True,159.80999999999997,"LINESTRING (9.4262221 47.518693, 9.4261823 47.5186321, 9.4259837 47.5183283, 9.4256098 47.5179495, 9.4255749 47.5179215, 9.4254995 47.5179133, 9.4253119 47.5179609, 9.4248607 47.5179994, 9.4247834 47.518006)",,,,,,,
1004807225,Romanshornerstrasse,primary,50,False,True,51.605000000000004,"LINESTRING (9.4262221 47.518693, 9.4260681 47.5187475, 9.4258661 47.518816, 9.425692 47.518868, 9.4256033 47.5188944)",2,,,13,,,
89878058,,residential,,False,False,31.808,"LINESTRING (9.4257962 47.5192055, 9.4253925 47.5192921)",,,,,,,
89878060,Kleine Zelg,residential,,False,True,37.503,"LINESTRING (9.4257962 47.5192055, 9.4256033 47.5188944)",,,,,,,
747451112,Romanshornerstrasse,primary,50,False,False,24.721,"LINESTRING (9.4277806 47.5180518, 9.4280694 47.5179451)",2,,,13,,,
747451112,Romanshornerstrasse,primary,50,False,True,74.637,"LINESTRING (9.4277806 47.5180518, 9.4275221 47.518166, 9.4269385 47.5184082)",2,,,13,,,
89878058,,residential,,False,True,31.808,"LINESTRING (9.4253925 47.5192921, 9.4257962 47.5192055)",,,,,,,
89878060,Kleine Zelg,residential,,False,False,37.503,"LINESTRING (9.4256033 47.5188944, 9.4257962 47.5192055)",,,,,,,
257931734,Romanshornerstrasse,primary,50,False,True,34.593,"LINESTRING (9.4256033 47.5188944, 9.4253825 47.5189529, 9.4253153 47.5189675, 9.4252427 47.5189833, 9.4251698 47.5189992)",2,,,13,,,
1004807225,Romanshornerstrasse,primary,50,False,False,51.605,"LINESTRING (9.4256033 47.5188944, 9.425692 47.518868, 9.4258661 47.518816, 9.4260681 47.5187475, 9.4262221 47.518693)",2,,,13,,,
"[176557201, 176557203]",Wassergasse,residential,,False,True,158.71,"LINESTRING (9.4325414 47.5192736, 9.4326804 47.519239, 9.4329735 47.5191606, 9.4337664 47.518823, 9.4342454 47.518619, 9.4343693 47.5185663)",,,,,,,
79927663,Thomas-Bornhauser-Strasse,residential,30,False,False,114.005,"LINESTRING (9.4269953 47.5152806, 9.42851 47.5153485)",,,6.4,,,,
