osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry,lanes,access,width
19724912,False,Via Serafino Balestra,secondary,50,True,126.234,,"LINESTRING (8.9557397 46.0080165, 8.9558521 46.0080091, 8.9572221 46.0078027, 8.9573391 46.0077851)",3,,
35068322,True,Corso Elvezia,secondary,50,False,59.546,,"LINESTRING (8.9557397 46.0080165, 8.9557148 46.0079328, 8.9556803 46.0074834)",,,
37668262,False,Via Serafino Balestra,secondary,50,False,100.833,,"LINESTRING (8.9557397 46.0080165, 8.9555592 46.0080109, 8.9549682 46.0079729, 8.9544398 46.0079338)",2,,
25147585,True,Via Luigi Lavizzari,residential,,False,118.868,,"LINESTRING (8.9581251 46.0067788, 8.9582303 46.0057123)",,,
174516594,True,Via Luigi Lavizzari,residential,,False,111.022,,"LINESTRING (8.9581251 46.0067788, 8.9580874 46.0077769)",,,
25147590,True,Via Luigi Canonica,residential,,False,132.342,,"LINESTRING (8.9573601 46.0067498, 8.9560186 46.0066795, 8.9556515 46.0066595)",,,
174518254,True,Via Luigi Canonica,residential,,False,59.173,,"LINESTRING (8.9573601 46.0067498, 8.9574203 46.0067532, 8.9581251 46.0067788)",,,
19724912,False,Via Serafino Balestra,secondary,50,False,57.804,,"LINESTRING (8.9580874 46.0077769, 8.9574745 46.0077813, 8.9573391 46.0077851)",3,,
174518255,True,Via Pasquale Lucchini,residential,30,False,55.328,,"LINESTRING (8.9573412 46.0072472, 8.9573601 46.0067498)",,,
"[35067377, 1088932452]",False,Via Giovanni Nizzola,tertiary,50,True,23.991,404,"LINESTRING (8.9529902 46.0058975, 8.9529443 46.0057953, 8.9529002 46.005691)",,,
35067740,False,Corso Pestalozzi,secondary,50,False,52.922000000000004,399,"LINESTRING (8.9529902 46.0058975, 8.9531359 46.0058679, 8.9536479 46.005764)",,,
"[35067741, 1238033541]",True,Corso Pestalozzi,secondary,50,False,89.709,399,"LINESTRING (8.9518729 46.006118, 8.9527852 46.0059382, 8.9529054 46.0059143, 8.9529902 46.0058975)",,,
"[37686588, 1088932453, 1238033542]",False,Via Pretorio,tertiary,50,False,23.936,404,"LINESTRING (8.9518729 46.006118, 8.9518583 46.006082, 8.9518301 46.0060121, 8.9517889 46.0059108)",,,
1167600316,True,Via Emilio Bossi,residential,,False,130.904,,"LINESTRING (8.9540022 46.0069308, 8.9542671 46.0068872, 8.9556515 46.0066595)",,,
"[35459056, 1167600317]",True,Via Giovan Battista Pioda,secondary,50,False,71.458,399,"LINESTRING (8.9540022 46.0069308, 8.9541877 46.0073542, 8.9542748 46.0075449)",,,
26418598,True,Via Gerolamo Vegezzi,residential,,False,69.557,,"LINESTRING (8.9526772 46.0047408, 8.9518189 46.0045514)",,,
"[25148204, 25147589]",True,"['Via della Posta', 'Via Giovanni Nizzola']",tertiary,50,False,121.428,404,"LINESTRING (8.9526772 46.0047408, 8.9524868 46.005154, 8.9524846 46.0051882, 8.9524921 46.0052415, 8.9525189 46.0052844, 8.9525619 46.0053179, 8.9526826 46.0053459, 8.9527603 46.0053794, 8.9527926 46.0054337, 8.9528222 46.0055156, 8.9528377 46.0055564, 8.9528821 46.0056484, 8.9529002 46.005691)",,,
25219630,True,Via Cantonale,secondary,50,False,50.176,399,"LINESTRING (8.9498979 46.0069794, 8.9499441 46.0069016, 8.9500487 46.0067749, 8.9502356 46.006596)",2,,
"[25295428, 390326783]",False,"['Via Giuseppe Zoppi', 'Salita dei Frati']",residential,,True,280.334,,"LINESTRING (8.9498979 46.0069794, 8.9497886 46.0070505, 8.9496056 46.007133, 8.9495525 46.0071791, 8.9495525 46.0072331, 8.9495981 46.0073095, 8.9496786 46.0073971, 8.9497027 46.0074585, 8.9497108 46.0076374, 8.9496732 46.0076802, 8.9496008 46.00771, 8.9494318 46.0077454, 8.9493111 46.0076132, 8.9492038 46.0075293, 8.9490826 46.0074497, 8.9489485 46.0073379, 8.9488552 46.0073095, 8.9487607 46.0073137, 8.9485661 46.0073677, 8.9484872 46.0074343, 8.9481717 46.0077008, 8.9480956 46.0078018, 8.9480466 46.007932)",1,permissive,
25335269,True,Via Giuseppe Curti,residential,50,False,85.796,,"LINESTRING (8.9549544 46.0093445, 8.9560035 46.0090907)",,,
32789474,True,Via Giuseppe Curti,residential,30,False,128.248,,"LINESTRING (8.9560035 46.0090907, 8.9569242 46.0089551, 8.9575561 46.0088676, 8.9576298 46.0088576)",,,
19589856,True,Via Bertaro Lambertenghi,residential,30,False,57.977,,"LINESTRING (8.9576298 46.0088576, 8.9576334 46.00887, 8.957765 46.0093185, 8.9577797 46.0093685)",1,,
27265332,False,Piazza Alessandro Manzoni,tertiary,50,False,35.461,404,"LINESTRING (8.9531663 46.0035835, 8.9531411 46.0036746, 8.9530798 46.0038967)",2,,
"[28400804, 28298494]",False,Riva Giocondo Albertolli,secondary,30,False,261.258,,"LINESTRING (8.9531663 46.0035835, 8.9533364 46.0035956, 8.9537312 46.0036159, 8.9540547 46.0036467, 8.9545906 46.0037033, 8.9549154 46.0037366, 8.9552407 46.0037707, 8.9553217 46.0037846, 8.9553899 46.0038067, 8.9554578 46.003839, 8.9555073 46.0038728, 8.9555508 46.0039127, 8.9555792 46.0039544, 8.9555999 46.0039961, 8.955609 46.004048, 8.9556064 46.0041242, 8.9555441 46.0045334)",2,,
27265332,False,Piazza Alessandro Manzoni,tertiary,50,True,35.461,404,"LINESTRING (8.9530798 46.0038967, 8.9531411 46.0036746, 8.9531663 46.0035835)",2,,
"[25148204, 27516221]",True,"['Via della Posta', 'Via degli Albrizzi']",tertiary,50,False,99.08,404,"LINESTRING (8.9530798 46.0038967, 8.95307 46.0039654, 8.9528917 46.0043195, 8.9526772 46.0047408)",,,
19724911,True,Corso Elvezia,tertiary,50,False,72.645,,"LINESTRING (8.9558419 46.0084471, 8.9560035 46.0090907)",,,
27868484,True,Via Greina,residential,50,False,96.548,,"LINESTRING (8.9545945 46.0083999, 8.9549092 46.0083977, 8.9558419 46.0084471)",,,5
"[35459017, 1169242862]",True,Via Carlo Maderno,secondary,50,False,108.66900000000001,399,"LINESTRING (8.9545945 46.0083999, 8.9546679 46.0086177, 8.9549276 46.0092663, 8.9549544 46.0093445)",,,
35459056,True,Via Giovan Battista Pioda,secondary,50,False,45.082,399,"LINESTRING (8.9542748 46.0075449, 8.9544398 46.0079338)",,,
27868486,True,Via Alberto Giacometti,residential,,False,108.765,,"LINESTRING (8.9542748 46.0075449, 8.9545127 46.0075345, 8.9556803 46.0074834)",,,5
35068322,True,Corso Elvezia,secondary,50,False,42.518,,"LINESTRING (8.9556803 46.0074834, 8.9556696 46.0071011)",,,
33003252,True,Via Giovan Battista Pioda,secondary,50,False,53.599000000000004,399,"LINESTRING (8.9538442 46.0064617, 8.9539838 46.0068951, 8.9540022 46.0069308)",,,
27938013,True,Via Carlo Frasca,residential,,False,47.399,,"LINESTRING (8.9556305 46.0062001, 8.9550277 46.0062801)",,,5
1167600315,True,Corso Elvezia,secondary,50,False,68.622,,"LINESTRING (8.9556305 46.0062001, 8.9555798 46.0056519, 8.9555744 46.0055842)",,,
28271769,False,Via Giuglielmo Marconi,residential,,False,24.779,,"LINESTRING (8.9536606 46.0039751, 8.9539785 46.0040051)",,,
28271769,False,Via Giuglielmo Marconi,residential,,True,24.779,,"LINESTRING (8.9539785 46.0040051, 8.9536606 46.0039751)",,,
"[28271771, 28271773]",True,"['Via Guglielmo Marconi', 'Via Stauffacher']",residential,,False,114.895,,"LINESTRING (8.9539785 46.0040051, 8.9545183 46.0040571, 8.9548531 46.0040894, 8.9547444 46.0045025)",,,
"[25147588, 25219630]",True,"['Corso Pestalozzi', 'Via Cantonale']",secondary,50,False,140.012,399,"LINESTRING (8.9502356 46.006596, 8.9503359 46.0065123, 8.9504347 46.0064539, 8.9505405 46.0063977, 8.9505583 46.0063921, 8.9506511 46.0063631, 8.9508615 46.0063247, 8.9518729 46.006118)",2,,
28283618,True,Via Ferruccio Pelli,residential,,False,141.194,,"LINESTRING (8.9502356 46.006596, 8.9503813 46.0067041, 8.9505723 46.0069722, 8.9507442 46.0072341, 8.9508498 46.0074023, 8.9509323 46.0076091, 8.9509703 46.0077432)",,,
28283618,True,Via Ferruccio Pelli,residential,,False,74.93599999999999,,"LINESTRING (8.9509703 46.0077432, 8.9510787 46.0083192, 8.9510948 46.0083658, 8.9511458 46.0083937)",,,
25219926,True,Via Ginevra,secondary,50,False,25.851,399,"LINESTRING (8.9514371 46.0082814, 8.9512048 46.0083602, 8.9511458 46.0083937)",2,,
28283620,True,Via Ferruccio Pelli,residential,,False,73.27799999999999,,"LINESTRING (8.9514371 46.0082814, 8.9511077 46.0077794, 8.9510707 46.0077529, 8.9509703 46.0077432)",,,
33390731,False,Via Dufour,residential,30,False,92.56,,"LINESTRING (8.9514371 46.0082814, 8.9518758 46.0089978, 8.9519062 46.0090474)",1,,
19589848,True,Via Pretorio,tertiary,50,False,125.494,,"LINESTRING (8.9522783 46.0072109, 8.9521307 46.0068135, 8.9518729 46.006118)",3,,
25147584,True,Via Emilio Bossi,residential,,False,136.744,,"LINESTRING (8.9522783 46.0072109, 8.9527432 46.0071335, 8.9533941 46.0070236, 8.9540022 46.0069308)",,,
27516220,True,Via Canova,residential,,False,61.861999999999995,,"LINESTRING (8.9555441 46.0045334, 8.9554079 46.0045281, 8.9553365 46.0045254, 8.9548878 46.004508, 8.9547444 46.0045025)",,,
"[28400804, 28298494]",False,Riva Giocondo Albertolli,secondary,30,True,261.258,,"LINESTRING (8.9555441 46.0045334, 8.9556064 46.0041242, 8.955609 46.004048, 8.9555999 46.0039961, 8.9555792 46.0039544, 8.9555508 46.0039127, 8.9555073 46.0038728, 8.9554578 46.003839, 8.9553899 46.0038067, 8.9553217 46.0037846, 8.9552407 46.0037707, 8.9549154 46.0037366, 8.9545906 46.0037033, 8.9540547 46.0036467, 8.9537312 46.0036159, 8.9533364 46.0035956, 8.9531663 46.0035835)",2,,
"[516706739, 33174660]",False,"[""Piazza dell'Indipendenza"", 'Corso Elvezia']",secondary,"['50', '30']",False,101.63000000000001,,"LINESTRING (8.9555441 46.0045334, 8.9555377 46.004569, 8.9555339 46.0045905, 8.9555016 46.0047879, 8.9555001 46.0048815, 8.955516 46.0051189, 8.9555414 46.0054391, 8.955542 46.0054449)",,,
"[28271770, 27516220]",True,"['Via Guglielmo Marconi', 'Via Canova']",residential,,False,119.46799999999999,,"LINESTRING (8.9547444 46.0045025, 8.9544326 46.0044905, 8.9542507 46.0044834, 8.9538747 46.0044689, 8.9539785 46.0040051)",,,
27566086,True,Piazza dell'Indipendenza,residential,,False,121.649,,"LINESTRING (8.9547444 46.0045025, 8.9547872 46.004775, 8.9549125 46.0055011, 8.9549186 46.0055896)",,,
27938013,True,Via Carlo Frasca,residential,,False,93.61,,"LINESTRING (8.9550277 46.0062801, 8.9538442 46.0064617)",,,5
33390746,True,Via Vincenzo D'Alberti,residential,30,False,77.80900000000001,,"LINESTRING (8.9509692 46.0092769, 8.9511232 46.0092829, 8.9519062 46.0090474)",,,
33390731,False,Via Dufour,residential,30,True,92.56,,"LINESTRING (8.9519062 46.0090474, 8.9518758 46.0089978, 8.9514371 46.0082814)",1,,
33428762,True,Via Vincenzo D'Alberti,residential,30,False,94.206,,"LINESTRING (8.9519062 46.0090474, 8.9522529 46.0089353, 8.9530185 46.0086997)",,,
1235294427,True,Viale Stefano Franscini,secondary,50,False,94.44000000000001,399,"LINESTRING (8.9530185 46.0086997, 8.9526274 46.0079861, 8.9525912 46.0079041)",3,,
33174660,False,Piazza dell'Indipendenza,secondary,30,False,15.69,,"LINESTRING (8.955542 46.0054449, 8.9555744 46.0055842)",,,
"[516706739, 33174660]",False,"[""Piazza dell'Indipendenza"", 'Corso Elvezia']",secondary,"['30', '50']",True,101.63000000000001,,"LINESTRING (8.955542 46.0054449, 8.9555414 46.0054391, 8.955516 46.0051189, 8.9555001 46.0048815, 8.9555016 46.0047879, 8.9555339 46.0045905, 8.9555377 46.004569, 8.9555441 46.0045334)",,,
33094035,True,Via Pietro Bianchi,living_street,10,False,77.447,,"LINESTRING (8.9549186 46.0055896, 8.9549435 46.0059657, 8.9549623 46.0060645, 8.9550277 46.0062801)",,,
35067386,False,Piazza dell'Indipendenza,tertiary,50,True,25.011000000000003,,"LINESTRING (8.9549186 46.0055896, 8.9550575 46.0055876, 8.955093 46.0055877, 8.9552424 46.0055879)",,,
222033714,True,Corso Pestalozzi,tertiary,50,False,100.414,,"LINESTRING (8.9549186 46.0055896, 8.9547218 46.0055946, 8.9545253 46.0056114, 8.9542921 46.0056409, 8.9537185 46.0057521, 8.9536479 46.005764)",,,
131881382,True,Via Pasquale Lucchini,residential,30,False,120.074,,"LINESTRING (8.9573219 46.0056703, 8.9573224 46.0057149, 8.9573599 46.0066744, 8.9573601 46.0067498)",,,
253638853,False,Viale Carlo Cattaneo,secondary,50,False,70.316,399,"LINESTRING (8.9573219 46.0056703, 8.9575348 46.0056792, 8.9582303 46.0057123)",,,
"[19546259, 253638853]",False,Viale Carlo Cattaneo,secondary,50,True,135.319,399,"LINESTRING (8.9573219 46.0056703, 8.9569688 46.0056515, 8.9567326 46.0056413, 8.9563765 46.0056205, 8.9561555 46.0056091, 8.9557685 46.0055891, 8.9555744 46.0055842)",,,
35067386,False,Piazza dell'Indipendenza,tertiary,50,True,25.645,,"LINESTRING (8.9552424 46.0055879, 8.9555744 46.0055842)",,,
35067386,False,Piazza dell'Indipendenza,tertiary,50,False,25.011,,"LINESTRING (8.9552424 46.0055879, 8.955093 46.0055877, 8.9550575 46.0055876, 8.9549186 46.0055896)",,,
148120660,True,Corso Pestalozzi,tertiary_link,,False,28.106,,"LINESTRING (8.9552424 46.0055879, 8.9554184 46.0055109, 8.955542 46.0054449)",1,,
680392656,True,Via Antonio Fusoni,residential,30,False,45.436,,"LINESTRING (8.9577797 46.0093685, 8.9572048 46.0094553)",,,
"[35077376, 35077392, 35095762, 1236038131, 19589849]",True,"['Via Pretorio', 'Via Massimiliano Magatti']",tertiary,50,False,158.185,404,"LINESTRING (8.9517889 46.0059108, 8.9517542 46.0058315, 8.9517279 46.0057611, 8.9516947 46.0056821, 8.951677 46.0056398, 8.9515292 46.0052658, 8.9515185 46.0052136, 8.9515283 46.0051245, 8.9517253 46.0046609, 8.9518189 46.0045514)",,,
"[37686588, 1088932453, 1238033542]",False,Via Pretorio,tertiary,50,True,23.936,404,"LINESTRING (8.9517889 46.0059108, 8.9518301 46.0060121, 8.9518583 46.006082, 8.9518729 46.006118)",,,
"[35067377, 1088932452]",False,Via Giovanni Nizzola,tertiary,50,False,23.991,404,"LINESTRING (8.9529002 46.005691, 8.9529443 46.0057953, 8.9529902 46.0058975)",,,
"[25219926, 25219927]",True,"['Via Ginevra', 'Via Ferruccio Pelli']",secondary,50,False,99.42299999999999,399,"LINESTRING (8.9511458 46.0083937, 8.9511157 46.008437, 8.9509692 46.0092769)",2,,
33003252,True,Via Giovan Battista Pioda,secondary,50,False,79.048,399,"LINESTRING (8.9536479 46.005764, 8.9536687 46.0058379, 8.9537076 46.0059726, 8.9537672 46.0061859, 8.9538442 46.0064617)",,,
35067740,False,Corso Pestalozzi,secondary,50,True,52.922000000000004,399,"LINESTRING (8.9536479 46.005764, 8.9531359 46.0058679, 8.9529902 46.0058975)",,,
"[25295428, 390326783]",False,"['Via Giuseppe Zoppi', 'Salita dei Frati']",residential,,False,280.334,,"LINESTRING (8.9480466 46.007932, 8.9480956 46.0078018, 8.9481717 46.0077008, 8.9484872 46.0074343, 8.9485661 46.0073677, 8.9487607 46.0073137, 8.9488552 46.0073095, 8.9489485 46.0073379, 8.9490826 46.0074497, 8.9492038 46.0075293, 8.9493111 46.0076132, 8.9494318 46.0077454, 8.9496008 46.00771, 8.9496732 46.0076802, 8.9497108 46.0076374, 8.9497027 46.0074585, 8.9496786 46.0073971, 8.9495981 46.0073095, 8.9495525 46.0072331, 8.9495525 46.0071791, 8.9496056 46.007133, 8.9497886 46.0070505, 8.9498979 46.0069794)",1,permissive,
