osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,access,width,junction
673444068,True,1,Untere Zollgasse,tertiary,40,False,11.589,,"LINESTRING (7.4873091 46.9577926, 7.4872924 46.9578962)",,,
94231666,True,1,Bernstrasse,secondary,50,False,8.118,234,"LINESTRING (7.4873091 46.9577926, 7.4872829 46.957794, 7.4872442 46.9577881, 7.4872115 46.9577712)",,,
311900076,False,2,Bernstrasse,secondary,50,False,126.05300000000001,234,"LINESTRING (7.4893766 46.9582972, 7.489627 46.9583141, 7.4898194 46.9583208, 7.4900328 46.9583116, 7.4907877 46.958261, 7.4910319 46.9582568)",,,
311900076,False,2,Bernstrasse,secondary,50,True,94.914,234,"LINESTRING (7.4893766 46.9582972, 7.4892076 46.9582737, 7.4890016 46.9582387, 7.4889043 46.9582213, 7.488713 46.958187, 7.4884286 46.9581349, 7.4882622 46.9580935, 7.4881734 46.9580688)",,,
1250212409,False,,Grubenstrasse,residential,,False,151.725,,"LINESTRING (7.4893766 46.9582972, 7.4893458 46.9583688, 7.4892814 46.9585151, 7.4891292 46.9588546, 7.4890072 46.9591527, 7.488988 46.9591931, 7.4888052 46.9596047)",,,
"[627541403, 4882566]",False,2,Obere Zollgasse,tertiary,40,False,59.099000000000004,,"LINESTRING (7.4868058 46.9569211, 7.4869782 46.9572682, 7.4870088 46.9573297, 7.487027 46.9573787, 7.4870313 46.9574281)",,,
26167596,False,2,Obere Zollgasse,tertiary,40,False,247.92800000000003,,"LINESTRING (7.4868058 46.9569211, 7.4867451 46.9568054, 7.4864925 46.9562944, 7.4864611 46.9562419, 7.4860448 46.955396, 7.485809 46.954903, 7.4857651 46.9548078)",,,
37044380,False,,Zossstrasse,residential,,False,141.87,,"LINESTRING (7.4868058 46.9569211, 7.4872113 46.9568185, 7.4875257 46.9567388, 7.487962 46.9566284, 7.4885584 46.9564774)",,,
44610933,False,2,Untere Zollgasse,tertiary,40,False,22.07,,"LINESTRING (7.488223 46.9602082, 7.4881772 46.9604042)",,,
20145534,False,,Grubenstrasse,residential,,True,83.09100000000001,,"LINESTRING (7.488223 46.9602082, 7.488291 46.9601882, 7.488344 46.9601668, 7.4883955 46.9601423, 7.4884304 46.9601211, 7.4884663 46.9600897, 7.4885474 46.9600113, 7.4886007 46.9599507, 7.4886708 46.9598505, 7.4887243 46.9597624, 7.4888052 46.9596047)",,,
44610933,False,2,Untere Zollgasse,tertiary,40,True,53.018,,"LINESTRING (7.488223 46.9602082, 7.4882333 46.9601209, 7.4882242 46.9599607, 7.4882042 46.9598254, 7.4881842 46.9597335)",,,
20145670,False,2,Unterdorfstrasse,residential,40,False,180.173,,"LINESTRING (7.4910319 46.9582568, 7.4910506 46.9584997, 7.4910739 46.9586437, 7.4911405 46.958808, 7.4912095 46.9589784, 7.491238 46.9590487, 7.4912573 46.9590964, 7.4912649 46.9591147, 7.4913531 46.9593261, 7.4914826 46.9596563, 7.4915498 46.9598323)",,,
20153201,False,2,Mitteldorfstrasse,residential,50,False,385.7300000000001,,"LINESTRING (7.4910319 46.9582568, 7.4909918 46.9579996, 7.4908857 46.9577446, 7.4906619 46.9573369, 7.4905502 46.9571335, 7.4903794 46.9568223, 7.4902879 46.9566741, 7.4902597 46.956626, 7.4901691 46.9564661, 7.4899569 46.9560807, 7.4895807 46.9554465, 7.4895306 46.955362, 7.4894919 46.9553079, 7.4894043 46.9551854, 7.4893816 46.9551442, 7.4893709 46.9551102, 7.4893688 46.9550799, 7.4893895 46.9549976)",,,
311900076,False,2,Bernstrasse,secondary,50,False,193.85900000000004,234,"LINESTRING (7.4910319 46.9582568, 7.4912207 46.9582653, 7.4917239 46.9583023, 7.4920298 46.9583292, 7.492263 46.9583444, 7.492427 46.9583402, 7.4925557 46.9583181, 7.4926739 46.9582903, 7.4927818 46.9582603, 7.4928479 46.958238, 7.4929031 46.9582164, 7.4929981 46.9581736, 7.4933044 46.9580068, 7.4934074 46.9579473)",,,
311900076,False,2,Bernstrasse,secondary,50,True,126.053,234,"LINESTRING (7.4910319 46.9582568, 7.4907877 46.958261, 7.4900328 46.9583116, 7.4898194 46.9583208, 7.489627 46.9583141, 7.4893766 46.9582972)",,,
311900076,False,2,Bernstrasse,secondary,50,False,94.914,234,"LINESTRING (7.4881734 46.9580688, 7.4882622 46.9580935, 7.4884286 46.9581349, 7.488713 46.958187, 7.4889043 46.9582213, 7.4890016 46.9582387, 7.4892076 46.9582737, 7.4893766 46.9582972)",,,
