osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,maxspeed,tunnel,ref,junction,width
403861613,Rainweg,residential,False,False,42.273,,"LINESTRING (8.5452748 47.0508673, 8.545535 47.050531)",,,,,,
"[27373481, 163500689]",Vogelsangstrasse,residential,False,False,57.03,yes,"LINESTRING (8.5452748 47.0508673, 8.5453315 47.0509163, 8.5455382 47.0510949, 8.5455645 47.0511176, 8.5457549 47.051262)",,,,,,
27373481,Vogelsangstrasse,residential,False,True,52.480000000000004,,"LINESTRING (8.5452748 47.0508673, 8.54515 47.0508209, 8.5450683 47.0507905, 8.5447133 47.0507013, 8.5446391 47.0506827)",,,,,,
110306421,Ringstrasse,residential,False,False,98.428,,"LINESTRING (8.5466249 47.0508315, 8.5465875 47.0513219, 8.5468186 47.0516832)",,,,,,
162142956,Vogelsangstrasse,residential,False,False,72.773,,"LINESTRING (8.5466249 47.0508315, 8.5467232 47.0508533, 8.5475129 47.0510804)",,,,,,
162142956,Vogelsangstrasse,residential,False,True,99.012,,"LINESTRING (8.5466249 47.0508315, 8.5463486 47.0507572, 8.5462779 47.0507544, 8.546221 47.0507665, 8.546174 47.0507914, 8.5460385 47.050884, 8.5459488 47.0509638, 8.5458172 47.0511955, 8.5457549 47.051262)",,,,,,
27373480,Ringstrasse,residential,False,True,63.325,,"LINESTRING (8.5475129 47.0510804, 8.5473268 47.0516356)",,,,,,
"[162142955, 722630549, 722630550]",Vogelsangstrasse,residential,False,False,144.872,yes,"LINESTRING (8.5475129 47.0510804, 8.5477161 47.0507098, 8.5477405 47.0506653, 8.5478978 47.0503783, 8.5479254 47.0503167, 8.5480344 47.0500737, 8.5482036 47.0499025, 8.548227 47.0498789)",,,,,,
162142956,Vogelsangstrasse,residential,False,True,72.773,,"LINESTRING (8.5475129 47.0510804, 8.5467232 47.0508533, 8.5466249 47.0508315)",,,,,,
"[1220303334, 162142950]",Parkstrasse,residential,False,False,65.134,,"LINESTRING (8.548227 47.0498789, 8.547756 47.0496417, 8.5477199 47.0496223, 8.5476931 47.0496042, 8.5476688 47.0495832, 8.5476452 47.0495543, 8.5476297 47.0495233, 8.5476208 47.0494867)",2,"['30', '50']",,,,
"[545453819, 282734965, 282734967]",Parkstrasse,residential,False,True,49.885,,"LINESTRING (8.548227 47.0498789, 8.5485155 47.0500134, 8.5487474 47.0501224, 8.5487703 47.0501323)",2,30,yes,,,
"[162142955, 722630549, 722630550]",Vogelsangstrasse,residential,False,True,144.87199999999999,yes,"LINESTRING (8.548227 47.0498789, 8.5482036 47.0499025, 8.5480344 47.0500737, 8.5479254 47.0503167, 8.5478978 47.0503783, 8.5477405 47.0506653, 8.5477161 47.0507098, 8.5475129 47.0510804)",,,,,,
"[204259921, 32062919]",Mythenstrasse,residential,False,True,265.779,,"LINESTRING (8.5497317 47.0504136, 8.5497105 47.0504562, 8.5495755 47.0507191, 8.5495065 47.0508534, 8.5494824 47.0509002, 8.5494547 47.050961, 8.5492045 47.0514678, 8.5489592 47.0519361, 8.548302 47.0525738)",,,,,,
545453819,Parkstrasse,residential,False,False,33.676,,"LINESTRING (8.5497317 47.0504136, 8.5494254 47.0503442, 8.5493106 47.0503167)",2,30,,,,
545453819,Parkstrasse,residential,False,True,54.099999999999994,,"LINESTRING (8.5497317 47.0504136, 8.5499082 47.0504555, 8.5502821 47.0505431, 8.5504064 47.0505729)",2,30,,,,
"[27373482, 172623726]",Parkstrasse,residential,False,False,194.321,,"LINESTRING (8.5544303 47.0522886, 8.5544212 47.0522435, 8.5544148 47.052223, 8.5544062 47.0522029, 8.5543934 47.0521767, 8.554377 47.0521552, 8.5543468 47.0521294, 8.5543116 47.0521081, 8.5541149 47.05202, 8.5538494 47.0519025, 8.5536306 47.0518064, 8.5535145 47.0517547, 8.5535055 47.0517507, 8.553473 47.0517363, 8.5534308 47.0517175, 8.5532656 47.0516439, 8.55319 47.0516119, 8.5530087 47.051534, 8.5524881 47.0513147, 8.5524008 47.0512797)",2,"['50', '30']",,,,
444460298,Bergstrasse,secondary,False,True,32.371,,"LINESTRING (8.5544303 47.0522886, 8.5543796 47.052295, 8.5543332 47.0523032, 8.5542975 47.0523115, 8.5541929 47.0523424, 8.5540313 47.05239)",2,50,,371,,
31750601,Bahnhofstrasse,residential,False,True,37.489,,"LINESTRING (8.5452226 47.0496133, 8.5457137 47.0495721)",2,30,,,,
172623724,Bahnhofstrasse,residential,False,False,47.730999999999995,,"LINESTRING (8.5452226 47.0496133, 8.5448658 47.0496241, 8.5448329 47.0496242, 8.5448048 47.0496231, 8.5447696 47.0496209, 8.5447332 47.0496164, 8.5447028 47.0496121, 8.544598 47.0495932)",2,50,,,,
204264291,Tramweg,residential,False,False,129.463,,"LINESTRING (8.5452226 47.0496133, 8.5451399 47.0496979, 8.5448381 47.0500345, 8.5447563 47.0501213, 8.544294 47.0505904)",,,,,,
27373480,Ringstrasse,residential,False,False,63.325,,"LINESTRING (8.5473268 47.0516356, 8.5475129 47.0510804)",,,,,,
27373480,Ringstrasse,residential,False,True,96.01,,"LINESTRING (8.5473268 47.0516356, 8.5473888 47.052498)",,,,,,
110306415,Ringstrasse,residential,False,True,38.864,,"LINESTRING (8.5473268 47.0516356, 8.5468186 47.0516832)",,,,,,
31750601,Bahnhofstrasse,residential,False,False,59.473,,"LINESTRING (8.5474951 47.0494122, 8.5473633 47.0494246, 8.5467171 47.0494833)",2,30,,,,
1236244983,,residential,True,False,16.483999999999998,,"LINESTRING (8.5474951 47.0494122, 8.5474973 47.0493843, 8.5475068 47.0493659, 8.5475303 47.0493434, 8.5475534 47.0493311, 8.5475886 47.0493218, 8.5476289 47.0493207)",1,50,,,roundabout,
"[32389112, 112452858, 875569615, 1267330887]",Rigistrasse,residential,False,True,60.453,,"LINESTRING (8.5476289 47.0493207, 8.5476215 47.0492257, 8.5476108 47.0491749, 8.5475938 47.0490945, 8.5475665 47.0488315, 8.5475665 47.0488045, 8.5475683 47.0487792)",2,"['50', '30']",yes,,,4
"[1236244984, 1236244985]",,residential,True,False,28.007,,"LINESTRING (8.5476289 47.0493207, 8.5476757 47.0493287, 8.5477046 47.0493435, 8.5477306 47.0493696, 8.5477396 47.0493922, 8.5477335 47.0494308, 8.5477201 47.0494491, 8.547693 47.0494691, 8.547656 47.0494825, 8.5476208 47.0494867)",1,50,,,roundabout,
171247196,,residential,True,False,13.775,,"LINESTRING (8.5476208 47.0494867, 8.5475678 47.0494796, 8.5475383 47.049467, 8.5475105 47.0494444, 8.5474951 47.0494122)",1,50,,,roundabout,
"[162142950, 1220303334]",Parkstrasse,residential,False,True,65.134,,"LINESTRING (8.5476208 47.0494867, 8.5476297 47.0495233, 8.5476452 47.0495543, 8.5476688 47.0495832, 8.5476931 47.0496042, 8.5477199 47.0496223, 8.547756 47.0496417, 8.548227 47.0498789)",2,"['50', '30']",,,,
32062903,Bischofshusen,residential,False,False,126.231,,"LINESTRING (8.5527628 47.0527366, 8.5527221 47.0526563, 8.5526276 47.0524944, 8.552603 47.0524642, 8.552567 47.052433, 8.5525219 47.0524082, 8.5524683 47.0523897, 8.5523436 47.0523668, 8.5518073 47.0522783, 8.5514414 47.0522141)",,,,,,
444460298,Bergstrasse,secondary,False,False,75.65899999999999,,"LINESTRING (8.5527628 47.0527366, 8.5532627 47.052603, 8.5536916 47.0524866)",2,50,,371,,
444460298,Bergstrasse,secondary,False,True,89.416,,"LINESTRING (8.5527628 47.0527366, 8.552459 47.0528193, 8.5520303 47.0529356, 8.5518877 47.0529753, 8.5516671 47.0530355)",2,50,,371,,
32062909,Sportplatzweg,residential,False,False,56.665,,"LINESTRING (8.5520675 47.0517357, 8.5521824 47.0515694, 8.552375 47.0513083, 8.5524008 47.0512797)",,,,,,
32062909,Sportplatzweg,residential,False,True,56.66499999999999,,"LINESTRING (8.5524008 47.0512797, 8.552375 47.0513083, 8.5521824 47.0515694, 8.5520675 47.0517357)",,,,,,
172623726,Parkstrasse,residential,False,False,36.909,,"LINESTRING (8.5524008 47.0512797, 8.5522848 47.0512325, 8.5520172 47.0511349, 8.5519748 47.0511188)",2,30,,,,
"[27373482, 172623726]",Parkstrasse,residential,False,True,194.32100000000003,,"LINESTRING (8.5524008 47.0512797, 8.5524881 47.0513147, 8.5530087 47.051534, 8.55319 47.0516119, 8.5532656 47.0516439, 8.5534308 47.0517175, 8.553473 47.0517363, 8.5535055 47.0517507, 8.5535145 47.0517547, 8.5536306 47.0518064, 8.5538494 47.0519025, 8.5541149 47.05202, 8.5543116 47.0521081, 8.5543468 47.0521294, 8.554377 47.0521552, 8.5543934 47.0521767, 8.5544062 47.0522029, 8.5544148 47.052223, 8.5544212 47.0522435, 8.5544303 47.0522886)",2,"['30', '50']",,,,
32062912,Sonnhaldestrasse,residential,False,False,400.90600000000006,,"LINESTRING (8.5540313 47.05239, 8.5540583 47.0524256, 8.5543399 47.0526, 8.5547078 47.0528383, 8.5547436 47.052969, 8.5548856 47.0532104, 8.5549107 47.0532732, 8.5548671 47.0533551, 8.5547744 47.0534106, 8.5546393 47.0534283, 8.5545466 47.0534849, 8.5544884 47.0535816, 8.5544602 47.0536704, 8.5543886 47.0544466, 8.5542709 47.0546063, 8.5542624 47.0547802, 8.5543508 47.0550017, 8.5543182 47.055139, 8.5542478 47.0552674, 8.5542179 47.0553444, 8.5541855 47.0555846)",,,,,,5
444460298,Bergstrasse,secondary,False,False,32.371,,"LINESTRING (8.5540313 47.05239, 8.5541929 47.0523424, 8.5542975 47.0523115, 8.5543332 47.0523032, 8.5543796 47.052295, 8.5544303 47.0522886)",2,50,,371,,
444460298,Bergstrasse,secondary,False,True,27.887999999999998,,"LINESTRING (8.5540313 47.05239, 8.5538594 47.0524393, 8.5537993 47.0524566, 8.5536916 47.0524866)",2,50,,371,,
545453820,Parkstrasse,residential,False,True,9.02,,"LINESTRING (8.5504064 47.0505729, 8.5505183 47.0506006)",2,30,,,,
32062917,Rossbergstrasse,living_street,False,True,76.72999999999999,,"LINESTRING (8.5504064 47.0505729, 8.5503896 47.0506058, 8.5502743 47.0509662, 8.5501849 47.051246)",,,,,,
545453819,Parkstrasse,residential,False,False,54.1,,"LINESTRING (8.5504064 47.0505729, 8.5502821 47.0505431, 8.5499082 47.0504555, 8.5497317 47.0504136)",2,30,,,,
