osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,access
4794089,1,primary,50,roundabout,True,False,9.252,"LINESTRING (8.5963011 47.2609205, 8.5962681 47.2609042, 8.596243 47.2608823, 8.5962279 47.2608565)",,,
320969714,1,primary,50,,True,False,83.09,"LINESTRING (8.5963011 47.2609205, 8.5959878 47.2610668, 8.5959157 47.2611061, 8.5956036 47.2612744, 8.5955532 47.2613033, 8.5954629 47.2613545, 8.5954417 47.2613822)",3,Seestrasse,
4794089,1,primary,50,roundabout,True,False,19.452,"LINESTRING (8.5962806 47.2607549, 8.5963182 47.2607407, 8.5963602 47.2607346, 8.596403 47.260737, 8.5964429 47.2607479, 8.5964764 47.2607661, 8.5965005 47.2607902)",,,
23962133,2,residential,50,,False,True,55.72899999999999,"LINESTRING (8.5962806 47.2607549, 8.596262 47.2607335, 8.5962022 47.2606723, 8.5960788 47.2605454, 8.5959748 47.2604347, 8.5959216 47.2603715, 8.5958837 47.2603324)",,Stockerstrasse,
9062647,,residential,30,,False,True,8.706,"LINESTRING (8.6002561 47.2582071, 8.6002013 47.2581813, 8.6001668 47.258158)",,Burghaldenstrasse,
9062652,,residential,30,,False,False,42.067,"LINESTRING (8.6002561 47.2582071, 8.6003027 47.2582313, 8.6004452 47.2583447, 8.6004831 47.2583931, 8.6005214 47.2585252)",,Entwederstrasse,
663996789,,secondary,50,,False,False,59.26899999999999,"LINESTRING (8.6002561 47.2582071, 8.6000979 47.2582778, 8.5999974 47.2583418, 8.5999441 47.2583866, 8.5998794 47.2584575, 8.5997807 47.2586137)",,Zugerstrasse,
663996789,,secondary,50,,False,True,85.661,"LINESTRING (8.6002561 47.2582071, 8.6003577 47.258165, 8.6004509 47.2581307, 8.6006138 47.2580393, 8.6007976 47.2579057, 8.6010354 47.2576631)",,Zugerstrasse,
320982183,,secondary,50,,False,False,40.948,"LINESTRING (8.6015065 47.2562442, 8.6014924 47.2563245, 8.6015025 47.2564824, 8.6015113 47.2566116)",,Zugerstrasse,
39375120,,residential,30,,False,True,104.09700000000001,"LINESTRING (8.6023445 47.2592881, 8.6023176 47.2592502, 8.6022154 47.2591157, 8.6020226 47.2589585, 8.6020023 47.2589419, 8.6016556 47.2585142, 8.6016354 47.2584892)",,Schärbächlistrasse,
828269334,2,primary,50,,False,False,127.297,"LINESTRING (8.6023445 47.2592881, 8.6025493 47.2592233, 8.6027494 47.2591434, 8.6028079 47.2591165, 8.603155 47.2589567, 8.6035518 47.258773, 8.6037688 47.258678)",3,Seestrasse,
"[845425843, 149016443]",2,primary,50,,False,True,181.68300000000002,"LINESTRING (8.6023445 47.2592881, 8.6020579 47.2593651, 8.6017067 47.2594548, 8.601439 47.2595173, 8.6011531 47.2595912, 8.6002834 47.2598042, 8.6002248 47.2598186, 8.6000869 47.2598552)",3,Seestrasse,
8082780,,secondary,,roundabout,True,False,16.775,"LINESTRING (8.5933223 47.2576771, 8.5933 47.2577032, 8.5932674 47.2577237, 8.5932274 47.2577368, 8.5931834 47.2577412, 8.5931394 47.2577367)",,,
668489256,,secondary,50,,False,True,25.537000000000003,"LINESTRING (8.5933223 47.2576771, 8.5933566 47.2576831, 8.5934429 47.2576982, 8.5935634 47.2577144, 8.5936538 47.2577214)",,Einsiedlerstrasse,
8082780,,secondary,,roundabout,True,False,16.683999999999997,"LINESTRING (8.5932496 47.2575492, 8.5932859 47.2575663, 8.5933132 47.2575899, 8.5933291 47.2576179, 8.5933322 47.2576478, 8.5933223 47.2576771)",,,
"[1262259017, 1181158226, 1262259012]",2,tertiary,50,,False,True,77.12299999999999,"LINESTRING (8.5932496 47.2575492, 8.5932738 47.2575245, 8.5933211 47.2574742, 8.593426 47.2573446, 8.5937495 47.2569445)",,Bergstrasse,
8082780,,secondary,,roundabout,True,False,17.814,"LINESTRING (8.5931394 47.2577367, 8.5930971 47.2577225, 8.5930634 47.2577001, 8.5930418 47.2576716, 8.5930343 47.25764, 8.5930418 47.2576083)",,,
149479644,,secondary,50,,False,True,52.475,"LINESTRING (8.5931394 47.2577367, 8.5931211 47.2577543, 8.5930647 47.2578086, 8.5930477 47.2578249, 8.5929179 47.257975, 8.5928083 47.258126, 8.5927943 47.2581454)",,Einsiedlerstrasse,
9062640,,residential,,,False,False,38.016000000000005,"LINESTRING (8.5913711 47.2579444, 8.5914108 47.2579721, 8.5914339 47.2579883, 8.5915592 47.258083, 8.591595 47.2581157, 8.5916941 47.2582061)",,Kirchrain,destination
146301243,,residential,50,,False,True,132.563,"LINESTRING (8.5913711 47.2579444, 8.5914604 47.2579139, 8.5915579 47.2578905, 8.5919174 47.2578124, 8.592397 47.2577023, 8.5928749 47.2575998, 8.5929256 47.2575972, 8.5930015 47.2576045, 8.5930418 47.2576083)",,Oberdorfstrasse,
8095407,,residential,50,,False,False,53.54899999999999,"LINESTRING (8.5929861 47.2607201, 8.5925305 47.260802, 8.5923876 47.2608332, 8.5923024 47.2608486)",,Stockerstrasse,
8095407,,residential,50,,False,True,226.4,"LINESTRING (8.5929861 47.2607201, 8.5940767 47.2605381, 8.5941867 47.26052, 8.5945809 47.2604548, 8.5955653 47.2602814, 8.5956462 47.2602738, 8.5957074 47.2602741, 8.5957504 47.260281, 8.5958017 47.2602954, 8.5958428 47.2603146, 8.5958837 47.2603324)",,Stockerstrasse,
22328945,,residential,,,False,False,205.191,"LINESTRING (8.5929861 47.2607201, 8.5929756 47.2606927, 8.5929701 47.2606823, 8.5929636 47.2606628, 8.5929674 47.2606185, 8.5929924 47.260594, 8.5930793 47.260558, 8.593196 47.2605075, 8.5932915 47.2604483, 8.5933416 47.2604082, 8.5935024 47.2602118, 8.5935513 47.2601737, 8.5937856 47.2600202, 8.5942115 47.259761, 8.5943457 47.2596478, 8.5945046 47.2594934, 8.5946652 47.2593374)",,Rütelerstrasse,
9062640,,residential,,,False,False,61.227,"LINESTRING (8.5916941 47.2582061, 8.5918241 47.2583901, 8.5918699 47.258427, 8.5919145 47.2584581, 8.5919663 47.2584799, 8.5922054 47.2585806, 8.5922377 47.2585752)",,Kirchrain,destination
9062640,,residential,,,False,True,38.016,"LINESTRING (8.5916941 47.2582061, 8.591595 47.2581157, 8.5915592 47.258083, 8.5914339 47.2579883, 8.5914108 47.2579721, 8.5913711 47.2579444)",,Kirchrain,destination
100001691,,residential,,,False,False,85.211,"LINESTRING (8.5916941 47.2582061, 8.5918 47.2581929, 8.5921257 47.2581957, 8.5922802 47.2581821, 8.5925994 47.2581263, 8.5926572 47.2581134, 8.592675 47.25811, 8.5926989 47.2581131, 8.5927394 47.2581269, 8.5927943 47.2581454)",,Rebackerstrasse,destination
149479644,,secondary,50,,False,True,53.203,"LINESTRING (8.5927943 47.2581454, 8.5924771 47.2585727)",,Einsiedlerstrasse,
100001691,,residential,,,False,True,85.211,"LINESTRING (8.5927943 47.2581454, 8.5927394 47.2581269, 8.5926989 47.2581131, 8.592675 47.25811, 8.5926572 47.2581134, 8.5925994 47.2581263, 8.5922802 47.2581821, 8.5921257 47.2581957, 8.5918 47.2581929, 8.5916941 47.2582061)",,Rebackerstrasse,destination
149479644,,secondary,50,,False,False,52.475,"LINESTRING (8.5927943 47.2581454, 8.5928083 47.258126, 8.5929179 47.257975, 8.5930477 47.2578249, 8.5930647 47.2578086, 8.5931211 47.2577543, 8.5931394 47.2577367)",,Einsiedlerstrasse,
668489256,,secondary,50,,False,False,25.537,"LINESTRING (8.5936538 47.2577214, 8.5935634 47.2577144, 8.5934429 47.2576982, 8.5933566 47.2576831, 8.5933223 47.2576771)",,Einsiedlerstrasse,
"[1262259013, 97271263]",,residential,,,False,True,53.06699999999999,"LINESTRING (8.5936538 47.2577214, 8.5936496 47.2577604, 8.5936512 47.2578446, 8.5936875 47.2579057, 8.5937366 47.2579521, 8.593783 47.2579663, 8.5938907 47.2579571, 8.5940669 47.2579296)",,Kirchstrasse,
