osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,bridge,access,tunnel,ref
19854914,Oberlandstrasse,residential,50,roundabout,True,False,14.378,"LINESTRING (8.7164482 47.3539214, 8.7164741 47.3539509, 8.7164818 47.3539799, 8.7164727 47.3540136, 8.7164487 47.3540403)",,,,,
19854915,Oberlandstrasse,residential,50,,False,False,156.352,"LINESTRING (8.7164482 47.3539214, 8.7164783 47.3538999, 8.7165407 47.3538554, 8.7173101 47.3533591, 8.7179658 47.3529627)",,,,,
11552491,Brunnenstrasse,secondary,50,roundabout,True,False,13.462000000000002,"LINESTRING (8.7210539 47.3512258, 8.7210459 47.3512063, 8.7210477 47.3511862, 8.721059 47.3511676, 8.7210788 47.3511525, 8.7211047 47.3511425, 8.721134 47.3511389)",,,,,
"[1226089520, 1029554665, 37251864]",Oberlandstrasse,residential,50,,False,True,96.217,"LINESTRING (8.7210539 47.3512258, 8.7210427 47.3512287, 8.7209644 47.3512492, 8.720872 47.3512882, 8.7207799 47.3513351, 8.7205854 47.3514389, 8.7205602 47.3514527, 8.7204634 47.3515059, 8.7204083 47.3515362, 8.7201347 47.3516924, 8.72004 47.3517464)",2,,,,
9647126,Florastrasse,secondary,50,,False,False,22.519,"LINESTRING (8.7198414 47.3477597, 8.720121 47.3476881)",3,,,,
149877907,Florastrasse,secondary,50,,True,False,36.159,"LINESTRING (8.7198414 47.3477597, 8.7197083 47.3478001, 8.7195241 47.3478374, 8.719388 47.3478645)",,,,,
11422681,Zürichstrasse,secondary,50,,True,False,100.065,"LINESTRING (8.7179175 47.348357, 8.7177889 47.3484046, 8.7177732 47.348409, 8.717362 47.34861, 8.7170449 47.3487789, 8.7169429 47.3488215, 8.716869 47.3488474, 8.7168235 47.3488634)",,,,,
11422853,Zürichstrasse,secondary,50,roundabout,True,False,9.743,"LINESTRING (8.7179175 47.348357, 8.7178795 47.3483268, 8.7178623 47.3482803)",1,,,,
9647126,Florastrasse,secondary,50,,False,True,22.519,"LINESTRING (8.720121 47.3476881, 8.7198414 47.3477597)",3,,,,
1035742266,Florastrasse,secondary,50,,False,False,23.588,"LINESTRING (8.720121 47.3476881, 8.7204095 47.3476057)",2,,,,
"[1035742265, 24810386]",Reibestrasse,residential,50,,False,False,73.34700000000001,"LINESTRING (8.720121 47.3476881, 8.7200942 47.3476417, 8.7198755 47.347255, 8.7198441 47.3471745, 8.7198053 47.3470652)",,,,,
11422811,Zürichstrasse,secondary,50,roundabout,True,False,9.078999999999999,"LINESTRING (8.7165366 47.3488286, 8.7165541 47.3488119, 8.7165759 47.3487979, 8.7166014 47.348787, 8.7166295 47.3487797)",1,,,,
"[29388338, 688500867, 29388294, 24630135]",Seestrasse,tertiary,50,,True,False,134.56199999999998,"LINESTRING (8.7165366 47.3488286, 8.7164588 47.3487664, 8.7164088 47.3487237, 8.7162869 47.3486392, 8.7160693 47.3484834, 8.7159588 47.3484015, 8.7158636 47.348332, 8.7157791 47.3482703, 8.7156695 47.34818, 8.7154865 47.348002, 8.7154681 47.347885)",1,yes,,,
"[11422661, 551035301]",Zürichstrasse,secondary,50,,True,False,100.954,"LINESTRING (8.7167656 47.3487978, 8.7168956 47.3487558, 8.716991 47.3487203, 8.7170878 47.3486713, 8.7173142 47.3485456, 8.7177268 47.3483459, 8.7178169 47.3483023, 8.7178623 47.3482803)",,,,,
11422811,Zürichstrasse,secondary,50,roundabout,True,False,8.676,"LINESTRING (8.7167656 47.3487978, 8.7167928 47.3488162, 8.7168125 47.3488385, 8.7168235 47.3488634)",1,,,,
391942065,Zentralstrasse,secondary,50,,True,False,22.554000000000002,"LINESTRING (8.7181722 47.3478037, 8.7182356 47.347878, 8.7182719 47.3479466, 8.71831 47.3479824)",1,,,,
1021256934,Zentralstrasse,secondary,50,,False,True,26.874000000000002,"LINESTRING (8.7181722 47.3478037, 8.7181144 47.3476879, 8.7180749 47.3475715)",2,,,,
11422715,Florastrasse,secondary,50,,True,False,57.336999999999996,"LINESTRING (8.718361 47.3480063, 8.7185202 47.3479628, 8.7186239 47.3479333, 8.7188227 47.3478857, 8.7190042 47.347844, 8.7190759 47.3478305)",,,,,
11422853,Zürichstrasse,secondary,50,roundabout,True,False,10.302,"LINESTRING (8.718361 47.3480063, 8.7183917 47.348042, 8.7184075 47.3480922)",1,,,,
11422811,Zürichstrasse,secondary,50,roundabout,True,False,21.812000000000005,"LINESTRING (8.7168235 47.3488634, 8.7168256 47.3488841, 8.7168216 47.3489046, 8.7168117 47.3489242, 8.7167964 47.3489421, 8.7167761 47.3489576, 8.7167486 47.3489714, 8.7167174 47.3489808, 8.7166839 47.3489852, 8.7166497 47.3489846)",1,,,,
11422811,Zürichstrasse,secondary,50,roundabout,True,False,9.981000000000002,"LINESTRING (8.7166497 47.3489846, 8.7166176 47.3489792, 8.7165879 47.3489693, 8.716562 47.3489553, 8.716541 47.3489379)",1,,,,
28709113,Zürichstrasse,secondary,50,,True,False,162.572,"LINESTRING (8.7166497 47.3489846, 8.7165362 47.3490629, 8.7164785 47.3490994, 8.7164078 47.3491407, 8.7162816 47.3492049, 8.7160632 47.3493044, 8.7159881 47.3493336, 8.7159169 47.3493617, 8.7158487 47.3493853, 8.715763 47.3494122, 8.7156207 47.3494504, 8.715435 47.3494961, 8.7149273 47.3496122, 8.7147604 47.3496504)",,,,,
11422811,Zürichstrasse,secondary,50,roundabout,True,False,12.77,"LINESTRING (8.716541 47.3489379, 8.7165279 47.3489209, 8.7165195 47.3489026, 8.7165161 47.3488836, 8.7165179 47.3488645, 8.7165248 47.348846, 8.7165366 47.3488286)",1,,,,
11422853,Zürichstrasse,secondary,50,roundabout,True,False,37.39,"LINESTRING (8.7178623 47.3482803, 8.7178764 47.3482464, 8.7179103 47.3482127, 8.717969 47.3481795, 8.7180294 47.3481451, 8.7180754 47.348107, 8.7181032 47.3480621, 8.7181404 47.3480109)",1,,,,
11422853,Zürichstrasse,secondary,50,roundabout,True,False,39.326,"LINESTRING (8.7184075 47.3480922, 8.7183972 47.3481285, 8.7183601 47.3481633, 8.7183022 47.348193, 8.7182485 47.3482256, 8.718198 47.3482694, 8.7181589 47.3483165, 8.7181322 47.3483515, 8.7181051 47.3483709)",1,,,,
11422853,Zürichstrasse,secondary,50,roundabout,True,False,14.919,"LINESTRING (8.7181051 47.3483709, 8.7180308 47.3483828, 8.717971 47.3483773, 8.7179175 47.348357)",1,,,,
36131911,Bahnhofstrasse,secondary,50,,False,True,92.32499999999999,"LINESTRING (8.7181051 47.3483709, 8.718124 47.3483944, 8.7181638 47.348444, 8.7182021 47.3484877, 8.7182645 47.3485484, 8.7187547 47.3489848, 8.7187817 47.3490086, 8.7188211 47.3490434)",2,,,,
1021249182,Pfäffikerstrasse,secondary,50,,False,True,26.861,"LINESTRING (8.7237505 47.3541284, 8.723901 47.3543474)",2,,,,
125220595,Hasenbühlstrasse,residential,30,,False,False,226.95499999999996,"LINESTRING (8.7237505 47.3541284, 8.7236512 47.3541661, 8.722802 47.3543013, 8.7226552 47.3543051, 8.7219011 47.3544106, 8.7215315 47.3544682, 8.7213425 47.3544947, 8.7209649 47.3545703, 8.7208424 47.3546212)",,,,,
350501245,Brunnenstrasse,secondary,50,,True,False,54.001999999999995,"LINESTRING (8.7237505 47.3541284, 8.7236724 47.354084, 8.7236353 47.3540394, 8.7235332 47.3539281, 8.7234085 47.3537791, 8.7234003 47.3537501, 8.7233915 47.3537171)",,,,,
11552491,Brunnenstrasse,secondary,50,roundabout,True,False,15.952,"LINESTRING (8.721134 47.3511389, 8.7211639 47.3511421, 8.7211905 47.3511518, 8.7212109 47.3511669, 8.7212228 47.3511858, 8.7212247 47.3512063, 8.7212164 47.351226, 8.721199 47.3512427)",,,,,
78007005,Brunnenstrasse,secondary,50,,False,False,105.819,"LINESTRING (8.721134 47.3511389, 8.7211288 47.3511195, 8.7211257 47.3511081, 8.7211021 47.3510738, 8.7210327 47.3510109, 8.720988 47.3509715, 8.7203028 47.350377)",2,,,,
11552491,Brunnenstrasse,secondary,50,roundabout,True,False,12.939999999999998,"LINESTRING (8.721199 47.3512427, 8.7211759 47.3512542, 8.7211486 47.35126, 8.72112 47.3512598, 8.7210929 47.3512535, 8.7210701 47.3512418, 8.7210539 47.3512258)",,,,,
350501244,Brunnenstrasse,secondary,50,,False,True,46.559,"LINESTRING (8.721199 47.3512427, 8.7212227 47.3512519, 8.7212816 47.3512747, 8.7213587 47.3513167, 8.7214449 47.3513778, 8.7216265 47.3515389)",2,,,,
11767580,Berchtoldstrasse,secondary,50,roundabout,True,False,31.075000000000003,"LINESTRING (8.7135444 47.3513277, 8.7134918 47.3513147, 8.7134537 47.3512918, 8.7134155 47.3512551, 8.7133839 47.3512069, 8.7133676 47.3511662, 8.713364 47.3511314, 8.713368 47.3510992)",,,,,
30652465,Winterthurerstrasse,secondary,50,,False,True,44.385000000000005,"LINESTRING (8.7135444 47.3513277, 8.7135379 47.3513572, 8.7135231 47.3514248, 8.713508 47.3515746, 8.713465 47.3517226)",2,,,,
28782794,Schöneggstrasse,residential,50,,False,False,102.51299999999999,"LINESTRING (8.7150654 47.3468793, 8.7150065 47.3468873, 8.7148115 47.3469136, 8.7138024 47.3470499, 8.713731 47.3470595)",,,no,,
391926411,Apothekerstrasse,tertiary,50,,False,False,109.35499999999999,"LINESTRING (8.7150654 47.3468793, 8.7151027 47.3469902, 8.7153282 47.347545, 8.7154056 47.3477353, 8.7154445 47.3478285)",2,,,,
11767376,Berchtoldstrasse,secondary,50,,True,False,124.98400000000001,"LINESTRING (8.713368 47.3510992, 8.71327 47.3509925, 8.7127179 47.3504126, 8.712538 47.3502354, 8.7124831 47.3501956, 8.7124441 47.3501673)",,,,,
11767580,Berchtoldstrasse,secondary,50,roundabout,True,False,11.2,"LINESTRING (8.713368 47.3510992, 8.713382 47.351059, 8.7134061 47.3510387, 8.7134508 47.3510247)",,,,,
11767580,Berchtoldstrasse,secondary,50,roundabout,True,False,12.308,"LINESTRING (8.7134508 47.3510247, 8.7134959 47.3510237, 8.7135432 47.3510391, 8.7135792 47.3510764)",,,,,
11767580,Berchtoldstrasse,secondary,50,roundabout,True,False,25.537,"LINESTRING (8.7135792 47.3510764, 8.7136094 47.3511641, 8.7136518 47.3512158, 8.7136688 47.3512556, 8.7136514 47.3512928)",,,,,
"[1186069438, 28492279]",Gerichtsstrasse,residential,30,,False,True,19.667,"LINESTRING (8.7135792 47.3510764, 8.7136225 47.351063, 8.7137491 47.3510237, 8.713815 47.3510006)",,,,,
11767580,Berchtoldstrasse,secondary,50,roundabout,True,False,9.367,"LINESTRING (8.7136514 47.3512928, 8.713624 47.351313, 8.71358 47.3513263, 8.7135444 47.3513277)",,,,,
24763769,Berchtoldstrasse,residential,50,,False,False,79.864,"LINESTRING (8.7136514 47.3512928, 8.7136836 47.3513128, 8.7137711 47.3513671, 8.7143022 47.3518575)",,,,,
32594528,Bahnhofstrasse,secondary,50,,False,False,18.448,"LINESTRING (8.7194554 47.3496446, 8.7193175 47.3495075)",3,,,,
"[13859337, 1029554663]",Bankstrasse,residential,30,,False,False,91.24000000000001,"LINESTRING (8.7194554 47.3496446, 8.7194074 47.3496728, 8.7193112 47.3497295, 8.7192614 47.3497577, 8.718846 47.3499933, 8.7187078 47.3500717, 8.718529 47.3501731)",2,,,,
"[541407035, 78007005, 24759359]","['Brunnenstrasse', 'Bahnhofstrasse']",secondary,50,,False,True,89.35900000000001,"LINESTRING (8.7194554 47.3496446, 8.7195217 47.3497055, 8.7196776 47.3498252, 8.7197307 47.3498717, 8.7197673 47.3499043, 8.7198156 47.3499472, 8.7198515 47.3499787, 8.7201903 47.350275)",2,,,,
22664293,Brunnenwiesenstrasse,residential,30,,False,False,109.22,"LINESTRING (8.722606 47.3524573, 8.7225722 47.3525058, 8.721439 47.3530282)",,,,,
350501244,Brunnenstrasse,secondary,50,,False,False,106.727,"LINESTRING (8.722606 47.3524573, 8.7225267 47.3523566, 8.7225174 47.3523463, 8.7224174 47.3522354, 8.7218777 47.3517601, 8.7217841 47.3516777)",2,,,,
350501244,Brunnenstrasse,secondary,50,,False,True,133.66,"LINESTRING (8.722606 47.3524573, 8.7226734 47.3525805, 8.722889 47.3530579, 8.7229052 47.3530907, 8.7229609 47.3532033, 8.7229951 47.3532622, 8.7230372 47.3533345, 8.7231343 47.3534715, 8.7232411 47.3535735)",2,,,,
"[783395728, 14001343]",Feldhofstrasse,residential,"['50', '30']",,False,True,192.805,"LINESTRING (8.722606 47.3524573, 8.7226502 47.3524193, 8.7232259 47.3519236, 8.7233041 47.3518554, 8.724181 47.3510906)",,,,,
350501244,Brunnenstrasse,secondary,50,,False,True,19.472,"LINESTRING (8.7216265 47.3515389, 8.7217841 47.3516777)",2,,,,
24777428,Brunnackerstrasse,residential,30,,False,False,107.88999999999999,"LINESTRING (8.7216265 47.3515389, 8.7215793 47.3515658, 8.7214264 47.3516528, 8.7213992 47.3516683, 8.7213019 47.3517802, 8.7205606 47.3521757)",,,,,
350501244,Brunnenstrasse,secondary,50,,False,False,46.559,"LINESTRING (8.7216265 47.3515389, 8.7214449 47.3513778, 8.7213587 47.3513167, 8.7212816 47.3512747, 8.7212227 47.3512519, 8.721199 47.3512427)",2,,,,
"[783395728, 14001343]",Feldhofstrasse,residential,"['30', '50']",,False,False,192.805,"LINESTRING (8.724181 47.3510906, 8.7233041 47.3518554, 8.7232259 47.3519236, 8.7226502 47.3524193, 8.722606 47.3524573)",,,,,
"[1035770194, 125249069]",Asylstrasse,residential,30,,False,True,173.294,"LINESTRING (8.724181 47.3510906, 8.7235901 47.3507818, 8.723434 47.3507005, 8.723289 47.3506406, 8.7231526 47.3505927, 8.7230389 47.350562, 8.7228948 47.3505343, 8.7228296 47.350523, 8.7225758 47.3504857, 8.7223602 47.3504537, 8.7221584 47.3504059)",,,,,
32594528,Bahnhofstrasse,secondary,50,,False,True,18.448,"LINESTRING (8.7193175 47.3495075, 8.7194554 47.3496446)",3,,,,
19854770,Freiestrasse,residential,50,,False,False,81.31300000000002,"LINESTRING (8.7193175 47.3495075, 8.7193582 47.3494868, 8.719425 47.3494528, 8.7196746 47.3493431, 8.7199308 47.3492391, 8.7199569 47.3492282, 8.7202277 47.3491152)",,,,,
36131911,Bahnhofstrasse,secondary,50,,False,False,63.754,"LINESTRING (8.7193175 47.3495075, 8.7192429 47.34943, 8.7190352 47.3492327, 8.7188211 47.3490434)",2,,,,
19854914,Oberlandstrasse,residential,50,roundabout,True,False,15.181,"LINESTRING (8.7162613 47.3540477, 8.7162299 47.3540191, 8.7162175 47.3539846, 8.716224 47.353953, 8.7162479 47.3539237)",,,,,
31724771,Oberlandstrasse,residential,50,,False,True,101.38,"LINESTRING (8.7162613 47.3540477, 8.7162244 47.3540725, 8.7161613 47.3541149, 8.7160554 47.3541834, 8.715922 47.3542669, 8.7157819 47.3543583, 8.7153016 47.3546867)",,,,,
19854914,Oberlandstrasse,residential,50,roundabout,True,False,16.989,"LINESTRING (8.7162479 47.3539237, 8.7162865 47.3539023, 8.7163408 47.3538916, 8.7163966 47.3538973, 8.7164482 47.3539214)",,,,,
"[577853160, 22664313]",Dammstrasse,residential,50,,False,False,92.97500000000001,"LINESTRING (8.7162479 47.3539237, 8.7162116 47.3539003, 8.7161461 47.3538581, 8.7159896 47.3537535, 8.7158117 47.3536204, 8.7157153 47.3535424, 8.71556 47.3534099, 8.7154407 47.3532937)",,,,,
53798455,Brandstrasse,residential,50,,False,True,36.643,"LINESTRING (8.7117362 47.3530365, 8.7122215 47.3530142)",,,,,
53798455,Brandstrasse,residential,50,,False,False,35.881,"LINESTRING (8.7126954 47.3529818, 8.7122215 47.3530142)",,,,,
19854923,Brandstrasse,residential,50,,False,True,31.768000000000004,"LINESTRING (8.7126954 47.3529818, 8.7128878 47.3529725, 8.7129533 47.3529662, 8.7130662 47.3529504, 8.7131113 47.3529406)",,,,,
19854923,Brandstrasse,residential,50,,False,False,31.768,"LINESTRING (8.7131113 47.3529406, 8.7130662 47.3529504, 8.7129533 47.3529662, 8.7128878 47.3529725, 8.7126954 47.3529818)",,,,,
28413370,Bankstrasse,residential,50,,False,False,122.278,"LINESTRING (8.7131113 47.3529406, 8.7131639 47.3529247, 8.7132038 47.3529071, 8.7132743 47.3528668, 8.7134556 47.3527839, 8.7142348 47.3523799, 8.7142971 47.3523515, 8.714371 47.352338, 8.7144451 47.3523363)",,,,,
30652465,Winterthurerstrasse,secondary,50,,False,False,104.489,"LINESTRING (8.7131113 47.3529406, 8.7131402 47.3528488, 8.7131704 47.3527364, 8.713251 47.3524584, 8.7133797 47.3520187)",2,,,,
"[30652953, 28541615]",Winterthurerstrasse,secondary,50,,False,True,132.249,"LINESTRING (8.7131113 47.3529406, 8.7130665 47.353101, 8.7129996 47.3533322, 8.7129026 47.3536763, 8.7128705 47.3537956, 8.7128557 47.3538576, 8.7128279 47.3539389, 8.7127918 47.3541098)",2,,,,
1021249182,Pfäffikerstrasse,secondary,50,,False,False,26.861,"LINESTRING (8.723901 47.3543474, 8.7237505 47.3541284)",2,,,,
34916176,Pfäffikerstrasse,secondary,50,,False,True,40.053,"LINESTRING (8.723901 47.3543474, 8.7239963 47.3544528, 8.7240562 47.3545162, 8.7241822 47.3546531)",2,,,,
19854914,Oberlandstrasse,residential,50,roundabout,True,False,15.617,"LINESTRING (8.7164487 47.3540403, 8.7164141 47.3540592, 8.7163592 47.3540703, 8.7163114 47.3540668, 8.7162613 47.3540477)",,,,,
1226089521,Brunnenwiesenstrasse,residential,30,,False,True,38.537,"LINESTRING (8.7164487 47.3540403, 8.7165203 47.3540815, 8.7168324 47.3542695)",,,,,
22664293,Brunnenwiesenstrasse,residential,30,,False,True,19.419,"LINESTRING (8.720459 47.3534812, 8.7206771 47.3533881)",,,,,
577853153,Brunnenwiesenstrasse,residential,30,,False,False,142.868,"LINESTRING (8.720459 47.3534812, 8.7188725 47.3541852)",,,,,
22664300,Breitackerstrasse,residential,30,,False,True,93.69399999999999,"LINESTRING (8.720459 47.3534812, 8.7201334 47.3531633, 8.7197141 47.352807)",,,destination,,
