osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,bridge,access,tunnel,ref
"[37251864, 1186069442, 19854915, 1186069446]",Oberlandstrasse,residential,50,,False,False,206.686,"LINESTRING (8.7179658 47.3529627, 8.7180965 47.3528885, 8.7181286 47.3528697, 8.71866 47.3525581, 8.7187975 47.3524774, 8.7189627 47.3523805, 8.7191006 47.3522996, 8.7192044 47.3522301, 8.7192725 47.3521912, 8.7198813 47.3518393, 8.7199438 47.3518024, 8.72004 47.3517464)",2,,,,
19854915,Oberlandstrasse,residential,50,,False,True,156.35199999999998,"LINESTRING (8.7179658 47.3529627, 8.7173101 47.3533591, 8.7165407 47.3538554, 8.7164783 47.3538999, 8.7164482 47.3539214)",,,,,
22664294,Falmenstrasse,residential,50,,False,True,101.82,"LINESTRING (8.7179658 47.3529627, 8.7179326 47.3529154, 8.7179285 47.3529079, 8.7179035 47.3528616, 8.7178836 47.3528044, 8.7178437 47.3526894, 8.7177261 47.3523313, 8.7176606 47.3521315, 8.7176421 47.3520753)",,,,,
29977944,Falmenstrasse,residential,30,,False,False,50.642,"LINESTRING (8.7179658 47.3529627, 8.7180009 47.3530091, 8.7182727 47.3533679)",,,,,
29977944,Falmenstrasse,residential,30,,False,False,7.228,"LINESTRING (8.7182727 47.3533679, 8.7183191 47.3534248)",,,,,
31765189,Karlstrasse,residential,30,,False,True,125.221,"LINESTRING (8.7182727 47.3533679, 8.7197141 47.352807)",,,,,
29977944,Falmenstrasse,residential,30,,False,True,50.642,"LINESTRING (8.7182727 47.3533679, 8.7180009 47.3530091, 8.7179658 47.3529627)",,,,,
577853153,Brunnenwiesenstrasse,residential,30,,False,True,142.868,"LINESTRING (8.7188725 47.3541852, 8.720459 47.3534812)",,,,,
29977944,Falmenstrasse,residential,30,,False,True,94.295,"LINESTRING (8.7188725 47.3541852, 8.718553 47.3537673, 8.7183191 47.3534248)",,,,,
577853153,Brunnenwiesenstrasse,residential,30,,False,False,179.492,"LINESTRING (8.7188725 47.3541852, 8.718506 47.3543236, 8.7180468 47.3545199, 8.7180249 47.3545293, 8.7179144 47.3545767, 8.7177677 47.3546137, 8.7176038 47.3546202, 8.71742 47.3545878, 8.7173126 47.3545326, 8.7170282 47.3543864, 8.7168324 47.3542695)",,,,,
31765189,Karlstrasse,residential,30,,False,False,125.221,"LINESTRING (8.7197141 47.352807, 8.7182727 47.3533679)",,,,,
31765189,Karlstrasse,residential,30,,False,True,88.837,"LINESTRING (8.7197141 47.352807, 8.7206119 47.352289)",,,,,
22664300,Breitackerstrasse,residential,30,,False,False,93.69399999999999,"LINESTRING (8.7197141 47.352807, 8.7201334 47.3531633, 8.720459 47.3534812)",,,destination,,
24777428,Brunnackerstrasse,residential,30,,False,True,13.178,"LINESTRING (8.7206119 47.352289, 8.7205606 47.3521757)",,,,,
31765189,Karlstrasse,residential,30,,False,False,88.837,"LINESTRING (8.7206119 47.352289, 8.7197141 47.352807)",,,,,
24777428,Brunnackerstrasse,residential,30,,False,False,138.58800000000002,"LINESTRING (8.7206119 47.352289, 8.7209457 47.3526124, 8.7210664 47.3527348, 8.7206771 47.3533881)",,,,,
24777428,Brunnackerstrasse,residential,30,,False,False,13.178,"LINESTRING (8.7205606 47.3521757, 8.7206119 47.352289)",,,,,
22664297,Brunnackerweg,residential,30,,False,True,61.786,"LINESTRING (8.7205606 47.3521757, 8.7202975 47.3519589, 8.7201018 47.3517938, 8.72004 47.3517464)",,,,,
24777428,Brunnackerstrasse,residential,30,,False,True,107.89,"LINESTRING (8.7205606 47.3521757, 8.7213019 47.3517802, 8.7213992 47.3516683, 8.7214264 47.3516528, 8.7215793 47.3515658, 8.7216265 47.3515389)",,,,,
22664293,Brunnenwiesenstrasse,residential,30,,False,False,69.97,"LINESTRING (8.721439 47.3530282, 8.7206771 47.3533881)",,,,,
22664293,Brunnenwiesenstrasse,residential,30,,False,True,109.22,"LINESTRING (8.721439 47.3530282, 8.7225722 47.3525058, 8.722606 47.3524573)",,,,,
22664305,Hofstrasse,residential,30,,False,False,82.411,"LINESTRING (8.721439 47.3530282, 8.7219785 47.3535478, 8.7220684 47.3536344)",,,no,,
22664305,Hofstrasse,residential,30,,False,True,82.411,"LINESTRING (8.7220684 47.3536344, 8.7219785 47.3535478, 8.721439 47.3530282)",,,no,,
"[33856068, 25532575]",Schachenweg,residential,30,,False,False,88.92499999999998,"LINESTRING (8.7220684 47.3536344, 8.7230294 47.3535997, 8.7231636 47.3535949, 8.7232411 47.3535735)",,,,,
"[22664304, 25532575]",Schachenweg,residential,30,,False,True,269.928,"LINESTRING (8.7220684 47.3536344, 8.7214587 47.353721, 8.7209232 47.3538314, 8.7208275 47.3538435, 8.7207028 47.3538934, 8.7195486 47.3543552, 8.7188411 47.3546332)",,,,,
350501244,Brunnenstrasse,secondary,50,,False,False,19.579,"LINESTRING (8.7233915 47.3537171, 8.7232411 47.3535735)",2,,,,
13859422,Brunnenstrasse,secondary,50,,True,False,54.689,"LINESTRING (8.7233915 47.3537171, 8.7234503 47.3537479, 8.7234806 47.3537738, 8.7236003 47.3538944, 8.7237044 47.3540037, 8.7237076 47.3540083, 8.7237498 47.3540565, 8.7237505 47.3541284)",,,,,
22664309,Tödistrasse,residential,30,,False,True,183.504,"LINESTRING (8.718656 47.3552448, 8.7200836 47.3548198, 8.7201724 47.3548059, 8.7204355 47.3548008, 8.7205161 47.3547993, 8.7206149 47.3547819, 8.7207288 47.3547419, 8.7207599 47.3547085, 8.7208424 47.3546212)",,,,,
"[541407036, 31685117, 28541742, 28541718]",Dammstrasse,residential,50,,False,False,130.80100000000002,"LINESTRING (8.7154407 47.3532937, 8.7153125 47.3531661, 8.7152213 47.3530754, 8.7151576 47.353021, 8.7150753 47.3529506, 8.7147481 47.3526373, 8.7146346 47.3525439, 8.7144886 47.3524225, 8.7144636 47.3523877, 8.7144451 47.3523363)",2,,,yes,
"[577853160, 22664313]",Dammstrasse,residential,50,,False,True,92.975,"LINESTRING (8.7154407 47.3532937, 8.71556 47.3534099, 8.7157153 47.3535424, 8.7158117 47.3536204, 8.7159896 47.3537535, 8.7161461 47.3538581, 8.7162116 47.3539003, 8.7162479 47.3539237)",,,,,
1029365495,Industriestrasse,residential,50,,False,True,215.30200000000002,"LINESTRING (8.7154407 47.3532937, 8.7154974 47.3532637, 8.7155466 47.3532346, 8.7162978 47.3527902, 8.716888 47.3524399, 8.7173991 47.3521592, 8.7174769 47.352114, 8.717521 47.3520928, 8.717568 47.3520824, 8.7176421 47.3520753)",,,,,
22664294,Falmenstrasse,residential,50,,False,False,101.81999999999998,"LINESTRING (8.7176421 47.3520753, 8.7176606 47.3521315, 8.7177261 47.3523313, 8.7178437 47.3526894, 8.7178836 47.3528044, 8.7179035 47.3528616, 8.7179285 47.3529079, 8.7179326 47.3529154, 8.7179658 47.3529627)",,,,,
1029365495,Industriestrasse,residential,50,,False,False,215.30199999999996,"LINESTRING (8.7176421 47.3520753, 8.717568 47.3520824, 8.717521 47.3520928, 8.7174769 47.352114, 8.7173991 47.3521592, 8.716888 47.3524399, 8.7162978 47.3527902, 8.7155466 47.3532346, 8.7154974 47.3532637, 8.7154407 47.3532937)",,,,,
"[1029365483, 28527111, 1029365495]",Industriestrasse,residential,50,,False,True,282.74199999999996,"LINESTRING (8.7176421 47.3520753, 8.7176398 47.3520189, 8.7176528 47.3519597, 8.7176787 47.3518979, 8.7177138 47.3518478, 8.7177574 47.3518035, 8.7178176 47.3517487, 8.7179895 47.3516333, 8.71813 47.3515458, 8.7183325 47.3514198, 8.7185112 47.3513253, 8.7187871 47.3511794, 8.7190118 47.3510542, 8.7192781 47.3508938, 8.7194248 47.3507904, 8.7198079 47.3504959, 8.720143 47.3503007, 8.7201903 47.350275)",,,,,
"[1029365495, 1029365483, 28527111]",Industriestrasse,residential,50,,False,False,282.7419999999999,"LINESTRING (8.7201903 47.350275, 8.720143 47.3503007, 8.7198079 47.3504959, 8.7194248 47.3507904, 8.7192781 47.3508938, 8.7190118 47.3510542, 8.7187871 47.3511794, 8.7185112 47.3513253, 8.7183325 47.3514198, 8.71813 47.3515458, 8.7179895 47.3516333, 8.7178176 47.3517487, 8.7177574 47.3518035, 8.7177138 47.3518478, 8.7176787 47.3518979, 8.7176528 47.3519597, 8.7176398 47.3520189, 8.7176421 47.3520753)",,,,,
"[541407035, 78007005, 24759359]","['Brunnenstrasse', 'Bahnhofstrasse']",secondary,50,,False,False,89.35900000000001,"LINESTRING (8.7201903 47.350275, 8.7198515 47.3499787, 8.7198156 47.3499472, 8.7197673 47.3499043, 8.7197307 47.3498717, 8.7196776 47.3498252, 8.7195217 47.3497055, 8.7194554 47.3496446)",2,,,,
78007005,Brunnenstrasse,secondary,50,,False,True,14.158000000000001,"LINESTRING (8.7201903 47.350275, 8.7202649 47.3503427, 8.7203028 47.350377)",2,,,,
28413370,Bankstrasse,residential,50,,False,True,122.27799999999999,"LINESTRING (8.7144451 47.3523363, 8.714371 47.352338, 8.7142971 47.3523515, 8.7142348 47.3523799, 8.7134556 47.3527839, 8.7132743 47.3528668, 8.7132038 47.3529071, 8.7131639 47.3529247, 8.7131113 47.3529406)",,,,,
28413375,Bankstrasse,residential,50,,False,False,20.096,"LINESTRING (8.7144451 47.3523363, 8.7144659 47.3522918, 8.7145268 47.3522259, 8.7145493 47.3521717)",2,,,,
