osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,ref,width,access,tunnel
"[203388457, 301726565]",3,Steigstrasse,tertiary,50,False,True,90.41,"LINESTRING (8.6308868 47.6955882, 8.6309324 47.6956319, 8.6309633 47.6956678, 8.6310107 47.6957537, 8.6310424 47.6958872, 8.6311003 47.6961956, 8.6311172 47.6962857, 8.631143 47.6963737)",,,,,,
203394108,2,Steigstrasse,tertiary,50,False,False,109.804,"LINESTRING (8.6308868 47.6955882, 8.6307686 47.6955174, 8.6306465 47.6954748, 8.6305223 47.6954482, 8.6303769 47.695442, 8.6302434 47.6954543, 8.6299928 47.6954984, 8.629863 47.6955311, 8.629793 47.6955574, 8.6297734 47.6955645, 8.6296329 47.6956259, 8.6295593 47.6956642)",,,,,,
4714355,,Fäsenstaubstrasse,living_street,20,False,False,253.395,"LINESTRING (8.6283483 47.6964577, 8.6282812 47.6964387, 8.6281841 47.6963457, 8.6279464 47.6960127, 8.6278465 47.6958529, 8.6275163 47.6953136, 8.6274384 47.6951509, 8.6274671 47.695053, 8.6275194 47.6949665, 8.6280114 47.6945857, 8.6281435 47.6945032)",,,,,,
1168475271,2,Steigstrasse,tertiary,50,False,False,18.344,"LINESTRING (8.6283483 47.6964577, 8.6283174 47.6965157, 8.6283067 47.6965644, 8.6283042 47.6966185)",,,,,,
"[203394108, 1168475270, 1168475271]",2,Steigstrasse,tertiary,50,False,True,126.863,"LINESTRING (8.6283483 47.6964577, 8.6283959 47.6964044, 8.6284499 47.6963541, 8.628717 47.6961884, 8.6292309 47.6958705, 8.6292737 47.6958441, 8.6295059 47.6956958, 8.6295593 47.6956642)",,,,,,
4829672,,Zimmerweg,residential,30,False,True,107.997,"LINESTRING (8.6283042 47.6966185, 8.6287112 47.6966436, 8.629419 47.6964025, 8.6296445 47.6963452)",,,,,,
"[29224695, 1168475271]",2,Steigstrasse,tertiary,50,False,False,131.43200000000002,"LINESTRING (8.6283042 47.6966185, 8.628317 47.696687, 8.6283439 47.6967615, 8.6283835 47.6968337, 8.6286553 47.6972504, 8.6286824 47.6973181, 8.6286842 47.6973955, 8.628654 47.6976174, 8.6286372 47.6976925, 8.6286056 47.6977464)",,,,,,
1168475271,2,Steigstrasse,tertiary,50,False,True,18.344,"LINESTRING (8.6283042 47.6966185, 8.6283067 47.6965644, 8.6283174 47.6965157, 8.6283483 47.6964577)",,,,,,
"[1168475266, 1168475267, 29224695]",3,Steigstrasse,tertiary,50,False,True,61.619,"LINESTRING (8.6278846 47.6979984, 8.628035 47.6979405, 8.6281708 47.6979056, 8.6284531 47.697833, 8.6285327 47.6978015, 8.6285808 47.6977706, 8.6286056 47.6977464)",,,,,,
"[291397648, 116854462]","['1', '2']",Grabenstrasse,secondary,50,False,True,27.128999999999998,"LINESTRING (8.6314377 47.6965433, 8.6314849 47.6965149, 8.6315404 47.696472, 8.6315904 47.6964205, 8.6316484 47.6963473)",yes,,,,,
658304586,1,Obertor,secondary,50,True,False,5.144,"LINESTRING (8.6314377 47.6965433, 8.6314441 47.6965565, 8.6314485 47.6965689, 8.6314499 47.6965885)",yes,roundabout,,,,
226224717,,Obertor,secondary,50,True,False,29.665,"LINESTRING (8.6312403 47.6966903, 8.631197 47.6966766, 8.6311617 47.6966552, 8.6311422 47.6966353, 8.631128 47.6966086, 8.6311244 47.6965899, 8.6311295 47.6965578, 8.6311564 47.69652, 8.6311823 47.6965014, 8.6312226 47.6964847)",,roundabout,,,,
"[819054016, 819054017, 4586767]",2,Spitalstrasse,secondary,50,False,False,230.60999999999999,"LINESTRING (8.6312403 47.6966903, 8.6312258 47.6967774, 8.6312091 47.6968636, 8.6312156 47.6970092, 8.6312381 47.6974551, 8.6312572 47.6975459, 8.6312984 47.6976261, 8.6313672 47.6977192, 8.6314332 47.6977879, 8.6314885 47.6978455, 8.6317136 47.6980797, 8.6317405 47.6981077, 8.6319253 47.6982981, 8.6320921 47.6984732, 8.6321962 47.6985814)",,,,,,
"[819054015, 4586767]",2,Spitalstrasse,secondary,50,False,False,76.48700000000001,"LINESTRING (8.6321962 47.6985814, 8.632278 47.6986679, 8.6325333 47.6989605, 8.6326516 47.6990908, 8.6327088 47.6991758)",,,,,,
"[819054016, 819054017, 4586767]",2,Spitalstrasse,secondary,50,False,True,230.60999999999999,"LINESTRING (8.6321962 47.6985814, 8.6320921 47.6984732, 8.6319253 47.6982981, 8.6317405 47.6981077, 8.6317136 47.6980797, 8.6314885 47.6978455, 8.6314332 47.6977879, 8.6313672 47.6977192, 8.6312984 47.6976261, 8.6312572 47.6975459, 8.6312381 47.6974551, 8.6312156 47.6970092, 8.6312091 47.6968636, 8.6312258 47.6967774, 8.6312403 47.6966903)",,,,,,
1168475269,,Hintersteig,unclassified,50,False,True,82.53399999999999,"LINESTRING (8.6321962 47.6985814, 8.632061 47.69862, 8.6316287 47.6986689, 8.631116 47.6987168)",,,,,,
"[4586880, 1210571245, 243210495]",2,Adlerstrasse,secondary,50,False,False,52.719,"LINESTRING (8.6335813 47.6999762, 8.6338304 47.699919, 8.6340163 47.6998836, 8.6342533 47.6998343)",,,,,,
4643141,3,Hochstrasse,tertiary,50,False,False,45.293,"LINESTRING (8.6335813 47.6999762, 8.6336498 47.7000381, 8.6338064 47.7001492, 8.6339865 47.7002782)",,,,,,
"[4698505, 819414570]","['2', '4']",Spitalstrasse,secondary,50,False,True,92.624,"LINESTRING (8.6335813 47.6999762, 8.6334556 47.6998457, 8.633194 47.6995911, 8.6330811 47.6994812, 8.6329775 47.6993984, 8.6328952 47.6993516, 8.6328296 47.6993213)",,,,,,
4698446,3,Bahnhofstrasse,tertiary,30,False,False,26.971999999999998,"LINESTRING (8.6345547 47.6998004, 8.634469 47.6997085, 8.6343913 47.6996213, 8.6343679 47.699593)",,,,,,
226142697,2,Adlerstrasse,secondary,50,False,True,22.871000000000002,"LINESTRING (8.6345547 47.6998004, 8.6343792 47.6998215, 8.6342533 47.6998343)",,,,,,
"[1233228702, 4698447]","['2', '3']",Adlerstrasse,secondary,50,True,False,26.867000000000004,"LINESTRING (8.6345547 47.6998004, 8.6346224 47.6998095, 8.6346771 47.6998365, 8.6347276 47.699854, 8.6347714 47.6998637, 8.6348264 47.6998729, 8.6348885 47.699878)",,,,,,
4698447,3,Adlerstrasse,secondary,50,True,False,37.283,"LINESTRING (8.6348885 47.699878, 8.6349511 47.6998779, 8.6352152 47.6998543, 8.635382 47.6998353)",,,,,,
