osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,ref,tunnel,bridge,access,junction
320329501,False,,residential,,True,55.656000000000006,"LINESTRING (6.1216764 46.1847039, 6.1215784 46.1846511, 6.1212903 46.1845002, 6.1211048 46.1843975)",Chemin de Tressy-Cordy,,,,,
"[84817092, 84817173, 84817134]",False,,residential,,False,191.86100000000002,"LINESTRING (6.1184951 46.1825318, 6.1184758 46.182568, 6.118358 46.1827883, 6.1183081 46.1828848, 6.1181728 46.1831659, 6.1181249 46.1832736, 6.1181 46.1833403, 6.1180967 46.1833587, 6.1181329 46.1834977, 6.1181961 46.1835839, 6.1182442 46.1836369, 6.118305 46.1837004, 6.1185276 46.1839285, 6.1186276 46.1840601, 6.1186201 46.1841122)",Chemin de Sous-Bois,,,yes,,
"[343709048, 682582901, 448328707, 83499325]",False,2,tertiary,50,False,168.56199999999998,"LINESTRING (6.1184951 46.1825318, 6.118433 46.1825141, 6.1182297 46.1824561, 6.118004 46.1823917, 6.1178387 46.1823445, 6.1177171 46.1823121, 6.1175507 46.1822678, 6.1174559 46.1822425, 6.1171511 46.1821635, 6.1169429 46.1821132, 6.1168787 46.1820958, 6.1168239 46.1820782, 6.1167711 46.1820576, 6.1164842 46.18194)","['Pont des Briques', 'Route du Grand-Lancy']",,,yes,,
"[343709048, 448328708]",False,2,tertiary,50,True,19.883,"LINESTRING (6.1184951 46.1825318, 6.1185951 46.1825592, 6.118609 46.182563, 6.118735 46.182598)",Route du Grand-Lancy,,,,,
343709044,False,,tertiary,,False,90.075,"LINESTRING (6.1188616 46.1804244, 6.1188342 46.1803864, 6.1187991 46.1803367, 6.1187263 46.1802244, 6.1186944 46.180168, 6.1186651 46.1801164, 6.1186196 46.1800246, 6.1185643 46.1799049, 6.1185112 46.1797605, 6.1184828 46.179661)",Avenue du Curé-Baud,,,,,
"[8022379, 343709044]",False,,tertiary,50,True,217.17000000000002,"LINESTRING (6.1188616 46.1804244, 6.1189372 46.180531, 6.1190658 46.1807027, 6.1197782 46.1816537, 6.1197992 46.1816817, 6.1198093 46.1816948, 6.1199335 46.1818576, 6.1199639 46.1818971, 6.119977 46.1819313, 6.1199839 46.181963, 6.1199822 46.1819893, 6.1199746 46.1820199, 6.1199693 46.1820346, 6.1199548 46.1820607, 6.1199311 46.1820879, 6.1199069 46.182106, 6.1198759 46.1821266, 6.1198249 46.1821458)","['Place du 1er-Août', 'Avenue du Curé-Baud']",,,,,
343709044,False,,tertiary,,True,90.075,"LINESTRING (6.1184828 46.179661, 6.1185112 46.1797605, 6.1185643 46.1799049, 6.1186196 46.1800246, 6.1186651 46.1801164, 6.1186944 46.180168, 6.1187263 46.1802244, 6.1187991 46.1803367, 6.1188342 46.1803864, 6.1188616 46.1804244)",Avenue du Curé-Baud,,,,,
330788612,True,,primary,50,False,13.444,"LINESTRING (6.1283042 46.1875414, 6.1284736 46.1875708)",Carrefour de l'Etoile,,,,,
75890590,True,2,primary,50,False,19.795,"LINESTRING (6.1283042 46.1875414, 6.1282946 46.1876134, 6.1282922 46.1876291, 6.1282897 46.1876448, 6.1282865 46.1877189)",Carrefour de l'Etoile,,,,,
"[749868586, 749868587, 92359856, 92359858, 343645083]",True,"['2', '3']",secondary,50,False,237.724,"LINESTRING (6.127596 46.1876712, 6.1274745 46.1876622, 6.1268218 46.1876187, 6.1267287 46.1876141, 6.1265179 46.1875859, 6.1259419 46.1875139, 6.1257903 46.1874955, 6.1257442 46.1874943, 6.1255431 46.1874876, 6.125131 46.1874789, 6.1250924 46.1874778, 6.1249986 46.1874756, 6.1245282 46.1874638)",Route du Grand-Lancy,,,,,
92359865,True,2,primary,50,False,22.837,"LINESTRING (6.1285727 46.1877718, 6.1284954 46.1877537, 6.1284165 46.1877374, 6.1283685 46.1877308, 6.1282865 46.1877189)",Route des Acacias,,,,,
92359868,True,,primary_link,,False,26.581999999999997,"LINESTRING (6.1285727 46.1877718, 6.1284819 46.1877819, 6.1284146 46.1877971, 6.1283803 46.1878113, 6.1283461 46.1878293, 6.1283109 46.1878541, 6.1282819 46.1878818)",,,,,,
92359849,True,3,primary,50,False,29.524,"LINESTRING (6.1282865 46.1877189, 6.1279039 46.1877004)",Carrefour de l'Etoile,,,,,
92359857,True,,tertiary,50,False,18.118,"LINESTRING (6.1282865 46.1877189, 6.1282856 46.1877855, 6.1282819 46.1878818)",Route des Jeunes,,,,,
92360518,True,2,primary,50,False,33.442,"LINESTRING (6.1278728 46.187506, 6.1283042 46.1875414)",Carrefour de l'Etoile,,,,,
330788668,True,2,primary,50,False,15.486999999999998,"LINESTRING (6.1278728 46.187506, 6.1278692 46.1874816, 6.1278697 46.1874514, 6.1278808 46.1873672)",Route des Jeunes,,,,,
92359855,True,1,secondary_link,50,False,86.729,"LINESTRING (6.1267956 46.1874505, 6.1269193 46.1874029, 6.1276336 46.1874343, 6.1276915 46.1874318, 6.1277552 46.1874141, 6.1278808 46.1873672)",Route du Grand-Lancy,,,,,
92359867,True,2,secondary,50,False,83.15599999999999,"LINESTRING (6.1267956 46.1874505, 6.1276972 46.1874944, 6.1277625 46.1874985, 6.1278728 46.187506)",Route du Grand-Lancy,,,,,
75890586,True,2,primary,50,False,21.772000000000002,"LINESTRING (6.1279039 46.1877004, 6.127895 46.1876172, 6.1278933 46.1876019, 6.127891 46.1875855, 6.1278866 46.1875622, 6.1278772 46.1875309, 6.1278728 46.187506)",Carrefour de l'Etoile,,,,,
92359856,True,2,secondary,50,False,23.926000000000002,"LINESTRING (6.1279039 46.1877004, 6.1277405 46.1876867, 6.127596 46.1876712)",Route du Grand-Lancy,,,,,
92359864,True,1,secondary_link,50,False,35.737,"LINESTRING (6.1278561 46.1879313, 6.1277966 46.1878296, 6.1277796 46.1878072, 6.1277458 46.1877779, 6.1277015 46.1877433, 6.127596 46.1876712)",Route des Jeunes,,,,,
341842617,True,,secondary_link,50,False,25.939,"LINESTRING (6.1278561 46.1879313, 6.1278745 46.1878489, 6.1278818 46.1878095, 6.1278898 46.1877664, 6.1279039 46.1877004)",Route des Jeunes,,,,,
104950650,False,,residential,,False,147.56,"LINESTRING (6.1206643 46.1813375, 6.1206142 46.1812435, 6.1204847 46.1810397, 6.120427 46.180945, 6.1203057 46.1807236, 6.1202202 46.1805753, 6.120152 46.1804314, 6.120087 46.1802815, 6.1200187 46.1801266, 6.120006 46.1800927)",Chemin des Semailles,,,,,
148395148,False,,residential,30,False,100.953,"LINESTRING (6.1162643 46.1872663, 6.1167965 46.1875574, 6.1169603 46.1876418, 6.1169976 46.187661, 6.1172159 46.1877757, 6.117301 46.1878222)",Chemin des Pâquerettes,,,,,
49582338,False,,residential,30,False,51.239,"LINESTRING (6.1191875 46.1869179, 6.1187411 46.1865761)",Chemin du Banc-Bénit,,,,,
49582338,False,,residential,30,True,83.253,"LINESTRING (6.1191875 46.1869179, 6.1197081 46.1873421, 6.1197674 46.1873904, 6.1198641 46.1875003)",Chemin du Banc-Bénit,,,,,
131732229,False,,residential,30,True,180.231,"LINESTRING (6.1191875 46.1869179, 6.1177429 46.1881542, 6.1177151 46.1881781)",Chemin du Val-d'Aire,,,,,
59306064,False,,residential,30,True,12.362,"LINESTRING (6.1177151 46.1881781, 6.1176116 46.1880931)",Chemin des Pâquerettes,,,,,
131732229,False,,residential,30,False,180.231,"LINESTRING (6.1177151 46.1881781, 6.1177429 46.1881542, 6.1191875 46.1869179)",Chemin du Val-d'Aire,,,,,
132763069,False,,residential,30,True,99.753,"LINESTRING (6.1175111 46.184499, 6.1174635 46.1845329, 6.1166318 46.1851043, 6.1165922 46.1851315)",Chemin du Pré-Monnard,,,,,
32045710,False,,residential,30,True,82.92500000000001,"LINESTRING (6.1165922 46.1851315, 6.1166548 46.1851738, 6.1172839 46.1855856, 6.1173287 46.1856166, 6.1173737 46.1856447)",Chemin du Pré-Monnard,,,,,
132763069,False,,residential,30,False,99.753,"LINESTRING (6.1165922 46.1851315, 6.1166318 46.1851043, 6.1174635 46.1845329, 6.1175111 46.184499)",Chemin du Pré-Monnard,,,,,
83361878,True,1,secondary,50,False,95.402,"LINESTRING (6.1220582 46.1845443, 6.1219678 46.1844446, 6.121882 46.1843342, 6.1215757 46.183898, 6.1215215 46.1838237, 6.1214911 46.1837821)",Route du Grand-Lancy,,,,,
83361886,False,,residential,,False,34.744,"LINESTRING (6.1220582 46.1845443, 6.1220106 46.1845613, 6.1218765 46.1845998, 6.1218011 46.1846258, 6.1217676 46.1846435, 6.1216764 46.1847039)",Place du Château,,,,,
49582338,False,,residential,30,False,83.253,"LINESTRING (6.1198641 46.1875003, 6.1197674 46.1873904, 6.1197081 46.1873421, 6.1191875 46.1869179)",Chemin du Banc-Bénit,,,,,
320329501,False,,residential,,False,55.656000000000006,"LINESTRING (6.1211048 46.1843975, 6.1212903 46.1845002, 6.1215784 46.1846511, 6.1216764 46.1847039)",Chemin de Tressy-Cordy,,,,,
84817142,False,,residential,,True,16.573,"LINESTRING (6.1215374 46.1848177, 6.1215666 46.1847925, 6.1216764 46.1847039)",Chemin du Gué,,,,,
342341662,True,2,primary,50,False,17.81,"LINESTRING (6.1288881 46.18174, 6.1288774 46.1819)",Route des Jeunes,,,,,
691677433,False,,residential,,False,180.638,"LINESTRING (6.1244238 46.1843037, 6.1243676 46.1854323, 6.1243477 46.185843, 6.1244016 46.1859186)",Chemin des Mérinos,,,,,
33289699,True,1,primary,50,False,16.659,"LINESTRING (6.1203537 46.1830974, 6.1204451 46.1829616)",Avenue des Communes-Réunies,104,,,,
814591735,True,1,secondary,50,False,5.993,"LINESTRING (6.1203537 46.1830974, 6.1204247 46.1831195)",Route du Grand-Lancy,,,,,
"[814591733, 29027478]",True,2,primary,50,False,16.355,"LINESTRING (6.1204247 46.1831195, 6.1204154 46.1831781, 6.1204116 46.1831965, 6.120409 46.1832138, 6.1204003 46.1832656)",Route du Pont-Butin,104,,,,
83361877,True,1,secondary,50,False,102.88200000000002,"LINESTRING (6.1204247 46.1831195, 6.1206655 46.1832159, 6.1206889 46.1832262, 6.1207821 46.183267, 6.1208576 46.1832982, 6.1213808 46.183478, 6.1214524 46.1835089, 6.1215198 46.1835466, 6.1215798 46.1835802)",Route du Grand-Lancy,,,,,
1040940847,True,,secondary,50,False,10.465,"LINESTRING (6.1204003 46.1832656, 6.1202937 46.1832072)",Route du Grand-Lancy,,,,,
"[814591736, 177720857, 814591740]",True,"['1', '2']",primary,"['60', '50']",False,72.697,"LINESTRING (6.1204003 46.1832656, 6.1203859 46.1833407, 6.1203758 46.1834004, 6.1203621 46.1834852, 6.1203273 46.1837461, 6.1202939 46.1839151)",Route du Pont-Butin,104,,,,
"[84817092, 84817173, 84817134]",False,,residential,,True,191.861,"LINESTRING (6.1186201 46.1841122, 6.1186276 46.1840601, 6.1185276 46.1839285, 6.118305 46.1837004, 6.1182442 46.1836369, 6.1181961 46.1835839, 6.1181329 46.1834977, 6.1180967 46.1833587, 6.1181 46.1833403, 6.1181249 46.1832736, 6.1181728 46.1831659, 6.1183081 46.1828848, 6.118358 46.1827883, 6.1184758 46.182568, 6.1184951 46.1825318)",Chemin de Sous-Bois,,,yes,,
"[745857810, 132644804]",True,,residential,,False,140.813,"LINESTRING (6.1244864 46.18615, 6.1245437 46.1862356, 6.1245114 46.1867326, 6.1245041 46.1868656, 6.1244853 46.1872602, 6.124482 46.1873291, 6.1244699 46.1874063)",Place de Pont-Rouge,,,,,
1117671887,False,,residential,,False,7.763999999999999,"LINESTRING (6.1244864 46.18615, 6.1244853 46.18612, 6.1244839 46.1860802)",Place de Pont-Rouge,,,,,
991709045,True,1,secondary,50,False,14.712,"LINESTRING (6.1244699 46.1874063, 6.1246601 46.1874192)",Route du Grand-Lancy,,,,,
921303084,True,,residential,,False,140.909,"LINESTRING (6.1244699 46.1874063, 6.1244115 46.1873274, 6.124415 46.1872594, 6.1244352 46.1868631, 6.1244864 46.18615)",Place de Pont-Rouge,,,,,
991709044,False,,tertiary_link,,False,7.811,"LINESTRING (6.1244699 46.1874063, 6.1245113 46.1874472, 6.1245282 46.1874638)",,,,,,
"[991709048, 92359861, 991709046, 991709047]",True,"['1', '2']",secondary,50,False,164.54,"LINESTRING (6.1246601 46.1874192, 6.1248188 46.1874291, 6.1251249 46.1874365, 6.1255444 46.1874477, 6.1256922 46.1874517, 6.1260344 46.1874414, 6.1261831 46.1874408, 6.1263542 46.1874388, 6.1265443 46.1874433, 6.1267956 46.1874505)",Route du Grand-Lancy,,,,,
921303085,False,,residential,,False,24.149,"LINESTRING (6.1244839 46.1860802, 6.1244402 46.1860733, 6.1244023 46.1860568, 6.1243743 46.1860326, 6.1243594 46.1860033, 6.1243592 46.1859723, 6.1243738 46.185943, 6.1244016 46.1859186)",Place de Pont-Rouge,,,,,
921303085,False,,residential,,True,40.423,"LINESTRING (6.1244839 46.1860802, 6.124527 46.186077, 6.1245665 46.1860645, 6.1245981 46.1860439, 6.1246185 46.1860173, 6.1246256 46.1859877, 6.1246187 46.185958, 6.1245984 46.1859314, 6.1245669 46.1859107, 6.1245275 46.1858981, 6.1244829 46.1858948, 6.1244393 46.185902, 6.1244016 46.1859186)",Place de Pont-Rouge,,,,,
1117671887,False,,residential,,True,7.763999999999999,"LINESTRING (6.1244839 46.1860802, 6.1244853 46.18612, 6.1244864 46.18615)",Place de Pont-Rouge,,,,,
691677433,False,,residential,,True,180.638,"LINESTRING (6.1244016 46.1859186, 6.1243477 46.185843, 6.1243676 46.1854323, 6.1244238 46.1843037)",Chemin des Mérinos,,,,,
921303085,False,,residential,,False,40.423,"LINESTRING (6.1244016 46.1859186, 6.1244393 46.185902, 6.1244829 46.1858948, 6.1245275 46.1858981, 6.1245669 46.1859107, 6.1245984 46.1859314, 6.1246187 46.185958, 6.1246256 46.1859877, 6.1246185 46.1860173, 6.1245981 46.1860439, 6.1245665 46.1860645, 6.124527 46.186077, 6.1244839 46.1860802)",Place de Pont-Rouge,,,,,
921303085,False,,residential,,True,24.149,"LINESTRING (6.1244016 46.1859186, 6.1243738 46.185943, 6.1243592 46.1859723, 6.1243594 46.1860033, 6.1243743 46.1860326, 6.1244023 46.1860568, 6.1244402 46.1860733, 6.1244839 46.1860802)",Place de Pont-Rouge,,,,,
