osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,width,junction,access
5199765,Industriestrasse,residential,False,False,41.993,"LINESTRING (7.596792 47.4911791, 7.5962376 47.4912269)",,,,,,
26601471,Winkelstrasse,residential,False,False,102.43199999999999,"LINESTRING (7.596792 47.4911791, 7.5968147 47.4913311, 7.5968622 47.4915947, 7.5968999 47.4918042, 7.5969521 47.4920939)",,,,,,
19993214,Herrenweg,residential,False,False,9.739,"LINESTRING (7.5969521 47.4920939, 7.5968254 47.4921124)",,,,,,
26601471,Winkelstrasse,residential,False,True,102.43199999999999,"LINESTRING (7.5969521 47.4920939, 7.5968999 47.4918042, 7.5968622 47.4915947, 7.5968147 47.4913311, 7.596792 47.4911791)",,,,,,
149745519,General Guisan-Strasse,residential,False,True,144.614,"LINESTRING (7.5971322 47.4948569, 7.5952658 47.495175)",,,,,,
26601425,Römerstrasse,residential,False,False,96.32300000000001,"LINESTRING (7.5971322 47.4948569, 7.5969189 47.4945096, 7.5967394 47.4940346)",,,,,,
149745519,General Guisan-Strasse,residential,False,False,144.614,"LINESTRING (7.5952658 47.495175, 7.5971322 47.4948569)",,,,,,
5199769,Bodenmattstrasse,residential,False,False,154.70600000000002,"LINESTRING (7.5952658 47.495175, 7.5955789 47.495533, 7.5959952 47.496009, 7.5960088 47.4960245, 7.5963086 47.4963747)",,,,,,
5199769,Bodenmattstrasse,residential,False,True,78.403,"LINESTRING (7.5952658 47.495175, 7.5952377 47.4951378, 7.5949055 47.4945136)",,,,,,
143038771,General Guisan-Strasse,residential,False,True,78.774,"LINESTRING (7.5952658 47.495175, 7.5951271 47.4952417, 7.5949853 47.4952673, 7.5946597 47.4953261, 7.5942786 47.4953949)",,,,,,
147416077,Schönmattstrasse,residential,False,True,26.593,"LINESTRING (7.5963086 47.4963747, 7.5966543 47.4963233)",,,,,,
5199769,Bodenmattstrasse,residential,False,True,154.706,"LINESTRING (7.5963086 47.4963747, 7.5960088 47.4960245, 7.5959952 47.496009, 7.5955789 47.495533, 7.5952658 47.495175)",,,,,,
147416077,Schönmattstrasse,residential,False,False,110.40299999999999,"LINESTRING (7.5963086 47.4963747, 7.5952119 47.4965377, 7.5950301 47.4966006, 7.5949135 47.4966558)",,,,,,
962623919,Bruggstrasse,secondary,False,False,2.508,"LINESTRING (7.591018 47.4905983, 7.5909849 47.4906012)",310,,,,,
19993188,Bruggstrasse,secondary,False,True,94.18199999999999,"LINESTRING (7.591018 47.4905983, 7.5920635 47.4904902, 7.5922583 47.4904767)",310,,,,,
19993858,Juraweg,residential,False,True,90.802,"LINESTRING (7.591018 47.4905983, 7.5910181 47.4908687, 7.5910182 47.4913005, 7.5910437 47.4914136)",,,,,,
19993191,Hinterkirchweg,residential,False,False,49.691,"LINESTRING (7.594736 47.4923701, 7.5946019 47.4919325)",,,,,,
"[148908774, 148908806]","['Römerstrasse', 'Herrenweg']",residential,False,"[False, True]",222.56999999999996,"LINESTRING (7.594736 47.4923701, 7.5947989 47.4923717, 7.5961768 47.4921765, 7.5962421 47.4921384, 7.5962733 47.4920878, 7.5961241 47.4913214, 7.5962376 47.4912269)",,,,,,
390857664,Herrenweg,residential,False,False,115.378,"LINESTRING (7.594736 47.4923701, 7.5935523 47.4925448, 7.5932349 47.4925889)",,,,,,
19993227,Angensteinerstrasse,residential,False,True,52.431,"LINESTRING (7.5932349 47.4925889, 7.5930159 47.4921412)",,,,,,
25189498,Angensteinerstrasse,residential,False,True,87.531,"LINESTRING (7.5932349 47.4925889, 7.5933483 47.4929107, 7.593447 47.4932422, 7.5934809 47.4933582)",,50,,,,
390857664,Herrenweg,residential,False,True,115.378,"LINESTRING (7.5932349 47.4925889, 7.5935523 47.4925448, 7.594736 47.4923701)",,,,,,
5199765,Industriestrasse,residential,False,True,41.993,"LINESTRING (7.5962376 47.4912269, 7.596792 47.4911791)",,,,,,
148908806,Römerstrasse,residential,False,False,126.773,"LINESTRING (7.5962376 47.4912269, 7.5960967 47.4911435, 7.595932 47.4901361)",,,,,,
"[148908774, 148908806]","['Römerstrasse', 'Herrenweg']",residential,False,"[False, True]",222.57000000000002,"LINESTRING (7.5962376 47.4912269, 7.5961241 47.4913214, 7.5962733 47.4920878, 7.5962421 47.4921384, 7.5961768 47.4921765, 7.5947989 47.4923717, 7.594736 47.4923701)",,,,,,
25189458,Austrasse,residential,False,False,41.279,"LINESTRING (7.5964187 47.4929494, 7.5969555 47.4928703)",,30,,,,
25189458,Austrasse,residential,False,True,154.924,"LINESTRING (7.5964187 47.4929494, 7.5958496 47.4930545, 7.5944058 47.4932484)",,30,,,,
"[26601425, 19993214]","['Römerstrasse', 'Herrenweg']",residential,False,"[False, True]",124.601,"LINESTRING (7.5964187 47.4929494, 7.5962853 47.4922374, 7.596309 47.4921996, 7.5963595 47.4921784, 7.5968254 47.4921124)",,,,,,
26601425,Römerstrasse,residential,False,True,108.846,"LINESTRING (7.5964187 47.4929494, 7.5965297 47.4933367, 7.5965465 47.4933936, 7.5965915 47.493546, 7.5966988 47.4939098)",,,,,,
19993188,Bruggstrasse,secondary,False,False,94.18199999999999,"LINESTRING (7.5922583 47.4904767, 7.5920635 47.4904902, 7.591018 47.4905983)",310,,,,,
19993188,Bruggstrasse,secondary,False,True,111.368,"LINESTRING (7.5922583 47.4904767, 7.5932667 47.4903743, 7.5937238 47.4903267)",310,,,,,
19993227,Angensteinerstrasse,residential,False,False,138.939,"LINESTRING (7.5922583 47.4904767, 7.5925936 47.4912244, 7.5927946 47.4916725)",,,,,,
19993227,Angensteinerstrasse,residential,False,False,22.534,"LINESTRING (7.5929128 47.4919509, 7.5930159 47.4921412)",,,,,,
19993227,Angensteinerstrasse,residential,False,True,32.205,"LINESTRING (7.5929128 47.4919509, 7.5927946 47.4916725)",,,,,,
62435126,Ziegelgasse,residential,False,True,121.923,"LINESTRING (7.5929128 47.4919509, 7.5921047 47.4920554, 7.5915206 47.4921136, 7.5913124 47.4921297)",,,,,,
704912452,Hauptstrasse,primary,False,False,69.565,"LINESTRING (7.5904691 47.4932891, 7.5913944 47.4933118)",18,,,,,
25728914,Kirchgasse,residential,False,False,118.86699999999999,"LINESTRING (7.5904691 47.4932891, 7.5904644 47.4932778, 7.5904416 47.4932234, 7.5903318 47.4926152, 7.590326 47.4925819, 7.590341 47.4925342, 7.5903694 47.4924401, 7.5903782 47.4922305)",,,,,,
"[366042532, 519758788]",Schulgasse,residential,False,True,103.711,"LINESTRING (7.5904691 47.4932891, 7.5904736 47.4932993, 7.5905053 47.4933712, 7.5906226 47.4939499, 7.5906795 47.49421)",,30,,,,
704912452,Hauptstrasse,primary,False,True,32.768,"LINESTRING (7.5904691 47.4932891, 7.5903028 47.4932842, 7.5900333 47.4932774)",18,,,,,
25728914,Kirchgasse,residential,False,True,118.867,"LINESTRING (7.5903782 47.4922305, 7.5903694 47.4924401, 7.590341 47.4925342, 7.590326 47.4925819, 7.5903318 47.4926152, 7.5904416 47.4932234, 7.5904644 47.4932778, 7.5904691 47.4932891)",,,,,,
962621972,Kirchgasse,residential,False,False,84.555,"LINESTRING (7.5903782 47.4922305, 7.590297 47.4921051, 7.5902193 47.4920628, 7.5901057 47.4920371, 7.5899594 47.4920329, 7.5894432 47.4920483, 7.5894031 47.4920485)",,,,,,
962621973,Ziegelgasse,residential,False,False,71.592,"LINESTRING (7.5903782 47.4922305, 7.5908263 47.492221, 7.5909742 47.4921945, 7.5913124 47.4921297)",,,,,,
19993858,Juraweg,residential,False,False,82.159,"LINESTRING (7.5913124 47.4921297, 7.5910801 47.49153, 7.5910437 47.4914136)",,,,,,
62435126,Ziegelgasse,residential,False,False,121.923,"LINESTRING (7.5913124 47.4921297, 7.5915206 47.4921136, 7.5921047 47.4920554, 7.5929128 47.4919509)",,,,,,
962621973,Ziegelgasse,residential,False,True,71.592,"LINESTRING (7.5913124 47.4921297, 7.5909742 47.4921945, 7.5908263 47.492221, 7.5903782 47.4922305)",,,,,,
19993860,Baselstrasse,primary,False,True,219.08100000000002,"LINESTRING (7.5949135 47.4966558, 7.5947139 47.4964812, 7.5944804 47.4962567, 7.594458 47.4962364, 7.593655 47.4954964, 7.5935792 47.4954335, 7.59348 47.4953377, 7.5932506 47.4950415)",18,50,2,,,
147416077,Schönmattstrasse,residential,False,True,110.40299999999999,"LINESTRING (7.5949135 47.4966558, 7.5950301 47.4966006, 7.5952119 47.4965377, 7.5963086 47.4963747)",,,,,,
26277284,Hinterlindenweg,residential,False,True,82.307,"LINESTRING (7.5896229 47.4976575, 7.5896229 47.4974528, 7.589651 47.4973032, 7.5897516 47.4971202, 7.589873 47.4970192, 7.5899508 47.4969916)",,30,,,,
24577713,Brunngasse,residential,False,False,6.024,"LINESTRING (7.5896718 47.4932071, 7.5896661 47.4932183, 7.5896532 47.4932435, 7.5896448 47.4932581)",,30,,,,
117217131,Hauptstrasse,primary,True,False,28.276000000000003,"LINESTRING (7.5896718 47.4932071, 7.5897657 47.4932289, 7.5898502 47.4932438, 7.5899497 47.4932621, 7.5900333 47.4932774)",18,,,,,
24577713,Brunngasse,residential,False,True,17.5,"LINESTRING (7.5895906 47.494191, 7.5897625 47.4940848)",,30,,,,
24577713,Brunngasse,residential,False,False,86.132,"LINESTRING (7.5895906 47.494191, 7.5895558 47.4942361, 7.5895328 47.4943844, 7.5894336 47.4949551)",,30,,,,
"[695687840, 25362253]",Rebgasse,residential,False,True,105.284,"LINESTRING (7.5895906 47.494191, 7.589529 47.4941735, 7.589466 47.4941636, 7.5893907 47.4941764, 7.5891302 47.4942456, 7.588702 47.4943593, 7.5886044 47.4943852, 7.5882811 47.494471)",,30,,,,
26277559,Weiermattstrasse,residential,False,False,69.624,"LINESTRING (7.5911443 47.495464, 7.5912998 47.4957048, 7.5915149 47.4960379)",,30,,6,,
104015167,Gartenstrasse,residential,False,False,49.813,"LINESTRING (7.5911443 47.495464, 7.5906963 47.4955583, 7.5905113 47.4955973)",,30,,,,
104015167,Gartenstrasse,residential,False,True,47.796,"LINESTRING (7.5911443 47.495464, 7.5913745 47.4954056, 7.591725 47.4952896)",,30,,,,
19993860,Baselstrasse,primary,False,False,90.851,"LINESTRING (7.5928631 47.493532, 7.5929246 47.4936218, 7.5930298 47.4940676, 7.5930833 47.4943318)",18,50,2,,,
19993861,,primary,True,False,15.466999999999999,"LINESTRING (7.5928631 47.493532, 7.5928219 47.493533, 7.5927823 47.4935254, 7.5927479 47.4935102, 7.5927219 47.4934886, 7.5927069 47.4934627)",18,,,,roundabout,
25189458,Austrasse,residential,False,False,70.556,"LINESTRING (7.5934809 47.4933582, 7.5936158 47.4933439, 7.5939702 47.4933017, 7.5944058 47.4932484)",,30,,,,
25189498,Angensteinerstrasse,residential,False,False,87.531,"LINESTRING (7.5934809 47.4933582, 7.593447 47.4932422, 7.5933483 47.4929107, 7.5932349 47.4925889)",,50,,,,
