osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,access,width,tunnel
275274479,137,Rue de Lausanne,secondary,50,False,False,113.792,"LINESTRING (6.5945593 46.5311897, 6.5954442 46.5308854, 6.5959138 46.5307709)",,,,,
23335455,,,tertiary,50,True,False,14.915,"LINESTRING (6.5885937 46.5317839, 6.5885892 46.5317505, 6.5886014 46.5317181, 6.5886287 46.5316903, 6.5886681 46.5316705)",roundabout,,,,
23364895,,Rue du Caudray,tertiary,50,False,True,146.40500000000003,"LINESTRING (6.5885937 46.5317839, 6.5884761 46.5318067, 6.5882146 46.5319601, 6.5880559 46.5320287, 6.5879206 46.5320642, 6.5877963 46.5320889, 6.5876477 46.5321072, 6.5875042 46.5321115, 6.5873847 46.5321028, 6.587247 46.5320823, 6.5869659 46.5320175, 6.5868316 46.5320189)",,2,,,
917303963,,Rue du Lac,tertiary,50,False,True,42.924,"LINESTRING (6.588905 46.5312899, 6.5887818 46.5315778, 6.5887637 46.5316628)",,2,,,
167569433,,Rue du Léman,tertiary,,False,False,10.01,"LINESTRING (6.591015 46.5333834, 6.5910876 46.5334583)",,,,,
24279122,,Rue du Léman,tertiary,,False,True,119.371,"LINESTRING (6.591015 46.5333834, 6.5909469 46.5333278, 6.5909038 46.5332917, 6.5905957 46.5330376, 6.5899882 46.5325753)",,2,,,
148473224,137,Rue de Lausanne,secondary,50,True,False,211.299,"LINESTRING (6.591015 46.5333834, 6.5911188 46.5333129, 6.592854 46.5321356, 6.5929816 46.532049)",,,,,
23391440,,,tertiary,50,True,False,16.284,"LINESTRING (6.5865808 46.5320846, 6.5865642 46.5320594, 6.5865615 46.5320152, 6.5865796 46.5319836, 6.586596 46.5319689, 6.5866205 46.5319547)",roundabout,,,,
23364912,,Rue du Léman,residential,,False,True,115.389,"LINESTRING (6.5874832 46.5310318, 6.5885576 46.5315849, 6.5886208 46.5316309, 6.5886681 46.5316705)",,,yes,,
1265899300,9,Route de Prilly,primary,,True,False,12.536,"LINESTRING (6.5982289 46.5392353, 6.5981494 46.5392217, 6.5980863 46.5391857)",roundabout,,,,
302085516,,Rue de la Paix,tertiary,30,False,True,23.49,"LINESTRING (6.5913561 46.5337936, 6.5912116 46.5336072)",,2,,,
24538088,,Avenue du 24-Janvier,tertiary,30,False,False,211.15800000000002,"LINESTRING (6.5913561 46.5337936, 6.5913115 46.5338466, 6.5912509 46.533902, 6.591039 46.5340444, 6.5908251 46.5342224, 6.5906527 46.5344039, 6.5902811 46.5348106, 6.5899254 46.5353982)",,,,,
277743639,,Rue de la Paix,residential,30,False,False,99.37899999999999,"LINESTRING (6.5913561 46.5337936, 6.5918225 46.5343069, 6.5921193 46.5345106)",,,,,
30072738,,,tertiary,,True,False,20.189,"LINESTRING (6.5876078 46.5391472, 6.5875926 46.5391235, 6.587589 46.5390977, 6.5875974 46.5390724, 6.5876171 46.5390502, 6.5876458 46.5390335, 6.5876808 46.5390238, 6.5877185 46.5390223)",roundabout,,,,
1265864946,137,Avenue du 14-Avril,secondary,50,False,True,30.366,"LINESTRING (6.5864773 46.5365206, 6.5866409 46.5364137, 6.5867674 46.5363342)",,2,,,
"[275302842, 881309587]",,Rue de Verdeaux,tertiary,50,False,False,172.70799999999997,"LINESTRING (6.586835 46.5370847, 6.5868752 46.5372347, 6.5869808 46.5374118, 6.5870742 46.5375317, 6.5872128 46.5376476, 6.5877563 46.5381018, 6.5878118 46.5381443, 6.5879113 46.5382205, 6.587983 46.5382754, 6.588091 46.5383446)",,,yes,,
275302842,,Rue de Verdeaux,tertiary,50,False,True,47.881,"LINESTRING (6.586835 46.5370847, 6.5868361 46.5368688, 6.5868382 46.5366541)",,,yes,,
24952140,,Rue de Verdeaux,tertiary,50,False,False,80.72800000000001,"LINESTRING (6.588091 46.5383446, 6.5879469 46.5385605, 6.5877605 46.5389038, 6.5877418 46.5389565, 6.5877185 46.5390223)",,2,yes,,
74059178,,Avenue du 24-Janvier,tertiary,30,False,True,15.168,"LINESTRING (6.588091 46.5383446, 6.588133 46.5382739, 6.5881854 46.5382259)",,2,,,
"[275302842, 881309587]",,Rue de Verdeaux,tertiary,50,False,True,172.708,"LINESTRING (6.588091 46.5383446, 6.587983 46.5382754, 6.5879113 46.5382205, 6.5878118 46.5381443, 6.5877563 46.5381018, 6.5872128 46.5376476, 6.5870742 46.5375317, 6.5869808 46.5374118, 6.5868752 46.5372347, 6.586835 46.5370847)",,,yes,,
24448230,,Rue du Bugnon,unclassified,30,False,False,21.316000000000003,"LINESTRING (6.5943045 46.5382038, 6.5944082 46.5382498, 6.5944311 46.5382624, 6.5945282 46.5383176)",,2,,,
30072845,,Chemin de Bourg-Dessus,residential,30,False,False,41.11,"LINESTRING (6.5943045 46.5382038, 6.594337 46.5379994, 6.5943873 46.537839)",,,,,
881298312,,Rue du Bugnon,unclassified,30,False,True,23.907,"LINESTRING (6.5943045 46.5382038, 6.5942295 46.5382628, 6.5941125 46.5383732)",,,,,
24448229,,Avenue de Floréal,residential,30,False,False,22.866,"LINESTRING (6.5984653 46.5342889, 6.59856 46.5342963, 6.5986449 46.5343035, 6.5987621 46.5343134)",,,,,
275302840,,Avenue de Florissant,unclassified,,False,False,103.73199999999999,"LINESTRING (6.5984653 46.5342889, 6.5984509 46.5343759, 6.5983372 46.5348504, 6.5982354 46.5351234, 6.5982116 46.5351873, 6.5982056 46.5352034)",,2,,,
"[275302840, 395883975]",,Avenue de Florissant,unclassified,,False,True,182.104,"LINESTRING (6.5984653 46.5342889, 6.5984718 46.5342277, 6.5984754 46.5341941, 6.5984775 46.5341387, 6.5984859 46.5339208, 6.5984864 46.5339062, 6.5984945 46.5336952, 6.5984961 46.5336537, 6.5984965 46.5336255, 6.5984969 46.5336027, 6.5984974 46.5335676, 6.5984983 46.5335104, 6.5985036 46.5331758, 6.598505 46.5330849, 6.5985062 46.5330062, 6.5985067 46.5329539, 6.5985082 46.5328118, 6.5985085 46.5327777, 6.5985166 46.5326518)",,2,,,
24295493,,Avenue des Paudex,unclassified,,True,False,20.673000000000002,"LINESTRING (6.595197 46.5381533, 6.5951551 46.5382498, 6.5951133 46.53833)",,,,,
24448236,,Avenue des Paudex,unclassified,50,False,True,198.41799999999998,"LINESTRING (6.595197 46.5381533, 6.5953786 46.538046, 6.5955147 46.5379461, 6.5955676 46.5379071, 6.5968556 46.5369451, 6.5969754 46.5368556)",,,,,
1265538655,,Rue du Bugnon,unclassified,,True,False,28.802,"LINESTRING (6.5952709 46.5386714, 6.5951958 46.5386552, 6.5951228 46.5385957, 6.5950445 46.5385419, 6.5949919 46.5385061)",,,,,
1074907487,137,Rue de Lausanne,secondary,50,False,True,39.331,"LINESTRING (6.5869302 46.5362289, 6.5870033 46.536132, 6.5870568 46.5360984, 6.5872737 46.5359733)",,,,,
1162846622,,Avenue du 14-Avril,secondary,50,True,False,16.201,"LINESTRING (6.5869302 46.5362289, 6.5869388 46.5362404, 6.5869504 46.536261, 6.586953 46.5362831, 6.5869462 46.5363047, 6.5869306 46.5363241, 6.5869077 46.5363396, 6.5868792 46.5363499)",roundabout,,,,
817482846,,Rue de la Paix,residential,30,True,False,50.371,"LINESTRING (6.5922804 46.5357054, 6.591976 46.5361071)",,,,,
29982742,,Chemin de la Creuse,residential,30,False,False,79.643,"LINESTRING (6.591976 46.5361071, 6.5921371 46.5361838, 6.5922382 46.5362499, 6.5927495 46.5365846)",,,,,
817482846,,Rue de la Paix,residential,30,True,False,13.787000000000003,"LINESTRING (6.591976 46.5361071, 6.5919187 46.5361343, 6.5918635 46.5361381, 6.5918139 46.5361215)",,,,,
167569432,,Rue du Village,residential,30,False,False,112.693,"LINESTRING (6.5908425 46.5370917, 6.5909393 46.5369563, 6.5909978 46.5368715, 6.5910112 46.5368522, 6.5910197 46.5368399, 6.5911349 46.5367573, 6.5913824 46.5365798, 6.5915746 46.5364421, 6.5916973 46.5362804)",,,,4.8,
167569946,,Avenue du Temple,residential,30,False,False,130.99200000000002,"LINESTRING (6.5908425 46.5370917, 6.5906749 46.5370486, 6.5905656 46.5370174, 6.5902119 46.536927, 6.5899324 46.5368585, 6.5895579 46.5367613, 6.5893376 46.5367047, 6.5892385 46.5366792)",,,,,
167569946,,Avenue du Temple,residential,30,False,True,31.680999999999997,"LINESTRING (6.5908425 46.5370917, 6.5909127 46.5371156, 6.5910989 46.537172, 6.5911999 46.5372309)",,,,,
302076497,,Rue de Sécheron,residential,30,False,False,98.775,"LINESTRING (6.5888076 46.5349742, 6.5888859 46.5350498, 6.5889162 46.5350602, 6.5894359 46.5352383, 6.5899254 46.5353982)",,,,,
