osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,access
"[552602673, 94175130]",True,2,9,Avenue de Lavaux,primary,50,False,104.682,"LINESTRING (6.6670398 46.508916, 6.6668153 46.5089746, 6.6663475 46.5090724, 6.6658966 46.5091976, 6.6658152 46.509225, 6.6657718 46.5092555)",,
8019827,False,2,megasunboy,Avenue Samson Reymondin,tertiary,30,False,13.197,"LINESTRING (6.6617696 46.5097577, 6.6618356 46.509745, 6.6619357 46.5097258)",,
"[8019828, 24846399]",True,,,"[""Grand'Rue"", 'Avenue du Prieuré']",residential,20,False,133.00199999999998,"LINESTRING (6.6617696 46.5097577, 6.6618207 46.5098176, 6.6618765 46.5100374, 6.6612921 46.5101096, 6.6609047 46.5101405, 6.6608203 46.5101348, 6.6607644 46.5101188, 6.660711 46.5100878, 6.6606637 46.5100165)",,
552602689,False,2,megasunboy,Rue de la Poste,tertiary,30,True,89.547,"LINESTRING (6.6617696 46.5097577, 6.6615852 46.5097943, 6.6613469 46.5098381, 6.6611154 46.5098865, 6.660894 46.5099502, 6.6606637 46.5100165)",,
24829412,False,,,Avenue du Prieuré,residential,20,True,38.977999999999994,"LINESTRING (6.6617696 46.5097577, 6.6616807 46.5096495, 6.6615474 46.5094427)",,
"[27219432, 431622190]",False,4,9,Avenue de Lavaux,primary,50,False,125.319,"LINESTRING (6.6619851 46.511176, 6.662128 46.5111064, 6.6622396 46.5110521, 6.6622802 46.5110323, 6.6624468 46.5109512, 6.6628726 46.5107439, 6.6631611 46.5106001, 6.6633214 46.5105246)",,
"[717915663, 304532198, 431622191]",False,"['4', '5']","['megasunboy', '9']",Avenue de Lavaux,primary,50,True,209.121,"LINESTRING (6.6619851 46.511176, 6.6617053 46.5113116, 6.6616966 46.5113158, 6.6615839 46.5113704, 6.6615117 46.5114054, 6.6613961 46.5114614, 6.6610389 46.5116344, 6.660558 46.5118615, 6.6602875 46.5119892, 6.6599699 46.5121358, 6.6597107 46.5122121)",,
"[666213810, 431214570, 717915667, 23410118]",False,"['2', '3']",,Chemin de la Clergère,tertiary,50,True,277.21299999999997,"LINESTRING (6.6619851 46.511176, 6.6620942 46.5112887, 6.6623173 46.5114571, 6.6623826 46.5114963, 6.6624599 46.5115442, 6.6625918 46.5115927, 6.6626561 46.5116133, 6.6627221 46.5116315, 6.6628936 46.5116837, 6.6629924 46.5117172, 6.6630637 46.5117481, 6.663091 46.5117626, 6.6632435 46.5118433, 6.6634414 46.5119753, 6.6635097 46.5120213, 6.6636956 46.5121672, 6.6638255 46.5123047, 6.6639028 46.5124356, 6.6639462 46.5125784, 6.6639709 46.5127097, 6.6639533 46.5128762, 6.6638537 46.5130414)",,
8019827,False,2,megasunboy,Avenue Samson Reymondin,tertiary,30,True,98.262,"LINESTRING (6.6631524 46.5094566, 6.6630131 46.50951, 6.6624324 46.5096423, 6.662349 46.509646, 6.662183 46.509678, 6.6619357 46.5097258)",,
24718026,True,,,Chemin des Vignes,residential,30,False,246.17799999999994,"LINESTRING (6.6631524 46.5094566, 6.6631394 46.5094084, 6.6631561 46.5093392, 6.663203 46.5091977, 6.6632851 46.5090724, 6.6632979 46.5090548, 6.6633509 46.5089852, 6.6634342 46.508901, 6.6634796 46.5088668, 6.6635377 46.5088208, 6.6637271 46.5087113, 6.6639614 46.5086213, 6.6642294 46.5085444, 6.6643767 46.5085245, 6.6644584 46.5085176, 6.6645547 46.5085013, 6.6646539 46.5084708, 6.6647649 46.5084306, 6.6648816 46.5083839, 6.6650336 46.5083158, 6.66516 46.5082519, 6.6652502 46.5081909, 6.6652597 46.5081845, 6.6653723 46.5080693)",,
89045260,False,2,megasunboy,Avenue Samson Reymondin,tertiary,30,False,180.99900000000005,"LINESTRING (6.6631524 46.5094566, 6.6635282 46.5094006, 6.6640423 46.5093314, 6.6643979 46.5092855, 6.6645007 46.5092897, 6.6647567 46.5092584, 6.6649435 46.5092321, 6.6650234 46.5092296, 6.6652153 46.5092075, 6.6653692 46.5092099, 6.6654819 46.5092132)",,
24583053,False,,,Chemin Davel,residential,30,False,48.311,"LINESTRING (6.6633499 46.5069837, 6.6631829 46.5070773, 6.663098 46.5071072, 6.6629733 46.5071396, 6.6627909 46.5071687)",,
"[27219226, 553754326]",False,2,138,Avenue des Désertes,secondary,50,True,169.496,"LINESTRING (6.6633499 46.5069837, 6.662591 46.5068357, 6.6621915 46.5067625, 6.6620187 46.5067308, 6.6618366 46.5067034, 6.6617102 46.5066844, 6.6616528 46.5066758, 6.6615427 46.5066626, 6.6614964 46.5066595, 6.6614502 46.5066564, 6.661197 46.506639)",,
"[24679461, 553754325]",False,2,138,Route de Vevey,secondary,50,False,195.65900000000002,"LINESTRING (6.6633499 46.5069837, 6.663449 46.5070012, 6.6638534 46.5070777, 6.6639321 46.5070939, 6.6643386 46.5071641, 6.6646577 46.5071957, 6.6648623 46.5072013, 6.6652929 46.5071843, 6.6653027 46.5071835, 6.6656382 46.5071548, 6.6657317 46.5071468, 6.6658605 46.507124)",,
24497366,True,1,,,tertiary,50,False,9.546999999999999,"LINESTRING (6.6590532 46.5103152, 6.6590659 46.5102879, 6.659089 46.5102642, 6.6591208 46.5102457)",roundabout,
306260113,False,2,,Avenue Charles Ferdinand Ramuz,tertiary,50,True,16.902,"LINESTRING (6.6590532 46.5103152, 6.6589386 46.5103082, 6.6588338 46.5102981)",,
24497366,True,1,,,tertiary,50,False,11.499,"LINESTRING (6.6591208 46.5102457, 6.6591671 46.5102326, 6.6592171 46.5102308, 6.6592652 46.5102405)",roundabout,
24829402,True,,,Chemin du Pré des Clos,residential,30,False,97.149,"LINESTRING (6.6591208 46.5102457, 6.6591006 46.510191, 6.6590667 46.5101472, 6.6587715 46.5097653, 6.6587101 46.5096194, 6.658678 46.5094376)",,
24497368,True,1,,,primary,50,False,7.109,"LINESTRING (6.6654938 46.5092758, 6.6654806 46.5092451, 6.6654819 46.5092132)",roundabout,
24497368,True,1,,,primary,50,False,13.983,"LINESTRING (6.6657073 46.5091458, 6.6657416 46.5091666, 6.665765 46.5091936, 6.6657755 46.5092242, 6.6657718 46.5092555)",roundabout,
24497370,True,2,9,Avenue de Lavaux,primary,50,False,106.87599999999999,"LINESTRING (6.6657073 46.5091458, 6.6658394 46.5091119, 6.666216 46.5090094, 6.6663733 46.5089654, 6.6664713 46.5089437, 6.6667237 46.5089048, 6.6668876 46.5088964, 6.6670398 46.508916)",,
24679461,False,2,138,Route de Vevey,secondary,50,True,9.748,"LINESTRING (6.6659842 46.5071031, 6.6658605 46.507124)",,
24569265,True,,,Route du Port,residential,50,False,132.278,"LINESTRING (6.6659842 46.5071031, 6.6659706 46.5070371, 6.66594 46.5069057, 6.6658996 46.5068121, 6.665809 46.5066572, 6.665705 46.5065028, 6.6656601 46.5064408, 6.6654858 46.5062302, 6.665392 46.5061311, 6.6652829 46.506031)",,
