osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,tunnel,lanes,width,bridge,junction,access
41871556,Scheffelstrasse,residential,False,False,34.463,"LINESTRING (9.2817571 47.3894415, 9.2818607 47.3893786, 9.2821111 47.3892452)",,,,,,,,
349611885,Schützenstrasse,tertiary,False,False,40.611000000000004,"LINESTRING (9.2817571 47.3894415, 9.2816763 47.3893834, 9.2815557 47.3892742, 9.2814598 47.38914)",AR 21.2,30,,,,,,
349611885,Schützenstrasse,tertiary,False,False,9.422,"LINESTRING (9.2815981 47.3883127, 9.2816775 47.3882472)",AR 21.2,30,,,,,,
25347224,Zeughausstrasse,residential,False,False,20.869,"LINESTRING (9.2815981 47.3883127, 9.2815325 47.3882681, 9.2814584 47.3881539)",,30,,,,,,
349611885,Schützenstrasse,tertiary,False,True,95.896,"LINESTRING (9.2815981 47.3883127, 9.2815281 47.3883942, 9.2814699 47.3884786, 9.2814192 47.3886168, 9.2813838 47.3887611, 9.2813757 47.3888707, 9.2813915 47.388966, 9.2814179 47.3890629, 9.2814598 47.38914)",AR 21.2,30,,,,,,
25347224,Zeughausstrasse,residential,False,False,39.714000000000006,"LINESTRING (9.2798937 47.3869309, 9.2795284 47.3868816, 9.279458 47.3868485, 9.2794173 47.3868105)",,30,,,,,,
25347224,Zeughausstrasse,residential,False,True,90.73,"LINESTRING (9.2798937 47.3869309, 9.2800697 47.3869706, 9.2802444 47.3869737, 9.2803258 47.3869871, 9.2803777 47.3870165, 9.280544 47.3871207, 9.2807194 47.3872367, 9.2807997 47.387287, 9.280818 47.387362)",,30,,,,,,
26554753,Wiesentalweg,residential,False,True,89.332,"LINESTRING (9.2798937 47.3869309, 9.2799381 47.3869765, 9.2799881 47.3870188, 9.2798891 47.3871653, 9.2797247 47.3872867, 9.2792921 47.3875108)",,,,,,,,
25347224,Zeughausstrasse,residential,False,True,39.714,"LINESTRING (9.2794173 47.3868105, 9.279458 47.3868485, 9.2795284 47.3868816, 9.2798937 47.3869309)",,30,,,,,,
25347230,Bachstrasse,residential,False,False,59.003,"LINESTRING (9.2794173 47.3868105, 9.279508 47.3867477, 9.2796576 47.3866171, 9.2797201 47.3865835, 9.279813 47.3865622, 9.2800443 47.38655)",,30,,,,,,
"[774953766, 774953767, 774953768, 774953769, 32402200]",Wiesental,residential,False,False,245.35100000000003,"LINESTRING (9.2794173 47.3868105, 9.2792627 47.3869051, 9.2791535 47.3869521, 9.2789107 47.3871006, 9.2786335 47.3871998, 9.2781016 47.38737, 9.2779218 47.3874339, 9.2778805 47.3874598, 9.277739 47.3875566, 9.2775858 47.3876905, 9.2774746 47.387782, 9.2770669 47.3880905, 9.2770273 47.3881147, 9.2769952 47.3881165, 9.2769594 47.3881093, 9.276899 47.3880826)",,30,yes,,,,,
157547832,Zeughausstrasse,residential,False,False,41.882999999999996,"LINESTRING (9.2794173 47.3868105, 9.2793828 47.3867593, 9.2791923 47.3865715, 9.2791032 47.3865013)",,30,,,,,,
96081628,Bahnhofstrasse,tertiary,False,True,127.559,"LINESTRING (9.2791032 47.3865013, 9.2789605 47.386604, 9.2787615 47.3867231, 9.2786254 47.3867895, 9.278228 47.3869728, 9.2780025 47.3870601, 9.2778149 47.3871115, 9.2777115 47.3871364)",AR 4.1,50,,,,,,
"[157547785, 157547802]",Bahnhofstrasse,tertiary,False,False,98.032,"LINESTRING (9.2791032 47.3865013, 9.2793061 47.3863545, 9.2793623 47.3863219, 9.2796436 47.386172, 9.2797265 47.3861218, 9.2797603 47.3860917, 9.2798321 47.3860105, 9.2798726 47.3859373, 9.2798937 47.3858723, 9.279905 47.3858375)",AR 4.1,50,,2,,,,
157547832,Zeughausstrasse,residential,False,True,41.883,"LINESTRING (9.2791032 47.3865013, 9.2791923 47.3865715, 9.2793828 47.3867593, 9.2794173 47.3868105)",,30,,,,,,
"[41552144, 157547775, 24999503]",Platz,tertiary,False,False,46.02399999999999,"LINESTRING (9.2791515 47.3856474, 9.2790655 47.3856661, 9.2790143 47.3856893, 9.2789601 47.3857273, 9.2789118 47.3857695, 9.2788552 47.3858085, 9.278808 47.3858378, 9.2787385 47.3858695, 9.2787046 47.3858791, 9.2786675 47.3858809)",AR 1,50,,2,,,,
24999503,,tertiary,False,True,50.87499999999999,"LINESTRING (9.2791515 47.3856474, 9.279235 47.3856465, 9.2795207 47.3856635, 9.2796672 47.3856768, 9.2797216 47.3856917, 9.2797682 47.3857043, 9.2798123 47.3857184)",AR 1,50,,2,,,,
"[25438344, 1191302941, 1082207878]",Oberdorfstrasse,living_street,True,False,115.62700000000001,"LINESTRING (9.2791515 47.3856474, 9.2791469 47.3856036, 9.2791591 47.3855599, 9.2792285 47.3854463, 9.2793271 47.3853151, 9.2793992 47.3852709, 9.2794688 47.3852429, 9.2795653 47.3852263, 9.2797722 47.3852047, 9.28029 47.3852301)",,20,,1,"['4.7', '5']",,,
157547775,Platz,tertiary,False,False,41.983000000000004,"LINESTRING (9.2786675 47.3858809, 9.2786293 47.3858754, 9.2785921 47.3858627, 9.2785601 47.3858397, 9.2785012 47.3857763, 9.2784311 47.3856851, 9.2783493 47.3855859)",AR 1,50,,2,,,,
"[41552144, 24999503, 157547775]",Platz,tertiary,False,True,46.023999999999994,"LINESTRING (9.2786675 47.3858809, 9.2787046 47.3858791, 9.2787385 47.3858695, 9.278808 47.3858378, 9.2788552 47.3858085, 9.2789118 47.3857695, 9.2789601 47.3857273, 9.2790143 47.3856893, 9.2790655 47.3856661, 9.2791515 47.3856474)",AR 1,50,,2,,,,
1083051768,Gossauerstrasse,residential,False,True,17.432,"LINESTRING (9.2786675 47.3858809, 9.2786693 47.3859227, 9.2786738 47.3859808, 9.2786782 47.3860375)",,,,,,,,
263290581,Poststrasse,tertiary,False,True,166.43200000000002,"LINESTRING (9.2771086 47.3823705, 9.2770499 47.3824973, 9.2768089 47.3831202, 9.2767883 47.3831964, 9.2767783 47.3832709, 9.2767752 47.3834144, 9.2768031 47.3835543, 9.2768434 47.3836484, 9.2769336 47.3837956, 9.2769518 47.3838181)",AR 2,50,,,,,,
1095655472,Poststrasse,tertiary,False,False,17.401,"LINESTRING (9.2771086 47.3823705, 9.2771383 47.3823135, 9.277189 47.3822238)",AR 2,50,,,,,,
"[24999470, 24999474, 25278469, 1239162390]",Degersheimerstrasse,tertiary,False,False,41.358000000000004,"LINESTRING (9.2740611 47.3846139, 9.2739507 47.3845987, 9.2739336 47.3845964, 9.2738123 47.3845764, 9.2737085 47.3845685, 9.273611 47.3845751, 9.2735215 47.3845894)",AR 20.2,50,,"['2', '3']",,yes,,
206568317,Schwänlikreisel,tertiary,True,False,15.420000000000002,"LINESTRING (9.2740611 47.3846139, 9.2740646 47.3846031, 9.274081 47.38458, 9.2741075 47.3845618, 9.2741411 47.3845504, 9.2741788 47.384547, 9.2742154 47.3845518)",,50,,1,,,roundabout,
157547784,Degersheimerstrasse,tertiary,False,False,54.878,"LINESTRING (9.2730846 47.3849134, 9.2729774 47.3849239, 9.2728993 47.3849124, 9.2727327 47.3848635, 9.2725576 47.3848092, 9.2724028 47.3847677)",AR 20.2,50,,2,,,,
157547784,Degersheimerstrasse,tertiary,False,True,49.78399999999999,"LINESTRING (9.2730846 47.3849134, 9.2731854 47.3848817, 9.2732548 47.3848407, 9.2733383 47.3847698, 9.2734127 47.3846836, 9.2735215 47.3845894)",AR 20.2,50,,2,,,,
25040239,,tertiary_link,True,False,24.508000000000003,"LINESTRING (9.2737667 47.384212, 9.2738996 47.3841812, 9.2739706 47.3841513, 9.2740541 47.3841123)",,50,,1,,,,
"[157547763, 24999468]",,tertiary_link,False,True,57.141,"LINESTRING (9.2737667 47.384212, 9.273613 47.3842487, 9.2735143 47.3842892, 9.2734557 47.3843483, 9.2734393 47.3843928, 9.2734398 47.3844481, 9.2734566 47.3844995, 9.2734782 47.3845387, 9.2735215 47.3845894)",,50,,2,,,,
"[376712298, 25068278]",Neue Steig,residential,False,False,137.149,"LINESTRING (9.2742685 47.3845791, 9.2743515 47.3844989, 9.2743966 47.384413, 9.2744999 47.3840711, 9.2745582 47.383935, 9.2747355 47.3837283, 9.2748244 47.383656, 9.2749751 47.3835257, 9.2750391 47.3834918)",AR 20.1,"['50', '30']",,2,,,,
206568317,Schwänlikreisel,tertiary,True,False,11.228000000000002,"LINESTRING (9.2742685 47.3845791, 9.2742826 47.3845966, 9.2742898 47.3846161, 9.2742893 47.3846364, 9.274281 47.3846559, 9.2742657 47.3846734)",,50,,1,,,roundabout,
353258271,Industriestrasse,primary,False,False,41.289,"LINESTRING (9.2740541 47.3841123, 9.2740791 47.3840415, 9.2741088 47.3839695, 9.2741412 47.3839132, 9.274243 47.3837651)",N25;8,50,,2,,,,
353258272,Industriestrasse,primary,False,True,130.877,"LINESTRING (9.2740541 47.3841123, 9.2739829 47.3843376, 9.2739497 47.3844208, 9.273897 47.38452, 9.273812 47.3846518, 9.2737465 47.3847406, 9.2736781 47.3848288, 9.2736116 47.3849066, 9.2733545 47.385178)",N25;8,50,,2,,,,
