osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,access,bridge
37218538,True,Obere Strasse,residential,30,False,72.959,"LINESTRING (9.8264294 46.8002652, 9.8263893 46.8002877, 9.8263518 46.8002994, 9.8263144 46.8003015, 9.8262769 46.8002964, 9.8255869 46.8000335)",,,,
219016720,True,Promenade,secondary,50,False,112.16199999999999,"LINESTRING (9.8264294 46.8002652, 9.8260356 46.8001177, 9.8259394 46.8000741, 9.8258289 46.8000171, 9.8252883 46.7996409)",417,,,
4304038,True,Guggerbachstrasse,residential,30,False,74.624,"LINESTRING (9.8212977 46.7955579, 9.8219485 46.7953884, 9.8221908 46.7953245, 9.8222135 46.7953185)",,1,,
957801415,True,Promenade,secondary,50,False,224.549,"LINESTRING (9.8212977 46.7955579, 9.8211698 46.7952184, 9.8211211 46.7948171, 9.8210387 46.7944344, 9.820996 46.7942303, 9.8208854 46.7936855, 9.820855 46.7935642)",417,,,
"[339064208, 116881073, 435623169, 339064207]",False,Mattastrasse,residential,"['50', '30']",False,111.878,"LINESTRING (9.8238719 46.7946966, 9.8240317 46.794654, 9.8241973 46.7946128, 9.8245139 46.7945529, 9.8245494 46.7945462, 9.8247833 46.7944821, 9.8248517 46.794447, 9.8249213 46.7944045, 9.8251676 46.7942583)",,,,
531784392,True,Talstrasse,secondary,50,False,47.531,"LINESTRING (9.8238719 46.7946966, 9.8239573 46.7947833, 9.8242112 46.7950554)",417,,,
531784393,True,Talstrasse,secondary,50,False,196.35999999999999,"LINESTRING (9.8210421 46.792095, 9.8213469 46.7922447, 9.8217179 46.792464, 9.8222906 46.7927853, 9.822459 46.7928711, 9.8227785 46.7930136, 9.8229334 46.7931348, 9.8230064 46.7932223)",417,,,
957801416,True,Promenade,secondary,50,False,17.026,"LINESTRING (9.820833 46.7934569, 9.8208109 46.7933813, 9.8207775 46.7933088)",417,,,
531784392,True,Talstrasse,secondary,50,False,26.673,"LINESTRING (9.8251316 46.7959288, 9.8253807 46.7960975)",417,,,
"[467192980, 24454877]",False,Tobelmühlestrasse,residential,30,False,151.67699999999996,"LINESTRING (9.8251316 46.7959288, 9.8250336 46.7959702, 9.8248367 46.7961192, 9.824585 46.7963795, 9.8242979 46.796697, 9.8240666 46.7969566, 9.8240177 46.7970068, 9.8239837 46.797032)",,,,
"[203410613, 203410614, 36977735]",False,Skistrasse,residential,30,False,54.674,"LINESTRING (9.8231437 46.7934365, 9.8236129 46.7932588, 9.8236611 46.7932438, 9.8237786 46.7932073)",,,,
531784393,True,Talstrasse,secondary,50,False,138.362,"LINESTRING (9.8231437 46.7934365, 9.823188 46.793519, 9.8232743 46.7936832, 9.8236452 46.7944081, 9.823768 46.7946047)",417,,,
24454878,False,Eisbahnstrasse,residential,,False,122.936,"LINESTRING (9.8239837 46.797032, 9.8241649 46.7971694, 9.8242259 46.7972141, 9.8242864 46.7972533, 9.8245602 46.7974156, 9.8250739 46.7978441)",,,,
467192980,False,Tobelmühlestrasse,residential,30,False,34.291000000000004,"LINESTRING (9.8239837 46.797032, 9.8239254 46.7970678, 9.8238607 46.7971002, 9.823792 46.7971326, 9.8236843 46.7971683, 9.8236044 46.797195)",,,,
"[467192980, 24454877]",False,Tobelmühlestrasse,residential,30,True,151.677,"LINESTRING (9.8239837 46.797032, 9.8240177 46.7970068, 9.8240666 46.7969566, 9.8242979 46.796697, 9.824585 46.7963795, 9.8248367 46.7961192, 9.8250336 46.7959702, 9.8251316 46.7959288)",,,,
219016720,True,Promenade,secondary,50,False,160.281,"LINESTRING (9.8221266 46.7974139, 9.8219687 46.7970341, 9.8219493 46.7969878, 9.821868 46.7968246, 9.8218631 46.7968141, 9.8217121 46.7964927, 9.8216645 46.7963973, 9.8214902 46.7960402)",417,,,
467192980,False,Tobelmühlestrasse,residential,30,True,115.19500000000001,"LINESTRING (9.8221266 46.7974139, 9.8221939 46.7974026, 9.8225415 46.7973443, 9.822586 46.7973368, 9.8234836 46.7972224, 9.8236044 46.797195)",,,,
24454878,False,Eisbahnstrasse,residential,,False,50.038,"LINESTRING (9.8250739 46.7978441, 9.8254838 46.7981959)",,,,
24454878,False,Eisbahnstrasse,residential,,True,122.936,"LINESTRING (9.8250739 46.7978441, 9.8245602 46.7974156, 9.8242864 46.7972533, 9.8242259 46.7972141, 9.8241649 46.7971694, 9.8239837 46.797032)",,,,
24454879,False,Sportweg,residential,,True,132.317,"LINESTRING (9.8250739 46.7978441, 9.8246331 46.7980673, 9.8242884 46.7982418, 9.8242358 46.7982706, 9.8241458 46.7983197, 9.824089 46.7983469, 9.8240216 46.7983727, 9.8238744 46.7984163, 9.8237436 46.798451, 9.8236717 46.7984709, 9.8236216 46.7984848)",,,destination,
24454879,False,Sportweg,residential,,False,132.317,"LINESTRING (9.8236216 46.7984848, 9.8236717 46.7984709, 9.8237436 46.798451, 9.8238744 46.7984163, 9.8240216 46.7983727, 9.824089 46.7983469, 9.8241458 46.7983197, 9.8242358 46.7982706, 9.8242884 46.7982418, 9.8246331 46.7980673, 9.8250739 46.7978441)",,,destination,
219016720,True,Promenade,secondary,50,False,69.788,"LINESTRING (9.8236216 46.7984848, 9.8233616 46.7983013, 9.8232525 46.7982339, 9.8231023 46.7981722, 9.8228927 46.7981237)",417,,,
"[203410613, 203410614, 36977735]",False,Skistrasse,residential,30,True,54.674,"LINESTRING (9.8237786 46.7932073, 9.8236611 46.7932438, 9.8236129 46.7932588, 9.8231437 46.7934365)",,,,
"[218966867, 531784395]",False,Skistrasse,residential,30,"[False, True]",43.169,"LINESTRING (9.8237786 46.7932073, 9.8240593 46.7931028, 9.8241933 46.7932453)",,,,
957801433,False,Brämabüelstrasse,residential,30,True,172.801,"LINESTRING (9.8237786 46.7932073, 9.8229643 46.7922537, 9.8228619 46.7921496, 9.8226863 46.7919307, 9.8226308 46.791867)",,,,
29257355,False,Dammstrasse,residential,30,True,135.019,"LINESTRING (9.8241933 46.7932453, 9.8245662 46.7936684, 9.8247414 46.7938665, 9.8251676 46.7942583)",,,,
"[75116420, 29257356, 29257359]",False,Skistrasse,residential,30,False,20.381,"LINESTRING (9.8241933 46.7932453, 9.8242745 46.7932319, 9.824385 46.7932107, 9.8244523 46.793199)",,,,yes
"[218966867, 531784395]",False,Skistrasse,residential,30,"[False, True]",43.169,"LINESTRING (9.8241933 46.7932453, 9.8240593 46.7931028, 9.8237786 46.7932073)",,,,
29257359,False,Skistrasse,residential,30,False,31.515,"LINESTRING (9.8244523 46.793199, 9.8248494 46.7931189)",,,,
"[29257356, 75116420, 29257359]",False,Skistrasse,residential,30,True,20.381,"LINESTRING (9.8244523 46.793199, 9.824385 46.7932107, 9.8242745 46.7932319, 9.8241933 46.7932453)",,,,yes
"[758944848, 218966367]",False,Skistrasse,residential,30,True,110.246,"LINESTRING (9.8244523 46.793199, 9.8247699 46.7935825, 9.8249607 46.7937546, 9.825049 46.7937803, 9.8251395 46.7937765, 9.8254414 46.7937701)",,,,
"[30421168, 30421169, 29257364]",True,Postplatz,residential,,False,109.904,"LINESTRING (9.8207775 46.7933088, 9.8209783 46.793258, 9.8210355 46.7932396, 9.82109 46.7932184, 9.8211506 46.7931912, 9.8212313 46.7931484, 9.8214154 46.7933234, 9.820833 46.7934569)",,,,
203410610,False,Oberwiesstrasse,residential,50,False,124.5,"LINESTRING (9.8207775 46.7933088, 9.8202396 46.7934118, 9.8191639 46.7934461)",,,,
957801414,True,Promenade,secondary,50,False,22.303,"LINESTRING (9.8207775 46.7933088, 9.8207506 46.7932617, 9.8207223 46.7932219, 9.8206942 46.7931938, 9.8206607 46.7931693, 9.8206193 46.7931438)",417,,,
