osmid,oneway,name,highway,maxspeed,width,reversed,length,geometry,lanes,ref,access
30651721,True,Kirchstrasse,residential,30,4.1,False,136.94,"LINESTRING (7.6491713 47.5841423, 7.6491609 47.5841482, 7.649106 47.5841804, 7.6489233 47.5842872, 7.6487776 47.5843724, 7.6487018 47.5844494, 7.6485347 47.5847114, 7.6485269 47.5847484, 7.648531 47.5847699, 7.6488395 47.5851615)",,,
95068336,False,Baselstrasse,secondary,40,,True,192.835,"LINESTRING (7.6491713 47.5841423, 7.6491564 47.5841278, 7.6491027 47.5840712, 7.6490452 47.5840025, 7.648908 47.5838344, 7.6488772 47.5837966, 7.6486974 47.5835925, 7.6485422 47.5834415, 7.6480384 47.5830069, 7.6478183 47.5828238, 7.647701 47.5827246)",2,318,
110548633,True,Baselstrasse,secondary,40,,False,83.25399999999999,"LINESTRING (7.6491713 47.5841423, 7.6492399 47.5841686, 7.6493635 47.5842525, 7.6495346 47.5843733, 7.64964 47.5844522, 7.6496794 47.5844859, 7.6497259 47.5845295, 7.6497599 47.5845666, 7.6497907 47.5846041, 7.6498192 47.5846565, 7.6498448 47.5847192)",1,318,
389851358,False,Baselstrasse,secondary,,,True,15.288,"LINESTRING (7.6499086 47.5848496, 7.6498695 47.5847593, 7.6498448 47.5847192)",2,318,
683975080,False,Baselstrasse,secondary,40,,True,103.811,"LINESTRING (7.6499086 47.5848496, 7.6499371 47.5849233, 7.6501139 47.5853436, 7.6502028 47.5855476, 7.6502996 47.585745)",2,318,
683975080,False,Baselstrasse,secondary,40,,False,103.81099999999999,"LINESTRING (7.6502996 47.585745, 7.6502028 47.5855476, 7.6501139 47.5853436, 7.6499371 47.5849233, 7.6499086 47.5848496)",2,318,
70567997,False,Schmiedgasse,residential,,,False,21.993,"LINESTRING (7.652138 47.5846401, 7.6523979 47.5845485)",,,
683975078,False,Wendelinsgasse,residential,,6.3,True,100.696,"LINESTRING (7.652138 47.5846401, 7.6527567 47.5854438)",,,
"[940364790, 32394967]",False,Schmiedgasse,residential,,,True,78.405,"LINESTRING (7.652138 47.5846401, 7.6516734 47.584772, 7.6515347 47.5847951, 7.6514029 47.5848122, 7.6512738 47.5848281, 7.6511408 47.5848288)",,,
"[31548537, 656330707, 1148199911]",False,Aeussere Baselstrasse,secondary,"['40', '50']",,True,140.785,"LINESTRING (7.647701 47.5827246, 7.6476672 47.5826969, 7.6475927 47.582641, 7.6475873 47.5826379, 7.647554 47.5826187, 7.6474966 47.5825888, 7.6474173 47.5825568, 7.6473168 47.582524, 7.6471508 47.5824726, 7.6469373 47.5824082, 7.6467876 47.5823672, 7.6467775 47.5823644, 7.6466921 47.5823436, 7.6466027 47.5823283, 7.6462391 47.5822677, 7.6460167 47.5822099)",2,318,
95068336,False,Baselstrasse,secondary,40,,False,192.83499999999995,"LINESTRING (7.647701 47.5827246, 7.6478183 47.5828238, 7.6480384 47.5830069, 7.6485422 47.5834415, 7.6486974 47.5835925, 7.6488772 47.5837966, 7.648908 47.5838344, 7.6490452 47.5840025, 7.6491027 47.5840712, 7.6491564 47.5841278, 7.6491713 47.5841423)",2,318,
"[373056537, 373056541, 70567503]",False,Bettingerstrasse,tertiary,40,,True,47.276,"LINESTRING (7.647701 47.5827246, 7.6477244 47.5827055, 7.6477748 47.5826643, 7.6478357 47.5826146, 7.6478439 47.5826074, 7.648031 47.5824431, 7.6480891 47.5823897)",2,322,
656330707,False,Aeussere Baselstrasse,secondary,50,,False,129.056,"LINESTRING (7.641502 47.5803583, 7.6418296 47.5806922, 7.6419379 47.5807862, 7.6420193 47.5808482, 7.6421685 47.5809473, 7.6423414 47.5810422, 7.6426482 47.5812105)",2,318,
"[26524808, 584880399]",False,Erlensträsschen,residential,,,False,50.518,"LINESTRING (7.6440751 47.5853349, 7.644043 47.5853854, 7.6439702 47.5854337, 7.6439311 47.5854452, 7.6438927 47.5854455, 7.6438543 47.5854325, 7.6438382 47.5854123, 7.6438303 47.5853897, 7.6438532 47.5853546, 7.6438921 47.5853265, 7.6439941 47.5853279, 7.6440751 47.5853349)",,,
"[26524808, 584880399]",False,Erlensträsschen,residential,,,True,50.518,"LINESTRING (7.6440751 47.5853349, 7.6439941 47.5853279, 7.6438921 47.5853265, 7.6438532 47.5853546, 7.6438303 47.5853897, 7.6438382 47.5854123, 7.6438543 47.5854325, 7.6438927 47.5854455, 7.6439311 47.5854452, 7.6439702 47.5854337, 7.644043 47.5853854, 7.6440751 47.5853349)",,,
584880400,False,Erlensträsschen,residential,30,,False,161.263,"LINESTRING (7.6440751 47.5853349, 7.6448216 47.5853315, 7.6452202 47.585306, 7.646213 47.5852085)",,,
1056810320,False,Erlensträsschen,residential,,,True,43.94,"LINESTRING (7.646213 47.5852085, 7.6461043 47.5848202)",,,
584880400,False,Erlensträsschen,residential,30,,False,202.89800000000002,"LINESTRING (7.646213 47.5852085, 7.6464246 47.5852122, 7.6465942 47.5852281, 7.6477663 47.585361, 7.6479398 47.5853768, 7.6480604 47.585369, 7.6484973 47.5852526, 7.6488395 47.5851615)",,,
584880400,False,Erlensträsschen,residential,30,,True,161.263,"LINESTRING (7.646213 47.5852085, 7.6452202 47.585306, 7.6448216 47.5853315, 7.6440751 47.5853349)",,,
26736892,False,Mühlestiegstrasse,residential,30,,False,64.312,"LINESTRING (7.6462478 47.5779548, 7.6465688 47.5780168, 7.6470721 47.5781139)",,,
