osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,junction
28877682,31224,5. května,tertiary,False,False,76.92500000000001,"LINESTRING (16.7581655 50.0833811, 16.7582805 50.0835205, 16.7583965 50.0836228, 16.7585218 50.0836876, 16.7588795 50.0838874)",,,
38997250,43,5. května,primary,False,False,53.929,"LINESTRING (16.7581655 50.0833811, 16.7579765 50.0834378, 16.7578153 50.0834638, 16.7576407 50.0834721, 16.7574361 50.0834573)",50,,
39915645,43,Moravská,primary,False,True,363.285,"LINESTRING (16.7581655 50.0833811, 16.758394 50.0832856, 16.7584701 50.083254, 16.7587007 50.0831584, 16.7592718 50.0829217, 16.7593704 50.0828839, 16.7595596 50.0828029, 16.7603485 50.0824959, 16.760583 50.0824046, 16.7610642 50.0822138, 16.761221 50.0821426, 16.7613854 50.0820478, 16.7614986 50.0819494, 16.7615768 50.0818067, 16.7616037 50.0816141, 16.7615244 50.0813725, 16.7614946 50.0812826)",50,,
"[170658928, 431692188, 431692189, 34328303]",31224,Pivovarská,tertiary,False,False,262.737,"LINESTRING (16.7574361 50.0834573, 16.7572479 50.0837325, 16.7570687 50.0840172, 16.7570455 50.0841655, 16.7571382 50.0843202, 16.7573826 50.0844716, 16.7579992 50.0847343, 16.7580595 50.0848075, 16.7580708 50.0848533, 16.7580223 50.0849095, 16.7577748 50.0850041, 16.7576378 50.0850551, 16.7572768 50.0851893)",,yes,
"[38085353, 193186837]",,Nádražní,residential,False,True,489.129,"LINESTRING (16.7574361 50.0834573, 16.7574208 50.0833236, 16.7572481 50.0827426, 16.7571357 50.0823444, 16.7570047 50.0815807, 16.756894 50.0813281, 16.7567444 50.0811518, 16.7565926 50.0809729, 16.7565837 50.0808426, 16.756603 50.0806564, 16.756612 50.0806228, 16.7566393 50.0805891, 16.7566668 50.0805726, 16.7567105 50.0805614, 16.756796 50.0805468, 16.7573051 50.0805223, 16.7578364 50.080502, 16.7578896 50.0804882, 16.7579132 50.0804547, 16.757931 50.0803815, 16.7578764 50.0798663)",,,
"[25332816, 38997250, 25332815]",43,5. května,primary,False,False,158.656,"LINESTRING (16.7574361 50.0834573, 16.756934 50.0834236, 16.7560306 50.0833597, 16.7556438 50.0833292, 16.7553773 50.0833098, 16.7552263 50.0832988)",50,yes,
38997250,43,5. května,primary,False,True,53.929,"LINESTRING (16.7574361 50.0834573, 16.7576407 50.0834721, 16.7578153 50.0834638, 16.7579765 50.0834378, 16.7581655 50.0833811)",50,,
197721537,312,17. listopadu,secondary,False,True,41.648,"LINESTRING (16.7652855 50.082721, 16.765854 50.0828059)",50,,
38085333,,Josefské náměstí,residential,False,False,43.682,"LINESTRING (16.7652855 50.082721, 16.7653055 50.0828091, 16.7652858 50.0829133, 16.7651813 50.0831005)",,,
197721537,312,17. listopadu,secondary,False,False,86.993,"LINESTRING (16.7652855 50.082721, 16.7647995 50.0826746, 16.7644344 50.0826561, 16.7640728 50.0826535)",50,,
39915648,,Červenovodská,primary,True,False,21.788,"LINESTRING (16.7614484 50.0810623, 16.7614992 50.0810613, 16.7615484 50.0810697, 16.7615916 50.081087, 16.7616251 50.0811115, 16.7616461 50.0811413, 16.7616527 50.0811737)",50,,roundabout
39915645,43,Moravská,primary,False,False,363.28499999999997,"LINESTRING (16.7614946 50.0812826, 16.7615244 50.0813725, 16.7616037 50.0816141, 16.7615768 50.0818067, 16.7614986 50.0819494, 16.7613854 50.0820478, 16.761221 50.0821426, 16.7610642 50.0822138, 16.760583 50.0824046, 16.7603485 50.0824959, 16.7595596 50.0828029, 16.7593704 50.0828839, 16.7592718 50.0829217, 16.7587007 50.0831584, 16.7584701 50.083254, 16.758394 50.0832856, 16.7581655 50.0833811)",50,,
39915648,,Červenovodská,primary,True,False,37.595,"LINESTRING (16.7614946 50.0812826, 16.7614493 50.0812813, 16.7614061 50.0812726, 16.7613678 50.0812569, 16.7613372 50.0812354, 16.7613211 50.0812172, 16.7613107 50.0811974, 16.7613071 50.0811591, 16.761324 50.0811224, 16.7613572 50.0810928, 16.7613992 50.0810732, 16.7614484 50.0810623)",50,,roundabout
627953748,,Růžová,residential,False,True,68.724,"LINESTRING (16.7631731 50.0816956, 16.7622577 50.0818878)",,,
38085344,,Růžová,residential,False,True,78.15899999999999,"LINESTRING (16.7631731 50.0816956, 16.7634276 50.0816115, 16.7636195 50.0815479, 16.7641501 50.0813778)",,,
38997256,312,Červenovodská,secondary,False,True,105.65,"LINESTRING (16.7631731 50.0816956, 16.7628872 50.0815566, 16.7626786 50.0814765, 16.761947 50.0812532, 16.7618853 50.0812338)",50,,
206169814,312,Červenovodská,secondary,False,False,37.947,"LINESTRING (16.7631731 50.0816956, 16.7633316 50.0818008, 16.7635001 50.081963)",50,,
28877682,31224,5. května,tertiary,False,True,76.925,"LINESTRING (16.7588795 50.0838874, 16.7585218 50.0836876, 16.7583965 50.0836228, 16.7582805 50.0835205, 16.7581655 50.0833811)",,,
"[37089464, 38997252]",,"['5. května', 'Velké náměstí']",residential,False,False,80.69400000000002,"LINESTRING (16.7588795 50.0838874, 16.7593637 50.0842295, 16.7595061 50.08433, 16.7595404 50.0843541, 16.7596863 50.0843709)",,,
