osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access
25821841,1293,Hronova,tertiary,50,False,False,35.523,"LINESTRING (15.002233 49.470886, 15.0018309 49.4710698)",
280794942,,Žižkova,secondary,30,False,True,49.258,"LINESTRING (15.002233 49.470886, 15.0018934 49.4705019)",
305941223,1296,Hronova,tertiary,50,False,True,117.907,"LINESTRING (15.002233 49.470886, 15.0037029 49.4704256)",
"[130417170, 172519156, 163783125]",,"['Jana Autengrubera', 'nám. Svobody']",secondary,50,False,False,146.084,"LINESTRING (15.002233 49.470886, 15.0025684 49.4711709, 15.0029401 49.4714219, 15.0031751 49.4715975, 15.0033055 49.4717028, 15.0034199 49.4718245, 15.0034633 49.4719165)",
9577989,129,Žižkova,secondary,,False,False,43.738,"LINESTRING (14.9975862 49.4667474, 14.9970988 49.4665142)",
9579169,,Žižkova,secondary,50,False,False,49.989,"LINESTRING (14.9975862 49.4667474, 14.9980596 49.4670752)",
"[9579169, 280794939]",,Žižkova,secondary,"['50', '30']",False,False,85.66,"LINESTRING (15.0009257 49.4688503, 15.0010797 49.4691256, 15.0012266 49.4694568, 15.0013015 49.4695803)",
9579169,,Žižkova,secondary,50,False,True,79.111,"LINESTRING (15.0009257 49.4688503, 15.0006572 49.4686307, 15.0001781 49.4683327)",
25821892,,Ondřejovická,residential,,False,True,141.578,"LINESTRING (15.0009257 49.4688503, 15.001366 49.4687514, 15.0012045 49.4677866)",
25821893,,Ferd. Pakosty,residential,,False,False,155.92300000000003,"LINESTRING (15.0009257 49.4688503, 15.0008939 49.4685496, 15.0006433 49.4676749, 15.0006268 49.4676171, 15.000556 49.4674719)",
25821821,,,residential,,False,False,21.077,"LINESTRING (15.006347 49.474794, 15.0060563 49.4748098)",
172519149,129,Myslíkova,secondary,50,False,False,32.562,"LINESTRING (15.006347 49.474794, 15.0062454 49.4745087)",
172519139,,Myslíkova,secondary,50,False,False,64.568,"LINESTRING (15.0052575 49.4733134, 15.0056503 49.4734676, 15.0058841 49.4736146, 15.0059552 49.4736686)",
"[172519139, 163783131]",,"['Myslíkova', 'nám. Svobody']",secondary,50,False,True,149.002,"LINESTRING (15.0052575 49.4733134, 15.0045594 49.4730395, 15.0041314 49.472743, 15.0040203 49.4726495, 15.0038385 49.4724965, 15.0037703 49.4724157)",
309645834,,Šohajova,residential,,False,True,116.00200000000001,"LINESTRING (15.0052575 49.4733134, 15.0051798 49.473464, 15.0051682 49.4737607, 15.005154 49.4739887, 15.0050862 49.4742384, 15.0050172 49.4743343)",
9579169,,Žižkova,secondary,50,False,False,22.8,"LINESTRING (14.9980596 49.4670752, 14.9982992 49.4672086)",
9579169,,Žižkova,secondary,50,False,True,49.989,"LINESTRING (14.9980596 49.4670752, 14.9975862 49.4667474)",
280794942,,Žižkova,secondary,30,False,False,49.258,"LINESTRING (15.0018934 49.4705019, 15.002233 49.470886)",
1158548485,,,residential,,False,True,63.309,"LINESTRING (15.0018934 49.4705019, 15.0018309 49.4710698)",
280794939,,Žižkova,secondary,30,False,True,21.799,"LINESTRING (15.0018934 49.4705019, 15.0018349 49.4704073, 15.0017809 49.47032)",
25821841,1293,Hronova,tertiary,50,False,True,35.523,"LINESTRING (15.0018309 49.4710698, 15.002233 49.470886)",
1158548485,,,residential,,False,False,63.309,"LINESTRING (15.0018309 49.4710698, 15.0018934 49.4705019)",
25821841,1293,Hronova,tertiary,50,False,False,128.381,"LINESTRING (15.0018309 49.4710698, 15.0013186 49.471421, 15.0010431 49.4716861, 15.0008268 49.4718942, 15.0007388 49.4719758)",
25821464,12420,Sadová,tertiary,,False,False,221.99400000000003,"LINESTRING (14.9991223 49.4727041, 14.9989831 49.4727756, 14.9987193 49.4729232, 14.998225 49.4734481, 14.9974091 49.4743423)",
163783148,1293,Malovcova,tertiary,,False,True,106.529,"LINESTRING (14.9991223 49.4727041, 14.9998289 49.4724088, 15.0003177 49.4722071, 15.0003643 49.4721879)",
194526784,1293,Malovcova,tertiary,,False,False,73.699,"LINESTRING (14.9991223 49.4727041, 14.9991068 49.4726988, 14.9988051 49.4727361, 14.9981141 49.4727865)",
25821703,,Dlouhá,residential,,False,True,112.984,"LINESTRING (14.9981141 49.4727865, 14.9980451 49.4717714)",
194526784,1293,Malovcova,tertiary,,False,True,73.699,"LINESTRING (14.9981141 49.4727865, 14.9988051 49.4727361, 14.9991068 49.4726988, 14.9991223 49.4727041)",
