osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,junction,tunnel
26580932,,primary_link,True,False,58.482,"LINESTRING (18.3545315 49.6835188, 18.3545474 49.6834006, 18.3545561 49.6832852, 18.3545427 49.6832222, 18.3545293 49.6831867, 18.3545083 49.6831542, 18.3544401 49.6830973, 18.3543473 49.683038)",1,48,,,,
27560147,tř. T. G. Masaryka,tertiary,False,False,58.974999999999994,"LINESTRING (18.3545315 49.6835188, 18.3547365 49.6831883, 18.3547544 49.6831601, 18.3548384 49.683027)",,477,,,,
26580929,,primary_link,True,False,33.536,"LINESTRING (18.3545356 49.6828059, 18.3546259 49.6828409, 18.3546869 49.6828756, 18.3547255 49.6829035, 18.3548384 49.683027)",1,48,,,,
"[26580930, 387234758]",,primary_link,True,False,37.31,"LINESTRING (18.3545356 49.6828059, 18.3546419 49.6828157, 18.3547191 49.682814, 18.3547581 49.682811, 18.3548672 49.682788, 18.3549278 49.6827678, 18.3550198 49.6827267)",1,48,,yes,,
"[27560520, 387234761]",,primary_link,True,False,34.922,"LINESTRING (18.3550198 49.6827267, 18.355026 49.6827979, 18.3550345 49.682845, 18.355051 49.6828769, 18.3550678 49.682904, 18.3551301 49.6829485, 18.355226 49.6829859)",1,48,,yes,,
"[256600034, 387234771]",tř. T. G. Masaryka,tertiary,False,True,35.869,"LINESTRING (18.3550198 49.6827267, 18.35499 49.6827869, 18.3549358 49.6828727, 18.3549196 49.6828983, 18.3548384 49.683027)",,477,,yes,,
"[26580931, 438885382]",,primary_link,True,False,267.365,"LINESTRING (18.3543473 49.683038, 18.3530688 49.6826406, 18.352864 49.6825632, 18.3524569 49.6823864, 18.3520472 49.6821874, 18.3516581 49.6820288, 18.351454 49.6819324, 18.3512261 49.6817644)",1,48,,yes,,
27560659,,primary_link,True,False,42.57899999999999,"LINESTRING (18.3552614 49.6832679, 18.3550885 49.6832214, 18.3550107 49.6831923, 18.3549491 49.6831628, 18.3549181 49.6831359, 18.3548384 49.683027)",1,48,,,,
166280724,,primary_link,True,False,68.976,"LINESTRING (18.3552614 49.6832679, 18.3550899 49.6832422, 18.3549507 49.683232, 18.3548882 49.6832403, 18.3548089 49.6832604, 18.354744 49.683288, 18.3546815 49.683342, 18.3545315 49.6835188)",1,48,,,,
30815584,Revoluční,residential,False,False,314.39300000000003,"LINESTRING (18.3423161 49.686921, 18.3424028 49.6869981, 18.3424681 49.6870562, 18.342789 49.687295, 18.3437647 49.6878065, 18.3438683 49.6878608, 18.3439026 49.6878778, 18.3440926 49.6879721, 18.3441687 49.6880125, 18.3443071 49.688037, 18.3444052 49.6880534, 18.3449273 49.6881067, 18.3453794 49.6881059, 18.3457045 49.6880661, 18.3459843 49.6880032)",,,,,,
47400591,Míru,residential,False,True,45.171,"LINESTRING (18.3423161 49.686921, 18.3425503 49.6868124, 18.3428264 49.6866843)",,,,,,
30498464,Zámecké nám.,residential,True,False,74.113,"LINESTRING (18.3480229 49.6857118, 18.3478411 49.6857696, 18.3476304 49.6857967, 18.3474068 49.6858186, 18.3471983 49.6858264, 18.3471063 49.6858203, 18.3470241 49.6858055)",,,,,roundabout,
30500694,,residential,False,False,29.123,"LINESTRING (18.3480229 49.6857118, 18.3482786 49.6858022, 18.3483896 49.6858173)",,,,,,
202751218,Zámecká,residential,False,False,8.793,"LINESTRING (18.3470241 49.6858055, 18.3469303 49.6858562)",,,,,,
30498464,Zámecké nám.,residential,True,False,94.35900000000001,"LINESTRING (18.3470241 49.6858055, 18.347037 49.6856943, 18.3471075 49.6856286, 18.3473771 49.685535, 18.3477796 49.6854212, 18.3479632 49.6854086, 18.3480414 49.6854314)",,,,,roundabout,
30498464,Zámecké nám.,residential,True,False,33.064,"LINESTRING (18.3480414 49.6854314, 18.3480766 49.6855097, 18.3481001 49.6855924, 18.3480855 49.6856462, 18.3480229 49.6857118)",,,,,roundabout,
202751216,Radniční,residential,False,False,84.793,"LINESTRING (18.3480414 49.6854314, 18.3483325 49.6852872, 18.3485633 49.6852728, 18.3490811 49.6852433, 18.3491412 49.6852399)",,,,,,
202751216,Radniční,residential,False,False,46.233999999999995,"LINESTRING (18.3491412 49.6852399, 18.3492238 49.6852421, 18.349485 49.685249, 18.3496557 49.6852748, 18.3497579 49.6853194)",,,,,,
202751216,Radniční,residential,False,True,84.793,"LINESTRING (18.3491412 49.6852399, 18.3490811 49.6852433, 18.3485633 49.6852728, 18.3483325 49.6852872, 18.3480414 49.6854314)",,,,,,
544419020,Farní,residential,True,False,22.198,"LINESTRING (18.3491412 49.6852399, 18.3491457 49.6852843, 18.3491615 49.6854391)",,,,,,
202751214,Na Blatnici,residential,False,True,10.865,"LINESTRING (18.3497579 49.6853194, 18.3497342 49.6853472, 18.3497177 49.6854123)",,,,,,
202751216,Radniční,residential,False,True,46.234,"LINESTRING (18.3497579 49.6853194, 18.3496557 49.6852748, 18.349485 49.685249, 18.3492238 49.6852421, 18.3491412 49.6852399)",,,,,,
996535730,Radniční,residential,False,False,41.256,"LINESTRING (18.3497579 49.6853194, 18.3500891 49.6854152, 18.3501506 49.6854401, 18.3502015 49.6854652, 18.3502494 49.6855018)",,,,,,
23721515,tř. T. G. Masaryka,tertiary,False,False,144.796,"LINESTRING (18.351727 49.6855342, 18.3523098 49.6851468, 18.3526388 49.6849281, 18.352894 49.6847776, 18.353149 49.6846131)",,,,,,
30499581,,secondary_link,True,False,157.68400000000003,"LINESTRING (18.351727 49.6855342, 18.3515399 49.685795, 18.3513816 49.685976, 18.3513345 49.6860687, 18.3513255 49.6861309, 18.3513208 49.6861611, 18.351328 49.6862161, 18.351387 49.6863461, 18.3515683 49.6865554, 18.3517847 49.6868225)",,,,,,
30814691,T. G. Masaryka,tertiary,True,False,87.608,"LINESTRING (18.351727 49.6855342, 18.3513441 49.6858902, 18.3512058 49.6860274, 18.3511756 49.6860574, 18.3510408 49.686185)",3,477,,,,
30499596,,residential,True,False,85.539,"LINESTRING (18.350483 49.6865098, 18.3506575 49.6861906, 18.3506686 49.6861327, 18.3506816 49.6860645, 18.3505805 49.685768)",,,,,,
542417475,Revoluční,secondary,True,False,56.171,"LINESTRING (18.350483 49.6865098, 18.3507226 49.6862964, 18.3507809 49.6862445, 18.3509485 49.6861043)",3,473,,,,
553113065,Řeznická,residential,True,False,9.042,"LINESTRING (18.3483896 49.6858173, 18.3485151 49.6858128)",,,,,,
30500694,,residential,False,True,29.123,"LINESTRING (18.3483896 49.6858173, 18.3482786 49.6858022, 18.3480229 49.6857118)",,,,,,
30500349,Na Štěpnici,residential,False,False,164.499,"LINESTRING (18.3460762 49.686832, 18.3459582 49.6868584, 18.3456337 49.6868399, 18.3448203 49.686749, 18.3444907 49.6866781, 18.3442453 49.6865847, 18.3441135 49.6865295, 18.3440706 49.6864938, 18.3440176 49.6864019)",,,,,,
996535729,Zámecká,residential,False,False,79.173,"LINESTRING (18.3460762 49.686832, 18.3463025 49.6869792, 18.3467917 49.6871158, 18.3470341 49.6871459)",,,,,,
"[996535729, 202751218]",Zámecká,residential,False,True,140.87699999999998,"LINESTRING (18.3460762 49.686832, 18.346017 49.6866883, 18.3459961 49.6866375, 18.3461053 49.6863286, 18.346213 49.6861652, 18.3463539 49.6860431, 18.3465648 49.6859561, 18.3468663 49.6858783, 18.3469303 49.6858562)",,,,,,
"[30500689, 202751214, 202751215]",Na Blatnici,residential,False,False,324.00100000000003,"LINESTRING (18.3470341 49.6871459, 18.3471209 49.6871352, 18.3478615 49.6870522, 18.3483481 49.6869691, 18.3484572 49.6869373, 18.3486533 49.6868801, 18.3488011 49.6868193, 18.3490807 49.6867043, 18.3492391 49.686626, 18.3493009 49.6865959, 18.3493382 49.6865778, 18.3495131 49.6864876, 18.3496582 49.6863897, 18.3497809 49.6861954, 18.3498143 49.6860433, 18.3498296 49.6859109, 18.349784 49.6857968, 18.3496956 49.6856659, 18.3497159 49.6854331, 18.3497177 49.6854123)",,,,,,building_passage
"[542417472, 996535729]",Zámecká,residential,False,False,77.72500000000001,"LINESTRING (18.3470341 49.6871459, 18.3470096 49.6872682, 18.3470431 49.6874867, 18.3470677 49.6876474, 18.3470771 49.6877085, 18.3470803 49.6878417)",,,,,,
996535729,Zámecká,residential,False,True,79.173,"LINESTRING (18.3470341 49.6871459, 18.3467917 49.6871158, 18.3463025 49.6869792, 18.3460762 49.686832)",,,,,,
30500349,Na Štěpnici,residential,False,True,164.499,"LINESTRING (18.3440176 49.6864019, 18.3440706 49.6864938, 18.3441135 49.6865295, 18.3442453 49.6865847, 18.3444907 49.6866781, 18.3448203 49.686749, 18.3456337 49.6868399, 18.3459582 49.6868584, 18.3460762 49.686832)",,,,,,
"[202627905, 30502157]",Na Půstkách,residential,False,True,120.985,"LINESTRING (18.3470273 49.6864808, 18.3470619 49.6864777, 18.3483515 49.6863641, 18.3486015 49.6863421, 18.3486085 49.6862821)",,,,,,
202751211,Hluboká,residential,True,False,74.12100000000001,"LINESTRING (18.3470273 49.6864808, 18.3470643 49.6867801, 18.3470533 49.686913, 18.3470482 49.6869747, 18.3470341 49.6871459)",,,,,,
202751214,Na Blatnici,residential,False,False,10.865,"LINESTRING (18.3497177 49.6854123, 18.3497342 49.6853472, 18.3497579 49.6853194)",,,,,,
"[30500689, 202751214, 202751215]",Na Blatnici,residential,False,True,324.00100000000003,"LINESTRING (18.3497177 49.6854123, 18.3497159 49.6854331, 18.3496956 49.6856659, 18.349784 49.6857968, 18.3498296 49.6859109, 18.3498143 49.6860433, 18.3497809 49.6861954, 18.3496582 49.6863897, 18.3495131 49.6864876, 18.3493382 49.6865778, 18.3493009 49.6865959, 18.3492391 49.686626, 18.3490807 49.6867043, 18.3488011 49.6868193, 18.3486533 49.6868801, 18.3484572 49.6869373, 18.3483481 49.6869691, 18.3478615 49.6870522, 18.3471209 49.6871352, 18.3470341 49.6871459)",,,,,,building_passage
30500691,Farní,residential,False,False,34.132,"LINESTRING (18.3491615 49.6854391, 18.3491873 49.6857456)",,,,,,
30500695,Radniční,residential,True,False,40.124,"LINESTRING (18.3491615 49.6854391, 18.3492177 49.6854364, 18.3496442 49.6854158, 18.3497177 49.6854123)",,,,,,
30500691,Farní,residential,False,True,34.132,"LINESTRING (18.3491873 49.6857456, 18.3491615 49.6854391)",,,,,,
"[30500691, 30502157]","['Na Půstkách', 'Farní']",residential,False,False,67.53300000000002,"LINESTRING (18.3491873 49.6857456, 18.3492327 49.6857686, 18.3492562 49.6857804, 18.3493566 49.686149, 18.3493185 49.6861745, 18.3491146 49.6862244)",,,,,,
202751294,Řeznická,residential,False,True,33.617,"LINESTRING (18.3491873 49.6857456, 18.3491186 49.6857663, 18.3488261 49.6857857, 18.3487295 49.6857941)",,,,,,
30502157,Na Půstkách,residential,False,False,36.97,"LINESTRING (18.3491146 49.6862244, 18.3486085 49.6862821)",,,,,,
30500693,Dolní,residential,False,False,97.68099999999998,"LINESTRING (18.3491146 49.6862244, 18.3492184 49.6863653, 18.3492225 49.6864309, 18.3492003 49.6864986, 18.348761 49.6866764, 18.3483835 49.6867396)",,,,,,
"[30500691, 30502157]","['Na Půstkách', 'Farní']",residential,False,True,67.533,"LINESTRING (18.3491146 49.6862244, 18.3493185 49.6861745, 18.3493566 49.686149, 18.3492562 49.6857804, 18.3492327 49.6857686, 18.3491873 49.6857456)",,,,,,
30502157,Na Půstkách,residential,False,True,36.97,"LINESTRING (18.3486085 49.6862821, 18.3491146 49.6862244)",,,,,,
30502153,Karolíny Světlé,residential,False,True,52.614,"LINESTRING (18.3486085 49.6862821, 18.3485933 49.6862058, 18.3485666 49.6860716, 18.3485221 49.6858477, 18.3485189 49.6858317, 18.3485151 49.6858128)",,,,,,
"[202627905, 30502157]",Na Půstkách,residential,False,False,120.985,"LINESTRING (18.3486085 49.6862821, 18.3486015 49.6863421, 18.3483515 49.6863641, 18.3470619 49.6864777, 18.3470273 49.6864808)",,,,,,
30500693,Dolní,residential,False,True,97.68100000000001,"LINESTRING (18.3483835 49.6867396, 18.348761 49.6866764, 18.3492003 49.6864986, 18.3492225 49.6864309, 18.3492184 49.6863653, 18.3491146 49.6862244)",,,,,,
30502090,Těšínská,residential,False,False,353.596,"LINESTRING (18.3504525 49.6850416, 18.350681 49.6847913, 18.3507903 49.6847356, 18.3514702 49.6843895, 18.3517008 49.6843385, 18.3519476 49.6843412, 18.3522641 49.6842715, 18.3525162 49.6841534, 18.3526342 49.6839576, 18.3527051 49.6837763, 18.3528381 49.6834373, 18.3529267 49.68279, 18.3528948 49.6826843)",,,,,,
30502090,Těšínská,residential,False,True,53.22,"LINESTRING (18.3504525 49.6850416, 18.3504033 49.6851483, 18.3502944 49.6853928, 18.3502494 49.6855018)",,,,,,
30502114,Hasičská,residential,False,False,289.06000000000006,"LINESTRING (18.3504525 49.6850416, 18.3503149 49.6850123, 18.349974 49.6849398, 18.3498378 49.6849108, 18.3497559 49.6848934, 18.3494727 49.6848605, 18.3491743 49.6848342, 18.3488122 49.6848197, 18.348493 49.6848201, 18.3481134 49.6848422, 18.34786 49.6848674, 18.3475797 49.6849082, 18.3473041 49.6849615, 18.346954 49.6850409, 18.3468036 49.6850796, 18.3465542 49.6851439)",,,,,,
30502090,Těšínská,residential,False,True,353.596,"LINESTRING (18.3528948 49.6826843, 18.3529267 49.68279, 18.3528381 49.6834373, 18.3527051 49.6837763, 18.3526342 49.6839576, 18.3525162 49.6841534, 18.3522641 49.6842715, 18.3519476 49.6843412, 18.3517008 49.6843385, 18.3514702 49.6843895, 18.3507903 49.6847356, 18.350681 49.6847913, 18.3504525 49.6850416)",,,,,,
30502114,Hasičská,residential,False,True,289.06,"LINESTRING (18.3465542 49.6851439, 18.3468036 49.6850796, 18.346954 49.6850409, 18.3473041 49.6849615, 18.3475797 49.6849082, 18.34786 49.6848674, 18.3481134 49.6848422, 18.348493 49.6848201, 18.3488122 49.6848197, 18.3491743 49.6848342, 18.3494727 49.6848605, 18.3497559 49.6848934, 18.3498378 49.6849108, 18.349974 49.6849398, 18.3503149 49.6850123, 18.3504525 49.6850416)",,,,,,
30499569,,residential,True,False,98.763,"LINESTRING (18.3505805 49.685768, 18.350872 49.6858741, 18.3509228 49.6858793, 18.3509766 49.6858848, 18.351092 49.6858607, 18.3513693 49.6857128, 18.351727 49.6855342)",,,,,,
542417476,Radniční,residential,False,False,45.911,"LINESTRING (18.3505805 49.685768, 18.3506562 49.6858557, 18.3508148 49.6859954, 18.3508465 49.6860234, 18.3509485 49.6861043)",3,,,,,
996535730,Radniční,residential,False,True,38.0,"LINESTRING (18.3505805 49.685768, 18.3504631 49.6856781, 18.3502494 49.6855018)",,,,,,
553113065,Řeznická,residential,True,False,15.564,"LINESTRING (18.3485151 49.6858128, 18.3487295 49.6857941)",,,,,,
30502153,Karolíny Světlé,residential,False,False,52.614000000000004,"LINESTRING (18.3485151 49.6858128, 18.3485189 49.6858317, 18.3485221 49.6858477, 18.3485666 49.6860716, 18.3485933 49.6862058, 18.3486085 49.6862821)",,,,,,
30801506,Antala Staška,residential,False,True,201.757,"LINESTRING (18.3513552 49.6891431, 18.3513914 49.6891277, 18.3515613 49.6890555, 18.3518231 49.6889435, 18.3518438 49.6889347, 18.3520152 49.6888616, 18.3520481 49.6888469, 18.3524675 49.6886594, 18.3525481 49.6886234, 18.3528534 49.6884793, 18.3531235 49.6883518, 18.353378 49.688227, 18.353452 49.6881936, 18.353648 49.688099)",,,,,,
"[30801508, 208745013]","['Rokycanova', 'Tolstého']",residential,False,False,263.5709999999999,"LINESTRING (18.3513552 49.6891431, 18.3513191 49.6890978, 18.3509576 49.6887149, 18.3507298 49.6884769, 18.3506172 49.6883591, 18.3505907 49.6882437, 18.3506322 49.6881656, 18.350939 49.6879825, 18.3509585 49.6879711, 18.351284 49.687781, 18.3516273 49.6875647, 18.3517098 49.687516, 18.3520456 49.6873091)",,,,,,
"[30801508, 208745013]","['Rokycanova', 'Tolstého']",residential,False,True,263.571,"LINESTRING (18.3520456 49.6873091, 18.3517098 49.687516, 18.3516273 49.6875647, 18.351284 49.687781, 18.3509585 49.6879711, 18.350939 49.6879825, 18.3506322 49.6881656, 18.3505907 49.6882437, 18.3506172 49.6883591, 18.3507298 49.6884769, 18.3509576 49.6887149, 18.3513191 49.6890978, 18.3513552 49.6891431)",,,,,,
30801509,,residential,False,False,313.96200000000005,"LINESTRING (18.3520456 49.6873091, 18.3519994 49.6872696, 18.3517013 49.6870101, 18.3515008 49.6868745, 18.3512725 49.6867546, 18.351263 49.6867496, 18.3511724 49.6867208, 18.3510803 49.6867094, 18.3509552 49.6867203, 18.3508468 49.6867404, 18.3508356 49.6867489, 18.3504108 49.6870285, 18.3499355 49.6873062, 18.3498668 49.6873464, 18.3497336 49.6874054, 18.3492573 49.6876101, 18.3492146 49.6876254, 18.3491805 49.6876377, 18.3486728 49.6878198)",,,,,,
30801509,,residential,False,True,113.757,"LINESTRING (18.3520456 49.6873091, 18.3520724 49.687328, 18.3523786 49.6875722, 18.3525009 49.6876459, 18.352955 49.687919, 18.353151 49.6880377)",,,,,,
30801509,,residential,False,False,113.757,"LINESTRING (18.353151 49.6880377, 18.352955 49.687919, 18.3525009 49.6876459, 18.3523786 49.6875722, 18.3520724 49.687328, 18.3520456 49.6873091)",,,,,,
30801509,,residential,False,True,313.962,"LINESTRING (18.3486728 49.6878198, 18.3491805 49.6876377, 18.3492146 49.6876254, 18.3492573 49.6876101, 18.3497336 49.6874054, 18.3498668 49.6873464, 18.3499355 49.6873062, 18.3504108 49.6870285, 18.3508356 49.6867489, 18.3508468 49.6867404, 18.3509552 49.6867203, 18.3510803 49.6867094, 18.3511724 49.6867208, 18.351263 49.6867496, 18.3512725 49.6867546, 18.3515008 49.6868745, 18.3517013 49.6870101, 18.3519994 49.6872696, 18.3520456 49.6873091)",,,,,,
206328325,Revoluční,residential,False,False,247.716,"LINESTRING (18.3486728 49.6878198, 18.3484927 49.6878702, 18.3478032 49.6880641, 18.3476231 49.6881325, 18.3475693 49.6881787, 18.3475486 49.6881965, 18.3475015 49.6882414, 18.3473048 49.6885041, 18.347186 49.6886223, 18.3471411 49.688673, 18.3470909 49.6887117, 18.3470717 49.6887265, 18.3468556 49.6888378, 18.3468366 49.6888503, 18.3467575 49.6889015, 18.3466958 49.68896, 18.3466489 49.689034, 18.3466483 49.6890435, 18.3466422 49.6891343, 18.3466867 49.6893185, 18.3467053 49.6893951)",,,,,,
206328328,Růžový pahorek,residential,False,True,103.17899999999999,"LINESTRING (18.3486728 49.6878198, 18.3487488 49.6878795, 18.3488547 49.6879929, 18.3491082 49.6882687, 18.3494129 49.6885624, 18.3494499 49.6885987)",,,,,,
206328328,Růžový pahorek,residential,False,False,103.179,"LINESTRING (18.3494499 49.6885987, 18.3494129 49.6885624, 18.3491082 49.6882687, 18.3488547 49.6879929, 18.3487488 49.6878795, 18.3486728 49.6878198)",,,,,,
206328325,Revoluční,residential,False,True,247.71599999999995,"LINESTRING (18.3467053 49.6893951, 18.3466867 49.6893185, 18.3466422 49.6891343, 18.3466483 49.6890435, 18.3466489 49.689034, 18.3466958 49.68896, 18.3467575 49.6889015, 18.3468366 49.6888503, 18.3468556 49.6888378, 18.3470717 49.6887265, 18.3470909 49.6887117, 18.3471411 49.688673, 18.347186 49.6886223, 18.3473048 49.6885041, 18.3475015 49.6882414, 18.3475486 49.6881965, 18.3475693 49.6881787, 18.3476231 49.6881325, 18.3478032 49.6880641, 18.3484927 49.6878702, 18.3486728 49.6878198)",,,,,,
"[30814874, 206454022]","['2. května', 'Mariánské náměstí']",residential,False,False,85.757,"LINESTRING (18.3467053 49.6893951, 18.3470274 49.6893313, 18.3472934 49.6892786, 18.3474108 49.6892553, 18.3474854 49.6892794, 18.3476024 49.6895071)",,,,,,
206454022,Mariánské náměstí,residential,False,True,73.51400000000001,"LINESTRING (18.3467053 49.6893951, 18.3462755 49.6894922, 18.3459974 49.689555, 18.3459716 49.6895608, 18.3458716 49.6895978, 18.3457857 49.6896606)",,,,,,
166993299,,secondary,False,True,8.931,"LINESTRING (18.3470803 49.6878417, 18.3470829 49.687922)",,477,,,,
"[30814610, 542417475, 487630492, 493036663]",Revoluční,secondary,True,False,294.33599999999996,"LINESTRING (18.3470803 49.6878417, 18.3472237 49.6878237, 18.3474953 49.6877865, 18.3478845 49.6877331, 18.3481725 49.6876665, 18.3485385 49.6875692, 18.3487505 49.6874964, 18.3489818 49.6874104, 18.349169 49.6873365, 18.3494088 49.6872261, 18.3497402 49.6870568, 18.3499181 49.6869361, 18.3501881 49.6867337, 18.350483 49.6865098)","['2', '3']",473,,,,
"[542417472, 996535729]",Zámecká,residential,False,True,77.725,"LINESTRING (18.3470803 49.6878417, 18.3470771 49.6877085, 18.3470677 49.6876474, 18.3470431 49.6874867, 18.3470096 49.6872682, 18.3470341 49.6871459)",,,,,,
9623734,Bruzovská,secondary,False,False,11.163,"LINESTRING (18.3509485 49.6861043, 18.3510408 49.686185)",,473,,,,
30814692,T. G. Masaryka,tertiary,True,False,84.636,"LINESTRING (18.3509485 49.6861043, 18.3510747 49.6859987, 18.3512502 49.6858674, 18.351727 49.6855342)",2,477,,,,
542417476,Radniční,residential,False,True,45.911,"LINESTRING (18.3509485 49.6861043, 18.3508465 49.6860234, 18.3508148 49.6859954, 18.3506562 49.6858557, 18.3505805 49.685768)",3,,,,,
"[542417473, 542417474, 487630475, 493775788]",Revoluční,secondary,True,False,219.36799999999997,"LINESTRING (18.3505021 49.6866794, 18.3501941 49.6869175, 18.3498823 49.6871307, 18.3495779 49.6872916, 18.349272 49.6874348, 18.3488285 49.687597, 18.3485214 49.6876857, 18.3480565 49.6878036)",3,473,,,,
30814611,Revoluční,secondary,True,False,71.26599999999999,"LINESTRING (18.3480565 49.6878036, 18.3473255 49.6878913, 18.3472325 49.6879024, 18.3470829 49.687922)",2,473,,,,
30814614,,secondary_link,True,False,90.78699999999999,"LINESTRING (18.3480565 49.6878036, 18.3474384 49.6879893, 18.3473248 49.6880652, 18.34711 49.6882966)",,,,,,
166993299,,secondary,False,False,8.931,"LINESTRING (18.3470829 49.687922, 18.3470803 49.6878417)",,477,,,,
166992867,Revoluční,secondary,True,False,65.071,"LINESTRING (18.3470829 49.687922, 18.3467692 49.6879473, 18.3461808 49.6879493)",2,473,,,,
