osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,bridge,access,junction
"[29131537, 223761700]",Komenského náměstí,residential,False,True,57.971000000000004,"LINESTRING (16.2340579 50.5386006, 16.2341069 50.5386381, 16.2341216 50.5386573, 16.2341285 50.5386807, 16.2341138 50.5387146, 16.2339908 50.5389741, 16.2339395 50.5390909)",,,,,,
29199122,Soukenická,residential,False,False,10.98,"LINESTRING (16.2308231 50.5378931, 16.2307679 50.5378008)",,,,,,
302868227,Žďárská,secondary,False,False,30.491999999999997,"LINESTRING (16.2308231 50.5378931, 16.2308641 50.537856, 16.2309118 50.5378266, 16.2309765 50.5377961, 16.2311619 50.5377293)",301,50,,,,
302868227,Žďárská,secondary,False,True,182.62999999999997,"LINESTRING (16.2308231 50.5378931, 16.2307696 50.5379605, 16.2307347 50.5380321, 16.2306972 50.5381335, 16.2306485 50.5383353, 16.230508 50.5388678, 16.2304759 50.538939, 16.2304377 50.5389915, 16.2303807 50.539031, 16.2303082 50.5390608, 16.2302073 50.5390762, 16.2301098 50.5390736, 16.2300197 50.539058, 16.2299556 50.5390353, 16.2298975 50.5389942, 16.2298523 50.5389432, 16.2298264 50.5388901)",301,50,,,,
29170600,17. listopadu,tertiary,False,False,24.609,"LINESTRING (16.2334944 50.5356007, 16.2335553 50.5353828)",30316,50,2,,,
135459144,Nádražní,tertiary,False,False,75.631,"LINESTRING (16.2334944 50.5356007, 16.2333868 50.5355852, 16.2332222 50.5355927, 16.2330792 50.5356186, 16.2324579 50.5357312)",,50,,,,
"[254013146, 254013147]","['Nádražní', 'Lokvencova']",tertiary,False,True,70.784,"LINESTRING (16.2334944 50.5356007, 16.2334544 50.5361567, 16.233471 50.536236)",,30,2,,,
166999315,Nádražní,tertiary,False,False,8.478,"LINESTRING (16.2307515 50.5358093, 16.2306488 50.5358487)",,50,2,,,
166999316,Nádražní,tertiary,False,True,43.663,"LINESTRING (16.2307515 50.5358093, 16.2310765 50.5358048, 16.2313692 50.5358026)",,50,,,,
9405062,Komenského náměstí,tertiary,False,False,41.82,"LINESTRING (16.2337303 50.5382874, 16.2338557 50.5384069, 16.2339466 50.5384945, 16.2340137 50.5385586, 16.2340579 50.5386006)",,50,2,,,
300628519,Komenského náměstí,residential,False,False,37.309999999999995,"LINESTRING (16.2337303 50.5382874, 16.2336515 50.5383147, 16.233579 50.5383297, 16.2335126 50.5383393, 16.2334593 50.5383442, 16.2334086 50.5383459, 16.2333663 50.5383465, 16.233344 50.5383469, 16.2332196 50.5383424)",,,,,,
"[1041676593, 766732786, 223761695, 9405015]","['Kostelní', 'Masarykovo náměstí']",tertiary,False,False,233.275,"LINESTRING (16.2337303 50.5382874, 16.233621 50.5381615, 16.2335613 50.5380818, 16.2335136 50.5380014, 16.2334873 50.537934, 16.2334711 50.5378668, 16.2334671 50.5377945, 16.2334694 50.5377019, 16.2334769 50.5375613, 16.2334892 50.5373312, 16.2335045 50.5372168, 16.2335195 50.5371411, 16.2335395 50.5370715, 16.2335794 50.536956, 16.2335948 50.5369026, 16.2335988 50.5368599, 16.2335957 50.5368079, 16.2335555 50.5366141, 16.2335311 50.5364965, 16.233471 50.536236)",,"['50', '30']",2,,,
29199406,Na Struze,residential,False,False,97.49499999999999,"LINESTRING (16.229669 50.535812, 16.229663 50.5359725, 16.2296659 50.5360437, 16.2297041 50.536143, 16.2297645 50.5362054, 16.2298695 50.5362535, 16.2299851 50.5362807, 16.2301332 50.5363021, 16.2302933 50.5363096, 16.2303408 50.5363053, 16.2303738 50.5362897, 16.2304034 50.5362394)",,,,,,
135459147,Nádražní,secondary,False,False,105.40299999999999,"LINESTRING (16.229669 50.535812, 16.2294984 50.5357647, 16.2293743 50.5357258, 16.2292421 50.5356819, 16.2291109 50.5356327, 16.2289806 50.535581, 16.2287907 50.5355023, 16.2283856 50.5353327)",303,50,2,,,
"[930584088, 135459147, 930584087]",Nádražní,secondary,False,True,32.867000000000004,"LINESTRING (16.229669 50.535812, 16.2297345 50.5358289, 16.2298274 50.535853, 16.229913 50.535881, 16.2299967 50.5359102, 16.23008 50.5359479)",303,50,2,yes,,
254013148,Tomkova,tertiary,False,False,16.129,"LINESTRING (16.2379464 50.5353866, 16.2381015 50.5352802)",30319,50,2,,,
223761697,Na Babí,tertiary,False,True,172.59,"LINESTRING (16.2379464 50.5353866, 16.2378467 50.5355418, 16.2368984 50.5364149, 16.2366264 50.5366884)",30319,30,2,,,
254013148,Tomkova,tertiary,False,True,25.83,"LINESTRING (16.2384316 50.5351805, 16.2381015 50.5352802)",30319,50,2,,,
"[930578709, 302869533, 930578710]",Ledhujská,tertiary,False,False,40.978,"LINESTRING (16.2384316 50.5351805, 16.2385756 50.5351075, 16.2386326 50.535078, 16.2387326 50.5350264, 16.2388826 50.5349489)",30319,50,2,yes,,
1206421492,Ke Koupališti,residential,False,False,41.188,"LINESTRING (16.2384316 50.5351805, 16.2385511 50.535224, 16.2387386 50.5352525, 16.2389838 50.5352902)",,,,,,
29131539,Bělská,tertiary,False,False,94.001,"LINESTRING (16.2395279 50.5349044, 16.239694 50.5348439, 16.2398273 50.5347057, 16.2400347 50.5343376, 16.2400589 50.5341677)",30320,50,2,,,
778787583,Ledhujská,tertiary,False,True,46.364999999999995,"LINESTRING (16.2395279 50.5349044, 16.239364 50.5349156, 16.2390688 50.5349115, 16.2389215 50.5349368, 16.2388826 50.5349489)",30319,50,2,,,
29183408,Pod Havlatkou,residential,False,False,83.658,"LINESTRING (16.2337061 50.534262, 16.232523 50.5342388)",,,,,,
474450051,17. listopadu,tertiary,False,False,202.802,"LINESTRING (16.2337061 50.534262, 16.2339851 50.5324468)",30316,50,2,,,
474450051,17. listopadu,tertiary,False,True,89.16,"LINESTRING (16.2337061 50.534262, 16.2335797 50.5350598)",30316,50,2,,,
29183408,Pod Havlatkou,residential,False,True,79.243,"LINESTRING (16.231402 50.5342255, 16.232523 50.5342388)",,,,,,
29183409,Tyršova,residential,False,False,41.945,"LINESTRING (16.2325434 50.5338618, 16.232523 50.5342388)",,,,,,
29183408,Pod Havlatkou,residential,False,False,79.243,"LINESTRING (16.232523 50.5342388, 16.231402 50.5342255)",,,,,,
29183408,Pod Havlatkou,residential,False,True,83.658,"LINESTRING (16.232523 50.5342388, 16.2337061 50.534262)",,,,,,
29183409,Tyršova,residential,False,True,41.945,"LINESTRING (16.232523 50.5342388, 16.2325434 50.5338618)",,,,,,
150172035,Tyršova,residential,True,False,87.981,"LINESTRING (16.232523 50.5342388, 16.2324869 50.5350297)",,,,,,
29183412,Husova,residential,False,True,134.375,"LINESTRING (16.2324869 50.5350297, 16.2305863 50.5349976)",,,,,,
473630860,Tyršova,residential,True,False,78.03,"LINESTRING (16.2324869 50.5350297, 16.2324751 50.5353161, 16.2324579 50.5357312)",,,,,,
135459144,Nádražní,tertiary,False,True,75.631,"LINESTRING (16.2324579 50.5357312, 16.2330792 50.5356186, 16.2332222 50.5355927, 16.2333868 50.5355852, 16.2334944 50.5356007)",,50,,,,
166999316,Nádražní,tertiary,False,False,77.57900000000001,"LINESTRING (16.2324579 50.5357312, 16.2322852 50.5357595, 16.232098 50.5357784, 16.2313692 50.5358026)",,50,,,,
"[302868226, 29199123]",Masarykovo náměstí,residential,False,True,84.383,"LINESTRING (16.2324579 50.5357312, 16.2326961 50.5360097, 16.2328836 50.5361195, 16.232912 50.5361638, 16.2330959 50.5363642)",,,,,destination,
474450051,17. listopadu,tertiary,False,False,89.16,"LINESTRING (16.2335797 50.5350598, 16.2337061 50.534262)",30316,50,2,,,
29183410,Husova,residential,True,False,77.309,"LINESTRING (16.2335797 50.5350598, 16.2330659 50.535048, 16.2324869 50.5350297)",,,,,,
778787582,17. listopadu,tertiary,False,True,35.958,"LINESTRING (16.2335797 50.5350598, 16.2335589 50.5353364, 16.2335553 50.5353828)",30316,50,2,,,
29183412,Husova,residential,False,False,134.375,"LINESTRING (16.2305863 50.5349976, 16.2324869 50.5350297)",,,,,,
930578711,Radimovská,residential,False,False,74.76,"LINESTRING (16.2387956 50.5347911, 16.2377693 50.5346283)",,,,,,
304623411,Radimovská,residential,False,False,50.056,"LINESTRING (16.2387956 50.5347911, 16.2388528 50.5346958, 16.2390241 50.5343651)",,,,,,
930578711,Radimovská,residential,False,True,18.597,"LINESTRING (16.2387956 50.5347911, 16.238838 50.5348627, 16.2388826 50.5349489)",,,,,,
930578711,Radimovská,residential,False,False,36.515,"LINESTRING (16.2377693 50.5346283, 16.2372815 50.5347365)",,,,,,
930578711,Radimovská,residential,False,True,74.76,"LINESTRING (16.2377693 50.5346283, 16.2387956 50.5347911)",,,,,,
930578712,,residential,False,False,37.49,"LINESTRING (16.2377693 50.5346283, 16.2372462 50.5345724)",,,,,,
29170600,17. listopadu,tertiary,False,True,24.609,"LINESTRING (16.2335553 50.5353828, 16.2334944 50.5356007)",30316,50,2,,,
930578714,Radimovská,residential,False,True,25.002,"LINESTRING (16.2335553 50.5353828, 16.2339087 50.5353928)",,,,,,
778787582,17. listopadu,tertiary,False,False,35.958,"LINESTRING (16.2335553 50.5353828, 16.2335589 50.5353364, 16.2335797 50.5350598)",30316,50,2,,,
29183414,Radimovská,residential,True,False,195.815,"LINESTRING (16.2365572 50.5348853, 16.2360375 50.5349744, 16.2354961 50.5350496, 16.2351178 50.5351513, 16.2347122 50.5352342, 16.2344822 50.5352796, 16.2339087 50.5353928)",,,,,,
"[29183416, 930578715, 930578716]",U Damiánky,residential,False,False,229.87800000000001,"LINESTRING (16.2365572 50.5348853, 16.2364562 50.5349393, 16.236318 50.5350131, 16.236158 50.5350986, 16.2358805 50.5352368, 16.2354487 50.5354668, 16.2348979 50.535627, 16.2347084 50.5356771, 16.2346123 50.5356962, 16.2344835 50.5356958, 16.2343824 50.535682, 16.2342941 50.5356625, 16.2341594 50.535593, 16.2340328 50.5355109, 16.2339087 50.5353928)",,,,yes,,
930578714,Radimovská,residential,False,False,25.002,"LINESTRING (16.2339087 50.5353928, 16.2335553 50.5353828)",,,,,,
"[29183416, 930578715, 930578716]",U Damiánky,residential,False,True,229.87800000000001,"LINESTRING (16.2339087 50.5353928, 16.2340328 50.5355109, 16.2341594 50.535593, 16.2342941 50.5356625, 16.2343824 50.535682, 16.2344835 50.5356958, 16.2346123 50.5356962, 16.2347084 50.5356771, 16.2348979 50.535627, 16.2354487 50.5354668, 16.2358805 50.5352368, 16.236158 50.5350986, 16.236318 50.5350131, 16.2364562 50.5349393, 16.2365572 50.5348853)",,,,yes,,
29183414,Radimovská,residential,True,False,17.959,"LINESTRING (16.2368023 50.5348427, 16.2365572 50.5348853)",,,,,,
"[29183417, 930578717, 930578718]",Příčná,residential,False,False,120.262,"LINESTRING (16.2368023 50.5348427, 16.2368999 50.5349507, 16.237058 50.5350115, 16.2371576 50.535037, 16.2373704 50.5350413, 16.2375847 50.5350385, 16.2377158 50.5350368, 16.2378825 50.5350347, 16.2379697 50.5350496, 16.2380277 50.5350812, 16.2381015 50.5352802)",,,,yes,,
254013148,Tomkova,tertiary,False,False,25.83,"LINESTRING (16.2381015 50.5352802, 16.2384316 50.5351805)",30319,50,2,,,
254013148,Tomkova,tertiary,False,True,16.129,"LINESTRING (16.2381015 50.5352802, 16.2379464 50.5353866)",30319,50,2,,,
"[29183417, 930578717, 930578718]",Příčná,residential,False,True,120.262,"LINESTRING (16.2381015 50.5352802, 16.2380277 50.5350812, 16.2379697 50.5350496, 16.2378825 50.5350347, 16.2377158 50.5350368, 16.2375847 50.5350385, 16.2373704 50.5350413, 16.2371576 50.535037, 16.237058 50.5350115, 16.2368999 50.5349507, 16.2368023 50.5348427)",,,,yes,,
"[29183424, 29183425]","['Zahradní', 'Hvězdecká']",residential,False,"[False, True]",188.23,"LINESTRING (16.2352764 50.5375685, 16.2352077 50.5375356, 16.2347751 50.5373287, 16.2351277 50.5369462, 16.2356453 50.5366859, 16.2357938 50.5366113, 16.2361404 50.536437, 16.2361774 50.5364184)",,,2,,,
135498738,Na Babí,tertiary,False,True,147.317,"LINESTRING (16.2352764 50.5375685, 16.2349445 50.537732, 16.2347759 50.5378304, 16.2346257 50.5379421, 16.2345096 50.5381022, 16.2342975 50.5384366, 16.23426 50.5384858, 16.2342142 50.5385227, 16.2341692 50.5385527, 16.2341288 50.5385733, 16.2340579 50.5386006)",30319,50,2,,,
"[223761697, 223761698, 1041962078]",Na Babí,tertiary,False,False,140.359,"LINESTRING (16.2352764 50.5375685, 16.23538 50.5375326, 16.2354627 50.5375057, 16.2358604 50.5373573, 16.2360294 50.5372774, 16.2361305 50.5371967, 16.2361623 50.5371641, 16.2366264 50.5366884)",30319,"['50', '30']",2,,,
"[29183424, 29183425]","['Zahradní', 'Hvězdecká']",residential,False,"[False, True]",188.23000000000002,"LINESTRING (16.2361774 50.5364184, 16.2361404 50.536437, 16.2357938 50.5366113, 16.2356453 50.5366859, 16.2351277 50.5369462, 16.2347751 50.5373287, 16.2352077 50.5375356, 16.2352764 50.5375685)",,,2,,,
29183426,Na Prádle,residential,False,False,43.815999999999995,"LINESTRING (16.2361774 50.5364184, 16.2362647 50.5364847, 16.2363553 50.5365455, 16.2366264 50.5366884)",,,,,,
29183426,Na Prádle,residential,False,True,57.775,"LINESTRING (16.2361774 50.5364184, 16.2361845 50.5363213, 16.2362087 50.5362155, 16.2361798 50.5361385, 16.2360081 50.5359289)",,,,,,
29183420,Tomkova,residential,True,False,152.571,"LINESTRING (16.2360081 50.5359289, 16.2368352 50.535702, 16.2376978 50.5353705, 16.2379464 50.5353866)",,,1,,,
29183426,Na Prádle,residential,False,False,57.775,"LINESTRING (16.2360081 50.5359289, 16.2361798 50.5361385, 16.2362087 50.5362155, 16.2361845 50.5363213, 16.2361774 50.5364184)",,,,,,
"[1204932889, 29183429]",Jiráskova,residential,False,False,108.668,"LINESTRING (16.2370875 50.537982, 16.2375584 50.5374019, 16.2377925 50.5371135)",,,,,,
29199125,Na Bělidle,residential,False,True,72.895,"LINESTRING (16.2377925 50.5371135, 16.2386674 50.5374607)",,,,,,
29183429,Jiráskova,residential,False,False,206.65699999999998,"LINESTRING (16.2377925 50.5371135, 16.2386041 50.5362913, 16.2394881 50.5356038)",,,,,,
"[1204932889, 29183429]",Jiráskova,residential,False,True,108.668,"LINESTRING (16.2377925 50.5371135, 16.2375584 50.5374019, 16.2370875 50.537982)",,,,,,
1206419666,Na Bělidle,residential,False,False,95.006,"LINESTRING (16.2377925 50.5371135, 16.2366859 50.5367101, 16.2366264 50.5366884)",,,,,,
29199124,K Vodojemu,residential,False,False,49.863,"LINESTRING (16.2394881 50.5356038, 16.2389838 50.5352902)",,,,,,
29183429,Jiráskova,residential,False,True,206.65699999999998,"LINESTRING (16.2394881 50.5356038, 16.2386041 50.5362913, 16.2377925 50.5371135)",,,,,,
29199124,K Vodojemu,residential,False,True,57.975,"LINESTRING (16.2394881 50.5356038, 16.2395585 50.5356629, 16.2400013 50.5360105)",,,,,,
778787583,Ledhujská,tertiary,False,False,46.364999999999995,"LINESTRING (16.2388826 50.5349489, 16.2389215 50.5349368, 16.2390688 50.5349115, 16.239364 50.5349156, 16.2395279 50.5349044)",30319,50,2,,,
"[302869533, 930578709, 930578710]",Ledhujská,tertiary,False,True,40.978,"LINESTRING (16.2388826 50.5349489, 16.2387326 50.5350264, 16.2386326 50.535078, 16.2385756 50.5351075, 16.2384316 50.5351805)",30319,50,2,yes,,
930578711,Radimovská,residential,False,False,18.597,"LINESTRING (16.2388826 50.5349489, 16.238838 50.5348627, 16.2387956 50.5347911)",,,,,,
29183426,Na Prádle,residential,False,True,43.815999999999995,"LINESTRING (16.2366264 50.5366884, 16.2363553 50.5365455, 16.2362647 50.5364847, 16.2361774 50.5364184)",,,,,,
223761697,Na Babí,tertiary,False,False,172.59,"LINESTRING (16.2366264 50.5366884, 16.2368984 50.5364149, 16.2378467 50.5355418, 16.2379464 50.5353866)",30319,30,2,,,
"[223761697, 223761698, 1041962078]",Na Babí,tertiary,False,True,140.35899999999998,"LINESTRING (16.2366264 50.5366884, 16.2361623 50.5371641, 16.2361305 50.5371967, 16.2360294 50.5372774, 16.2358604 50.5373573, 16.2354627 50.5375057, 16.23538 50.5375326, 16.2352764 50.5375685)",30319,"['30', '50']",2,,,
1206419666,Na Bělidle,residential,False,True,95.006,"LINESTRING (16.2366264 50.5366884, 16.2366859 50.5367101, 16.2377925 50.5371135)",,,,,,
302868227,Žďárská,secondary,False,True,45.842,"LINESTRING (16.2317323 50.537533, 16.2311619 50.5377293)",301,50,,,,
135459145,Žďárská,secondary,False,False,24.462,"LINESTRING (16.2317323 50.537533, 16.2318474 50.5376688, 16.2319026 50.5377244)",303,50,2,,,
"[29199117, 544841678]",Pod Jasany,secondary,False,False,166.975,"LINESTRING (16.2317323 50.537533, 16.2316509 50.5374165, 16.2316061 50.5373367, 16.2315698 50.5372456, 16.2315345 50.53714, 16.2314871 50.5369961, 16.2314107 50.5367649, 16.2313746 50.5366758, 16.2313435 50.5366005, 16.2312951 50.5365155, 16.2312606 50.5364647, 16.231213 50.5364074, 16.2311688 50.5363587, 16.2311094 50.5363086, 16.2310491 50.5362747, 16.2309889 50.5362496, 16.2309029 50.5362232, 16.230834 50.5362054)",303,50,"['2', '3']",,,
"[930584085, 930584086, 29199118]",Pod Jasany,residential,False,False,107.977,"LINESTRING (16.2330575 50.5372306, 16.2328289 50.5372109, 16.2327584 50.5372125, 16.232675 50.537225, 16.2325967 50.5372424, 16.2325298 50.5372633, 16.2324419 50.5373023, 16.2323693 50.5373487, 16.2322878 50.5374034, 16.2321882 50.5374854, 16.2321652 50.5375092, 16.2321465 50.5375362, 16.2321299 50.5375645, 16.2321055 50.5376061, 16.2320826 50.5376364, 16.2320606 50.5376597, 16.2320304 50.5376758, 16.2319992 50.5376885, 16.2319026 50.5377244)",,,,yes,,
"[29199121, 168214327, 168214471]","['Soukenická', 'U Opatrovny']",residential,False,False,184.54899999999998,"LINESTRING (16.232882 50.5366565, 16.232682 50.536668, 16.2317037 50.5364947, 16.231446 50.536449, 16.2313373 50.5363322, 16.2311796 50.5361977, 16.2313692 50.5358026)",,,,,,
302868225,Masarykovo náměstí,residential,False,True,28.207,"LINESTRING (16.233471 50.536236, 16.2338697 50.5362476)",,30,,,,
"[254013146, 254013147]","['Nádražní', 'Lokvencova']",tertiary,False,False,70.784,"LINESTRING (16.233471 50.536236, 16.2334544 50.5361567, 16.2334944 50.5356007)",,30,2,,,
"[1041676593, 766732786, 9405015, 223761695]","['Kostelní', 'Masarykovo náměstí']",tertiary,False,True,233.27500000000003,"LINESTRING (16.233471 50.536236, 16.2335311 50.5364965, 16.2335555 50.5366141, 16.2335957 50.5368079, 16.2335988 50.5368599, 16.2335948 50.5369026, 16.2335794 50.536956, 16.2335395 50.5370715, 16.2335195 50.5371411, 16.2335045 50.5372168, 16.2334892 50.5373312, 16.2334769 50.5375613, 16.2334694 50.5377019, 16.2334671 50.5377945, 16.2334711 50.5378668, 16.2334873 50.537934, 16.2335136 50.5380014, 16.2335613 50.5380818, 16.233621 50.5381615, 16.2337303 50.5382874)",,"['30', '50']",2,,,
29199122,Soukenická,residential,False,False,112.666,"LINESTRING (16.2307706 50.5375422, 16.2308982 50.5371123, 16.2309707 50.5365384)",,,,,,
29199122,Soukenická,residential,False,True,28.756,"LINESTRING (16.2307706 50.5375422, 16.2307695 50.5375954, 16.2307683 50.5376502, 16.2307679 50.5378008)",,,,,,
29199399,V Rokli,residential,False,True,44.331,"LINESTRING (16.2307706 50.5375422, 16.2307285 50.5375233, 16.2302211 50.5373504)",,,,,,
381572817,V Rokli,residential,True,False,35.157,"LINESTRING (16.2307706 50.5375422, 16.2308464 50.5375819, 16.2309225 50.5376136, 16.2309914 50.5376391, 16.2310596 50.5376623, 16.231098 50.5376762, 16.2311335 50.5376956, 16.2311619 50.5377293)",,,,,,
29199122,Soukenická,residential,False,True,112.666,"LINESTRING (16.2309707 50.5365384, 16.2308982 50.5371123, 16.2307706 50.5375422)",,,,,,
29199405,Ke Strážnici,residential,False,True,41.834,"LINESTRING (16.2309707 50.5365384, 16.2307054 50.5365254, 16.2306205 50.5365311, 16.2303851 50.5365623)",,,,,,
168214470,Soukenická,residential,False,False,21.323999999999998,"LINESTRING (16.2309707 50.5365384, 16.2309767 50.5364425, 16.2309864 50.5363469)",,,,,,
166999316,Nádražní,tertiary,False,False,43.663,"LINESTRING (16.2313692 50.5358026, 16.2310765 50.5358048, 16.2307515 50.5358093)",,50,,,,
166999316,Nádražní,tertiary,False,True,77.57900000000001,"LINESTRING (16.2313692 50.5358026, 16.232098 50.5357784, 16.2322852 50.5357595, 16.2324579 50.5357312)",,50,,,,
"[29199121, 168214471, 168214327]","['Soukenická', 'U Opatrovny']",residential,False,True,184.549,"LINESTRING (16.2313692 50.5358026, 16.2311796 50.5361977, 16.2313373 50.5363322, 16.231446 50.536449, 16.2317037 50.5364947, 16.232682 50.536668, 16.232882 50.5366565)",,,,,,
"[302868226, 29199123]",Masarykovo náměstí,residential,False,False,84.383,"LINESTRING (16.2330959 50.5363642, 16.232912 50.5361638, 16.2328836 50.5361195, 16.2326961 50.5360097, 16.2324579 50.5357312)",,,,,destination,
29199126,Dvořákova,residential,False,False,186.79,"LINESTRING (16.2400013 50.5360105, 16.2386674 50.5374607)",,,,,,
29199124,K Vodojemu,residential,False,False,57.975,"LINESTRING (16.2400013 50.5360105, 16.2395585 50.5356629, 16.2394881 50.5356038)",,,,,,
29199124,K Vodojemu,residential,False,True,49.863,"LINESTRING (16.2389838 50.5352902, 16.2394881 50.5356038)",,,,,,
1206421492,Ke Koupališti,residential,False,True,41.188,"LINESTRING (16.2389838 50.5352902, 16.2387386 50.5352525, 16.2385511 50.535224, 16.2384316 50.5351805)",,,,,,
29199125,Na Bělidle,residential,False,False,72.895,"LINESTRING (16.2386674 50.5374607, 16.2377925 50.5371135)",,,,,,
29199125,Na Bělidle,residential,False,True,68.611,"LINESTRING (16.2386674 50.5374607, 16.2395035 50.5377743)",,,,,,
29199126,Dvořákova,residential,False,True,186.79,"LINESTRING (16.2386674 50.5374607, 16.2400013 50.5360105)",,,,,,
29199131,Dvořákova,residential,True,False,100.764,"LINESTRING (16.2379411 50.5382405, 16.2386674 50.5374607)",,,,,,
29199133,Hvězdecká,residential,False,True,67.322,"LINESTRING (16.2379411 50.5382405, 16.2381494 50.538321, 16.2386612 50.5385188, 16.238755 50.5385551)",,,,,,
29199135,Gagarinova,residential,False,True,188.85300000000004,"LINESTRING (16.2379411 50.5382405, 16.2379412 50.5382963, 16.2379211 50.538389, 16.2376861 50.5387002, 16.2375648 50.5388607, 16.2374317 50.5390368, 16.2371688 50.539391, 16.237003 50.5395773, 16.2368289 50.5397729)",,30,,,,
29199125,Na Bělidle,residential,False,False,68.611,"LINESTRING (16.2395035 50.5377743, 16.2386674 50.5374607)",,,,,,
29199125,Na Bělidle,residential,False,True,66.754,"LINESTRING (16.2395035 50.5377743, 16.2403392 50.5380541)",,,,,,
29199127,Dukelská,residential,True,False,101.666,"LINESTRING (16.2395035 50.5377743, 16.238755 50.5385551)",,,,,,
29199133,Hvězdecká,residential,False,False,67.322,"LINESTRING (16.238755 50.5385551, 16.2386612 50.5385188, 16.2381494 50.538321, 16.2379411 50.5382405)",,,,,,
29199133,Hvězdecká,residential,False,True,45.907,"LINESTRING (16.238755 50.5385551, 16.2388093 50.5385839, 16.2392539 50.5388195)",,,,,,
29199125,Na Bělidle,residential,False,False,66.754,"LINESTRING (16.2403392 50.5380541, 16.2395035 50.5377743)",,,,,,
931118360,Mírová,residential,False,False,113.548,"LINESTRING (16.2403392 50.5380541, 16.2394977 50.538924)",,,,,,
1206419669,Hvězdecká,residential,False,False,89.695,"LINESTRING (16.240528 50.5393932, 16.2399741 50.5391666, 16.2394977 50.538924)",,,,,,
29199133,Hvězdecká,residential,False,False,20.782,"LINESTRING (16.2394977 50.538924, 16.2392539 50.5388195)",,,,,,
931118360,Mírová,residential,False,True,113.548,"LINESTRING (16.2394977 50.538924, 16.2403392 50.5380541)",,,,,,
1206419669,Hvězdecká,residential,False,True,89.695,"LINESTRING (16.2394977 50.538924, 16.2399741 50.5391666, 16.240528 50.5393932)",,,,,,
29199141,K Sídlišti,residential,False,False,31.686,"LINESTRING (16.2368289 50.5397729, 16.2372302 50.5399)",,,,,,
29199141,K Sídlišti,residential,False,True,18.484,"LINESTRING (16.2368289 50.5397729, 16.2365887 50.5397071)",,,,,,
29199135,Gagarinova,residential,False,False,188.85300000000004,"LINESTRING (16.2368289 50.5397729, 16.237003 50.5395773, 16.2371688 50.539391, 16.2374317 50.5390368, 16.2375648 50.5388607, 16.2376861 50.5387002, 16.2379211 50.538389, 16.2379412 50.5382963, 16.2379411 50.5382405)",,30,,,,
29199136,Fučíkova,residential,False,False,171.173,"LINESTRING (16.2381506 50.5401898, 16.2382474 50.5400628, 16.2389301 50.5392049, 16.2392539 50.5388195)",,,,,,
