osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,tunnel,bridge,access,width,junction
121410301,409,Znojemská,secondary,False,True,144.382,"LINESTRING (15.3573565 48.9962076, 15.3565212 48.9963932, 15.355648 48.9965873, 15.3555106 48.9966586)",,,,,,
9582348,409,Svatopluka Čecha,secondary,False,False,111.132,"LINESTRING (15.3558449 48.9977077, 15.3557969 48.997531, 15.3557564 48.9974163, 15.35575 48.9973981, 15.3556996 48.9972992, 15.3556188 48.9971418, 15.3554934 48.9968977, 15.3554599 48.9967437)",2,,,,,
388158476,152,Svatopluka Čecha,secondary,False,True,158.074,"LINESTRING (15.3558449 48.9977077, 15.3556837 48.9977565, 15.3554842 48.9978385, 15.3551188 48.9979721, 15.3541733 48.9983179, 15.353954 48.9984007)",,,,,,
121410301,409,Znojemská,secondary,False,False,10.16,"LINESTRING (15.3554599 48.9967437, 15.3555106 48.9966586)",,,,,,
9582348,409,Svatopluka Čecha,secondary,False,True,111.132,"LINESTRING (15.3554599 48.9967437, 15.3554934 48.9968977, 15.3556188 48.9971418, 15.3556996 48.9972992, 15.35575 48.9973981, 15.3557564 48.9974163, 15.3557969 48.997531, 15.3558449 48.9977077)",2,,,,,
261790602,,Svatopluka Čecha,residential,False,False,95.436,"LINESTRING (15.3554599 48.9967437, 15.3553212 48.9967878, 15.3552316 48.9968367, 15.3552159 48.9968943, 15.3552325 48.9969683, 15.3552811 48.9970837, 15.3554227 48.997431, 15.3554424 48.9974979)",,,,,,
406635974,,Horní náměstí,residential,False,False,71.115,"LINESTRING (15.3554599 48.9967437, 15.355251 48.9967458, 15.3551727 48.9967466, 15.3546898 48.9967435, 15.3546075 48.9967497, 15.3544966 48.9967827)",,,,,,
"[9580256, 261790916]",152,Jana Žižky,secondary,False,True,147.06099999999998,"LINESTRING (15.3516902 48.9990863, 15.3515011 48.9991128, 15.3507895 48.9992124, 15.3505158 48.9992512, 15.3503044 48.9992786, 15.350044 48.9992728, 15.3499773 48.9992601, 15.3498757 48.9992341, 15.3497772 48.9991931, 15.3497414 48.9991767)",,,,,,
9581392,152,Svatopluka Čecha,secondary,False,False,92.02199999999999,"LINESTRING (15.3516902 48.9990863, 15.3518962 48.998953, 15.3522871 48.9988104, 15.3525687 48.9987622, 15.3527949 48.9987235)",,,,,,
"[148874866, 435192148, 828164495]",,Dačická,residential,False,True,91.82000000000001,"LINESTRING (15.3516902 48.9990863, 15.351477 48.9989247, 15.3513225 48.9988379, 15.3511999 48.9987104, 15.3511708 48.9986383, 15.351144 48.9985721, 15.3510719 48.9983935)",,yes,,,,
819173909,,Dačická,secondary,False,True,21.953999999999997,"LINESTRING (15.3516902 48.9990863, 15.3518732 48.9991794, 15.351928 48.9992073)",,,,,,
25446558,,Mánesova,residential,False,False,27.919,"LINESTRING (15.3463917 48.9960419, 15.3461531 48.9962382)",,,,,,
"[877940924, 849701021, 9579975]",152,Mařížská,secondary,False,False,135.571,"LINESTRING (15.3463917 48.9960419, 15.3473877 48.9957234, 15.3474548 48.9957075, 15.3475247 48.995692, 15.3475961 48.995679, 15.3476684 48.9956681, 15.3477468 48.9956589, 15.3478251 48.9956526, 15.3479881 48.9956448, 15.3480821 48.9956406, 15.3481223 48.9956367)",,,,,,
25446550,,Svatopluka Čecha,residential,False,False,48.527,"LINESTRING (15.353954 48.9984007, 15.3543309 48.9987603)",,,,,,
388158476,152,Svatopluka Čecha,secondary,False,False,158.074,"LINESTRING (15.353954 48.9984007, 15.3541733 48.9983179, 15.3551188 48.9979721, 15.3554842 48.9978385, 15.3556837 48.9977565, 15.3558449 48.9977077)",,,,,,
"[819173895, 819173896, 819173897, 819173898, 819173899, 819173908]",152,Svatopluka Čecha,secondary,False,True,92.66,"LINESTRING (15.353954 48.9984007, 15.3537631 48.9984746, 15.3537181 48.9984904, 15.3536502 48.9985142, 15.3535798 48.9985389, 15.3535009 48.9985666, 15.3533671 48.9986093, 15.3531853 48.9986688, 15.3527949 48.9987235)",,,,,,
9580779,,Dačická,secondary,False,False,12.717,"LINESTRING (15.352429 49.000474, 15.3524595 49.0003614)",,,,,,
9581520,409,Rudolecká,secondary,False,False,58.126,"LINESTRING (15.352429 49.000474, 15.35227 49.00067, 15.3519384 49.0008776)",,,,,,
37369430,,,residential,False,False,64.891,"LINESTRING (15.3512128 49.0012813, 15.3506739 49.000817)",,,,,,
9581520,409,Rudolecká,secondary,False,False,99.26100000000001,"LINESTRING (15.3512128 49.0012813, 15.350899 49.001448, 15.350307 49.001684, 15.3502444 49.0017176, 15.3501027 49.0017939)",,,,,,
9581520,409,Rudolecká,secondary,False,True,69.44999999999999,"LINESTRING (15.3512128 49.0012813, 15.351746 49.000998, 15.3519384 49.0008776)",,,,,,
9581520,409,Rudolecká,secondary,False,True,99.261,"LINESTRING (15.3501027 49.0017939, 15.3502444 49.0017176, 15.350307 49.001684, 15.350899 49.001448, 15.3512128 49.0012813)",,,,,,
"[1066535881, 37369429]",,Rudolecká,residential,False,True,105.125,"LINESTRING (15.3501027 49.0017939, 15.3494176 49.0018674, 15.348674 49.0019134)",,,,,,
25446467,406,Nádražní,secondary,False,True,46.337999999999994,"LINESTRING (15.348018 48.995146, 15.3481619 48.9953107, 15.3482048 48.9953654, 15.3482296 48.9954207, 15.3482387 48.9954429, 15.3482397 48.9954452, 15.3482489 48.9954779, 15.3482538 48.9954996, 15.3482582 48.9955266)",,,,,,
25446492,40632,Jana Žižky,tertiary,False,False,30.697,"LINESTRING (15.3497414 48.9991767, 15.3493236 48.9992095)",,,,,,
"[9580256, 261790916]",152,Jana Žižky,secondary,False,False,147.06099999999998,"LINESTRING (15.3497414 48.9991767, 15.3497772 48.9991931, 15.3498757 48.9992341, 15.3499773 48.9992601, 15.350044 48.9992728, 15.3503044 48.9992786, 15.3505158 48.9992512, 15.3507895 48.9992124, 15.3515011 48.9991128, 15.3516902 48.9990863)",,,,,,
362656189,152,Na potoku,secondary,False,True,52.949,"LINESTRING (15.3497414 48.9991767, 15.3496836 48.9991128, 15.3494575 48.9987393)",,,,,,
25446492,40632,Jana Žižky,tertiary,False,True,30.697,"LINESTRING (15.3493236 48.9992095, 15.3497414 48.9991767)",,,,,,
25446556,,Na Potoku,residential,False,True,14.633,"LINESTRING (15.3493236 48.9992095, 15.3493557 48.9990796)",,,,,,
362656183,40632,Jana Žižky,tertiary,False,False,238.23700000000002,"LINESTRING (15.3493236 48.9992095, 15.3482753 48.9995571, 15.3463084 49.0000229)",,,,,,
362656183,40632,Jana Žižky,tertiary,False,False,97.987,"LINESTRING (15.3463084 49.0000229, 15.3454031 49.000257, 15.3450636 49.0003537)",,,,,,
362656183,40632,Jana Žižky,tertiary,False,True,238.23700000000002,"LINESTRING (15.3463084 49.0000229, 15.3482753 48.9995571, 15.3493236 48.9992095)",,,,,,
25446615,,Julia Fučíka,residential,False,False,48.53,"LINESTRING (15.3450636 49.0003537, 15.3450383 49.0004071, 15.3448663 49.0007705)",,,,,,
362656183,40632,Jana Žižky,tertiary,False,True,97.987,"LINESTRING (15.3450636 49.0003537, 15.3454031 49.000257, 15.3463084 49.0000229)",,,,,,
25446547,,sídliště Svatopluka Čecha,residential,False,False,81.836,"LINESTRING (15.3582347 48.9997221, 15.3573149 48.9993008)",,,,,,
"[25446546, 261790677]",,generála Svobody,residential,False,True,280.476,"LINESTRING (15.3582347 48.9997221, 15.3578937 48.999977, 15.3574893 49.0001279, 15.3558955 49.0005337, 15.3557536 49.000301, 15.3554673 48.9998314)",,,,,,
25446547,,sídliště Svatopluka Čecha,residential,False,True,72.047,"LINESTRING (15.3564981 48.9989366, 15.3565491 48.9989593, 15.3572746 48.9992828, 15.3573149 48.9993008)",,,,,,
261790875,,sídliště Svatopluka Čecha,residential,False,True,55.892,"LINESTRING (15.3554673 48.9998314, 15.3550368 48.9994156)",,,,,,
25446548,,Lebeděvova,residential,False,True,133.227,"LINESTRING (15.3554673 48.9998314, 15.3548245 49.0000858, 15.3545005 49.0001003, 15.3541154 48.9997509, 15.3541102 48.9996896)",,,,,,
25446619,,Lebeděvova,residential,False,False,148.048,"LINESTRING (15.3554673 48.9998314, 15.356855 48.9995036, 15.3571325 48.9993892, 15.3573149 48.9993008)",,,,,,
"[25446546, 261790677]",,generála Svobody,residential,False,False,280.476,"LINESTRING (15.3554673 48.9998314, 15.3557536 49.000301, 15.3558955 49.0005337, 15.3574893 49.0001279, 15.3578937 48.999977, 15.3582347 48.9997221)",,,,,,
25446547,,sídliště Svatopluka Čecha,residential,False,True,81.836,"LINESTRING (15.3573149 48.9993008, 15.3582347 48.9997221)",,,,,,
25446547,,sídliště Svatopluka Čecha,residential,False,False,72.047,"LINESTRING (15.3573149 48.9993008, 15.3572746 48.9992828, 15.3565491 48.9989593, 15.3564981 48.9989366)",,,,,,
25446619,,Lebeděvova,residential,False,False,89.184,"LINESTRING (15.3573149 48.9993008, 15.3574124 48.9992116, 15.357549 48.9990868, 15.357596 48.9990438, 15.3577893 48.9988671, 15.3580277 48.9986492)",,,,,,
25446619,,Lebeděvova,residential,False,True,148.048,"LINESTRING (15.3573149 48.9993008, 15.3571325 48.9993892, 15.356855 48.9995036, 15.3554673 48.9998314)",,,,,,
9580779,,Dačická,secondary,False,True,138.115,"LINESTRING (15.351928 48.9992073, 15.3522775 48.9995229, 15.3523423 48.9996466, 15.3523995 48.9998533, 15.352433 48.999944, 15.3524542 49.000219, 15.3524595 49.0003614)",,,,,,
819173909,,Dačická,secondary,False,False,21.953999999999997,"LINESTRING (15.351928 48.9992073, 15.3518732 48.9991794, 15.3516902 48.9990863)",,,,,,
25446551,,Svatopluka Čecha,residential,True,False,83.028,"LINESTRING (15.3527949 48.9987235, 15.351928 48.9992073)",,,,,,
