osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,access
28349690,325,Horská,secondary,50,False,False,55.254,"LINESTRING (15.7255874 50.5403893, 15.7257189 50.5403717, 15.7262271 50.540353, 15.7263608 50.5403302)",,,
28491710,,Na Valech,residential,,False,True,98.048,"LINESTRING (15.7255874 50.5403893, 15.7255817 50.5403104, 15.7255707 50.5401566, 15.7251967 50.5399319, 15.7250009 50.5398152, 15.7247949 50.5397397)",,,
79613377,325,Horská,secondary,50,False,True,86.80999999999999,"LINESTRING (15.7255874 50.5403893, 15.7255492 50.5404634, 15.7254267 50.5410394, 15.7253538 50.5411517)",,,
9520897,325,Horská,secondary,50,False,False,153.43599999999998,"LINESTRING (15.7239634 50.5421961, 15.7240993 50.5421243, 15.724432 50.541925, 15.725299 50.541258, 15.7253538 50.5411517)",,,
22934563,32551,Horská,tertiary,50,False,False,59.357,"LINESTRING (15.7239634 50.5421961, 15.7238499 50.5422421, 15.7237197 50.5422669, 15.7235742 50.5422853, 15.7233719 50.5422893, 15.7231534 50.5422838)",2,,
76425626,325,Hostivínská,secondary,50,False,True,55.49699999999999,"LINESTRING (15.7239634 50.5421961, 15.7240568 50.5422462, 15.7241139 50.5422768, 15.724229 50.5423453, 15.7243029 50.5424192, 15.72436 50.54248, 15.724392 50.542536, 15.7244226 50.5425883)",2,,
"[279790072, 234380014, 28349710]",,"['náměstí Obránců Míru', 'Školní']",residential,,False,"[False, True]",214.73999999999998,"LINESTRING (15.7244226 50.5425883, 15.7246757 50.5426364, 15.724964 50.5427292, 15.7251672 50.5428074, 15.7254472 50.5425834, 15.7256499 50.5423209, 15.7257971 50.541962, 15.7257588 50.5417442, 15.7256598 50.5415142)",,,
76425626,325,Hostivínská,secondary,50,False,False,55.497,"LINESTRING (15.7244226 50.5425883, 15.724392 50.542536, 15.72436 50.54248, 15.7243029 50.5424192, 15.724229 50.5423453, 15.7241139 50.5422768, 15.7240568 50.5422462, 15.7239634 50.5421961)",2,,
288508550,325,Hostivínská,secondary,50,False,True,71.342,"LINESTRING (15.7244226 50.5425883, 15.724407 50.5427, 15.724395 50.542791, 15.724364 50.542905, 15.724296 50.543116, 15.7242579 50.5432203)",2,,
"[28349997, 28349998]",325,Boženy Němcové,secondary,50,False,True,34.612,"LINESTRING (15.7268373 50.5402582, 15.7266555 50.5402854, 15.7263608 50.5403302)",,yes,
29026718,,B. Němcové,residential,,False,True,114.593,"LINESTRING (15.7268373 50.5402582, 15.727104 50.5403363, 15.7275185 50.5405471, 15.7281621 50.5408459)",,,
68620422,325,Nádražní,secondary,50,False,False,201.55400000000003,"LINESTRING (15.7268373 50.5402582, 15.7269364 50.5401042, 15.7270287 50.5400177, 15.7272546 50.5398142, 15.7273805 50.539725, 15.7280554 50.5392468, 15.7283724 50.5390822, 15.7286424 50.5389872, 15.7287536 50.5389647)",,,
677753395,,K. V. Raise,residential,,False,True,55.815,"LINESTRING (15.7268373 50.5402582, 15.7268017 50.5404104, 15.7267433 50.5407565)",,,
