osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,maxspeed,junction,access
"[343883494, 343883495, 394535600, 59955314, 59955355]",3155,Žerotínova,tertiary,False,False,133.05800000000002,yes,"LINESTRING (16.2791619 50.0009547, 16.2791858 50.0010215, 16.2792363 50.0010861, 16.2792761 50.0011387, 16.2795221 50.0014738, 16.2796403 50.0016582, 16.2797124 50.0018308, 16.2797317 50.0018729, 16.2797536 50.0019182, 16.2797733 50.0019594, 16.2798203 50.0020695)",,,
32306954,3155,Lázeňská,tertiary,False,False,85.003,,"LINESTRING (16.2816912 50.0033063, 16.2823696 50.0039342)",50,,
38833401,,Lázeňská,tertiary,True,False,24.921,,"LINESTRING (16.2816912 50.0033063, 16.2815367 50.003223, 16.2814095 50.0031756)",,,
32306954,3155,Lázeňská,tertiary,False,False,86.544,,"LINESTRING (16.2823696 50.0039342, 16.2830297 50.0045867)",50,,
32306954,3155,Lázeňská,tertiary,False,True,85.003,,"LINESTRING (16.2823696 50.0039342, 16.2816912 50.0033063)",50,,
32306958,,Českých bratří,residential,False,False,148.298,,"LINESTRING (16.2823696 50.0039342, 16.28396 50.0030776)",,,
32306954,3155,Lázeňská,tertiary,False,True,86.544,,"LINESTRING (16.2830297 50.0045867, 16.2823696 50.0039342)",50,,
32306956,,Kadlčíkova,residential,False,False,142.202,,"LINESTRING (16.2830297 50.0045867, 16.2846561 50.00385)",,,
"[28803272, 123688601]",3123,,tertiary,False,False,89.056,,"LINESTRING (16.2802924 50.0039945, 16.2806444 50.0035169, 16.280734 50.003415, 16.2808223 50.0033519, 16.2809061 50.0033064)",,,
32306970,,V Lípách,residential,False,True,121.355,,"LINESTRING (16.2802924 50.0039945, 16.2790308 50.0039931, 16.2786063 50.0040582)",,,
238064159,,Křetínská,residential,False,True,72.804,,"LINESTRING (16.2835519 50.0024777, 16.2836054 50.0025563, 16.28396 50.0030776)",,,
702544777,3123,Žerotínova,tertiary,False,False,160.79199999999997,,"LINESTRING (16.2835519 50.0024777, 16.2843336 50.002159, 16.2848729 50.0019059, 16.285132 50.001771, 16.2853829 50.0016404)",,,
"[702544777, 32306965]",3123,Žerotínova,tertiary,False,True,128.275,,"LINESTRING (16.2835519 50.0024777, 16.2827031 50.0027524, 16.2820479 50.0029516, 16.2819405 50.0029855)",,,
32306967,,V Zahradách,residential,False,True,142.49200000000002,,"LINESTRING (16.2853829 50.0016404, 16.2841484 50.0008606, 16.2840484 50.0007951, 16.2839642 50.0007401)",,,
250774458,3123,Žerotínova,tertiary,False,False,124.619,,"LINESTRING (16.2853829 50.0016404, 16.2855449 50.0015549, 16.2861742 50.0012034, 16.2865846 50.0010049, 16.2867363 50.000935)",,,
702544777,3123,Žerotínova,tertiary,False,True,160.792,,"LINESTRING (16.2853829 50.0016404, 16.285132 50.001771, 16.2848729 50.0019059, 16.2843336 50.002159, 16.2835519 50.0024777)",,,
32306956,,Kadlčíkova,residential,False,True,142.202,,"LINESTRING (16.2846561 50.00385, 16.2830297 50.0045867)",,,
238064159,,Křetínská,residential,False,False,99.256,,"LINESTRING (16.2846561 50.00385, 16.28396 50.0030776)",,,
238064159,,Křetínská,residential,False,True,69.499,,"LINESTRING (16.2846561 50.00385, 16.2854296 50.0042288)",,,
"[32306961, 32306956]",,"['Smetanova', 'Kadlčíkova']",residential,False,"[False, True]",216.04900000000004,,"LINESTRING (16.2846561 50.00385, 16.2858478 50.0028692, 16.2859709 50.0028263, 16.2861129 50.0028334, 16.2866839 50.0031975)",,,
32306958,,Českých bratří,residential,False,True,148.298,,"LINESTRING (16.28396 50.0030776, 16.2823696 50.0039342)",,,
238064159,,Křetínská,residential,False,True,99.256,,"LINESTRING (16.28396 50.0030776, 16.2846561 50.00385)",,,
32306958,,Českých bratří,residential,False,False,125.55900000000001,,"LINESTRING (16.28396 50.0030776, 16.2845625 50.0028688, 16.2848032 50.0028459, 16.2849154 50.0028309, 16.2854765 50.0025467)",,,
238064159,,Křetínská,residential,False,False,72.804,,"LINESTRING (16.28396 50.0030776, 16.2836054 50.0025563, 16.2835519 50.0024777)",,,
32306960,,Tyršova,residential,False,False,95.577,,"LINESTRING (16.2845936 50.0048997, 16.2854296 50.0042288)",,,
32306960,,Tyršova,residential,False,False,145.556,,"LINESTRING (16.2854296 50.0042288, 16.2866839 50.0031975)",,,
32306960,,Tyršova,residential,False,True,95.577,,"LINESTRING (16.2854296 50.0042288, 16.2845936 50.0048997)",,,
238064159,,Křetínská,residential,False,False,69.499,,"LINESTRING (16.2854296 50.0042288, 16.2846561 50.00385)",,,
238064159,,Křetínská,residential,False,True,89.846,,"LINESTRING (16.2854296 50.0042288, 16.286418 50.0047281)",,,
32306960,,Tyršova,residential,False,True,145.556,,"LINESTRING (16.2866839 50.0031975, 16.2854296 50.0042288)",,,
32306960,,Tyršova,residential,False,False,107.017,,"LINESTRING (16.2866839 50.0031975, 16.2871954 50.0028379, 16.2877488 50.0025228)",,,
