osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,width,access,junction
258452565,Goethovo náměstí,residential,False,False,130.22099999999998,"LINESTRING (12.7075024 49.9753451, 12.7075764 49.9754311, 12.7076066 49.9755056, 12.7076081 49.9755735, 12.7075976 49.9756414, 12.707584 49.9757089, 12.707566 49.9757518, 12.7075381 49.9757914, 12.7074822 49.9758548, 12.7074567 49.9759083, 12.7074362 49.9759617, 12.7074169 49.9760965, 12.7074425 49.9761929, 12.707483 49.9762798, 12.7075234 49.9763536, 12.7075676 49.9763868, 12.7076457 49.9764412)",,,,,
315944340,Reitenbergerova,residential,False,True,223.375,"LINESTRING (12.7075024 49.9753451, 12.7074295 49.9752946, 12.7073565 49.9752617, 12.7071845 49.9752072, 12.7068441 49.9751159, 12.7063548 49.9749778, 12.7062654 49.9749526, 12.7059549 49.9748701, 12.7057469 49.974821, 12.7054454 49.9747403, 12.7050834 49.9746215, 12.7047028 49.9744741)",,,,,
258452565,Goethovo náměstí,residential,False,True,130.221,"LINESTRING (12.7076457 49.9764412, 12.7075676 49.9763868, 12.7075234 49.9763536, 12.707483 49.9762798, 12.7074425 49.9761929, 12.7074169 49.9760965, 12.7074362 49.9759617, 12.7074567 49.9759083, 12.7074822 49.9758548, 12.7075381 49.9757914, 12.707566 49.9757518, 12.707584 49.9757089, 12.7075976 49.9756414, 12.7076081 49.9755735, 12.7076066 49.9755056, 12.7075764 49.9754311, 12.7075024 49.9753451)",,,,,
"[489543717, 93577799]",Karlovarská,residential,False,False,132.016,"LINESTRING (12.7076457 49.9764412, 12.7076981 49.9764236, 12.7077537 49.9764082, 12.7083177 49.9762597, 12.7084584 49.9762265, 12.7086747 49.9761795, 12.7091828 49.9760606, 12.7093739 49.9760269)",,,,,
"[489543717, 93577799]",Karlovarská,residential,False,True,132.016,"LINESTRING (12.7093739 49.9760269, 12.7091828 49.9760606, 12.7086747 49.9761795, 12.7084584 49.9762265, 12.7083177 49.9762597, 12.7077537 49.9764082, 12.7076981 49.9764236, 12.7076457 49.9764412)",,,,,
479929268,Goethovo náměstí,residential,True,False,61.386,"LINESTRING (12.7093739 49.9760269, 12.7091728 49.9757331, 12.709135 49.9756779, 12.7090271 49.9755219)",,,,,
"[489234329, 315810155]",Goethovo náměstí,residential,True,False,115.989,"LINESTRING (12.7093739 49.9760269, 12.7094407 49.9761355, 12.7094547 49.976195, 12.7094093 49.9762806, 12.7093521 49.9763379, 12.7090687 49.9765404, 12.7087126 49.9767955, 12.7086077 49.9768586)",,,,,
744362312,Goethovo náměstí,residential,True,False,45.108999999999995,"LINESTRING (12.7071769 49.9767114, 12.7074204 49.9765537, 12.7076457 49.9764412)",,,,,
74385123,Lesní,residential,False,True,76.897,"LINESTRING (12.7086077 49.9768586, 12.708659 49.9769015, 12.7087167 49.9769418, 12.708734 49.9770343, 12.7087484 49.9772953, 12.7086361 49.9775119)",,,,,
315810155,Goethovo náměstí,residential,True,False,116.38700000000001,"LINESTRING (12.7086077 49.9768586, 12.7083036 49.9768643, 12.7073191 49.9768777, 12.7072733 49.9768689, 12.7072325 49.9768529, 12.7071993 49.9768309, 12.7071754 49.9768035, 12.7071633 49.9767731, 12.7071638 49.9767417, 12.7071769 49.9767114)",,,,,
32255119,Masarykova,residential,False,False,19.287,"LINESTRING (12.7031988 49.97058, 12.703317 49.9707359)",2,,,,
"[316098641, 374566514, 62388589]",Hlavní třída,residential,True,False,368.06100000000004,"LINESTRING (12.7031988 49.97058, 12.7030062 49.9706509, 12.7029742 49.9706993, 12.7029751 49.9707496, 12.7029896 49.9709547, 12.7030142 49.9712983, 12.7030439 49.9717252, 12.7030618 49.9719793, 12.7030825 49.9722727, 12.7032031 49.9738105)",,,,,
"[374566516, 793621295]",Hlavní třída,residential,False,True,86.126,"LINESTRING (12.7031988 49.97058, 12.7030945 49.970444, 12.7029126 49.9702246, 12.7028846 49.9701862, 12.7027457 49.9699963, 12.7026861 49.9698805)",,,,,
"[258452585, 489773733]",Mírové náměstí,residential,False,False,87.42899999999999,"LINESTRING (12.7045339 49.97773, 12.7034053 49.977724, 12.7033113 49.9777247)",,,,,
35235974,Masarykova,residential,True,False,90.83500000000001,"LINESTRING (12.7066031 49.9783966, 12.7068713 49.9783442, 12.7069653 49.9783018, 12.7069899 49.9782428, 12.7069666 49.9777413)",,50,,,
562265068,Hlavní třída,residential,True,False,44.483,"LINESTRING (12.7033113 49.9777247, 12.7033281 49.9781246)",1,,,,
"[258452585, 489773733]",Mírové náměstí,residential,False,True,87.42899999999999,"LINESTRING (12.7033113 49.9777247, 12.7034053 49.977724, 12.7045339 49.97773)",,,,,
479929267,Goethovo náměstí,residential,False,True,32.342,"LINESTRING (12.7081915 49.9747724, 12.7081809 49.9748763, 12.7081783 49.9749176, 12.7081587 49.9749631, 12.7080879 49.9750227, 12.7080648 49.9750405)",,,,,
53840457,Goethovo náměstí,residential,False,False,52.727000000000004,"LINESTRING (12.7080648 49.9750405, 12.7076875 49.975266, 12.7075024 49.9753451)",,,,,
479929267,Goethovo náměstí,residential,False,False,32.342,"LINESTRING (12.7080648 49.9750405, 12.7080879 49.9750227, 12.7081587 49.9749631, 12.7081783 49.9749176, 12.7081809 49.9748763, 12.7081915 49.9747724)",,,,,
479929267,Goethovo náměstí,residential,False,True,94.30099999999999,"LINESTRING (12.7080648 49.9750405, 12.7082493 49.9751335, 12.7085556 49.9752806, 12.7086467 49.9752926, 12.7087615 49.9752882, 12.7088254 49.9752899, 12.7088774 49.9753014, 12.7089431 49.9753776, 12.7090271 49.9755219)",,,,,
794171524,Třebízského,residential,False,True,90.276,"LINESTRING (12.7018795 49.9782814, 12.7021751 49.9781525, 12.7027318 49.9781274, 12.703079 49.9781237)",,,,,
233301320,Anglická,residential,True,False,395.67699999999996,"LINESTRING (12.7051014 49.9735374, 12.7051286 49.9733755, 12.705141 49.9732129, 12.7051396 49.9730665, 12.7051262 49.9729204, 12.705101 49.9727749, 12.7048811 49.9721624, 12.704864 49.9721168, 12.7047256 49.9712445, 12.7047027 49.9711892, 12.7045611 49.9708464, 12.7044783 49.9705017, 12.7044561 49.9701897, 12.7044513 49.9700215)",,,,,
315944332,Anglická,residential,False,True,46.153,"LINESTRING (12.7051014 49.9735374, 12.7050334 49.9737909, 12.7050134 49.9739482)",,,,,
62388590,Třebízského,residential,False,True,17.813,"LINESTRING (12.703079 49.9781237, 12.7033281 49.9781246)",,,,,
794171524,Třebízského,residential,False,False,90.276,"LINESTRING (12.703079 49.9781237, 12.7027318 49.9781274, 12.7021751 49.9781525, 12.7018795 49.9782814)",,,,,
35235974,Masarykova,residential,True,False,96.059,"LINESTRING (12.7069632 49.9775266, 12.7069476 49.9769753, 12.7069545 49.9769236, 12.7069961 49.9768478, 12.7070497 49.9767935, 12.7071769 49.9767114)",,50,,,
62389068,Mladějovského,residential,False,False,99.917,"LINESTRING (12.6999061 49.9759504, 12.7006803 49.9759425, 12.7013032 49.9759474)",,,,,
62389068,Mladějovského,residential,False,True,99.917,"LINESTRING (12.7013032 49.9759474, 12.7006803 49.9759425, 12.6999061 49.9759504)",,,,,
374566521,Ruská,residential,False,True,311.733,"LINESTRING (12.7013032 49.9759474, 12.701333 49.9743953, 12.701327 49.9742787, 12.7013184 49.9738782, 12.7013169 49.9738062, 12.7013057 49.9733046, 12.7013058 49.9731442)",,,,,
"[488893434, 488893435, 562265071]",Ruská,residential,False,False,147.668,"LINESTRING (12.7013032 49.9759474, 12.7013377 49.9759882, 12.7013776 49.9760275, 12.7014174 49.9760476, 12.7015227 49.9760854, 12.7017538 49.976094, 12.7022158 49.9760941, 12.7031376 49.9760945, 12.7031853 49.9760945, 12.7032709 49.9760945)",,,,,
479929267,Goethovo náměstí,residential,False,False,94.30099999999999,"LINESTRING (12.7090271 49.9755219, 12.7089431 49.9753776, 12.7088774 49.9753014, 12.7088254 49.9752899, 12.7087615 49.9752882, 12.7086467 49.9752926, 12.7085556 49.9752806, 12.7082493 49.9751335, 12.7080648 49.9750405)",,,,,
62389076,Úzká,residential,True,False,119.637,"LINESTRING (12.7086361 49.9775119, 12.7069632 49.9775266)",,,,,
74385123,Lesní,residential,False,False,76.89699999999999,"LINESTRING (12.7086361 49.9775119, 12.7087484 49.9772953, 12.708734 49.9770343, 12.7087167 49.9769418, 12.708659 49.9769015, 12.7086077 49.9768586)",,,,,
74385123,Lesní,residential,False,True,76.398,"LINESTRING (12.7086361 49.9775119, 12.7083367 49.9778432, 12.7083138 49.977944, 12.7083854 49.9781407)",,,,,
62389073,Dykova,residential,False,True,43.641000000000005,"LINESTRING (12.7017153 49.9698481, 12.7015454 49.9698796, 12.7014057 49.9699294, 12.7012608 49.9699694, 12.7011542 49.9699988)",,,,,
138633698,Dykova,residential,True,False,71.161,"LINESTRING (12.7017153 49.9698481, 12.7019056 49.9698358, 12.7021032 49.9698395, 12.7024536 49.9699108, 12.7025014 49.9699109, 12.7025451 49.969905, 12.7026861 49.9698805)",,,,,
73908172,,residential,False,True,29.154999999999994,"LINESTRING (12.7009654 49.973039, 12.701118 49.9730491, 12.7011682 49.973056, 12.7012076 49.9730659, 12.7012428 49.973081, 12.7012703 49.9730992, 12.7012916 49.9731205, 12.7013058 49.9731442)",,,,,
315944374,Pramenská,tertiary,False,False,70.94200000000001,"LINESTRING (12.7009654 49.973039, 12.7010804 49.9728496, 12.7012799 49.9724343)",,,,,
"[928809627, 73908179]",Pramenská,tertiary,False,False,301.51000000000005,"LINESTRING (12.7009654 49.973039, 12.700291 49.9739056, 12.6992763 49.9752151, 12.6992105 49.9753827, 12.6991928 49.9754886)",,,18,,
"[73908179, 928809627]",Pramenská,tertiary,False,True,301.51,"LINESTRING (12.6991928 49.9754886, 12.6992105 49.9753827, 12.6992763 49.9752151, 12.700291 49.9739056, 12.7009654 49.973039)",,,18,,
"[73908203, 562265076, 562265047]",,residential,False,True,203.478,"LINESTRING (12.6991928 49.9754886, 12.6990436 49.9755407, 12.6988739 49.9756372, 12.6985522 49.9759872, 12.6984748 49.9760474, 12.6983906 49.9761129, 12.6979762 49.9763091, 12.697886 49.9763775, 12.6978427 49.9764042, 12.6974906 49.9766768, 12.6973486 49.9767883, 12.6973549 49.9768358)",,,,,
73908172,,residential,False,False,29.155,"LINESTRING (12.7013058 49.9731442, 12.7012916 49.9731205, 12.7012703 49.9730992, 12.7012428 49.973081, 12.7012076 49.9730659, 12.7011682 49.973056, 12.701118 49.9730491, 12.7009654 49.973039)",,,,,
374566521,Ruská,residential,False,False,311.73299999999995,"LINESTRING (12.7013058 49.9731442, 12.7013057 49.9733046, 12.7013169 49.9738062, 12.7013184 49.9738782, 12.701327 49.9742787, 12.701333 49.9743953, 12.7013032 49.9759474)",,,,,
8152450,Ruská,tertiary,False,True,277.315,"LINESTRING (12.7012799 49.9724343, 12.7012642 49.9719962, 12.701251 49.97163, 12.7012439 49.9714687, 12.7012189 49.971324, 12.7011914 49.9712251, 12.7011238 49.9710556, 12.7010537 49.970913, 12.700957 49.9707019, 12.7009036 49.9705287, 12.7009156 49.9704006, 12.7009444 49.9703148, 12.7010357 49.9701424, 12.7011542 49.9699988)",,,,,
315944374,Pramenská,tertiary,False,True,70.94200000000001,"LINESTRING (12.7012799 49.9724343, 12.7010804 49.9728496, 12.7009654 49.973039)",,,,,
"[1217855324, 488927245]",Ruská,residential,True,False,79.24600000000001,"LINESTRING (12.7012799 49.9724343, 12.7013166 49.9726973, 12.7013249 49.9727648, 12.7013384 49.97298, 12.7013058 49.9731442)",1,,,no,
"[73908203, 562265076, 562265047]",,residential,False,False,203.478,"LINESTRING (12.6973549 49.9768358, 12.6973486 49.9767883, 12.6974906 49.9766768, 12.6978427 49.9764042, 12.697886 49.9763775, 12.6979762 49.9763091, 12.6983906 49.9761129, 12.6984748 49.9760474, 12.6985522 49.9759872, 12.6988739 49.9756372, 12.6990436 49.9755407, 12.6991928 49.9754886)",,,,,
32255119,Masarykova,residential,False,False,18.874000000000002,"LINESTRING (12.7037508 49.9714312, 12.7037642 49.9714999, 12.7037633 49.9716004)",2,,,,
32255119,Masarykova,residential,False,True,83.654,"LINESTRING (12.7037508 49.9714312, 12.7037064 49.9713072, 12.703657 49.9711982, 12.70357 49.9710692, 12.7035023 49.9709768, 12.703317 49.9707359)",2,,,,
32255120,Reitenbergerova,residential,False,False,98.096,"LINESTRING (12.7035586 49.9739884, 12.7038059 49.9741081, 12.7047028 49.9744741)",,,,,
315810157,,residential,True,False,7.993,"LINESTRING (12.7035586 49.9739884, 12.7035378 49.9740004, 12.703513 49.9740087, 12.7034858 49.9740129, 12.7034579 49.9740125)",,,,,roundabout
315910340,Hlavní třída,residential,True,False,217.02599999999998,"LINESTRING (12.7032252 49.974143, 12.7032277 49.974294, 12.7032292 49.9743806, 12.7032397 49.9746813, 12.7032449 49.974786, 12.7032458 49.9749495, 12.7032697 49.9760398, 12.7032709 49.9760945)",1,,,,
744362309,,residential,True,False,10.0,"LINESTRING (12.7033968 49.9738891, 12.7034255 49.9738763, 12.703459 49.9738699, 12.703494 49.9738704, 12.703527 49.9738778)",,,,,roundabout
374585080,Masarykova,residential,False,True,33.183,"LINESTRING (12.703527 49.9738778, 12.7035539 49.973843, 12.7035516 49.9737529, 12.703558 49.9735835)",,,,,
744362310,,residential,True,False,14.296,"LINESTRING (12.703527 49.9738778, 12.7035537 49.9738906, 12.7035733 49.973908, 12.7035841 49.9739282, 12.7035852 49.9739496, 12.7035765 49.9739703, 12.7035586 49.9739884)",,,,,roundabout
"[562265065, 83757388]",Hlavní třída,residential,True,False,23.436,"LINESTRING (12.7034579 49.9740125, 12.7034178 49.9740188, 12.7033792 49.9740281, 12.7033456 49.9740392, 12.703314 49.9740527, 12.7032833 49.9740716, 12.7032572 49.9740931, 12.7032362 49.9741169, 12.7032252 49.974143)",,,,,
315810157,,residential,True,False,17.8,"LINESTRING (12.7034579 49.9740125, 12.7034187 49.9740038, 12.703387 49.9739866, 12.7033673 49.9739631, 12.7033623 49.9739366, 12.7033726 49.9739108, 12.7033968 49.9738891)",,,,,roundabout
32255119,Masarykova,residential,False,True,19.287,"LINESTRING (12.703317 49.9707359, 12.7031988 49.97058)",2,,,,
32255119,Masarykova,residential,False,False,83.654,"LINESTRING (12.703317 49.9707359, 12.7035023 49.9709768, 12.70357 49.9710692, 12.703657 49.9711982, 12.7037064 49.9713072, 12.7037508 49.9714312)",2,,,,
79176859,,residential,True,False,111.582,"LINESTRING (12.703317 49.9707359, 12.7034085 49.9707258, 12.7034638 49.9707295, 12.7035038 49.9707418, 12.7035705 49.9707671, 12.7037771 49.970906, 12.7038845 49.971002, 12.7039138 49.9710901, 12.7039293 49.971348, 12.7038985 49.9713981, 12.7038791 49.9714297, 12.703838 49.9714349, 12.7037508 49.9714312)",,,,,
83757390,Hlavní třída,residential,True,False,17.133,"LINESTRING (12.7032031 49.9738105, 12.7032431 49.9738483, 12.7032884 49.9738692, 12.7033968 49.9738891)",,,,,
743104783,Hlavní třída,residential,True,False,37.007999999999996,"LINESTRING (12.7032031 49.9738105, 12.7032209 49.9740382, 12.7032252 49.974143)",,,,,
374585080,Masarykova,residential,False,False,33.183,"LINESTRING (12.703558 49.9735835, 12.7035516 49.9737529, 12.7035539 49.973843, 12.703527 49.9738778)",,,,,
"[744390708, 744390709, 32255119]",Masarykova,residential,False,True,222.204,"LINESTRING (12.703558 49.9735835, 12.7035751 49.973425, 12.7036194 49.9732385, 12.7036149 49.9730962, 12.703596 49.9728644, 12.7035948 49.9728529, 12.7035798 49.9727081, 12.703578 49.9726902, 12.7035608 49.9725248, 12.7035625 49.9723934, 12.7036024 49.9721539, 12.7036576 49.9720103, 12.7037303 49.9717744, 12.7037633 49.9716004)",2,,,,
74385123,Lesní,residential,False,False,76.398,"LINESTRING (12.7083854 49.9781407, 12.7083138 49.977944, 12.7083367 49.9778432, 12.7086361 49.9775119)",,,,,
62388590,Třebízského,residential,False,False,17.813,"LINESTRING (12.7033281 49.9781246, 12.703079 49.9781237)",,,,,
"[53839793, 62388588]",Mírové náměstí,residential,True,False,127.72000000000001,"LINESTRING (12.7033281 49.9781246, 12.7034916 49.9781232, 12.7045121 49.9781168, 12.7045198 49.9780657, 12.7045339 49.97773)",,,,,
840828218,,living_street,False,True,47.764,"LINESTRING (12.7076344 49.9777319, 12.7069666 49.9777413)",,,,,
35235974,Masarykova,residential,True,False,23.875,"LINESTRING (12.7069666 49.9777413, 12.7069632 49.9775266)",,50,,,
840828218,,living_street,False,False,47.764,"LINESTRING (12.7069666 49.9777413, 12.7076344 49.9777319)",,,,,
