osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,bridge
38117711,Revoluční,residential,50,False,False,50.675,"LINESTRING (13.8857197 48.9102939, 13.8857385 48.9103402, 13.8858986 48.9107342)",,,,
127125229,Soumarská,primary,50,False,False,134.01999999999998,"LINESTRING (13.8857197 48.9102939, 13.8873791 48.9099161, 13.8874525 48.9098994)",2,39,,
127125229,Soumarská,primary,50,False,True,98.27,"LINESTRING (13.8857197 48.9102939, 13.8846503 48.9104851, 13.8845725 48.9104975, 13.8844206 48.9105218)",2,39,,
28525958,Kollárova,residential,50,False,False,63.30500000000001,"LINESTRING (13.8874525 48.9098994, 13.8874362 48.9098405, 13.8872973 48.9093393)",,,,
127125229,Soumarská,primary,50,False,False,147.71,"LINESTRING (13.8874525 48.9098994, 13.8876276 48.909868, 13.8877832 48.90984, 13.8879995 48.9098135, 13.8882143 48.9097921, 13.888392 48.9097847, 13.888829 48.9097728, 13.8894546 48.9097706)",2,39,,
127125229,Soumarská,primary,50,False,True,134.01999999999998,"LINESTRING (13.8874525 48.9098994, 13.8873791 48.9099161, 13.8857197 48.9102939)",2,39,,
38117712,,secondary,50,False,True,47.54,"LINESTRING (13.8894546 48.9097706, 13.8897617 48.9097953, 13.8899296 48.9098133, 13.8900955 48.9098405)",2,141,,
127125229,Soumarská,primary,50,False,True,147.70999999999998,"LINESTRING (13.8894546 48.9097706, 13.888829 48.9097728, 13.888392 48.9097847, 13.8882143 48.9097921, 13.8879995 48.9098135, 13.8877832 48.90984, 13.8876276 48.909868, 13.8874525 48.9098994)",2,39,,
434323555,Soumarská,primary,50,False,False,36.611,"LINESTRING (13.8894546 48.9097706, 13.8895415 48.9097256, 13.8896189 48.9096705, 13.8896787 48.9096073, 13.8897011 48.9095634, 13.8897303 48.9095057)",,39,,
40846639,,secondary,50,False,True,45.807,"LINESTRING (13.8897303 48.9095057, 13.8900955 48.9098405)",2,141,,
"[819617196, 133781404]",Budějovická,primary,50,False,False,81.977,"LINESTRING (13.8897303 48.9095057, 13.889632 48.9094316, 13.8895598 48.9093688, 13.8894646 48.9093034, 13.8894104 48.9092661, 13.8889552 48.908974)",2,39,,
434323555,Soumarská,primary,50,False,True,36.611,"LINESTRING (13.8897303 48.9095057, 13.8897011 48.9095634, 13.8896787 48.9096073, 13.8896189 48.9096705, 13.8895415 48.9097256, 13.8894546 48.9097706)",,39,,
434323220,Budějovická,primary,50,False,False,5.29,"LINESTRING (13.8870551 48.9074814, 13.8870211 48.9074394)",2,39,,
38117726,Pod Tratí,residential,,False,False,463.8139999999999,"LINESTRING (13.8870551 48.9074814, 13.8868759 48.9075266, 13.8861791 48.907625, 13.8853152 48.907725, 13.8851385 48.9077315, 13.8850668 48.9077125, 13.8843435 48.9072961, 13.8837083 48.9067865, 13.8830551 48.9064449, 13.8827775 48.9062409, 13.8825134 48.9060281, 13.8824086 48.9059555, 13.882342 48.9058977, 13.8822894 48.9058399, 13.882231 48.9057482, 13.8822031 48.905644)",,,,
"[442172282, 434323220, 833325125]",Budějovická,primary,50,False,True,93.753,"LINESTRING (13.8870551 48.9074814, 13.8873562 48.9077799, 13.8875135 48.9079239, 13.887663 48.9080533, 13.8877194 48.9081042, 13.8877931 48.9081707)",2,39,,
133781401,Budějovická,primary,50,False,True,43.888,"LINESTRING (13.8877931 48.9081707, 13.8881644 48.9084809)",2,39,,
