osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,tunnel,width,junction
"[173591235, 173591236, 42598888, 32519666, 167656757, 32519647]",,,"['Chelčického', 'Brandlova']",residential,,False,True,169.435,"LINESTRING (16.1649084 49.9529953, 16.1648491 49.9530242, 16.16473 49.9530808, 16.1646044 49.9531448, 16.1643982 49.9532493, 16.1645394 49.9534821, 16.1645903 49.9535494, 16.1647223 49.9537101, 16.1647548 49.9537302, 16.1648753 49.9538049, 16.1649267 49.9538367, 16.1650411 49.954036, 16.1650881 49.9541594, 16.1651178 49.9542372)",yes,,,,
32519640,,,Českých bratří,residential,,False,False,136.119,"LINESTRING (16.1672766 49.9517557, 16.1660981 49.9507947)",,,,,
32519640,,,Českých bratří,residential,,False,True,104.208,"LINESTRING (16.1672766 49.9517557, 16.1679174 49.9522569, 16.168202 49.9524794)",,,,,
191982922,,,Brandlova,residential,,True,False,171.861,"LINESTRING (16.1672766 49.9517557, 16.1672271 49.951776, 16.1668882 49.9519086, 16.1666602 49.9519969, 16.1662507 49.9521555, 16.1659395 49.952303, 16.1658036 49.952374, 16.1656469 49.9524404, 16.1654358 49.9525232, 16.1652717 49.9526036)",,,,,
32519660,,,Roháčova,residential,,False,False,19.137,"LINESTRING (16.1678345 49.9498856, 16.1678032 49.9498613, 16.1676638 49.9497531)",,,,,
32519662,,,Palackého,residential,,False,True,160.177,"LINESTRING (16.1678345 49.9498856, 16.167787 49.9499098, 16.1675516 49.9500333, 16.1672511 49.9501896, 16.1672434 49.9501951, 16.1669526 49.9503473, 16.1666457 49.9505079, 16.1666063 49.9505288, 16.1661632 49.9507607, 16.1660981 49.9507947)",,,,,
32519640,,,Českých bratří,residential,,False,False,9.509,"LINESTRING (16.1652239 49.9501072, 16.1651429 49.9500394)",,,,,
32519640,,,Českých bratří,residential,,False,True,98.775,"LINESTRING (16.1652239 49.9501072, 16.1654912 49.950316, 16.1658762 49.9506169, 16.1660981 49.9507947)",,,,,
32519640,,,Českých bratří,residential,,False,True,136.119,"LINESTRING (16.1660981 49.9507947, 16.1672766 49.9517557)",,,,,
32519640,,,Českých bratří,residential,,False,False,98.77499999999999,"LINESTRING (16.1660981 49.9507947, 16.1658762 49.9506169, 16.1654912 49.950316, 16.1652239 49.9501072)",,,,,
32519662,,,Palackého,residential,,False,False,160.177,"LINESTRING (16.1660981 49.9507947, 16.1661632 49.9507607, 16.1666063 49.9505288, 16.1666457 49.9505079, 16.1669526 49.9503473, 16.1672434 49.9501951, 16.1672511 49.9501896, 16.1675516 49.9500333, 16.167787 49.9499098, 16.1678345 49.9498856)",,,,,
32519640,,,Českých bratří,residential,,False,True,15.541,"LINESTRING (16.168202 49.9524794, 16.1683362 49.9525893)",,,,,
32519640,,,Českých bratří,residential,,False,False,104.208,"LINESTRING (16.168202 49.9524794, 16.1679174 49.9522569, 16.1672766 49.9517557)",,,,,
32519664,,,Erbenova,residential,,True,False,52.422,"LINESTRING (16.1658632 49.953494, 16.1661828 49.953408, 16.1665251 49.9532928)",,,,,
32519640,,,Českých bratří,residential,,False,False,15.541,"LINESTRING (16.1683362 49.9525893, 16.168202 49.9524794)",,,,,
"[509592674, 173591237]",,,"['Jablonského nám.', 'Erbenova']",residential,,False,True,151.361,"LINESTRING (16.1683362 49.9525893, 16.1682854 49.952609, 16.1676767 49.9528455, 16.167494 49.952918, 16.1670938 49.9530767, 16.1666633 49.9532397, 16.1665251 49.9532928)",,,,,
"[173591235, 173591236, 42598888, 32519666, 167656757, 32519647]",,,"['Brandlova', 'Chelčického']",residential,,False,False,169.43499999999997,"LINESTRING (16.1651178 49.9542372, 16.1650881 49.9541594, 16.1650411 49.954036, 16.1649267 49.9538367, 16.1648753 49.9538049, 16.1647548 49.9537302, 16.1647223 49.9537101, 16.1645903 49.9535494, 16.1645394 49.9534821, 16.1643982 49.9532493, 16.1646044 49.9531448, 16.16473 49.9530808, 16.1648491 49.9530242, 16.1649084 49.9529953)",yes,,,,
167656754,2,3576,Kpt. Poplera,tertiary,50,False,False,31.762999999999998,"LINESTRING (16.1651178 49.9542372, 16.1652594 49.9542563, 16.1655409 49.9543217)",,yes,,,
"[167656768, 167656754, 489751647]",2,3576,Kpt. Poplera,tertiary,50,False,True,36.847,"LINESTRING (16.1651178 49.9542372, 16.1650699 49.9542383, 16.1649324 49.9542413, 16.1647227 49.954258, 16.1646074 49.9542748)",yes,yes,,16.7,
32519682,,,Weinfurtherova,residential,,False,True,125.87199999999999,"LINESTRING (16.1654815 49.9553796, 16.1655745 49.9555287, 16.1656496 49.9557185, 16.1657672 49.9561494, 16.1658461 49.9563115, 16.1659461 49.9564123, 16.1659904 49.9564516)",,destination,,,
"[32519680, 170670105, 170670110, 173841327]",,,Presslova,residential,,False,True,138.39900000000003,"LINESTRING (16.1654815 49.9553796, 16.1654355 49.9553756, 16.1653569 49.9553687, 16.1653158 49.9553651, 16.1649124 49.9553977, 16.1643777 49.9554595, 16.1642334 49.9554741, 16.164157 49.9554777, 16.1640104 49.9554799, 16.163697 49.9554257, 16.1636499 49.9554175, 16.1635776 49.955405)",yes,,,,
"[42599322, 42599323, 173837599]",,,Weinfurtherova,residential,,False,False,120.008,"LINESTRING (16.1654815 49.9553796, 16.1654156 49.9551465, 16.1654534 49.9548106, 16.1654674 49.9546859, 16.1655145 49.9545979, 16.1654828 49.9544975, 16.1654704 49.9544357, 16.1655409 49.9543217)",yes,destination,,,
"[42599322, 42599323, 173837599]",,,Weinfurtherova,residential,,False,True,120.00800000000001,"LINESTRING (16.1655409 49.9543217, 16.1654704 49.9544357, 16.1654828 49.9544975, 16.1655145 49.9545979, 16.1654674 49.9546859, 16.1654534 49.9548106, 16.1654156 49.9551465, 16.1654815 49.9553796)",yes,destination,,,
167656754,2,3576,Kpt. Poplera,tertiary,50,False,True,31.762999999999998,"LINESTRING (16.1655409 49.9543217, 16.1652594 49.9542563, 16.1651178 49.9542372)",,yes,,,
