osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,tunnel,width,junction
22791109,2,35,Husova,primary,50,False,False,34.089,"LINESTRING (16.1584352 49.9493351, 16.1583998 49.9494018, 16.1583844 49.9494274, 16.1583729 49.9494504, 16.1582855 49.9496261)",,,,,
22791109,2,35,Husova,primary,50,False,True,26.398,"LINESTRING (16.1584352 49.9493351, 16.15847 49.9492696, 16.1585023 49.9492153, 16.1585633 49.9491125)",,,,,
32519472,,,Prokopa Velikého,residential,,False,False,20.994,"LINESTRING (16.1584352 49.9493351, 16.1583388 49.9493142, 16.1582122 49.9492852, 16.1581593 49.949271)",,,,,
32519472,,,Prokopa Velikého,residential,,False,True,27.172,"LINESTRING (16.1584352 49.9493351, 16.1585377 49.9493574, 16.1586767 49.9493814, 16.1588035 49.9493908)",,,,,
171257355,,357,Hálkova,secondary,50,False,True,29.291,"LINESTRING (16.1590211 49.9562162, 16.1586119 49.9562072)",,,,,
42599320,,,Sportovní,residential,,False,True,25.127,"LINESTRING (16.1590211 49.9562162, 16.1589794 49.9562555, 16.158823 49.9564028)",,,,,
"[42599314, 171257355, 42599315]",,357,"['Čelakovského', 'Hálkova']",secondary,50,False,False,363.89799999999997,"LINESTRING (16.1590211 49.9562162, 16.1592 49.9562046, 16.1592609 49.9562018, 16.1594778 49.9561919, 16.1597154 49.9561794, 16.1597456 49.9561778, 16.1600407 49.9561541, 16.1602527 49.9561027, 16.1602986 49.9560916, 16.1604858 49.9560346, 16.1609389 49.955898, 16.1613389 49.955777, 16.1617661 49.9556478, 16.1625565 49.9554077, 16.1626813 49.9553698, 16.163738 49.955073)",yes,,,,
"[32519680, 170670105, 170670110, 173841327]",,,Presslova,residential,,False,False,138.399,"LINESTRING (16.1635776 49.955405, 16.1636499 49.9554175, 16.163697 49.9554257, 16.1640104 49.9554799, 16.164157 49.9554777, 16.1642334 49.9554741, 16.1643777 49.9554595, 16.1649124 49.9553977, 16.1653158 49.9553651, 16.1653569 49.9553687, 16.1654355 49.9553756, 16.1654815 49.9553796)",yes,,,,
42602805,,357,Choceňská,secondary,50,False,True,38.701,"LINESTRING (16.1635776 49.955405, 16.1636016 49.955333, 16.163738 49.955073)",,,,,
32519583,,,Čapkovská,residential,,False,True,111.10600000000001,"LINESTRING (16.1561749 49.9550012, 16.1561866 49.9550422, 16.156456 49.9559839)",,destination,,,
211887894,,357,Pražská,secondary,50,False,False,105.381,"LINESTRING (16.1561749 49.9550012, 16.157479 49.9548045, 16.1576114 49.9547933)",,,,,
171257355,,357,Hálkova,secondary,50,False,False,29.291,"LINESTRING (16.1586119 49.9562072, 16.1590211 49.9562162)",,,,,
171257355,,357,Hálkova,secondary,50,False,True,36.364000000000004,"LINESTRING (16.1586119 49.9562072, 16.1585067 49.9561914, 16.1583706 49.9561247, 16.1582026 49.9560244)",,,,,
171518418,,,Fibichova,residential,,True,False,42.686,"LINESTRING (16.1586119 49.9562072, 16.1583403 49.9562742, 16.158155 49.9563154, 16.1580495 49.9563348)",,,,,
"[32519592, 168570626, 168570622]",,,Pražská,residential,30,False,False,89.187,"LINESTRING (16.1576114 49.9547933, 16.15788 49.9547473, 16.1581565 49.954692, 16.1585379 49.9546126, 16.1585546 49.9546091, 16.1588026 49.9545574)",,,building_passage,,
32519609,,,Komenského,residential,,False,True,208.38299999999998,"LINESTRING (16.1576114 49.9547933, 16.1576383 49.9546988, 16.1576417 49.9546541, 16.1573692 49.9538927, 16.1571405 49.9531915, 16.1571198 49.9530649, 16.1571123 49.9529569)",,,,,
171257355,,357,Hálkova,secondary,50,False,False,145.756,"LINESTRING (16.1576114 49.9547933, 16.1576193 49.9548741, 16.1577921 49.9550599, 16.1579732 49.9552546, 16.1580391 49.9553912, 16.1580394 49.9554013, 16.1580781 49.9555728, 16.1581424 49.9558978, 16.1582026 49.9560244)",,,,,
211887894,,357,Pražská,secondary,50,False,True,105.381,"LINESTRING (16.1576114 49.9547933, 16.157479 49.9548045, 16.1561749 49.9550012)",,,,,
"[32519597, 32519598, 30421615]",2,3576,Kpt. Poplera,tertiary,50,False,False,83.598,"LINESTRING (16.163738 49.955073, 16.1638382 49.9549325, 16.163849 49.9549174, 16.1639247 49.9547669, 16.1639651 49.9547002, 16.1640201 49.9546095, 16.1640753 49.95455, 16.1641429 49.9544915, 16.164249 49.9544036)",yes,yes,,13.5,
"[171257355, 42599314, 42599315]",,357,"['Čelakovského', 'Hálkova']",secondary,50,False,True,363.8979999999999,"LINESTRING (16.163738 49.955073, 16.1626813 49.9553698, 16.1625565 49.9554077, 16.1617661 49.9556478, 16.1613389 49.955777, 16.1609389 49.955898, 16.1604858 49.9560346, 16.1602986 49.9560916, 16.1602527 49.9561027, 16.1600407 49.9561541, 16.1597456 49.9561778, 16.1597154 49.9561794, 16.1594778 49.9561919, 16.1592609 49.9562018, 16.1592 49.9562046, 16.1590211 49.9562162)",yes,,,,
42602805,,357,Choceňská,secondary,50,False,False,38.701,"LINESTRING (16.163738 49.955073, 16.1636016 49.955333, 16.1635776 49.955405)",,,,,
"[32519597, 32519598, 30421615]",2,3576,Kpt. Poplera,tertiary,50,False,True,83.59800000000001,"LINESTRING (16.164249 49.9544036, 16.1641429 49.9544915, 16.1640753 49.95455, 16.1640201 49.9546095, 16.1639651 49.9547002, 16.1639247 49.9547669, 16.163849 49.9549174, 16.1638382 49.9549325, 16.163738 49.955073)",yes,yes,,13.5,
191472536,,,Vladislavova,residential,,False,True,22.741,"LINESTRING (16.164249 49.9544036, 16.1642162 49.9543313, 16.1641032 49.9542245)",,,,,
211887888,2,3576,Kpt. Poplera,tertiary,50,False,False,29.484,"LINESTRING (16.164249 49.9544036, 16.1644599 49.9543148, 16.1646074 49.9542748)",,yes,,,
32519472,,,Prokopa Velikého,residential,,False,False,48.897999999999996,"LINESTRING (16.1594824 49.9494412, 16.1593379 49.9494306, 16.1588035 49.9493908)",,,,,
32519631,,,Litomyšlská,residential,,False,False,76.119,"LINESTRING (16.1594824 49.9494412, 16.1595299 49.9496168, 16.1596572 49.9498718, 16.1598143 49.9500878)",,,,,
32519473,,,Jiráskova,residential,,False,True,66.914,"LINESTRING (16.1551287 49.951257, 16.1547672 49.951812)",,,,,
771836939,,,Jiráskova,residential,,False,False,123.406,"LINESTRING (16.1551287 49.951257, 16.1557874 49.9502313)",,,,,
32519481,,,Rokycanova,residential,50,False,False,127.041,"LINESTRING (16.1551287 49.951257, 16.1552629 49.9512932, 16.1553657 49.9513244, 16.1562802 49.9515925, 16.156569 49.9516758, 16.1566595 49.9517019, 16.1567003 49.9517147, 16.1567441 49.9517308)",,,,,
771836939,,,Jiráskova,residential,,False,True,123.406,"LINESTRING (16.1557874 49.9502313, 16.1551287 49.951257)",,,,,
"[521978128, 32519611]",1,,"['Žižkova', 'Gen. Závady']","['residential', 'living_street']",50,False,False,139.878,"LINESTRING (16.1557874 49.9502313, 16.1559453 49.9502313, 16.1560517 49.9502422, 16.1576188 49.9506482)",,yes,,,
32519473,,,Jiráskova,residential,,False,False,66.914,"LINESTRING (16.1547672 49.951812, 16.1551287 49.951257)",,,,,
22791109,2,35,Husova,primary,50,False,True,3.166,"LINESTRING (16.1567441 49.9517308, 16.1567693 49.9517074)",,,,,
32519481,,,Rokycanova,residential,50,False,True,127.041,"LINESTRING (16.1567441 49.9517308, 16.1567003 49.9517147, 16.1566595 49.9517019, 16.156569 49.9516758, 16.1562802 49.9515925, 16.1553657 49.9513244, 16.1552629 49.9512932, 16.1551287 49.951257)",,,,,
171257355,,357,Hálkova,secondary,50,False,False,36.364000000000004,"LINESTRING (16.1582026 49.9560244, 16.1583706 49.9561247, 16.1585067 49.9561914, 16.1586119 49.9562072)",,,,,
171257355,,357,Hálkova,secondary,50,False,True,145.756,"LINESTRING (16.1582026 49.9560244, 16.1581424 49.9558978, 16.1580781 49.9555728, 16.1580394 49.9554013, 16.1580391 49.9553912, 16.1579732 49.9552546, 16.1577921 49.9550599, 16.1576193 49.9548741, 16.1576114 49.9547933)",,,,,
32519583,,,Čapkovská,residential,,False,False,111.10600000000001,"LINESTRING (16.156456 49.9559839, 16.1561866 49.9550422, 16.1561749 49.9550012)",,destination,,,
"[171517645, 32519583]",,,Čapkovská,residential,,False,True,169.95000000000002,"LINESTRING (16.156456 49.9559839, 16.1566142 49.9565281, 16.1568052 49.9565575, 16.1570551 49.9565575, 16.1574359 49.9565133, 16.1578005 49.9564421, 16.1579324 49.9563953, 16.1580495 49.9563348)",,destination,,,
"[42599320, 32519587, 42599318]",,,Sportovní,residential,,False,False,103.1,"LINESTRING (16.1593274 49.9572653, 16.1593284 49.9572188, 16.1588528 49.9565022, 16.1588473 49.956494, 16.1588253 49.9564183, 16.158823 49.9564028)",yes,,,,
32519591,,,nám. Přemysla Otakara II.,residential,30,True,False,125.74799999999999,"LINESTRING (16.1617356 49.9538344, 16.1615429 49.95388, 16.1602027 49.9541999, 16.1600835 49.9542191)",,,,,roundabout
32519595,,,Vladislavova,residential,30,False,False,18.481,"LINESTRING (16.1617356 49.9538344, 16.1618167 49.9538406, 16.1618488 49.9538431, 16.1619898 49.9538233)",,,,,
173593217,,,Pražská,residential,30,False,True,24.428,"LINESTRING (16.1600835 49.9542191, 16.1599492 49.9542792, 16.1599168 49.9542956, 16.159791 49.9543299)",,,,,
211887892,,,nám. Přemysla Otakara II.,residential,30,True,False,250.19900000000004,"LINESTRING (16.1600835 49.9542191, 16.1600407 49.9541667, 16.1598303 49.9537638, 16.1595889 49.9532852, 16.1595876 49.9532285, 16.1596909 49.9531911, 16.1611708 49.9528912, 16.1613668 49.9528542)",,,,,roundabout
211887892,,,nám. Přemysla Otakara II.,residential,30,True,False,112.142,"LINESTRING (16.1613668 49.9528542, 16.1613873 49.9529087, 16.1614361 49.9530383, 16.1615433 49.9533235, 16.1617126 49.9537735, 16.1617356 49.9538344)",,,,,roundabout
720430354,,,Tůmova,residential,30,False,True,22.441,"LINESTRING (16.1613668 49.9528542, 16.1613733 49.9528062, 16.1613791 49.9527641, 16.161329 49.9526575)",,,,,
32519631,,,Litomyšlská,residential,,False,True,80.822,"LINESTRING (16.1603223 49.950737, 16.1598143 49.9500878)",,,,,
32519609,,,Komenského,residential,,False,False,148.727,"LINESTRING (16.1603223 49.950737, 16.1602241 49.9507735, 16.1601782 49.9507905, 16.1601204 49.9508398, 16.1599586 49.9511122, 16.1598284 49.9511871, 16.1593055 49.9513213, 16.1587194 49.951462)",,,,,
"[191472534, 191472535]",,,Javornického,residential,30,False,True,177.31,"LINESTRING (16.1603223 49.950737, 16.1604538 49.9507007, 16.1613216 49.9504644, 16.161573 49.9503959, 16.1616911 49.9503612, 16.1619795 49.9502717, 16.1625759 49.9500756)",,,,,
32519595,,,Vladislavova,residential,30,False,True,5.874,"LINESTRING (16.1630163 49.953682, 16.1629361 49.9536933)",,,,,
32519595,,,Vladislavova,residential,30,False,False,117.48299999999999,"LINESTRING (16.1630163 49.953682, 16.1632849 49.9536607, 16.1635373 49.9536668, 16.1636779 49.9536811, 16.163779 49.953726, 16.1638386 49.9537994, 16.1638745 49.9538797, 16.1639815 49.9541285, 16.1640406 49.9541868, 16.1641032 49.9542245)",,,,,
32519601,,,A. V. Šembery,residential,30,False,False,143.5,"LINESTRING (16.1630163 49.953682, 16.1630074 49.9536562, 16.1629108 49.9533765, 16.1628076 49.9531191, 16.1625202 49.9524318)",,,,,
32519599,,,Purkyňova,residential,30,True,False,88.843,"LINESTRING (16.161329 49.9526575, 16.1613755 49.9526485, 16.1625202 49.9524318)",,,,,
720430354,,,Tůmova,residential,30,False,False,22.441,"LINESTRING (16.161329 49.9526575, 16.1613791 49.9527641, 16.1613733 49.9528062, 16.1613668 49.9528542)",,,,,
720430355,,,A. V. Šembery,residential,30,True,False,77.421,"LINESTRING (16.1625202 49.9524318, 16.162228 49.9517614)",,,,,
32519601,,,A. V. Šembery,residential,30,False,True,143.49999999999997,"LINESTRING (16.1625202 49.9524318, 16.1628076 49.9531191, 16.1629108 49.9533765, 16.1630074 49.9536562, 16.1630163 49.953682)",,,,,
720430356,,,Šafaříkova,residential,30,False,False,32.889,"LINESTRING (16.162228 49.9517614, 16.1626588 49.9516582)",,,,,
"[188127944, 32519594, 166310872]",,,"['Šafaříkova', 'Tůmova']",residential,30,True,False,93.478,"LINESTRING (16.162228 49.9517614, 16.1618689 49.9518196, 16.1614695 49.9518781, 16.1612264 49.9519175, 16.1610532 49.9519495, 16.1609847 49.9519621, 16.1609921 49.9519771)",,,,,
32519594,,,Tůmova,residential,30,True,False,79.404,"LINESTRING (16.1609921 49.9519771, 16.161329 49.9526575)",,,,,
"[181449935, 181449936, 32519604, 343883479, 906757593, 173841339]",,,"['Försterova', 'nám. Vaňorného', 'Vrchlického']","['residential', 'living_street']","['20', '30']",True,False,375.26300000000003,"LINESTRING (16.1585882 49.95402, 16.1585279 49.9539135, 16.1584009 49.9536893, 16.1583269 49.953518, 16.1582935 49.9533326, 16.1582912 49.9532336, 16.1582022 49.9529537, 16.1581492 49.9527001, 16.1581342 49.9526647, 16.1583629 49.9525803, 16.1586764 49.9525562, 16.1588798 49.9525381, 16.159002 49.9525025, 16.1592281 49.9524223, 16.1593885 49.9523593, 16.1594723 49.9523215, 16.1595548 49.9522981, 16.1596211 49.9522806, 16.1596645 49.9522708, 16.1597415 49.9522535, 16.1609921 49.9519771)",,,,,
856264077,,,Kollárova,residential,30,False,False,82.22800000000001,"LINESTRING (16.1585882 49.95402, 16.1591363 49.9539096, 16.1596816 49.9537922)",,,,,
173593217,,,Pražská,residential,30,False,False,14.106,"LINESTRING (16.1588026 49.9545574, 16.158991 49.95452)",,,,,
"[32519608, 173841338, 173841339]",,,Vrchlického,residential,30,True,False,61.699,"LINESTRING (16.1588026 49.9545574, 16.1587921 49.9545254, 16.158758 49.9544456, 16.1585882 49.95402)",,,,,
"[32519592, 168570626, 168570622]",,,Pražská,residential,30,False,True,89.18700000000001,"LINESTRING (16.1588026 49.9545574, 16.1585546 49.9546091, 16.1585379 49.9546126, 16.1581565 49.954692, 16.15788 49.9547473, 16.1576114 49.9547933)",,,building_passage,,
32519609,,,Komenského,residential,,False,False,208.38299999999998,"LINESTRING (16.1571123 49.9529569, 16.1571198 49.9530649, 16.1571405 49.9531915, 16.1573692 49.9538927, 16.1576417 49.9546541, 16.1576383 49.9546988, 16.1576114 49.9547933)",,,,,
32519609,,,Komenského,residential,,False,True,116.62199999999999,"LINESTRING (16.1571123 49.9529569, 16.1571916 49.952629, 16.1572814 49.9522878, 16.1573306 49.952188, 16.1573953 49.9520922, 16.1575241 49.9519533)",,,,,
32519609,,,Komenského,residential,,False,False,116.62200000000001,"LINESTRING (16.1575241 49.9519533, 16.1573953 49.9520922, 16.1573306 49.952188, 16.1572814 49.9522878, 16.1571916 49.952629, 16.1571123 49.9529569)",,,,,
32519609,,,Komenského,residential,,False,True,103.774,"LINESTRING (16.1575241 49.9519533, 16.1575796 49.9519067, 16.1576864 49.9518169, 16.1579017 49.951696, 16.1581007 49.9516178, 16.1583176 49.951559, 16.158628 49.9514841, 16.1587194 49.951462)",,,,,
1188906376,,,Rokycanova,residential,50,False,True,60.58800000000001,"LINESTRING (16.1575241 49.9519533, 16.1574546 49.951925, 16.1568789 49.9517481, 16.1568224 49.9517286, 16.1567693 49.9517074)",,,,,
32519609,,,Komenského,residential,,False,False,103.774,"LINESTRING (16.1587194 49.951462, 16.158628 49.9514841, 16.1583176 49.951559, 16.1581007 49.9516178, 16.1579017 49.951696, 16.1576864 49.9518169, 16.1575796 49.9519067, 16.1575241 49.9519533)",,,,,
32519609,,,Komenského,residential,,False,True,148.72699999999998,"LINESTRING (16.1587194 49.951462, 16.1593055 49.9513213, 16.1598284 49.9511871, 16.1599586 49.9511122, 16.1601204 49.9508398, 16.1601782 49.9507905, 16.1602241 49.9507735, 16.1603223 49.950737)",,,,,
32519610,,,Gen. Závady,residential,,False,True,72.518,"LINESTRING (16.1587194 49.951462, 16.1586784 49.9514085, 16.1584601 49.9511237, 16.1584014 49.9510631, 16.1582266 49.9509403, 16.1581877 49.950913)",,,,,
173593217,,,Pražská,residential,30,False,True,14.106,"LINESTRING (16.158991 49.95452, 16.1588026 49.9545574)",,,,,
"[343883478, 166400790]",,,"['Fügnerova', 'nám. Tyršovo']",residential,30,True,False,89.243,"LINESTRING (16.158991 49.95452, 16.1590082 49.9545501, 16.1592954 49.9550412, 16.1593806 49.9551067, 16.1594526 49.9551746, 16.1595137 49.9552422)",,,,,
173593217,,,Pražská,residential,30,False,False,61.061,"LINESTRING (16.158991 49.95452, 16.1590939 49.954501, 16.1593963 49.9544344, 16.159791 49.9543299)",,,,,
32519618,,,nám. Tyršovo,residential,30,True,False,15.285,"LINESTRING (16.159926 49.9551514, 16.1601283 49.9551072)",,,,,
167691739,,,nám. Tyršovo,residential,30,False,False,62.788,"LINESTRING (16.159926 49.9551514, 16.1597136 49.9554226, 16.1596884 49.9554364, 16.1596602 49.955439, 16.1596344 49.9554282, 16.1595137 49.9552422)",,,,,
"[32519616, 177341787]",,,Klášterní,residential,30,True,False,89.74600000000001,"LINESTRING (16.1601283 49.9551072, 16.1599671 49.954714, 16.159805 49.9543604, 16.159791 49.9543299)",,,,,
343883458,,,Sv. Čecha,residential,30,True,False,95.297,"LINESTRING (16.1601283 49.9551072, 16.1606327 49.9550204, 16.1611324 49.9549131, 16.1613973 49.9548488)",,,,,
173593217,,,Pražská,residential,30,False,False,24.428,"LINESTRING (16.159791 49.9543299, 16.1599168 49.9542956, 16.1599492 49.9542792, 16.1600835 49.9542191)",,,,,
173593217,,,Pražská,residential,30,False,True,61.061,"LINESTRING (16.159791 49.9543299, 16.1593963 49.9544344, 16.1590939 49.954501, 16.158991 49.95452)",,,,,
32519618,,,nám. Tyršovo,residential,30,True,False,31.177,"LINESTRING (16.1595137 49.9552422, 16.159926 49.9551514)",,,,,
167691739,,,nám. Tyršovo,residential,30,False,True,62.788000000000004,"LINESTRING (16.1595137 49.9552422, 16.1596344 49.9554282, 16.1596602 49.955439, 16.1596884 49.9554364, 16.1597136 49.9554226, 16.159926 49.9551514)",,,,,
32519620,,,Bratří Škorpilů,residential,30,False,False,88.752,"LINESTRING (16.1613973 49.9548488, 16.1612176 49.9544906, 16.161201 49.9544519, 16.161186 49.9544151, 16.1611544 49.9543483, 16.1610061 49.9540917)",,,,,
343883458,,,Sv. Čecha,residential,30,True,False,79.214,"LINESTRING (16.1613973 49.9548488, 16.1620567 49.9546832, 16.1624271 49.9545871)",,,,,
"[173841332, 173841334, 166310871]",,,"['Svatopluka Čecha', 'Sladkovského']",residential,30,True,False,138.125,"LINESTRING (16.1624271 49.9545871, 16.162448 49.9545817, 16.1631944 49.9543805, 16.1630651 49.9540333, 16.1629461 49.9537196, 16.1629361 49.9536933)",,,,,
32519631,,,Litomyšlská,residential,,False,False,80.822,"LINESTRING (16.1598143 49.9500878, 16.1603223 49.950737)",,,,,
32519631,,,Litomyšlská,residential,,False,True,76.119,"LINESTRING (16.1598143 49.9500878, 16.1596572 49.9498718, 16.1595299 49.9496168, 16.1594824 49.9494412)",,,,,
32519632,,,Škrétova,residential,,False,False,167.811,"LINESTRING (16.1598143 49.9500878, 16.1599296 49.9500486, 16.1603167 49.9499164, 16.1607047 49.9497714, 16.1609868 49.949663, 16.161251 49.9495525, 16.161803 49.9492922)",,,,,
32519632,,,Škrétova,residential,,False,True,167.811,"LINESTRING (16.161803 49.9492922, 16.161251 49.9495525, 16.1609868 49.949663, 16.1607047 49.9497714, 16.1603167 49.9499164, 16.1599296 49.9500486, 16.1598143 49.9500878)",,,,,
491331464,,,Pod Kasinem,residential,,False,True,104.01900000000002,"LINESTRING (16.161803 49.9492922, 16.1620069 49.9494384, 16.1621407 49.9495495, 16.162454 49.9499703, 16.1624949 49.9500138, 16.1625305 49.9500367, 16.1625759 49.9500756)",,,,,
"[42598882, 42598884, 32519645]",,,"['Žerotínova', 'Třebízského']",residential,,True,False,163.76899999999998,"LINESTRING (16.1625759 49.9500756, 16.1626066 49.9501127, 16.1626544 49.9502046, 16.1628155 49.950383, 16.1628939 49.9504644, 16.1630422 49.9506518, 16.1631459 49.9508536, 16.1632261 49.9510377, 16.1632486 49.9510626, 16.1632657 49.9510814, 16.1633167 49.9511004, 16.1636175 49.9511053, 16.1637835 49.9510859, 16.1638212 49.9510739)",yes,,,,
"[32519644, 42598885, 42598886]",,,Javornického,residential,,False,True,144.53,"LINESTRING (16.1625759 49.9500756, 16.1629344 49.9499431, 16.1631854 49.9498549, 16.1640112 49.9495364, 16.1642999 49.9494004)",yes,,,,
"[191472534, 191472535]",,,Javornického,residential,30,False,False,177.31,"LINESTRING (16.1625759 49.9500756, 16.1619795 49.9502717, 16.1616911 49.9503612, 16.161573 49.9503959, 16.1613216 49.9504644, 16.1604538 49.9507007, 16.1603223 49.950737)",,,,,
491331464,,,Pod Kasinem,residential,,False,False,104.019,"LINESTRING (16.1625759 49.9500756, 16.1625305 49.9500367, 16.1624949 49.9500138, 16.162454 49.9499703, 16.1621407 49.9495495, 16.1620069 49.9494384, 16.161803 49.9492922)",,,,,
32519640,,,Českých bratří,residential,,False,True,93.28800000000001,"LINESTRING (16.1642999 49.9494004, 16.1644043 49.9494825, 16.164633 49.9496319, 16.1651429 49.9500394)",,,,,
"[32519644, 42598885, 42598886]",,,Javornického,residential,,False,False,144.53,"LINESTRING (16.1642999 49.9494004, 16.1640112 49.9495364, 16.1631854 49.9498549, 16.1629344 49.9499431, 16.1625759 49.9500756)",yes,,,,
191982922,,,Brandlova,residential,,True,False,56.897000000000006,"LINESTRING (16.1652717 49.9526036, 16.1652632 49.9527617, 16.1652576 49.9528382, 16.1651901 49.9528888, 16.1649084 49.9529953)",,,,,
