osmid,ref,name,highway,maxspeed,oneway,reversed,length,access,geometry,lanes
26190768,,Československé armády,residential,50,False,True,84.69200000000001,,"LINESTRING (14.4108376 50.2294092, 14.4107679 50.2294118, 14.4100673 50.2294307, 14.4099986 50.2294325, 14.4096481 50.229442)",1
30981229,,Revoluční,unclassified,50,False,False,74.841,,"LINESTRING (14.4108376 50.2294092, 14.4108361 50.2294885, 14.4108175 50.2298071, 14.4107997 50.2300818)",
30981229,,Revoluční,unclassified,50,False,False,35.405,,"LINESTRING (14.4107374 50.2309162, 14.41066 50.2310012, 14.4105865 50.2310671, 14.4104692 50.2311842)",
30981229,,Revoluční,unclassified,50,False,True,92.887,,"LINESTRING (14.4107374 50.2309162, 14.4107448 50.2308168, 14.41075 50.2307619, 14.4107997 50.2300818)",
345202583,,U Lékárny,residential,,False,True,69.154,,"LINESTRING (14.4107374 50.2309162, 14.4108573 50.2308647, 14.41158 50.2306065)",
30981229,,Revoluční,unclassified,50,False,True,39.242000000000004,,"LINESTRING (14.4101718 50.2314812, 14.410248 50.2314145, 14.4104692 50.2311842)",
529414835,24211,Květnová,tertiary,20,False,False,55.219,,"LINESTRING (14.4101718 50.2314812, 14.4102262 50.231539, 14.4102563 50.2315819, 14.4102785 50.2316411, 14.410294 50.2317243, 14.4103115 50.2318749, 14.4102964 50.2319158, 14.4102666 50.2319559)",
"[517037811, 538697942]",24211,Květnová,tertiary,50,False,True,133.398,,"LINESTRING (14.4101718 50.2314812, 14.4101163 50.2314538, 14.4100311 50.2314253, 14.409813 50.2313794, 14.4097159 50.2313603, 14.4093603 50.2312904, 14.4088908 50.2311981, 14.4087124 50.2311542, 14.4085527 50.2311, 14.4084369 50.2310465)",
30982278,,V Zátiší,residential,,False,False,27.79,,"LINESTRING (14.4102666 50.2319559, 14.4104852 50.2320761, 14.4105404 50.2321313)",
529414835,24211,Květnová,tertiary,20,False,False,38.213,,"LINESTRING (14.4102666 50.2319559, 14.4101618 50.2320495, 14.4101369 50.2320806, 14.4101223 50.2321202, 14.4101117 50.2322104, 14.4101311 50.2322716)",
529414835,24211,Květnová,tertiary,20,False,True,55.219,,"LINESTRING (14.4102666 50.2319559, 14.4102964 50.2319158, 14.4103115 50.2318749, 14.410294 50.2317243, 14.4102785 50.2316411, 14.4102563 50.2315819, 14.4102262 50.231539, 14.4101718 50.2314812)",
30982115,,Lesní,residential,,False,False,18.647,,"LINESTRING (14.4101311 50.2322716, 14.409869 50.2322753)",
529414835,24211,Květnová,tertiary,20,False,False,98.957,,"LINESTRING (14.4101311 50.2322716, 14.4101945 50.232342, 14.410285 50.2324033, 14.4103644 50.2324351, 14.4104734 50.2324495, 14.4105904 50.2324414, 14.4113113 50.2322055)",
529414835,24211,Květnová,tertiary,20,False,True,38.213,,"LINESTRING (14.4101311 50.2322716, 14.4101117 50.2322104, 14.4101223 50.2321202, 14.4101369 50.2320806, 14.4101618 50.2320495, 14.4102666 50.2319559)",
30981599,,Spojovací,residential,,False,True,131.222,,"LINESTRING (14.4113113 50.2322055, 14.4112829 50.2321478, 14.4108377 50.2315527, 14.410606 50.231222, 14.4105921 50.2312111, 14.410569 50.2312029, 14.4104692 50.2311842)",
529414831,24211,Květnová,tertiary,50,False,False,31.696000000000005,,"LINESTRING (14.4113113 50.2322055, 14.4113614 50.2321988, 14.41141 50.2321996, 14.4115082 50.2322314, 14.4115587 50.2322561, 14.4116618 50.2323443)",
529414835,24211,Květnová,tertiary,20,False,True,98.95700000000001,,"LINESTRING (14.4113113 50.2322055, 14.4105904 50.2324414, 14.4104734 50.2324495, 14.4103644 50.2324351, 14.410285 50.2324033, 14.4101945 50.232342, 14.4101311 50.2322716)",
529414831,24211,Květnová,tertiary,50,False,True,31.695999999999998,,"LINESTRING (14.4116618 50.2323443, 14.4115587 50.2322561, 14.4115082 50.2322314, 14.41141 50.2321996, 14.4113614 50.2321988, 14.4113113 50.2322055)",
630375917,24211,Květnová,tertiary,50,False,False,35.251,,"LINESTRING (14.4116618 50.2323443, 14.4116378 50.2323596, 14.4116174 50.2323795, 14.4115855 50.2324097, 14.4115757 50.2324463, 14.411557 50.2325655, 14.4115436 50.2326432)",
9526268,522,Dolní náměstí,secondary,50,False,False,46.953,,"LINESTRING (14.4113665 50.2338179, 14.4111838 50.2336148, 14.4110384 50.2334515)",
313941546,24211,Dolní náměstí,tertiary,,False,True,106.605,,"LINESTRING (14.4113665 50.2338179, 14.4111266 50.2341789, 14.4110368 50.2343182, 14.4109471 50.2344026, 14.4108747 50.2344566, 14.4106722 50.2345553, 14.4105627 50.2345934)",
630375916,522,Dolní náměstí,secondary,50,False,True,45.848,,"LINESTRING (14.4113665 50.2338179, 14.4114205 50.2338706, 14.4117202 50.2341626)",
313941546,24211,Dolní náměstí,tertiary,,False,True,20.309,,"LINESTRING (14.4105627 50.2345934, 14.4103103 50.2346788)",
26190760,,Josefa Nerudy,residential,,False,False,51.819,,"LINESTRING (14.4105627 50.2345934, 14.410755 50.2349089, 14.4108334 50.235026)",
313941546,24211,Dolní náměstí,tertiary,,False,False,106.60499999999999,,"LINESTRING (14.4105627 50.2345934, 14.4106722 50.2345553, 14.4108747 50.2344566, 14.4109471 50.2344026, 14.4110368 50.2343182, 14.4111266 50.2341789, 14.4113665 50.2338179)",
313941546,24211,Dolní náměstí,tertiary,,False,False,20.309,,"LINESTRING (14.4103103 50.2346788, 14.4105627 50.2345934)",
26190763,,Dolní náměstí,residential,,False,True,151.059,,"LINESTRING (14.4103103 50.2346788, 14.4100742 50.2343763, 14.4099516 50.2341221, 14.409901 50.233899, 14.409966 50.2338646, 14.4098565 50.2333948)",
30981644,24211,Úžická,tertiary,,False,True,138.002,,"LINESTRING (14.4103103 50.2346788, 14.410129 50.2347457, 14.4093069 50.235094, 14.4089127 50.2352312, 14.4086536 50.2353229)",
30981644,24211,Úžická,tertiary,,False,True,70.472,,"LINESTRING (14.4086536 50.2353229, 14.4077329 50.2355571)",
243833775,,Kudrnova,residential,,False,False,33.854,,"LINESTRING (14.4086536 50.2353229, 14.408869 50.2355944)",
30981644,24211,Úžická,tertiary,,False,False,138.002,,"LINESTRING (14.4086536 50.2353229, 14.4089127 50.2352312, 14.4093069 50.235094, 14.410129 50.2347457, 14.4103103 50.2346788)",
152100559,,Kudrnova,residential,,False,False,302.621,,"LINESTRING (14.4086536 50.2353229, 14.4084715 50.2352569, 14.4080655 50.2351471, 14.4079488 50.2350891, 14.4078089 50.2349608, 14.407766 50.234901, 14.4077311 50.2348307, 14.4077284 50.2347224, 14.4079255 50.2342463, 14.407994 50.2341984, 14.4082053 50.2341581, 14.4085449 50.2341088, 14.4088305 50.2340738, 14.4090684 50.2333909)",
30981644,24211,Úžická,tertiary,,False,False,70.472,,"LINESTRING (14.4077329 50.2355571, 14.4086536 50.2353229)",
26190764,,U Špejcharu,residential,20,False,False,81.602,,"LINESTRING (14.4077329 50.2355571, 14.4079577 50.2356029, 14.408869 50.2355944)",
30981644,24211,Úžická,tertiary,,False,True,61.958999999999996,,"LINESTRING (14.4077329 50.2355571, 14.4072819 50.2356953, 14.4069626 50.2358162)",
30981644,24211,Úžická,tertiary,,False,False,61.958999999999996,,"LINESTRING (14.4069626 50.2358162, 14.4072819 50.2356953, 14.4077329 50.2355571)",
30981644,24211,Úžická,tertiary,,False,True,94.77700000000002,,"LINESTRING (14.4069626 50.2358162, 14.4064935 50.2360476, 14.4061473 50.2362657, 14.4059715 50.2363832)",
30982075,,V Zahrádkách,residential,,False,False,71.41499999999999,,"LINESTRING (14.4069626 50.2358162, 14.4068235 50.2356762, 14.4067196 50.235558, 14.4062514 50.2357206)",
26190758,,Nová,residential,,False,False,392.722,,"LINESTRING (14.4059715 50.2363832, 14.4060561 50.2364322, 14.4061232 50.2364476, 14.4061995 50.2364544, 14.4082812 50.2364714, 14.4114586 50.236481)",
30981644,24211,Úžická,tertiary,,False,False,94.77700000000002,,"LINESTRING (14.4059715 50.2363832, 14.4061473 50.2362657, 14.4064935 50.2360476, 14.4069626 50.2358162)",
"[30981644, 258878558]",24211,Úžická,tertiary,,False,True,117.112,,"LINESTRING (14.4059715 50.2363832, 14.4055251 50.2366933, 14.4048623 50.2371616)",
30982070,,Do Polí,residential,,False,False,69.887,,"LINESTRING (14.4059715 50.2363832, 14.4057714 50.2362754, 14.4052782 50.235939)",
258878479,,Do Struh,unclassified,,False,True,64.145,,"LINESTRING (14.4114586 50.236481, 14.4115208 50.2370565)",
26190758,,Nová,residential,,False,True,392.72200000000004,,"LINESTRING (14.4114586 50.236481, 14.4082812 50.2364714, 14.4061995 50.2364544, 14.4061232 50.2364476, 14.4060561 50.2364322, 14.4059715 50.2363832)",
258878479,,Do Struh,unclassified,,False,False,82.553,,"LINESTRING (14.4114586 50.236481, 14.4114861 50.2362199, 14.4117182 50.2358523, 14.4118326 50.2358105)",
30981609,522,Velkoveská,secondary,50,False,True,12.315,,"LINESTRING (14.4118326 50.2358105, 14.4118442 50.2357)",
26190764,,U Špejcharu,residential,20,False,True,67.629,,"LINESTRING (14.4118326 50.2358105, 14.4115707 50.2357871, 14.4113199 50.2357103, 14.4110067 50.2355427)",
30981609,522,Velkoveská,secondary,50,False,False,55.979,,"LINESTRING (14.4118326 50.2358105, 14.4119595 50.2359188, 14.4121969 50.2359929, 14.4125068 50.2360119)",
258878479,,Do Struh,unclassified,,False,True,82.553,,"LINESTRING (14.4118326 50.2358105, 14.4117182 50.2358523, 14.4114861 50.2362199, 14.4114586 50.236481)",
184711909,,Josefa Nerudy,residential,,False,False,58.762,,"LINESTRING (14.4108334 50.235026, 14.4110067 50.2355427)",
26190760,,Josefa Nerudy,residential,,False,True,51.819,,"LINESTRING (14.4108334 50.235026, 14.410755 50.2349089, 14.4105627 50.2345934)",
26190765,,U Kovárny,residential,,False,True,99.076,,"LINESTRING (14.4108334 50.235026, 14.4100222 50.2352935, 14.4099828 50.2353891, 14.4099997 50.2355972)",
30981649,,Na Vršku,residential,,False,False,86.535,,"LINESTRING (14.4108334 50.235026, 14.4111399 50.2349771, 14.4115792 50.2349104, 14.4117528 50.2349093, 14.4119417 50.2349782, 14.4119967 50.2349904)",
26190764,,U Špejcharu,residential,20,False,True,71.878,,"LINESTRING (14.4110067 50.2355427, 14.4099997 50.2355972)",
184711909,,Josefa Nerudy,residential,,False,True,58.762,,"LINESTRING (14.4110067 50.2355427, 14.4108334 50.235026)",
26190764,,U Špejcharu,residential,20,False,False,67.62899999999999,,"LINESTRING (14.4110067 50.2355427, 14.4113199 50.2357103, 14.4115707 50.2357871, 14.4118326 50.2358105)",
30981609,522,Velkoveská,secondary,50,False,False,40.66,,"LINESTRING (14.4125068 50.2360119, 14.413077 50.2359856)",
30981618,,Boční,residential,,False,False,55.545,,"LINESTRING (14.4125068 50.2360119, 14.4126033 50.2365076)",
30981609,522,Velkoveská,secondary,50,False,True,55.979,,"LINESTRING (14.4125068 50.2360119, 14.4121969 50.2359929, 14.4119595 50.2359188, 14.4118326 50.2358105)",
30981604,,Růžová,residential,,False,False,129.046,destination,"LINESTRING (14.4140882 50.2359981, 14.4126268 50.2353103)",
"[30981609, 258878531]",522,Velkoveská,secondary,50,False,"[False, True]",273.142,,"LINESTRING (14.4140882 50.2359981, 14.4145115 50.2361677, 14.4154064 50.2365263, 14.4165654 50.2372513, 14.4169634 50.2375911)",
30981609,522,Velkoveská,secondary,50,False,True,72.472,,"LINESTRING (14.4140882 50.2359981, 14.4137067 50.2359549, 14.413077 50.2359856)",
26190761,,Pod Tvrzí,residential,,False,False,57.094,,"LINESTRING (14.4153316 50.2344058, 14.4145371 50.2343325)",
26190761,,Pod Tvrzí,residential,,False,False,128.848,,"LINESTRING (14.4145371 50.2343325, 14.4127376 50.2341991)",
26190761,,Pod Tvrzí,residential,,False,True,57.094,,"LINESTRING (14.4145371 50.2343325, 14.4153316 50.2344058)",
26320171,,Pod Tvrzí,residential,,False,False,32.293,,"LINESTRING (14.4145371 50.2343325, 14.4144718 50.2346199)",
26320171,,Pod Tvrzí,residential,,False,True,28.395,,"LINESTRING (14.4144477 50.2348748, 14.4144718 50.2346199)",
26320172,,Pod Tvrzí,residential,,False,False,59.694,,"LINESTRING (14.4144477 50.2348748, 14.4149839 50.2352878)",
26320172,,Pod Tvrzí,residential,,False,True,28.0,,"LINESTRING (14.4144477 50.2348748, 14.4142019 50.2346781)",
26320172,,Pod Tvrzí,residential,,False,True,59.694,,"LINESTRING (14.4149839 50.2352878, 14.4144477 50.2348748)",
26190762,,Luční,residential,,False,False,20.258,,"LINESTRING (14.4144718 50.2346199, 14.4142019 50.2346781)",
26320171,,Pod Tvrzí,residential,,False,False,28.395,,"LINESTRING (14.4144718 50.2346199, 14.4144477 50.2348748)",
26320171,,Pod Tvrzí,residential,,False,True,32.293,,"LINESTRING (14.4144718 50.2346199, 14.4145371 50.2343325)",
30981604,,Růžová,residential,,False,True,129.046,destination,"LINESTRING (14.4126268 50.2353103, 14.4140882 50.2359981)",
26190762,,Luční,residential,,False,True,133.08599999999998,,"LINESTRING (14.4126268 50.2353103, 14.4139488 50.2347253, 14.4142019 50.2346781)",
30981604,,Růžová,residential,,False,False,88.298,destination,"LINESTRING (14.4126268 50.2353103, 14.412358 50.2351733, 14.4122259 50.2350485, 14.4120892 50.2346341)",
9526401,522,Dolní náměstí,secondary,50,False,True,89.796,,"LINESTRING (14.4098565 50.2333948, 14.4102754 50.2333202, 14.4105456 50.2333086, 14.4107516 50.2333288, 14.4109174 50.2333811, 14.4110384 50.2334515)",
26190763,,Dolní náměstí,residential,,False,False,151.059,,"LINESTRING (14.4098565 50.2333948, 14.409966 50.2338646, 14.409901 50.233899, 14.4099516 50.2341221, 14.4100742 50.2343763, 14.4103103 50.2346788)",
313941554,522,Postřižínská,secondary,50,False,False,56.649,,"LINESTRING (14.4098565 50.2333948, 14.4096259 50.2334216, 14.4093664 50.2334243, 14.4090684 50.2333909)",
26190764,,U Špejcharu,residential,20,False,False,80.42,,"LINESTRING (14.408869 50.2355944, 14.4099997 50.2355972)",
243833775,,Kudrnova,residential,,False,True,33.854,,"LINESTRING (14.408869 50.2355944, 14.4086536 50.2353229)",
26190764,,U Špejcharu,residential,20,False,True,81.602,,"LINESTRING (14.408869 50.2355944, 14.4079577 50.2356029, 14.4077329 50.2355571)",
26190764,,U Špejcharu,residential,20,False,False,71.878,,"LINESTRING (14.4099997 50.2355972, 14.4110067 50.2355427)",
26190764,,U Špejcharu,residential,20,False,True,80.42,,"LINESTRING (14.4099997 50.2355972, 14.408869 50.2355944)",
26190765,,U Kovárny,residential,,False,False,99.07600000000001,,"LINESTRING (14.4099997 50.2355972, 14.4099828 50.2353891, 14.4100222 50.2352935, 14.4108334 50.235026)",
26190768,,Československé armády,residential,50,False,False,69.539,,"LINESTRING (14.4068845 50.2295162, 14.407861 50.2294867)",1
517037811,24211,Květnová,tertiary,50,False,False,88.006,,"LINESTRING (14.4068845 50.2295162, 14.4069876 50.2297567, 14.4071142 50.2299348, 14.4074421 50.2302105)",
30981305,,Lidická,residential,50,False,False,30.381999999999998,,"LINESTRING (14.4074421 50.2302105, 14.4077576 50.2301556, 14.4078568 50.2301468)",
517037811,24211,Květnová,tertiary,50,False,False,29.758,,"LINESTRING (14.4074421 50.2302105, 14.4075499 50.2303029, 14.4076927 50.2304248)",
517037811,24211,Květnová,tertiary,50,False,True,88.006,,"LINESTRING (14.4074421 50.2302105, 14.4071142 50.2299348, 14.4069876 50.2297567, 14.4068845 50.2295162)",
30982269,,U Kostela,residential,,False,True,23.57,,"LINESTRING (14.4084369 50.2310465, 14.4084229 50.2311251, 14.4084249 50.2312127, 14.4084359 50.2312574)",
"[517037811, 538697942]",24211,Květnová,tertiary,50,False,False,133.398,,"LINESTRING (14.4084369 50.2310465, 14.4085527 50.2311, 14.4087124 50.2311542, 14.4088908 50.2311981, 14.4093603 50.2312904, 14.4097159 50.2313603, 14.409813 50.2313794, 14.4100311 50.2314253, 14.4101163 50.2314538, 14.4101718 50.2314812)",
517037811,24211,Květnová,tertiary,50,False,True,87.073,,"LINESTRING (14.4084369 50.2310465, 14.4083461 50.2309728, 14.4079948 50.2306761, 14.4077657 50.2304875, 14.4076927 50.2304248)",
26190768,,Československé armády,residential,50,False,True,69.539,,"LINESTRING (14.407861 50.2294867, 14.4068845 50.2295162)",1
26190768,,Československé armády,residential,50,False,False,67.648,,"LINESTRING (14.407861 50.2294867, 14.4083734 50.2294643, 14.4087162 50.2294591, 14.4087843 50.2294581, 14.4088107 50.2294577)",1
30981306,,Husova,residential,50,False,True,73.611,,"LINESTRING (14.407861 50.2294867, 14.4078366 50.229555, 14.4078568 50.2301468)",
26190768,,Československé armády,residential,50,False,False,35.542,,"LINESTRING (14.4091486 50.22945, 14.4096481 50.229442)",1
26190768,,Československé armády,residential,50,False,True,24.051,,"LINESTRING (14.4091486 50.22945, 14.4088107 50.2294577)",1
26190768,,Československé armády,residential,50,False,True,35.542,,"LINESTRING (14.4096481 50.229442, 14.4091486 50.22945)",1
26190768,,Československé armády,residential,50,False,False,84.692,,"LINESTRING (14.4096481 50.229442, 14.4099986 50.2294325, 14.4100673 50.2294307, 14.4107679 50.2294118, 14.4108376 50.2294092)",1
"[30980928, 30981299, 26190768]",,"['V Malém háji', 'Československé armády', 'U Lékárny']",residential,50,False,True,295.96000000000004,,"LINESTRING (14.4128107 50.2304098, 14.4133129 50.2303784, 14.4132878 50.2300878, 14.4132411 50.2298357, 14.4132232 50.229655, 14.4132186 50.2296091, 14.4131331 50.2295816, 14.4128016 50.2295296, 14.4123038 50.2293921, 14.4121866 50.2293793, 14.4121447 50.2293758, 14.4120048 50.2293705, 14.4114525 50.2293916, 14.410897 50.2294075, 14.4108376 50.2294092)",1
"[30980946, 30980948]",,"['Na Štěpnici', 'V Malém háji']",residential,,False,True,128.24900000000002,,"LINESTRING (14.4128107 50.2304098, 14.4127834 50.2304762, 14.4127413 50.230801, 14.4126873 50.2310572, 14.4126593 50.2312118, 14.4126375 50.231223, 14.4121279 50.2312455)",
30980952,,Na Štěpnici,residential,,False,True,73.62,,"LINESTRING (14.41158 50.2306065, 14.4116155 50.2306684, 14.4116441 50.230737, 14.4116905 50.2312613)",
288757654,,U Lékárny,residential,,True,False,92.821,,"LINESTRING (14.41158 50.2306065, 14.4119489 50.2304572, 14.4120543 50.2304352, 14.4126699 50.2304173, 14.4128107 50.2304098)",
345202583,,U Lékárny,residential,,False,False,69.154,,"LINESTRING (14.41158 50.2306065, 14.4108573 50.2308647, 14.4107374 50.2309162)",
26190785,,K Cukrovaru,residential,20,False,False,85.188,,"LINESTRING (14.4130062 50.2330537, 14.4140866 50.2330995, 14.4142014 50.2330964)",
26190785,,K Cukrovaru,residential,20,False,True,117.703,,"LINESTRING (14.4130062 50.2330537, 14.4129279 50.2330449, 14.4126848 50.2330175, 14.4124439 50.2329954, 14.4122388 50.2329789, 14.4120608 50.2330022, 14.4115844 50.2330997, 14.4113896 50.2330832)",
30982102,,U Radnice,residential,,False,True,128.79500000000002,,"LINESTRING (14.4130062 50.2330537, 14.4128885 50.2335701, 14.4128552 50.2337327, 14.4127719 50.2340631, 14.4127376 50.2341991)",
26190785,,K Cukrovaru,residential,20,False,False,373.216,,"LINESTRING (14.4147443 50.233166, 14.4170486 50.2331841, 14.4170041 50.2334469, 14.416743 50.2334458, 14.4165093 50.2334421, 14.4162843 50.2334411, 14.4161739 50.2334365, 14.4150214 50.2334265, 14.4148019 50.2333537, 14.4147443 50.233166)",
26190785,,K Cukrovaru,residential,20,False,True,373.216,,"LINESTRING (14.4147443 50.233166, 14.4148019 50.2333537, 14.4150214 50.2334265, 14.4161739 50.2334365, 14.4162843 50.2334411, 14.4165093 50.2334421, 14.416743 50.2334458, 14.4170041 50.2334469, 14.4170486 50.2331841, 14.4147443 50.233166)",
26190785,,K Cukrovaru,residential,20,False,True,40.053,,"LINESTRING (14.4147443 50.233166, 14.4146242 50.233122, 14.4143059 50.2331042, 14.4142014 50.2330964)",
26190762,,Luční,residential,,False,True,20.258,,"LINESTRING (14.4142019 50.2346781, 14.4144718 50.2346199)",
26320172,,Pod Tvrzí,residential,,False,False,28.0,,"LINESTRING (14.4142019 50.2346781, 14.4144477 50.2348748)",
26190762,,Luční,residential,,False,False,133.08599999999998,,"LINESTRING (14.4142019 50.2346781, 14.4139488 50.2347253, 14.4126268 50.2353103)",
30980946,,Na Štěpnici,residential,,False,False,31.162,,"LINESTRING (14.4116905 50.2312613, 14.4121279 50.2312455)",
"[30980952, 30980953]",,Na Štěpnici,residential,,False,"[False, True]",150.57500000000002,,"LINESTRING (14.4116905 50.2312613, 14.4117389 50.2317431, 14.4117611 50.2317998, 14.4121944 50.2317786, 14.4121431 50.2313174, 14.4121279 50.2312455)",
30980952,,Na Štěpnici,residential,,False,False,73.61999999999999,,"LINESTRING (14.4116905 50.2312613, 14.4116441 50.230737, 14.4116155 50.2306684, 14.41158 50.2306065)",
30980946,,Na Štěpnici,residential,,False,True,31.162,,"LINESTRING (14.4121279 50.2312455, 14.4116905 50.2312613)",
"[30980952, 30980953]",,Na Štěpnici,residential,,False,"[False, True]",150.575,,"LINESTRING (14.4121279 50.2312455, 14.4121431 50.2313174, 14.4121944 50.2317786, 14.4117611 50.2317998, 14.4117389 50.2317431, 14.4116905 50.2312613)",
"[30980946, 30980948]",,"['Na Štěpnici', 'V Malém háji']",residential,,False,False,128.24900000000002,,"LINESTRING (14.4121279 50.2312455, 14.4126375 50.231223, 14.4126593 50.2312118, 14.4126873 50.2310572, 14.4127413 50.230801, 14.4127834 50.2304762, 14.4128107 50.2304098)",
30980953,,Na Štěpnici,residential,,False,False,16.651,,"LINESTRING (14.4121279 50.2312455, 14.4121185 50.2312096, 14.4121096 50.2310964)",
30980953,,Na Štěpnici,residential,,False,True,16.651,,"LINESTRING (14.4121096 50.2310964, 14.4121185 50.2312096, 14.4121279 50.2312455)",
30981229,,Revoluční,unclassified,50,False,False,92.887,,"LINESTRING (14.4107997 50.2300818, 14.41075 50.2307619, 14.4107448 50.2308168, 14.4107374 50.2309162)",
30981229,,Revoluční,unclassified,50,False,True,74.841,,"LINESTRING (14.4107997 50.2300818, 14.4108175 50.2298071, 14.4108361 50.2294885, 14.4108376 50.2294092)",
30981305,,Lidická,residential,50,False,True,209.48,,"LINESTRING (14.4107997 50.2300818, 14.4107452 50.230083, 14.4103156 50.2300921, 14.4101159 50.2300963, 14.4087643 50.2301297, 14.4079585 50.2301493, 14.4078568 50.2301468)",
30981305,,Lidická,residential,50,False,False,209.47999999999996,,"LINESTRING (14.4078568 50.2301468, 14.4079585 50.2301493, 14.4087643 50.2301297, 14.4101159 50.2300963, 14.4103156 50.2300921, 14.4107452 50.230083, 14.4107997 50.2300818)",
30981305,,Lidická,residential,50,False,True,30.381999999999998,,"LINESTRING (14.4078568 50.2301468, 14.4077576 50.2301556, 14.4074421 50.2302105)",
30981306,,Husova,residential,50,False,False,73.611,,"LINESTRING (14.4078568 50.2301468, 14.4078366 50.229555, 14.407861 50.2294867)",
719462442,,Husova,residential,,False,False,35.599000000000004,,"LINESTRING (14.4078568 50.2301468, 14.407836 50.2303277, 14.4078052 50.230375, 14.4076927 50.2304248)",
26190768,,Československé armády,residential,50,False,False,24.051,,"LINESTRING (14.4088107 50.2294577, 14.4091486 50.22945)",1
26190768,,Československé armády,residential,50,False,True,67.648,,"LINESTRING (14.4088107 50.2294577, 14.4087843 50.2294581, 14.4087162 50.2294591, 14.4083734 50.2294643, 14.407861 50.2294867)",1
30981319,,Žižkova,residential,,False,False,65.127,,"LINESTRING (14.4088107 50.2294577, 14.4088375 50.2298369, 14.4091593 50.2298267)",
30981319,,Žižkova,residential,,False,True,65.127,,"LINESTRING (14.4091593 50.2298267, 14.4088375 50.2298369, 14.4088107 50.2294577)",
30981229,,Revoluční,unclassified,50,False,False,39.242000000000004,,"LINESTRING (14.4104692 50.2311842, 14.410248 50.2314145, 14.4101718 50.2314812)",
30981229,,Revoluční,unclassified,50,False,True,35.405,,"LINESTRING (14.4104692 50.2311842, 14.4105865 50.2310671, 14.41066 50.2310012, 14.4107374 50.2309162)",
30981599,,Spojovací,residential,,False,False,131.222,,"LINESTRING (14.4104692 50.2311842, 14.410569 50.2312029, 14.4105921 50.2312111, 14.410606 50.231222, 14.4108377 50.2315527, 14.4112829 50.2321478, 14.4113113 50.2322055)",
