osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,lanes,bridge
24844744,55,primary,50,roundabout,True,False,11.472999999999999,"LINESTRING (17.4622037 49.3174477, 17.4622512 49.3174627, 17.4622888 49.3174868, 17.4623126 49.3175175)",,,
499795742,55,primary,50,,True,False,72.61200000000001,"LINESTRING (17.4622037 49.3174477, 17.4623908 49.3173403, 17.4625087 49.3172703, 17.4625848 49.3172277, 17.4626465 49.3171973, 17.462716 49.3171672, 17.4627898 49.317139, 17.4628791 49.3171126, 17.4630186 49.3170798)",Dr. Stojana,,
24844744,55,primary,50,roundabout,True,False,18.115000000000002,"LINESTRING (17.4620772 49.3176413, 17.4620381 49.317621, 17.4620103 49.3175939, 17.4619964 49.3175626, 17.4619979 49.31753, 17.4620144 49.3174993)",,,
24844745,55,primary,50,,False,False,67.346,"LINESTRING (17.4620772 49.3176413, 17.4620123 49.3177254, 17.4616598 49.3181824)",Komenského,2,
24844744,55,primary,50,roundabout,True,False,16.048,"LINESTRING (17.4620144 49.3174993, 17.4620404 49.3174759, 17.4620752 49.317458, 17.462116 49.3174469, 17.4621599 49.3174434, 17.4622037 49.3174477)",,,
24859559,47;432,primary,50,,False,False,29.419999999999998,"LINESTRING (17.4620144 49.3174993, 17.461942 49.317478, 17.4616445 49.3173904)",Kroměřížská,2,
24844744,55,primary,50,roundabout,True,False,15.765,"LINESTRING (17.4622772 49.317621, 17.4622342 49.3176427, 17.4621826 49.3176539, 17.4621283 49.3176535, 17.4620772 49.3176413)",,,
36929085,,residential,,,False,False,158.35999999999999,"LINESTRING (17.4622772 49.317621, 17.4623696 49.3176596, 17.4627521 49.3178328, 17.4629546 49.3179335, 17.4634836 49.3182349, 17.4639515 49.3185309)",Komenského,,
24844745,55,primary,50,,False,False,79.34,"LINESTRING (17.4616598 49.3181824, 17.4615548 49.3183529, 17.4614762 49.3184933, 17.4614345 49.3185644, 17.4613836 49.3186726, 17.4613422 49.3187696, 17.4613076 49.3188571)",Komenského,2,
24844745,55,primary,50,,False,True,67.346,"LINESTRING (17.4616598 49.3181824, 17.4620123 49.3177254, 17.4620772 49.3176413)",Komenského,2,
804411260,,primary_link,,,True,False,96.96,"LINESTRING (17.4616598 49.3181824, 17.4618137 49.317898, 17.4618848 49.3177678, 17.4618974 49.317731, 17.4619023 49.3176935, 17.4618995 49.3176559, 17.4618868 49.3176135, 17.4618643 49.317573, 17.4618325 49.3175352, 17.4617332 49.3174539, 17.4616445 49.3173904)",,,
24844745,55,primary,50,,False,False,14.55,"LINESTRING (17.4613076 49.3188571, 17.4612697 49.3189856)",Komenského,2,
24844745,55,primary,50,,False,True,79.34,"LINESTRING (17.4613076 49.3188571, 17.4613422 49.3187696, 17.4613836 49.3186726, 17.4614345 49.3185644, 17.4614762 49.3184933, 17.4615548 49.3183529, 17.4616598 49.3181824)",Komenského,2,
24844745,55,primary,50,,False,True,14.506,"LINESTRING (17.461237 49.3191143, 17.4612697 49.3189856)",Komenského,2,
24844746,55,primary,50,roundabout,True,False,21.902,"LINESTRING (17.4695147 49.3155057, 17.4694839 49.3154718, 17.4694724 49.3154331, 17.4694817 49.3153942, 17.4695106 49.3153596, 17.4695557 49.3153334)",,,
24844747,55,primary,50,,False,False,25.259999999999998,"LINESTRING (17.4695147 49.3155057, 17.4693671 49.3155387, 17.4692007 49.3156017)",Poštovní,2,
24844746,55,primary,50,roundabout,True,False,23.291,"LINESTRING (17.4697302 49.3153293, 17.4697733 49.3153501, 17.4698049 49.3153782, 17.469822 49.3154113, 17.4698231 49.3154462, 17.469808 49.3154797, 17.4697782 49.3155087)",,,
24844746,55,primary,50,roundabout,True,False,21.482,"LINESTRING (17.4697782 49.3155087, 17.4697313 49.3155324, 17.4696751 49.3155445, 17.4696158 49.3155439, 17.4695603 49.3155304, 17.4695147 49.3155057)",,,
24844747,55,primary,50,,False,True,25.259999999999998,"LINESTRING (17.4692007 49.3156017, 17.4693671 49.3155387, 17.4695147 49.3155057)",Poštovní,2,
"[1053771401, 59388739]",55,primary,50,,False,False,30.172,"LINESTRING (17.4692007 49.3156017, 17.468982 49.3157141, 17.468873 49.315769)",Poštovní,2,yes
107705969,55,primary,50,,False,True,15.073,"LINESTRING (17.4683827 49.3159599, 17.4685684 49.3158989)",Poštovní,,
