osmid,ref,name,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed,access,bridge,tunnel
161972923,,Rejskova,residential,,True,False,20.512,"LINESTRING (15.2648212 49.9485551, 15.2650361 49.9485937, 15.2650712 49.9486278)",,,,,
28550457,,Komenského náměstí,residential,,False,False,58.053,"LINESTRING (15.2650712 49.9486278, 15.2658825 49.9486336)",,,,,
28550456,,Komenského náměstí,residential,,True,False,52.410000000000004,"LINESTRING (15.2650712 49.9486278, 15.2650286 49.9487714, 15.2649466 49.9490599, 15.2649359 49.949091)",,,,,
28550457,,Komenského náměstí,residential,,False,True,58.053,"LINESTRING (15.2658825 49.9486336, 15.2650712 49.9486278)",,,,,
1209761494,,Komenského náměstí,residential,,False,False,36.845,"LINESTRING (15.2658825 49.9486336, 15.2663889 49.9486937)",,,,,
28550468,,Jakubská,residential,,False,False,50.201,"LINESTRING (15.2674131 49.9486221, 15.2674339 49.9486598, 15.2675229 49.949034, 15.267524 49.9490669)",,,,,
"[1107736376, 1107736377, 1107736378, 28550469]",,Havlíčkovo náměstí,residential,,True,False,84.259,"LINESTRING (15.2674131 49.9486221, 15.2677535 49.9485485, 15.267878 49.9485362, 15.2680642 49.9485424, 15.2682874 49.9485934, 15.2685411 49.9486514)",,,,,
117492151,,Jakubská,residential,,False,True,54.031,"LINESTRING (15.2674131 49.9486221, 15.2673107 49.9485387, 15.2672401 49.9484685, 15.2672135 49.9484111, 15.2672068 49.9483592, 15.2672118 49.9481752)",,,delivery,,
175118047,,Kremnická,tertiary,,False,False,97.17,"LINESTRING (15.2620612 49.9458598, 15.262008 49.9460213, 15.261956 49.9460846, 15.2618967 49.9461502, 15.2617721 49.9462939, 15.2616792 49.9464077, 15.2616452 49.9464615, 15.2616083 49.9465487, 15.2615777 49.9466668)",2,50,,,
175118047,,Kremnická,tertiary,,False,True,168.833,"LINESTRING (15.2620612 49.9458598, 15.2620677 49.9458104, 15.2620704 49.9457903, 15.2621004 49.9455648, 15.262117 49.9453699, 15.2621254 49.9452493, 15.2621315 49.9451628, 15.2620865 49.9448819, 15.2620495 49.9447363, 15.2619959 49.9445755, 15.2619436 49.9444356, 15.2619137 49.9443564)",2,50,,,
"[28550462, 900408575]",,Kremnická,residential,,False,True,86.774,"LINESTRING (15.2620612 49.9458598, 15.2618805 49.9458333, 15.26175 49.9457241, 15.2613842 49.9454179, 15.2611731 49.9453992)",,,,,
191513789,,Pod Hrádkem,residential,,False,False,236.50100000000003,"LINESTRING (15.2657625 49.9474376, 15.2655807 49.9472512, 15.2653757 49.947088, 15.2653332 49.947052, 15.2652851 49.9470112, 15.2650876 49.9466828, 15.2648874 49.9464273, 15.2648407 49.9463677, 15.2648196 49.9463265, 15.2648119 49.9462777, 15.2648777 49.9460022, 15.2648921 49.9459049, 15.2648749 49.9457742, 15.2648782 49.9456806, 15.2649517 49.945592, 15.265067 49.9455229)",,,,,
28550464,,Pod Barborou,residential,,False,True,58.69,"LINESTRING (15.265067 49.9455229, 15.264802 49.9450664, 15.2647671 49.9450327)",,,,,
191513789,,Pod Hrádkem,residential,,False,True,236.501,"LINESTRING (15.265067 49.9455229, 15.2649517 49.945592, 15.2648782 49.9456806, 15.2648749 49.9457742, 15.2648921 49.9459049, 15.2648777 49.9460022, 15.2648119 49.9462777, 15.2648196 49.9463265, 15.2648407 49.9463677, 15.2648874 49.9464273, 15.2650876 49.9466828, 15.2652851 49.9470112, 15.2653332 49.947052, 15.2653757 49.947088, 15.2655807 49.9472512, 15.2657625 49.9474376)",,,,,
"[297186845, 62200582, 62200590, 215686397, 215686399]",,"['Pobřežní', 'Pod Barborou']",residential,,False,False,386.227,"LINESTRING (15.265067 49.9455229, 15.265388 49.9459599, 15.2654339 49.9460555, 15.265432 49.946211, 15.2654909 49.9464154, 15.2656756 49.9465247, 15.2658717 49.9465818, 15.2659241 49.9465978, 15.2662119 49.9466855, 15.2662566 49.9466941, 15.2662886 49.9467343, 15.2663364 49.9468145, 15.2664277 49.9468805, 15.2665964 49.9469789, 15.2667776 49.9470423, 15.2669319 49.9470592, 15.2671062 49.9470652, 15.2673805 49.9470531, 15.2675718 49.947029, 15.2678472 49.9469849, 15.2682022 49.9468919, 15.2686817 49.9467718, 15.2689081 49.9466662)",,,,yes,
28550464,,Pod Barborou,residential,,False,False,58.69,"LINESTRING (15.2647671 49.9450327, 15.264802 49.9450664, 15.265067 49.9455229)",,,,,
"[160173441, 28550467, 577309683, 1041710711, 1041710008, 28550492]",,Žižkova brána,residential,,False,False,140.028,"LINESTRING (15.2689081 49.9466662, 15.2689197 49.9466808, 15.2690222 49.9468097, 15.26932 49.9471994, 15.269391 49.9472441, 15.2694622 49.9472889, 15.2699178 49.9473461, 15.2700379 49.9473669, 15.2702736 49.9474079)",,,,yes,
"[62200582, 62200590, 215686397, 297186845, 215686399]",,"['Pobřežní', 'Pod Barborou']",residential,,False,True,386.2269999999999,"LINESTRING (15.2689081 49.9466662, 15.2686817 49.9467718, 15.2682022 49.9468919, 15.2678472 49.9469849, 15.2675718 49.947029, 15.2673805 49.9470531, 15.2671062 49.9470652, 15.2669319 49.9470592, 15.2667776 49.9470423, 15.2665964 49.9469789, 15.2664277 49.9468805, 15.2663364 49.9468145, 15.2662886 49.9467343, 15.2662566 49.9466941, 15.2662119 49.9466855, 15.2659241 49.9465978, 15.2658717 49.9465818, 15.2656756 49.9465247, 15.2654909 49.9464154, 15.265432 49.946211, 15.2654339 49.9460555, 15.265388 49.9459599, 15.265067 49.9455229)",,,,yes,
"[106647789, 533739663, 533739666, 265998298, 1199614238]",,Pobřežní,residential,,False,"[False, True]",459.9529999999999,"LINESTRING (15.2689081 49.9466662, 15.2694919 49.9463829, 15.2699409 49.9461719, 15.270042 49.9461255, 15.2701899 49.9460776, 15.2702328 49.9460651, 15.2710357 49.9459147, 15.271105 49.9459017, 15.2721893 49.9456992, 15.2723578 49.945667, 15.2739773 49.9455371, 15.2745678 49.9454903, 15.2746135 49.9454994, 15.2746723 49.9455216, 15.2747234 49.9455487, 15.2747528 49.9455701, 15.2747796 49.9455949, 15.2748357 49.9456403)",,,,,building_passage
28550471,,Havlíčkovo náměstí,residential,,True,False,86.29999999999998,"LINESTRING (15.2694108 49.9484494, 15.2696956 49.9484238, 15.2701659 49.9483047, 15.2702854 49.9483171, 15.2705013 49.9484437)",,,,,
128048832,,Havlíčkovo náměstí,residential,,False,False,38.796,"LINESTRING (15.2694108 49.9484494, 15.2694515 49.9486713, 15.2694743 49.9487959)",,,,,
28550470,,28. října,residential,,False,False,25.901,"LINESTRING (15.2694743 49.9487959, 15.2694927 49.9488565, 15.2694748 49.9490273)",,,,,
28550472,,Havlíčkovo náměstí,residential,,False,False,89.63300000000001,"LINESTRING (15.2694743 49.9487959, 15.269765 49.9488356, 15.2705013 49.9484437)",,30,,,
128048822,,Havlíčkovo náměstí,residential,,False,True,68.681,"LINESTRING (15.2694743 49.9487959, 15.268781 49.9486904, 15.2686744 49.9486742, 15.2685411 49.9486514)",,,,,
128048832,,Havlíčkovo náměstí,residential,,False,True,38.796,"LINESTRING (15.2694743 49.9487959, 15.2694515 49.9486713, 15.2694108 49.9484494)",,,,,
28550470,,28. října,residential,,False,True,25.901,"LINESTRING (15.2694748 49.9490273, 15.2694927 49.9488565, 15.2694743 49.9487959)",,,,,
28550472,,Havlíčkovo náměstí,residential,,False,True,89.63300000000001,"LINESTRING (15.2705013 49.9484437, 15.269765 49.9488356, 15.2694743 49.9487959)",,30,,,
1107735784,,Havlíčkovo náměstí,residential,,False,False,39.208999999999996,"LINESTRING (15.2705013 49.9484437, 15.2705323 49.9484244, 15.2708945 49.9481981)",,30,,,
122993929,,Roháčova,residential,,False,False,16.428,"LINESTRING (15.2708945 49.9481981, 15.2707533 49.9480816)",,,,,
28550491,,Roháčova,residential,,False,True,116.852,"LINESTRING (15.2708945 49.9481981, 15.2709224 49.9482164, 15.2710266 49.9482845, 15.271298 49.9485071, 15.2714868 49.9486488, 15.2717572 49.9487907, 15.2719445 49.9489243, 15.2720024 49.9489656)",,,,,
1107735784,,Havlíčkovo náměstí,residential,,False,True,39.208999999999996,"LINESTRING (15.2708945 49.9481981, 15.2705323 49.9484244, 15.2705013 49.9484437)",,30,,,
1112725979,,Tylova,residential,,True,False,50.758,"LINESTRING (15.2694363 49.9495375, 15.2701131 49.9494007)",,30,,,
"[28550474, 908859748]",,Libušina,residential,,True,False,169.272,"LINESTRING (15.2694363 49.9495375, 15.2695249 49.9496304, 15.2697724 49.9500067, 15.2700998 49.9503482, 15.2703029 49.9506033, 15.2703605 49.9507641, 15.2704136 49.950912)",,50,,,
1112725756,,Tylova,residential,,True,False,46.254,"LINESTRING (15.2701131 49.9494007, 15.2707024 49.9492297)",,,,,
191509786,,Tylova,residential,,True,False,69.119,"LINESTRING (15.2707024 49.9492297, 15.271499 49.9491676, 15.2716614 49.9491549)",,,,,
28550481,,Na Náměti,residential,,True,False,87.335,"LINESTRING (15.2716614 49.9491549, 15.2719305 49.949921)",,,,,
191509789,,Tylova,residential,,False,False,32.224000000000004,"LINESTRING (15.2716614 49.9491549, 15.2717463 49.9491078, 15.2720024 49.9489656)",,,,,
1112725202,,Sokolská,residential,,False,False,7.814,"LINESTRING (15.2720024 49.9489656, 15.2720903 49.9489239)",,,,,
28550491,,Roháčova,residential,,False,False,116.85199999999999,"LINESTRING (15.2720024 49.9489656, 15.2719445 49.9489243, 15.2717572 49.9487907, 15.2714868 49.9486488, 15.271298 49.9485071, 15.2710266 49.9482845, 15.2709224 49.9482164, 15.2708945 49.9481981)",,,,,
191509789,,Tylova,residential,,False,True,32.224000000000004,"LINESTRING (15.2720024 49.9489656, 15.2717463 49.9491078, 15.2716614 49.9491549)",,,,,
1112725202,,Sokolská,residential,,False,True,7.814,"LINESTRING (15.2720903 49.9489239, 15.2720024 49.9489656)",,,,,
"[28550484, 1097295991]",,Brandlova,residential,,True,False,110.67099999999999,"LINESTRING (15.2720903 49.9489239, 15.2723666 49.9492439, 15.2725221 49.949424, 15.2727154 49.9497469, 15.2727321 49.9498233)",,,,,
1112725202,,Sokolská,residential,,False,False,41.745999999999995,"LINESTRING (15.2720903 49.9489239, 15.2722647 49.9488265, 15.2725668 49.9487096)",,,,,
191922268,,Rudní,residential,,False,True,28.353,"LINESTRING (15.2725668 49.9487096, 15.2727938 49.9489186)",,,,,
62195394,,Sokolská,residential,,False,False,127.191,"LINESTRING (15.2725668 49.9487096, 15.2736169 49.9484833, 15.2737658 49.9484727, 15.274283 49.9484357)",,,,,
191529068,,Jungmannovo náměstí,residential,,True,False,59.714,"LINESTRING (15.2725668 49.9487096, 15.2725455 49.9486597, 15.2723461 49.9481917)",,,,,
1112725202,,Sokolská,residential,,False,True,41.745999999999995,"LINESTRING (15.2725668 49.9487096, 15.2722647 49.9488265, 15.2720903 49.9489239)",,,,,
28550489,,Uhelná,residential,,False,False,41.216,"LINESTRING (15.274283 49.9484357, 15.2743041 49.9484961, 15.2744096 49.9487973)",,,,,
"[62195394, 1112725155]",,Sokolská,residential,,False,False,46.078,"LINESTRING (15.274283 49.9484357, 15.2746172 49.9484227, 15.2747121 49.9484151, 15.274924 49.9483981)",,,,,
62195394,,Sokolská,residential,,False,True,127.191,"LINESTRING (15.274283 49.9484357, 15.2737658 49.9484727, 15.2736169 49.9484833, 15.2725668 49.9487096)",,,,,
175119993,,Anenské náměstí,residential,,False,True,16.983,"LINESTRING (15.2704136 49.950912, 15.2701877 49.9508651)",,,,,
291503318,,Anenské náměstí,residential,,False,False,31.51,"LINESTRING (15.2704136 49.950912, 15.2707273 49.9511109)",,,,,
291503318,,Anenské náměstí,residential,,False,True,31.51,"LINESTRING (15.2707273 49.9511109, 15.2704136 49.950912)",,,,,
"[1021663569, 1054246417, 28550477, 291503319]",,"['Havířská', 'Anenské náměstí']",residential,,True,False,144.72899999999998,"LINESTRING (15.2707273 49.9511109, 15.270823 49.9509656, 15.2708593 49.9508895, 15.2710027 49.9505352, 15.2709607 49.9503806, 15.2708729 49.9500299, 15.2708709 49.9500066, 15.2708573 49.9498443)",,,,,
28550478,,Sedlecká,residential,,False,False,95.60400000000001,"LINESTRING (15.2707273 49.9511109, 15.2709128 49.9512183, 15.2711624 49.9514474, 15.2715509 49.9517842)",,,,,
"[888726842, 28550475]",,Vladislavova,residential,,True,False,140.625,"LINESTRING (15.2687667 49.9500156, 15.2688774 49.9500215, 15.2696836 49.9505642, 15.2701877 49.9508651)",,30,,,
"[903115377, 1108153180, 1108153181, 28550441]",,Na Sioně,residential,,False,True,70.426,"LINESTRING (15.2687667 49.9500156, 15.2686038 49.9502207, 15.2685435 49.9503542, 15.2685097 49.9504292, 15.2684995 49.9504517, 15.2684317 49.9506082)",,,,,
382269294,,Mezibranská,residential,,True,False,10.992,"LINESTRING (15.2705135 49.9523361, 15.2705601 49.9524303)",,,,,
172050175,,Vocelova,residential,,False,True,30.952999999999996,"LINESTRING (15.2705135 49.9523361, 15.2704379 49.9523808, 15.2703165 49.9524364, 15.2701725 49.9525069)",,,,,
172050235,,Vocelova,residential,,True,False,137.655,"LINESTRING (15.2705135 49.9523361, 15.2705238 49.9521709, 15.2706427 49.9512788, 15.2706526 49.9512366, 15.2707273 49.9511109)",,,,,
28550437,2,Československých legionářů,primary,roundabout,True,False,15.59,"LINESTRING (15.2701725 49.9525069, 15.2702002 49.9525371, 15.2702166 49.9525705, 15.2702207 49.9526055, 15.2702124 49.9526401)",1,,,,
172050175,,Vocelova,residential,,False,False,30.953,"LINESTRING (15.2701725 49.9525069, 15.2703165 49.9524364, 15.2704379 49.9523808, 15.2705135 49.9523361)",,,,,
28550478,,Sedlecká,residential,,False,True,95.604,"LINESTRING (15.2715509 49.9517842, 15.2711624 49.9514474, 15.2709128 49.9512183, 15.2707273 49.9511109)",,,,,
172265062,,Vocelova,residential,,False,False,16.294,"LINESTRING (15.2705601 49.9524303, 15.2706105 49.9525732)",,,,,
"[28550480, 1054176819, 1054176815]",,Mezibranská,residential,,True,False,76.955,"LINESTRING (15.2705601 49.9524303, 15.270803 49.9523553, 15.2710179 49.9522547, 15.2711092 49.9522119, 15.2712369 49.952088, 15.2713455 49.9519827)",,,,,
28550483,,Na Náměti,residential,,False,True,58.541,"LINESTRING (15.2719305 49.949921, 15.272128 49.9498793, 15.2725741 49.9498379, 15.2727321 49.9498233)",,,,,
191513796,,Na Náměti,residential,,True,False,46.614000000000004,"LINESTRING (15.2719305 49.949921, 15.2721337 49.9501608, 15.2722451 49.950241, 15.272285 49.9502697)",,,,,
737660716,,Na Lávkách,residential,,False,False,14.471,"LINESTRING (15.2721141 49.9503393, 15.272285 49.9502697)",,,,,
737660716,,Na Lávkách,residential,,False,True,14.471,"LINESTRING (15.272285 49.9502697, 15.2721141 49.9503393)",,,,,
191513796,,Na Náměti,residential,,True,False,142.727,"LINESTRING (15.272285 49.9502697, 15.2724457 49.9503543, 15.2726951 49.9504855, 15.2728557 49.9505699, 15.273142 49.9507205, 15.2734175 49.9508655, 15.2737126 49.9510208, 15.2738293 49.9510822)",,,,,
28550483,,Na Náměti,residential,,False,False,58.541,"LINESTRING (15.2727321 49.9498233, 15.2725741 49.9498379, 15.272128 49.9498793, 15.2719305 49.949921)",,,,,
28550485,,Brandlova,residential,,False,False,55.879,"LINESTRING (15.2727321 49.9498233, 15.2729273 49.9498706, 15.2733978 49.9497775, 15.2734744 49.9497623)",,,,,
28550487,,Rudní,residential,,True,False,89.224,"LINESTRING (15.2734744 49.9497623, 15.2729271 49.9490413)",,,,,
28550485,,Brandlova,residential,,False,True,55.879,"LINESTRING (15.2734744 49.9497623, 15.2733978 49.9497775, 15.2729273 49.9498706, 15.2727321 49.9498233)",,,,,
28550486,,Rudní,residential,,False,False,91.899,"LINESTRING (15.2734744 49.9497623, 15.2739786 49.9502198, 15.2743536 49.9503308)",,50,,,
28550489,,Uhelná,residential,,False,True,137.823,"LINESTRING (15.2734744 49.9497623, 15.2739097 49.9495599, 15.2744311 49.9491439, 15.2744915 49.9490441, 15.2744096 49.9487973)",,,,,
297693068,03321,Štefánikova,tertiary,,False,False,24.24,"LINESTRING (15.2743536 49.9503308, 15.2744862 49.9501302)",2,50,,,
28550486,,Rudní,residential,,False,True,91.899,"LINESTRING (15.2743536 49.9503308, 15.2739786 49.9502198, 15.2734744 49.9497623)",,50,,,
"[24258077, 1101712326]",03321,Štefánikova,tertiary,,False,True,91.59400000000001,"LINESTRING (15.2743536 49.9503308, 15.2741313 49.9506541, 15.2739164 49.9509667, 15.2738293 49.9510822)",2,50,,,
28550488,,Slavíkova,residential,,True,False,109.489,"LINESTRING (15.2729271 49.9490413, 15.2744096 49.9487973)",,50,,,
1059583780,,Rudní,residential,,True,False,16.647,"LINESTRING (15.2729271 49.9490413, 15.2727938 49.9489186)",,,,,
28550489,,Uhelná,residential,,False,False,137.823,"LINESTRING (15.2744096 49.9487973, 15.2744915 49.9490441, 15.2744311 49.9491439, 15.2739097 49.9495599, 15.2734744 49.9497623)",,,,,
28550489,,Uhelná,residential,,False,True,41.216,"LINESTRING (15.2744096 49.9487973, 15.2743041 49.9484961, 15.274283 49.9484357)",,,,,
122993929,,Roháčova,residential,,False,True,16.428,"LINESTRING (15.2707533 49.9480816, 15.2708945 49.9481981)",,,,,
533739671,,Jánské náměstí,residential,,False,False,25.992,"LINESTRING (15.2707533 49.9480816, 15.271012 49.9479175)",,,,,
28550493,,Jánské náměstí,residential,,False,True,54.691,"LINESTRING (15.2707533 49.9480816, 15.2703772 49.9478315, 15.2702619 49.9477083)",,,,,
28550498,,Novomlýnská,residential,,False,False,5.162,"LINESTRING (15.2702736 49.9474079, 15.2702894 49.9473626)",,,,,
663682172,,Žižkova brána,residential,,False,False,33.739999999999995,"LINESTRING (15.2702736 49.9474079, 15.2702384 49.9476041, 15.2702424 49.947662, 15.2702619 49.9477083)",,,,,
"[160173441, 28550467, 577309683, 1041710711, 1041710008, 28550492]",,Žižkova brána,residential,,False,True,140.028,"LINESTRING (15.2702736 49.9474079, 15.2700379 49.9473669, 15.2699178 49.9473461, 15.2694622 49.9472889, 15.269391 49.9472441, 15.26932 49.9471994, 15.2690222 49.9468097, 15.2689197 49.9466808, 15.2689081 49.9466662)",,,,yes,
28550493,,Jánské náměstí,residential,,False,False,54.691,"LINESTRING (15.2702619 49.9477083, 15.2703772 49.9478315, 15.2707533 49.9480816)",,,,,
533739669,,Jánské náměstí,residential,,False,True,25.982999999999997,"LINESTRING (15.2702619 49.9477083, 15.2704053 49.9477267, 15.2705032 49.9477297, 15.2706163 49.9477533)",,,,,
663682172,,Žižkova brána,residential,,False,True,33.739999999999995,"LINESTRING (15.2702619 49.9477083, 15.2702424 49.947662, 15.2702384 49.9476041, 15.2702736 49.9474079)",,,,,
533739671,,Jánské náměstí,residential,,False,True,25.992,"LINESTRING (15.271012 49.9479175, 15.2707533 49.9480816)",,,,,
533739669,,Jánské náměstí,residential,,False,False,25.982999999999997,"LINESTRING (15.2706163 49.9477533, 15.2705032 49.9477297, 15.2704053 49.9477267, 15.2702619 49.9477083)",,,,,
28550513,,Jungmannovo náměstí,residential,,False,False,17.274,"LINESTRING (15.2720339 49.9479934, 15.2722689 49.948029)",,,,,
"[578200156, 28550495]",,U Jelena,residential,,False,"[False, True]",50.101,"LINESTRING (15.2720339 49.9479934, 15.2718108 49.948056, 15.2716702 49.9480954, 15.2714936 49.9480477, 15.2713904 49.9480198)",,,,,
291503347,,U Jelena,residential,,False,True,38.327,"LINESTRING (15.2720339 49.9479934, 15.2720102 49.9479555, 15.2718341 49.9476736)",,,,,
"[28550496, 28550497, 1199614237, 721610142]",,"['Macháčkovo nábřeží', 'Stará tiskárna', 'Novomlýnská']",residential,,False,True,356.78499999999997,"LINESTRING (15.2704018 49.9466791, 15.2720088 49.9464898, 15.2720599 49.9464803, 15.2721018 49.9464639, 15.2721227 49.946437, 15.2721317 49.9463908, 15.2721287 49.9462088, 15.2721182 49.9461269, 15.2720913 49.9460461, 15.2720629 49.9460114, 15.2720045 49.9459854, 15.2719297 49.9459767, 15.2718222 49.9459798, 15.2703039 49.946226, 15.2704018 49.9466791)",,,,,
"[28550496, 28550497, 1199614237, 721610142]",,"['Macháčkovo nábřeží', 'Stará tiskárna', 'Novomlýnská']",residential,,False,False,356.78499999999997,"LINESTRING (15.2704018 49.9466791, 15.2703039 49.946226, 15.2718222 49.9459798, 15.2719297 49.9459767, 15.2720045 49.9459854, 15.2720629 49.9460114, 15.2720913 49.9460461, 15.2721182 49.9461269, 15.2721287 49.9462088, 15.2721317 49.9463908, 15.2721227 49.946437, 15.2721018 49.9464639, 15.2720599 49.9464803, 15.2720088 49.9464898, 15.2704018 49.9466791)",,,,,
721610143,,Novomlýnská,residential,,False,True,21.174,"LINESTRING (15.2704018 49.9466791, 15.2704038 49.9467605, 15.270401 49.9468695)",,,,,
28550498,,Novomlýnská,residential,,False,True,5.162,"LINESTRING (15.2702894 49.9473626, 15.2702736 49.9474079)",,,,,
28550498,,Novomlýnská,residential,,False,False,55.513999999999996,"LINESTRING (15.2702894 49.9473626, 15.2703971 49.9469732, 15.270401 49.9468695)",,,,,
"[28550499, 910525406, 1210062231]",,Žižkova brána,residential,,False,False,60.575,"LINESTRING (15.2702894 49.9473626, 15.2707176 49.9474706, 15.2709571 49.947531, 15.2710776 49.9475614)",,,,,
28550500,,Za Octárnou,residential,,False,False,54.95,"LINESTRING (15.2710776 49.9475614, 15.2713506 49.9470995)",,,,,
"[1051860721, 28550499]",,Žižkova brána,residential,,False,False,56.355,"LINESTRING (15.2710776 49.9475614, 15.2713865 49.9476506, 15.2714978 49.9476563, 15.2718341 49.9476736)",,,,,
"[28550499, 910525406, 1210062231]",,Žižkova brána,residential,,False,True,60.575,"LINESTRING (15.2710776 49.9475614, 15.2709571 49.947531, 15.2707176 49.9474706, 15.2702894 49.9473626)",,,,,
30988216,,U Jelena,residential,,False,False,23.740000000000002,"LINESTRING (15.2718341 49.9476736, 15.2718411 49.9476182, 15.2718609 49.9474608)",,,,,
291503347,,U Jelena,residential,,False,False,38.327,"LINESTRING (15.2718341 49.9476736, 15.2720102 49.9479555, 15.2720339 49.9479934)",,,,,
"[1051860721, 28550499]",,Žižkova brána,residential,,False,True,56.355,"LINESTRING (15.2718341 49.9476736, 15.2714978 49.9476563, 15.2713865 49.9476506, 15.2710776 49.9475614)",,,,,
28550500,,Za Octárnou,residential,,False,True,54.95,"LINESTRING (15.2713506 49.9470995, 15.2710776 49.9475614)",,,,,
1054179100,,Za Octárnou,residential,,False,False,39.658,"LINESTRING (15.2713506 49.9470995, 15.2712595 49.9467477)",,,,,
"[1054179085, 28550503]",,Městské sady,residential,,False,False,48.331,"LINESTRING (15.2713506 49.9470995, 15.2717222 49.9471418, 15.2720157 49.9471753)",,,,,
28550501,,Zahradní,residential,,False,True,62.904,"LINESTRING (15.2712595 49.9467477, 15.270401 49.9468695)",,,,,
1054179100,,Za Octárnou,residential,,False,True,39.658,"LINESTRING (15.2712595 49.9467477, 15.2713506 49.9470995)",,,,,
28550501,,Zahradní,residential,,False,False,76.559,"LINESTRING (15.2712595 49.9467477, 15.2719568 49.9466584, 15.2723142 49.9466368)",,,,,
28550501,,Zahradní,residential,,False,False,62.904,"LINESTRING (15.270401 49.9468695, 15.2712595 49.9467477)",,,,,
28550498,,Novomlýnská,residential,,False,True,55.513999999999996,"LINESTRING (15.270401 49.9468695, 15.2703971 49.9469732, 15.2702894 49.9473626)",,,,,
721610143,,Novomlýnská,residential,,False,False,21.174,"LINESTRING (15.270401 49.9468695, 15.2704038 49.9467605, 15.2704018 49.9466791)",,,,,
28550502,,Zahradní,residential,,False,False,57.917,"LINESTRING (15.2723142 49.9466368, 15.2724151 49.9471536)",,,,,
28550501,,Zahradní,residential,,False,False,71.045,"LINESTRING (15.2723142 49.9466368, 15.2726716 49.9466395, 15.2729899 49.9466694, 15.2732898 49.9467288)",,,,,
28550501,,Zahradní,residential,,False,True,76.559,"LINESTRING (15.2723142 49.9466368, 15.2719568 49.9466584, 15.2712595 49.9467477)",,,,,
28550501,,Zahradní,residential,,False,True,71.045,"LINESTRING (15.2732898 49.9467288, 15.2729899 49.9466694, 15.2726716 49.9466395, 15.2723142 49.9466368)",,,,,
28550502,,Zahradní,residential,,False,True,57.917,"LINESTRING (15.2724151 49.9471536, 15.2723142 49.9466368)",,,,,
28550504,,Městské sady,residential,,False,False,10.726,"LINESTRING (15.2724151 49.9471536, 15.2725646 49.9471465)",,,,,
28550504,,Městské sady,residential,,False,True,28.68,"LINESTRING (15.2724151 49.9471536, 15.2720157 49.9471753)",,,,,
28550504,,Městské sady,residential,,False,False,28.68,"LINESTRING (15.2720157 49.9471753, 15.2724151 49.9471536)",,,,,
"[28550504, 981614076]",,Městské sady,residential,,False,True,33.623000000000005,"LINESTRING (15.2720157 49.9471753, 15.2720124 49.9471814, 15.2718609 49.9474608)",,,,,
"[1054179085, 28550503]",,Městské sady,residential,,False,True,48.331,"LINESTRING (15.2720157 49.9471753, 15.2717222 49.9471418, 15.2713506 49.9470995)",,,,,
"[577309699, 721610141]",,,residential,,False,False,39.512,"LINESTRING (15.2737778 49.9470795, 15.2737337 49.9467811, 15.2737309 49.9467618, 15.2737293 49.9467256)",,,,,
"[1054178722, 1054178671, 1054178684, 981614074, 979565212]",,Městské sady,residential,,False,False,122.33300000000001,"LINESTRING (15.2737778 49.9470795, 15.2740417 49.9470853, 15.2742653 49.9471184, 15.2744306 49.9471971, 15.2745304 49.9472628, 15.2745829 49.947312, 15.2746164 49.9473694, 15.2746143 49.9474594, 15.274497 49.9475252, 15.2744075 49.9475381, 15.2741161 49.9475547)",,,,,
"[28550504, 1054178817, 1054178722]",,Městské sady,residential,,False,True,87.12700000000001,"LINESTRING (15.2737778 49.9470795, 15.273545 49.9470924, 15.2731589 49.9471137, 15.2725646 49.9471465)",,,,,
28550509,,Jungmannovo náměstí,residential,,False,False,38.776,"LINESTRING (15.2741161 49.9475547, 15.2741106 49.9479034)",,,,,
979565212,,Městské sady,residential,,False,False,115.48700000000001,"LINESTRING (15.2741161 49.9475547, 15.2726856 49.9475033, 15.2725046 49.9474968)",,,,,
"[979565212, 1054178722, 1054178671, 981614074, 1054178684]",,Městské sady,residential,,False,True,122.333,"LINESTRING (15.2741161 49.9475547, 15.2744075 49.9475381, 15.274497 49.9475252, 15.2746143 49.9474594, 15.2746164 49.9473694, 15.2745829 49.947312, 15.2745304 49.9472628, 15.2744306 49.9471971, 15.2742653 49.9471184, 15.2740417 49.9470853, 15.2737778 49.9470795)",,,,,
28550506,,Městské sady,residential,,False,False,39.188,"LINESTRING (15.2725046 49.9474968, 15.2725646 49.9471465)",,,,,
981614075,,Městské sady,residential,,False,False,46.232,"LINESTRING (15.2725046 49.9474968, 15.2718609 49.9474608)",,,,,
979565212,,Městské sady,residential,,False,True,115.48700000000001,"LINESTRING (15.2725046 49.9474968, 15.2726856 49.9475033, 15.2741161 49.9475547)",,,,,
981614075,,Městské sady,residential,,False,True,46.232,"LINESTRING (15.2718609 49.9474608, 15.2725046 49.9474968)",,,,,
30988216,,U Jelena,residential,,False,True,23.740000000000002,"LINESTRING (15.2718609 49.9474608, 15.2718411 49.9476182, 15.2718341 49.9476736)",,,,,
"[28550504, 981614076]",,Městské sady,residential,,False,False,33.623000000000005,"LINESTRING (15.2718609 49.9474608, 15.2720124 49.9471814, 15.2720157 49.9471753)",,,,,
28550504,,Městské sady,residential,,False,True,10.726,"LINESTRING (15.2725646 49.9471465, 15.2724151 49.9471536)",,,,,
28550506,,Městské sady,residential,,False,True,39.188,"LINESTRING (15.2725646 49.9471465, 15.2725046 49.9474968)",,,,,
