osmid,oneway,lanes,name,highway,maxspeed,reversed,length,tunnel,geometry,width,access
"[126241544, 26687551]",True,,Ostrovní,residential,50,False,115.89800000000001,,"LINESTRING (14.4152667 50.0802975, 14.4153931 50.0803277, 14.4159562 50.0804612, 14.4163121 50.0805319, 14.4167039 50.0806097, 14.4168055 50.0806299)",,
"[27272736, 198423333]",False,,Ostrovní,residential,,False,96.755,,"LINESTRING (14.4152667 50.0802975, 14.4151721 50.0802923, 14.4148369 50.0803074, 14.4144904 50.0803437, 14.4144233 50.0803552, 14.4142323 50.0803835, 14.4140663 50.0804068, 14.4140245 50.0804127, 14.413933 50.0804307)",,
126241548,True,,Voršilská,residential,50,False,116.151,,"LINESTRING (14.4168055 50.0806299, 14.416794 50.080668, 14.4164668 50.0815442, 14.4163968 50.0816149, 14.4163792 50.0816326)",,
4335613,True,1,Voršilská,residential,50,False,44.453,,"LINESTRING (14.4169331 50.0802386, 14.4168055 50.0806299)",,
4600027,True,,V Jirchářích,residential,50,False,50.999,,"LINESTRING (14.4162776 50.0800558, 14.4169331 50.0802386)",,
4600027,True,,V Jirchářích,residential,50,False,68.634,,"LINESTRING (14.4154089 50.0797908, 14.4162776 50.0800558)",,
"[555729172, 555729173]",True,1,Pštrossova,residential,50,False,57.249,,"LINESTRING (14.4154089 50.0797908, 14.4153168 50.080117, 14.4153087 50.0801467, 14.4152667 50.0802975)",,
"[27247656, 1005248548, 1005248549]",True,,V Jirchářích,residential,50,False,93.63799999999998,,"LINESTRING (14.4182174 50.0803308, 14.4178587 50.080287, 14.4176563 50.0802683, 14.4172902 50.0802344, 14.4170562 50.0802128, 14.4169803 50.0802144, 14.4169331 50.0802386)",,
4600028,True,,Opatovická,residential,50,False,44.566,,"LINESTRING (14.4180098 50.0807088, 14.4182174 50.0803308)",,
601780289,True,1,Ostrovní,residential,50,False,86.664,,"LINESTRING (14.4180098 50.0807088, 14.4171925 50.080685, 14.4168055 50.0806299)",,
817049966,True,1,Ostrovní,residential,50,False,30.425,,"LINESTRING (14.4184025 50.0808154, 14.4180098 50.0807088)",,
"[817049968, 313652483, 817051829]",False,1,Ostrovní,"['residential', 'living_street']","['20', '50']",True,96.87199999999999,,"LINESTRING (14.4184025 50.0808154, 14.4190127 50.0810015, 14.4191538 50.0810268, 14.4195434 50.0811019, 14.4195757 50.0811075, 14.4196304 50.0811224, 14.4196651 50.0811281)",,
27247666,True,1,Uhelný trh,living_street,20,False,65.93299999999999,,"LINESTRING (14.4202174 50.0841899, 14.4201543 50.0837022, 14.4201505 50.083665, 14.4201512 50.0835987)",,
927307782,False,1,Michalská,living_street,20,True,24.958,,"LINESTRING (14.4202174 50.0841899, 14.4200583 50.0842741, 14.4200313 50.0842943, 14.420013 50.0843228, 14.4200041 50.084357)",,
4643647,False,2,Uhelný trh,residential,50,False,52.601,,"LINESTRING (14.4207003 50.0839072, 14.4206258 50.0838575, 14.4202675 50.0836309, 14.4201512 50.0835987)",,
34433553,True,1,Uhelný trh,living_street,20,False,46.656,,"LINESTRING (14.4207003 50.0839072, 14.420611 50.0839624, 14.4205745 50.0839845, 14.4204678 50.0840494, 14.4203345 50.084127, 14.4202174 50.0841899)",,
4643647,False,2,Uhelný trh,residential,50,True,52.601000000000006,,"LINESTRING (14.4201512 50.0835987, 14.4202675 50.0836309, 14.4206258 50.0838575, 14.4207003 50.0839072)",,
27247667,True,1,Skořepka,residential,50,False,127.002,,"LINESTRING (14.4201512 50.0835987, 14.4200329 50.0836199, 14.4185782 50.0839177, 14.4184496 50.0839308)",,
26701712,True,1,Na Perštýně,residential,50,False,49.369,,"LINESTRING (14.4184496 50.0839308, 14.4184374 50.0837016, 14.4184477 50.083582, 14.4184665 50.0834879)",10,
39467355,True,1,Jilská,living_street,20,False,57.494,,"LINESTRING (14.4184496 50.0839308, 14.41853 50.0840007, 14.4186427 50.0841092, 14.4186559 50.0841292, 14.4188251 50.0843852)",2.5,
26701712,True,1,Na Perštýně,residential,50,False,70.768,,"LINESTRING (14.4184665 50.0834879, 14.4184964 50.0834288, 14.4185363 50.0833731, 14.4186579 50.0832477, 14.4187755 50.0831044, 14.4188779 50.0829799, 14.4189055 50.0829199)",10,
4340684,True,1,Martinská,living_street,20,False,51.009,,"LINESTRING (14.4189055 50.0829199, 14.4189466 50.0829296, 14.4190566 50.0829569, 14.4190816 50.0829639, 14.4195622 50.0831009)",,
"[850638776, 852047697, 851572763, 851572764]",True,"['1', '2']",Na Perštýně,residential,50,False,62.833,,"LINESTRING (14.4189055 50.0829199, 14.4189188 50.0828529, 14.4189634 50.082767, 14.4189946 50.0827002, 14.4190964 50.0824814, 14.4191057 50.0824611, 14.4191442 50.0823769)",,
7654224,False,2,Národní,residential,50,False,205.885,,"LINESTRING (14.4191442 50.0823769, 14.4192503 50.0824044, 14.4192875 50.082414, 14.4195295 50.0824698, 14.4198383 50.0825343, 14.4205419 50.0826582, 14.420896 50.0827193, 14.4211624 50.0827887, 14.4214256 50.0828746, 14.4217293 50.0829757, 14.4218393 50.0830175)",,
"[42147560, 22757134]",False,2,Spálená,residential,50,True,143.75,,"LINESTRING (14.4191442 50.0823769, 14.419182 50.0822872, 14.4192051 50.0822305, 14.4194381 50.0816808, 14.4194827 50.0815694, 14.4195477 50.0814105, 14.4196651 50.0811281)",,
299273175,False,2,Národní,residential,50,True,117.523,,"LINESTRING (14.4191442 50.0823769, 14.4189583 50.0823219, 14.4188378 50.0822903, 14.417711 50.0819735, 14.4176359 50.0819524)",,
"[42147560, 22757134]",False,2,Spálená,residential,50,False,143.75,,"LINESTRING (14.4196651 50.0811281, 14.4195477 50.0814105, 14.4194827 50.0815694, 14.4194381 50.0816808, 14.4192051 50.0822305, 14.419182 50.0822872, 14.4191442 50.0823769)",,
"[817049968, 313652483, 817051829]",False,1,Ostrovní,"['living_street', 'residential']","['20', '50']",False,96.872,,"LINESTRING (14.4196651 50.0811281, 14.4196304 50.0811224, 14.4195757 50.0811075, 14.4195434 50.0811019, 14.4191538 50.0810268, 14.4190127 50.0810015, 14.4184025 50.0808154)",,
"[165498422, 4387746, 1062098854]",True,1,Charvátova,"['residential', 'living_street']","['20', '50']",False,87.62800000000001,,"LINESTRING (14.4211903 50.0817516, 14.4217337 50.0817156, 14.4218774 50.0817113, 14.4223157 50.0817114, 14.4223655 50.0817106, 14.4224153 50.0817098)",,
"[435141690, 27622831]",False,,Charvátova,residential,50,True,80.449,,"LINESTRING (14.4211903 50.0817516, 14.4211512 50.0817631, 14.4210706 50.0817869, 14.4210016 50.0818053, 14.4208964 50.0818333, 14.4207806 50.081852, 14.4207328 50.081899, 14.4206305 50.082226, 14.4206151 50.0822767)",,
4335614,True,1,Mikulandská,residential,50,False,137.77100000000002,,"LINESTRING (14.4176359 50.0819524, 14.4176466 50.0819362, 14.4177005 50.0818544, 14.4179995 50.0814011, 14.4183844 50.0808486, 14.4184025 50.0808154)",,
299273175,False,2,Národní,residential,50,False,117.52299999999998,,"LINESTRING (14.4176359 50.0819524, 14.417711 50.0819735, 14.4188378 50.0822903, 14.4189583 50.0823219, 14.4191442 50.0823769)",,
299273175,False,2,Národní,residential,50,True,96.466,,"LINESTRING (14.4176359 50.0819524, 14.4164889 50.0816623, 14.4163792 50.0816326)",,
299273175,False,2,Národní,residential,50,True,54.666,,"LINESTRING (14.4163792 50.0816326, 14.4156473 50.0814873)",,
4640165,True,1,Karoliny Světlé,residential,50,False,77.30499999999999,,"LINESTRING (14.4163792 50.0816326, 14.4163666 50.0816442, 14.4162947 50.081712, 14.415914 50.082061, 14.4158977 50.082076, 14.4158855 50.082079, 14.4156837 50.0821473)",,
299273175,False,2,Národní,residential,50,False,96.466,,"LINESTRING (14.4163792 50.0816326, 14.4164889 50.0816623, 14.4176359 50.0819524)",,
239571515,True,1,Betlémská,residential,50,False,90.76,,"LINESTRING (14.4143679 50.0835428, 14.415599 50.0837482)",,
4641178,True,1,Liliová,residential,,False,119.77099999999999,,"LINESTRING (14.4165228 50.0842426, 14.4165269 50.084519, 14.4165429 50.0846859, 14.4165447 50.0847901, 14.4165402 50.0849021, 14.4165247 50.0849582, 14.4163957 50.0852786, 14.4163815 50.0853065)",,
27247651,True,1,Betlémské náměstí,residential,50,False,26.923000000000002,,"LINESTRING (14.4165228 50.0842426, 14.4166504 50.0841734, 14.4167838 50.0840691)",,
27247651,True,1,Betlémské náměstí,residential,50,False,60.763999999999996,,"LINESTRING (14.4174916 50.0840261, 14.4176331 50.0840717, 14.4178072 50.084172, 14.4182648 50.0841466)",,
39467354,True,1,Husova,residential,50,False,27.914,,"LINESTRING (14.4182648 50.0841466, 14.4182867 50.0840752, 14.4184496 50.0839308)",,
"[110995809, 4640166]",False,,Konviktská,residential,,False,42.872,,"LINESTRING (14.4145336 50.082905, 14.4140698 50.0828799, 14.4139347 50.0828858)",,
27231317,True,1,Konviktská,residential,50,False,258.32900000000006,,"LINESTRING (14.4145336 50.082905, 14.4147563 50.0829479, 14.4155169 50.0831695, 14.4163279 50.0834141, 14.4171516 50.0836182, 14.4172304 50.0836447, 14.417358 50.0837133, 14.4174493 50.0838127, 14.4174546 50.0839102, 14.4174573 50.0839609, 14.417479 50.0840021, 14.4174916 50.0840261)",,
239571516,True,,Karoliny Světlé,residential,,False,71.899,,"LINESTRING (14.4145336 50.082905, 14.4144223 50.0833335, 14.4143679 50.0835428)",,yes
39506477,True,1,Jungmannova,residential,50,False,51.144,,"LINESTRING (14.4224153 50.0817098, 14.4224224 50.081298, 14.4224334 50.0812504)",,
"[248210449, 464910727]",True,1,Jungmannova,residential,50,False,157.878,,"LINESTRING (14.4224153 50.0817098, 14.4224131 50.0817746, 14.4223906 50.0820125, 14.4223874 50.0820383, 14.4223753 50.0821351, 14.422366 50.082175, 14.4223096 50.0824175, 14.4222092 50.0827424, 14.4221604 50.0828216, 14.4221446 50.0828443, 14.4221213 50.08287, 14.4220965 50.0828917, 14.4220673 50.0829171, 14.4220378 50.082938, 14.4220096 50.0829537, 14.4219671 50.0829706, 14.4218393 50.0830175)",,
4641271,True,,Krocínova,residential,,False,24.424,,"LINESTRING (14.4138462 50.0821075, 14.4139468 50.0821091, 14.4141884 50.0821129)",,
805407401,True,,Divadelní,secondary,50,False,86.799,,"LINESTRING (14.4138462 50.0821075, 14.4138687 50.0824109, 14.4138736 50.0824764, 14.4139347 50.0828858)",,
27231316,False,,Krocínova,residential,,True,55.167,,"LINESTRING (14.4149581 50.0821456, 14.4148266 50.0821273, 14.4148105 50.0821269, 14.4141884 50.0821129)",,
27247663,True,,Karoliny Světlé,residential,,False,89.92699999999999,,"LINESTRING (14.4149581 50.0821456, 14.4149073 50.0822541, 14.4149068 50.0822552, 14.414672 50.0825924, 14.4145507 50.0828665, 14.4145336 50.082905)",,
320394087,True,1,Karoliny Světlé,residential,50,False,45.039,,"LINESTRING (14.4140265 50.0844581, 14.4138814 50.0848523)",,yes
239571513,True,,Karoliny Světlé,residential,50,False,59.673,,"LINESTRING (14.4140265 50.0844581, 14.4141481 50.0841286, 14.4142432 50.0839402)",,yes
"[523649245, 4690285]",True,,"['Anenské náměstí', 'Na Zábradlí']",residential,,False,83.52699999999999,,"LINESTRING (14.4138814 50.0848523, 14.4140565 50.0848792, 14.4142467 50.0849781, 14.4145668 50.0851224, 14.4146084 50.0851482, 14.414608 50.0851634, 14.4146041 50.0853127, 14.4146034 50.0853386)",,
1082349937,False,,Na Zábradlí,residential,,True,12.573,,"LINESTRING (14.4138814 50.0848523, 14.4137423 50.0848866, 14.4137167 50.0848925)",,
"[27667451, 993326590]",True,1,"['Liliová', 'Karlova']",living_street,20,False,121.241,,"LINESTRING (14.4163815 50.0853065, 14.4163632 50.0855034, 14.4162561 50.0859837, 14.4163016 50.0861215, 14.416589 50.0861113, 14.416717 50.0861052)",,
4340678,True,1,Husova,living_street,20,False,83.599,,"LINESTRING (14.4182499 50.0848946, 14.4182351 50.0847087, 14.4182872 50.0841864, 14.4182648 50.0841466)",2.5,
39467353,False,1,Husova,residential,30,True,66.986,,"LINESTRING (14.4182499 50.0848946, 14.4182505 50.0849107, 14.4182598 50.0851431, 14.4182959 50.0853543, 14.4182849 50.0854955)",,
4340679,False,1,Jalovcová,residential,,False,16.857,,"LINESTRING (14.4182849 50.0854955, 14.4184728 50.0855874)",,
39467353,False,1,Husova,residential,30,True,11.53,,"LINESTRING (14.4182849 50.0854955, 14.4182349 50.0855941)",,
39467353,False,1,Husova,residential,30,False,66.98599999999999,,"LINESTRING (14.4182849 50.0854955, 14.4182959 50.0853543, 14.4182598 50.0851431, 14.4182505 50.0849107, 14.4182499 50.0848946)",,
"[1078298617, 4643652]",False,1,Vejvodova,living_street,20,False,75.428,,"LINESTRING (14.4188251 50.0843852, 14.4188946 50.0844032, 14.4192233 50.0844884, 14.4195475 50.0846324, 14.4195813 50.0846531, 14.4196705 50.0847077, 14.4197194 50.0847336)",,
"[926786944, 109269613]",True,1,Jilská,living_street,20,False,27.006999999999998,,"LINESTRING (14.4188251 50.0843852, 14.4188296 50.0844639, 14.4188535 50.084599, 14.4188614 50.0846267)",2.5,
927307782,False,1,Michalská,living_street,20,False,24.958,,"LINESTRING (14.4200041 50.084357, 14.420013 50.0843228, 14.4200313 50.0842943, 14.4200583 50.0842741, 14.4202174 50.0841899)",,
"[726532411, 39467351]",True,,Mariánské náměstí,residential,,False,55.242,,"LINESTRING (14.4173606 50.086777, 14.4173217 50.0868484, 14.4173123 50.0869323, 14.4173578 50.0870225, 14.4173011 50.0872042, 14.4172707 50.0872577)",,
128490321,False,2,Platnéřská,residential,,False,48.137,,"LINESTRING (14.4172707 50.0872577, 14.4176426 50.0873214, 14.4177311 50.0873382, 14.4178405 50.0873641, 14.4179188 50.0873771)",,
128490322,False,,Platnéřská,residential,,True,31.755,,"LINESTRING (14.4172707 50.0872577, 14.4171487 50.0872385, 14.4170462 50.0872301, 14.416834 50.0872565)",,
"[128490320, 118174197]",False,,Linhartská,residential,,False,105.027,,"LINESTRING (14.4177964 50.0868667, 14.4179203 50.0868871, 14.4179446 50.086889, 14.4179821 50.0868941, 14.4192195 50.0871076)",,
39469127,False,,U Radnice,residential,,False,37.483000000000004,,"LINESTRING (14.4192195 50.0871076, 14.419139 50.0873578, 14.4191642 50.0874378)",,
"[128490320, 118174197]",False,,Linhartská,residential,,True,105.027,,"LINESTRING (14.4192195 50.0871076, 14.4179821 50.0868941, 14.4179446 50.086889, 14.4179203 50.0868871, 14.4177964 50.0868667)",,
"[926696993, 127885987]",False,,U Radnice,residential,,True,11.543,,"LINESTRING (14.4192195 50.0871076, 14.4192713 50.0870666, 14.4193088 50.0870216)",,
4340679,False,1,Jalovcová,residential,,True,16.857,,"LINESTRING (14.4184728 50.0855874, 14.4182849 50.0854955)",,
39469125,True,,Platnéřská,residential,,False,76.896,,"LINESTRING (14.4179188 50.0873771, 14.4189644 50.0875449)",,
128490321,False,2,Platnéřská,residential,,True,48.137,,"LINESTRING (14.4179188 50.0873771, 14.4178405 50.0873641, 14.4177311 50.0873382, 14.4176426 50.0873214, 14.4172707 50.0872577)",,
4353693,True,,Valentinská,residential,,False,71.0,,"LINESTRING (14.416834 50.0872565, 14.4168237 50.0873037, 14.4166051 50.0878067, 14.4165767 50.0878729)",,
128490322,False,,Platnéřská,residential,,False,31.755,,"LINESTRING (14.416834 50.0872565, 14.4170462 50.0872301, 14.4171487 50.0872385, 14.4172707 50.0872577)",,
39469125,True,,Platnéřská,residential,,False,21.119999999999997,,"LINESTRING (14.4189644 50.0875449, 14.4190951 50.0875663, 14.4191864 50.0875813, 14.4192077 50.0875913, 14.419229 50.0876134)",,
127885988,True,,,residential,,False,18.575000000000003,,"LINESTRING (14.4189644 50.0875449, 14.4190703 50.087488, 14.4191642 50.0874378)",,
4323229,False,3,Křižovnická,secondary,,False,14.526,,"LINESTRING (14.4152839 50.0878462, 14.4152666 50.087783, 14.4152457 50.0877179)",,
4323229,False,3,Křižovnická,secondary,,True,97.76599999999999,,"LINESTRING (14.4152839 50.0878462, 14.4153162 50.0880012, 14.4153561 50.0881511, 14.4154903 50.0884744, 14.4155044 50.0885099, 14.4155409 50.0886014, 14.4155853 50.0887026)",,
4353693,True,,Valentinská,residential,,False,72.706,,"LINESTRING (14.4165767 50.0878729, 14.4165261 50.0880756, 14.4164396 50.0882863, 14.4163569 50.0885108)",,
4643618,True,,Veleslavínova,residential,,False,92.28199999999998,,"LINESTRING (14.4165767 50.0878729, 14.4164623 50.0878705, 14.4154565 50.0878501, 14.4153076 50.0878467, 14.4152839 50.0878462)",,
127883999,True,,Kaprova,residential,,False,80.332,,"LINESTRING (14.4176803 50.0881973, 14.4175452 50.0882304, 14.4167633 50.0884299, 14.4166312 50.0884595)",,
127885989,True,,Žatecká,residential,,False,94.137,,"LINESTRING (14.4176803 50.0881973, 14.4176564 50.0881291, 14.4176371 50.0880558, 14.417886 50.0874584, 14.4179188 50.0873771)",,
566826589,True,,Kaprova,residential,,False,59.774,,"LINESTRING (14.4163569 50.0885108, 14.4158195 50.088611, 14.4157624 50.0886216, 14.4156977 50.0886426, 14.4156082 50.0886892, 14.4155853 50.0887026)",,
4340685,False,1,Řetězová,residential,,True,62.733,,"LINESTRING (14.4173888 50.0854411, 14.4177697 50.0855162, 14.4182349 50.0855941)",,
476507489,False,2,Smetanovo nábřeží,secondary,,True,38.206,,"LINESTRING (14.4139499 50.0853507, 14.4141473 50.0856701)",,
"[403367715, 1072183645]",False,2,Smetanovo nábřeží,secondary,,False,53.603,,"LINESTRING (14.4139499 50.0853507, 14.4137738 50.0849956, 14.4137167 50.0848925)",,
39467353,False,1,Husova,residential,30,False,11.53,,"LINESTRING (14.4182349 50.0855941, 14.4182849 50.0854955)",,
4340685,False,1,Řetězová,residential,,False,62.733,,"LINESTRING (14.4182349 50.0855941, 14.4177697 50.0855162, 14.4173888 50.0854411)",,
"[39467353, 420149851]",False,1,Husova,residential,30,"[False, True]",64.96799999999999,,"LINESTRING (14.4182349 50.0855941, 14.4180574 50.0860185, 14.4179517 50.0861465)",,
4387747,True,1,Vladislavova,residential,50,False,68.666,,"LINESTRING (14.4211418 50.081135, 14.4211425 50.0811832, 14.4211431 50.0812301, 14.4211582 50.0813481, 14.4211838 50.0816714, 14.4211903 50.0817516)",,
"[912947641, 27622830]",True,1,Purkyňova,residential,50,False,106.545,,"LINESTRING (14.4211418 50.081135, 14.4210667 50.0811417, 14.4203367 50.0811993, 14.420207 50.0811911, 14.4200999 50.0811843, 14.4197522 50.0811439, 14.4197248 50.0811397, 14.4197115 50.0811376, 14.4196917 50.0811333, 14.4196651 50.0811281)",,
27231314,False,,Boršov,residential,50,False,82.458,,"LINESTRING (14.4153733 50.0840402, 14.4146961 50.084037, 14.4146134 50.0840277, 14.4142759 50.0839479, 14.4142432 50.0839402)",,
27231314,False,,Boršov,residential,50,True,82.458,,"LINESTRING (14.4142432 50.0839402, 14.4142759 50.0839479, 14.4146134 50.0840277, 14.4146961 50.084037, 14.4153733 50.0840402)",,
239571514,True,,Karoliny Světlé,residential,50,False,45.075,,"LINESTRING (14.4142432 50.0839402, 14.41435 50.0836, 14.4143679 50.0835428)",,yes
27231316,False,,Krocínova,residential,,False,55.166999999999994,,"LINESTRING (14.4141884 50.0821129, 14.4148105 50.0821269, 14.4148266 50.0821273, 14.4149581 50.0821456)",,
27391639,True,1,U Dobřenských,residential,50,False,69.492,,"LINESTRING (14.415599 50.0837482, 14.4156093 50.0838011, 14.4157136 50.0843343, 14.4157202 50.0843683)",,
4641177,True,,Náprstkova,residential,50,False,122.196,,"LINESTRING (14.4157202 50.0843683, 14.4156202 50.0843751, 14.4149143 50.0844207, 14.4146636 50.0844744, 14.414335 50.0844756, 14.4140265 50.0844581)",,
239571512,True,,Náprstkova,residential,,False,59.123000000000005,,"LINESTRING (14.4157202 50.0843683, 14.4160133 50.0843427, 14.4165228 50.0842426)",,
27589308,False,,Platnéřská,residential,,True,56.482,,"LINESTRING (14.4143067 50.087404, 14.4144966 50.087372, 14.4149722 50.0872918, 14.4150302 50.087265, 14.4150563 50.087253)",,
"[4340684, 1151953423]",True,1,Martinská,living_street,20,False,75.329,,"LINESTRING (14.4195622 50.0831009, 14.4198116 50.083174, 14.4198873 50.0831981, 14.4199236 50.0832171, 14.4199656 50.0832436, 14.4200097 50.0832839, 14.4200571 50.0834052, 14.4201143 50.0834844, 14.4201348 50.0835129, 14.4201512 50.0835987)",,
28702162,False,1,Martinská,living_street,20,False,45.937,,"LINESTRING (14.4195622 50.0831009, 14.4195746 50.0830806, 14.4196501 50.0829331, 14.4196624 50.0829173, 14.4196817 50.0829084, 14.4197053 50.0829068, 14.419997 50.0829236)",,
28702162,False,1,Martinská,living_street,20,True,45.937000000000005,,"LINESTRING (14.419997 50.0829236, 14.4197053 50.0829068, 14.4196817 50.0829084, 14.4196624 50.0829173, 14.4196501 50.0829331, 14.4195746 50.0830806, 14.4195622 50.0831009)",,
133325747,False,,Vodičkova,residential,,False,52.251999999999995,,"LINESTRING (14.423488 50.0801414, 14.4235337 50.0801792, 14.4236221 50.0802563, 14.4239276 50.0805172)",,
"[127886419, 4640167]",True,1,Betlémská,residential,50,False,97.179,,"LINESTRING (14.4167838 50.0840691, 14.4167333 50.0839997, 14.4166992 50.0839528, 14.4166114 50.0838973, 14.415599 50.0837482)",,
27247651,True,1,Betlémské náměstí,residential,50,False,51.164,,"LINESTRING (14.4167838 50.0840691, 14.4169868 50.0840293, 14.4174916 50.0840261)",,
"[39469129, 79091681]",True,,náměstí Franze Kafky,residential,,False,26.963,,"LINESTRING (14.419229 50.0876134, 14.4192386 50.0876402, 14.4192459 50.0876662, 14.4192424 50.0876944, 14.4192216 50.0877533, 14.4192099 50.0877769, 14.4191543 50.087843)",,
