osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,width
123800144,2,278,Českodubská,secondary,50,False,False,55.239000000000004,"LINESTRING (15.0851312 50.6685984, 15.0854689 50.6683899, 15.0855448 50.6683633, 15.0856092 50.6683463, 15.0856923 50.6683373, 15.0857638 50.6683356)",,,
41081639,,,Liberecká,secondary,50,True,False,28.488,"LINESTRING (15.0857638 50.6683356, 15.0857669 50.6683143, 15.0857769 50.668294, 15.0857934 50.6682753, 15.0858156 50.6682593, 15.0858426 50.6682465, 15.0858731 50.6682375, 15.085906 50.6682328, 15.0859396 50.6682325, 15.0859727 50.6682366, 15.0860037 50.668245, 15.0860312 50.6682572, 15.0860542 50.6682729)",roundabout,,
123800144,2,278,Českodubská,secondary,50,False,True,55.239,"LINESTRING (15.0857638 50.6683356, 15.0856923 50.6683373, 15.0856092 50.6683463, 15.0855448 50.6683633, 15.0854689 50.6683899, 15.0851312 50.6685984)",,,
41081640,2,278,Mánesova,secondary,50,False,False,21.337,"LINESTRING (15.0889269 50.6686875, 15.0892257 50.6687184)",,,
41081640,2,278,Mánesova,secondary,50,False,True,56.514,"LINESTRING (15.0889269 50.6686875, 15.0881389 50.6685933)",,,
41081608,,,Mánesova,residential,,False,False,110.02099999999999,"LINESTRING (15.0889269 50.6686875, 15.0889133 50.6685254, 15.0889477 50.6684381, 15.0890412 50.6683696, 15.0893411 50.6682543, 15.0899656 50.6681016)",,,
27662542,2,,Rychnovská,unclassified,50,False,True,88.19,"LINESTRING (15.0954799 50.6683412, 15.0948461 50.6681599, 15.0945512 50.6680735, 15.0944334 50.6680402, 15.0943401 50.6680139)",,,
"[936270218, 936270210]",1,,,trunk_link,"['90', '110']",True,False,361.73599999999993,"LINESTRING (15.0954799 50.6683412, 15.0956239 50.6683624, 15.0957473 50.6683692, 15.0957985 50.6683674, 15.0958486 50.6683604, 15.0958963 50.6683485, 15.0959404 50.6683318, 15.0959841 50.6683081, 15.0960204 50.6682798, 15.0960481 50.6682478, 15.0960663 50.6682132, 15.0960745 50.6681771, 15.0961094 50.6677759, 15.0961456 50.6669803, 15.0961442 50.666256, 15.0961402 50.6658718, 15.0961818 50.6654103)",,,
579945296,2,35,,trunk,110,True,False,383.34999999999997,"LINESTRING (15.0961267 50.6688492, 15.0962003 50.6685072, 15.0962469 50.6682062, 15.0962964 50.6676958, 15.0963255 50.6672949, 15.096321 50.6669688, 15.0963075 50.666681, 15.0962593 50.6661484, 15.0961818 50.6654103)",,,
936270220,,,,trunk_link,90,True,False,78.645,"LINESTRING (15.0961267 50.6688492, 15.0960691 50.6686514, 15.0960546 50.6686166, 15.096033 50.6685832, 15.0960048 50.668552, 15.0959579 50.6685147, 15.0959015 50.6684831, 15.0958411 50.6684593, 15.0957425 50.6684271, 15.0954799 50.6683412)",,,
