osmid,oneway,name,highway,reversed,length,lanes,geometry,access,maxspeed,ref,junction
"[863550168, 96877547, 343178332]",True,Pražská,residential,False,149.317,2,"LINESTRING (14.4768206 50.3511363, 14.4772238 50.3508762, 14.4773122 50.3508115, 14.477981 50.3504465, 14.4780586 50.3504149, 14.4781427 50.3503806, 14.478414 50.3502668)",,,,
1234263993,False,Jaroslava Seiferta,residential,False,84.08,,"LINESTRING (14.4768206 50.3511363, 14.4767506 50.3509904, 14.4764337 50.3505458, 14.47636 50.3504407)",,,,
172990382,False,17. listopadu,residential,False,135.322,,"LINESTRING (14.4757534 50.3497906, 14.4773135 50.3490906)",,,,
598629403,False,Jaroslava Seiferta,residential,True,26.769,,"LINESTRING (14.4757534 50.3497906, 14.4755587 50.3495844)",,,,
28961601,False,Jaroslava Seiferta,residential,True,84.132,,"LINESTRING (14.4757534 50.3497906, 14.4762964 50.3503701, 14.47636 50.3504407)",,,,
22742173,True,Nad Soutokem,residential,False,29.411,,"LINESTRING (14.4764491 50.3483483, 14.4767189 50.3485491)",,,,
"[172990356, 196833246]",False,K Mostu,residential,True,26.551,,"LINESTRING (14.4764491 50.3483483, 14.4763704 50.3482704, 14.4762782 50.3482069, 14.4761958 50.348179)",,,,
"[172990356, 196833246]",False,K Mostu,residential,False,26.550999999999995,,"LINESTRING (14.4761958 50.348179, 14.4762782 50.3482069, 14.4763704 50.3482704, 14.4764491 50.3483483)",,,,
22742174,True,Jiráskova,residential,False,93.259,,"LINESTRING (14.4773135 50.3490906, 14.4780774 50.3497731)",,,,
172990382,False,17. listopadu,residential,True,135.322,,"LINESTRING (14.4773135 50.3490906, 14.4757534 50.3497906)",,,,
196833256,False,17. listopadu,residential,False,154.639,,"LINESTRING (14.4773135 50.3490906, 14.4790609 50.3482595)",,,,
4872274,False,Fibichova,residential,True,74.495,,"LINESTRING (14.4787657 50.3510013, 14.478767 50.3509334, 14.4787714 50.3506995, 14.4787741 50.3505529, 14.4787783 50.3503314)",,,,
"[4872275, 317656006]",False,náměstí Karla IV.,residential,False,98.619,,"LINESTRING (14.4787657 50.3510013, 14.4786438 50.3510196, 14.4784617 50.3510384, 14.478345 50.3510511, 14.4773932 50.3511397)",no,,,
326388177,True,Fibichova,residential,False,70.846,,"LINESTRING (14.4787657 50.3510013, 14.4787636 50.3510736, 14.4787598 50.3514654, 14.4787499 50.3516383)",,,,
22742171,True,Kapitána Jaroše,unclassified,False,136.69299999999998,,"LINESTRING (14.4787499 50.3516383, 14.4789722 50.351614, 14.4793107 50.3515562, 14.4796881 50.3514918, 14.4797233 50.3514858, 14.480149 50.3514132, 14.4806155 50.3513336)",,,,
172990370,True,Kapitána Jaroše,residential,False,26.475,,"LINESTRING (14.4787499 50.3516383, 14.4786003 50.3516694, 14.4785006 50.3516963, 14.4783946 50.351708)",,,,
22742168,True,Havlíčkova,residential,False,90.665,,"LINESTRING (14.4800119 50.3499326, 14.4800306 50.3499801, 14.4803054 50.3506782, 14.4803232 50.3507234)",,,,
238566922,False,Krombholcova,unclassified,False,81.565,,"LINESTRING (14.4800119 50.3499326, 14.4805565 50.3498751, 14.4811474 50.3498184)",,,,
96877551,True,Havlíčkova,residential,False,71.05199999999999,,"LINESTRING (14.4803232 50.3507234, 14.4805763 50.3512845, 14.480588 50.3512991, 14.4806155 50.3513336)",,,,
1156362527,True,28. října,residential,False,114.757,,"LINESTRING (14.4803232 50.3507234, 14.4794394 50.3508881, 14.4787657 50.3510013)",,,,
"[238566718, 238566719]",True,"['Havlíčkova', 'Nad Pivovarem']",residential,False,222.238,,"LINESTRING (14.4806155 50.3513336, 14.4806649 50.3513811, 14.481376 50.3519242, 14.4815991 50.3520733, 14.480395 50.352756)",,,,
4872279,False,Kněžny Emmy,residential,True,76.655,,"LINESTRING (14.475399 50.3507556, 14.4762838 50.3504682, 14.47636 50.3504407)",,,,
80496581,False,Palackého,unclassified,False,61.334,,"LINESTRING (14.475399 50.3507556, 14.4754521 50.3508234, 14.4755053 50.3509304, 14.4755589 50.3510508, 14.475562 50.351098, 14.4755652 50.3511462, 14.4755376 50.351288)",,,,
172990360,False,Palackého,residential,False,89.27300000000001,,"LINESTRING (14.475399 50.3507556, 14.4753303 50.3506823, 14.475163 50.3505037, 14.4751014 50.3504379, 14.4751034 50.350434, 14.4747465 50.3501301, 14.4747006 50.350091)",,,,
80496581,False,Palackého,unclassified,True,61.334,,"LINESTRING (14.4755376 50.351288, 14.4755652 50.3511462, 14.475562 50.351098, 14.4755589 50.3510508, 14.4755053 50.3509304, 14.4754521 50.3508234, 14.475399 50.3507556)",,,,
768115685,False,náměstí Míru,residential,False,52.736000000000004,,"LINESTRING (14.4747765 50.3524245, 14.4746231 50.3523258, 14.4743573 50.3521547, 14.4742532 50.3520877)",,,,
4872281,False,Husova,residential,False,108.24199999999999,,"LINESTRING (14.4742532 50.3520877, 14.4740777 50.3520534, 14.4735507 50.3517592, 14.4730854 50.3515429, 14.473035 50.3515156)",,,,
317245979,False,Legionářů,residential,True,77.187,,"LINESTRING (14.4742532 50.3520877, 14.4741335 50.3521283, 14.474069 50.3521502, 14.4733446 50.3524682)",,30,,
768115685,False,náměstí Míru,residential,True,52.736,,"LINESTRING (14.4742532 50.3520877, 14.4743573 50.3521547, 14.4746231 50.3523258, 14.4747765 50.3524245)",,,,
4872281,False,Husova,residential,True,11.772,,"LINESTRING (14.4729454 50.3514265, 14.473035 50.3515156)",,,,
172990360,False,Palackého,residential,True,89.27300000000001,,"LINESTRING (14.4747006 50.350091, 14.4747465 50.3501301, 14.4751034 50.350434, 14.4751014 50.3504379, 14.475163 50.3505037, 14.4753303 50.3506823, 14.475399 50.3507556)",,,,
172990371,True,Kapitána Jaroše,residential,False,24.9,,"LINESTRING (14.4783946 50.351708, 14.4782758 50.3516733, 14.4781767 50.3516712, 14.4780562 50.3516791)",,,,
28962353,True,Legionářů,residential,False,121.748,,"LINESTRING (14.4716274 50.3540286, 14.4717369 50.3538947, 14.4721388 50.3534965, 14.4725365 50.3531006)",,,,
38561302,False,Tyršova,tertiary,True,103.866,,"LINESTRING (14.4716274 50.3540286, 14.4725455 50.3538706, 14.4726944 50.353845, 14.473044 50.3537933)",,30,,
"[1124863111, 96863495]",False,Legionářů,tertiary,False,129.817,2,"LINESTRING (14.4716274 50.3540286, 14.4715227 50.3540523, 14.4712238 50.3541224, 14.4710514 50.3541744, 14.4709429 50.3542248, 14.4708338 50.3542815, 14.4707285 50.3543632, 14.4706486 50.3544296, 14.4705875 50.3544939, 14.4705192 50.3545955, 14.4704939 50.3546505, 14.4704709 50.3547126, 14.4704492 50.3548116)",,30,,
96863492,False,Pod Vrchem,residential,True,18.848,,"LINESTRING (14.4780619 50.3561362, 14.4780273 50.3561062, 14.4779046 50.3559996)",,,,
172990353,False,Bezručova,tertiary,False,56.924,,"LINESTRING (14.4780619 50.3561362, 14.4778112 50.3562692, 14.477425 50.3564471)",,50,2730,
172990353,False,Bezručova,tertiary,True,135.03,,"LINESTRING (14.4780619 50.3561362, 14.4781079 50.3561151, 14.4782306 50.3560588, 14.4783012 50.3560212, 14.4785248 50.3558947, 14.4788688 50.3556862, 14.4794544 50.3553107)",,50,2730,
172990353,False,Bezručova,tertiary,True,56.924,,"LINESTRING (14.477425 50.3564471, 14.4778112 50.3562692, 14.4780619 50.3561362)",,50,2730,
