osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,bridge
210753474,2,Palackého,residential,40,False,True,40.719,"LINESTRING (17.4493344 49.4520836, 17.4490278 49.4523908)",,,
31729406,,Dr. Skaláka,residential,,True,False,118.289,"LINESTRING (17.4493344 49.4520836, 17.4492533 49.4520334, 17.4480112 49.4515063, 17.4479768 49.4514917)",,,
"[213194723, 930776581]","['2', '3']",Palackého,residential,50,False,False,92.83,"LINESTRING (17.4493344 49.4520836, 17.4495049 49.4519067, 17.4497947 49.4516201, 17.4498758 49.4515375, 17.4499385 49.451464, 17.4499677 49.4514137, 17.4499892 49.4513685)",,,
210753473,2,Palackého,residential,50,False,False,39.805,"LINESTRING (17.4480588 49.4533612, 17.4483583 49.4530608)",,,
31729407,,Boženy Němcové,residential,,False,False,114.822,"LINESTRING (17.4480588 49.4533612, 17.4480001 49.453329, 17.4468411 49.4528105, 17.4467533 49.4527734)",,,
40211916,2,Palackého,residential,50,False,True,87.104,"LINESTRING (17.4480588 49.4533612, 17.4476976 49.4537128, 17.4475155 49.4538838, 17.4473939 49.4540143)",,,
349170859,3,Komenského,secondary,50,False,False,49.191,"LINESTRING (17.4493321 49.4512535, 17.4497429 49.4513256, 17.4499892 49.4513685)",434,,
40191201,,,secondary,50,True,False,22.255000000000003,"LINESTRING (17.4541307 49.4525982, 17.4540501 49.4526067, 17.4540023 49.4526051, 17.453963 49.4525995, 17.4538967 49.4525842, 17.4538409 49.4525592)",434,roundabout,
28543984,,Bratrská,residential,30,False,True,141.802,"LINESTRING (17.4473939 49.4540143, 17.4475776 49.4540788, 17.4480107 49.4542296, 17.4484548 49.4543177, 17.4486732 49.454361, 17.4490651 49.4544381, 17.4492178 49.4544682)",,,
31729450,2,Palackého,residential,50,False,True,88.978,"LINESTRING (17.4473939 49.4540143, 17.4472097 49.4542205, 17.4468234 49.454723)",,,
40211916,2,Palackého,residential,50,False,False,87.104,"LINESTRING (17.4473939 49.4540143, 17.4475155 49.4538838, 17.4476976 49.4537128, 17.4480588 49.4533612)",,,
"[31729344, 930776577]",3,Komenského,secondary,50,False,False,153.477,"LINESTRING (17.4538124 49.452416, 17.453649 49.4523636, 17.453282 49.452208, 17.4531769 49.4521652, 17.452698 49.45197, 17.4523705 49.4518556, 17.4521842 49.4517824, 17.4519849 49.4517158)","['434,150', '434']",,
40191201,,,secondary,50,True,False,35.727000000000004,"LINESTRING (17.4538124 49.452416, 17.4538712 49.4523746, 17.4539367 49.4523557, 17.4539915 49.4523499, 17.4540697 49.4523555, 17.4541292 49.4523679, 17.4541961 49.4523904, 17.454244 49.4524179)",434,roundabout,
172319036,,tř. 17. listopadu,secondary,50,True,False,84.56800000000001,"LINESTRING (17.4576303 49.4528408, 17.4573881 49.4528932, 17.4571734 49.4529385, 17.4567659 49.4529768, 17.4565013 49.4530305)",434,,
40196363,,tř. 17. listopadu,secondary,50,True,False,13.197,"LINESTRING (17.456354 49.4528113, 17.4563985 49.452818, 17.4564398 49.4528306, 17.456476 49.4528487, 17.4565055 49.4528713)",434,roundabout,
777649042,,Čechova,residential,,False,False,138.94699999999997,"LINESTRING (17.456354 49.4528113, 17.456365 49.4526469, 17.456364 49.4526393, 17.4563731 49.4524377, 17.4563763 49.4521701, 17.456338 49.4519938, 17.4562447 49.4517714, 17.456156 49.4516461, 17.4561146 49.4515907)",,,
