osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,tunnel,access
1055338226,True,3,Dornych,secondary,50,False,16.133,"LINESTRING (16.6146234 49.1895345, 16.6147135 49.1894019)",,,
"[37344100, 1055243618, 1055243619, 1055243620]",True,2,Úzká,secondary,50,False,179.399,"LINESTRING (16.6146234 49.1895345, 16.614434 49.1894709, 16.6138232 49.1892496, 16.6133927 49.1890976, 16.6130489 49.188975, 16.6128058 49.1888918, 16.6126756 49.1888538, 16.6124383 49.1887855)",,,
"[93556004, 329301406]",False,4,Křenová,tertiary,50,True,86.774,"LINESTRING (16.6181365 49.1919768, 16.6179576 49.1919857, 16.6177303 49.1919843, 16.6174398 49.1919695, 16.6172026 49.1919438, 16.6169554 49.1919014)",,,
239879490,False,4,Uhelná,secondary,50,True,14.392,"LINESTRING (16.6109766 49.1887196, 16.6109354 49.188593)",,,
"[269143081, 51767558]",True,2,Úzká,secondary,50,False,61.861,"LINESTRING (16.6109766 49.1887196, 16.6107501 49.1887506, 16.6103177 49.1888203, 16.6101473 49.1887959)",,,
4052582,False,4,Křenová,tertiary,50,False,20.485,"LINESTRING (16.6150355 49.1916558, 16.6152074 49.1916237, 16.6153092 49.191613)",,,
"[49679969, 33746274, 395358334, 395358337]",True,,Nádražní,residential,"['50', '30']",False,62.839,"LINESTRING (16.6150355 49.1916558, 16.614955 49.1917036, 16.614789 49.1918077, 16.6146824 49.1918392, 16.6143252 49.1919595, 16.6143187 49.1919613)",,,
138944932,False,6,Koliště,secondary,50,True,72.069,"LINESTRING (16.6150355 49.1916558, 16.6150536 49.1916735, 16.6152243 49.1918454, 16.6153939 49.1922525)",,,
967512702,False,7,Dornych,secondary,50,True,6.457000000000001,"LINESTRING (16.6150355 49.1916558, 16.6150095 49.1916253, 16.6149933 49.1916047)",,,
"[4844441, 691232015]",True,,Dominikánská,residential,30,False,178.94899999999998,"LINESTRING (16.6072268 49.1935487, 16.6070258 49.1934841, 16.6067025 49.1934031, 16.6064092 49.1932912, 16.6060109 49.1930496, 16.6058742 49.1928695, 16.605798 49.1927669, 16.6057655 49.1925778, 16.6057533 49.1924238)",4,,
4052289,False,4,Pekařská,tertiary,50,False,6.51,"LINESTRING (16.6051771 49.1923081, 16.6051598 49.1923007, 16.6051002 49.1922781)",,,
26338326,False,3,Šilingrovo náměstí,residential,30,True,44.303000000000004,"LINESTRING (16.6051771 49.1923081, 16.6051991 49.1923189, 16.6052647 49.1923493, 16.6057533 49.1924238)",,,
"[112675174, 327285751]",False,4,Husova,secondary,50,True,64.567,"LINESTRING (16.6051771 49.1923081, 16.6051562 49.1923702, 16.6051317 49.192452, 16.6050794 49.1925977, 16.6050659 49.1926287, 16.6050504 49.1926612, 16.6050112 49.192726, 16.6049789 49.1927892, 16.6049495 49.1928684)",,,
4020549,True,2,Nové sady,secondary,50,False,37.341,"LINESTRING (16.6074987 49.1891216, 16.6074705 49.1890929, 16.6074433 49.1890647, 16.6073937 49.1890128, 16.607194 49.1888519)",,,
40485696,False,5,Hybešova,tertiary,50,False,38.295,"LINESTRING (16.6074987 49.1891216, 16.6074672 49.1891246, 16.6074623 49.1891249, 16.6072817 49.1891356, 16.6072345 49.1891375, 16.6069735 49.1891486)",,,
117005826,False,2,Hybešova,secondary,50,False,28.447000000000003,"LINESTRING (16.6074987 49.1891216, 16.6076986 49.1891029, 16.6077456 49.1890981, 16.6078864 49.1890864)",,,
33808192,False,,Soukenická,residential,30,False,100.527,"LINESTRING (16.6062472 49.1881171, 16.6061764 49.1881439, 16.6061056 49.1881677, 16.6049249 49.1882821, 16.604897 49.1882848)",5.5,,
72981373,True,,,secondary_link,50,False,44.67699999999999,"LINESTRING (16.6084187 49.1890371, 16.6082599 49.1891124, 16.6081971 49.1891538, 16.6081676 49.1891886, 16.6081568 49.189211, 16.6081542 49.1892386, 16.6081576 49.1892716, 16.6081668 49.1893027, 16.608204 49.1893571)",,,
"[558083521, 567652548, 395358325, 34615317, 395358326, 558083518]",False,3,Hybešova,secondary,50,False,128.48299999999998,"LINESTRING (16.6084187 49.1890371, 16.6085359 49.1890236, 16.6086046 49.1890154, 16.6087927 49.188992, 16.6089302 49.1889728, 16.6091082 49.1889522, 16.609367 49.1889139, 16.6100813 49.188806, 16.6101473 49.1887959)",,,
1208358234,False,2,Hybešova,secondary,50,True,39.071,"LINESTRING (16.6084187 49.1890371, 16.6081139 49.1890667, 16.6080684 49.1890707, 16.6078864 49.1890864)",,,
15875401,False,,Benešova,residential,50,True,9.647,"LINESTRING (16.6140308 49.1934764, 16.6140061 49.1934822, 16.6139683 49.193491, 16.6139306 49.1934997, 16.6139059 49.1935058)",,,
"[1012774938, 292906599, 1057433622, 1055555546, 1055555547]",True,1,Benešova,residential,30,False,116.31700000000001,"LINESTRING (16.6140308 49.1934764, 16.6140574 49.1935232, 16.6142241 49.193817, 16.6143341 49.1940086, 16.6144419 49.1942008, 16.6144634 49.1942387, 16.6144836 49.194264, 16.6145249 49.1943043, 16.6145738 49.1943368, 16.6147075 49.1944043)",,,
35856429,False,,Orlí,residential,,True,51.884,"LINESTRING (16.6125065 49.1941545, 16.6122384 49.1940115, 16.6120084 49.1938889, 16.6119533 49.1938595)",,,
"[52050173, 84802839]",True,,Orlí,residential,,False,23.04,"LINESTRING (16.6125065 49.1941545, 16.6126487 49.1942279, 16.6127578 49.1942808)",,building_passage,
4083959,False,2,Rooseveltova,residential,30,False,127.42399999999999,"LINESTRING (16.6135762 49.1953567, 16.6135025 49.1954391, 16.6134918 49.1954515, 16.6133167 49.1956517, 16.612823 49.1962117, 16.6127007 49.1963496)",,,
51969134,False,2,Divadelní,residential,30,True,85.853,"LINESTRING (16.6135762 49.1953567, 16.6136803 49.195237, 16.6141472 49.1947044, 16.6141641 49.194687)",,,no
"[48262699, 330271580]",False,2,Malinovského náměstí,residential,30,True,79.86599999999999,"LINESTRING (16.6135762 49.1953567, 16.6135942 49.1953629, 16.613637 49.1953798, 16.6137107 49.1954079, 16.6137633 49.1954275, 16.6139191 49.1954821, 16.6142774 49.1956138, 16.6145309 49.1957124)",,,
8324873,False,,Sukova,residential,30,False,97.898,"LINESTRING (16.6123839 49.1962712, 16.6124172 49.1961603, 16.6127092 49.195417)",,,
16377849,False,,Dvořákova,residential,50,True,24.794,"LINESTRING (16.6123839 49.1962712, 16.6125621 49.1963011, 16.6126805 49.1963421, 16.6127007 49.1963496)",,,
"[93556004, 329301406]",False,4,Křenová,tertiary,50,False,86.77399999999999,"LINESTRING (16.6169554 49.1919014, 16.6172026 49.1919438, 16.6174398 49.1919695, 16.6177303 49.1919843, 16.6179576 49.1919857, 16.6181365 49.1919768)",,,
"[138944929, 329301404]",False,5,Křenová,tertiary,50,True,68.324,"LINESTRING (16.6169554 49.1919014, 16.6165174 49.1918061, 16.6160601 49.1917139)",,,
4052582,False,4,Křenová,tertiary,50,True,55.964999999999996,"LINESTRING (16.6160601 49.1917139, 16.6158283 49.1916722, 16.6156192 49.1916333, 16.6155426 49.1916228, 16.6154028 49.1916142, 16.6153092 49.191613)",,,
33746282,True,1,,secondary_link,50,False,97.706,"LINESTRING (16.6160601 49.1917139, 16.6159551 49.1917133, 16.6157895 49.1917175, 16.6155985 49.1917338, 16.6154951 49.1917671, 16.6154579 49.1918044, 16.6154064 49.1918822, 16.6153808 49.19207, 16.6153939 49.1922525)",,,
"[138944929, 329301404]",False,5,Křenová,tertiary,50,False,68.324,"LINESTRING (16.6160601 49.1917139, 16.6165174 49.1918061, 16.6169554 49.1919014)",,,
50312545,False,,Měnínská,residential,,True,7.801,"LINESTRING (16.6127642 49.1951025, 16.6128704 49.1951128)",,,
189805457,True,,Měnínská,residential,,False,107.06400000000001,"LINESTRING (16.6127642 49.1951025, 16.6127495 49.1950482, 16.6125065 49.1941545)",,,
4071363,False,2,Nádražní,secondary,50,False,22.384,"LINESTRING (16.6087419 49.1898062, 16.6087066 49.189834, 16.6086713 49.1898541, 16.6086063 49.1898825, 16.6085653 49.189899, 16.6084955 49.189924)",,,
"[664885001, 41826597]",True,,Nádražní,residential,30,False,236.01600000000005,"LINESTRING (16.6087419 49.1898062, 16.6088891 49.1898596, 16.6092371 49.1899868, 16.6097541 49.1901694, 16.6100535 49.1902754, 16.6102443 49.1903746, 16.6105703 49.1904908, 16.6107076 49.1905402, 16.6113004 49.1907511, 16.611419 49.1907936, 16.6114664 49.1908105, 16.6115674 49.1908483)",,,
"[38590304, 8319838, 8319839]",False,,Nádražní,residential,50,False,25.419,"LINESTRING (16.6114184 49.1910551, 16.6114685 49.1909856, 16.6114773 49.1909741, 16.6114892 49.1909586, 16.6115314 49.1909006, 16.6115483 49.1908749, 16.6115674 49.1908483)",,,
"[680556184, 15875407]",False,,"['Masarykova', 'Bašty']",residential,,"[False, True]",196.687,"LINESTRING (16.6114184 49.1910551, 16.6113453 49.1911485, 16.6113127 49.1911562, 16.6112758 49.1911586, 16.6111509 49.1911206, 16.6107258 49.1909925, 16.6091867 49.1905288, 16.609153 49.1905186, 16.6090757 49.1904953, 16.6090293 49.1904809)",,,
"[1055549027, 84802844]",True,,Nádražní,residential,30,False,248.20399999999998,"LINESTRING (16.6114184 49.1910551, 16.6113592 49.191017, 16.6112793 49.1909713, 16.6112674 49.1909656, 16.6111025 49.1908886, 16.6104299 49.1906499, 16.6099463 49.1904784, 16.609614 49.1903835, 16.609578 49.1903705, 16.6087677 49.1900813, 16.6087216 49.190065, 16.6086862 49.1900508, 16.6086546 49.1900329, 16.6085598 49.1899683, 16.6084955 49.189924)",,,
"[38590304, 8319838, 8319839]",False,,Nádražní,residential,50,True,25.419,"LINESTRING (16.6115674 49.1908483, 16.6115483 49.1908749, 16.6115314 49.1909006, 16.6114892 49.1909586, 16.6114773 49.1909741, 16.6114685 49.1909856, 16.6114184 49.1910551)",,,
"[84802848, 33746272, 112652546, 112652547, 932940406, 395358330, 1056131291, 33746271]",True,,Nádražní,residential,"['30', '50']",False,292.55999999999995,"LINESTRING (16.6115674 49.1908483, 16.6116167 49.190862, 16.6116692 49.1908695, 16.6118107 49.1908792, 16.6118709 49.1908918, 16.6119336 49.1909155, 16.612001 49.1909406, 16.612161 49.1910023, 16.6123573 49.1910781, 16.6129281 49.191294, 16.612964 49.1913123, 16.6129941 49.1913344, 16.6130199 49.1913614, 16.6131075 49.1914759, 16.6131246 49.191503, 16.6131804 49.1915375, 16.6132338 49.1915697, 16.6133136 49.1916114, 16.6134019 49.1916457, 16.6135904 49.1917132, 16.6137394 49.1917661, 16.6138725 49.191811, 16.6139447 49.1918257, 16.6140071 49.1918316, 16.614078 49.1918327, 16.6141489 49.191827, 16.6142045 49.1918177, 16.6142128 49.1918151, 16.6145785 49.1917036, 16.6146841 49.1916702, 16.6147511 49.1916647, 16.6148625 49.1916584, 16.6150355 49.1916558)",4,,
"[151948204, 27765238]",False,,Nádražní,residential,,True,62.705999999999996,"LINESTRING (16.6064406 49.1891513, 16.6064415 49.1891702, 16.6064457 49.1892585, 16.6064476 49.1892892, 16.6064624 49.1895428, 16.6064634 49.1895582, 16.6064655 49.189578, 16.6064737 49.1896034, 16.6065506 49.1897023)",,,
"[328042380, 328042382]",False,5,Hybešova,tertiary,50,True,38.798,"LINESTRING (16.6064406 49.1891513, 16.606524 49.1891571, 16.6065982 49.1891596, 16.606727 49.1891572, 16.6069735 49.1891486)",,,
"[51998729, 329177963, 329177965]",True,3,Dornych,secondary,50,False,129.938,"LINESTRING (16.6158769 49.1885894, 16.6158304 49.1886294, 16.6157858 49.1886672, 16.6157412 49.1887045, 16.6156536 49.1887807, 16.6154608 49.1889644, 16.6153855 49.1890279, 16.6153087 49.1890924, 16.6151877 49.1892195, 16.6150787 49.1893326, 16.6150056 49.1894104, 16.6148926 49.1895618)",,,
"[738123280, 738142573, 26338366]",True,,Přízova,residential,30,False,175.138,"LINESTRING (16.6158769 49.1885894, 16.6158735 49.1886235, 16.6158825 49.1886535, 16.6159085 49.1886781, 16.6159299 49.1887066, 16.6160447 49.189148, 16.6161415 49.1894944, 16.6162586 49.1899006, 16.6163291 49.1901315)",,,
"[112675174, 327285751]",False,4,Husova,secondary,50,False,64.56700000000001,"LINESTRING (16.6049495 49.1928684, 16.6049789 49.1927892, 16.6050112 49.192726, 16.6050504 49.1926612, 16.6050659 49.1926287, 16.6050794 49.1925977, 16.6051317 49.192452, 16.6051562 49.1923702, 16.6051771 49.1923081)",,,
4083959,False,2,Rooseveltova,residential,30,True,127.424,"LINESTRING (16.6127007 49.1963496, 16.612823 49.1962117, 16.6133167 49.1956517, 16.6134918 49.1954515, 16.6135025 49.1954391, 16.6135762 49.1953567)",,,
8324872,True,,Dvořákova,residential,50,False,69.204,"LINESTRING (16.6127007 49.1963496, 16.612719 49.1963566, 16.6128013 49.1963883, 16.6135159 49.1966714)",,,
16377849,False,,Dvořákova,residential,50,False,24.794,"LINESTRING (16.6127007 49.1963496, 16.6126805 49.1963421, 16.6125621 49.1963011, 16.6123839 49.1962712)",,,
8324874,False,4,Malinovského náměstí,residential,,False,92.523,"LINESTRING (16.6156531 49.196105, 16.6154372 49.1960355, 16.6152916 49.1959887, 16.6146951 49.1957746, 16.6146056 49.1957421, 16.6145309 49.1957124)",,,
8324888,False,5,Cejl,tertiary,50,False,30.919999999999998,"LINESTRING (16.6156531 49.196105, 16.6157792 49.1961503, 16.6157969 49.1961572, 16.6158551 49.1961799, 16.6159517 49.1962201, 16.6160185 49.1962473)",,,
332341723,False,5,Koliště,secondary,50,False,37.477999999999994,"LINESTRING (16.6156531 49.196105, 16.6156622 49.1960949, 16.6157353 49.1960145, 16.6159162 49.1958151)",,,
423831086,False,5,Cejl,tertiary,50,True,5.105,"LINESTRING (16.6160782 49.1962715, 16.6160185 49.1962473)",,,
332341717,False,4,Cejl,tertiary,50,False,33.714999999999996,"LINESTRING (16.6160782 49.1962715, 16.6161821 49.1963305, 16.616284 49.1964053, 16.6163957 49.1964917)",,,
28665283,False,,Mlýnská,residential,30,False,42.236999999999995,"LINESTRING (16.6146062 49.1908383, 16.6146641 49.190839, 16.6147063 49.1908369, 16.6150833 49.1908491, 16.6151867 49.1908524)",,,
"[138944936, 1055515866, 4052656]",True,3,Dornych,secondary,50,False,77.944,"LINESTRING (16.6146062 49.1908383, 16.6146349 49.1909487, 16.6146731 49.1910217, 16.6147352 49.1911317, 16.6147996 49.1912243, 16.6149019 49.191362, 16.6149989 49.1914866)",,,
