osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,tunnel,access
"[305013770, 364292636]",Svatoplukova,tertiary,False,True,122.09,"LINESTRING (17.1169466 49.4729382, 17.1171902 49.4729356, 17.1172549 49.472933, 17.1176801 49.4729207, 17.1179894 49.4729112, 17.1184895 49.472893, 17.1186345 49.4728897)",3,150,50,,,
"[311170609, 311170610, 264870869, 364292638]",Újezd,secondary,False,True,287.82899999999995,"LINESTRING (17.1169466 49.4729382, 17.1169831 49.4728296, 17.1169953 49.4727928, 17.1170185 49.4727359, 17.1171378 49.4724385, 17.117303 49.4720264, 17.1173657 49.47187, 17.1174445 49.4716736, 17.1175961 49.4712977, 17.1176156 49.4712493, 17.1176736 49.4711049, 17.1176888 49.471067, 17.1177626 49.4708841, 17.1178115 49.4706993, 17.1178394 49.4705606, 17.1178618 49.4704218)","['4', '3']",150,50,,,
"[8080502, 8080503]",Svatoplukova,secondary,False,True,102.62999999999998,"LINESTRING (17.1160917 49.4735776, 17.1161064 49.4734899, 17.1161338 49.4734073, 17.1161686 49.4733282, 17.1161998 49.473287, 17.116267 49.4732092, 17.1163387 49.4731458, 17.1163987 49.473108, 17.1165181 49.4730491, 17.11667 49.4729909, 17.1168342 49.4729521, 17.1169466 49.4729382)",4,150A,50,,,
"[364292635, 406913228]",Olomoucká,tertiary,False,True,313.603,"LINESTRING (17.1160917 49.4735776, 17.1161543 49.4737983, 17.1161608 49.4738286, 17.1162405 49.474198, 17.1162763 49.4744071, 17.116349 49.4748314, 17.1164594 49.4754283, 17.1165085 49.4756715, 17.1165262 49.4757589, 17.1166858 49.4763705)",3,44934,50,,,
364292637,Vojáčkovo nám.,secondary,False,False,88.044,"LINESTRING (17.1160917 49.4735776, 17.1158748 49.4735879, 17.1157995 49.4735984, 17.1149018 49.4737407)",3,150A,50,,,
49227778,Vápenice,secondary,False,True,67.63,"LINESTRING (17.1139895 49.4738767, 17.1149018 49.4737407)",,150A,50,,,
49227782,Vápenice,secondary,False,False,28.983,"LINESTRING (17.1139895 49.4738767, 17.1138711 49.4738938, 17.113801 49.4739038, 17.1137517 49.4739109, 17.1135979 49.4739331)",,150A,50,,,
8080500,Blahoslavova,secondary,True,False,92.76700000000001,"LINESTRING (17.1073402 49.4746069, 17.1075924 49.474665, 17.1078278 49.4746776, 17.1080445 49.4746607, 17.1083273 49.4746322, 17.1083933 49.4746255, 17.1084997 49.474614, 17.1085926 49.4745882)",1,150A,50,,,
360994111,Blahoslavova,secondary,False,False,40.653,"LINESTRING (17.1073402 49.4746069, 17.1072926 49.4745677, 17.1072314 49.4745149, 17.1071811 49.4744551, 17.1071554 49.4744187, 17.1071348 49.4743763, 17.1071077 49.474281)",,150A,50,,,
"[9811374, 147217759]","['Hliníky', 'Floriánské nám.']",residential,True,False,271.519,"LINESTRING (17.1071077 49.474281, 17.1067248 49.4742521, 17.1062721 49.4742245, 17.1061312 49.4742079, 17.105957 49.4741774, 17.1059127 49.4741426, 17.1058718 49.4740958, 17.1058541 49.4736669, 17.1058393 49.4734713, 17.1058206 49.4731125, 17.1058137 49.4725878, 17.1058105 49.4725098)",,,,,,
360994111,Blahoslavova,secondary,False,True,40.653,"LINESTRING (17.1071077 49.474281, 17.1071348 49.4743763, 17.1071554 49.4744187, 17.1071811 49.4744551, 17.1072314 49.4745149, 17.1072926 49.4745677, 17.1073402 49.4746069)",,150A,50,,,
"[314184832, 454043173, 1025563141, 314184830]",Blahoslavova,secondary,False,False,206.15,"LINESTRING (17.1071077 49.474281, 17.1070927 49.4741969, 17.1070797 49.4738681, 17.1070751 49.473818, 17.1070725 49.4737545, 17.1070666 49.4736633, 17.1070592 49.4735475, 17.1070298 49.4730896, 17.1069979 49.4725923, 17.1069957 49.472547, 17.1069915 49.4724289)",3,150A,50,,,
"[5230156, 147370036]","['Jiráskovo nám.', 'Plumlovská']",secondary,False,False,85.949,"LINESTRING (17.1069915 49.4724289, 17.1068388 49.4724264, 17.1067881 49.4724269, 17.1063593 49.4724574, 17.1058105 49.4725098)","['2', '3']",150,50,,,
"[454043176, 8104036]",Palackého,secondary,False,False,105.05800000000002,"LINESTRING (17.1069915 49.4724289, 17.1070248 49.4723857, 17.1070513 49.4723535, 17.1070746 49.4723071, 17.1070803 49.472256, 17.1070879 49.4721967, 17.1070882 49.4717502, 17.1070903 49.4716563, 17.1071136 49.471497)","['2', '3']",150,50,,,
"[314184832, 1025563141, 454043173, 314184830]",Blahoslavova,secondary,False,True,206.14999999999998,"LINESTRING (17.1069915 49.4724289, 17.1069957 49.472547, 17.1069979 49.4725923, 17.1070298 49.4730896, 17.1070592 49.4735475, 17.1070666 49.4736633, 17.1070725 49.4737545, 17.1070751 49.473818, 17.1070797 49.4738681, 17.1070927 49.4741969, 17.1071077 49.474281)",3,150A,50,,,
145481298,Žeranovská,tertiary,False,False,242.169,"LINESTRING (17.1075964 49.4685513, 17.1076961 49.4685981, 17.1077927 49.4686435, 17.1080291 49.4687233, 17.1083947 49.4688034, 17.1084712 49.468818, 17.109211 49.4689592, 17.1099773 49.4691054, 17.1102808 49.4691698, 17.1103565 49.4691899, 17.1104348 49.4692235, 17.1105073 49.4692814, 17.1105768 49.4694017)",,37766,50,,,
145481298,Žeranovská,tertiary,False,True,146.063,"LINESTRING (17.1075964 49.4685513, 17.1064928 49.4680305, 17.1062671 49.4679304, 17.1059546 49.4677852)",,37766,50,,,
8074283,Kostelecká,tertiary,False,False,80.793,"LINESTRING (17.1081443 49.475883, 17.1085503 49.475206)",2,,50,,,
8078846,Fanderlíkova,residential,False,False,81.32900000000001,"LINESTRING (17.1081443 49.475883, 17.1080033 49.4758691, 17.1070203 49.4758743)",,,,,,
374299860,,secondary,True,False,11.265,"LINESTRING (17.1087969 49.4747337, 17.108769 49.4747447, 17.1087453 49.4747502, 17.1086961 49.4747534, 17.108672 49.4747511, 17.1086488 49.4747464)",,,,roundabout,,
463321390,Kostelecká,tertiary,True,False,55.684,"LINESTRING (17.1087969 49.4747337, 17.1087626 49.4748554, 17.1086325 49.4750898, 17.1085503 49.475206)",,,50,,,
"[904033180, 8074287]",,residential,False,False,94.60999999999999,"LINESTRING (17.1097483 49.4744675, 17.1096962 49.4743431, 17.1095448 49.4739952, 17.1094188 49.4737057, 17.1093634 49.4736583)",3,,,,,
9811370,Rejskova,residential,True,False,161.33599999999998,"LINESTRING (17.1097483 49.4744675, 17.1097983 49.4746273, 17.1098024 49.4746389, 17.1098287 49.4747132, 17.1102582 49.47588)",,,,,,
49227785,Vápenice,secondary,False,False,38.801,"LINESTRING (17.1097483 49.4744675, 17.1094633 49.4745128, 17.1092219 49.4745341)",,150A,50,,,
49227785,Vápenice,secondary,False,True,284.42699999999996,"LINESTRING (17.1097483 49.4744675, 17.1098532 49.4744521, 17.1098919 49.4744467, 17.1099423 49.4744392, 17.1115102 49.4742221, 17.1118911 49.4741693, 17.1125528 49.4740736, 17.1129255 49.4740235, 17.1135979 49.4739331)",,150A,50,,,
"[8074288, 8074286]","['Školní', 'Šerhovní']",residential,True,False,414.79499999999996,"LINESTRING (17.1093634 49.4736583, 17.1095155 49.4736284, 17.1095492 49.4736221, 17.1097823 49.4735827, 17.1100054 49.4735491, 17.1103148 49.4734393, 17.1105907 49.4733701, 17.1108367 49.4733386, 17.1109365 49.4733258, 17.1110246 49.4733145, 17.1115492 49.4732868, 17.1120796 49.4732454, 17.1123722 49.473223, 17.1131076 49.4731666, 17.1133448 49.4731484, 17.1135257 49.4731345, 17.113681 49.4731226, 17.1137399 49.4731181, 17.1137734 49.4731223, 17.1138317 49.4731296, 17.1138384 49.4731596, 17.1139895 49.4738767)",,,,,,
10275672,Pernštýnské nám.,living_street,False,False,106.311,"LINESTRING (17.1093634 49.4736583, 17.1093016 49.4735945, 17.1092332 49.473097, 17.1092301 49.4727158)",,,,,,
"[10275674, 676096757]","['Skálovo nám.', 'Pernštýnské nám.']",residential,False,False,131.046,"LINESTRING (17.1093634 49.4736583, 17.1092987 49.4736659, 17.1092374 49.4736697, 17.1090327 49.4736738, 17.1089222 49.4736729, 17.1087573 49.4736609, 17.1086154 49.4736452, 17.1084691 49.4736252, 17.1084074 49.4736157, 17.1083454 49.4736057, 17.1082893 49.4735918, 17.1082257 49.4735677, 17.1081723 49.4735383, 17.1081294 49.4735027, 17.1078864 49.4732105)",,,,,,
"[904033180, 8074287]",,residential,False,True,94.61,"LINESTRING (17.1093634 49.4736583, 17.1094188 49.4737057, 17.1095448 49.4739952, 17.1096962 49.4743431, 17.1097483 49.4744675)",3,,,,,
"[305013770, 364292636]",Svatoplukova,tertiary,False,False,122.08999999999999,"LINESTRING (17.1186345 49.4728897, 17.1184895 49.472893, 17.1179894 49.4729112, 17.1176801 49.4729207, 17.1172549 49.472933, 17.1171902 49.4729356, 17.1169466 49.4729382)",3,150,50,,,
406913228,Olomoucká,tertiary,False,True,13.879,"LINESTRING (17.1166858 49.4763705, 17.1167136 49.476494)",,44934,50,,,
"[364292635, 406913228]",Olomoucká,tertiary,False,False,313.603,"LINESTRING (17.1166858 49.4763705, 17.1165262 49.4757589, 17.1165085 49.4756715, 17.1164594 49.4754283, 17.116349 49.4748314, 17.1162763 49.4744071, 17.1162405 49.474198, 17.1161608 49.4738286, 17.1161543 49.4737983, 17.1160917 49.4735776)",3,44934,50,,,
10567990,Vodní,residential,False,False,30.262999999999998,"LINESTRING (17.1058191 49.4690654, 17.1058824 49.4691176, 17.1059579 49.4691561, 17.1061514 49.4692249)",,,,,,
145479955,Na hrázi,residential,False,False,144.326,"LINESTRING (17.1058191 49.4690654, 17.105803 49.4690419, 17.1057919 49.4690113, 17.1057802 49.4689463, 17.1057649 49.4688236, 17.1057734 49.4687437, 17.1059888 49.4679324, 17.1059546 49.4677852)",,,,,,
8078851,Dolní,secondary,True,False,34.167,"LINESTRING (17.1180717 49.4694137, 17.1179197 49.4695821, 17.1178942 49.4696125, 17.1178867 49.4696292, 17.1178812 49.4696486, 17.1178809 49.4696889)",,,50,,,
92375913,Petrské náměstí,secondary,True,False,14.853000000000002,"LINESTRING (17.1177375 49.469942, 17.1177037 49.4699382, 17.1176604 49.4699282, 17.1175984 49.4699068, 17.1175758 49.4698965, 17.1175556 49.4698844)",2,150,50,roundabout,,
406913228,Olomoucká,tertiary,False,False,13.879,"LINESTRING (17.1167136 49.476494, 17.1166858 49.4763705)",,44934,50,,,
8099410,Havlíčkova,residential,False,False,170.187,"LINESTRING (17.1135979 49.4739331, 17.1136172 49.4739982, 17.1140442 49.4754359)",,,,,,
49227782,Vápenice,secondary,False,True,28.983,"LINESTRING (17.1135979 49.4739331, 17.1137517 49.4739109, 17.113801 49.4739038, 17.1138711 49.4738938, 17.1139895 49.4738767)",,150A,50,,,
49227785,Vápenice,secondary,False,False,284.42699999999996,"LINESTRING (17.1135979 49.4739331, 17.1129255 49.4740235, 17.1125528 49.4740736, 17.1118911 49.4741693, 17.1115102 49.4742221, 17.1099423 49.4744392, 17.1098919 49.4744467, 17.1098532 49.4744521, 17.1097483 49.4744675)",,150A,50,,,
8099410,Havlíčkova,residential,False,True,170.187,"LINESTRING (17.1140442 49.4754359, 17.1136172 49.4739982, 17.1135979 49.4739331)",,,,,,
9811373,Partyzánská,residential,False,False,125.01599999999999,"LINESTRING (17.1140442 49.4754359, 17.1148965 49.4753171, 17.115736 49.4752001)",,,,,,
1025563140,Palackého,secondary,False,False,4.001,"LINESTRING (17.1071136 49.471497, 17.1071216 49.4714614)",2,150,50,,,
10567992,,residential,True,False,23.724,"LINESTRING (17.1071136 49.471497, 17.1070233 49.4714905, 17.1067864 49.4714798)",,,,,,
"[454043176, 8104036]",Palackého,secondary,False,True,105.058,"LINESTRING (17.1071136 49.471497, 17.1070903 49.4716563, 17.1070882 49.4717502, 17.1070879 49.4721967, 17.1070803 49.472256, 17.1070746 49.4723071, 17.1070513 49.4723535, 17.1070248 49.4723857, 17.1069915 49.4724289)","['2', '3']",150,50,,,
8104037,Poděbradovo nám.,secondary,False,False,44.992000000000004,"LINESTRING (17.1099748 49.4701293, 17.1099898 49.4701152, 17.1100022 49.4700972, 17.1100258 49.4700576, 17.1100731 49.4699735, 17.1101641 49.4698052, 17.1102 49.4697528)",,150,50,,,
146666992,Žižkovo nám.,residential,False,True,60.235,"LINESTRING (17.1099748 49.4701293, 17.1099232 49.4702121, 17.1098828 49.4702748, 17.1097855 49.4705268, 17.1097398 49.4706478)",,,,,,
244915306,Palackého,secondary,False,True,138.87999999999997,"LINESTRING (17.1099748 49.4701293, 17.1099548 49.4701356, 17.1099322 49.4701388, 17.1098748 49.4701406, 17.1097784 49.4701419, 17.1097162 49.4701414, 17.1096543 49.4701409, 17.1095987 49.4701405, 17.1084561 49.4701302, 17.1084113 49.470132, 17.1083712 49.470134, 17.1082928 49.4701428, 17.1082366 49.4701532, 17.1081823 49.4701673, 17.1081316 49.4701861, 17.1080809 49.4702074)",,150,50,,,
"[311170599, 8104143]",Poděbradovo nám.,secondary,False,False,51.659000000000006,"LINESTRING (17.1105768 49.4694017, 17.1106389 49.4693919, 17.1107048 49.4693868, 17.1108364 49.4693838, 17.1110003 49.4693926, 17.1110549 49.4693978, 17.1112857 49.4694199)",4,150,50,,,
145481298,Žeranovská,tertiary,False,True,242.169,"LINESTRING (17.1105768 49.4694017, 17.1105073 49.4692814, 17.1104348 49.4692235, 17.1103565 49.4691899, 17.1102808 49.4691698, 17.1099773 49.4691054, 17.109211 49.4689592, 17.1084712 49.468818, 17.1083947 49.4688034, 17.1080291 49.4687233, 17.1077927 49.4686435, 17.1076961 49.4685981, 17.1075964 49.4685513)",,37766,50,,,
"[311170600, 143540596, 311170598]",Poděbradovo nám.,secondary,False,True,48.308,"LINESTRING (17.1105768 49.4694017, 17.1105301 49.46942, 17.1104909 49.4694431, 17.1104543 49.4694685, 17.1104178 49.4694963, 17.1103817 49.4695308, 17.110231 49.4697092, 17.1102 49.4697528)","['2', '3']",150,50,,,
9240695,Studentská,residential,False,False,212.329,"LINESTRING (17.1170946 49.4683848, 17.1170146 49.4683867, 17.1151549 49.4684318, 17.1148793 49.4684385, 17.1142691 49.4684479, 17.114158 49.4684487)",,,,,,
9240695,Studentská,residential,False,True,212.329,"LINESTRING (17.114158 49.4684487, 17.1142691 49.4684479, 17.1148793 49.4684385, 17.1151549 49.4684318, 17.1170146 49.4683867, 17.1170946 49.4683848)",,,,,,
10310331,Tylova,residential,False,False,128.56900000000002,"LINESTRING (17.114158 49.4684487, 17.114158 49.4685242, 17.1141559 49.4686049, 17.1141432 49.4695529, 17.1141425 49.4696049)",,,,,,
147444083,Libušinka,residential,False,False,120.069,"LINESTRING (17.114158 49.4684487, 17.1139388 49.4684442, 17.1124973 49.4684138)",,,,,,
9811264,Partyzánská,residential,True,False,277.85100000000006,"LINESTRING (17.1102825 49.4759549, 17.1103647 49.4759418, 17.1104158 49.4759348, 17.1122534 49.4756821, 17.1139516 49.4754486, 17.1140442 49.4754359)",,,,,,
9811370,Rejskova,residential,True,False,8.512,"LINESTRING (17.1102582 49.47588, 17.1102825 49.4759549)",,,,,,
9811373,Partyzánská,residential,False,True,125.01599999999999,"LINESTRING (17.115736 49.4752001, 17.1148965 49.4753171, 17.1140442 49.4754359)",,,,,,
"[147370036, 5230156]","['Jiráskovo nám.', 'Plumlovská']",secondary,False,True,85.949,"LINESTRING (17.1058105 49.4725098, 17.1063593 49.4724574, 17.1067881 49.4724269, 17.1068388 49.4724264, 17.1069915 49.4724289)","['2', '3']",150,50,,,
145479955,Na hrázi,residential,False,True,144.32600000000002,"LINESTRING (17.1059546 49.4677852, 17.1059888 49.4679324, 17.1057734 49.4687437, 17.1057649 49.4688236, 17.1057802 49.4689463, 17.1057919 49.4690113, 17.105803 49.4690419, 17.1058191 49.4690654)",,,,,,
145481298,Žeranovská,tertiary,False,False,146.063,"LINESTRING (17.1059546 49.4677852, 17.1062671 49.4679304, 17.1064928 49.4680305, 17.1075964 49.4685513)",,37766,50,,,
49227785,Vápenice,secondary,False,True,38.801,"LINESTRING (17.1092219 49.4745341, 17.1094633 49.4745128, 17.1097483 49.4744675)",,150A,50,,,
715827963,Vápenice,secondary,True,False,31.007,"LINESTRING (17.1092219 49.4745341, 17.1090516 49.4745901, 17.1089651 49.4746058, 17.1089047 49.4746302, 17.1088567 49.4746696)",,150A,50,,,
10275673,Pernštýnské nám.,living_street,False,False,13.314,"LINESTRING (17.1092301 49.4727158, 17.1090735 49.4726527)",,,,,,
10275672,Pernštýnské nám.,living_street,False,True,106.31099999999999,"LINESTRING (17.1092301 49.4727158, 17.1092332 49.473097, 17.1093016 49.4735945, 17.1093634 49.4736583)",,,,,,
146667124,Pernštýnské nám.,living_street,False,False,33.453,"LINESTRING (17.1092301 49.4727158, 17.1095145 49.4726376, 17.1096471 49.4725865)",,,,,,
10275686,náměstí Tomáše Garrigue Masaryka,living_street,False,True,191.195,"LINESTRING (17.1096471 49.4725865, 17.1096879 49.4719995, 17.1109817 49.4720237, 17.1112459 49.4720286, 17.1113176 49.4720469, 17.111384 49.4721007)",,,,,,
146667124,Pernštýnské nám.,living_street,False,True,33.453,"LINESTRING (17.1096471 49.4725865, 17.1095145 49.4726376, 17.1092301 49.4727158)",,,,,,
183703123,náměstí Tomáše Garrigue Masaryka,living_street,False,False,125.64299999999999,"LINESTRING (17.1096471 49.4725865, 17.1106097 49.4724792, 17.110988 49.4724494, 17.1113687 49.4724378)",,,,,,
10275686,náměstí Tomáše Garrigue Masaryka,living_street,False,False,37.5,"LINESTRING (17.1113687 49.4724378, 17.111384 49.4721007)",,,,,,
183703123,náměstí Tomáše Garrigue Masaryka,living_street,False,True,125.643,"LINESTRING (17.1113687 49.4724378, 17.110988 49.4724494, 17.1106097 49.4724792, 17.1096471 49.4725865)",,,,,,
"[1164920104, 676096758, 143442111]","['Dukelská brána', 'náměstí Tomáše Garrigue Masaryka', 'nám. T. G. Masaryka']",living_street,False,"[False, True]",169.644,"LINESTRING (17.1113687 49.4724378, 17.1114119 49.4724396, 17.1119948 49.4724643, 17.1122631 49.4724756, 17.1134532 49.4725259, 17.1137116 49.4725363)",,,,,,
"[1164920104, 676096758, 143442111]","['Dukelská brána', 'nám. T. G. Masaryka', 'náměstí Tomáše Garrigue Masaryka']",living_street,False,"[False, True]",169.644,"LINESTRING (17.1137116 49.4725363, 17.1134532 49.4725259, 17.1122631 49.4724756, 17.1119948 49.4724643, 17.1114119 49.4724396, 17.1113687 49.4724378)",,,,,,
10275675,Knihařská,residential,False,False,115.43999999999998,"LINESTRING (17.1080365 49.4725014, 17.1080464 49.4724489, 17.1082098 49.4716762, 17.1082915 49.471576, 17.1083126 49.4714851)",,,,,,
"[1164920105, 146667122]","['Kravařova', 'Fügnerova']","['living_street', 'residential']",True,False,102.453,"LINESTRING (17.1080365 49.4725014, 17.1077551 49.4724831, 17.1077596 49.4725289, 17.1078187 49.4730961, 17.1078338 49.4731386, 17.1078864 49.4732105)",,,,,,
49227778,Vápenice,secondary,False,False,67.63,"LINESTRING (17.1149018 49.4737407, 17.1139895 49.4738767)",,150A,50,,,
"[10275676, 10275677, 147216190]","['Hlaváčkovo náměstí', 'náměstí Edmunda Husserla', 'Vojáčkovo nám.']",residential,False,"[False, True]",168.271,"LINESTRING (17.1149018 49.4737407, 17.1147883 49.4733182, 17.1147251 49.4730925, 17.1146286 49.4725721, 17.1146124 49.4724444, 17.1145814 49.4722427)",,,,,,
364292637,Vojáčkovo nám.,secondary,False,True,88.044,"LINESTRING (17.1149018 49.4737407, 17.1157995 49.4735984, 17.1158748 49.4735879, 17.1160917 49.4735776)",3,150A,50,,,
"[197342843, 10275677]","['náměstí Edmunda Husserla', 'nám. Edmunda Husserla']",residential,False,False,140.49599999999998,"LINESTRING (17.1145814 49.4722427, 17.1146238 49.4722458, 17.1146451 49.4722484, 17.1148394 49.4722727, 17.1157051 49.4723766, 17.1157324 49.4725166, 17.1157417 49.4725683, 17.1157557 49.4726028, 17.1157665 49.4726187, 17.1158003 49.472644, 17.1161591 49.4727063)",,,,,,
"[10275676, 10275677, 147216190]","['Hlaváčkovo náměstí', 'náměstí Edmunda Husserla', 'Vojáčkovo nám.']",residential,False,"[False, True]",168.27100000000002,"LINESTRING (17.1145814 49.4722427, 17.1146124 49.4724444, 17.1146286 49.4725721, 17.1147251 49.4730925, 17.1147883 49.4733182, 17.1149018 49.4737407)",,,,,,
10275679,Netušilova,residential,False,False,87.315,"LINESTRING (17.1145814 49.4722427, 17.1145816 49.4721415, 17.1147212 49.4714635)",,,,,,
10275679,Netušilova,residential,False,False,83.205,"LINESTRING (17.1147212 49.4714635, 17.1148691 49.4709032, 17.1148975 49.4707956, 17.1149159 49.470726)",,,,,,
10275679,Netušilova,residential,False,True,87.315,"LINESTRING (17.1147212 49.4714635, 17.1145816 49.4721415, 17.1145814 49.4722427)",,,,,,
36837872,Křížkovského,residential,False,False,71.167,"LINESTRING (17.1147212 49.4714635, 17.1146337 49.4714508, 17.1145953 49.4714452, 17.1139748 49.4713556, 17.1137598 49.4713245)",,,,,,
10275679,Netušilova,residential,False,True,83.205,"LINESTRING (17.1149159 49.470726, 17.1148975 49.4707956, 17.1148691 49.4709032, 17.1147212 49.4714635)",,,,,,
10275682,Sádky,residential,False,False,82.63499999999999,"LINESTRING (17.1149159 49.470726, 17.1158162 49.4705739, 17.1160227 49.470539)",,,,,,
10275685,Komenského,residential,False,False,163.887,"LINESTRING (17.1149159 49.470726, 17.1143595 49.4706389, 17.1136239 49.4704849, 17.1131447 49.4703845, 17.1129833 49.4703507, 17.1127455 49.4703009)",,,,,,
10275680,Sušilova,residential,False,False,15.087,"LINESTRING (17.1158598 49.4695305, 17.1158836 49.4696653)",,,,,,
311170601,Wolkerova,secondary,False,True,124.36700000000002,"LINESTRING (17.1158598 49.4695305, 17.1158299 49.4695318, 17.114989 49.4695682, 17.1147849 49.4695771, 17.1141425 49.4696049)",,150,50,,,
456603844,Wolkerova,secondary,False,False,87.112,"LINESTRING (17.1158598 49.4695305, 17.1165716 49.4695034, 17.1166178 49.469504, 17.1166604 49.4695064, 17.1167481 49.4695145, 17.1168427 49.4695241, 17.1169309 49.4695345, 17.1169948 49.4695446, 17.1170554 49.4695576)",,150,50,,,
10275680,Sušilova,residential,False,True,97.67,"LINESTRING (17.1160227 49.470539, 17.1159881 49.4703162, 17.1158967 49.4697466, 17.1158836 49.4696653)",,,,,,
10275682,Sádky,residential,False,False,75.266,"LINESTRING (17.1160227 49.470539, 17.1161905 49.4705114, 17.1163868 49.4704792, 17.1169607 49.4702595)",,,,,,
10275682,Sádky,residential,False,True,82.63499999999999,"LINESTRING (17.1160227 49.470539, 17.1158162 49.4705739, 17.1149159 49.470726)",,,,,,
10275682,Sádky,residential,False,True,75.266,"LINESTRING (17.1169607 49.4702595, 17.1163868 49.4704792, 17.1161905 49.4705114, 17.1160227 49.470539)",,,,,,
36837871,,residential,True,False,63.296000000000014,"LINESTRING (17.1169607 49.4702595, 17.1172362 49.4701522, 17.1173303 49.4701211, 17.1173998 49.4700982, 17.1174679 49.4700463, 17.1174795 49.4700305, 17.1175322 49.4699592, 17.1175507 49.4699106, 17.1175556 49.4698844)",,,,,,
10275685,Komenského,residential,False,False,84.536,"LINESTRING (17.1127455 49.4703009, 17.1122992 49.4702136, 17.1119855 49.4701522, 17.1116095 49.4701446)",,,,,,
10275685,Komenského,residential,False,True,163.887,"LINESTRING (17.1127455 49.4703009, 17.1129833 49.4703507, 17.1131447 49.4703845, 17.1136239 49.4704849, 17.1143595 49.4706389, 17.1149159 49.470726)",,,,,,
29464922,Na spojce,residential,False,True,62.721000000000004,"LINESTRING (17.1127455 49.4703009, 17.1127213 49.4700184, 17.1127005 49.4697376)",,,,,,
10275685,Komenského,residential,False,True,84.536,"LINESTRING (17.1116095 49.4701446, 17.1119855 49.4701522, 17.1122992 49.4702136, 17.1127455 49.4703009)",,,,,,
36837869,Koželuhova,residential,False,False,43.503,"LINESTRING (17.1116095 49.4701446, 17.1116037 49.4702113, 17.1116015 49.4702379, 17.1115837 49.4704585, 17.1115756 49.4705352)",,,,,,
49276049,Komenského,residential,True,False,118.56700000000001,"LINESTRING (17.1116095 49.4701446, 17.1101202 49.4701568, 17.1099748 49.4701293)",,,,,,
