osmid,lanes,ref,highway,oneway,reversed,length,geometry,maxspeed
28503829,2,17727,tertiary,False,False,45.219,"LINESTRING (13.7392465 49.4647228, 13.7393952 49.4647101, 13.7395525 49.4647093, 13.7396308 49.4647121, 13.7396636 49.4647172, 13.7397301 49.464726, 13.7398456 49.4647756)",
327224018,2,20,primary,False,False,85.152,"LINESTRING (13.7392465 49.4647228, 13.7391671 49.4647503, 13.7390726 49.4647718, 13.7385801 49.4648367, 13.7381018 49.4648915)",50
327224018,2,20,primary,False,True,71.526,"LINESTRING (13.7392465 49.4647228, 13.7392984 49.4646897, 13.7393352 49.4646486, 13.7393603 49.4645748, 13.7394118 49.4643344, 13.7394883 49.4641097)",50
43563310,,,living_street,False,False,80.44500000000001,"LINESTRING (13.7394883 49.4641097, 13.7395269 49.4641302, 13.7395571 49.4641587, 13.7398563 49.4646248, 13.7398604 49.4646945, 13.7398456 49.4647756)",
327224018,2,20,primary,False,False,71.526,"LINESTRING (13.7394883 49.4641097, 13.7394118 49.4643344, 13.7393603 49.4645748, 13.7393352 49.4646486, 13.7392984 49.4646897, 13.7392465 49.4647228)",50
327317396,2,20,primary,False,True,51.63,"LINESTRING (13.7394883 49.4641097, 13.7395196 49.4640344, 13.7396794 49.4636623)",
43563315,,,residential,False,False,28.526,"LINESTRING (13.737535 49.464859, 13.7376827 49.4650969)",
327224018,2,20,primary,False,False,103.52700000000002,"LINESTRING (13.737535 49.464859, 13.737297 49.464719, 13.7369922 49.4645678, 13.7368859 49.4645175, 13.7367914 49.4644716, 13.7366643 49.4644234, 13.7365546 49.4643975, 13.7364562 49.4643836, 13.7363429 49.464375)",50
327224018,2,20,primary,False,True,42.001000000000005,"LINESTRING (13.737535 49.464859, 13.7376284 49.4648868, 13.7377245 49.4649035, 13.7378369 49.4649087, 13.7379569 49.4649031, 13.7381018 49.4648915)",50
43563311,,,living_street,False,True,34.019,"LINESTRING (13.7396794 49.4636623, 13.7392592 49.4635244)",
327317396,2,20,primary,False,False,51.63,"LINESTRING (13.7396794 49.4636623, 13.7395196 49.4640344, 13.7394883 49.4641097)",
327317396,2,20,primary,False,True,246.14600000000002,"LINESTRING (13.7396794 49.4636623, 13.7397982 49.4634568, 13.7399391 49.4632561, 13.7399883 49.4632037, 13.7400546 49.4631284, 13.740134 49.4630561, 13.7403781 49.4628394, 13.7406015 49.462637, 13.740778 49.4624705, 13.7409658 49.4623177, 13.741175 49.4621838, 13.7414079 49.4620558, 13.7416438 49.4619338, 13.7416889 49.4619127)",
1016196199,,,residential,False,False,37.934,"LINESTRING (13.7381018 49.4648915, 13.7376827 49.4650969)",
327224018,2,20,primary,False,False,42.001,"LINESTRING (13.7381018 49.4648915, 13.7379569 49.4649031, 13.7378369 49.4649087, 13.7377245 49.4649035, 13.7376284 49.4648868, 13.737535 49.464859)",50
327224018,2,20,primary,False,True,85.152,"LINESTRING (13.7381018 49.4648915, 13.7385801 49.4648367, 13.7390726 49.4647718, 13.7391671 49.4647503, 13.7392465 49.4647228)",50
327224018,2,20,primary,False,True,127.315,"LINESTRING (13.7345835 49.4643164, 13.7363429 49.464375)",50
28503671,2,17720,tertiary,False,False,164.45600000000002,"LINESTRING (13.7345835 49.4643164, 13.7345733 49.464494, 13.734551 49.4650182, 13.7345812 49.4651991, 13.734639 49.4653764, 13.7348559 49.4657653)",
327224018,2,20,primary,False,False,127.315,"LINESTRING (13.7363429 49.464375, 13.7345835 49.4643164)",50
327224018,2,20,primary,False,True,103.52700000000002,"LINESTRING (13.7363429 49.464375, 13.7364562 49.4643836, 13.7365546 49.4643975, 13.7366643 49.4644234, 13.7367914 49.4644716, 13.7368859 49.4645175, 13.7369922 49.4645678, 13.737297 49.464719, 13.737535 49.464859)",50
544405035,,1882,tertiary,False,True,111.903,"LINESTRING (13.7363429 49.464375, 13.7360182 49.4641548, 13.735774 49.4639926, 13.7354819 49.4635578)",
370295774,,02015,tertiary,False,True,129.99,"LINESTRING (13.7467361 49.4599844, 13.7467643 49.4599224, 13.7468487 49.4597371, 13.7468108 49.4595548, 13.74669 49.459413, 13.7460519 49.4590292)",
786561315,2,20,primary,False,False,120.15599999999999,"LINESTRING (13.7467361 49.4599844, 13.7465977 49.4600179, 13.7464766 49.4600668, 13.7462448 49.4601845, 13.7458069 49.4604194, 13.7456291 49.4605263, 13.7454603 49.4606379, 13.7454447 49.4606525)",
26013602,,,living_street,False,False,339.99,"LINESTRING (13.7437402 49.461489, 13.7436915 49.4611514, 13.7436289 49.4610449, 13.7435543 49.4609403, 13.7433035 49.4607221, 13.7431877 49.460623, 13.7431121 49.4605128, 13.7428824 49.4598419, 13.7428839 49.4597251, 13.7429172 49.459608, 13.7433155 49.4587546, 13.7433225 49.4587253, 13.7433214 49.4587089, 13.7433205 49.4586957, 13.7432929 49.4585999)",
327224017,2,20,primary,False,True,84.199,"LINESTRING (13.7437402 49.461489, 13.7441128 49.4614556, 13.744304 49.4614262, 13.744476 49.4613855, 13.7446216 49.4613444, 13.7447316 49.4613046, 13.7448311 49.4612557)",
327317396,2,20,primary,False,False,76.797,"LINESTRING (13.7437402 49.461489, 13.7434723 49.4615137, 13.7432071 49.4615363, 13.742687 49.4615806)",
43563316,,,residential,False,True,31.35,"LINESTRING (13.7354819 49.4635578, 13.7356358 49.4632942)",
544405035,,1882,tertiary,False,False,111.903,"LINESTRING (13.7354819 49.4635578, 13.735774 49.4639926, 13.7360182 49.4641548, 13.7363429 49.464375)",
26013602,,,living_street,False,True,339.99,"LINESTRING (13.7432929 49.4585999, 13.7433205 49.4586957, 13.7433214 49.4587089, 13.7433225 49.4587253, 13.7433155 49.4587546, 13.7429172 49.459608, 13.7428839 49.4597251, 13.7428824 49.4598419, 13.7431121 49.4605128, 13.7431877 49.460623, 13.7433035 49.4607221, 13.7435543 49.4609403, 13.7436289 49.4610449, 13.7436915 49.4611514, 13.7437402 49.461489)",
28503671,2,17720,tertiary,False,True,166.656,"LINESTRING (13.7356559 49.467171, 13.7348559 49.4657653)",
43563311,,,living_street,False,False,22.508,"LINESTRING (13.7378519 49.4631882, 13.738156 49.4632319)",
43563313,,,residential,False,True,88.97200000000001,"LINESTRING (13.7378519 49.4631882, 13.7378766 49.4629707, 13.7378708 49.4628012, 13.737933 49.4626104, 13.7381741 49.4624596)",
"[451387366, 43563319]",,,residential,False,False,46.431,"LINESTRING (13.7378519 49.4631882, 13.7377075 49.4634949, 13.7375587 49.4634998)",
43563316,,,residential,False,False,149.529,"LINESTRING (13.7360564 49.461997, 13.7360388 49.4621057, 13.736052 49.4624692, 13.7359859 49.462701, 13.7357085 49.4631331, 13.7356358 49.4632942)",
230824239,,,residential,False,False,140.835,"LINESTRING (13.7375587 49.4634998, 13.7356358 49.4632942)",
43563319,,,residential,False,False,85.00399999999999,"LINESTRING (13.7375587 49.4634998, 13.7373458 49.4637891, 13.7370816 49.4641983)",
"[451387366, 43563319]",,,residential,False,True,46.431,"LINESTRING (13.7375587 49.4634998, 13.7377075 49.4634949, 13.7378519 49.4631882)",
43563319,,,residential,False,True,85.00399999999999,"LINESTRING (13.7370816 49.4641983, 13.7373458 49.4637891, 13.7375587 49.4634998)",
43563315,,,residential,False,True,5.531,"LINESTRING (13.7376738 49.4651463, 13.7376827 49.4650969)",
43563315,,,residential,False,False,122.169,"LINESTRING (13.7376738 49.4651463, 13.7379623 49.4656288, 13.7381 49.4659441, 13.7381856 49.4661912)",
43563317,,,residential,False,False,215.932,"LINESTRING (13.7376738 49.4651463, 13.7370074 49.4652906, 13.7366463 49.465408, 13.7361008 49.4654775, 13.7356778 49.4655433, 13.7355734 49.4655652, 13.7352598 49.4656625, 13.7348559 49.4657653)",
43563311,,,living_street,False,False,34.019,"LINESTRING (13.7392592 49.4635244, 13.7396794 49.4636623)",
