osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,width,tunnel,access
1210603355,,,,residential,50,True,False,35.653,,"LINESTRING (13.730106 50.100615, 13.7301155 50.1006768, 13.7300996 50.1007034, 13.730051 50.1007487, 13.7299892 50.1007719, 13.7299185 50.100789, 13.7298019 50.1007588)",,,
186794161,2,227;229,Čs. legií,secondary,50,False,False,36.419000000000004,,"LINESTRING (13.7251156 50.1046099, 13.7252337 50.104438, 13.7253267 50.1043117)",,,
333314701,,,Klicperova,residential,,False,True,20.512999999999998,,"LINESTRING (13.7251156 50.1046099, 13.7249937 50.1045789, 13.7248436 50.1045505)",,,
"[1099784841, 912238445]","['2', '3']",227;229,Čs. legií,secondary,50,False,True,30.866,,"LINESTRING (13.7251156 50.1046099, 13.725047 50.1047226, 13.7250033 50.1048065, 13.7249695 50.1048711)",,,
114032915,2,229,Havlíčkova,secondary,50,False,True,142.991,,"LINESTRING (13.7300009 50.1066294, 13.730223 50.1065847, 13.7303054 50.1065609, 13.7308358 50.1063763, 13.731329 50.1062069, 13.7314565 50.1061682, 13.7315646 50.1061403, 13.7316918 50.1061276, 13.7318244 50.1061277)",,,
159995816,2,229,Havlíčkova,secondary,50,False,False,80.051,,"LINESTRING (13.7300009 50.1066294, 13.729798 50.1066577, 13.729764 50.1066624, 13.729304 50.1066807, 13.728886 50.106701)",,,
159995854,2,,V Jamce,residential,50,False,True,52.973,,"LINESTRING (13.7300009 50.1066294, 13.7300862 50.1066702, 13.7301295 50.1066938, 13.730229 50.1067497, 13.7303476 50.1068163, 13.7305637 50.10694)",,,
333540308,,,Vysoká,residential,50,False,True,48.565,,"LINESTRING (13.7300009 50.1066294, 13.7298964 50.1065758, 13.7298316 50.1065476, 13.7297256 50.1064956, 13.7296628 50.1064482, 13.7296365 50.1064223, 13.7296102 50.1063964, 13.7295701 50.1063647, 13.729505 50.1063367)",,,
30985739,,,Čechova,residential,50,False,False,62.58,,"LINESTRING (13.7267816 50.1064249, 13.7267649 50.1064708, 13.7267562 50.1064949, 13.7265824 50.106973)",,,
159995816,2,229,Havlíčkova,secondary,50,False,False,129.177,,"LINESTRING (13.7267816 50.1064249, 13.7253142 50.1062242, 13.7250123 50.1061765)",,,
159995816,2,229,Havlíčkova,secondary,50,False,True,153.19,,"LINESTRING (13.7267816 50.1064249, 13.7277278 50.1065525, 13.72805 50.106596, 13.7281675 50.1066108, 13.7284245 50.106643, 13.728886 50.106701)",,,
"[1099835827, 1099835828]","['2', '3']",229,Lišanská,secondary,50,False,True,108.278,,"LINESTRING (13.7321112 50.1062191, 13.7323071 50.1063456, 13.7324849 50.1064747, 13.7325893 50.1065587, 13.7326898 50.1066438, 13.7327426 50.1066884, 13.7329785 50.1068881, 13.7330729 50.1069708)",,,
1212196312,3,229,Lišanská,secondary,50,False,False,23.021,,"LINESTRING (13.7321112 50.1062191, 13.7320318 50.106181, 13.7319567 50.1061592, 13.7318844 50.1061405, 13.7318244 50.1061277)",,,
114028218,,,Trávnická,residential,,False,False,94.266,,"LINESTRING (13.7325902 50.1024384, 13.7326232 50.1023972, 13.7326247 50.1023569, 13.7326269 50.1022992, 13.7326772 50.1022641, 13.7326901 50.1022458, 13.7326954 50.1022256, 13.7327041 50.1020335, 13.7327138 50.1020162, 13.7327355 50.1020019, 13.7330624 50.1018647, 13.7331673 50.1018191, 13.7332348 50.1017889)",,,
186794163,2,227,Tyršova,secondary,50,False,False,214.457,,"LINESTRING (13.7325902 50.1024384, 13.732709 50.1024387, 13.733119 50.1024403, 13.7332196 50.1024444, 13.7332765 50.1024496, 13.7333397 50.1024597, 13.7334426 50.1024802, 13.733529 50.102507, 13.7336149 50.1025427, 13.7336979 50.1025953, 13.7337624 50.1026558, 13.7340079 50.1029571, 13.7340541 50.1030158, 13.734271 50.1032921, 13.7344028 50.1034541, 13.7344524 50.1035133, 13.7344841 50.1035353, 13.7345235 50.1035554, 13.734577 50.1035707, 13.7346336 50.1035772)",,,
186794163,2,227,Tyršova,secondary,50,False,True,80.016,,"LINESTRING (13.7325902 50.1024384, 13.7320626 50.102454, 13.7316925 50.1024863, 13.731615 50.1024979, 13.7314776 50.1025171)",,,
"[154237136, 1225488274, 333482920]",,,"['Husovo náměstí', 'Šmahova']",residential,50,False,"[False, True]",137.693,,"LINESTRING (13.7325902 50.1024384, 13.732576 50.1025059, 13.7325755 50.1025176, 13.7325746 50.1025689, 13.7326473 50.1030042, 13.7326615 50.1031232, 13.7326705 50.1031431, 13.732858 50.1035576, 13.7327548 50.1036295)",,,
333130927,1,,Kollárova,residential,50,True,False,20.382,,"LINESTRING (13.7331741 50.1070519, 13.7334556 50.1070202)",,,
1207398248,2,229,Lišanská,secondary,50,False,True,12.32,,"LINESTRING (13.7331741 50.1070519, 13.7332722 50.1071431)",,,
1225440720,2,229,Lišanská,secondary,50,False,False,11.55,,"LINESTRING (13.7331741 50.1070519, 13.7330729 50.1069708)",,,
186794160,2,227,Pražská,secondary,50,False,False,99.59700000000001,,"LINESTRING (13.7346336 50.1035772, 13.7346926 50.1035779, 13.7347515 50.1035726, 13.7348164 50.1035552, 13.7348735 50.1035348, 13.7350324 50.103458, 13.7351878 50.1033603, 13.7354998 50.103188, 13.7357524 50.1030684)",,,
186794163,2,227,Tyršova,secondary,50,False,True,214.45700000000002,,"LINESTRING (13.7346336 50.1035772, 13.734577 50.1035707, 13.7345235 50.1035554, 13.7344841 50.1035353, 13.7344524 50.1035133, 13.7344028 50.1034541, 13.734271 50.1032921, 13.7340541 50.1030158, 13.7340079 50.1029571, 13.7337624 50.1026558, 13.7336979 50.1025953, 13.7336149 50.1025427, 13.733529 50.102507, 13.7334426 50.1024802, 13.7333397 50.1024597, 13.7332765 50.1024496, 13.7332196 50.1024444, 13.733119 50.1024403, 13.732709 50.1024387, 13.7325902 50.1024384)",,,
30985738,2,,Kokrdovská,residential,50,False,False,87.923,,"LINESTRING (13.7250123 50.1061765, 13.7249916 50.1062409, 13.7249903 50.1062583, 13.7249558 50.1064248, 13.7249588 50.1064918, 13.724988 50.1068973, 13.7249894 50.1069639)",,,
159995816,2,229,Havlíčkova,secondary,50,False,True,129.177,,"LINESTRING (13.7250123 50.1061765, 13.7253142 50.1062242, 13.7267816 50.1064249)",,,
172405344,3,227;229,Sixtovo náměstí,secondary,50,False,False,87.58,,"LINESTRING (13.7250123 50.1061765, 13.7250482 50.1060165, 13.7249578 50.1057597, 13.7249404 50.1057145, 13.7248995 50.1055841, 13.7248894 50.1055428, 13.7248847 50.1055086, 13.7248773 50.1054017)",,,
26580283,3,22912,Trojanova,tertiary,50,False,False,61.606,,"LINESTRING (13.7265707 50.1032577, 13.7264502 50.1031224, 13.7264227 50.1030893, 13.7261344 50.1027796)",,,
"[1099784843, 1099784845, 186794159]","['2', '3']",227;229,Na Sekyře,secondary,50,False,False,213.9,,"LINESTRING (13.7265707 50.1032577, 13.7268114 50.1032074, 13.7268461 50.1032022, 13.7274597 50.103111, 13.7276033 50.1030898, 13.7277049 50.1030747, 13.727808 50.1030595, 13.7282133 50.1029996, 13.7282453 50.1029948, 13.7293602 50.10283, 13.729487 50.1028113)",,,
"[1207675488, 1099784842]","['2', '3']",227;229,Čs. legií,secondary,50,False,True,80.79899999999999,,"LINESTRING (13.7265707 50.1032577, 13.7263045 50.1033763, 13.7262375 50.1034153, 13.7259376 50.1036163, 13.7257698 50.1037637)",,,
1212457975,2,,Trojanova,residential,30,True,False,41.203,,"LINESTRING (13.7265707 50.1032577, 13.7267639 50.1034229, 13.7268006 50.1034451, 13.7268759 50.1035126, 13.7269243 50.1035501)",,,
114032915,2,229,Havlíčkova,secondary,50,False,False,142.99099999999999,,"LINESTRING (13.7318244 50.1061277, 13.7316918 50.1061276, 13.7315646 50.1061403, 13.7314565 50.1061682, 13.731329 50.1062069, 13.7308358 50.1063763, 13.7303054 50.1065609, 13.730223 50.1065847, 13.7300009 50.1066294)",,,
1212196311,2,,Vladislavova,tertiary,50,False,True,23.084,,"LINESTRING (13.7318244 50.1061277, 13.7319542 50.1060571, 13.7320865 50.1060072)",,,
1212196312,3,229,Lišanská,secondary,50,False,True,23.021,,"LINESTRING (13.7318244 50.1061277, 13.7318844 50.1061405, 13.7319567 50.1061592, 13.7320318 50.106181, 13.7321112 50.1062191)",,,
1225440720,2,229,Lišanská,secondary,50,False,True,11.55,,"LINESTRING (13.7330729 50.1069708, 13.7331741 50.1070519)",,,
114028190,,,Mýtská,residential,50,False,True,59.646,,"LINESTRING (13.7330729 50.1069708, 13.7330432 50.1069895, 13.7330038 50.1070061, 13.7329014 50.1070486, 13.7328816 50.1070575, 13.7323788 50.1072692)",6,,
218998656,,,Čelakovského,residential,50,False,True,49.476,,"LINESTRING (13.7330729 50.1069708, 13.7331451 50.1069413, 13.7331709 50.1069272, 13.7336077 50.1066881)",,,
"[1099835827, 1099835828]","['2', '3']",229,Lišanská,secondary,50,False,False,108.278,,"LINESTRING (13.7330729 50.1069708, 13.7329785 50.1068881, 13.7327426 50.1066884, 13.7326898 50.1066438, 13.7325893 50.1065587, 13.7324849 50.1064747, 13.7323071 50.1063456, 13.7321112 50.1062191)",,,
30985733,,,Hlavačovská,residential,50,False,False,60.759,,"LINESTRING (13.728886 50.106701, 13.7288885 50.1067453, 13.7288886 50.1067851, 13.7289027 50.1072473)",,,
159995816,2,229,Havlíčkova,secondary,50,False,False,153.19,,"LINESTRING (13.728886 50.106701, 13.7284245 50.106643, 13.7281675 50.1066108, 13.72805 50.106596, 13.7277278 50.1065525, 13.7267816 50.1064249)",,,
159995816,2,229,Havlíčkova,secondary,50,False,True,80.05100000000002,,"LINESTRING (13.728886 50.106701, 13.729304 50.1066807, 13.729764 50.1066624, 13.729798 50.1066577, 13.7300009 50.1066294)",,,
26351371,,,Vladislavova,residential,50,False,True,41.144,,"LINESTRING (13.7350807 50.1047698, 13.73546 50.104491)",,,
26351371,,,Vladislavova,residential,50,False,False,77.059,,"LINESTRING (13.7350807 50.1047698, 13.7349788 50.1048311, 13.7342032 50.1051726)",,,
30985719,,,Václavská,residential,50,False,False,100.79799999999999,,"LINESTRING (13.7350807 50.1047698, 13.7352632 50.1048788, 13.7360547 50.1053405, 13.7361243 50.1053811)",,,
159995857,2,,Vladislavova,residential,50,False,True,116.838,,"LINESTRING (13.7365153 50.1036873, 13.73546 50.104491)",,,
30985694,,,Hálkova,residential,50,False,False,63.313,,"LINESTRING (13.7365153 50.1036873, 13.7366208 50.1037615, 13.7371135 50.104108)",,,
114012518,2,22912,Ottova,tertiary,50,False,True,77.184,,"LINESTRING (13.7253615 50.1016393, 13.7253774 50.1018232, 13.7254501 50.1019575, 13.7255108 50.1020696, 13.7255321 50.1021089, 13.7256261 50.1022228, 13.7256937 50.1022884)",,,
1225616212,2,,Ottova,residential,50,False,False,61.923,,"LINESTRING (13.7253615 50.1016393, 13.7254028 50.1015298, 13.7255655 50.101098)",,,
30985686,,,Prokopova,residential,50,False,False,304.72499999999997,,"LINESTRING (13.7255655 50.101098, 13.7256808 50.1011053, 13.7257441 50.1011028, 13.7263315 50.1010529, 13.7277423 50.1009331, 13.7284184 50.1008757, 13.7286873 50.1008529, 13.7297334 50.1007641, 13.7298019 50.1007588)",,,
1225616212,2,,Ottova,residential,50,False,True,61.923,,"LINESTRING (13.7255655 50.101098, 13.7254028 50.1015298, 13.7253615 50.1016393)",,,
114032920,,,Čelakovského,residential,50,False,False,145.601,,"LINESTRING (13.7376807 50.1045337, 13.7361243 50.1053811)",,,
30985694,,,Hálkova,residential,50,False,True,62.266000000000005,,"LINESTRING (13.7376807 50.1045337, 13.7376178 50.1044865, 13.7371135 50.104108)",,,
30985705,,,Pod Václavem,residential,50,False,True,30.167,,"LINESTRING (13.7366498 50.1077745, 13.736277 50.1079027)",,,
30985720,,,Družstevní,residential,50,False,True,29.568,,"LINESTRING (13.7366498 50.1077745, 13.7362372 50.1077483)",,,
30985705,,,Pod Václavem,residential,50,False,False,76.46799999999999,,"LINESTRING (13.7366498 50.1077745, 13.7367873 50.1077143, 13.7373496 50.1074275, 13.7374962 50.1073527)",,,
30985705,,,Pod Václavem,residential,50,False,True,76.468,,"LINESTRING (13.7374962 50.1073527, 13.7373496 50.1074275, 13.7367873 50.1077143, 13.7366498 50.1077745)",,,
333130922,2,,Kollárova,residential,50,False,True,119.35300000000001,,"LINESTRING (13.7374962 50.1073527, 13.7361044 50.1072355, 13.7358371 50.1072117)",,,
114032919,,,Křikavova,residential,50,False,True,162.564,,"LINESTRING (13.7358371 50.1072117, 13.7358848 50.1071693, 13.7360788 50.1069968, 13.7361861 50.10693, 13.736359 50.1068488, 13.7369939 50.106651, 13.7370925 50.1066184, 13.7372826 50.1065364, 13.7373982 50.1064763, 13.7375187 50.1063996, 13.7375995 50.1063278)",,,
333130922,2,,Kollárova,residential,50,False,False,119.35300000000001,,"LINESTRING (13.7358371 50.1072117, 13.7361044 50.1072355, 13.7374962 50.1073527)",,,
333130922,2,,Kollárova,residential,50,False,True,96.446,,"LINESTRING (13.7358371 50.1072117, 13.7355995 50.1071912, 13.7344968 50.107096)",,,
333130922,2,,Kollárova,residential,50,False,True,23.586,,"LINESTRING (13.7344968 50.107096, 13.7341686 50.1070698)",,,
30985708,,,Hwiezdoslavova,residential,50,False,False,110.129,,"LINESTRING (13.7344968 50.107096, 13.7345476 50.1070557, 13.7346109 50.1070053, 13.7354774 50.1063309)",,,
333130922,2,,Kollárova,residential,50,False,False,96.446,,"LINESTRING (13.7344968 50.107096, 13.7355995 50.1071912, 13.7358371 50.1072117)",,,
30985708,,,Hwiezdoslavova,residential,50,False,False,114.366,,"LINESTRING (13.7354774 50.1063309, 13.7358398 50.1061485, 13.7360204 50.1060636, 13.7362144 50.1059847, 13.736315 50.1059538, 13.736369 50.1059382, 13.7367385 50.1058405, 13.7368484 50.1058114)",,,
30985708,,,Hwiezdoslavova,residential,50,False,True,110.129,,"LINESTRING (13.7354774 50.1063309, 13.7346109 50.1070053, 13.7345476 50.1070557, 13.7344968 50.107096)",,,
221349231,,,Vojtěšská,residential,50,False,True,53.081,,"LINESTRING (13.7354774 50.1063309, 13.7350909 50.1059982, 13.7350327 50.1059481)",,,
30985708,,,Hwiezdoslavova,residential,50,False,True,87.999,,"LINESTRING (13.7378149 50.1053231, 13.7372604 50.1056396, 13.7371354 50.1056965, 13.7369222 50.1057819, 13.7368484 50.1058114)",,,
30985694,,,Hálkova,residential,50,False,False,62.266000000000005,,"LINESTRING (13.7371135 50.104108, 13.7376178 50.1044865, 13.7376807 50.1045337)",,,
30985694,,,Hálkova,residential,50,False,True,63.313,,"LINESTRING (13.7371135 50.104108, 13.7366208 50.1037615, 13.7365153 50.1036873)",,,
114032920,,,Čelakovského,residential,50,False,True,145.601,,"LINESTRING (13.7361243 50.1053811, 13.7376807 50.1045337)",,,
30985719,,,Václavská,residential,50,False,False,70.4,,"LINESTRING (13.7361243 50.1053811, 13.7361715 50.1054092, 13.7367816 50.1057717, 13.7368484 50.1058114)",,,
30985719,,,Václavská,residential,50,False,True,100.79799999999999,,"LINESTRING (13.7361243 50.1053811, 13.7360547 50.1053405, 13.7352632 50.1048788, 13.7350807 50.1047698)",,,
222637780,,,Čelakovského,residential,50,False,False,100.178,,"LINESTRING (13.7361243 50.1053811, 13.7350968 50.1059148, 13.7350327 50.1059481)",,,
30985708,,,Hwiezdoslavova,residential,50,False,False,87.999,,"LINESTRING (13.7368484 50.1058114, 13.7369222 50.1057819, 13.7371354 50.1056965, 13.7372604 50.1056396, 13.7378149 50.1053231)",,,
30985708,,,Hwiezdoslavova,residential,50,False,True,114.36599999999999,,"LINESTRING (13.7368484 50.1058114, 13.7367385 50.1058405, 13.736369 50.1059382, 13.736315 50.1059538, 13.7362144 50.1059847, 13.7360204 50.1060636, 13.7358398 50.1061485, 13.7354774 50.1063309)",,,
30985719,,,Václavská,residential,50,False,False,78.527,,"LINESTRING (13.7368484 50.1058114, 13.7369128 50.1058557, 13.7375995 50.1063278)",,,
30985719,,,Václavská,residential,50,False,True,70.4,,"LINESTRING (13.7368484 50.1058114, 13.7367816 50.1057717, 13.7361715 50.1054092, 13.7361243 50.1053811)",,,
30985719,,,Václavská,residential,50,False,True,78.527,,"LINESTRING (13.7375995 50.1063278, 13.7369128 50.1058557, 13.7368484 50.1058114)",,,
114032919,,,Křikavova,residential,50,False,False,162.564,,"LINESTRING (13.7375995 50.1063278, 13.7375187 50.1063996, 13.7373982 50.1064763, 13.7372826 50.1065364, 13.7370925 50.1066184, 13.7369939 50.106651, 13.736359 50.1068488, 13.7361861 50.10693, 13.7360788 50.1069968, 13.7358848 50.1071693, 13.7358371 50.1072117)",,,
333130922,2,,Kollárova,residential,50,False,False,23.586,,"LINESTRING (13.7341686 50.1070698, 13.7344968 50.107096)",,,
30985720,,,Družstevní,residential,50,False,False,179.11200000000002,,"LINESTRING (13.7341686 50.1070698, 13.7341589 50.1071455, 13.734168 50.1071713, 13.7342007 50.1071928, 13.7342892 50.1072467, 13.7347261 50.1075035, 13.7348454 50.1075669, 13.7350047 50.1076274, 13.7350714 50.1076481, 13.7362372 50.1077483)",,,
"[1225440721, 333130922]",2,,Kollárova,residential,50,False,True,24.36,,"LINESTRING (13.7341686 50.1070698, 13.7340362 50.107061, 13.7339154 50.1070511, 13.7338303 50.1070405)",,,
30985720,,,Družstevní,residential,50,False,False,29.568,,"LINESTRING (13.7362372 50.1077483, 13.7366498 50.1077745)",,,
30985720,,,Družstevní,residential,50,False,True,179.11200000000002,,"LINESTRING (13.7362372 50.1077483, 13.7350714 50.1076481, 13.7350047 50.1076274, 13.7348454 50.1075669, 13.7347261 50.1075035, 13.7342892 50.1072467, 13.7342007 50.1071928, 13.734168 50.1071713, 13.7341589 50.1071455, 13.7341686 50.1070698)",,,
30985721,,,Družstevní,residential,50,False,False,17.685000000000002,,"LINESTRING (13.7362372 50.1077483, 13.736279 50.1078236, 13.736277 50.1079027)",,,
30985705,,,Pod Václavem,residential,50,False,False,30.167,,"LINESTRING (13.736277 50.1079027, 13.7366498 50.1077745)",,,
30985721,,,Družstevní,residential,50,False,True,17.685000000000002,,"LINESTRING (13.736277 50.1079027, 13.736279 50.1078236, 13.7362372 50.1077483)",,,
159995819,,,Jamka,residential,50,False,True,53.784000000000006,,"LINESTRING (13.7306012 50.107061, 13.7306963 50.1071252, 13.7307831 50.1071967, 13.7308065 50.1072158, 13.7310661 50.1074412)",,,
1211231933,1,,V Jamce,residential,,True,False,16.585,,"LINESTRING (13.7306012 50.107061, 13.7305731 50.1070543, 13.7305474 50.1070381, 13.7305329 50.1070132, 13.7305283 50.1069861, 13.7305374 50.1069597, 13.7305637 50.10694)",,,
333328513,,,Na Rybníčku,living_street,20,False,False,97.28800000000001,,"LINESTRING (13.7301253 50.1079347, 13.7294894 50.1076935, 13.7292109 50.107611, 13.7289125 50.1075393)",,,
30985733,,,Hlavačovská,residential,50,False,False,13.673,,"LINESTRING (13.7289125 50.1075393, 13.7289027 50.1076621)",,,
30985733,,,Hlavačovská,residential,50,False,True,32.476,,"LINESTRING (13.7289125 50.1075393, 13.7289027 50.1072473)",,,
333328513,,,Na Rybníčku,living_street,20,False,True,97.28800000000001,,"LINESTRING (13.7289125 50.1075393, 13.7292109 50.107611, 13.7294894 50.1076935, 13.7301253 50.1079347)",,,
30985733,,,Hlavačovská,residential,50,False,True,98.44500000000001,,"LINESTRING (13.7292583 50.1084945, 13.7292655 50.1084021, 13.7292629 50.1083097, 13.7292603 50.1082477, 13.7292454 50.1081856, 13.7292138 50.1081191, 13.7291772 50.1080589, 13.7290187 50.1079133, 13.728972 50.1078505, 13.7289336 50.1077808, 13.7289027 50.1076621)",,,
30985733,,,Hlavačovská,residential,50,False,True,13.673,,"LINESTRING (13.7289027 50.1076621, 13.7289125 50.1075393)",,,
30985733,,,Hlavačovská,residential,50,False,False,98.44500000000002,,"LINESTRING (13.7289027 50.1076621, 13.7289336 50.1077808, 13.728972 50.1078505, 13.7290187 50.1079133, 13.7291772 50.1080589, 13.7292138 50.1081191, 13.7292454 50.1081856, 13.7292603 50.1082477, 13.7292629 50.1083097, 13.7292655 50.1084021, 13.7292583 50.1084945)",,,
30985735,2,,Bratří Burianů,residential,50,True,False,225.80400000000003,,"LINESTRING (13.7289027 50.1076621, 13.7277022 50.1078113, 13.7257698 50.1079442)",,,
159995807,,,Bratří Burianů,residential,50,False,False,63.411,,"LINESTRING (13.7257698 50.1079442, 13.7257212 50.1079627, 13.7256811 50.1080088, 13.7256733 50.108071, 13.7257567 50.1084864)",,,
114015938,,,Pod Bendovkou,residential,50,False,False,213.989,,"LINESTRING (13.7257567 50.1084864, 13.7262243 50.1084546, 13.7280005 50.1083268, 13.7287417 50.1082926)",,,
159995807,,,Bratří Burianů,residential,50,False,True,63.411,,"LINESTRING (13.7257567 50.1084864, 13.7256733 50.108071, 13.7256811 50.1080088, 13.7257212 50.1079627, 13.7257698 50.1079442)",,,
30985738,2,,Kokrdovská,residential,50,False,True,87.923,,"LINESTRING (13.7249894 50.1069639, 13.724988 50.1068973, 13.7249588 50.1064918, 13.7249558 50.1064248, 13.7249903 50.1062583, 13.7249916 50.1062409, 13.7250123 50.1061765)",,,
204922572,,,Levého,residential,50,False,False,288.742,,"LINESTRING (13.7249894 50.1069639, 13.7251169 50.1069736, 13.7264605 50.1071569, 13.7264802 50.1071621, 13.7264962 50.1071733, 13.7265658 50.1072474, 13.7265853 50.107263, 13.7266198 50.1072717, 13.7272751 50.1073391, 13.7278199 50.1073265, 13.7288485 50.1072513, 13.7289027 50.1072473)",,,
333483986,,,Kokrdovská,residential,50,False,False,100.31200000000001,,"LINESTRING (13.7249894 50.1069639, 13.7251193 50.1069973, 13.7251603 50.1070343, 13.7251889 50.1070714, 13.7253117 50.107239, 13.7253787 50.1077777)",,,
30985733,,,Hlavačovská,residential,50,False,False,32.476,,"LINESTRING (13.7289027 50.1072473, 13.7289125 50.1075393)",,,
30985733,,,Hlavačovská,residential,50,False,True,60.75900000000001,,"LINESTRING (13.7289027 50.1072473, 13.7288886 50.1067851, 13.7288885 50.1067453, 13.728886 50.106701)",,,
204922572,,,Levého,residential,50,False,True,288.742,,"LINESTRING (13.7289027 50.1072473, 13.7288485 50.1072513, 13.7278199 50.1073265, 13.7272751 50.1073391, 13.7266198 50.1072717, 13.7265853 50.107263, 13.7265658 50.1072474, 13.7264962 50.1071733, 13.7264802 50.1071621, 13.7264605 50.1071569, 13.7251169 50.1069736, 13.7249894 50.1069639)",,,
186545910,,,Vysoká,living_street,20,False,False,112.21999999999998,,"LINESTRING (13.729505 50.1063367, 13.7295954 50.1063083, 13.729732 50.106279, 13.7298088 50.1062614, 13.7300178 50.106216, 13.7301634 50.1061807, 13.7305351 50.106097, 13.7307359 50.1060515, 13.7309135 50.1060095, 13.7309841 50.1059937)",,,
333540308,,,Vysoká,residential,50,False,False,48.565,,"LINESTRING (13.729505 50.1063367, 13.7295701 50.1063647, 13.7296102 50.1063964, 13.7296365 50.1064223, 13.7296628 50.1064482, 13.7297256 50.1064956, 13.7298316 50.1065476, 13.7298964 50.1065758, 13.7300009 50.1066294)",,,
334296422,,,Vysoká,living_street,50,False,True,32.015,,"LINESTRING (13.729505 50.1063367, 13.7294604 50.1063338, 13.7294482 50.1063316, 13.7293519 50.1063139, 13.7293261 50.1063055, 13.7292679 50.1062865, 13.7292001 50.1062418, 13.7291231 50.1062011)",,,
159995829,,,Jamka,residential,50,False,True,64.646,,"LINESTRING (13.7315941 50.1069978, 13.7315126 50.107011, 13.7312111 50.1070529, 13.7310795 50.1070563, 13.7309817 50.1070542, 13.7309061 50.1070525, 13.7306987 50.1070376)",,,
"[1222522320, 26351371]",,,Vladislavova,residential,50,False,False,177.376,,"LINESTRING (13.7342032 50.1051726, 13.7333224 50.1055562, 13.7331123 50.105642, 13.7330961 50.1056487, 13.7328792 50.1057304, 13.7320865 50.1060072)",,,
26351371,,,Vladislavova,residential,50,False,True,77.059,,"LINESTRING (13.7342032 50.1051726, 13.7349788 50.1048311, 13.7350807 50.1047698)",,,
218998656,,,Čelakovského,residential,50,False,False,130.762,,"LINESTRING (13.7350327 50.1059481, 13.7336077 50.1066881)",,,
30985742,,,Vojtěšská,residential,50,True,False,104.573,,"LINESTRING (13.7350327 50.1059481, 13.7349897 50.1059078, 13.7343037 50.1052657, 13.7342032 50.1051726)",,,
221349231,,,Vojtěšská,residential,50,False,False,53.081,,"LINESTRING (13.7350327 50.1059481, 13.7350909 50.1059982, 13.7354774 50.1063309)",,,
222637780,,,Čelakovského,residential,50,False,True,100.178,,"LINESTRING (13.7350327 50.1059481, 13.7350968 50.1059148, 13.7361243 50.1053811)",,,
186794162,,,Husovo náměstí,residential,30,False,True,29.905,,"LINESTRING (13.7318858 50.1037903, 13.7319421 50.103926, 13.7319936 50.1040502)",,,
332096761,,,Husovo náměstí,residential,30,True,False,64.77199999999999,,"LINESTRING (13.7318858 50.1037903, 13.7326902 50.1036281, 13.7327264 50.1036268, 13.7327548 50.1036295)",,,
26580283,3,22912,Trojanova,tertiary,50,False,True,61.606,,"LINESTRING (13.7261344 50.1027796, 13.7264227 50.1030893, 13.7264502 50.1031224, 13.7265707 50.1032577)",,,
