osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge,lanes,junction,access
23515224,Jugoslávská,residential,False,True,83.224,,,"LINESTRING (14.276415 49.9315241, 14.2755139 49.9319971)",,,,
187373594,Pražská,secondary,False,True,134.419,115,50,"LINESTRING (14.276415 49.9315241, 14.2752222 49.9305904)",,,,
23515224,Jugoslávská,residential,False,False,141.283,,,"LINESTRING (14.276415 49.9315241, 14.2765031 49.9314507, 14.2774335 49.9304365)",,,,
187373594,Pražská,secondary,False,False,71.391,115,50,"LINESTRING (14.2740364 49.9296794, 14.2746576 49.9301817)",,,,
23515211,Viničná,residential,False,False,88.696,,,"LINESTRING (14.2740364 49.9296794, 14.2739871 49.9297349, 14.2734831 49.930393)",,,,
44096733,Pražská,secondary,False,True,58.394,115,50,"LINESTRING (14.2740364 49.9296794, 14.2736693 49.9293238, 14.2735883 49.9292406)",,,,
9525702,Pražská,secondary,False,True,53.632,115,50,"LINESTRING (14.2724254 49.9284101, 14.2718306 49.9281168)",,,,
9525702,Pražská,secondary,False,False,98.77999999999999,115,50,"LINESTRING (14.2724254 49.9284101, 14.2727874 49.9286024, 14.273025 49.9287655, 14.2732626 49.9289745, 14.2733278 49.9290302, 14.273364 49.9290548)",,,,
23515345,Lomená,residential,False,True,150.073,,,"LINESTRING (14.2724254 49.9284101, 14.2730691 49.9276255, 14.2725047 49.9273396)",,,,
23515222,Ruská,residential,False,True,83.257,,,"LINESTRING (14.2752222 49.9305904, 14.2743423 49.9310801)",,,,
187373594,Pražská,secondary,False,False,134.419,115,50,"LINESTRING (14.2752222 49.9305904, 14.276415 49.9315241)",,,,
187373594,Pražská,secondary,False,True,60.815,115,50,"LINESTRING (14.2752222 49.9305904, 14.2746576 49.9301817)",,,,
23515222,Ruská,residential,False,False,95.98,,,"LINESTRING (14.2752222 49.9305904, 14.2753106 49.9305354, 14.2759328 49.9298614)",,,,
23490464,Karlická,tertiary,False,False,87.616,11515,,"LINESTRING (14.2685924 49.9297743, 14.2693543 49.9291576)",,,,
"[550174446, 550174447]",Bezručova,residential,False,False,140.178,,,"LINESTRING (14.2685924 49.9297743, 14.2686348 49.9297982, 14.2700202 49.9306371)",,,,
9525702,Pražská,secondary,False,False,66.532,115,50,"LINESTRING (14.271076 49.9277675, 14.2712254 49.927836, 14.2714504 49.9279422, 14.2718306 49.9281168)",,,,
23483068,Vítova,residential,False,False,102.477,,,"LINESTRING (14.271076 49.9277675, 14.271219 49.9276521, 14.2713456 49.9275102, 14.271394 49.9274559, 14.2718144 49.9269797)",,,,
23490464,Karlická,tertiary,False,True,101.74600000000001,11515,,"LINESTRING (14.271076 49.9277675, 14.2708908 49.9279134, 14.270191 49.9284835)",,,,
550174444,Pražská,secondary,False,True,159.09300000000002,115,50,"LINESTRING (14.271076 49.9277675, 14.2709085 49.9276774, 14.2706245 49.9274848, 14.2703837 49.9273323, 14.2693954 49.9268355)",,,,
424936763,Anežky České,residential,False,False,63.032,,,"LINESTRING (14.2726581 49.9260354, 14.2721018 49.925596)",,,,
"[23490460, 113319549]",5. května,residential,False,False,197.317,,,"LINESTRING (14.2726581 49.9260354, 14.2728091 49.9261085, 14.2737712 49.9265538, 14.2741771 49.9267417, 14.2747776 49.9270127, 14.27487 49.927033, 14.2749189 49.9270437)",,,,
"[310618816, 38058244]","['5. května', 'Za Mlýnem']",residential,False,True,177.954,,,"LINESTRING (14.2726581 49.9260354, 14.2726943 49.9258022, 14.2721024 49.9251696, 14.2719658 49.925074, 14.271311 49.9248096)",,,,
"[550174442, 23483068]",Vítova,residential,False,True,125.40199999999999,,,"LINESTRING (14.2726581 49.9260354, 14.2724422 49.9261016, 14.2723704 49.9261637, 14.2722677 49.926426, 14.2720318 49.9267142, 14.2718144 49.9269797)",,,,
34815731,Palackého,tertiary,False,False,61.805,11510,50,"LINESTRING (14.2749189 49.9270437, 14.2744952 49.927528)",,,,
"[23490417, 26250198, 26250199]",Palackého,tertiary,False,True,276.01399999999995,11510,50,"LINESTRING (14.2749189 49.9270437, 14.2752489 49.9266829, 14.2753195 49.9266049, 14.275618 49.926275, 14.2767151 49.9250819, 14.2767426 49.9250527, 14.2767826 49.9250102, 14.2768137 49.9249772, 14.2768545 49.9249339, 14.2768802 49.9249066)",yes,2,,
"[23490460, 113319549]",5. května,residential,False,True,197.317,,,"LINESTRING (14.2749189 49.9270437, 14.27487 49.927033, 14.2747776 49.9270127, 14.2741771 49.9267417, 14.2737712 49.9265538, 14.2728091 49.9261085, 14.2726581 49.9260354)",,,,
172444907,5. května,residential,False,True,39.026,,,"LINESTRING (14.2749189 49.9270437, 14.2749805 49.9270552, 14.2754511 49.9271194)",,,,
42205273,U Rokle,residential,False,False,30.193,,30,"LINESTRING (14.2795029 49.9256916, 14.2796831 49.9254461)",,,,
187372706,Tyršova,tertiary,False,True,76.769,11510,50,"LINESTRING (14.2795029 49.9256916, 14.2805135 49.9259226)",,2,,
187372706,Tyršova,tertiary,False,False,207.11399999999998,11510,50,"LINESTRING (14.2795029 49.9256916, 14.2781109 49.925301, 14.2768802 49.9249066)",,2,,
"[23490417, 26250198, 26250199]",Palackého,tertiary,False,False,276.014,11510,50,"LINESTRING (14.2768802 49.9249066, 14.2768545 49.9249339, 14.2768137 49.9249772, 14.2767826 49.9250102, 14.2767426 49.9250527, 14.2767151 49.9250819, 14.275618 49.926275, 14.2753195 49.9266049, 14.2752489 49.9266829, 14.2749189 49.9270437)",yes,2,,
187372706,Tyršova,tertiary,False,True,207.11399999999998,11510,50,"LINESTRING (14.2768802 49.9249066, 14.2781109 49.925301, 14.2795029 49.9256916)",,2,,
26250202,Pražská,secondary,False,False,4.641,115,50,"LINESTRING (14.2682871 49.9262877, 14.2683417 49.9263102)",,,,
23515145,Alšova,residential,False,True,99.136,,,"LINESTRING (14.2682871 49.9262877, 14.2678597 49.9266409, 14.2673767 49.9269576)",,,,
23515184,Za Sokolovnou,residential,False,False,44.262,,,"LINESTRING (14.2700202 49.9306371, 14.2696028 49.9309308)",,,,
23515184,Za Sokolovnou,residential,False,True,88.339,,,"LINESTRING (14.2700202 49.9306371, 14.2708621 49.9300562)",,,,
"[550174446, 550174447]",Bezručova,residential,False,True,140.178,,,"LINESTRING (14.2700202 49.9306371, 14.2686348 49.9297982, 14.2685924 49.9297743)",,,,
23515127,Mánesova,residential,False,False,149.349,,,"LINESTRING (14.2677562 49.9282941, 14.2693543 49.9291576)",,,,
23515202,Hálkova,residential,False,False,98.173,,,"LINESTRING (14.2677562 49.9282941, 14.2686093 49.9276028)",,,,
23490464,Karlická,tertiary,False,False,95.945,11515,,"LINESTRING (14.2693543 49.9291576, 14.270191 49.9284835)",,,,
23490464,Karlická,tertiary,False,True,87.616,11515,,"LINESTRING (14.2693543 49.9291576, 14.2685924 49.9297743)",,,,
23515127,Mánesova,residential,False,True,149.349,,,"LINESTRING (14.2693543 49.9291576, 14.2677562 49.9282941)",,,,
23515127,Mánesova,residential,False,False,147.07899999999998,,,"LINESTRING (14.2693543 49.9291576, 14.2693957 49.9291822, 14.2708621 49.9300562)",,,,
23490464,Karlická,tertiary,False,True,95.945,11515,,"LINESTRING (14.270191 49.9284835, 14.2693543 49.9291576)",,,,
23515136,Raisova,residential,False,True,149.697,,,"LINESTRING (14.270191 49.9284835, 14.2686093 49.9276028)",,,,
23490464,Karlická,tertiary,False,False,101.74600000000001,11515,,"LINESTRING (14.270191 49.9284835, 14.2708908 49.9279134, 14.271076 49.9277675)",,,,
"[23515136, 23515184]","['Za Sokolovnou', 'Raisova']",residential,False,False,250.023,,,"LINESTRING (14.270191 49.9284835, 14.2702566 49.9285213, 14.2717734 49.9294314, 14.2708621 49.9300562)",,,,
23515184,Za Sokolovnou,residential,False,False,88.339,,,"LINESTRING (14.2708621 49.9300562, 14.2700202 49.9306371)",,,,
23515127,Mánesova,residential,False,True,147.07899999999998,,,"LINESTRING (14.2708621 49.9300562, 14.2693957 49.9291822, 14.2693543 49.9291576)",,,,
"[23515184, 23515136]","['Za Sokolovnou', 'Raisova']",residential,False,True,250.023,,,"LINESTRING (14.2708621 49.9300562, 14.2717734 49.9294314, 14.2702566 49.9285213, 14.270191 49.9284835)",,,,
23515136,Raisova,residential,False,False,113.72,,,"LINESTRING (14.2673767 49.9269576, 14.2686093 49.9276028)",,,,
23515145,Alšova,residential,False,False,99.136,,,"LINESTRING (14.2673767 49.9269576, 14.2678597 49.9266409, 14.2682871 49.9262877)",,,,
23515136,Raisova,residential,False,False,149.697,,,"LINESTRING (14.2686093 49.9276028, 14.270191 49.9284835)",,,,
23515136,Raisova,residential,False,True,113.72,,,"LINESTRING (14.2686093 49.9276028, 14.2673767 49.9269576)",,,,
23515202,Hálkova,residential,False,False,102.206,,,"LINESTRING (14.2686093 49.9276028, 14.2693954 49.9268355)",,,,
23515202,Hálkova,residential,False,True,98.173,,,"LINESTRING (14.2686093 49.9276028, 14.2677562 49.9282941)",,,,
23515198,Jiráskova,residential,False,False,98.079,,,"LINESTRING (14.2734831 49.930393, 14.2743423 49.9310801)",,,,
"[23515211, 23515205]","['Polní', 'Viničná']",residential,False,False,162.462,,,"LINESTRING (14.2734831 49.930393, 14.2728169 49.9312517, 14.2733339 49.9316265)",,,,
23515211,Viničná,residential,False,True,88.696,,,"LINESTRING (14.2734831 49.930393, 14.2739871 49.9297349, 14.2740364 49.9296794)",,,,
23515198,Jiráskova,residential,False,False,132.02,,,"LINESTRING (14.2743423 49.9310801, 14.2755139 49.9319971)",,,,
23515198,Jiráskova,residential,False,True,98.079,,,"LINESTRING (14.2743423 49.9310801, 14.2734831 49.930393)",,,,
23515222,Ruská,residential,False,False,83.257,,,"LINESTRING (14.2743423 49.9310801, 14.2752222 49.9305904)",,,,
23515222,Ruská,residential,False,True,94.346,,,"LINESTRING (14.2743423 49.9310801, 14.2733339 49.9316265)",,,,
23515198,Jiráskova,residential,False,True,132.02,,,"LINESTRING (14.2755139 49.9319971, 14.2743423 49.9310801)",,,,
23515224,Jugoslávská,residential,False,False,83.224,,,"LINESTRING (14.2755139 49.9319971, 14.276415 49.9315241)",,,,
23515222,Ruská,residential,False,False,94.346,,,"LINESTRING (14.2733339 49.9316265, 14.2743423 49.9310801)",,,,
"[23515211, 23515205]","['Viničná', 'Polní']",residential,False,True,162.462,,,"LINESTRING (14.2733339 49.9316265, 14.2728169 49.9312517, 14.2734831 49.930393)",,,,
23515235,Anglická,residential,False,False,107.707,,,"LINESTRING (14.2799055 49.9313481, 14.2806737 49.9305152)",,,,
23515270,Březová,residential,False,False,109.849,,,"LINESTRING (14.2799055 49.9313481, 14.2812273 49.9318501)",,,,
23515270,Březová,residential,False,True,108.434,,,"LINESTRING (14.2799055 49.9313481, 14.2785923 49.9308619)",,,,
23515235,Anglická,residential,False,False,73.666,,,"LINESTRING (14.2806737 49.9305152, 14.2811816 49.929939)",,,,
