osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,bridge
29131532,30113,Horní,tertiary,50,False,False,187.82000000000002,"LINESTRING (16.1701946 50.5945401, 16.1701831 50.5946945, 16.1702411 50.5949284, 16.1703061 50.5950338, 16.1703907 50.595171, 16.1704629 50.5952999, 16.1706975 50.5957186, 16.1708343 50.5959416, 16.1709877 50.5961352)",,,
"[162948185, 29461405]",30110,5. května,tertiary,50,False,"[False, True]",10.669,"LINESTRING (16.1701946 50.5945401, 16.1701998 50.5945086, 16.1702068 50.5944658, 16.1702128 50.5944449)",2,,
82825667,30110,Rooseveltova,tertiary,50,False,True,122.624,"LINESTRING (16.1701946 50.5945401, 16.170136 50.5945742, 16.170077 50.5945989, 16.1700331 50.5946119, 16.1700123 50.594618, 16.1697078 50.5946595, 16.1693735 50.5946944, 16.1690827 50.5947037, 16.1687824 50.5947021, 16.1685089 50.5946918)",2,,
205029866,30110,Rooseveltova,tertiary,,False,True,8.825,"LINESTRING (16.1685089 50.5946918, 16.1683843 50.5946853)",2,,
"[29445586, 29445587, 82825669]",,Pivovarský dvůr,residential,,False,False,144.768,"LINESTRING (16.1685089 50.5946918, 16.1685202 50.5946463, 16.1685321 50.5945987, 16.1686376 50.594571, 16.1687314 50.5945403, 16.16882 50.5944927, 16.1690882 50.5943718, 16.1691599 50.5943567, 16.1695911 50.5943186, 16.1696491 50.5943378, 16.1697072 50.5944251, 16.1697542 50.5944413, 16.1701549 50.5944445, 16.1702128 50.5944449)",,2,
82825667,30110,Rooseveltova,tertiary,50,False,False,122.62400000000001,"LINESTRING (16.1685089 50.5946918, 16.1687824 50.5947021, 16.1690827 50.5947037, 16.1693735 50.5946944, 16.1697078 50.5946595, 16.1700123 50.594618, 16.1700331 50.5946119, 16.170077 50.5945989, 16.170136 50.5945742, 16.1701946 50.5945401)",2,,
29131532,30113,Horní,tertiary,50,False,True,124.83699999999999,"LINESTRING (16.172107 50.5969918, 16.171664 50.5967315, 16.1714405 50.5965733, 16.171244 50.5964258, 16.1710891 50.5962736, 16.1709877 50.5961352)",,,
"[29433938, 29458198]",,"['Čapkova', 'Na výsluní']",residential,,False,False,171.87300000000002,"LINESTRING (16.172107 50.5969918, 16.1721777 50.5969619, 16.1723871 50.5969427, 16.1726762 50.596949, 16.1728322 50.596989, 16.1729199 50.5970698, 16.1730212 50.5971892, 16.1731561 50.5972916, 16.1733105 50.5973556, 16.1734554 50.5973772, 16.173591 50.5973771, 16.1737357 50.5973666, 16.1737538 50.5971946, 16.1736807 50.5970653)",,,
29458199,30113,Horní,tertiary,50,False,False,158.575,"LINESTRING (16.172107 50.5969918, 16.1723296 50.5971814, 16.1725241 50.5973974, 16.1726666 50.5975892, 16.1727548 50.5977532, 16.1728247 50.5979276, 16.1728433 50.5980801, 16.1728332 50.5982025, 16.1728087 50.5983013)",,,
29458199,30113,Horní,tertiary,50,False,True,158.57500000000002,"LINESTRING (16.1728087 50.5983013, 16.1728332 50.5982025, 16.1728433 50.5980801, 16.1728247 50.5979276, 16.1727548 50.5977532, 16.1726666 50.5975892, 16.1725241 50.5973974, 16.1723296 50.5971814, 16.172107 50.5969918)",,,
82823093,,Nerudova,residential,,False,True,53.009,"LINESTRING (16.1700656 50.5903265, 16.1699424 50.5904351, 16.169854 50.5906563, 16.1698215 50.5907691)",,,
778566956,30110,Aloise Jiráska,tertiary,50,False,False,71.678,"LINESTRING (16.1700656 50.5903265, 16.1700607 50.5904243, 16.1700694 50.5905606, 16.1701007 50.5906981, 16.1701911 50.5909634)",2,,
82809521,,Nerudova,residential,,False,False,34.566,"LINESTRING (16.1701911 50.5909634, 16.1701194 50.5909169, 16.1699418 50.5908017, 16.1698867 50.590778, 16.1698215 50.5907691)",,,
"[82825668, 82825662]",30110,Aloise Jiráska,tertiary,30,False,True,35.162000000000006,"LINESTRING (16.1701911 50.5909634, 16.1702184 50.5910269, 16.1702763 50.5911549, 16.1703021 50.5911842, 16.1703347 50.5912069, 16.1703677 50.5912228, 16.1704032 50.591237)",2,,
778566956,30110,Aloise Jiráska,tertiary,50,False,True,71.678,"LINESTRING (16.1701911 50.5909634, 16.1701007 50.5906981, 16.1700694 50.5905606, 16.1700607 50.5904243, 16.1700656 50.5903265)",2,,
235215605,,Palackého,residential,,False,True,23.359,"LINESTRING (16.1713068 50.5910152, 16.1714603 50.5908291)",,,
29445553,30110,náměstí Aloise Jiráska,tertiary,50,False,True,119.509,"LINESTRING (16.1713068 50.5910152, 16.1713415 50.5910407, 16.1713602 50.5910688, 16.1713644 50.5910927, 16.171317 50.5916362, 16.1712704 50.5920774)",2,,
