osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,bridge,junction
"[56741180, 33888262, 290670358]",490,Dlouhá,secondary,50,False,True,188.42799999999997,2,"LINESTRING (17.6707315 49.2302747, 17.6705794 49.2300802, 17.6704706 49.2299321, 17.6701054 49.2294417, 17.6699269 49.2292053, 17.6697615 49.2289647, 17.6696757 49.2288455, 17.6696112 49.2287465)",,
"[26343129, 1120676925, 72240453]",490,"['Dlouhá', 'Sokolská']",secondary,50,False,False,62.75,2,"LINESTRING (17.6707315 49.2302747, 17.6707595 49.2303156, 17.6710779 49.2307687, 17.6710922 49.2307875)",yes,
"[65655682, 38290954, 506097348]",,Benešovo nábřeží,residential,,False,True,732.6729999999999,,"LINESTRING (17.6707315 49.2302747, 17.6703615 49.2301467, 17.6703221 49.2301342, 17.669628 49.2298817, 17.6692548 49.2297585, 17.6690703 49.2297087, 17.6688748 49.2296621, 17.6687517 49.2296351, 17.6686184 49.2296055, 17.6683016 49.2295516, 17.6679864 49.2295071, 17.6677481 49.2294859, 17.6675086 49.2294719, 17.666561 49.2294272, 17.6662869 49.2293892, 17.6659695 49.2293283, 17.6657266 49.2292549, 17.6654972 49.2291664, 17.6652532 49.2290461, 17.6648701 49.2287792, 17.6645828 49.2285863, 17.6644205 49.2284929, 17.6642089 49.228376, 17.6640056 49.2282807, 17.6638341 49.2282161, 17.6636991 49.2281693, 17.6634299 49.2280859, 17.6618705 49.2276693, 17.6617231 49.2276382)",,
9627826,49,Osvoboditelů,primary,50,True,False,84.017,3,"LINESTRING (17.6687817 49.2236993, 17.6687154 49.224148, 17.6686888 49.2244523)",,
"[737407667, 25773556]",,Štefánikova,tertiary,50,False,False,177.317,2,"LINESTRING (17.6687817 49.2236993, 17.6690506 49.223722, 17.6702123 49.2238264, 17.6708599 49.2238804, 17.671202 49.2239095)",,
"[892405762, 26415813]",49026,Osvoboditelů,tertiary,50,False,True,171.35,2,"LINESTRING (17.6687817 49.2236993, 17.6688036 49.2236303, 17.6688385 49.2235605, 17.6688718 49.223519, 17.6692021 49.2231127, 17.6692608 49.22304, 17.6693692 49.2229026, 17.6696172 49.2225887, 17.6697986 49.2223598, 17.669828 49.2223219)",,
"[172893651, 9626295]",49,třída Tomáše Bati,primary,50,True,False,474.487,3,"LINESTRING (17.6687175 49.2256165, 17.6684658 49.2256337, 17.6682401 49.2256393, 17.6677731 49.2256439, 17.6667383 49.225654, 17.6661379 49.2256598, 17.6660883 49.225661, 17.6659271 49.2256596, 17.6657778 49.2256552, 17.6656814 49.225649, 17.6655825 49.2256377, 17.6654746 49.225621, 17.6653756 49.2255997, 17.6652849 49.225574, 17.6651987 49.2255452, 17.6650719 49.2254914, 17.6648596 49.2253853, 17.6630491 49.224486, 17.6628234 49.2243661)",,
"[9627881, 40430018]",490,Dlouhá,secondary,50,False,False,203.594,"['4', '5']","LINESTRING (17.6687175 49.2256165, 17.6687208 49.225758, 17.6688251 49.2262938, 17.6688853 49.2266045, 17.6689434 49.2268895, 17.6690489 49.2274338)",,
"[791157004, 791157566]",49,třída Tomáše Bati,primary,50,False,False,152.02200000000002,"['4', '5']","LINESTRING (17.6687175 49.2256165, 17.6689314 49.2256121, 17.669592 49.2256054, 17.6700818 49.2256004, 17.670633 49.2255974, 17.6708106 49.2255947)",,
"[892405762, 26415813]",49026,Osvoboditelů,tertiary,50,False,False,171.35000000000002,2,"LINESTRING (17.669828 49.2223219, 17.6697986 49.2223598, 17.6696172 49.2225887, 17.6693692 49.2229026, 17.6692608 49.22304, 17.6692021 49.2231127, 17.6688718 49.223519, 17.6688385 49.2235605, 17.6688036 49.2236303, 17.6687817 49.2236993)",,
65658003,,Štefánikova,tertiary,50,False,True,116.19500000000001,2,"LINESTRING (17.6727804 49.2240799, 17.6724919 49.2240457, 17.6718655 49.2239742, 17.6716441 49.2239511, 17.6714054 49.2239271, 17.671202 49.2239095)",,
65658006,,Hluboká,residential,,False,True,94.50099999999999,,"LINESTRING (17.6727804 49.2240799, 17.6727934 49.2240188, 17.6729761 49.2232397)",,
"[26342971, 923728116]",,Hluboká,residential,,False,False,166.632,,"LINESTRING (17.6727804 49.2240799, 17.672774 49.2241371, 17.6727272 49.224746, 17.6726845 49.2251204, 17.6726752 49.2252726, 17.6726625 49.2254808, 17.6726651 49.2255762)",,
26342973,,Potoky,residential,,False,False,139.75100000000003,,"LINESTRING (17.67062 49.2271491, 17.6706256 49.2270694, 17.6706249 49.2270542, 17.6706333 49.2268454, 17.6706424 49.2267579, 17.6706523 49.2266131, 17.6706528 49.2265417, 17.670653 49.2265017, 17.6706533 49.2264483, 17.6706516 49.226339, 17.6706557 49.226137, 17.6706564 49.2261099, 17.6706589 49.2260032, 17.6706356 49.2258939)",,
47807739,,Kvítková,residential,,True,False,20.717000000000006,,"LINESTRING (17.67062 49.2271491, 17.6706498 49.2271539, 17.6706775 49.2271626, 17.6706928 49.2271695, 17.6707067 49.2271777, 17.670719 49.2271868, 17.6707294 49.2271969, 17.670738 49.2272077, 17.6707444 49.2272192, 17.6707487 49.227231, 17.6707507 49.2272432, 17.6707504 49.2272553, 17.6707479 49.2272674, 17.6707431 49.2272792, 17.6707362 49.2272905)",,roundabout
26342984,,Lešetín I,residential,,True,False,178.525,,"LINESTRING (17.6730528 49.2273061, 17.6730464 49.2273715, 17.6729203 49.2287178, 17.6729149 49.2287756, 17.672775 49.2288726)",,
47807736,,Kvítková,residential,,False,True,32.416000000000004,,"LINESTRING (17.6730528 49.2273061, 17.6726971 49.2272957, 17.6726068 49.227294)",,
"[26342976, 33903947, 33903948]",,Santražiny,residential,,False,"[False, True]",183.132,,"LINESTRING (17.672775 49.2288726, 17.6727192 49.2288473, 17.6723029 49.2286538, 17.6722566 49.2286373, 17.6722296 49.2286293, 17.6721991 49.2286222, 17.6721268 49.2286105, 17.6717133 49.2285514, 17.6711073 49.2284672, 17.671082 49.2284662, 17.6709944 49.2284781, 17.6709129 49.2284953, 17.6704221 49.2285869)",yes,
27742638,49016,nám. T. G. Masaryka,tertiary,50,False,False,106.108,4,"LINESTRING (17.6634175 49.2234943, 17.6632899 49.2236811, 17.6629024 49.2242489, 17.6628234 49.2243661)",,
40430015,49,Štefánikova,primary,50,True,False,113.489,3,"LINESTRING (17.6634175 49.2234943, 17.6641985 49.2235197, 17.6649778 49.2235508)",,
27742638,49016,nám. T. G. Masaryka,tertiary,50,False,True,106.108,4,"LINESTRING (17.6628234 49.2243661, 17.6629024 49.2242489, 17.6632899 49.2236811, 17.6634175 49.2234943)",,
