osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,bridge,access
255320215,244,T. G. Masaryka,secondary,False,False,31.289,"LINESTRING (14.5845209 50.2249362, 14.5843404 50.2246796)",,,
4800760,101,Brandýská,secondary,False,False,127.156,"LINESTRING (14.5845209 50.2249362, 14.5848016 50.2248538, 14.5861443 50.2244577)",,,
22755809,101;244,T. G. Masaryka,secondary,False,True,194.425,"LINESTRING (14.5845209 50.2249362, 14.5852259 50.225981, 14.5856197 50.2265371)",,,
4800760,101,Brandýská,secondary,False,True,44.717,"LINESTRING (14.5894151 50.2234715, 14.588857 50.2236565)",,,
38165430,,Antonína Dvořáka,residential,False,False,165.972,"LINESTRING (14.5894151 50.2234715, 14.5889267 50.2228403, 14.5885301 50.2223277, 14.5884193 50.2221233)",,,
19534048,244,T. G. Masaryka,secondary,False,False,40.964,"LINESTRING (14.5856197 50.2265371, 14.5859714 50.2268288)",,,
22755809,101;244,T. G. Masaryka,secondary,False,False,194.425,"LINESTRING (14.5856197 50.2265371, 14.5852259 50.225981, 14.5845209 50.2249362)",,,
86472412,101,Neratovická,secondary,False,True,65.34299999999999,"LINESTRING (14.5856197 50.2265371, 14.5853496 50.2265934, 14.5847487 50.2267237)",,,
12968777,,Křovákova,residential,False,True,126.765,"LINESTRING (14.580157 50.2239065, 14.5817607 50.2234096)",,,
38165422,,Nitkova,residential,False,False,216.569,"LINESTRING (14.580157 50.2239065, 14.581984 50.2254644)",,,
9550672,,Tyršova,residential,False,True,96.822,"LINESTRING (14.5831144 50.2250577, 14.5843404 50.2246796)",,,
9550672,,Tyršova,residential,False,False,92.35300000000001,"LINESTRING (14.5831144 50.2250577, 14.5823469 50.2253136, 14.581984 50.2254644)",,,
86196232,,Vančurova,residential,False,True,207.178,"LINESTRING (14.5831144 50.2250577, 14.5823908 50.2242539, 14.5817607 50.2234096)",,,
38165422,,Nitkova,residential,False,True,216.569,"LINESTRING (14.581984 50.2254644, 14.580157 50.2239065)",,,
9550672,,Tyršova,residential,False,True,92.35300000000001,"LINESTRING (14.581984 50.2254644, 14.5823469 50.2253136, 14.5831144 50.2250577)",,,
86196231,,nám. Odboje,residential,False,False,92.381,"LINESTRING (14.581984 50.2254644, 14.5823088 50.2257155, 14.5826274 50.2259619, 14.5827826 50.2261181)",,,
86463304,,nám. Odboje,residential,False,False,172.486,"LINESTRING (14.581984 50.2254644, 14.581435 50.2256984, 14.5805392 50.2259594, 14.580313 50.2254814)",,,
9550675,,Husova,residential,False,False,116.741,"LINESTRING (14.5826784 50.2222342, 14.5811932 50.2226806)",,,
111312780,244,T. G. Masaryka,secondary,False,True,90.925,"LINESTRING (14.5826784 50.2222342, 14.5832165 50.2229759)",2,,
9550675,,Husova,residential,False,True,116.741,"LINESTRING (14.5811932 50.2226806, 14.5826784 50.2222342)",,,
86196232,,Vančurova,residential,False,False,90.559,"LINESTRING (14.5811932 50.2226806, 14.5817607 50.2234096)",,,
