osmid,oneway,name,highway,reversed,length,geometry,ref,bridge
33471939,True,nám. 7. května,residential,False,69.991,"LINESTRING (14.5321639 49.5736844, 14.5321625 49.5736121, 14.5321532 49.5731126, 14.5321521 49.573055)",,
291548747,False,Sedlčanská,secondary,False,289.045,"LINESTRING (14.5321639 49.5736844, 14.5313647 49.5741291, 14.5307434 49.5746838, 14.5301913 49.5751093, 14.5297128 49.5752714, 14.5294409 49.5753356, 14.5292378 49.575374)",120,
"[749793380, 9526461]",False,nám. 7. května,secondary,True,80.709,"LINESTRING (14.5321639 49.5736844, 14.5327974 49.5733558, 14.5329594 49.573254, 14.5330207 49.5732182)",120,
291548766,False,nám. 7. května,residential,False,30.638,"LINESTRING (14.5325976 49.5719044, 14.5330218 49.57192)",,
291548767,False,nám. 7. května,secondary,False,45.491,"LINESTRING (14.5325976 49.5719044, 14.532827 49.5722855)",121,
409267634,False,Dr. E. Beneše,secondary,True,55.717,"LINESTRING (14.5325976 49.5719044, 14.5324457 49.5714131)",121,
"[749793380, 9526461]",False,nám. 7. května,secondary,False,80.709,"LINESTRING (14.5330207 49.5732182, 14.5329594 49.573254, 14.5327974 49.5733558, 14.5321639 49.5736844)",120,
"[526475363, 9526475]",False,Revoluční,secondary,False,159.36599999999999,"LINESTRING (14.5330207 49.5732182, 14.5333546 49.5734073, 14.5338133 49.5737165, 14.5345608 49.5742444)",120;121,
345663517,False,nám. 7. května,secondary,True,32.205,"LINESTRING (14.5330207 49.5732182, 14.5329847 49.5731087, 14.5329534 49.5729322)",121,
164368042,False,Sedlčanská,residential,False,115.013,"LINESTRING (14.5292378 49.575374, 14.5292144 49.575468, 14.5291615 49.5756704, 14.5290935 49.576002, 14.5291175 49.576401)",,
291548747,False,Sedlčanská,secondary,False,147.231,"LINESTRING (14.5292378 49.575374, 14.528632 49.575415, 14.5281352 49.5754242, 14.5277138 49.5753245, 14.5272751 49.575187)",120,
291548747,False,Sedlčanská,secondary,True,289.04499999999996,"LINESTRING (14.5292378 49.575374, 14.5294409 49.5753356, 14.5297128 49.5752714, 14.5301913 49.5751093, 14.5307434 49.5746838, 14.5313647 49.5741291, 14.5321639 49.5736844)",120,
33471941,False,Malá,residential,False,54.788,"LINESTRING (14.5324457 49.5714131, 14.5331898 49.5715127)",,
409267634,False,Dr. E. Beneše,secondary,False,55.717,"LINESTRING (14.5324457 49.5714131, 14.5325976 49.5719044)",121,
409267634,False,Dr. E. Beneše,secondary,True,27.838,"LINESTRING (14.5324457 49.5714131, 14.5323634 49.5711685)",121,
33471936,False,Čsl. armády,residential,False,167.82399999999998,"LINESTRING (14.5345608 49.5742444, 14.5357733 49.5735241, 14.5357994 49.5734834, 14.535805 49.5734316, 14.5355957 49.5731123)",,
"[526475362, 24431174, 24431175]",False,"['K. Burky', 'most Karla Burky', 'Revoluční']",secondary,False,271.16499999999996,"LINESTRING (14.5345608 49.5742444, 14.5348395 49.5744378, 14.53614 49.5752228, 14.5367651 49.5756085, 14.5372846 49.5759251)",120;121,yes
"[526475363, 9526475]",False,Revoluční,secondary,True,159.36599999999999,"LINESTRING (14.5345608 49.5742444, 14.5338133 49.5737165, 14.5333546 49.5734073, 14.5330207 49.5732182)",120;121,
24431174,False,K. Burky,secondary,True,92.774,"LINESTRING (14.5382152 49.5764998, 14.5380525 49.5763768, 14.5372846 49.5759251)",120;121,
409267633,False,Dr. E. Beneše,secondary,False,196.989,"LINESTRING (14.5294765 49.5690931, 14.5296107 49.5691903, 14.5299386 49.5694647, 14.5301519 49.569669, 14.5311906 49.5704708)",121,
291548745,False,Nechvalická,tertiary,True,116.941,"LINESTRING (14.5272751 49.575187, 14.5257709 49.5747938)",10529,
291548747,False,Sedlčanská,secondary,True,147.231,"LINESTRING (14.5272751 49.575187, 14.5277138 49.5753245, 14.5281352 49.5754242, 14.528632 49.575415, 14.5292378 49.575374)",120,
345663513,False,Komenského,residential,True,136.651,"LINESTRING (14.5272751 49.575187, 14.5273333 49.5750494, 14.5277358 49.5740575, 14.5277955 49.5740109)",,
24431174,False,K. Burky,secondary,False,92.774,"LINESTRING (14.5372846 49.5759251, 14.5380525 49.5763768, 14.5382152 49.5764998)",120;121,
"[526475362, 24431174, 24431175]",False,"['K. Burky', 'most Karla Burky', 'Revoluční']",secondary,True,271.165,"LINESTRING (14.5372846 49.5759251, 14.5367651 49.5756085, 14.53614 49.5752228, 14.5348395 49.5744378, 14.5345608 49.5742444)",120;121,yes
291548765,False,nám. 7. května,tertiary,True,43.001,"LINESTRING (14.532827 49.5722855, 14.5330218 49.57192)",12137,
291548767,False,nám. 7. května,secondary,True,45.491,"LINESTRING (14.532827 49.5722855, 14.5325976 49.5719044)",121,
37877852,False,nám. 7. května,secondary,False,72.53,"LINESTRING (14.532827 49.5722855, 14.5329021 49.5725794, 14.5329534 49.5729322)",121,
33471942,False,Brigádnická,residential,True,93.082,"LINESTRING (14.5311906 49.5704708, 14.5307932 49.5704613, 14.5301013 49.5704985, 14.5299082 49.5705293)",,
