osmid,name,highway,oneway,reversed,length,geometry,access
86412302,Dr. Znojemského,residential,False,False,123.02499999999999,"LINESTRING (16.0005766 49.8450734, 16.0001329 49.8446334, 15.9998395 49.8443662, 15.9996417 49.8441464)",
87936183,Boženy Němcové,residential,False,True,100.264,"LINESTRING (16.0005766 49.8450734, 16.0005663 49.8450995, 16.0005446 49.8451227, 16.0003158 49.845219, 16.0000107 49.8453649, 15.9996651 49.8455372, 15.9995994 49.8455614, 15.9995458 49.84557, 15.9994524 49.8455651)",
30653919,Štěpánkova,residential,False,True,75.274,"LINESTRING (15.9918779 49.8392553, 15.9929115 49.8391374)",
30653901,Vítězslava Nováka,residential,False,False,113.39099999999999,"LINESTRING (15.9918779 49.8392553, 15.9919652 49.8393443, 15.9920942 49.839483, 15.9921553 49.8395448, 15.9922281 49.8396092, 15.9922826 49.8396488, 15.9924384 49.8397263, 15.992794 49.8398685, 15.9928861 49.8399004, 15.9930084 49.8399249)",
30653901,Vítězslava Nováka,residential,False,True,13.37,"LINESTRING (15.9931925 49.8399439, 15.9930084 49.8399249)",
30653901,Vítězslava Nováka,residential,False,False,89.848,"LINESTRING (15.9931925 49.8399439, 15.9933803 49.8399569, 15.9940345 49.8399964, 15.9943741 49.8400236, 15.9944362 49.8400354)",
30653922,Československé armády,residential,False,False,77.396,"LINESTRING (15.9931925 49.8399439, 15.9932108 49.8400841, 15.993661 49.8405575)",
30653901,Vítězslava Nováka,residential,False,False,176.525,"LINESTRING (15.9944362 49.8400354, 15.9945009 49.8400618, 15.9945752 49.8400959, 15.9946341 49.8401376, 15.9946983 49.840189, 15.99477 49.8402493, 15.9948427 49.840339, 15.9949356 49.8404694, 15.9949719 49.8405167, 15.9950322 49.8406109, 15.9950656 49.8406612, 15.99513 49.8407474, 15.995331 49.8409318, 15.9956369 49.8412291, 15.9956923 49.8412951, 15.9957498 49.841359)",
30653901,Vítězslava Nováka,residential,False,True,89.848,"LINESTRING (15.9944362 49.8400354, 15.9943741 49.8400236, 15.9940345 49.8399964, 15.9933803 49.8399569, 15.9931925 49.8399439)",
30653918,Husova,residential,False,False,110.27,"LINESTRING (15.9944362 49.8400354, 15.9946005 49.8392156, 15.9946333 49.8390519)",
30653901,Vítězslava Nováka,residential,False,False,142.45899999999997,"LINESTRING (15.9957498 49.841359, 15.9957712 49.8413916, 15.9958354 49.841579, 15.9959063 49.8421876, 15.995941 49.8423537, 15.9959646 49.8424574, 15.9959783 49.8425231, 15.9960042 49.8426266)",
