osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,access
244128960,304,Regnerova,secondary,50,False,True,23.834,"LINESTRING (16.0190493 50.5089388, 16.0189402 50.5091416)",,,
35743653,,Havlíčkova,residential,,False,False,177.64499999999998,"LINESTRING (16.0190493 50.5089388, 16.0208913 50.5091297, 16.0215282 50.5091977)",,,
244128960,304,Regnerova,secondary,50,False,False,85.25200000000001,"LINESTRING (16.0190493 50.5089388, 16.0191538 50.5086564, 16.0192429 50.5081832)",,,
"[35743658, 599355711]",304,Pod městem,secondary,50,False,False,204.976,"LINESTRING (16.0178243 50.5118455, 16.0177994 50.5117261, 16.0178113 50.5116017, 16.0178597 50.5113256, 16.0180368 50.5107529, 16.0184665 50.5100686)",,,
1163481420,304,Dr. A. Hejny,secondary,50,False,True,48.455,"LINESTRING (16.0178243 50.5118455, 16.0179164 50.5120155, 16.0179183 50.5121702, 16.0178765 50.5122679)",,,
130460627,14,Palackého,primary,50,False,True,33.003,"LINESTRING (16.0221829 50.5097279, 16.02202 50.509889, 16.0219316 50.509978)",,,
"[24587977, 77065371, 9405036, 77065397]",14,"['Most F. L. Riegra', 'Na Veselce']",primary,50,False,True,140.37699999999998,"LINESTRING (16.016306 50.513948, 16.0153707 50.5140818, 16.01528 50.5140946, 16.0144625 50.5141869, 16.0143606 50.5141982)",yes,,
9405044,304,Dr. A. Hejny,secondary,50,False,False,45.107,"LINESTRING (16.016306 50.513948, 16.016301 50.51367, 16.016359 50.5135478)",,,
"[914258723, 914258724, 914258725, 914258726, 914258727, 35743621, 35674768, 35674769]",14,"['Palackého', 'Most II. odboje']",primary,50,False,False,582.2069999999999,"LINESTRING (16.016306 50.513948, 16.0170767 50.513847, 16.017497 50.513788, 16.0177903 50.5137138, 16.0182828 50.5135773, 16.0186037 50.5134582, 16.0187065 50.5134083, 16.0192072 50.5131278, 16.0193574 50.5130243, 16.0195511 50.5128535, 16.0195727 50.5128405, 16.0196881 50.5127213, 16.0199294 50.5123832, 16.0201288 50.5120337, 16.0202406 50.5118286, 16.020473 50.511455, 16.0205106 50.5114119, 16.0205568 50.5113588, 16.020851 50.51105, 16.0211052 50.510818, 16.021441 50.510511, 16.0215825 50.510359)",yes,"['2', '3']",
302909157,,Riegrova,residential,,False,False,80.993,"LINESTRING (16.0192429 50.5081832, 16.0203804 50.5082682)",,,destination
244128960,304,Regnerova,secondary,50,False,True,85.25200000000001,"LINESTRING (16.0192429 50.5081832, 16.0191538 50.5086564, 16.0190493 50.5089388)",,,
25044157,,náměstí T. G. Masaryka,residential,,False,False,11.164,"LINESTRING (16.0143757 50.5121538, 16.014509 50.5122076)",,,
37631377,,náměstí T. G. Masaryka,residential,,False,True,21.277,"LINESTRING (16.0157991 50.5123981, 16.0155004 50.512375)",,,
35743659,,Dr. E. Beneše,residential,,True,False,171.728,"LINESTRING (16.0157991 50.5123981, 16.0158108 50.5123974, 16.0164757 50.5123598, 16.0170381 50.5123169, 16.0174136 50.5122711, 16.0176465 50.5121226, 16.0177474 50.5119736, 16.0178243 50.5118455)",,,
125980499,3012,Poděbradova,tertiary,,False,False,12.326,"LINESTRING (16.0115626 50.5117902, 16.0115573 50.511901)",,,
35934514,,Pod Velbabou,residential,,False,True,374.69300000000004,"LINESTRING (16.0115626 50.5117902, 16.0114273 50.5117586, 16.0113732 50.5116899, 16.0113845 50.5114922, 16.0113943 50.5113214, 16.0113402 50.5112413, 16.0112472 50.5112012, 16.0111451 50.5111993, 16.011025 50.5112546, 16.0108685 50.511575, 16.0107789 50.5117586, 16.0106588 50.5118216, 16.0105087 50.5118464, 16.0103646 50.5118063, 16.0102836 50.5117242, 16.0100855 50.5113214, 16.0099714 50.5112069, 16.0088337 50.5106724, 16.0086862 50.5105751)",,,
"[245668016, 35743678]",,Žižkova,residential,,True,False,69.47900000000001,"LINESTRING (16.0129881 50.5122747, 16.0131035 50.512238, 16.0136871 50.5121313, 16.0139244 50.5120893)",,,
35743708,,Žižkova,residential,,False,True,63.355000000000004,"LINESTRING (16.0129881 50.5122747, 16.0123481 50.5122369, 16.012232 50.5122023, 16.0121348 50.5121523)",,,
105715850,,Žižkova,residential,,True,False,32.708,"LINESTRING (16.0139244 50.5120893, 16.0143757 50.5121538)",,,
35743677,,Wolkerova,residential,,False,False,245.80999999999997,"LINESTRING (16.0139244 50.5120893, 16.0137556 50.5120697, 16.0136803 50.5120338, 16.013641 50.5119623, 16.013576 50.5118597, 16.0133631 50.511709, 16.0131548 50.5116103, 16.0126774 50.5114488, 16.0124073 50.5113396, 16.0123559 50.5112895, 16.0122953 50.5111514, 16.012241 50.5109854, 16.0119884 50.5107063, 16.0118758 50.5106473, 16.0116803 50.5105589)",,,
35674768,14,Palackého,primary,50,False,True,49.033,"LINESTRING (16.0219316 50.509978, 16.021659 50.5102742, 16.0215825 50.510359)",,,
130460627,14,Palackého,primary,50,False,False,33.003,"LINESTRING (16.0219316 50.509978, 16.02202 50.509889, 16.0221829 50.5097279)",,,
35743651,,Nábřeží pplk. A. Bunzla,residential,,False,True,41.819,"LINESTRING (16.0206224 50.5110337, 16.0205994 50.5106579)",,,
35743651,,Nábřeží pplk. A. Bunzla,residential,,False,False,41.819,"LINESTRING (16.0205994 50.5106579, 16.0206224 50.5110337)",,,
"[1163481433, 1163481437]",,Plickova,residential,30,True,False,54.125,"LINESTRING (16.0205994 50.5106579, 16.0200954 50.5105415, 16.0198808 50.5104903)",,,
"[35743650, 35743647]",,"['Bratří Čapků', 'Nábřeží pplk. A. Bunzla']",residential,,True,False,192.481,"LINESTRING (16.0196743 50.5097462, 16.0210768 50.5098876, 16.0205994 50.5106579)",,,
"[35743648, 1163481429, 1163481430]",,Bratří Čapků,residential,,True,False,64.971,"LINESTRING (16.0196743 50.5097462, 16.0196218 50.5099131, 16.0195501 50.5101563, 16.0195164 50.510217, 16.0194291 50.5103029)",,,
35743649,,Plickova,residential,,False,True,40.372,"LINESTRING (16.0194291 50.5103029, 16.0195178 50.5104056, 16.0197822 50.5104673, 16.0198808 50.5104903)",,,
"[1163481432, 252584230, 1163481431]",,Plickova,residential,,False,False,72.88600000000001,"LINESTRING (16.0194291 50.5103029, 16.0192493 50.510259, 16.0186197 50.5101044, 16.0185564 50.5100892, 16.0184665 50.5100686)",,,
35743650,,Bratří Čapků,residential,,True,False,71.383,"LINESTRING (16.018684 50.5096251, 16.0188038 50.5096459, 16.0188783 50.5096548, 16.0192828 50.5096965, 16.0194607 50.5097128, 16.0196743 50.5097462)",,,
35743657,304,Regnerova,secondary,,False,False,56.734,"LINESTRING (16.018684 50.5096251, 16.0189014 50.5092179, 16.0189402 50.5091416)",,,
599355711,304,Pod městem,secondary,,False,True,51.730999999999995,"LINESTRING (16.018684 50.5096251, 16.0186337 50.5097451, 16.0185761 50.5098863, 16.0184665 50.5100686)",,,
599355711,304,Pod městem,secondary,,False,False,51.730999999999995,"LINESTRING (16.0184665 50.5100686, 16.0185761 50.5098863, 16.0186337 50.5097451, 16.018684 50.5096251)",,,
"[35743658, 599355711]",304,Pod městem,secondary,50,False,True,204.976,"LINESTRING (16.0184665 50.5100686, 16.0180368 50.5107529, 16.0178597 50.5113256, 16.0178113 50.5116017, 16.0177994 50.5117261, 16.0178243 50.5118455)",,,
"[1163481432, 252584230, 1163481431]",,Plickova,residential,,False,True,72.886,"LINESTRING (16.0184665 50.5100686, 16.0185564 50.5100892, 16.0186197 50.5101044, 16.0192493 50.510259, 16.0194291 50.5103029)",,,
35743653,,Havlíčkova,residential,,False,True,177.64499999999998,"LINESTRING (16.0215282 50.5091977, 16.0208913 50.5091297, 16.0190493 50.5089388)",,,
35743656,,Dr. Teuchmanna,residential,,False,False,125.89699999999999,"LINESTRING (16.0178765 50.5122679, 16.0180817 50.5123213, 16.0194308 50.5128178)",,,
1163481420,304,Dr. A. Hejny,secondary,50,False,False,48.455,"LINESTRING (16.0178765 50.5122679, 16.0179183 50.5121702, 16.0179164 50.5120155, 16.0178243 50.5118455)",,,
"[9405044, 1163481419, 1163481420]",304,Dr. A. Hejny,secondary,50,False,True,179.88,"LINESTRING (16.0178765 50.5122679, 16.0178384 50.5123374, 16.0177014 50.5124356, 16.0172817 50.5127051, 16.0170537 50.512874, 16.0166704 50.5132103, 16.0164432 50.5134003, 16.016359 50.5135478)",,,
"[1163481419, 9405044, 1163481420]",304,Dr. A. Hejny,secondary,50,False,False,179.88,"LINESTRING (16.016359 50.5135478, 16.0164432 50.5134003, 16.0166704 50.5132103, 16.0170537 50.512874, 16.0172817 50.5127051, 16.0177014 50.5124356, 16.0178384 50.5123374, 16.0178765 50.5122679)",,,
