osmid,highway,oneway,reversed,length,ref,geometry,lanes,maxspeed,bridge
22868192,motorway_link,True,False,177.357,,"LINESTRING (15.1230006 49.6577328, 15.1227544 49.6575972, 15.1226043 49.6575488, 15.1224567 49.6575251, 15.1223265 49.6575223, 15.1221812 49.6575313, 15.122057 49.6575616, 15.121951 49.6576013, 15.1218197 49.6576605, 15.1217288 49.6577174, 15.1216717 49.6577894, 15.1215345 49.6581551, 15.1214202 49.6583323)",1,130,
"[549782835, 549782829]",motorway_link,False,True,91.057,,"LINESTRING (15.1230006 49.6577328, 15.1230513 49.6578127, 15.1230803 49.6578932, 15.1231004 49.658, 15.1230804 49.6581222, 15.1230253 49.6582348, 15.1230029 49.6583045, 15.1229308 49.6585298)",2,90,
22868190,motorway_link,True,False,274.062,,"LINESTRING (15.1222514 49.6554535, 15.1222621 49.6556895, 15.1221329 49.6561603, 15.1220894 49.6563253, 15.1220638 49.6564668, 15.1220711 49.6565962, 15.122098 49.6567444, 15.1221549 49.6568965, 15.1222351 49.6570285, 15.1223332 49.6571458, 15.1224341 49.6572439, 15.1225846 49.6573599, 15.1228176 49.6575452, 15.1230006 49.6577328)",1,130,
549782836,motorway,True,False,325.653,D1,"LINESTRING (15.1222514 49.6554535, 15.1217698 49.6571102, 15.1214202 49.6583323)",2,130,
22868206,motorway_link,True,False,168.64600000000002,,"LINESTRING (15.1195219 49.6593558, 15.1197694 49.6595056, 15.1199782 49.6595854, 15.1201462 49.6596017, 15.1203142 49.6595976, 15.1205768 49.6595262, 15.1207634 49.6594128, 15.1208359 49.6593367, 15.1208776 49.6592477, 15.1209513 49.6591023, 15.1210766 49.6588806)",1,130,
"[549782816, 549782824]",motorway_link,False,True,86.248,,"LINESTRING (15.1195219 49.6593558, 15.1194459 49.6592534, 15.1194195 49.6590714, 15.1194313 49.6589106, 15.1194627 49.6588061, 15.1195252 49.6585982)",2,90,
210657506,unclassified,False,False,203.00699999999998,,"LINESTRING (15.1179452 49.6522261, 15.1173804 49.6525241, 15.1171638 49.6526573, 15.1167902 49.6529097, 15.1164978 49.6531691, 15.1163787 49.6532287, 15.1162662 49.653257, 15.1161458 49.6532698, 15.115783 49.6532566)",,,
"[210657513, 210657502]",unclassified,False,True,562.179,,"LINESTRING (15.1179452 49.6522261, 15.1178285 49.6524171, 15.1177712 49.6526327, 15.1177417 49.6529306, 15.1178134 49.6531987, 15.1178192 49.6533586, 15.117808 49.6535416, 15.117838 49.653875, 15.1178597 49.65418, 15.1178218 49.6545481, 15.1176647 49.6549862, 15.1178109 49.6555576, 15.1179192 49.6559853, 15.1180871 49.6563183, 15.1183199 49.6566548, 15.1185148 49.6569703, 15.118558 49.6571568)",,,
210657506,unclassified,False,False,56.346000000000004,,"LINESTRING (15.115783 49.6532566, 15.1154798 49.6532357, 15.1153743 49.6532422, 15.1152253 49.6532707, 15.1150412 49.6533444)",,,
210657506,unclassified,False,True,203.00699999999998,,"LINESTRING (15.115783 49.6532566, 15.1161458 49.6532698, 15.1162662 49.653257, 15.1163787 49.6532287, 15.1164978 49.6531691, 15.1167902 49.6529097, 15.1171638 49.6526573, 15.1173804 49.6525241, 15.1179452 49.6522261)",,,
210657514,unclassified,False,True,229.957,,"LINESTRING (15.115783 49.6532566, 15.1156557 49.6538066, 15.1156773 49.6540183, 15.1157245 49.6541316, 15.115756 49.6541927, 15.1158293 49.6542788, 15.1161567 49.6545362, 15.1162054 49.6546975, 15.1162105 49.6549266, 15.1162162 49.6551812, 15.1162189 49.6552193)",,,
210657506,unclassified,False,False,90.86399999999999,,"LINESTRING (15.1150412 49.6533444, 15.1148862 49.653448, 15.1148285 49.6535305, 15.1146863 49.6538075, 15.1146421 49.6538769, 15.114581 49.6539368, 15.1144261 49.6540396)",,,
210657506,unclassified,False,True,56.346000000000004,,"LINESTRING (15.1150412 49.6533444, 15.1152253 49.6532707, 15.1153743 49.6532422, 15.1154798 49.6532357, 15.115783 49.6532566)",,,
239922272,unclassified,False,False,386.295,,"LINESTRING (15.1150412 49.6533444, 15.1152577 49.6530764, 15.1154917 49.6526515, 15.1156086 49.6523402, 15.1156021 49.6522393, 15.1155697 49.6521964, 15.1154722 49.652193, 15.1152484 49.6521859, 15.1149476 49.6521981, 15.1143026 49.6522561, 15.1136504 49.652316, 15.112608 49.6524054, 15.1123135 49.6524423, 15.1121458 49.6525041)",,,
210657506,unclassified,False,False,33.6,,"LINESTRING (15.1144261 49.6540396, 15.1143644 49.6540805, 15.1142073 49.6542317, 15.1141532 49.6542838)",,,
210657506,unclassified,False,True,90.86399999999999,,"LINESTRING (15.1144261 49.6540396, 15.114581 49.6539368, 15.1146421 49.6538769, 15.1146863 49.6538075, 15.1148285 49.6535305, 15.1148862 49.653448, 15.1150412 49.6533444)",,,
210657527,unclassified,False,True,29.527,,"LINESTRING (15.1144261 49.6540396, 15.1142182 49.6540279, 15.1140257 49.6540664)",,,
210657514,unclassified,False,False,25.858,,"LINESTRING (15.1140257 49.6540664, 15.1141532 49.6542838)",,,
210657514,unclassified,False,True,134.45600000000002,,"LINESTRING (15.1140257 49.6540664, 15.113983 49.653958, 15.1138673 49.6538071, 15.1135803 49.6535051, 15.1135051 49.6534194, 15.113041 49.6530506)",,,
210657527,unclassified,False,False,29.527,,"LINESTRING (15.1140257 49.6540664, 15.1142182 49.6540279, 15.1144261 49.6540396)",,,
210657527,unclassified,False,True,58.925,,"LINESTRING (15.1140257 49.6540664, 15.1135901 49.6541611, 15.1132425 49.6542193)",,,
"[9579577, 9582588]",secondary,False,False,208.63299999999998,150,"LINESTRING (15.1132425 49.6542193, 15.1131501 49.6539103, 15.112938 49.6534468, 15.1128148 49.6532497, 15.1125839 49.652919, 15.1121458 49.6525041)",,,
9582588,secondary,False,True,230.517,150,"LINESTRING (15.1132425 49.6542193, 15.1134124 49.6550083, 15.1134518 49.6551625, 15.1136118 49.6557892, 15.1137989 49.6562588)",,,
210657527,unclassified,False,False,58.925,,"LINESTRING (15.1132425 49.6542193, 15.1135901 49.6541611, 15.1140257 49.6540664)",,,
210657514,unclassified,False,True,25.858,,"LINESTRING (15.1141532 49.6542838, 15.1140257 49.6540664)",,,
210657506,unclassified,False,True,33.6,,"LINESTRING (15.1141532 49.6542838, 15.1142073 49.6542317, 15.1143644 49.6540805, 15.1144261 49.6540396)",,,
210657514,unclassified,False,False,196.79100000000003,,"LINESTRING (15.1141532 49.6542838, 15.1142886 49.6545537, 15.1143157 49.6547465, 15.1143053 49.6548726, 15.1142778 49.6552058, 15.1142731 49.6553937, 15.1142724 49.6554231, 15.1143048 49.6556509, 15.1144185 49.6558017, 15.1145214 49.6559173, 15.1146299 49.6559654)",,,
210657519,unclassified,False,False,20.286,,"LINESTRING (15.1146299 49.6559654, 15.114403 49.6560736)",,,
210657514,unclassified,False,False,71.492,,"LINESTRING (15.1146299 49.6559654, 15.1147272 49.6560085, 15.115339 49.6560751, 15.1155897 49.6561048)",,,
210657514,unclassified,False,True,196.791,,"LINESTRING (15.1146299 49.6559654, 15.1145214 49.6559173, 15.1144185 49.6558017, 15.1143048 49.6556509, 15.1142724 49.6554231, 15.1142731 49.6553937, 15.1142778 49.6552058, 15.1143053 49.6548726, 15.1143157 49.6547465, 15.1142886 49.6545537, 15.1141532 49.6542838)",,,
210657519,unclassified,False,False,48.116,,"LINESTRING (15.114403 49.6560736, 15.1137989 49.6562588)",,,
210657519,unclassified,False,True,20.286,,"LINESTRING (15.114403 49.6560736, 15.1146299 49.6559654)",,,
210657524,unclassified,False,True,107.01299999999999,,"LINESTRING (15.114403 49.6560736, 15.1145612 49.6562918, 15.1146112 49.6563192, 15.1146783 49.6563253, 15.1147938 49.6563212, 15.1152662 49.6562135, 15.1155897 49.6561048)",,,
210657514,unclassified,False,False,50.057,,"LINESTRING (15.1155897 49.6561048, 15.1157831 49.6561277, 15.1161512 49.6561873, 15.1162704 49.6561837)",,,
210657514,unclassified,False,True,71.49199999999999,,"LINESTRING (15.1155897 49.6561048, 15.115339 49.6560751, 15.1147272 49.6560085, 15.1146299 49.6559654)",,,
210657524,unclassified,False,False,107.01299999999998,,"LINESTRING (15.1155897 49.6561048, 15.1152662 49.6562135, 15.1147938 49.6563212, 15.1146783 49.6563253, 15.1146112 49.6563192, 15.1145612 49.6562918, 15.114403 49.6560736)",,,
210657514,unclassified,False,False,111.36899999999999,,"LINESTRING (15.1162704 49.6561837, 15.1163787 49.6561171, 15.1162702 49.6556984, 15.1162299 49.6553737, 15.1162189 49.6552193)",,,
210657514,unclassified,False,True,50.056999999999995,,"LINESTRING (15.1162704 49.6561837, 15.1161512 49.6561873, 15.1157831 49.6561277, 15.1155897 49.6561048)",,,
"[210657532, 664581965, 664581966]",unclassified,False,True,136.264,,"LINESTRING (15.1162704 49.6561837, 15.1167644 49.6568304, 15.1168569 49.6569143, 15.1169472 49.6569689, 15.1171096 49.6570145, 15.1174237 49.6570496)",,,yes
210657516,unclassified,False,True,123.351,,"LINESTRING (15.1174237 49.6570496, 15.1177107 49.6578978, 15.1177632 49.6581364)",,,
"[210657532, 664581965, 664581966]",unclassified,False,False,136.264,,"LINESTRING (15.1174237 49.6570496, 15.1171096 49.6570145, 15.1169472 49.6569689, 15.1168569 49.6569143, 15.1167644 49.6568304, 15.1162704 49.6561837)",,,yes
210657532,unclassified,False,True,82.51599999999999,,"LINESTRING (15.1174237 49.6570496, 15.1181705 49.6571202, 15.118558 49.6571568)",,,
210657532,unclassified,False,True,25.41,,"LINESTRING (15.118558 49.6571568, 15.1189073 49.6571898)",,,
"[210657513, 210657502]",unclassified,False,False,562.1790000000001,,"LINESTRING (15.118558 49.6571568, 15.1185148 49.6569703, 15.1183199 49.6566548, 15.1180871 49.6563183, 15.1179192 49.6559853, 15.1178109 49.6555576, 15.1176647 49.6549862, 15.1178218 49.6545481, 15.1178597 49.65418, 15.117838 49.653875, 15.117808 49.6535416, 15.1178192 49.6533586, 15.1178134 49.6531987, 15.1177417 49.6529306, 15.1177712 49.6526327, 15.1178285 49.6524171, 15.1179452 49.6522261)",,,
210657532,unclassified,False,False,82.51599999999999,,"LINESTRING (15.118558 49.6571568, 15.1181705 49.6571202, 15.1174237 49.6570496)",,,
210657532,unclassified,False,False,25.41,,"LINESTRING (15.1189073 49.6571898, 15.118558 49.6571568)",,,
"[9579577, 9582588]",secondary,False,True,208.63299999999998,150,"LINESTRING (15.1121458 49.6525041, 15.1125839 49.652919, 15.1128148 49.6532497, 15.112938 49.6534468, 15.1131501 49.6539103, 15.1132425 49.6542193)",,,
239922272,unclassified,False,True,386.29499999999996,,"LINESTRING (15.1121458 49.6525041, 15.1123135 49.6524423, 15.112608 49.6524054, 15.1136504 49.652316, 15.1143026 49.6522561, 15.1149476 49.6521981, 15.1152484 49.6521859, 15.1154722 49.652193, 15.1155697 49.6521964, 15.1156021 49.6522393, 15.1156086 49.6523402, 15.1154917 49.6526515, 15.1152577 49.6530764, 15.1150412 49.6533444)",,,
210657514,unclassified,False,False,134.456,,"LINESTRING (15.113041 49.6530506, 15.1135051 49.6534194, 15.1135803 49.6535051, 15.1138673 49.6538071, 15.113983 49.653958, 15.1140257 49.6540664)",,,
210657514,unclassified,False,False,229.95700000000002,,"LINESTRING (15.1162189 49.6552193, 15.1162162 49.6551812, 15.1162105 49.6549266, 15.1162054 49.6546975, 15.1161567 49.6545362, 15.1158293 49.6542788, 15.115756 49.6541927, 15.1157245 49.6541316, 15.1156773 49.6540183, 15.1156557 49.6538066, 15.115783 49.6532566)",,,
210657514,unclassified,False,True,111.369,,"LINESTRING (15.1162189 49.6552193, 15.1162299 49.6553737, 15.1162702 49.6556984, 15.1163787 49.6561171, 15.1162704 49.6561837)",,,
239922290,unclassified,False,False,36.503,,"LINESTRING (15.1162189 49.6552193, 15.1163151 49.6551907, 15.116423 49.6551587, 15.116523 49.6551497, 15.1165793 49.6551818, 15.1166436 49.6552368)",,,
239922290,unclassified,False,True,36.503,,"LINESTRING (15.1166436 49.6552368, 15.1165793 49.6551818, 15.116523 49.6551497, 15.116423 49.6551587, 15.1163151 49.6551907, 15.1162189 49.6552193)",,,
549782812,secondary,False,False,50.505,150,"LINESTRING (15.1195994 49.6583599, 15.1189109 49.6582724)",3,90,
549782826,secondary,False,True,44.92,150,"LINESTRING (15.1195994 49.6583599, 15.1202147 49.6584273)",3,90,
22868195,motorway_link,False,False,27.03,,"LINESTRING (15.1195994 49.6583599, 15.1195822 49.6584152, 15.1195252 49.6585982)",2,90,
22868195,motorway_link,False,True,27.03,,"LINESTRING (15.1195252 49.6585982, 15.1195822 49.6584152, 15.1195994 49.6583599)",2,90,
549782822,motorway_link,True,False,59.537,,"LINESTRING (15.1195252 49.6585982, 15.1193721 49.6584373, 15.1192317 49.6583741, 15.1190317 49.658336, 15.1189109 49.6582724)",,90,
"[549782824, 549782816]",motorway_link,False,False,86.248,,"LINESTRING (15.1195252 49.6585982, 15.1194627 49.6588061, 15.1194313 49.6589106, 15.1194195 49.6590714, 15.1194459 49.6592534, 15.1195219 49.6593558)",2,90,
549782812,secondary,False,True,50.505,150,"LINESTRING (15.1189109 49.6582724, 15.1195994 49.6583599)",3,90,
"[549782808, 549782809, 549782823]",secondary,False,False,83.987,150,"LINESTRING (15.1189109 49.6582724, 15.1186183 49.6582366, 15.1182278 49.6581913, 15.1177632 49.6581364)",3,90,
549782826,secondary,False,False,44.92,150,"LINESTRING (15.1202147 49.6584273, 15.1195994 49.6583599)",3,90,
"[549782834, 549782814, 549782815]",secondary,False,True,150.432,150,"LINESTRING (15.1202147 49.6584273, 15.1207765 49.6584888, 15.1209721 49.6585102, 15.1216233 49.658585, 15.1222745 49.658656)","['2', '3']",90,
549782825,motorway_link,True,False,54.519999999999996,,"LINESTRING (15.1202147 49.6584273, 15.1199199 49.6584501, 15.1196961 49.6585106, 15.1195252 49.6585982)",1,90,
549782832,secondary,False,False,34.292,150,"LINESTRING (15.1233161 49.6588615, 15.1228705 49.6587524)",,90,
