osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,tunnel,bridge,width,junction
"[1202029202, 103712307]",13,Děčínská,primary,50,False,True,66.55000000000001,"LINESTRING (14.412198 50.7988894, 14.4120153 50.7989011, 14.4118257 50.7989018, 14.4112522 50.7988924)",,,,,
37016981,,Uhelná,residential,,False,False,122.928,"LINESTRING (14.4104776 50.7988709, 14.4104688 50.7977654)",,,,,
103712307,13,Děčínská,primary,50,False,False,54.492000000000004,"LINESTRING (14.4104776 50.7988709, 14.4105927 50.7988733, 14.4112522 50.7988924)",,,,,
"[494908069, 37016967]",,Pivovarská,residential,,False,False,152.514,"LINESTRING (14.4142828 50.7986263, 14.414486 50.7986266, 14.415801 50.7983746, 14.4159608 50.7983581, 14.4161839 50.7983679, 14.4162344 50.7983816, 14.4163833 50.7984016)",,building_passage,,,
67803556,13,Pivovarská,primary,50,False,True,52.349000000000004,"LINESTRING (14.4142828 50.7986263, 14.4141977 50.7986608, 14.4140902 50.79869, 14.4138743 50.7987104, 14.4135681 50.798734)",2,,,,
"[67818152, 67818153]",13,"['Nádražní', 'Štítného']",primary,50,False,False,507.938,"LINESTRING (14.4142828 50.7986263, 14.4143387 50.7985741, 14.4144059 50.7984716, 14.4144734 50.7980693, 14.4145373 50.7976697, 14.4146374 50.7972802, 14.4147646 50.7969847, 14.4149203 50.7967125, 14.4151621 50.7963441, 14.4152287 50.7962774, 14.4153209 50.7962123, 14.4154478 50.7961654, 14.4155872 50.7961474, 14.415782 50.7961483, 14.416397 50.7962008, 14.416928 50.7962441, 14.4172649 50.7962637, 14.4175598 50.796273, 14.4178476 50.7962841, 14.4180706 50.7962948, 14.4182411 50.7963164, 14.4184885 50.7963578)",2,,,,
342148778,13,Dukelských hrdinů,primary,50,False,False,5.677,"LINESTRING (14.421137 50.7999246, 14.4210904 50.7998829)",2,,,,
67736630,,Náměstí 28. října,residential,,True,False,59.944,"LINESTRING (14.421137 50.7999246, 14.4210538 50.7999474, 14.4209052 50.799971, 14.420731 50.799984, 14.4204976 50.799952, 14.4203071 50.7999263)",,,,,
"[9561178, 218668534, 218668535]",13,Dukelských hrdinů,primary,50,False,True,129.876,"LINESTRING (14.421137 50.7999246, 14.4213187 50.8000355, 14.4214195 50.800089, 14.4215412 50.8001593, 14.4218057 50.80029, 14.4218984 50.8003147, 14.4220241 50.8003343, 14.4224112 50.8003643, 14.4226591 50.800387, 14.422751 50.8003943)",2,,yes,,
27042735,26313,Tyršova,tertiary,50,False,False,39.809,"LINESTRING (14.4133023 50.7997874, 14.4138683 50.7997733)",,,,,
67803562,25860,Děčínská,tertiary,50,False,False,126.51,"LINESTRING (14.4133023 50.7997874, 14.4130939 50.7996347, 14.4122833 50.798966, 14.412198 50.7988894)",,,,,
372676188,25860,Tyršova,tertiary,50,False,True,87.561,"LINESTRING (14.4133023 50.7997874, 14.4126525 50.7998259, 14.4123705 50.7998629, 14.4120904 50.7999396)",,,,,
37016966,,Náměstí Míru,residential,,False,False,12.615,"LINESTRING (14.4165916 50.7993905, 14.416656 50.7994964)",,,,,
67736632,,Lipová,residential,,True,False,24.699,"LINESTRING (14.4165916 50.7993905, 14.4168317 50.7992283)",,,,,
"[69034242, 67803563]",26313,5. května,tertiary,50,False,False,28.891,"LINESTRING (14.414484 50.7998696, 14.4145153 50.7999247, 14.4145234 50.7999882, 14.4145259 50.8000526, 14.4144939 50.8001229)",,,,,
68446561,26313,Tyršova,tertiary,50,False,True,20.295,"LINESTRING (14.414484 50.7998696, 14.4143669 50.7998175, 14.4142334 50.7997808)",,,,,
37016956,,Karoliny Světlé,residential,,False,True,242.42399999999998,"LINESTRING (14.4142002 50.8004892, 14.4139859 50.8004702, 14.4136003 50.8005145, 14.4131246 50.8006094, 14.4125938 50.8005968, 14.4116415 50.800489, 14.4113993 50.800425, 14.4112555 50.8004012, 14.4109786 50.8003747, 14.4108274 50.8003621)",,,,,
67803558,,Benátky,residential,,False,False,103.037,"LINESTRING (14.4142002 50.8004892, 14.4147922 50.800573, 14.4149502 50.8005851, 14.4151773 50.8005737, 14.415333 50.8005493, 14.415396 50.800508, 14.415406 50.8004378, 14.4153894 50.8003692)",,,,,
"[69034242, 121161414, 121161415]",26313,5. května,tertiary,50,False,True,45.676,"LINESTRING (14.4142002 50.8004892, 14.4143863 50.8002671, 14.4144698 50.8001576, 14.4144939 50.8001229)",,,yes,,
516306088,26313,5. května,tertiary,50,False,False,160.887,"LINESTRING (14.4142002 50.8004892, 14.4135362 50.801265, 14.4131109 50.8017618)",,,,,
67803564,26313,Husova,tertiary,50,False,False,56.124,"LINESTRING (14.4122428 50.8027564, 14.4129912 50.8029326)",,,,,
231094578,26313,5. května,tertiary,50,False,True,30.275,"LINESTRING (14.4122428 50.8027564, 14.4124483 50.8025171)",,,,,
37016946,,5. května,unclassified,,False,False,50.042,"LINESTRING (14.4122428 50.8027564, 14.4121124 50.8027345, 14.4115412 50.8027868)",,,,,
67803564,26313,Husova,tertiary,50,False,True,56.124,"LINESTRING (14.4129912 50.8029326, 14.4122428 50.8027564)",,,,,
37016947,,Žižkova,residential,,False,False,116.697,"LINESTRING (14.4129912 50.8029326, 14.4131238 50.8028708, 14.4133493 50.8028083, 14.4144482 50.8026126, 14.4145561 50.8026117)",,,,,
121161385,,,residential,,False,False,39.225,"LINESTRING (14.418327 50.7995937, 14.4184114 50.799245)",,,,,
294856659,,Janáčkova,residential,,True,False,31.734,"LINESTRING (14.418327 50.7995937, 14.4180444 50.7995799, 14.4178768 50.7995717)",,,,,
37016966,,Náměstí Míru,residential,,False,True,12.615,"LINESTRING (14.416656 50.7994964, 14.4165916 50.7993905)",,,,,
67736639,,Náměstí Míru,residential,,False,False,42.286,"LINESTRING (14.416656 50.7994964, 14.416649 50.7996408, 14.41665 50.7997568, 14.416682 50.7998749)",,,,,
27042735,26313,Tyršova,tertiary,50,False,False,25.672,"LINESTRING (14.4138683 50.7997733, 14.4142334 50.7997808)",,,,,
27042735,26313,Tyršova,tertiary,50,False,True,39.809,"LINESTRING (14.4138683 50.7997733, 14.4133023 50.7997874)",,,,,
67803559,,Mlýnská,residential,,False,True,43.263000000000005,"LINESTRING (14.4138683 50.7997733, 14.413888 50.7997209, 14.4139007 50.7996314, 14.4138486 50.7994896, 14.4137564 50.7994086)",,,,,
27042942,,,residential,,False,False,89.81799999999998,"LINESTRING (14.4190258 50.8001606, 14.4188429 50.8001548, 14.4183587 50.7999871, 14.4181464 50.7999548, 14.417822 50.7999538)",,,,,
27042942,,,residential,,False,True,79.95100000000001,"LINESTRING (14.4190258 50.8001606, 14.4191214 50.8001861, 14.4193199 50.8002391, 14.419675 50.8002637, 14.4201135 50.8002825, 14.4201351 50.8002835)",,,,,
27042943,,Alšova,residential,,False,True,40.386,"LINESTRING (14.4190258 50.8001606, 14.419049 50.8001302, 14.4192186 50.799874, 14.4192753 50.7998367)",,,,,
"[513383624, 67835803, 513383623]",,Alšova,residential,,False,False,23.777,"LINESTRING (14.4190258 50.8001606, 14.4189652 50.8002226, 14.4188984 50.8003039, 14.418854 50.8003445)",,,yes,,
27042943,,Alšova,residential,,False,False,40.386,"LINESTRING (14.4192753 50.7998367, 14.4192186 50.799874, 14.419049 50.8001302, 14.4190258 50.8001606)",,,,,
"[67736626, 294856659]",,"['Janáčkova', 'Náměstí 28. října']",residential,,True,False,74.255,"LINESTRING (14.4192753 50.7998367, 14.4191835 50.7997675, 14.4190869 50.799712, 14.4188704 50.7996698, 14.418327 50.7995937)",,,,,
68568443,,Náměstí 28. října,residential,,False,True,55.63,"LINESTRING (14.4192753 50.7998367, 14.4193503 50.7998274, 14.419369 50.7998295, 14.4195303 50.7998474, 14.420003 50.7999014, 14.4200542 50.7999072)",,,,,
67835800,,Náměstí 28. října,residential,,False,True,17.862,"LINESTRING (14.4201351 50.8002835, 14.4203037 50.8004037)",,,,,
27042942,,,residential,,False,False,79.95100000000001,"LINESTRING (14.4201351 50.8002835, 14.4201135 50.8002825, 14.419675 50.8002637, 14.4193199 50.8002391, 14.4191214 50.8001861, 14.4190258 50.8001606)",,,,,
67835800,,Náměstí 28. října,residential,,False,False,43.197,"LINESTRING (14.4201351 50.8002835, 14.4200392 50.8001301, 14.4200819 50.7999082)",,,,,
67736625,,Smetanova,residential,,True,False,60.291999999999994,"LINESTRING (14.416682 50.7998749, 14.4164512 50.7998706, 14.4160382 50.7998715, 14.4158242 50.7998708)",,,,,
67736639,,Náměstí Míru,residential,,False,True,42.286,"LINESTRING (14.416682 50.7998749, 14.41665 50.7997568, 14.416649 50.7996408, 14.416656 50.7994964)",,,,,
67736654,,Náměstí Míru,residential,,False,False,35.768,"LINESTRING (14.416682 50.7998749, 14.4168339 50.7998696, 14.4170021 50.7998531, 14.417186 50.7998331)",,,,,
372676188,25860,Tyršova,tertiary,50,False,False,87.561,"LINESTRING (14.4120904 50.7999396, 14.4123705 50.7998629, 14.4126525 50.7998259, 14.4133023 50.7997874)",,,,,
"[379149720, 379149724, 372676188]",25860,Tyršova,tertiary,50,False,True,112.32199999999999,"LINESTRING (14.4120904 50.7999396, 14.4114699 50.8001075, 14.4109876 50.8002581, 14.410777 50.8003203, 14.4107047 50.8003314, 14.4106266 50.8003361)",,,yes,,
37016956,,Karoliny Světlé,residential,,False,False,14.405,"LINESTRING (14.4106266 50.8003361, 14.4108274 50.8003621)",,,,,
"[379149720, 379149724, 372676188]",25860,Tyršova,tertiary,50,False,False,112.322,"LINESTRING (14.4106266 50.8003361, 14.4107047 50.8003314, 14.410777 50.8003203, 14.4109876 50.8002581, 14.4114699 50.8001075, 14.4120904 50.7999396)",,,yes,,
37016979,,Mlýnská,residential,,False,True,48.278999999999996,"LINESTRING (14.4159151 50.7993627, 14.4159025 50.7992953, 14.4158958 50.7992592, 14.4157627 50.7992018, 14.4157315 50.7991883, 14.4154148 50.7991478)",,,,,
"[68446562, 68446563]",,Dvořákova,residential,,True,False,50.685,"LINESTRING (14.4159151 50.7993627, 14.4163546 50.7993402, 14.4165462 50.7993424, 14.4165916 50.7993905)",,,,,
231094578,26313,5. května,tertiary,50,False,False,96.088,"LINESTRING (14.4131109 50.8017618, 14.4129629 50.8019098, 14.4129326 50.8019485, 14.4128754 50.8020213, 14.4128121 50.802102, 14.4124483 50.8025171)",,,,,
516306088,26313,5. května,tertiary,50,False,True,160.887,"LINESTRING (14.4131109 50.8017618, 14.4135362 50.801265, 14.4142002 50.8004892)",,,,,
737216365,,Lidická,unclassified,,False,False,63.138000000000005,"LINESTRING (14.4131109 50.8017618, 14.4128422 50.8017041, 14.4122709 50.8015608)",,,,,
737216364,,Lidická,unclassified,,False,True,18.511,"LINESTRING (14.409805 50.802631, 14.4098351 50.8025828, 14.4099007 50.8024759)",,,,,
37016945,,5. května,residential,,False,False,56.337,"LINESTRING (14.4122709 50.8015608, 14.4118472 50.8019909)",,,,,
37016944,,Lidická,unclassified,,False,False,118.55299999999998,"LINESTRING (14.4122709 50.8015608, 14.4114559 50.8013781, 14.4111597 50.8013267, 14.4110283 50.8013249, 14.4109043 50.8013385, 14.4108048 50.8013587, 14.4106726 50.8014077)",,,,,
737216365,,Lidická,unclassified,,False,True,63.138000000000005,"LINESTRING (14.4122709 50.8015608, 14.4128422 50.8017041, 14.4131109 50.8017618)",,,,,
37016945,,5. května,residential,,False,True,59.592,"LINESTRING (14.4115412 50.8027868, 14.4115156 50.8026207, 14.4115361 50.8024922, 14.4115444 50.8024405, 14.4116166 50.8022582)",,,,,
37016946,,5. května,unclassified,,False,False,46.414,"LINESTRING (14.4115412 50.8027868, 14.411397 50.8028294, 14.4113259 50.8028891, 14.4110957 50.8030826)",,,,,
37016946,,5. května,unclassified,,False,True,50.042,"LINESTRING (14.4115412 50.8027868, 14.4121124 50.8027345, 14.4122428 50.8027564)",,,,,
37016946,,5. května,unclassified,,False,True,46.414,"LINESTRING (14.4110957 50.8030826, 14.4113259 50.8028891, 14.411397 50.8028294, 14.4115412 50.8027868)",,,,,
37016947,,Žižkova,residential,,False,True,29.661,"LINESTRING (14.4169449 50.8024526, 14.4165345 50.8025149)",,,,,
37016948,,Nerudova,residential,,True,False,13.755,"LINESTRING (14.4169449 50.8024526, 14.4170154 50.8023372)",,,,,
37016961,,Vrchlického,residential,,True,False,59.412000000000006,"LINESTRING (14.4169449 50.8024526, 14.4168847 50.8026409, 14.4167743 50.8028103, 14.416591 50.8029192)",,,,,
68445764,,Máchova,residential,50,False,True,70.976,"LINESTRING (14.4169449 50.8024526, 14.4175148 50.8025717, 14.4179053 50.8026501)",,,,,
37016948,,Nerudova,residential,,True,False,100.689,"LINESTRING (14.4170154 50.8023372, 14.4169769 50.8019017, 14.4169209 50.8014337)",,,,,
67736645,,Vrchlického,residential,,True,False,126.979,"LINESTRING (14.4170154 50.8023372, 14.4170778 50.8023154, 14.4171744 50.8021764, 14.4172924 50.8020544, 14.4173223 50.802008, 14.4173621 50.8018916, 14.4173943 50.8017831, 14.4173723 50.8016557, 14.4173076 50.8015539, 14.4171976 50.8014839, 14.417126 50.8014527, 14.4169209 50.8014337)",,,,,
37016948,,Nerudova,residential,,True,False,129.486,"LINESTRING (14.4169209 50.8014337, 14.4169109 50.8013799, 14.4168615 50.8012272, 14.4167107 50.8002775)",,,,,
67736635,,U kaple,residential,,False,False,67.55699999999999,"LINESTRING (14.4169209 50.8014337, 14.4167881 50.801478, 14.4167127 50.8015069, 14.4166379 50.8015356, 14.4162839 50.8016916, 14.4161015 50.8017492)",,,,,
37016953,,Kunratická stezka,residential,,False,False,61.258,"LINESTRING (14.4148966 50.8032446, 14.4146242 50.8030142, 14.4143398 50.8028218)",,,,,
"[239861768, 67801096]",,Spálená,residential,,False,"[False, True]",106.05699999999999,"LINESTRING (14.4148966 50.8032446, 14.41524 50.8032911, 14.4157156 50.8032774, 14.4161917 50.8032912, 14.416397 50.8032898)",,,,,
37016953,,Kunratická stezka,residential,,False,True,61.258,"LINESTRING (14.4143398 50.8028218, 14.4146242 50.8030142, 14.4148966 50.8032446)",,,,,
37016954,,V lomu,residential,,False,True,28.046,"LINESTRING (14.4143398 50.8028218, 14.414468 50.802723, 14.4145561 50.8026117)",,,,,
37016947,,Žižkova,residential,,False,False,140.142,"LINESTRING (14.4145561 50.8026117, 14.4158115 50.8026001, 14.4159834 50.8025985, 14.4161706 50.8025701, 14.4163724 50.8025395, 14.4165345 50.8025149)",,,,,
37016947,,Žižkova,residential,,False,True,116.697,"LINESTRING (14.4145561 50.8026117, 14.4144482 50.8026126, 14.4133493 50.8028083, 14.4131238 50.8028708, 14.4129912 50.8029326)",,,,,
37016954,,V lomu,residential,,False,False,28.046,"LINESTRING (14.4145561 50.8026117, 14.414468 50.802723, 14.4143398 50.8028218)",,,,,
67801104,,,unclassified,,False,False,62.832,"LINESTRING (14.4145561 50.8026117, 14.4151073 50.8023444, 14.41522 50.8022405)",,,,,
67803558,,Benátky,residential,,False,True,103.037,"LINESTRING (14.4153894 50.8003692, 14.415406 50.8004378, 14.415396 50.800508, 14.415333 50.8005493, 14.4151773 50.8005737, 14.4149502 50.8005851, 14.4147922 50.800573, 14.4142002 50.8004892)",,,,,
37016957,,,residential,,True,False,54.93,"LINESTRING (14.4144939 50.8001229, 14.4151728 50.8002389, 14.4152507 50.8002441)",,,,,
"[69034242, 121161414, 121161415]",26313,5. května,tertiary,50,False,False,45.676,"LINESTRING (14.4144939 50.8001229, 14.4144698 50.8001576, 14.4143863 50.8002671, 14.4142002 50.8004892)",,,yes,,
"[69034242, 67803563]",26313,5. května,tertiary,50,False,True,28.891,"LINESTRING (14.4144939 50.8001229, 14.4145259 50.8000526, 14.4145234 50.7999882, 14.4145153 50.7999247, 14.414484 50.7998696)",,,,,
67803544,,,residential,,False,True,51.861000000000004,"LINESTRING (14.4159876 50.8002556, 14.4153971 50.8002552, 14.4152507 50.8002441)",,,,,
37016958,,,residential,,False,False,43.458999999999996,"LINESTRING (14.4152507 50.8002441, 14.4152355 50.7999585, 14.4151798 50.7998595)",,,,,
67803544,,,residential,,False,False,51.861000000000004,"LINESTRING (14.4152507 50.8002441, 14.4153971 50.8002552, 14.4159876 50.8002556)",,,,,
67736651,,,residential,,False,True,38.729,"LINESTRING (14.4151798 50.7998595, 14.4150059 50.799529)",,,,,
68445757,,Smetanova,residential,,True,False,20.787,"LINESTRING (14.4151798 50.7998595, 14.4148841 50.799864)",,,,,
37016958,,,residential,,False,True,43.458999999999996,"LINESTRING (14.4151798 50.7998595, 14.4152355 50.7999585, 14.4152507 50.8002441)",,,,,
67835800,,Náměstí 28. října,residential,,False,False,17.862,"LINESTRING (14.4203037 50.8004037, 14.4201351 50.8002835)",,,,,
320173309,,Náměstí 28. října,residential,,False,False,1.95,"LINESTRING (14.4200819 50.7999082, 14.4200542 50.7999072)",,,,,
67835800,,Náměstí 28. října,residential,,False,True,43.197,"LINESTRING (14.4200819 50.7999082, 14.4200392 50.8001301, 14.4201351 50.8002835)",,,,,
320173309,,Náměstí 28. října,residential,,False,True,15.954,"LINESTRING (14.4200819 50.7999082, 14.4202295 50.7999201, 14.4202856 50.7999246, 14.4203071 50.7999263)",,,,,
27042942,,,residential,,False,True,89.818,"LINESTRING (14.417822 50.7999538, 14.4181464 50.7999548, 14.4183587 50.7999871, 14.4188429 50.8001548, 14.4190258 50.8001606)",,,,,
"[68568457, 121161369]",,Komenského,residential,,False,False,103.856,"LINESTRING (14.418854 50.8003445, 14.4187206 50.8003018, 14.4186245 50.8002349, 14.4185654 50.8002095, 14.4183963 50.8001493, 14.4182595 50.8001154, 14.4181066 50.8000874, 14.4179797 50.8000732, 14.4178419 50.8000642, 14.4175026 50.8001076)",,,,,
121161368,,Komenského,residential,,False,True,42.885999999999996,"LINESTRING (14.418854 50.8003445, 14.4190291 50.8004127, 14.4191283 50.8004394, 14.4194171 50.8004825)",,,,,
"[513383624, 67835803, 513383623]",,Alšova,residential,,False,True,23.777,"LINESTRING (14.418854 50.8003445, 14.4188984 50.8003039, 14.4189652 50.8002226, 14.4190258 50.8001606)",,,yes,,
121161368,,Komenského,residential,,False,False,8.491,"LINESTRING (14.4195374 50.8004896, 14.4194171 50.8004825)",,,,,
"[294856674, 218668556, 218668557, 67736638]",,Nerudova,residential,,True,False,44.88300000000001,"LINESTRING (14.4167107 50.8002775, 14.4167103 50.8002701, 14.4167019 50.8001979, 14.4167009 50.800181, 14.4166946 50.7999142, 14.416682 50.7998749)",,,yes,,
121161369,,Komenského,residential,,False,True,59.13799999999999,"LINESTRING (14.4167107 50.8002775, 14.4167662 50.8002798, 14.4172583 50.8001545, 14.4175026 50.8001076)",,,,,
294856669,,U koupaliště,residential,,False,True,19.572,"LINESTRING (14.416397 50.8032898, 14.4164918 50.8031243)",,,,,
"[67801096, 239861768]",,Spálená,residential,,False,"[False, True]",106.05700000000002,"LINESTRING (14.416397 50.8032898, 14.4161917 50.8032912, 14.4157156 50.8032774, 14.41524 50.8032911, 14.4148966 50.8032446)",,,,,
294856669,,U koupaliště,residential,,False,False,66.604,"LINESTRING (14.416397 50.8032898, 14.4163793 50.8035615, 14.4163996 50.8036887, 14.4164261 50.8038872)",,,,,
294856669,,U koupaliště,residential,,False,False,19.572,"LINESTRING (14.4164918 50.8031243, 14.416397 50.8032898)",,,,,
37016962,,Sládkova,residential,,False,False,98.763,"LINESTRING (14.4164918 50.8031243, 14.4176527 50.8035181, 14.4177277 50.803547)",,,,,
67736637,,Spálená,residential,,False,True,23.875999999999998,"LINESTRING (14.4164918 50.8031243, 14.4165213 50.8030463, 14.416591 50.8029192)",,,,,
67736620,,Máchova,residential,,False,True,44.955,"LINESTRING (14.4192969 50.8027224, 14.4195511 50.8030934)",,,,,
67822714,,Máchova,residential,50,False,True,113.21000000000001,"LINESTRING (14.4192969 50.8027224, 14.420105 50.8024982, 14.4207198 50.8022513)",,,,,
68445764,,Máchova,residential,50,False,False,64.668,"LINESTRING (14.4192969 50.8027224, 14.4189236 50.8027875, 14.4184023 50.8027174)",,,,,
67736611,,Zelený vrch,residential,,False,False,9.288,"LINESTRING (14.4234122 50.8021037, 14.4232975 50.8021452)",,,,,
67736611,,Zelený vrch,residential,,False,True,9.288,"LINESTRING (14.4232975 50.8021452, 14.4234122 50.8021037)",,,,,
67736611,,Zelený vrch,residential,,False,False,70.02399999999999,"LINESTRING (14.4232975 50.8021452, 14.4232327 50.8021473, 14.4229959 50.8020793, 14.4228429 50.8020598, 14.4226134 50.8020759, 14.4224476 50.8021139, 14.42234 50.8021204)",,,,,
67736611,,Zelený vrch,residential,,False,True,70.024,"LINESTRING (14.42234 50.8021204, 14.4224476 50.8021139, 14.4226134 50.8020759, 14.4228429 50.8020598, 14.4229959 50.8020793, 14.4232327 50.8021473, 14.4232975 50.8021452)",,,,,
67822714,,Máchova,residential,50,False,False,118.187,"LINESTRING (14.42234 50.8021204, 14.4213434 50.8020908, 14.421048 50.8021287, 14.4207625 50.8022268, 14.4207198 50.8022513)",,,,,
68445770,,Na vyhlídce,residential,50,False,True,143.171,"LINESTRING (14.42234 50.8021204, 14.4223027 50.8023561, 14.4222384 50.8025934, 14.4220882 50.8028782, 14.4218307 50.8030409, 14.4215153 50.803237)",,,,4,
67736621,,Máchova,residential,,False,False,167.716,"LINESTRING (14.4207198 50.8022513, 14.4206827 50.8024781, 14.4206183 50.8026748, 14.4205354 50.8030326, 14.4205718 50.8031175, 14.4206907 50.8031851, 14.4207429 50.8031947, 14.4210071 50.8031805, 14.4212021 50.8031913, 14.4215153 50.803237)",,,,,
67822714,,Máchova,residential,50,False,False,113.21000000000001,"LINESTRING (14.4207198 50.8022513, 14.420105 50.8024982, 14.4192969 50.8027224)",,,,,
67822714,,Máchova,residential,50,False,True,118.18700000000001,"LINESTRING (14.4207198 50.8022513, 14.4207625 50.8022268, 14.421048 50.8021287, 14.4213434 50.8020908, 14.42234 50.8021204)",,,,,
"[494908069, 37016967]",,Pivovarská,residential,,False,True,152.514,"LINESTRING (14.4163833 50.7984016, 14.4162344 50.7983816, 14.4161839 50.7983679, 14.4159608 50.7983581, 14.415801 50.7983746, 14.414486 50.7986266, 14.4142828 50.7986263)",,building_passage,,,
67736663,,Palackého,residential,,False,False,47.939,"LINESTRING (14.4176046 50.79781, 14.4169233 50.7977891)",,,,,
972299557,,Lipová,residential,,True,False,174.047,"LINESTRING (14.4176046 50.79781, 14.4176709 50.7975791, 14.41775 50.797377, 14.4179231 50.7970804, 14.4182044 50.7967064, 14.4184885 50.7963578)",,,,,
68568240,,Palackého,residential,,True,False,35.266,"LINESTRING (14.4207487 50.7983299, 14.4202654 50.7982446)",,,,,
67736633,,Palackého,residential,,False,False,87.351,"LINESTRING (14.4207487 50.7983299, 14.4208134 50.7983399, 14.4219559 50.7985168)",,,,,
67830556,13,Pražská,primary,50,False,False,179.07800000000003,"LINESTRING (14.4207487 50.7983299, 14.4208728 50.7978642, 14.420891 50.7977498, 14.4208732 50.7976256, 14.4208462 50.7975058, 14.420683 50.7970089, 14.4206564 50.796947, 14.4206088 50.7968923, 14.4205265 50.7968263, 14.4204586 50.7967852)",2,,,,
508352363,13,Pražská,primary,50,False,True,118.02400000000002,"LINESTRING (14.4207487 50.7983299, 14.4207347 50.798388, 14.4206183 50.7989011, 14.4206034 50.7990268, 14.420607 50.7991419, 14.4206297 50.7992493, 14.4206836 50.7993797)",2,,,,
67736592,,,residential,,False,False,21.797,"LINESTRING (14.4232158 50.7992516, 14.4232902 50.7994419)",,,yes,,
342148778,13,Dukelských hrdinů,primary,50,False,True,5.677,"LINESTRING (14.4210904 50.7998829, 14.421137 50.7999246)",2,,,,
37016969,,Havlíčkova,residential,,True,False,166.83300000000003,"LINESTRING (14.4210904 50.7998829, 14.4212674 50.7998217, 14.4217001 50.7996727, 14.4220708 50.799545, 14.4226455 50.7993245, 14.4227899 50.7992892, 14.4232158 50.7992516)",,,,,
67818154,13,Pražská,primary,50,False,False,39.264,"LINESTRING (14.4210904 50.7998829, 14.4209457 50.7997614, 14.4208394 50.7996493, 14.4207976 50.7995841)",2,,,,
67830556,13,Pražská,primary,50,False,True,179.078,"LINESTRING (14.4204586 50.7967852, 14.4205265 50.7968263, 14.4206088 50.7968923, 14.4206564 50.796947, 14.420683 50.7970089, 14.4208462 50.7975058, 14.4208732 50.7976256, 14.420891 50.7977498, 14.4208728 50.7978642, 14.4207487 50.7983299)",2,,,,
"[1212686400, 68568588]",13,Pražská,primary,50,False,False,146.528,"LINESTRING (14.4204586 50.7967852, 14.4203694 50.7967538, 14.4202798 50.7967315, 14.4194996 50.7965731, 14.4187278 50.7964106, 14.4184885 50.7963578)",2,,,,
651759011,,Jateční,residential,,False,True,8.294,"LINESTRING (14.4204586 50.7967852, 14.4205026 50.7967494, 14.420531 50.7967263)",,,,,
37016972,,Zámecká,residential,,False,False,170.584,"LINESTRING (14.4233371 50.7972059, 14.4224954 50.7986448)",,,,,
