osmid,lanes,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry,tunnel,access
32040402,,,Pod Hrádkem,residential,,,False,True,128.01,"LINESTRING (14.3627251 50.2016453, 14.362658 50.2016765, 14.3626264 50.201695, 14.3626023 50.2017185, 14.3624635 50.2019898, 14.3624602 50.2020046, 14.3624624 50.202017, 14.3624731 50.202027, 14.362491 50.2020345, 14.3626546 50.2020778, 14.3627377 50.2021169, 14.362772 50.2021697, 14.3627699 50.2022169, 14.3627389 50.2023916, 14.3627083 50.20255, 14.3626828 50.2025834, 14.3626295 50.2026165)",,
55072054,,2407,Vltavská,residential,,4,False,False,40.605000000000004,"LINESTRING (14.3627251 50.2016453, 14.3627093 50.2016145, 14.3627071 50.2015756, 14.3627326 50.2013802, 14.3627125 50.2012833)",,
"[32040405, 224224859, 224224861]",,2407,Vltavská,residential,,,False,True,52.008,"LINESTRING (14.3627251 50.2016453, 14.3627555 50.2016664, 14.3627907 50.2016834, 14.362968 50.2017305, 14.3632785 50.2017874, 14.3634 50.2018107)",,
32039799,,,Za Kovárnou,residential,,4,False,True,114.305,"LINESTRING (14.3603188 50.1998781, 14.3603089 50.1998511, 14.3603121 50.1998303, 14.3603234 50.1998073, 14.3603448 50.1997639, 14.3609787 50.1989497)",,
32040401,,2409,Kralupská,tertiary,50,,False,True,103.62800000000001,"LINESTRING (14.3603188 50.1998781, 14.3604666 50.1998545, 14.360598 50.1998425, 14.3607555 50.1998355, 14.3608657 50.1998346, 14.361054 50.1998425, 14.3612737 50.1998597, 14.3617527 50.1999337)",,
32039796,,,U Černé hory,residential,,,False,False,58.892,"LINESTRING (14.3617527 50.1999337, 14.3617347 50.1994042)",,
32040401,,2409,Kralupská,tertiary,50,,False,False,103.62799999999999,"LINESTRING (14.3617527 50.1999337, 14.3612737 50.1998597, 14.361054 50.1998425, 14.3608657 50.1998346, 14.3607555 50.1998355, 14.360598 50.1998425, 14.3604666 50.1998545, 14.3603188 50.1998781)",,
32040401,,2409,Kralupská,tertiary,50,,False,True,28.626,"LINESTRING (14.3617527 50.1999337, 14.3619391 50.1999618, 14.362025 50.1999609, 14.362084 50.1999566, 14.362146 50.1999433)",,
"[250946920, 27673884]",2,2407,náměstí Svobody,tertiary,50,,False,False,31.339,"LINESTRING (14.3643821 50.1977766, 14.3644865 50.1977912, 14.3648103 50.1978421)",,
32039486,,,náměstí Svobody,residential,,,False,False,58.874,"LINESTRING (14.3643821 50.1977766, 14.3643735 50.1976886, 14.3642269 50.1972574)",,
"[1177259208, 1177259210, 1177259211]",2,2407,Chýnovská,tertiary,50,,False,False,193.236,"LINESTRING (14.3643821 50.1977766, 14.3642275 50.1977555, 14.363962 50.1977194, 14.3634586 50.1976628, 14.3630163 50.1976206, 14.3620392 50.1975211, 14.3618045 50.1974973, 14.3617058 50.1974873)",,
32039494,,,Tyršova,residential,,,False,False,173.504,"LINESTRING (14.3642269 50.1972574, 14.3618245 50.1969936)",,
163825188,,,náměstí Svobody,residential,30,,False,False,62.463,"LINESTRING (14.3642269 50.1972574, 14.3641073 50.1967009)",,
32039486,,,náměstí Svobody,residential,,,False,True,58.874,"LINESTRING (14.3642269 50.1972574, 14.3643735 50.1976886, 14.3643821 50.1977766)",,
32039504,,,Bratrská,residential,,,False,False,125.905,"LINESTRING (14.3642269 50.1972574, 14.3643033 50.1972435, 14.3659245 50.1969394)",,
1151539789,,,náměstí Svobody,residential,,,False,False,63.421,"LINESTRING (14.3642269 50.1972574, 14.3642882 50.1970949, 14.3643344 50.1966928)",,
32039510,,,náměstí Svobody,residential,,,False,True,16.19,"LINESTRING (14.3641073 50.1967009, 14.3643344 50.1966928)",,
163825188,,,náměstí Svobody,residential,30,,False,True,62.463,"LINESTRING (14.3641073 50.1967009, 14.3642269 50.1972574)",,
1106634292,,,náměstí Svobody,residential,30,,False,False,63.925,"LINESTRING (14.3641073 50.1967009, 14.3639769 50.1961321)",,
1137586750,,,Fügnerova,residential,,,False,False,157.675,"LINESTRING (14.3641073 50.1967009, 14.3630035 50.1966527, 14.3626918 50.1966228, 14.3619261 50.1964894)",,
163825185,,,náměstí Svobody,residential,,,False,False,9.688,"LINESTRING (14.3639769 50.1961321, 14.3639391 50.1960484)",,
1106634292,,,náměstí Svobody,residential,30,,False,True,63.925,"LINESTRING (14.3639769 50.1961321, 14.3641073 50.1967009)",,
32039491,,,Lidická,residential,,,False,False,140.723,"LINESTRING (14.3639769 50.1961321, 14.3629364 50.1961076, 14.3620171 50.1959959)",,
32039499,,,náměstí Svobody,residential,,,False,False,25.657,"LINESTRING (14.3639391 50.1960484, 14.364266 50.1959512)",,
163825185,,,náměstí Svobody,residential,,,False,False,66.854,"LINESTRING (14.3639391 50.1960484, 14.3636789 50.1954707)",,
163825185,,,náměstí Svobody,residential,,,False,True,9.688,"LINESTRING (14.3639391 50.1960484, 14.3639769 50.1961321)",,
32039502,,,náměstí Svobody,residential,,,False,False,18.989,"LINESTRING (14.3636789 50.1954707, 14.363917 50.1953937)",,
163825185,,,náměstí Svobody,residential,,,False,False,74.626,"LINESTRING (14.3636789 50.1954707, 14.3632219 50.1948667)",,
163825185,,,náměstí Svobody,residential,,,False,True,66.854,"LINESTRING (14.3636789 50.1954707, 14.3639391 50.1960484)",,
32039487,,,Ve Staré cihelně,residential,,,False,False,82.414,"LINESTRING (14.3632219 50.1948667, 14.3620674 50.1949222)",,
163825185,,,náměstí Svobody,residential,,,False,True,74.626,"LINESTRING (14.3632219 50.1948667, 14.3636789 50.1954707)",,
32039487,,,Ve Staré cihelně,residential,,,False,False,181.248,"LINESTRING (14.3620674 50.1949222, 14.3595286 50.1950461)",,
32039487,,,Ve Staré cihelně,residential,,,False,True,82.414,"LINESTRING (14.3620674 50.1949222, 14.3632219 50.1948667)",,
32039489,,,K. H. Borovského,residential,,,False,True,119.90299999999999,"LINESTRING (14.3620674 50.1949222, 14.3621183 50.1953965, 14.3620171 50.1959959)",,
32039487,,,Ve Staré cihelně,residential,,,False,True,181.248,"LINESTRING (14.3595286 50.1950461, 14.3620674 50.1949222)",,
32039488,,,Na Růžku,residential,,,False,False,28.901,"LINESTRING (14.3595286 50.1950461, 14.3595951 50.1947897)",,
32039488,,,Na Růžku,residential,,,False,True,58.447,"LINESTRING (14.3595286 50.1950461, 14.359392 50.1955644)",,
"[1177259211, 32040397]",2,2407,Chýnovská,tertiary,50,,False,True,206.232,"LINESTRING (14.358975 50.1968785, 14.3612065 50.197419, 14.3613532 50.1974477, 14.3616079 50.1974763, 14.3617058 50.1974873)",,
545721278,,2407,Chýnovská,tertiary,50,,False,False,155.56,"LINESTRING (14.358975 50.1968785, 14.3586842 50.1968057, 14.35849 50.196757, 14.3583436 50.1967038, 14.357537 50.196315, 14.3573338 50.1962171, 14.3571363 50.1961389)",,
545721294,,,Hřbitovní,residential,,,False,True,11.293,"LINESTRING (14.358975 50.1968785, 14.3589577 50.1969153, 14.3589545 50.1969312, 14.358945 50.1969779)",,
1151534940,,,Na Růžku,residential,,,False,False,51.278000000000006,"LINESTRING (14.358975 50.1968785, 14.3589977 50.1968117, 14.3591282 50.1964279)",,
32039488,,,Na Růžku,residential,,,False,False,40.493,"LINESTRING (14.3591282 50.1964279, 14.3592357 50.1960703)",,
32039494,,,Tyršova,residential,,,False,True,201.973,"LINESTRING (14.3591282 50.1964279, 14.3618245 50.1969936)",,
32039494,,,Tyršova,residential,,,False,False,182.465,"LINESTRING (14.3591282 50.1964279, 14.3586591 50.1963435, 14.3578709 50.1959597, 14.3576441 50.1958446, 14.3569398 50.1956067)",,
1151534940,,,Na Růžku,residential,,,False,True,51.278000000000006,"LINESTRING (14.3591282 50.1964279, 14.3589977 50.1968117, 14.358975 50.1968785)",,
32039488,,,Na Růžku,residential,,,False,False,57.343,"LINESTRING (14.3592357 50.1960703, 14.359392 50.1955644)",,
32039488,,,Na Růžku,residential,,,False,True,40.493,"LINESTRING (14.3592357 50.1960703, 14.3591282 50.1964279)",,
32039492,,,Fügnerova,residential,,,False,True,197.098,"LINESTRING (14.3592357 50.1960703, 14.3619261 50.1964894)",,
32039488,,,Na Růžku,residential,,,False,False,58.447,"LINESTRING (14.359392 50.1955644, 14.3595286 50.1950461)",,
32039488,,,Na Růžku,residential,,,False,True,57.343,"LINESTRING (14.359392 50.1955644, 14.3592357 50.1960703)",,
32039491,,,Lidická,residential,,,False,True,192.925,"LINESTRING (14.359392 50.1955644, 14.3620171 50.1959959)",,
32039488,,,Na Růžku,residential,,,False,True,28.901,"LINESTRING (14.3595951 50.1947897, 14.3595286 50.1950461)",,
32039494,,,Tyršova,residential,,,False,False,201.973,"LINESTRING (14.3618245 50.1969936, 14.3591282 50.1964279)",,
32039494,,,Tyršova,residential,,,False,True,173.504,"LINESTRING (14.3618245 50.1969936, 14.3642269 50.1972574)",,
1151536533,,,K. H. Borovského,residential,,,False,False,56.529,"LINESTRING (14.3618245 50.1969936, 14.3619261 50.1964894)",,
1151536434,,,K. H. Borovského,residential,,,False,True,55.544,"LINESTRING (14.3618245 50.1969936, 14.361723 50.1974092, 14.3617058 50.1974873)",,
32039492,,,Fügnerova,residential,,,False,False,197.098,"LINESTRING (14.3619261 50.1964894, 14.3592357 50.1960703)",,
1151536533,,,K. H. Borovského,residential,,,False,True,56.529,"LINESTRING (14.3619261 50.1964894, 14.3618245 50.1969936)",,
1137586750,,,Fügnerova,residential,,,False,True,157.675,"LINESTRING (14.3619261 50.1964894, 14.3626918 50.1966228, 14.3630035 50.1966527, 14.3641073 50.1967009)",,
"[1151537115, 1151536533]",,,K. H. Borovského,residential,,,False,False,55.256,"LINESTRING (14.3619261 50.1964894, 14.3619709 50.196235, 14.3620171 50.1959959)",,
32039491,,,Lidická,residential,,,False,False,192.925,"LINESTRING (14.3620171 50.1959959, 14.359392 50.1955644)",,
32039489,,,K. H. Borovského,residential,,,False,False,119.90299999999999,"LINESTRING (14.3620171 50.1959959, 14.3621183 50.1953965, 14.3620674 50.1949222)",,
32039491,,,Lidická,residential,,,False,True,140.723,"LINESTRING (14.3620171 50.1959959, 14.3629364 50.1961076, 14.3639769 50.1961321)",,
"[1151537115, 1151536533]",,,K. H. Borovského,residential,,,False,True,55.256,"LINESTRING (14.3620171 50.1959959, 14.3619709 50.196235, 14.3619261 50.1964894)",,
32039494,,,Tyršova,residential,,,False,False,17.379,"LINESTRING (14.3569398 50.1956067, 14.356719 50.19554)",,
32039495,,,Tyršova,residential,,,False,True,46.286,"LINESTRING (14.3569398 50.1956067, 14.3566675 50.1959847)",,
32039494,,,Tyršova,residential,,,False,True,182.465,"LINESTRING (14.3569398 50.1956067, 14.3576441 50.1958446, 14.3578709 50.1959597, 14.3586591 50.1963435, 14.3591282 50.1964279)",,
32039494,,,Tyršova,residential,,,False,True,17.379,"LINESTRING (14.356719 50.19554, 14.3569398 50.1956067)",,
32039495,,,Tyršova,residential,,,False,False,46.286,"LINESTRING (14.3566675 50.1959847, 14.3569398 50.1956067)",,
545721278,,2407,Chýnovská,tertiary,50,,False,True,37.518,"LINESTRING (14.3566675 50.1959847, 14.3571363 50.1961389)",,
545721278,,2407,Chýnovská,tertiary,50,,False,False,91.182,"LINESTRING (14.3566675 50.1959847, 14.355901 50.195747, 14.3555138 50.1956284)",,
32039499,,,náměstí Svobody,residential,,,False,True,25.657,"LINESTRING (14.364266 50.1959512, 14.3639391 50.1960484)",,
32039509,,,náměstí Svobody,residential,,,False,False,66.784,"LINESTRING (14.364266 50.1959512, 14.363917 50.1953937)",,
290091624,,,Nerudova,residential,,,False,False,153.605,"LINESTRING (14.364266 50.1959512, 14.3662241 50.1953707)",,
32039509,,,náměstí Svobody,residential,,,False,True,83.17299999999999,"LINESTRING (14.364266 50.1959512, 14.3643743 50.1964055, 14.3643379 50.1966674, 14.3643344 50.1966928)",,
290091624,,,Nerudova,residential,,,False,False,39.599,"LINESTRING (14.3662241 50.1953707, 14.3667274 50.195219)",,
290091624,,,Nerudova,residential,,,False,True,153.605,"LINESTRING (14.3662241 50.1953707, 14.364266 50.1959512)",,
32039506,,,Palackého,residential,,,False,False,80.221,"LINESTRING (14.3662241 50.1953707, 14.3662596 50.1956084, 14.3665952 50.1960406)",,
290091633,,,U Krytu,residential,,,False,True,220.026,"LINESTRING (14.3662241 50.1953707, 14.3658585 50.194828, 14.3657451 50.194803, 14.3650409 50.1950305, 14.363917 50.1953937)",,
32039505,,,Na Radosti,residential,50,,False,False,125.155,"LINESTRING (14.3667274 50.195219, 14.3676849 50.196163)",,
290091624,,,Nerudova,residential,,,False,True,39.599,"LINESTRING (14.3667274 50.195219, 14.3662241 50.1953707)",,
"[290091624, 32039500]",,,"['Tržní', 'Nerudova']",residential,,,False,False,202.446,"LINESTRING (14.3667274 50.195219, 14.3671855 50.1950828, 14.3673445 50.1950765, 14.3681589 50.1958847, 14.3686048 50.196211)",,
1167362967,2,2409,Letecká,tertiary,50,10,False,False,47.259,"LINESTRING (14.3686048 50.196211, 14.3681603 50.1965267)",,
"[290091624, 32039500]",,,"['Tržní', 'Nerudova']",residential,,,False,True,202.44600000000003,"LINESTRING (14.3686048 50.196211, 14.3681589 50.1958847, 14.3673445 50.1950765, 14.3671855 50.1950828, 14.3667274 50.195219)",,
1167362967,2,2409,Letecká,tertiary,50,10,False,True,24.009,"LINESTRING (14.3686048 50.196211, 14.3687081 50.1961359, 14.3688232 50.1960465)",,
32039502,,,náměstí Svobody,residential,,,False,True,18.989,"LINESTRING (14.363917 50.1953937, 14.3636789 50.1954707)",,
32039509,,,náměstí Svobody,residential,,,False,True,66.784,"LINESTRING (14.363917 50.1953937, 14.364266 50.1959512)",,
290091633,,,U Krytu,residential,,,False,False,220.026,"LINESTRING (14.363917 50.1953937, 14.3650409 50.1950305, 14.3657451 50.194803, 14.3658585 50.194828, 14.3662241 50.1953707)",,
32039504,,,Bratrská,residential,,,False,False,91.209,"LINESTRING (14.3659245 50.1969394, 14.3669765 50.1964711)",,
32039504,,,Bratrská,residential,,,False,True,125.905,"LINESTRING (14.3659245 50.1969394, 14.3643033 50.1972435, 14.3642269 50.1972574)",,
32039514,,,Na Spojce,residential,,,False,False,48.961999999999996,"LINESTRING (14.3659245 50.1969394, 14.3661476 50.1972903, 14.3661851 50.1973469)",,
32039504,,,Bratrská,residential,,,False,False,60.963,"LINESTRING (14.3669765 50.1964711, 14.3676849 50.196163)",,
32039504,,,Bratrská,residential,,,False,True,91.209,"LINESTRING (14.3669765 50.1964711, 14.3659245 50.1969394)",,
32039506,,,Palackého,residential,,,False,True,55.029,"LINESTRING (14.3669765 50.1964711, 14.3665952 50.1960406)",,
32039504,,,Bratrská,residential,,,False,True,60.963,"LINESTRING (14.3676849 50.196163, 14.3669765 50.1964711)",,
32039505,,,Na Radosti,residential,50,,False,False,52.732,"LINESTRING (14.3676849 50.196163, 14.3681603 50.1965267)",,
32039505,,,Na Radosti,residential,50,,False,True,125.155,"LINESTRING (14.3676849 50.196163, 14.3667274 50.195219)",,
32039505,,,Na Radosti,residential,50,,False,True,52.732,"LINESTRING (14.3681603 50.1965267, 14.3676849 50.196163)",,
1167362967,2,2409,Letecká,tertiary,50,10,False,True,47.259,"LINESTRING (14.3681603 50.1965267, 14.3686048 50.196211)",,
1167362967,2,2409,Letecká,tertiary,50,10,False,False,169.019,"LINESTRING (14.3681603 50.1965267, 14.3680849 50.1965799, 14.3678561 50.1967336, 14.3671707 50.197033, 14.3661851 50.1973469)",,
32039510,,,náměstí Svobody,residential,,,False,False,16.19,"LINESTRING (14.3643344 50.1966928, 14.3641073 50.1967009)",,
32039509,,,náměstí Svobody,residential,,,False,False,83.173,"LINESTRING (14.3643344 50.1966928, 14.3643379 50.1966674, 14.3643743 50.1964055, 14.364266 50.1959512)",,
1151539789,,,náměstí Svobody,residential,,,False,True,63.421,"LINESTRING (14.3643344 50.1966928, 14.3642882 50.1970949, 14.3642269 50.1972574)",,
1167362966,2,2409,Letecká,tertiary,50,10,False,False,28.613,"LINESTRING (14.3661851 50.1973469, 14.3658217 50.1974569)",,
32039514,,,Na Spojce,residential,,,False,True,48.961999999999996,"LINESTRING (14.3661851 50.1973469, 14.3661476 50.1972903, 14.3659245 50.1969394)",,
1167362967,2,2409,Letecká,tertiary,50,10,False,True,169.019,"LINESTRING (14.3661851 50.1973469, 14.3671707 50.197033, 14.3678561 50.1967336, 14.3680849 50.1965799, 14.3681603 50.1965267)",,
1167362966,2,2409,Letecká,tertiary,50,10,False,True,28.613,"LINESTRING (14.3658217 50.1974569, 14.3661851 50.1973469)",,
"[1177923057, 1099839370, 1177259207]",2,2409,Letecká,tertiary,50,10,False,False,85.399,"LINESTRING (14.3658217 50.1974569, 14.3653218 50.1976218, 14.3649118 50.1977535, 14.3648697 50.1977717, 14.3648297 50.197801, 14.3648103 50.1978421)",,
"[1177923698, 32039516]",,,Dělnická,residential,,,False,False,87.311,"LINESTRING (14.3658217 50.1974569, 14.3660567 50.1974551, 14.3665892 50.1974609, 14.367045 50.1974956)",,
"[1177923698, 32039516]",,,Dělnická,residential,,,False,True,87.31099999999999,"LINESTRING (14.367045 50.1974956, 14.3665892 50.1974609, 14.3660567 50.1974551, 14.3658217 50.1974569)",,
"[1101908705, 1101908626]",,,Libušina,residential,,,True,False,145.267,"LINESTRING (14.367045 50.1974956, 14.3665821 50.197767, 14.3662638 50.1979497, 14.36553 50.1983709)",,
"[32039522, 290091626, 1153606189, 1153606190, 32058556]",,,"['Areál Šroubáren', 'Dělnická', 'Objekt Šroubárny']",residential,,,False,"[False, True]",160.67800000000003,"LINESTRING (14.367045 50.1974956, 14.3672531 50.1975702, 14.3674589 50.1976718, 14.3676016 50.1977865, 14.3678564 50.1979854, 14.3678629 50.1980116, 14.3678483 50.1980477, 14.3677984 50.1980837, 14.3677323 50.1981156, 14.3673752 50.198243, 14.3673349 50.1982649, 14.3672335 50.1983515, 14.3671862 50.1983979, 14.367148 50.1984712, 14.367146 50.1984919)",yes,
"[951770074, 32039517]",,,K Nádraží,residential,,,False,False,41.709999999999994,"LINESTRING (14.363558 50.1995158, 14.3637989 50.1996704, 14.3638899 50.1997255, 14.3639472 50.1997313, 14.3639951 50.1997561)",,
"[951770073, 32039517]",,,K Nádraží,residential,,,False,True,65.533,"LINESTRING (14.363558 50.1995158, 14.3629745 50.1991995, 14.3628745 50.1991228)",,
"[951770074, 32039517]",,,K Nádraží,residential,,,False,True,41.71,"LINESTRING (14.3639951 50.1997561, 14.3639472 50.1997313, 14.3638899 50.1997255, 14.3637989 50.1996704, 14.363558 50.1995158)",,
"[32039522, 290091626, 1153606189, 1153606190, 32058556]",,,"['Areál Šroubáren', 'Dělnická', 'Objekt Šroubárny']",residential,,,False,"[False, True]",160.678,"LINESTRING (14.367146 50.1984919, 14.367148 50.1984712, 14.3671862 50.1983979, 14.3672335 50.1983515, 14.3673349 50.1982649, 14.3673752 50.198243, 14.3677323 50.1981156, 14.3677984 50.1980837, 14.3678483 50.1980477, 14.3678629 50.1980116, 14.3678564 50.1979854, 14.3676016 50.1977865, 14.3674589 50.1976718, 14.3672531 50.1975702, 14.367045 50.1974956)",yes,
1177259206,2,2409,Letecká,tertiary,50,8,False,True,26.338,"LINESTRING (14.3688232 50.1960465, 14.3690458 50.1958573)",,
1167362967,2,2409,Letecká,tertiary,50,10,False,False,24.009,"LINESTRING (14.3688232 50.1960465, 14.3687081 50.1961359, 14.3686048 50.196211)",,
32039796,,,U Černé hory,residential,,,False,True,10.635,"LINESTRING (14.3617303 50.1993086, 14.3617347 50.1994042)",,
1152205520,,,U Černé hory,residential,,5,False,True,11.983,"LINESTRING (14.3617303 50.1993086, 14.3618983 50.1993155)",,
163823790,,,Hřbitovní,residential,,,False,False,66.846,"LINESTRING (14.3617303 50.1993086, 14.3612937 50.1991208, 14.3609787 50.1989497)",,
163823790,,,Hřbitovní,residential,,,False,False,27.489,"LINESTRING (14.3609787 50.1989497, 14.3606878 50.1987871)",,
32039799,,,Za Kovárnou,residential,,4,False,False,114.305,"LINESTRING (14.3609787 50.1989497, 14.3603448 50.1997639, 14.3603234 50.1998073, 14.3603121 50.1998303, 14.3603089 50.1998511, 14.3603188 50.1998781)",,
163823790,,,Hřbitovní,residential,,,False,True,66.846,"LINESTRING (14.3609787 50.1989497, 14.3612937 50.1991208, 14.3617303 50.1993086)",,
163823790,,,Hřbitovní,residential,,,False,True,27.489,"LINESTRING (14.3606878 50.1987871, 14.3609787 50.1989497)",,
32039800,,,Zahradní,residential,30,5,False,False,177.339,"LINESTRING (14.3606878 50.1987871, 14.3600811 50.1986263, 14.3598645 50.1985942, 14.3584307 50.1983611, 14.3583039 50.1983351)",,
1099491155,,,Hřbitovní,residential,,,False,False,81.55499999999999,"LINESTRING (14.3606878 50.1987871, 14.3607513 50.198261, 14.3607739 50.1981462, 14.360782 50.1981058, 14.3607789 50.1980565)",,
545721294,,,Hřbitovní,residential,,,False,False,11.293,"LINESTRING (14.358945 50.1969779, 14.3589545 50.1969312, 14.3589577 50.1969153, 14.358975 50.1968785)",,
32039800,,,Zahradní,residential,30,5,False,False,163.215,"LINESTRING (14.3583039 50.1983351, 14.3563956 50.1975213)",,
32039802,,,Holubická,residential,,,False,False,69.244,"LINESTRING (14.3583039 50.1983351, 14.3580256 50.1989318)",,
32039800,,,Zahradní,residential,30,5,False,True,177.339,"LINESTRING (14.3583039 50.1983351, 14.3584307 50.1983611, 14.3598645 50.1985942, 14.3600811 50.1986263, 14.3606878 50.1987871)",,
32039800,,,Zahradní,residential,30,5,False,True,163.215,"LINESTRING (14.3563956 50.1975213, 14.3583039 50.1983351)",,
32039804,,,Křivá,residential,,,False,False,21.562,"LINESTRING (14.3563956 50.1975213, 14.3562202 50.1976794)",,
"[1099854714, 32039804]",,,Křivá,residential,,,False,True,78.96000000000001,"LINESTRING (14.3563956 50.1975213, 14.3565907 50.1973222, 14.3566816 50.1972221, 14.3567249 50.197109, 14.3567895 50.1968697)",,
163825175,,,Pod Saharou,living_street,,,False,True,54.912,"LINESTRING (14.3563956 50.1975213, 14.3562083 50.197531, 14.3556429 50.1974386)",,
32039802,,,Holubická,residential,,,False,True,69.244,"LINESTRING (14.3580256 50.1989318, 14.3583039 50.1983351)",,
32039805,,,V Pražce,residential,,,False,True,184.368,"LINESTRING (14.3580256 50.1989318, 14.355807 50.1980761)",,
32039802,,,Holubická,residential,,,False,False,110.74799999999999,"LINESTRING (14.3580256 50.1989318, 14.3577728 50.1990665, 14.3571745 50.1992245, 14.357149 50.1992507, 14.3571431 50.1992872, 14.3572639 50.1994287, 14.3574247 50.199527)",,
32039802,,,Holubická,residential,,,False,True,110.74799999999999,"LINESTRING (14.3574247 50.199527, 14.3572639 50.1994287, 14.3571431 50.1992872, 14.357149 50.1992507, 14.3571745 50.1992245, 14.3577728 50.1990665, 14.3580256 50.1989318)",,
545721278,,2407,Chýnovská,tertiary,50,,False,False,37.518,"LINESTRING (14.3571363 50.1961389, 14.3566675 50.1959847)",,
545721278,,2407,Chýnovská,tertiary,50,,False,True,155.56,"LINESTRING (14.3571363 50.1961389, 14.3573338 50.1962171, 14.357537 50.196315, 14.3583436 50.1967038, 14.35849 50.196757, 14.3586842 50.1968057, 14.358975 50.1968785)",,
1099854714,,,Křivá,residential,,,False,False,86.137,"LINESTRING (14.3571363 50.1961389, 14.3570988 50.1961799, 14.356877 50.1964668, 14.3568458 50.1965659, 14.3567895 50.1968697)",,
32039806,,,Pod Kameníčkem,residential,,,False,False,67.936,"LINESTRING (14.3567895 50.1968697, 14.3568224 50.1968809, 14.3576276 50.197162)",,
"[1099854714, 32039804]",,,Křivá,residential,,,False,False,78.96000000000001,"LINESTRING (14.3567895 50.1968697, 14.3567249 50.197109, 14.3566816 50.1972221, 14.3565907 50.1973222, 14.3563956 50.1975213)",,
1099854714,,,Křivá,residential,,,False,True,86.137,"LINESTRING (14.3567895 50.1968697, 14.3568458 50.1965659, 14.356877 50.1964668, 14.3570988 50.1961799, 14.3571363 50.1961389)",,
32039804,,,Křivá,residential,,,False,True,21.114,"LINESTRING (14.355807 50.1980761, 14.3559694 50.1979172)",,
