osmid,highway,maxspeed,oneway,reversed,length,name,geometry,ref,lanes,bridge,junction
216859355,residential,50,False,False,47.016,,"LINESTRING (13.6041426 50.5966424, 13.6047866 50.5967504)",,,,
199989832,residential,50,False,True,166.079,Studentská,"LINESTRING (13.6075221 50.5980906, 13.6051905 50.5982916)",,,,
199989832,residential,50,False,False,187.118,Studentská,"LINESTRING (13.6075221 50.5980906, 13.6077302 50.5980977, 13.6083333 50.5981117, 13.6087086 50.5981199, 13.6089759 50.5981589, 13.6096558 50.5982542, 13.6101262 50.5983481)",,,,
266946106,residential,20,False,False,32.201,U Zámeckého parku,"LINESTRING (13.6075221 50.5980906, 13.6075473 50.5980057, 13.6075564 50.5979685, 13.6075884 50.5978042)",,,,
28044963,secondary,50,False,True,57.629999999999995,9. května,"LINESTRING (13.614633 50.5986882, 13.6146144 50.598689, 13.614578 50.5986684, 13.6143336 50.5985938, 13.613927 50.5984344)",,,,
50399851,tertiary,50,False,False,72.521,Tržní,"LINESTRING (13.614633 50.5986882, 13.614713 50.5986673, 13.6148894 50.5985475, 13.6149411 50.5984412, 13.6150814 50.5981317)",2564,,,
237323461,secondary,50,False,True,44.208,Jiráskova,"LINESTRING (13.614633 50.5986882, 13.6149653 50.5987043, 13.6152425 50.5987647)",,,,
"[188812557, 341300221, 341300262]",tertiary,50,False,True,310.83299999999997,Smetanova,"LINESTRING (13.614633 50.5986882, 13.614616 50.598703, 13.6146181 50.5987794, 13.6146104 50.5988487, 13.614605 50.5988969, 13.6145708 50.5991267, 13.6145352 50.5993621, 13.6144538 50.5999315, 13.6144389 50.6000581, 13.6144229 50.600124, 13.6143906 50.6001878, 13.6143409 50.6002585, 13.61425 50.6003739, 13.6138762 50.6008427, 13.6137564 50.6010017, 13.6136763 50.6011522, 13.6137348 50.6012943, 13.6137479 50.6013264, 13.6137623 50.6013614)",2564,,,
183815544,tertiary,50,False,False,95.677,Valdštejnská,"LINESTRING (13.6101262 50.5983481, 13.6099835 50.598541, 13.6099185 50.5986249, 13.6096265 50.5991468)",,,,
199989832,residential,50,False,True,187.11800000000002,Studentská,"LINESTRING (13.6101262 50.5983481, 13.6096558 50.5982542, 13.6089759 50.5981589, 13.6087086 50.5981199, 13.6083333 50.5981117, 13.6077302 50.5980977, 13.6075221 50.5980906)",,,,
"[266946128, 268600699, 1252439780, 24881484]",tertiary,30,False,True,194.929,"['Mostecká', 'náměstí Míru']","LINESTRING (13.6101262 50.5983481, 13.6102949 50.5981707, 13.6104332 50.5980508, 13.6105927 50.597929, 13.6109857 50.5976974, 13.6111509 50.5976342, 13.6113553 50.5975905, 13.6116704 50.5975283, 13.6117939 50.5975067, 13.6120554 50.5974161, 13.612246 50.5973126)",,,,
36838769,residential,50,False,False,25.765,Ruská,"LINESTRING (13.6092876 50.600664, 13.609477 50.600716, 13.6096219 50.6007571)",,,,
36838769,residential,50,False,True,295.907,Ruská,"LINESTRING (13.6092876 50.600664, 13.6089281 50.6005644, 13.6076513 50.6002105, 13.6062127 50.5998119, 13.6060127 50.5997565, 13.6056864 50.5996623, 13.6054453 50.5995993)",,,,
268600705,tertiary,50,False,False,54.108000000000004,Valdštejnská,"LINESTRING (13.6092876 50.600664, 13.6093078 50.6009236, 13.6093377 50.6011495)",,,,
268600705,tertiary,50,False,True,57.989000000000004,Valdštejnská,"LINESTRING (13.6092876 50.600664, 13.6092958 50.6004086, 13.6093043 50.6001426)",,,,
268600705,tertiary,50,False,False,89.053,Valdštejnská,"LINESTRING (13.6093377 50.6011495, 13.6093444 50.6011972, 13.6094707 50.6019459)",,,,
268600705,tertiary,50,False,True,54.108000000000004,Valdštejnská,"LINESTRING (13.6093377 50.6011495, 13.6093078 50.6009236, 13.6092876 50.600664)",,,,
268600705,tertiary,50,False,True,75.558,Valdštejnská,"LINESTRING (13.609568 50.6026226, 13.6094707 50.6019459)",,,,
36839932,residential,,True,False,492.9470000000001,Šafaříkova,"LINESTRING (13.609568 50.6026226, 13.6093612 50.6026719, 13.609111 50.6027689, 13.6089479 50.6028146, 13.6086854 50.6028286, 13.6077368 50.6027057, 13.6074265 50.6026433, 13.6070747 50.6025663, 13.6069456 50.602503, 13.6068694 50.6024062, 13.6068034 50.6022532, 13.6066268 50.601844, 13.6066171 50.6018216, 13.6066523 50.6016913, 13.6066972 50.6016418, 13.6067579 50.6015982, 13.608248 50.6012668, 13.6085589 50.6012263, 13.6088658 50.6011952, 13.6092019 50.6011607, 13.6093377 50.6011495)",,,,
268600705,tertiary,50,False,False,51.229,Valdštejnská,"LINESTRING (13.609568 50.6026226, 13.609592 50.6028354, 13.6096079 50.6029704, 13.6096151 50.6030823)",,,,
"[266946128, 1252439780, 268600699, 24881484]",tertiary,30,False,False,194.929,"['Mostecká', 'náměstí Míru']","LINESTRING (13.612246 50.5973126, 13.6120554 50.5974161, 13.6117939 50.5975067, 13.6116704 50.5975283, 13.6113553 50.5975905, 13.6111509 50.5976342, 13.6109857 50.5976974, 13.6105927 50.597929, 13.6104332 50.5980508, 13.6102949 50.5981707, 13.6101262 50.5983481)",,,,
28044963,secondary,50,False,False,173.397,9. května,"LINESTRING (13.612246 50.5973126, 13.6122798 50.5973717, 13.6123237 50.5974282, 13.6123771 50.5974812, 13.6124394 50.5975302, 13.6125456 50.5976044, 13.613196 50.5979972, 13.6138333 50.5983784, 13.613927 50.5984344)",,,,
59323372,secondary,50,False,True,93.74000000000001,Mostecká,"LINESTRING (13.612246 50.5973126, 13.6122232 50.5972536, 13.6122064 50.5971934, 13.6121984 50.5971327, 13.6122029 50.5969324, 13.6122212 50.596542, 13.61223 50.5964729)",,2,,
28044963,secondary,50,False,False,57.63,9. května,"LINESTRING (13.613927 50.5984344, 13.6143336 50.5985938, 13.614578 50.5986684, 13.6146144 50.598689, 13.614633 50.5986882)",,,,
28044963,secondary,50,False,True,173.397,9. května,"LINESTRING (13.613927 50.5984344, 13.6138333 50.5983784, 13.613196 50.5979972, 13.6125456 50.5976044, 13.6124394 50.5975302, 13.6123771 50.5974812, 13.6123237 50.5974282, 13.6122798 50.5973717, 13.612246 50.5973126)",,,,
36838755,residential,30,False,False,109.75499999999998,Žižkova,"LINESTRING (13.6137998 50.6018782, 13.6139576 50.601969, 13.6143821 50.6022133, 13.6148011 50.6023284, 13.6149408 50.6023619, 13.6150935 50.6023985)",,,,
"[403931032, 307628823]",tertiary,50,False,False,58.272999999999996,Mezibořská,"LINESTRING (13.6137998 50.6018782, 13.6138377 50.6015365, 13.6137623 50.6013614)",2564,,,
307628823,tertiary,50,False,True,194.419,Mezibořská,"LINESTRING (13.6137998 50.6018782, 13.6137029 50.602008, 13.6134753 50.6023131, 13.6126207 50.6034584)",2564,,,
237323461,secondary,50,False,True,87.026,Jiráskova,"LINESTRING (13.6152425 50.5987647, 13.6164277 50.5989805)",,,,
167475476,residential,50,False,False,218.97200000000004,Vinohradská,"LINESTRING (13.6152425 50.5987647, 13.615265 50.5987127, 13.6156021 50.5979341, 13.6158244 50.5975743, 13.6159478 50.5973807, 13.6161173 50.5972507, 13.6162136 50.5972516, 13.6166421 50.5973285)",,,,
237323461,secondary,50,False,False,44.208,Jiráskova,"LINESTRING (13.6152425 50.5987647, 13.6149653 50.5987043, 13.614633 50.5986882)",,,,
167475476,residential,50,False,True,24.288,Vinohradská,"LINESTRING (13.6169732 50.597388, 13.6166421 50.5973285)",,,,
36838769,residential,50,False,False,195.954,Ruská,"LINESTRING (13.6108122 50.6010667, 13.6120459 50.60119, 13.6133775 50.6013019, 13.61356 50.6013183)",,,,
36838769,residential,50,False,True,90.798,Ruská,"LINESTRING (13.6108122 50.6010667, 13.6105066 50.6009891, 13.6101004 50.600886, 13.6099238 50.6008411, 13.6096219 50.6007571)",,,,
36838770,residential,,False,False,73.677,Rooseveltova,"LINESTRING (13.6108122 50.6010667, 13.6108069 50.6010231, 13.6108258 50.6009389, 13.6108025 50.6007172, 13.610818 50.6006713, 13.6108628 50.6006244, 13.6110666 50.6004592)",,,,
36838769,residential,50,False,True,15.061,Ruská,"LINESTRING (13.6137623 50.6013614, 13.61356 50.6013183)",,,,
"[341300221, 188812557, 341300262]",tertiary,50,False,False,310.83299999999997,Smetanova,"LINESTRING (13.6137623 50.6013614, 13.6137479 50.6013264, 13.6137348 50.6012943, 13.6136763 50.6011522, 13.6137564 50.6010017, 13.6138762 50.6008427, 13.61425 50.6003739, 13.6143409 50.6002585, 13.6143906 50.6001878, 13.6144229 50.600124, 13.6144389 50.6000581, 13.6144538 50.5999315, 13.6145352 50.5993621, 13.6145708 50.5991267, 13.614605 50.5988969, 13.6146104 50.5988487, 13.6146181 50.5987794, 13.614616 50.598703, 13.614633 50.5986882)",2564,,,
"[403931032, 307628823]",tertiary,50,False,True,58.272999999999996,Mezibořská,"LINESTRING (13.6137623 50.6013614, 13.6138377 50.6015365, 13.6137998 50.6018782)",2564,,,
36838770,residential,,False,True,73.67699999999999,Rooseveltova,"LINESTRING (13.6110666 50.6004592, 13.6108628 50.6006244, 13.610818 50.6006713, 13.6108025 50.6007172, 13.6108258 50.6009389, 13.6108069 50.6010231, 13.6108122 50.6010667)",,,,
36838769,residential,50,False,False,90.798,Ruská,"LINESTRING (13.6096219 50.6007571, 13.6099238 50.6008411, 13.6101004 50.600886, 13.6105066 50.6009891, 13.6108122 50.6010667)",,,,
36838769,residential,50,False,True,25.765,Ruská,"LINESTRING (13.6096219 50.6007571, 13.609477 50.600716, 13.6092876 50.600664)",,,,
36838771,residential,50,False,False,152.02700000000002,Rooseveltova,"LINESTRING (13.6096219 50.6007571, 13.6096764 50.6007181, 13.6101995 50.6003281, 13.6103057 50.6002105, 13.6105032 50.5999754, 13.6111144 50.6000765)",,,,
36838771,residential,50,False,False,62.225,Rooseveltova,"LINESTRING (13.6111144 50.6000765, 13.6117931 50.5999654, 13.6119217 50.5998848)",,,,
36838771,residential,50,False,True,152.02700000000002,Rooseveltova,"LINESTRING (13.6111144 50.6000765, 13.6105032 50.5999754, 13.6103057 50.6002105, 13.6101995 50.6003281, 13.6096764 50.6007181, 13.6096219 50.6007571)",,,,
36839929,residential,,False,False,30.576999999999998,Rooseveltova,"LINESTRING (13.6111144 50.6000765, 13.6111556 50.6001992, 13.6113238 50.6003039)",,,,
36838771,residential,50,False,True,62.225,Rooseveltova,"LINESTRING (13.6119217 50.5998848, 13.6117931 50.5999654, 13.6111144 50.6000765)",,,,
36838772,residential,50,False,True,45.43,Školní,"LINESTRING (13.6119217 50.5998848, 13.6118509 50.5998247, 13.6113902 50.5996643)",,,,
