osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel
"[362537881, 9569447]",205,secondary,50,False,False,156.466,"LINESTRING (13.2352394 49.9925633, 13.2352475 49.9927151, 13.2352424 49.9927426, 13.2352183 49.9928017, 13.2351792 49.9928548, 13.2349339 49.9931273, 13.2348864 49.993199, 13.2348454 49.9932794, 13.2348183 49.9933526, 13.2348004 49.9934266, 13.2347927 49.9934856, 13.2348082 49.9936129, 13.234874 49.9937516, 13.2349245 49.9938157, 13.2349904 49.9938793)",,
"[130133213, 362537878]",201,secondary,50,False,True,261.478,"LINESTRING (13.2352394 49.9925633, 13.2351537 49.9925676, 13.2350762 49.9925669, 13.2349998 49.9925619, 13.2349145 49.9925511, 13.2346223 49.9924711, 13.2330995 49.9920499, 13.2330677 49.9920411, 13.2326527 49.99194, 13.2318146 49.9917745)",,
410694607,201;205,secondary,50,False,True,122.47900000000001,"LINESTRING (13.2352394 49.9925633, 13.2353848 49.9925434, 13.2355646 49.9925194, 13.2357883 49.9924942, 13.2366878 49.9923928, 13.2369234 49.9923611)",,
410694607,201;205,secondary,50,False,False,15.193,"LINESTRING (13.2371162 49.9923036, 13.2369234 49.9923611)",,
43565682,,residential,,False,False,98.783,"LINESTRING (13.2316019 49.9879664, 13.231686 49.9880862, 13.2317071 49.9882237, 13.2316967 49.9883316, 13.2315494 49.9888334)",,
130133209,,residential,,False,True,22.065,"LINESTRING (13.2269462 49.9915849, 13.2270468 49.9913973)",,
130133214,201,secondary,50,False,False,149.166,"LINESTRING (13.2269462 49.9915849, 13.2276919 49.9915587, 13.2286355 49.9916336, 13.2290216 49.9916642)",,
130133209,,residential,,False,False,22.065,"LINESTRING (13.2270468 49.9913973, 13.2269462 49.9915849)",,
130133209,,residential,,False,True,76.15299999999999,"LINESTRING (13.2270468 49.9913973, 13.2270907 49.9912707, 13.2271439 49.9907166)",,
43565682,,residential,,False,False,34.473,"LINESTRING (13.2315494 49.9888334, 13.231472 49.9891394)",,
"[494296544, 43565681, 437647648, 437647649]",,residential,,False,False,541.4110000000001,"LINESTRING (13.2315494 49.9888334, 13.2314062 49.9887986, 13.2312055 49.9887712, 13.2303559 49.9887798, 13.2296411 49.9887871, 13.2291573 49.988792, 13.2276138 49.9888335, 13.2273487 49.9888406, 13.2271244 49.9888466, 13.2269916 49.9888794, 13.2269016 49.9889215, 13.226842 49.9889691, 13.2268357 49.989031, 13.2268451 49.9891602, 13.2268628 49.9892848, 13.2269732 49.9894021, 13.2270643 49.9894985, 13.2270999 49.9895939, 13.2271079 49.9896435, 13.2271336 49.9898427, 13.2271609 49.9899908, 13.2271545 49.9901092, 13.2271568 49.9901676, 13.2271439 49.9907166)",yes,
43565682,,residential,,False,True,98.783,"LINESTRING (13.2315494 49.9888334, 13.2316967 49.9883316, 13.2317071 49.9882237, 13.231686 49.9880862, 13.2316019 49.9879664)",,
43565682,,residential,,False,True,34.473,"LINESTRING (13.231472 49.9891394, 13.2315494 49.9888334)",,
"[43565673, 291441389, 192610422]",,residential,,False,False,227.677,"LINESTRING (13.231472 49.9891394, 13.2313587 49.9897612, 13.2313295 49.9899216, 13.2313227 49.9900325, 13.2313081 49.9901035, 13.2312562 49.9902974, 13.2312093 49.9904371, 13.2311289 49.9908078, 13.2311363 49.9911712)",yes,
"[410697970, 410687996]",,residential,,False,False,146.70299999999997,"LINESTRING (13.231472 49.9891394, 13.231597 49.9891514, 13.2316706 49.9891585, 13.2328613 49.9892732, 13.2330778 49.9892941, 13.2332915 49.9892962, 13.2334064 49.9892709, 13.2334976 49.9892587)",,
130133214,201,secondary,50,False,True,30.39,"LINESTRING (13.2298378 49.991729, 13.2294159 49.9916955)",,
43565671,,residential,,False,True,140.90400000000002,"LINESTRING (13.2298378 49.991729, 13.229781 49.9921118, 13.229545 49.9921775, 13.229373 49.9921866, 13.2287772 49.9922183, 13.2284496 49.9922885)",,
130133214,201,secondary,50,False,False,143.431,"LINESTRING (13.2298378 49.991729, 13.2301638 49.9917549, 13.2302107 49.9917586, 13.2303587 49.9917518, 13.2306616 49.9916861, 13.231439 49.9917282, 13.2318146 49.9917745)",,
43565674,,residential,,False,True,79.243,"LINESTRING (13.2300964 49.9912718, 13.2301285 49.9912587, 13.2302482 49.9912098, 13.2303018 49.9911879, 13.2305279 49.9911246, 13.230759 49.9911158, 13.2311363 49.9911712)",,
43565675,,residential,,False,False,75.536,"LINESTRING (13.2300964 49.9912718, 13.2299613 49.9912403, 13.2295857 49.9911529, 13.2291262 49.9910056)",,
130133211,,residential,,False,False,68.298,"LINESTRING (13.2300964 49.9912718, 13.2299526 49.9913385, 13.2297486 49.9914332, 13.2294159 49.9916955)",,
130133214,201,secondary,50,False,False,30.39,"LINESTRING (13.2294159 49.9916955, 13.2298378 49.991729)",,
130133214,201,secondary,50,False,True,28.401,"LINESTRING (13.2294159 49.9916955, 13.2290216 49.9916642)",,
130133211,,residential,,False,True,68.298,"LINESTRING (13.2294159 49.9916955, 13.2297486 49.9914332, 13.2299526 49.9913385, 13.2300964 49.9912718)",,
192505371,,residential,,False,True,73.614,"LINESTRING (13.2291262 49.9910056, 13.2290216 49.9916642)",,
43565675,,residential,,False,False,152.226,"LINESTRING (13.2291262 49.9910056, 13.2288504 49.9909123, 13.2286875 49.9907991, 13.228459 49.9907289, 13.2282013 49.9906931, 13.2278384 49.9906771, 13.2271439 49.9907166)",,
43565675,,residential,,False,True,75.536,"LINESTRING (13.2291262 49.9910056, 13.2295857 49.9911529, 13.2299613 49.9912403, 13.2300964 49.9912718)",,
192505371,,residential,,False,False,78.44699999999999,"LINESTRING (13.2291262 49.9910056, 13.2291702 49.9907142, 13.2291678 49.9905844, 13.2291342 49.9904484, 13.2291128 49.9903843, 13.2290789 49.9903077)",,
43565671,,residential,,False,False,140.904,"LINESTRING (13.2284496 49.9922885, 13.2287772 49.9922183, 13.229373 49.9921866, 13.229545 49.9921775, 13.229781 49.9921118, 13.2298378 49.991729)",,
"[43565679, 43565671]",,residential,,False,True,285.625,"LINESTRING (13.2284496 49.9922885, 13.2275396 49.9921414, 13.2271237 49.9920892, 13.2270763 49.9920851, 13.2270308 49.9921003, 13.2270139 49.9921163, 13.2270071 49.992139, 13.2270137 49.9922161, 13.227015 49.992283, 13.2270018 49.9923662, 13.2269743 49.992443, 13.226978 49.9924834, 13.2270061 49.9925079, 13.2270484 49.9925206, 13.2281754 49.992668, 13.228245 49.9926464, 13.2282705 49.9926385, 13.2283339 49.9925796, 13.2284496 49.9922885)",,
"[43565671, 43565679]",,residential,,False,False,285.625,"LINESTRING (13.2284496 49.9922885, 13.2283339 49.9925796, 13.2282705 49.9926385, 13.228245 49.9926464, 13.2281754 49.992668, 13.2270484 49.9925206, 13.2270061 49.9925079, 13.226978 49.9924834, 13.2269743 49.992443, 13.2270018 49.9923662, 13.227015 49.992283, 13.2270137 49.9922161, 13.2270071 49.992139, 13.2270139 49.9921163, 13.2270308 49.9921003, 13.2270763 49.9920851, 13.2271237 49.9920892, 13.2275396 49.9921414, 13.2284496 49.9922885)",,
"[43565673, 291441389, 192610422]",,residential,,False,True,227.677,"LINESTRING (13.2311363 49.9911712, 13.2311289 49.9908078, 13.2312093 49.9904371, 13.2312562 49.9902974, 13.2313081 49.9901035, 13.2313227 49.9900325, 13.2313295 49.9899216, 13.2313587 49.9897612, 13.231472 49.9891394)",yes,
43565674,,residential,,False,False,79.24300000000001,"LINESTRING (13.2311363 49.9911712, 13.230759 49.9911158, 13.2305279 49.9911246, 13.2303018 49.9911879, 13.2302482 49.9912098, 13.2301285 49.9912587, 13.2300964 49.9912718)",,
"[192401271, 410694611, 130133215]",,residential,,False,False,59.056,"LINESTRING (13.2311363 49.9911712, 13.2311887 49.9912332, 13.231256 49.9912756, 13.2312954 49.991298, 13.2313343 49.9913191, 13.2318086 49.991454)",,building_passage
43565680,,residential,,False,False,246.0,"LINESTRING (13.2318086 49.991454, 13.2325146 49.9916216, 13.2329293 49.9917145, 13.2330053 49.9917315, 13.233134 49.9917278, 13.2332357 49.9917415, 13.2333892 49.9917777, 13.2335192 49.9917679, 13.2335864 49.991733, 13.2336373 49.9916641, 13.2339597 49.9911998, 13.2342229 49.9908206)",,
192401272,,residential,,False,False,35.760000000000005,"LINESTRING (13.2318086 49.991454, 13.2317925 49.9915396, 13.2318009 49.9916622, 13.2318146 49.9917745)",,
"[130133215, 410694611, 192401271]",,residential,,False,True,59.056,"LINESTRING (13.2318086 49.991454, 13.2313343 49.9913191, 13.2312954 49.991298, 13.231256 49.9912756, 13.2311887 49.9912332, 13.2311363 49.9911712)",,building_passage
"[130133213, 362537878]",201,secondary,50,False,False,261.478,"LINESTRING (13.2318146 49.9917745, 13.2326527 49.99194, 13.2330677 49.9920411, 13.2330995 49.9920499, 13.2346223 49.9924711, 13.2349145 49.9925511, 13.2349998 49.9925619, 13.2350762 49.9925669, 13.2351537 49.9925676, 13.2352394 49.9925633)",,
130133214,201,secondary,50,False,True,143.43099999999998,"LINESTRING (13.2318146 49.9917745, 13.231439 49.9917282, 13.2306616 49.9916861, 13.2303587 49.9917518, 13.2302107 49.9917586, 13.2301638 49.9917549, 13.2298378 49.991729)",,
192401272,,residential,,False,True,35.76,"LINESTRING (13.2318146 49.9917745, 13.2318009 49.9916622, 13.2317925 49.9915396, 13.2318086 49.991454)",,
192505368,,residential,,False,False,182.38,"LINESTRING (13.2334976 49.9892587, 13.2336172 49.9892251, 13.2337499 49.9892046, 13.2338339 49.9891588, 13.2338935 49.9889037, 13.2339696 49.9885783, 13.2339431 49.9884862, 13.233882 49.988445, 13.2328769 49.9883104)",,
410697970,,residential,,False,False,79.558,"LINESTRING (13.2334976 49.9892587, 13.2341323 49.9893407, 13.2344423 49.9894372, 13.2345372 49.9894855)",,
"[410697970, 410687996]",,residential,,False,True,146.70299999999997,"LINESTRING (13.2334976 49.9892587, 13.2334064 49.9892709, 13.2332915 49.9892962, 13.2330778 49.9892941, 13.2328613 49.9892732, 13.2316706 49.9891585, 13.231597 49.9891514, 13.231472 49.9891394)",,
43565683,,residential,,False,False,247.92500000000004,"LINESTRING (13.2355457 49.989743, 13.2357873 49.9897741, 13.2362612 49.989835, 13.2366102 49.9898966, 13.2369051 49.989973, 13.2371439 49.9900682, 13.2373564 49.9901853, 13.2375959 49.9903541, 13.2377763 49.990472, 13.2380359 49.990571, 13.2383219 49.9906354, 13.2385948 49.990676)",,
410697970,,residential,,False,True,17.436999999999998,"LINESTRING (13.2355457 49.989743, 13.2354895 49.9896569, 13.2354098 49.9896195)",,
828798349,,residential,,False,True,48.534,"LINESTRING (13.2355457 49.989743, 13.2354735 49.9898278, 13.2354106 49.9899065, 13.2353689 49.989962, 13.2352406 49.9901328)",,
43565680,,residential,,False,True,246.0,"LINESTRING (13.2342229 49.9908206, 13.2339597 49.9911998, 13.2336373 49.9916641, 13.2335864 49.991733, 13.2335192 49.9917679, 13.2333892 49.9917777, 13.2332357 49.9917415, 13.233134 49.9917278, 13.2330053 49.9917315, 13.2329293 49.9917145, 13.2325146 49.9916216, 13.2318086 49.991454)",,
192505357,,residential,,False,False,154.257,"LINESTRING (13.2339216 49.9934318, 13.233757 49.9934863, 13.2336968 49.9935364, 13.2336695 49.9935705, 13.2336407 49.9936327, 13.2336349 49.9936929, 13.2336429 49.9937399, 13.2336863 49.9937743, 13.2344243 49.9940338, 13.2345092 49.9940416, 13.2345952 49.994034, 13.2346584 49.9940174, 13.2348482 49.9939384, 13.2349904 49.9938793)",,
43565683,,residential,,False,True,247.92499999999998,"LINESTRING (13.2385948 49.990676, 13.2383219 49.9906354, 13.2380359 49.990571, 13.2377763 49.990472, 13.2375959 49.9903541, 13.2373564 49.9901853, 13.2371439 49.9900682, 13.2369051 49.989973, 13.2366102 49.9898966, 13.2362612 49.989835, 13.2357873 49.9897741, 13.2355457 49.989743)",,
43565687,,residential,,False,True,82.291,"LINESTRING (13.2385948 49.990676, 13.2388598 49.9901085, 13.2389204 49.9899662)",,
192505376,,residential,,False,False,52.229,"LINESTRING (13.2355881 49.989164, 13.2354098 49.9896195)",,
192505376,,residential,,False,True,117.585,"LINESTRING (13.2355881 49.989164, 13.2355711 49.9891257, 13.235532 49.9891072, 13.2348622 49.9890296, 13.2347874 49.9890296, 13.2347364 49.9890514, 13.2346497 49.9891181, 13.2345372 49.9894855)",,
192505376,,residential,,False,False,117.58500000000001,"LINESTRING (13.2345372 49.9894855, 13.2346497 49.9891181, 13.2347364 49.9890514, 13.2347874 49.9890296, 13.2348622 49.9890296, 13.235532 49.9891072, 13.2355711 49.9891257, 13.2355881 49.989164)",,
410697970,,residential,,False,False,65.783,"LINESTRING (13.2345372 49.9894855, 13.234614 49.9895247, 13.2347711 49.9895642, 13.2352583 49.9895793, 13.2353734 49.9896024, 13.2354098 49.9896195)",,
410697970,,residential,,False,True,79.55799999999999,"LINESTRING (13.2345372 49.9894855, 13.2344423 49.9894372, 13.2341323 49.9893407, 13.2334976 49.9892587)",,
