osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel
192505376,,residential,,False,True,52.229,"LINESTRING (13.2354098 49.9896195, 13.2355881 49.989164)",,
410697970,,residential,,False,False,17.436999999999998,"LINESTRING (13.2354098 49.9896195, 13.2354895 49.9896569, 13.2355457 49.989743)",,
410697970,,residential,,False,True,65.783,"LINESTRING (13.2354098 49.9896195, 13.2353734 49.9896024, 13.2352583 49.9895793, 13.2347711 49.9895642, 13.234614 49.9895247, 13.2345372 49.9894855)",,
43565687,,residential,,False,False,82.291,"LINESTRING (13.2389204 49.9899662, 13.2388598 49.9901085, 13.2385948 49.990676)",,
192505358,,residential,,False,True,40.039,"LINESTRING (13.2352406 49.9901328, 13.2352032 49.9901961, 13.2350052 49.9904593)",,
828798349,,residential,,False,False,48.534,"LINESTRING (13.2352406 49.9901328, 13.2353689 49.989962, 13.2354106 49.9899065, 13.2354735 49.9898278, 13.2355457 49.989743)",,
828798349,,residential,,False,True,45.693,"LINESTRING (13.2352406 49.9901328, 13.2351896 49.9901721, 13.2351706 49.99018, 13.2351226 49.9901999, 13.2347209 49.9903686)",,
192505371,,residential,,False,True,78.447,"LINESTRING (13.2290789 49.9903077, 13.2291128 49.9903843, 13.2291342 49.9904484, 13.2291678 49.9905844, 13.2291702 49.9907142, 13.2291262 49.9910056)",,
192505363,,residential,,False,False,22.689,"LINESTRING (13.2347209 49.9903686, 13.2350052 49.9904593)",,
"[828798349, 192505358]",,residential,,False,"[False, True]",89.99000000000001,"LINESTRING (13.2347209 49.9903686, 13.2346235 49.9904147, 13.2345521 49.9904694, 13.2345113 49.9905185, 13.2344875 49.9905623, 13.2344807 49.9906071, 13.2345028 49.9906388, 13.2345249 49.9906584, 13.2345657 49.9906781, 13.2346116 49.9906868, 13.2347187 49.9906945, 13.2347748 49.9906923, 13.2347963 49.9906869, 13.2348224 49.9906803, 13.2348496 49.9906661, 13.2350052 49.9904593)",,
828798349,,residential,,False,False,45.693000000000005,"LINESTRING (13.2347209 49.9903686, 13.2351226 49.9901999, 13.2351706 49.99018, 13.2351896 49.9901721, 13.2352406 49.9901328)",,
192505363,,residential,,False,True,22.689,"LINESTRING (13.2350052 49.9904593, 13.2347209 49.9903686)",,
"[828798349, 192505358]",,residential,,False,"[False, True]",89.99,"LINESTRING (13.2350052 49.9904593, 13.2348496 49.9906661, 13.2348224 49.9906803, 13.2347963 49.9906869, 13.2347748 49.9906923, 13.2347187 49.9906945, 13.2346116 49.9906868, 13.2345657 49.9906781, 13.2345249 49.9906584, 13.2345028 49.9906388, 13.2344807 49.9906071, 13.2344875 49.9905623, 13.2345113 49.9905185, 13.2345521 49.9904694, 13.2346235 49.9904147, 13.2347209 49.9903686)",,
192505358,,residential,,False,False,40.039,"LINESTRING (13.2350052 49.9904593, 13.2352032 49.9901961, 13.2352406 49.9901328)",,
192505374,,residential,,False,True,193.082,"LINESTRING (13.2390323 49.991568, 13.2385804 49.9915355, 13.2382366 49.9915494, 13.2379554 49.9915989, 13.2377174 49.9916746, 13.237525 49.991772, 13.2373399 49.991908, 13.2371476 49.992112, 13.2369234 49.9923611)",,
130133214,201,secondary,50,False,False,28.401,"LINESTRING (13.2290216 49.9916642, 13.2294159 49.9916955)",,
192505371,,residential,,False,False,73.614,"LINESTRING (13.2290216 49.9916642, 13.2291262 49.9910056)",,
130133214,201,secondary,50,False,True,149.166,"LINESTRING (13.2290216 49.9916642, 13.2286355 49.9916336, 13.2276919 49.9915587, 13.2269462 49.9915849)",,
410694607,201;205,secondary,50,False,True,15.193,"LINESTRING (13.2369234 49.9923611, 13.2371162 49.9923036)",,
192505374,,residential,,False,False,193.08200000000002,"LINESTRING (13.2369234 49.9923611, 13.2371476 49.992112, 13.2373399 49.991908, 13.237525 49.991772, 13.2377174 49.9916746, 13.2379554 49.9915989, 13.2382366 49.9915494, 13.2385804 49.9915355, 13.2390323 49.991568)",,
410694607,201;205,secondary,50,False,False,122.479,"LINESTRING (13.2369234 49.9923611, 13.2366878 49.9923928, 13.2357883 49.9924942, 13.2355646 49.9925194, 13.2353848 49.9925434, 13.2352394 49.9925633)",,
192505357,,residential,,False,True,154.257,"LINESTRING (13.2349904 49.9938793, 13.2348482 49.9939384, 13.2346584 49.9940174, 13.2345952 49.994034, 13.2345092 49.9940416, 13.2344243 49.9940338, 13.2336863 49.9937743, 13.2336429 49.9937399, 13.2336349 49.9936929, 13.2336407 49.9936327, 13.2336695 49.9935705, 13.2336968 49.9935364, 13.233757 49.9934863, 13.2339216 49.9934318)",,
"[362537881, 9569447]",205,secondary,50,False,True,156.46600000000004,"LINESTRING (13.2349904 49.9938793, 13.2349245 49.9938157, 13.234874 49.9937516, 13.2348082 49.9936129, 13.2347927 49.9934856, 13.2348004 49.9934266, 13.2348183 49.9933526, 13.2348454 49.9932794, 13.2348864 49.993199, 13.2349339 49.9931273, 13.2351792 49.9928548, 13.2352183 49.9928017, 13.2352424 49.9927426, 13.2352475 49.9927151, 13.2352394 49.9925633)",,
43565675,,residential,,False,True,152.226,"LINESTRING (13.2271439 49.9907166, 13.2278384 49.9906771, 13.2282013 49.9906931, 13.228459 49.9907289, 13.2286875 49.9907991, 13.2288504 49.9909123, 13.2291262 49.9910056)",,
130133209,,residential,,False,False,76.15299999999999,"LINESTRING (13.2271439 49.9907166, 13.2270907 49.9912707, 13.2270468 49.9913973)",,
"[437647648, 437647649, 494296544, 43565681]",,residential,,False,True,541.411,"LINESTRING (13.2271439 49.9907166, 13.2271568 49.9901676, 13.2271545 49.9901092, 13.2271609 49.9899908, 13.2271336 49.9898427, 13.2271079 49.9896435, 13.2270999 49.9895939, 13.2270643 49.9894985, 13.2269732 49.9894021, 13.2268628 49.9892848, 13.2268451 49.9891602, 13.2268357 49.989031, 13.226842 49.9889691, 13.2269016 49.9889215, 13.2269916 49.9888794, 13.2271244 49.9888466, 13.2273487 49.9888406, 13.2276138 49.9888335, 13.2291573 49.988792, 13.2296411 49.9887871, 13.2303559 49.9887798, 13.2312055 49.9887712, 13.2314062 49.9887986, 13.2315494 49.9888334)",yes,
192505368,,residential,,False,True,182.38,"LINESTRING (13.2328769 49.9883104, 13.233882 49.988445, 13.2339431 49.9884862, 13.2339696 49.9885783, 13.2338935 49.9889037, 13.2338339 49.9891588, 13.2337499 49.9892046, 13.2336172 49.9892251, 13.2334976 49.9892587)",,
