osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,lanes
216254286,Staroknínská,residential,False,False,86.435,"LINESTRING (14.2845162 49.7878983, 14.2846702 49.7879315, 14.2849369 49.787949, 14.2852577 49.7879625, 14.2854735 49.7879954, 14.2856923 49.7880419)",,,,
1181193486,Staroknínská,secondary,False,False,12.600999999999999,"LINESTRING (14.2845162 49.7878983, 14.2844232 49.7879013, 14.2843409 49.7878985)",114,50,,
"[1181193485, 1181193486]",Staroknínská,secondary,False,True,156.487,"LINESTRING (14.2845162 49.7878983, 14.2845924 49.787893, 14.2846874 49.787886, 14.2847927 49.7878784, 14.2848976 49.7878712, 14.2854625 49.7878335, 14.2855139 49.7878262, 14.2855756 49.7878137, 14.2856404 49.7877982, 14.2858335 49.7877442, 14.2861172 49.7876579, 14.2863121 49.7875947, 14.286458 49.7875515, 14.286588 49.7875195)",114,50,,
"[9525626, 26258275, 26258276]",Masnerova,secondary,False,False,234.26399999999998,"LINESTRING (14.2905737 49.7880822, 14.2905326 49.7882913, 14.2905209 49.788351, 14.290521 49.7884513, 14.2905377 49.7885233, 14.2905786 49.7886583, 14.2906475 49.7887554, 14.2907827 49.7889081, 14.2909855 49.7890394, 14.2911693 49.7891383, 14.2913271 49.7892231, 14.2913388 49.7892294, 14.2921527 49.7895565, 14.2923329 49.7896366)",116,,yes,
9525796,Na Merendě,secondary,False,False,44.111,"LINESTRING (14.2905737 49.7880822, 14.2900767 49.7880551, 14.2899617 49.788047)",114,50,,2
"[466596032, 1181193484, 576862021]",,secondary,False,True,155.644,"LINESTRING (14.2905737 49.7880822, 14.2907419 49.7880964, 14.2910689 49.7881199, 14.291483 49.7881469, 14.2920632 49.7881409, 14.2925946 49.7881292, 14.2926311 49.7881324, 14.2927355 49.7881321)",114,50,,"['2', '3']"
195349127,Na Smíchově,tertiary,False,False,21.935000000000002,"LINESTRING (14.2889631 49.7878393, 14.2889894 49.7877956, 14.2890245 49.787739, 14.2890217 49.7876496)",,,,
"[216254322, 216254323, 291678308]",Paškova,secondary,False,False,177.142,"LINESTRING (14.2889631 49.7878393, 14.2883945 49.7877125, 14.2879389 49.787616, 14.2875856 49.7875445, 14.2873746 49.787507, 14.287337 49.7875003, 14.2872665 49.7874923, 14.2871897 49.7874858, 14.2871194 49.7874815, 14.2870404 49.7874783, 14.2869602 49.7874776, 14.2868744 49.7874803, 14.2867954 49.7874863, 14.2867218 49.7874955, 14.2866454 49.7875082, 14.286588 49.7875195)",114,50,yes,
466596033,Na Merendě,secondary,False,True,75.414,"LINESTRING (14.2889631 49.7878393, 14.2892224 49.7879017, 14.2896446 49.7879941, 14.2897834 49.788022, 14.2898724 49.7880368, 14.2899617 49.788047)",114,50,,
"[1181193483, 9525069, 291678326]",Žižkova,secondary,False,False,94.42700000000002,"LINESTRING (14.2938538 49.7871937, 14.2937344 49.7874246, 14.2936382 49.7877196, 14.2935834 49.7877539, 14.2934884 49.7877985, 14.2934091 49.7879138, 14.2933817 49.7879638)",114,50,,
291849023,Havlíčkova,secondary,False,True,159.35499999999996,"LINESTRING (14.2938538 49.7871937, 14.2939714 49.7871992, 14.2944639 49.7871553, 14.2949513 49.7870843, 14.2958693 49.7868885, 14.2960039 49.7868683)",114,,,
1181193482,Žižkova,tertiary,False,True,99.28699999999999,"LINESTRING (14.2938538 49.7871937, 14.293957 49.7870026, 14.2942154 49.7866365, 14.2942692 49.7863504)",10221,50,,
26134355,Na Flusárně,residential,False,False,80.268,"LINESTRING (14.2960039 49.7868683, 14.2960233 49.7868352, 14.296128 49.7867738, 14.2965681 49.7866346, 14.2968351 49.7865253, 14.2969144 49.786471)",,,,
291849023,Havlíčkova,secondary,False,False,159.35500000000002,"LINESTRING (14.2960039 49.7868683, 14.2958693 49.7868885, 14.2949513 49.7870843, 14.2944639 49.7871553, 14.2939714 49.7871992, 14.2938538 49.7871937)",114,,,
