osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,junction
648806091,268,Sloupská,secondary,50,False,True,34.46,"LINESTRING (14.5594511 50.7569773, 14.5591301 50.7572114)",,,
353763135,,Česká,residential,,False,True,48.879000000000005,"LINESTRING (14.5594511 50.7569773, 14.559178 50.7568265, 14.5590006 50.7566487)",,,
885877818,268,Sloupská,secondary,50,False,False,63.46000000000001,"LINESTRING (14.5594511 50.7569773, 14.5597022 50.7568181, 14.5600752 50.7565653)",,,
227851176,268,Sloupská,secondary,50,False,False,72.803,"LINESTRING (14.5584872 50.7577245, 14.5591301 50.7572114)",,,
227851176,268,Sloupská,secondary,50,False,True,123.924,"LINESTRING (14.5584872 50.7577245, 14.557449 50.7586249)",,,
31016726,,Dělnická,residential,,True,False,75.96,"LINESTRING (14.5584872 50.7577245, 14.5589677 50.7580929, 14.5591045 50.7582793)",,,
885877815,268,Sloupská,secondary,50,False,False,10.982,"LINESTRING (14.5624513 50.7549676, 14.562558 50.7548955)",,,
891496401,268,Sloupská,secondary,,False,True,57.452,"LINESTRING (14.5624513 50.7549676, 14.561893 50.7553447)",,,
26789942,,Boženy Němcové,residential,,False,True,168.671,"LINESTRING (14.5624513 50.7549676, 14.5616054 50.7543424, 14.5614003 50.7542531, 14.5612085 50.7542419, 14.5610489 50.7542891, 14.5608024 50.754549)",,,
885877818,268,Sloupská,secondary,50,False,False,98.685,"LINESTRING (14.5600752 50.7565653, 14.56104 50.755921)",,,
31016710,,U Obory,residential,,False,False,411.0450000000001,"LINESTRING (14.5600752 50.7565653, 14.5603707 50.7566803, 14.560605 50.7567507, 14.560861 50.7568131, 14.5610066 50.7568356, 14.5611372 50.7568544, 14.5612899 50.7568625, 14.5613274 50.7568586, 14.5614241 50.7568464, 14.5615567 50.7568, 14.5618287 50.7566969, 14.5623291 50.7564844, 14.5625636 50.7563688, 14.5625851 50.7563568, 14.562739 50.7562709, 14.5627729 50.7562234, 14.56275 50.7561637, 14.5626492 50.7560796, 14.5624121 50.7559109, 14.562236 50.7557525, 14.562182 50.7556901, 14.5621618 50.755618, 14.5621735 50.7555636, 14.5624592 50.755357, 14.5627507 50.7551609, 14.5628287 50.7550922, 14.5628449 50.7550534, 14.5628345 50.7550271, 14.5628126 50.7550003, 14.5627876 50.7549741, 14.5627493 50.7549446, 14.562558 50.7548955)",,,
885877818,268,Sloupská,secondary,50,False,True,63.46000000000001,"LINESTRING (14.5600752 50.7565653, 14.5597022 50.7568181, 14.5594511 50.7569773)",,,
227851176,268,Sloupská,secondary,50,False,True,72.803,"LINESTRING (14.5591301 50.7572114, 14.5584872 50.7577245)",,,
648806091,268,Sloupská,secondary,50,False,False,34.46,"LINESTRING (14.5591301 50.7572114, 14.5594511 50.7569773)",,,
26789938,,Křižíkova,residential,,False,False,109.72300000000001,"LINESTRING (14.5591301 50.7572114, 14.5598254 50.7575812, 14.5602523 50.7578925)",,,
227851176,268,Sloupská,secondary,50,False,False,123.924,"LINESTRING (14.557449 50.7586249, 14.5584872 50.7577245)",,,
26789931,,Špálova,residential,,True,False,167.647,"LINESTRING (14.557449 50.7586249, 14.5570085 50.7584143, 14.55695 50.7583856, 14.5578351 50.7575734, 14.5579867 50.7574931)",,,
"[227851176, 26290825]",268,Sloupská,secondary,50,False,True,85.985,"LINESTRING (14.557449 50.7586249, 14.5573036 50.7587599, 14.5572491 50.7588007, 14.5571823 50.7588357, 14.5566089 50.7589666, 14.5564348 50.7590031)",,,
353763133,268,Liberecká,secondary,50,False,False,121.882,"LINESTRING (14.558458 50.762049, 14.557602 50.7615587, 14.5574396 50.7614389, 14.5572656 50.7612626)",,,
353763134,26847,Rumburských hrdinů,tertiary,50,False,True,78.588,"LINESTRING (14.558458 50.762049, 14.558519 50.7620293, 14.5586514 50.7619866, 14.5594532 50.7617277)",,,
26789943,,Boženy Němcové,residential,,False,True,46.208,"LINESTRING (14.56104 50.755921, 14.5605639 50.7556347)",,,
885877818,268,Sloupská,secondary,50,False,True,98.685,"LINESTRING (14.56104 50.755921, 14.5600752 50.7565653)",,,
"[885877816, 885877817, 891496401]",268,Sloupská,secondary,,False,False,87.789,"LINESTRING (14.56104 50.755921, 14.5613504 50.7557113, 14.5616277 50.755524, 14.561893 50.7553447)",,,
26290865,,Tř. T. G. Masaryka,residential,50,False,False,58.146,"LINESTRING (14.5555076 50.757697, 14.5558111 50.7581834)",,,
26290865,,Tř. T. G. Masaryka,residential,50,False,True,195.334,"LINESTRING (14.5555076 50.757697, 14.555445 50.7575974, 14.5554096 50.7575398, 14.5554032 50.7575287, 14.5553831 50.7574964, 14.5551103 50.7570569, 14.5550377 50.7569399, 14.5546831 50.7564462, 14.5544083 50.7560848)",,,
26789972,,Boženy Němcové,residential,,True,False,157.262,"LINESTRING (14.5555076 50.757697, 14.5560049 50.757577, 14.557596 50.7571922)",,,
26154297,,Gen. Svobody,residential,,False,False,47.754999999999995,"LINESTRING (14.5546871 50.7612845, 14.5546699 50.761422, 14.5546851 50.7615626, 14.5546806 50.7616634, 14.554648 50.7617087)",,,
"[85436521, 73610113, 73610119]",,B. Egermanna,residential,,False,False,124.421,"LINESTRING (14.5546871 50.7612845, 14.5547944 50.7612658, 14.5548934 50.7612486, 14.5561494 50.7609331, 14.5563386 50.7608856)",yes,,
415074928,,B. Egermanna,residential,,False,True,50.038,"LINESTRING (14.5546871 50.7612845, 14.5543509 50.7613122, 14.5540191 50.7614191)",,,
31045461,,Tylova,residential,,False,True,78.399,"LINESTRING (14.5564251 50.7622312, 14.5564225 50.762143, 14.556414 50.7618595, 14.5563547 50.7617038, 14.5563056 50.7616473, 14.5562048 50.7615593)",,,
38036073,,Svatopluka Čecha,residential,,False,False,50.777,"LINESTRING (14.5564251 50.7622312, 14.5559797 50.762051, 14.555813 50.7619892)",,,
353763134,26847,Rumburských hrdinů,tertiary,50,False,False,7.229,"LINESTRING (14.5602479 50.7614711, 14.5601564 50.7615007)",,,
26175900,,Prokopa Velikého,residential,50,False,False,120.17500000000001,"LINESTRING (14.5572656 50.7612626, 14.5573654 50.7612671, 14.5575209 50.7612777, 14.557777 50.7612951, 14.557975 50.761265, 14.5581177 50.7612433, 14.5583979 50.7611485, 14.558862 50.7609914)",,,
353763133,268,Liberecká,secondary,50,False,False,51.965,"LINESTRING (14.5572656 50.7612626, 14.5572033 50.7612042, 14.5570515 50.7609999, 14.5569127 50.760853)",,,
353763133,268,Liberecká,secondary,50,False,True,121.882,"LINESTRING (14.5572656 50.7612626, 14.5574396 50.7614389, 14.557602 50.7615587, 14.558458 50.762049)",,,
26175900,,Prokopa Velikého,residential,50,False,False,9.761,"LINESTRING (14.558862 50.7609914, 14.5589818 50.7609471)",,,
26175903,,Široká,residential,,False,False,91.828,"LINESTRING (14.558862 50.7609914, 14.5594532 50.7617277)",,,
26175900,,Prokopa Velikého,residential,50,False,True,120.17500000000003,"LINESTRING (14.558862 50.7609914, 14.5583979 50.7611485, 14.5581177 50.7612433, 14.557975 50.761265, 14.557777 50.7612951, 14.5575209 50.7612777, 14.5573654 50.7612671, 14.5572656 50.7612626)",,,
26175900,,Prokopa Velikého,residential,50,False,False,98.892,"LINESTRING (14.5595014 50.7607277, 14.5606652 50.7602287)",,,
26175900,,Prokopa Velikého,residential,50,False,True,43.942,"LINESTRING (14.5595014 50.7607277, 14.5589818 50.7609471)",,,
26175904,,Polní,residential,,False,False,97.522,"LINESTRING (14.5595014 50.7607277, 14.5601564 50.7615007)",,,
26175900,,Prokopa Velikého,residential,50,False,False,37.689,"LINESTRING (14.5606652 50.7602287, 14.5611921 50.7601671)",,,
26175900,,Prokopa Velikého,residential,50,False,True,98.892,"LINESTRING (14.5606652 50.7602287, 14.5595014 50.7607277)",,,
31016705,,V Lomech,residential,,False,False,59.585,"LINESTRING (14.5606652 50.7602287, 14.5601865 50.7597866)",,,
224210000,,Kalinova,residential,,False,False,28.399,"LINESTRING (14.5591915 50.7590216, 14.5595244 50.7588771)",,,
31016705,,V Lomech,residential,,False,True,20.997999999999998,"LINESTRING (14.5591915 50.7590216, 14.5592718 50.7590858, 14.5593767 50.7591697)",,,
77226692,,Kalinova,residential,50,True,False,139.99400000000003,"LINESTRING (14.5591915 50.7590216, 14.5591577 50.7590306, 14.5591338 50.7590369, 14.5589603 50.7590831, 14.5575548 50.7594567, 14.5574155 50.7594938, 14.5573567 50.7595094)",,1,
26175901,,Wintrova,residential,,False,False,153.248,"LINESTRING (14.5593767 50.7591697, 14.5593767 50.7593697, 14.5591693 50.7596807, 14.5585843 50.7600954, 14.558254 50.760289)",,,
31016705,,V Lomech,residential,,False,False,20.997999999999998,"LINESTRING (14.5593767 50.7591697, 14.5592718 50.7590858, 14.5591915 50.7590216)",,,
31016705,,V Lomech,residential,,False,True,89.163,"LINESTRING (14.5593767 50.7591697, 14.5594493 50.759225, 14.5601865 50.7597866)",,,
26175901,,Wintrova,residential,,False,True,95.179,"LINESTRING (14.5572346 50.7608519, 14.5576332 50.7606318, 14.5576737 50.7606094, 14.558254 50.760289)",,,
26175902,,Na Rozhraní,residential,,False,False,50.901,"LINESTRING (14.558254 50.760289, 14.5586647 50.7606659)",,,
26175901,,Wintrova,residential,,False,False,95.179,"LINESTRING (14.558254 50.760289, 14.5576737 50.7606094, 14.5576332 50.7606318, 14.5572346 50.7608519)",,,
26175901,,Wintrova,residential,,False,True,153.24800000000002,"LINESTRING (14.558254 50.760289, 14.5585843 50.7600954, 14.5591693 50.7596807, 14.5593767 50.7593697, 14.5593767 50.7591697)",,,
