osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,ref
171496489,Hejnice,residential,20,False,False,218.185,"LINESTRING (16.3998059 50.0559502, 16.3995994 50.0555761, 16.3995651 50.0554706, 16.3995979 50.0553665, 16.3996504 50.0553071, 16.4001177 50.055048, 16.4004119 50.0548998, 16.4006466 50.0547292, 16.4010399 50.054395)",,,
"[510544649, 171496482, 510544652]",Hejnice,residential,20,False,True,42.647,"LINESTRING (16.3998059 50.0559502, 16.3997277 50.0559737, 16.3995938 50.0560431, 16.3995033 50.0560901, 16.3993302 50.0561799)",yes,,
171496489,Hejnice,residential,20,False,True,218.185,"LINESTRING (16.4010399 50.054395, 16.4006466 50.0547292, 16.4004119 50.0548998, 16.4001177 50.055048, 16.3996504 50.0553071, 16.3995979 50.0553665, 16.3995651 50.0554706, 16.3995994 50.0555761, 16.3998059 50.0559502)",,,
"[195774204, 195774205, 195108382]",Hejnice,residential,,False,True,126.46099999999998,"LINESTRING (16.3978782 50.0543882, 16.3979328 50.0544365, 16.3979698 50.0545059, 16.3979745 50.0545544, 16.3978625 50.0547567, 16.3978527 50.0547766, 16.397837 50.0548258, 16.3980361 50.0549346, 16.3982478 50.0550694, 16.3983026 50.0551043, 16.3983833 50.0551852, 16.3984884 50.0553357)",yes,,
"[195774204, 195774205, 195108382]",Hejnice,residential,,False,False,126.461,"LINESTRING (16.3984884 50.0553357, 16.3983833 50.0551852, 16.3983026 50.0551043, 16.3982478 50.0550694, 16.3980361 50.0549346, 16.397837 50.0548258, 16.3978527 50.0547766, 16.3978625 50.0547567, 16.3979745 50.0545544, 16.3979698 50.0545059, 16.3979328 50.0544365, 16.3978782 50.0543882)",yes,,
196186023,Hejnice,secondary,50,False,False,111.50999999999999,"LINESTRING (16.3984884 50.0553357, 16.3985696 50.0554023, 16.398809 50.0556424, 16.3989072 50.0557413, 16.3993302 50.0561799)",,2,312
"[510544649, 171496482, 510544652]",Hejnice,residential,20,False,False,42.647000000000006,"LINESTRING (16.3993302 50.0561799, 16.3995033 50.0560901, 16.3995938 50.0560431, 16.3997277 50.0559737, 16.3998059 50.0559502)",yes,,
196186023,Hejnice,secondary,50,False,True,111.51,"LINESTRING (16.3993302 50.0561799, 16.3989072 50.0557413, 16.398809 50.0556424, 16.3985696 50.0554023, 16.3984884 50.0553357)",,2,312
