osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,bridge,maxspeed,junction
170349876,19018,Petra Bezruče,tertiary,False,True,157.37699999999998,"LINESTRING (13.1369624 49.2906844, 13.1371293 49.2908395, 13.1375276 49.2911845, 13.1378095 49.2914198, 13.1380796 49.2916633, 13.13825 49.2918233)",,,,
787787416,190,Komenského,secondary,False,True,60.181,"LINESTRING (13.1369624 49.2906844, 13.1373628 49.2905987, 13.137744 49.2905031)",3,,,
37064380,,Erbenova,residential,False,False,330.682,"LINESTRING (13.140379 49.2932221, 13.1403807 49.2933269, 13.1404031 49.2934566, 13.1404457 49.2935394, 13.1404945 49.2935928, 13.1409146 49.2938699, 13.1409738 49.2939444, 13.1410124 49.2940074, 13.141282 49.2945582, 13.1415112 49.2947209, 13.1418842 49.2949769, 13.1425609 49.2950515, 13.1429035 49.2951784, 13.1430394 49.2952467, 13.1431001 49.295315)",,,,
"[115767504, 792801411, 115767405, 374102309]",,Petra Bezruče,residential,False,False,75.88499999999999,"LINESTRING (13.140379 49.2932221, 13.1405852 49.2932415, 13.1408217 49.2932319, 13.1409118 49.2932268, 13.1409953 49.2932229, 13.1410304 49.2932191, 13.1414216 49.2932112)",,yes,,
792801411,,Petra Bezruče,residential,False,True,22.291,"LINESTRING (13.140379 49.2932221, 13.1402278 49.2932012, 13.1400881 49.2931608)",,,,
37064374,,Práce,residential,False,False,84.551,"LINESTRING (13.1419787 49.2931646, 13.1421413 49.2930085, 13.1422529 49.2929341, 13.1423757 49.2928522, 13.1427542 49.2925998)",,,,
"[373964680, 115767363, 115767485]",,"['Petra Bezruče', 'Klatovská']",residential,False,True,40.778999999999996,"LINESTRING (13.1419787 49.2931646, 13.1418286 49.2931837, 13.141662 49.293199, 13.1414216 49.2932112)",,yes,,
170347958,,prap. Veitla,residential,True,False,254.403,"LINESTRING (13.1419787 49.2931646, 13.1418668 49.2928412, 13.1417992 49.2926457, 13.1417863 49.2926191, 13.1417522 49.2925487, 13.1416969 49.2924344, 13.1414921 49.2921529, 13.1410963 49.2915885, 13.1407286 49.2910897, 13.140695 49.2910462)",,,,
262440719,,Náměstí,residential,False,False,185.853,"LINESTRING (13.1419787 49.2931646, 13.1421761 49.2932591, 13.1426384 49.293437, 13.1429583 49.2935644, 13.1432845 49.2936779, 13.1434616 49.2937314, 13.1435681 49.2937636, 13.1441203 49.2939306, 13.144225 49.2939622)",,,,
37064378,,Rybářská,residential,False,False,247.167,"LINESTRING (13.1448745 49.2941873, 13.1448361 49.2942409, 13.1447942 49.2942863, 13.144756 49.2943071, 13.1447005 49.2943212, 13.1444044 49.2943817, 13.1439643 49.2944779, 13.1438527 49.2944783, 13.143843 49.2944745, 13.1424557 49.2939327, 13.1423182 49.2938769, 13.1421917 49.293814, 13.1421429 49.2937752, 13.1421226 49.2937214, 13.142162 49.2936408)",,,,
262440706,,Klatovská,residential,False,False,52.502,"LINESTRING (13.1448745 49.2941873, 13.1449755 49.2942115, 13.1450724 49.2942257, 13.1452388 49.2942131, 13.1453905 49.2941818, 13.1455745 49.2941498)",,,50,
