osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,access
218059083,2,2716,Okružní,tertiary,False,True,61.794000000000004,"LINESTRING (14.8415656 50.8555822, 14.8415152 50.8555738, 14.8413903 50.8555439, 14.8407624 50.8553564)",,,
360700229,,,Žitavská,unclassified,False,False,72.975,"LINESTRING (14.8415656 50.8555822, 14.8415889 50.8555349, 14.8416125 50.8554868, 14.8418449 50.8549501)",,,
"[116775050, 1121019564]",2,2716,Nádražní,tertiary,False,False,83.218,"LINESTRING (14.8415656 50.8555822, 14.8416146 50.85559, 14.8417469 50.8556, 14.8427438 50.8556622)",,,
24207762,,,Tichá,residential,False,False,150.25300000000001,"LINESTRING (14.8418449 50.8549501, 14.841895 50.8549577, 14.8419188 50.8549614, 14.8424094 50.8550361, 14.8432544 50.8551249, 14.8435754 50.8551502, 14.843912 50.8551475, 14.8439228 50.8551476, 14.843955 50.855148)",,,
360700229,,,Žitavská,unclassified,False,False,57.422,"LINESTRING (14.8418449 50.8549501, 14.8419665 50.8545396, 14.8419953 50.8544425)",,,
360700229,,,Žitavská,unclassified,False,True,72.975,"LINESTRING (14.8418449 50.8549501, 14.8416125 50.8554868, 14.8415889 50.8555349, 14.8415656 50.8555822)",,,
30656827,,,Anglická,residential,True,False,68.2,"LINESTRING (14.8421343 50.8534764, 14.8421395 50.8533844, 14.8420968 50.8532293, 14.8420231 50.853137, 14.8417304 50.8529534)",,,
"[385322586, 116775045]",,,Anglická,"['residential', 'living_street']",True,False,118.06199999999998,"LINESTRING (14.8421343 50.8534764, 14.84225 50.8534824, 14.8423261 50.8534869, 14.8425583 50.8535049, 14.8431881 50.853598, 14.8434954 50.8536643, 14.8436343 50.8536859, 14.8437739 50.8536972)",,,
267595756,,,Liberecká,living_street,False,False,9.498,"LINESTRING (14.8437739 50.8536972, 14.8438946 50.8536586)",,,
30672032,,,Gen. Svobody,residential,False,False,67.358,"LINESTRING (14.8455082 50.853756, 14.845515 50.8536915, 14.8455248 50.8536192, 14.8457219 50.853394, 14.8458183 50.853299, 14.8459024 50.8532161)",,,
116775052,,,Liberecká,residential,False,False,20.57,"LINESTRING (14.8455082 50.853756, 14.8457437 50.8537544, 14.8458012 50.8537539)",,,
267595758,,,Liberecká,residential,False,True,114.052,"LINESTRING (14.8455082 50.853756, 14.8452927 50.853759, 14.8451248 50.8537577, 14.8451101 50.853757, 14.844801 50.8537431, 14.8447526 50.8537393, 14.8441793 50.8536932, 14.8438946 50.8536586)",,,
116775049,2,2716,Liberecká,tertiary,False,False,30.288,"LINESTRING (14.8481014 50.8538205, 14.848176 50.8537898, 14.8482856 50.8537507, 14.8484929 50.8537112)",,,
329731643,,,Liberecká,residential,False,True,50.512,"LINESTRING (14.8481014 50.8538205, 14.8478334 50.85374, 14.8477146 50.8537292, 14.847412 50.8537352)",,,
"[334226505, 895260129, 385702818, 334226510]",2,2716,Nádražní,tertiary,False,True,272.586,"LINESTRING (14.8481014 50.8538205, 14.8480359 50.8538574, 14.8479831 50.8539027, 14.8478632 50.8540146, 14.8473841 50.8544633, 14.8466983 50.8551134, 14.8464576 50.8553447, 14.8463141 50.8554804, 14.8462824 50.8555098, 14.8462488 50.8555309, 14.8461925 50.855555, 14.8461516 50.8555656, 14.8460984 50.8555722, 14.8456694 50.8555974)",30,,
128319291,,2717,Hartavská,tertiary,False,False,61.283,"LINESTRING (14.8386928 50.8496987, 14.8379652 50.8500032)",,,
128319291,,2717,Hartavská,tertiary,False,True,95.395,"LINESTRING (14.8386928 50.8496987, 14.8397954 50.8491973)",,,
41051818,,,Truhlářská,residential,False,True,148.558,"LINESTRING (14.8386928 50.8496987, 14.8383274 50.849402, 14.8380341 50.8491562, 14.837365 50.848659)",,,
27922927,3,2716,U Mostu,tertiary,False,True,41.819,"LINESTRING (14.8443918 50.8485117, 14.8442338 50.8485357, 14.84414 50.8485518, 14.8440612 50.8485802, 14.8440045 50.8486128, 14.8439643 50.8486568, 14.843919 50.8487045)",,,
218044577,2,2716,Donínská,tertiary,False,False,69.42099999999999,"LINESTRING (14.8443918 50.8485117, 14.8451025 50.8484595, 14.845374 50.8484396)",,,
218044589,,,Turistická,residential,False,True,9.918,"LINESTRING (14.8443918 50.8485117, 14.8443589 50.8484598, 14.8443527 50.84845, 14.8443322 50.8484313)",,,
218044577,2,2716,Donínská,tertiary,False,True,57.796,"LINESTRING (14.8461961 50.8484123, 14.845374 50.8484396)",,,
172423774,,,Železná,residential,False,True,81.17099999999999,"LINESTRING (14.8461961 50.8484123, 14.8463733 50.8483712, 14.8463918 50.8483669, 14.8467673 50.8483312, 14.8473329 50.8482985)",,,
218044577,2,2716,Donínská,tertiary,False,False,86.798,"LINESTRING (14.8461961 50.8484123, 14.8466892 50.8485081, 14.8470677 50.8486049, 14.8473686 50.8486571)",,,
218059083,2,2716,Okružní,tertiary,False,False,47.822,"LINESTRING (14.8391095 50.8547377, 14.8395541 50.8548896, 14.8397033 50.8549482)",,,
218059102,,,Starý Dvůr,residential,False,False,36.135,"LINESTRING (14.8391095 50.8547377, 14.839258 50.8547164, 14.8393078 50.8546884, 14.8395284 50.854564)",,,
